,SN,0,1,2,3
369,SDSS-II SN 20257,2.2977657,2.461785,1.2434386,-0.8463244
370,SDSS-II SN 20369,-3.0956664,1.9442583,0.46000957,1.2288247
371,SDSS-II SN 2041,-2.617987,1.6322564,-2.5894327,-2.8394854
372,SDSS-II SN 20411,5.674493,5.575348,-6.768019,0.16221508
373,SDSS-II SN 2042,-7.096931,2.196437,-1.2906493,1.0546337
374,SDSS-II SN 20467,-3.6277986,0.29453683,-1.0851845,1.3539448
375,SDSS-II SN 20491,-4.455371,1.0321747,-5.1614146,-1.4059042
376,SDSS-II SN 20497,1.9229668,2.0405302,-1.6131787,-0.17275508
377,SDSS-II SN 20590,-4.6165614,2.5019052,0.655297,2.027654
378,SDSS-II SN 20591,3.4396193,3.4340892,-6.3845677,-0.8293085
379,SDSS-II SN 20613,-5.7672915,2.9890366,-0.7787542,2.7470374
380,SDSS-II SN 20646,-4.7023973,3.5656996,1.118413,2.2831116
381,SDSS-II SN 20721,2.7981615,5.0467944,-4.084349,-1.444482
382,SDSS-II SN 2078,3.3900778,3.8768363,-3.2008877,-0.20256694
383,SDSS-II SN 20791,4.0527225,6.005498,-5.9487333,-1.4210395
384,SDSS-II SN 20805,5.027105,5.3840938,-4.0385895,-0.20250577
385,SDSS-II SN 20820,-2.4254496,1.445977,-0.5640078,-1.436575
386,SDSS-II SN 20842,5.674076,5.4856267,-6.8096004,0.21850027
387,SDSS-II SN 20861,-0.6279162,1.9526436,1.1065629,3.0771651
388,SDSS-II SN 20870,2.7257142,5.0062194,-4.3563647,-1.6521761
389,SDSS-II SN 20895,4.6132,4.6499867,-5.5961995,-0.305776
390,SDSS-II SN 20916,2.1331275,4.2106028,-0.40733358,0.67083883
391,SDSS-II SN 2093,-3.5760965,1.1237822,-0.09804306,1.753582
392,SDSS-II SN 20953,6.3701105,5.104491,-4.6419363,1.916837
393,SDSS-II SN 20956,4.777621,4.6674275,-4.200042,0.61313534
394,SDSS-II SN 20969,2.2678976,4.2308645,2.7773247,-0.015355993
395,SDSS-II SN 21081,4.5798097,5.2296643,-3.2513967,0.79719317
396,SDSS-II SN 21356,3.7435112,3.9406774,-5.6225204,-0.6662604
397,SDSS-II SN 21359,2.655283,2.309727,1.2492895,-0.51278025
398,SDSS-II SN 21381,3.0329711,3.8277586,-5.994033,-1.2817744
399,SDSS-II SN 2148,4.4598303,4.003862,-5.8695984,-0.13951033
400,SDSS-II SN 2149,-5.0894413,2.621875,-0.22834031,-1.3577765
401,SDSS-II SN 21553,6.871852,5.891721,-4.466389,2.124283
402,SDSS-II SN 21709,0.22630224,2.8006058,-4.112169,-2.7692168
403,SDSS-II SN 21711,-2.9018908,1.6154021,-3.9083455,-2.6726449
404,SDSS-II SN 2244,-0.49273393,1.2188723,-6.0215907,-1.6965779
405,SDSS-II SN 2325,3.4660175,5.251617,-3.2172022,0.057282284
406,SDSS-II SN 2464,-7.099821,2.4684982,-3.0502112,-0.3358237
407,SDSS-II SN 2615,6.3998427,6.317456,-5.0854936,0.9445287
408,SDSS-II SN 2630,-6.014034,2.7295725,-0.9348434,-1.291793
409,SDSS-II SN 2808,-3.7190356,2.6678684,0.7212985,0.87196094
410,SDSS-II SN 2912,-5.592628,1.6515357,-2.8719852,-1.5751711
411,SDSS-II SN 3090,-3.1805792,0.38103518,-1.8832593,-0.46348393
412,SDSS-II SN 3196,4.162351,3.7320678,-6.168447,-0.3396257
413,SDSS-II SN 3344,1.9479672,3.9825575,-1.4279671,-0.25387007
414,SDSS-II SN 3368,0.68299353,4.384005,0.8971325,0.37491575
415,SDSS-II SN 3417,-1.9551798,1.2465541,-1.3852892,-1.6380134
416,SDSS-II SN 3514,-3.6162386,0.69468963,-0.46883073,1.8056222
417,SDSS-II SN 3529,-4.3097878,2.317014,0.6606871,2.1345963
418,SDSS-II SN 3533,0.73620546,2.7186189,-3.9605536,-2.2905354
419,SDSS-II SN 3558,2.8215365,2.278019,-2.7533996,-0.052164115
420,SDSS-II SN 3565,-2.6880465,0.46008337,3.833864,-2.8629932
421,SDSS-II SN 3983,-7.26052,3.4268394,-1.1902635,0.4983548
422,SDSS-II SN 4019,2.0805213,4.810766,-4.541653,-2.1866572
423,SDSS-II SN 4044,2.0869324,2.913734,1.7176101,-0.9451856
424,SDSS-II SN 4104,0.31694332,1.5111754,1.0756404,3.0231712
425,SDSS-II SN 4129,1.9174763,1.6879724,-1.3222877,0.04382843
426,SDSS-II SN 4181,-2.9479861,3.3939714,0.7106559,-0.4022059
427,SDSS-II SN 4307,1.8824586,4.6936517,-4.64541,-2.3237643
428,SDSS-II SN 4330,3.6695828,5.5621023,-2.9572096,-0.065591715
429,SDSS-II SN 4375,3.5098624,-10.26616,-2.4446301,-3.9303534
430,SDSS-II SN 4534,5.6058736,5.4677687,-4.914832,0.43479392
431,SDSS-II SN 4606,2.7427278,3.879678,-0.70547634,1.1164225
432,SDSS-II SN 4888,1.8908314,-0.98646027,2.3304527,4.2041583
433,SDSS-II SN 4906,2.1793916,4.7925797,-3.0123718,-1.5775216
434,SDSS-II SN 4907,2.21451,4.76573,-6.314635,-2.3075132
435,SDSS-II SN 4966,1.1680675,4.468025,-4.393553,-2.6939876
436,SDSS-II SN 4978,-8.009621,4.2719636,-2.4123275,0.6443103
437,SDSS-II SN 5001,0.90099066,-0.48457053,-0.7812651,0.1229284
438,SDSS-II SN 5235,2.0278022,3.8750925,-6.1123333,-2.0318952
439,SDSS-II SN 5401,-5.550859,2.434928,-0.55060744,-1.1065016
440,SDSS-II SN 5468,-4.983605,3.2248461,0.6807343,-0.06297442
441,SDSS-II SN 5498,-0.25199503,2.8299277,-0.43070742,-1.825216
442,SDSS-II SN 5590,2.056119,4.4590716,-0.3793022,0.6787864
443,SDSS-II SN 5607,-1.5377997,0.09024636,-0.072420575,2.3304927
444,SDSS-II SN 5810,2.50668,4.1602073,2.8354475,0.48898968
445,SDSS-II SN 5890,-2.196148,0.8036791,-1.2078483,-1.4054217
446,SDSS-II SN 5959,-0.24304967,-1.046264,-2.2823665,1.167464
447,SDSS-II SN 5963,-5.235174,1.2816228,-4.415726,-1.319292
448,SDSS-II SN 6055,-4.9546514,3.6962028,-0.7665798,-2.2739165
449,SDSS-II SN 6289,-5.95206,1.8320382,-1.0294298,-0.5830352
450,SDSS-II SN 6327,1.8741902,2.4022217,-0.144487,0.8225907
451,SDSS-II SN 6556,-7.351051,3.4782445,-4.480888,-0.8795773
452,SDSS-II SN 6560,-5.815908,1.925859,-1.1140013,-0.78929514
453,SDSS-II SN 6618,7.225456,4.9938817,-5.3259854,2.770805
454,SDSS-II SN 6714,4.519806,5.578406,-2.3279743,0.78857154
455,SDSS-II SN 6715,2.1348913,4.2986593,-0.15248793,0.84845024
456,SDSS-II SN 7024,2.336093,4.6876154,3.1358416,0.8303461
457,SDSS-II SN 703,-6.752526,2.8570273,-2.7639246,-1.0202549
458,SDSS-II SN 7039,1.0272647,3.3202686,-1.1356971,-0.7541825
459,SDSS-II SN 7121,1.8427687,2.264156,-1.7510092,-0.17935848
460,SDSS-II SN 7123,-3.2721913,3.1307817,0.63074017,-0.31192482
461,SDSS-II SN 7233,2.7286532,0.79255205,2.5130355,5.342142
462,SDSS-II SN 7499,6.122865,6.053142,-4.3373027,1.0659957
463,SDSS-II SN 7636,-8.417299,5.288127,-4.936666,-0.37235406
464,SDSS-II SN 764,0.8938152,5.0654073,2.2028294,-0.18166907
465,SDSS-II SN 7647,4.0220785,3.2472594,-2.2262611,1.6474527
466,SDSS-II SN 7701,-5.649578,2.9474175,0.113569304,2.067964
467,SDSS-II SN 7725,-4.0223074,1.5780655,0.19950187,1.8155688
468,SDSS-II SN 773,0.72363234,5.3490705,-6.970055,-3.6287081
469,SDSS-II SN 801,-3.043883,1.4393336,0.28829202,1.7623752
470,SDSS-II SN 8196,-5.352975,1.5600556,-0.57084334,0.7363642
471,SDSS-II SN 8236,-4.1951222,2.0974748,-1.226023,-2.4490504
472,SDSS-II SN 8252,5.735166,5.5524874,-5.109867,0.48629096
473,SDSS-II SN 8721,-6.014692,3.4132082,0.3463144,1.9968257
474,SDSS-II SN 8744,-2.1381083,2.5335553,-1.3680341,-2.7439225
475,SDSS-II SN 904,1.5960411,4.7103386,-5.037759,-2.5849538
476,SDSS-II SN 9052,-3.3220212,1.9157321,-6.360444,-1.829742
477,SDSS-II SN 917,-0.62553406,1.6636484,0.015140856,-0.10007274
478,SDSS-II SN 9250,-0.65638846,1.1431652,-3.396518,-1.9477005
479,SDSS-II SN 9326,-3.1910305,1.1253107,-0.11831313,1.3006173
480,SDSS-II SN 9424,6.074687,4.7991543,-5.8226104,1.2720661
481,SDSS-II SN 9632,-4.380032,1.8205127,0.8162665,2.0983524
482,SN2005fj,-4.3622417,2.6631403,-0.25035253,-3.463798
483,SN2005gi,-9.078756,6.190709,-5.4154134,-0.43377936
484,SN2005jq,0.5176376,0.34995347,-0.30702296,0.83060956
485,SN2005kq,-6.207783,4.3703847,-4.4907055,-1.6474686
486,SN2005lo,-5.2565413,0.37219453,-2.812275,-2.4813914
487,SN2005ml,-1.8485104,0.17047395,-0.42308262,-1.4024174
488,SN2005mn,1.0819752,2.3184927,-5.652124,-1.674544
489,SN2005mp,-4.023215,1.1789141,-1.7996302,-2.5413134
490,SN2006ft,-7.395578,4.897506,-4.4560823,-0.8765341
491,SN2006gd,4.616804,4.801712,-5.5999312,-0.41759944
492,SN2006ge,1.6354575,4.707352,-5.883707,-2.6376257
493,SN2006gk,-2.2004359,3.8659902,-0.1573548,-2.225293
494,SN2006gl,1.4548179,4.458065,-5.8096766,-2.6607187
495,SN2006go,3.892487,0.16699627,2.677294,4.529293
496,SN2006gp,-7.5188975,3.0927043,-1.3476715,1.1456392
497,SN2006gu,0.8986534,4.499062,-4.5688577,-2.8161998
498,SN2006hj,0.23639868,4.5472,1.2983754,0.27092853
499,SN2006hk,-4.366089,3.8283973,0.32331848,-1.3122352
500,SN2006hm,-4.9090385,4.4825125,-0.5953195,-2.7204163
501,SN2006hw,-4.221818,2.7281587,-0.971583,-2.9936066
502,SN2006jg,6.1697507,4.3032255,-5.1194873,1.9863948
503,SN2006jz,-4.7069955,1.3172617,-3.2798452,-2.0081964
504,SN2006kd,-0.3531348,-0.9014374,-2.587817,0.7965435
505,SN2006ks,-7.04659,4.181678,-4.308366,-1.0416821
506,SN2006ll,3.5988748,4.0793777,-1.9482768,1.0862694
507,SN2006lq,1.4741395,3.5155115,-1.9845866,-1.369068
508,SN2006mz,-8.069675,4.4410715,-2.3558843,0.7274598
509,SN2006nc,-2.4362004,1.1897336,-5.8126616,-1.8470556
510,SN2006np,-1.0514432,2.2061958,0.9301251,-1.0838133
511,SN2006nt,1.7272832,4.5151734,-0.8325589,-0.014878987
512,SN2006nw,-0.7948039,1.8689817,-4.3549147,-2.7570512
513,SN2006op,-4.7581124,1.3351234,0.50403434,-2.5425432
514,SN2006oz,-1.2224607,1.2164032,-0.8462719,-2.0578485
515,SN2006ph,2.5524704,5.434666,-2.4396105,-1.217711
516,SN2006pj,-0.19731714,2.3496644,-0.5832247,-1.7976103
517,SN2006pm,-0.08994676,2.409655,-3.9619775,-2.728362
518,SN2006pn,-0.8700433,2.464613,-3.6900706,-3.1876233
519,SN2006po,-6.5399394,2.823635,-3.168876,-1.2677478
520,SN2006pr,-2.775498,1.3025383,-5.155608,-1.9773607
521,SN2006pu,-1.8593267,1.8785962,-2.3566444,-3.0265102
522,SN2006qd,-3.9325159,2.1323657,-0.94215953,-2.404369
523,SN2006qh,-0.45459372,2.364455,-3.9231255,-2.957984
524,SN2006sw,-1.1296953,1.3394809,-3.706344,-2.4467955
525,SN2006sx,-2.8090832,2.4586763,-0.75939244,-2.4097373
526,SN2007fr,-3.733361,2.9665196,-4.3855557,-2.5738657
527,SN2007gl,-4.3899865,0.19879457,-5.777142,-1.100967
528,SN2007hy,-4.8340206,1.2432072,0.6734551,-2.1826515
529,SN2007jb,-4.5359864,2.3468595,-0.048197426,-1.3363355
530,SN2007jj,-4.386,0.13102525,2.5729017,-2.7000399
531,SN2007jv,-0.231024,4.586133,-0.4808026,-2.3480668
532,SN2007kb,0.7205893,5.436373,-7.0450664,-3.6783586
533,SN2007kp,0.6374365,2.5888703,-1.0799352,-1.2066641
534,SN2007la,-0.82292783,1.9643102,-3.4913065,-2.90629
535,SN2007lf,-5.9508815,4.4316897,-4.539627,-1.8498533
536,SN2007lm,0.91796976,4.4833107,-5.964903,-3.0313418
537,SN2007ls,0.9563706,3.5549908,-0.8574197,-0.5938117
538,SN2007lu,4.1134725,6.255377,-5.821683,-1.4454229
539,SN2007mf,-5.015238,3.814348,-0.7204753,-2.245643
540,SN2007mg,-4.6363683,3.7134414,-0.6586352,-2.3772118
541,SN2007mu,2.274809,4.7931213,-5.1140795,-2.1390421
542,SN2007nx,-3.4180787,0.6365548,-6.1105547,-1.4157709
543,SN2007oa,-5.393495,1.845463,1.9420887,-0.5607449
544,SN2007oy,1.9886012,2.717883,-1.787609,-0.3583823
545,SN2007pf,-1.7810339,1.7330498,-3.4951696,-4.0149837
546,SN2007pg,-3.8689415,0.74280465,-5.532479,-1.4455111
547,SN2007pr,-7.2918887,3.140289,-1.954154,-0.1493236
548,SN2007ps,-3.4209347,0.62388724,-1.3129904,-0.079592384
549,SN2007py,4.444655,4.389663,-5.6376953,-0.31856692
550,SN2007qa,-3.4874742,0.86068374,-5.8378224,-1.5247264
551,SN2007qd,-3.1754994,0.19653448,-2.215203,-0.38209456
552,SN2007qj,-3.157009,1.4403325,-5.4859543,-1.9070598
553,SN2007qs,-3.1350834,0.34261686,3.217778,-1.4324803
554,SN2007qu,-0.5544147,1.968847,-0.99859643,-1.7985427
555,SN2007rg,-3.9831314,2.15792,-0.20267594,-1.4044679
556,SN2007rn,-3.1915543,2.4923482,-1.2570044,-2.7690747
557,SN2007rq,-2.5994632,2.566248,-1.7760892,-3.0703058
558,SN2007sl,-3.1845448,1.7508264,-6.4028835,-1.7379023
559,SN2007tt,-5.978768,2.0387309,-0.2030139,2.4216964
560,SDSS-II SN 10480,-5.7710233,4.6842866,1.4215701,3.2423508
561,SDSS-II SN 13147,-7.972931,4.325135,-4.254774,-0.13759562
562,SDSS-II SN 13483,6.1188045,6.9050536,-4.697859,0.3209994
563,SDSS-II SN 13820,-0.8674683,1.0729526,0.1554839,1.1535225
564,SDSS-II SN 1385,-1.2427704,1.576555,0.2097086,0.58890796
565,SDSS-II SN 13991,2.480975,5.0865955,0.5196441,2.1926913
566,SDSS-II SN 14121,2.7053988,4.372392,1.3715795,1.6378481
567,SDSS-II SN 14262,-3.421801,2.9903011,0.98917145,1.644439
568,SDSS-II SN 14415,3.979576,6.5855656,-6.0205736,-1.728311
569,SDSS-II SN 14635,-1.7572784,-0.028108492,-0.298938,2.357497
570,SDSS-II SN 14833,5.4501314,4.4361105,-3.1077614,2.1083317
571,SDSS-II SN 15268,4.895592,4.2926726,-1.9332513,2.2747445
572,SDSS-II SN 15358,1.8990996,-0.46263033,2.1453574,4.116501
573,SDSS-II SN 15360,4.050068,6.307948,-0.86807835,0.32628518
574,SDSS-II SN 15418,5.336853,5.325231,-3.5878332,0.6127848
575,SDSS-II SN 15814,3.472821,4.8084064,-5.8711877,-1.3955026
576,SDSS-II SN 16103,-4.465722,2.6484437,0.12112796,-1.0645984
577,SDSS-II SN 17317,-6.3723717,2.6805282,-2.8724515,-1.388732
578,SDSS-II SN 17337,1.2685755,3.8024397,0.42009,1.1995612
579,SDSS-II SN 17585,2.5150027,1.3742077,2.2113304,4.420235
580,SDSS-II SN 17925,2.2308774,4.72969,-3.5104933,-1.7357433
581,SDSS-II SN 17958,3.4227083,5.222091,-3.2063797,0.18175821
582,SDSS-II SN 18266,-0.14003813,3.482463,1.3587596,2.2816997
583,SDSS-II SN 18360,6.2721305,5.187239,-6.318162,1.1594822
584,SDSS-II SN 18585,4.13193,2.1918752,-3.0559924,1.6637632
585,SDSS-II SN 18589,1.617098,1.3244807,-0.20286408,-0.74133235
586,SDSS-II SN 18718,5.757159,4.5840306,-4.964645,1.2732788
587,SDSS-II SN 18836,-4.789939,2.8928454,0.9961125,3.4375231
588,SDSS-II SN 18914,3.1068225,3.1983182,1.8348083,4.428535
589,SDSS-II SN 18970,0.26224187,1.5073993,-4.915246,-1.5902079
590,SDSS-II SN 18986,2.6916618,2.7908971,-1.2702074,0.9016549
591,SDSS-II SN 18993,2.3521185,-0.45778865,2.4465241,4.3349605
592,SDSS-II SN 19052,2.1467261,4.7687745,-0.702278,0.41486666
593,SDSS-II SN 19212,2.0047936,5.0976334,0.0005826547,1.0460402
594,SDSS-II SN 19465,-4.788854,2.747598,0.58377767,0.45996922
595,SDSS-II SN 19582,6.25165,5.1492753,-4.08624,2.01671
596,SDSS-II SN 19751,1.8998706,1.9055831,-2.3875666,-0.63825804
597,SDSS-II SN 19848,2.9124165,2.5535328,-4.2143774,-3.2008162
598,SDSS-II SN 20324,-3.2418313,3.3740726,0.99696046,0.77752554
599,SDSS-II SN 20408,-5.846203,5.19251,1.279172,2.0964048
600,SDSS-II SN 2128,7.0590515,5.6447406,-4.577451,2.462523
601,SDSS-II SN 21874,4.082202,6.028845,-1.2189704,0.5250507
602,SDSS-II SN 2401,2.5615394,4.686943,-4.69891,-1.8066149
603,SDSS-II SN 2620,0.90769374,5.1204176,-6.2034807,-3.3035202
604,SDSS-II SN 2621,-7.6379724,4.3690066,-2.7799025,-0.16714698
605,SDSS-II SN 3294,-8.598612,5.5235205,-4.912469,-0.24802431
606,SDSS-II SN 4062,0.92585397,5.2797375,2.4025426,-1.6392158
607,SDSS-II SN 6136,-6.281579,2.3341978,-0.21471858,2.487674
608,SDSS-II SN 6889,2.7680607,5.489785,-6.1498475,-2.1941745
609,SDSS-II SN 706,-7.354521,3.61828,-3.1857905,-0.5812865
610,SDSS-II SN 7762,6.3089724,5.6835294,-5.809,0.98108953
611,SDSS-II SN 8092,2.9732316,4.8248696,-1.8595281,0.4825614
612,SDSS-II SN 9132,0.1945483,1.6008828,1.0276697,2.9694474
613,SN2005fb,1.726978,2.9706008,-2.6731257,-2.792483
614,SN2005ga,-1.7970254,0.9807114,-5.0622773,-2.0284185
615,SN2005gd,-0.32591727,4.077656,-4.9786825,-3.4339244
616,SN2005gp,1.8006235,2.5103009,-4.2547803,-3.2726939
617,SN2005hs,3.4205573,4.1117573,-4.922428,-0.786735
618,SN2005hz,-3.21746,1.2987363,-5.667598,-1.8115965
619,SN2005ij,-2.2484367,0.92114335,-3.246253,-2.9246142
620,SN2005kp,-2.356535,0.92925787,-2.8221178,-3.0902407
621,SN2006eb,-3.8898947,2.0827723,-6.1667213,-1.9238758
622,SN2006fn,-2.1340442,2.3471146,-1.9762172,-3.1019564
623,SN2006gv,-3.9013133,2.22906,-1.4443611,-2.7075288
624,SN2006ki,1.2052104,4.2980723,-4.750939,-2.718265
625,SN2006kw,-0.34334722,-0.8950132,-2.6201737,0.775609
626,SN2007ia,-3.3111377,1.0484146,-2.9276588,-2.6737216
627,SN2007lw,-3.907275,3.7215621,0.7545426,-0.5893003
628,SN2007nz,6.4175797,4.396526,-4.8493958,2.3655245
629,SN2007ol,0.399806,2.073499,-5.8429003,-1.4018652
630,SN2007sh,-2.1619625,0.57885313,-1.1075466,-1.516067
631,SN2008am,0.72951484,2.1162426,-5.6811314,-1.4737808
632,SDSS-II SN 1115,-0.4690507,-1.6364536,0.40871584,4.9439955
633,SDSS-II SN 12852,5.665475,-1.4169947,0.6694505,0.033444908
634,SDSS-II SN 13058,-3.529422,-5.8350353,0.8489783,4.202183
635,SDSS-II SN 13329,0.48770377,-4.2941694,6.03057,1.3448173
636,SDSS-II SN 13339,2.6159143,-3.5328336,7.1042137,0.8124737
637,SDSS-II SN 1378,1.4541587,-4.324189,6.90623,1.9590104
638,SDSS-II SN 13839,0.4311325,-3.5056183,5.858936,-0.28951344
639,SDSS-II SN 13971,-1.0556744,-3.9880116,0.96440005,1.3643947
640,SDSS-II SN 14231,2.1764665,-3.8382378,7.0018005,0.20731163
641,SDSS-II SN 14933,-3.928971,-5.827131,1.1170144,4.1911817
642,SDSS-II SN 15448,-0.91284305,-1.9991045,0.42511126,5.086394
643,SDSS-II SN 15454,2.215203,-2.1394813,6.285372,3.069386
644,SDSS-II SN 15942,1.846801,-5.089384,7.608302,2.0797114
645,SDSS-II SN 16739,2.1239376,-3.2797873,6.666616,1.0386556
646,SDSS-II SN 17272,5.550848,-1.2362157,1.0220964,-1.6496325
647,SDSS-II SN 17373,-4.6986275,-7.5729437,0.6875281,2.4815128
648,SDSS-II SN 1782,1.5869173,-2.960217,6.533889,-0.7462272
649,SDSS-II SN 18824,2.5428336,-3.4327815,7.136774,2.9960382
650,SDSS-II SN 18979,0.14593382,-2.8024075,-0.6557298,2.7314968
651,SDSS-II SN 18990,2.0863123,0.511338,1.8304567,6.624326
652,SDSS-II SN 19042,1.9264153,-2.1034746,6.2249227,1.7363496
653,SDSS-II SN 19065,0.9461541,-7.4974856,5.0034437,2.6232698
654,SDSS-II SN 19137,1.7911209,0.8859284,1.8374611,0.51307243
655,SDSS-II SN 1919,3.9098175,3.9701986,3.4989915,0.85229397
656,SDSS-II SN 19640,0.024921803,-4.4046974,5.61529,1.1419686
657,SDSS-II SN 19778,1.2370685,-4.918819,7.1577406,1.5765338
658,SDSS-II SN 20603,-0.47840932,-1.6431745,0.41724265,4.961412
659,SDSS-II SN 20874,2.378556,-3.2981956,6.6519694,2.2657194
660,SDSS-II SN 2118,1.7253792,4.029532,3.5410018,-1.9374783
661,SDSS-II SN 21402,2.5013113,3.299684,3.2469132,0.14580505
662,SDSS-II SN 2766,-1.2317014,-3.7366173,1.3110169,1.2174736
663,SDSS-II SN 3050,-1.1216817,-2.1733773,0.4303055,5.202364
664,SDSS-II SN 5392,-4.1504393,-5.8031836,1.3462534,4.0147047
665,SDSS-II SN 5669,2.6660402,-4.2018166,7.1847258,1.4637656
666,SDSS-II SN 5806,1.8688779,-3.3842902,6.9952335,-0.61058784
667,SDSS-II SN 8280,2.7465372,-4.3073425,7.503217,2.3198411
668,SDSS-II SN 9562,4.114057,-0.83128494,1.6467087,3.1231613
669,SN2005ed,7.5305653,-3.4239008,0.81197697,-2.081588
670,SN2005fa,0.4882117,-3.412644,5.9076934,-0.5035379
671,SN2005fm,-2.9538767,-7.4677844,2.0824628,3.0649424
672,SN2005hj,3.1893797,-4.8655376,5.3000293,-1.0221409
673,SN2005hl,1.1688385,-4.8898168,4.426206,-0.96746284
674,SN2005hn,2.2675152,-3.8440456,7.1335196,-0.47173506
675,SN2005hr,3.475835,-4.4751525,7.0709662,-0.090613775
676,SN2005jp,0.9457875,-7.49803,5.002487,2.6233852
677,SN2005ld,0.28498444,-4.215049,4.993123,-0.52276886
678,SN2005le,-1.0707835,-6.7617216,0.3947284,-2.1863477
679,SN2006V,4.7993507,-4.781854,6.5701523,-0.63669646
680,SN2006au,3.978971,-4.7905684,4.750484,0.54448193
681,SN2006fd,0.76784295,-4.295111,5.0091963,-0.8958812
682,SN2006fy,3.2138743,-4.2033987,1.0961242,-3.790079
683,SN2006hl,1.1307297,-5.2468534,7.274005,0.76511604
684,SN2006ht,3.15605,-4.627774,7.2581296,-0.48712865
685,SN2006hx,3.2740777,-4.79395,5.2676024,-0.969824
686,SN2006ji,1.7873621,-3.6413682,0.41377684,-2.72022
687,SN2006lc,2.4337103,-5.04401,5.096205,-0.9009209
688,SN2006oa,3.0073783,-4.788058,5.4645734,-0.81013316
689,SN2006ob,3.3998504,-4.657839,6.838789,-0.36869138
690,SN2006oc,-3.5594692,-4.9771447,2.130948,2.095052
691,SN2006oj,1.1241606,-2.8473241,6.411474,-0.7458575
692,SN2006ps,0.8914423,-3.8567636,-0.9804872,-2.5190492
693,SN2006qq,3.3054595,-4.567274,5.4000645,0.74539644
694,SN2007gt,2.7909892,-4.73766,7.715826,-0.8304851
695,SN2007ht,3.9732115,-6.511452,0.23210737,-3.0064108
696,SN2007hx,0.25332606,-4.7519894,5.168624,-0.7251745
697,SN2007ic,3.3612003,-7.8214793,-0.75223386,-2.388634
698,SN2007jk,-1.2596879,-6.850725,0.43399832,-2.2526278
699,SN2007kl,1.5601615,-3.5546963,6.459235,0.16900128
700,SN2007lg,2.8192987,-5.845177,0.8229839,-2.0935075
701,SN2007ma,0.466072,-4.5146728,5.0619235,-0.71850085
702,SN2007mb,2.2495255,-0.9212753,2.1619735,-1.6984326
703,SN2007nd,2.3266644,-4.053998,7.306096,-0.42949837
704,SN2007nf,-2.171786,-7.7771287,0.4455306,-2.3178852
705,SN2007px,0.70002663,-4.388901,5.071646,-0.81741965
706,SN2007pz,-0.08472877,-4.5692716,5.419398,1.1331147
707,SN2007ql,3.3706448,-6.3089113,0.07480139,-3.3312821
708,SN2007qt,1.8637242,-2.9210777,6.450452,-0.6116427
709,SN2007ra,0.8415741,-4.5886846,5.0297976,-0.88806355
710,SN2007se,-2.1159062,-4.9813223,1.9682239,-1.9889627
711,SN2008J,4.4432306,-4.337804,2.0092885,2.8414211
712,SN2013bh,0.6145468,-5.1938496,5.387042,-1.227383
713,SDSS-II SN 16142,4.0624175,3.975323,3.3341534,1.1052991
714,SDSS-II SN 18321,1.50109,-5.585759,7.716507,1.6065799
715,SDSS-II SN 2632,3.1621466,0.15390667,1.7743849,-0.46240187
716,SDSS-II SN 6075,2.6608248,2.7038186,2.3399553,1.4676529
717,SN2005fr,2.170055,-3.6222281,7.0312943,-0.14787017
718,SN2005gf,0.0001800711,-4.242192,5.7210293,1.0667434
719,SN2005if,-0.7356507,-4.4590592,3.36074,-1.8186833
720,SN2007kw,4.220859,-1.8111823,2.0869853,-1.3053876
721,SN2007lz,-3.8572881,-4.282127,2.6527462,2.0597425
722,SDSS-II SN 10299,-2.5181081,-4.8798485,1.3489668,2.44281
723,SDSS-II SN 11092,0.52367526,-6.1742024,1.8216021,-2.9694216
724,SDSS-II SN 1164,1.1568477,-7.11204,-0.63173956,-0.009683561
725,SDSS-II SN 13131,3.1706326,0.0963682,0.99461764,6.8787713
726,SDSS-II SN 13413,2.8127465,-0.46863762,0.7217139,6.6755185
727,SDSS-II SN 14137,-0.61728823,-2.9831254,0.576989,3.0245402
728,SDSS-II SN 14304,-2.1765912,-0.3075219,5.449776,-1.3231021
729,SDSS-II SN 14455,5.1818295,-0.39313653,1.0216149,0.6957789
730,SDSS-II SN 14470,0.45450222,-6.9731035,-0.63362586,-1.2012286
731,SDSS-II SN 14499,2.4436963,-0.7187736,0.11772075,3.9046812
732,SDSS-II SN 15696,-0.59252447,-0.65072507,3.9211102,-2.4239805
733,SDSS-II SN 16172,-1.3678601,-3.8494582,0.796815,2.762783
734,SDSS-II SN 16199,-2.2098818,-0.25514826,5.376791,-1.3032289
735,SDSS-II SN 1631,2.943479,-0.35965633,1.0301768,6.748567
736,SDSS-II SN 16433,2.8276231,-1.6992583,-0.11781722,1.9045296
737,SDSS-II SN 16603,1.6482669,-0.44164824,1.5678366,-1.149661
738,SDSS-II SN 17703,-2.8791852,-5.1147,2.300271,-3.059509
739,SDSS-II SN 17739,-2.4688482,-4.758119,1.1704683,3.1912756
740,SDSS-II SN 17777,2.7738822,0.8391601,-0.14655958,4.517437
741,SDSS-II SN 17910,-2.5025415,-3.7007608,1.6525345,3.3656337
742,SDSS-II SN 18324,-3.452296,-7.1000032,0.8157443,1.2720895
743,SDSS-II SN 18447,2.789036,0.5767659,0.29450458,5.8154182
744,SDSS-II SN 18733,5.8199954,-2.1344707,0.5435725,-0.2685088
745,SDSS-II SN 18831,2.783494,-1.1334845,0.12891859,4.2279716
746,SDSS-II SN 18978,-3.7741885,-4.70247,2.086452,2.9118738
