,SN,0,1,2
453,SDSS-II SN 6618,-6.8239784,-5.974247,13.946342
454,SDSS-II SN 6714,-5.3685255,-3.1812038,9.427212
455,SDSS-II SN 6715,-4.0081935,-2.1575615,5.772082
456,SDSS-II SN 7024,-6.2756553,-4.3014812,3.223203
457,SDSS-II SN 703,6.5874195,8.775323,4.9899254
458,SDSS-II SN 7039,-2.7638125,0.69760203,5.8553586
459,SDSS-II SN 7121,-1.576678,-0.37515262,6.6884165
460,SDSS-II SN 7123,3.271551,3.8693182,2.2993655
461,SDSS-II SN 7233,1.2537789,-7.2150254,3.1995099
462,SDSS-II SN 7499,-4.8814263,-4.1469417,12.924259
463,SDSS-II SN 7636,9.7523155,12.0074,4.846099
464,SDSS-II SN 764,-6.6101494,-1.9163519,3.7029493
465,SDSS-II SN 7647,-2.5630512,-3.7537415,8.563202
466,SDSS-II SN 7701,7.7592087,4.0896273,2.0967615
467,SDSS-II SN 7725,6.019033,2.1682882,3.146568
468,SDSS-II SN 773,-2.2389705,3.7143772,14.443149
469,SDSS-II SN 801,5.0464287,1.32931,3.1132329
470,SDSS-II SN 8196,6.4423537,4.671681,3.8844633
471,SDSS-II SN 8236,3.0224717,6.383071,4.965627
472,SDSS-II SN 8252,-5.4549747,-3.0497694,13.378941
473,SDSS-II SN 8721,8.014687,4.521857,1.5720165
474,SDSS-II SN 8744,0.9091159,5.190534,5.3566084
475,SDSS-II SN 904,-3.3017175,2.4657555,11.922399
476,SDSS-II SN 9052,1.6719018,9.225633,10.387938
477,SDSS-II SN 917,1.0523275,0.997675,3.9235399
478,SDSS-II SN 9250,-0.7237778,5.357158,8.003212
479,SDSS-II SN 9326,4.8736806,1.6842083,3.7660043
480,SDSS-II SN 9424,-6.734564,-3.620982,13.947515
481,SDSS-II SN 9632,6.5894866,2.2558887,2.527912
482,SN2005fj,2.0220191,7.684936,4.3955936
483,SN2005gi,10.476138,13.233236,4.6301394
484,SN2005jq,0.8245097,-1.0059532,2.2154126
485,SN2005kq,6.7366905,11.586649,5.501395
486,SN2005lo,4.863856,6.8668327,7.5331206
487,SN2005ml,2.2088,2.1223128,5.964532
488,SN2005mn,-2.7571983,6.138746,10.700227
489,SN2005mp,3.1768432,6.1574717,6.401446
490,SN2006ft,8.344112,11.622888,4.8086433
491,SN2006gd,-5.7523384,-1.0996121,13.187894
492,SN2006ge,-3.45351,2.71161,12.849981
493,SN2006gk,0.5331331,5.1286054,3.1831343
494,SN2006gl,-3.4379203,2.9823844,12.672901
495,SN2006go,-0.8694859,-8.219642,2.2691264
496,SN2006gp,8.803543,6.894388,3.4046512
497,SN2006gu,-2.5343182,2.9310272,11.383112
498,SN2006hj,-5.1636477,-0.73456895,3.9990373
499,SN2006hk,3.1928768,5.767911,2.0538595
500,SN2006hm,2.3632026,7.98585,2.406586
501,SN2006hw,2.3904111,6.9990077,4.4934936
502,SN2006jg,-7.149055,-4.494809,13.108617
503,SN2006jz,3.9559705,7.788165,7.0630236
504,SN2006kd,3.1548867,-0.683367,-0.38438827
505,SN2006ks,7.7036443,10.977727,5.294199
506,SN2006ll,-3.5060046,-2.8385859,8.346516
507,SN2006lq,-2.8145838,1.0649321,7.17836
508,SN2006mz,9.361699,8.983879,3.2016332
509,SN2006nc,0.60742813,8.707619,9.520204
510,SN2006np,0.58332163,2.1640444,3.2087188
511,SN2006nt,-4.167759,-0.82745767,6.3070574
512,SN2006nw,-0.56297034,5.614526,9.428883
513,SN2006op,3.0754268,7.36092,1.2038717
514,SN2006oz,0.92278516,2.8922439,5.807255
515,SN2006ph,-4.6091657,0.27812243,8.95148
516,SN2006pj,-0.7073431,2.5375988,4.814349
517,SN2006pm,-1.265492,4.6102667,9.524545
518,SN2006pn,-0.2378144,4.6604104,9.5896435
519,SN2006po,6.2740016,9.121088,5.3920174
520,SN2006pr,1.1947203,8.182179,9.119838
521,SN2006pu,0.9125254,5.116594,7.019609
522,SN2006qd,2.8140805,6.064676,4.734011
523,SN2006qh,-0.7562404,4.6912017,9.562497
524,SN2006sw,-0.08151472,5.643733,8.459372
525,SN2006sx,1.713476,5.1881,4.6316156
526,SN2007fr,2.7104805,7.0001235,9.720976
527,SN2007gl,2.2375305,10.602711,8.371718
528,SN2007hy,3.3953729,7.2272434,0.69225854
529,SN2007jb,3.9452667,5.6575985,3.3161206
530,SN2007jj,2.871673,7.556279,-2.4833605
531,SN2007jv,-2.0831943,3.977683,3.5251849
532,SN2007kb,-2.1951938,3.6896195,14.585177
533,SN2007kp,-1.6489179,1.4908639,5.6191554
534,SN2007la,-0.22288705,4.7991233,8.918917
535,SN2007lf,6.4406533,11.785685,5.5626826
536,SN2007lm,-2.8302279,3.4964879,12.83594
537,SN2007ls,-3.058282,0.51043856,5.6102185
538,SN2007lu,-3.719075,-0.69815594,13.8437195
539,SN2007mf,3.142882,7.5305405,2.9594443
540,SN2007mg,2.7703876,7.2278914,3.079929
541,SN2007mu,-3.946642,1.7513143,12.059871
542,SN2007nx,1.3463972,9.944848,9.119794
543,SN2007oa,4.9224935,5.936023,-0.29582813
544,SN2007oy,-2.0639195,-0.27490863,6.943642
545,SN2007pf,1.4748836,4.94137,9.295676
546,SN2007pg,2.0304904,9.620782,8.630531
547,SN2007pr,7.6423326,8.042974,3.9791334
548,SN2007ps,4.421677,3.0663414,5.4913764
549,SN2007py,-6.144075,-0.78345096,13.053641
550,SN2007qa,1.6027298,9.565516,9.065349
551,SN2007qd,4.391336,3.444631,6.564558
552,SN2007qj,1.5630352,8.613225,9.360651
553,SN2007qs,1.19956,6.182267,-2.4590554
554,SN2007qu,-0.18555233,2.79035,5.4448223
555,SN2007rg,3.5489619,5.215487,3.825299
556,SN2007rn,1.8115686,5.9237666,5.0354567
557,SN2007rq,1.1710176,5.848695,5.7192636
558,SN2007sl,1.4635633,9.307373,10.306162
559,SN2007tt,8.20541,3.8152337,3.1860409
560,SDSS-II SN 10480,9.168551,3.348863,-0.35026902
561,SDSS-II SN 13147,9.21186,10.651989,5.0233693
562,SDSS-II SN 13483,-3.8138561,-3.531082,13.698997
563,SDSS-II SN 13820,2.131151,-0.2061641,3.3086538
564,SDSS-II SN 1385,2.0959928,0.72372055,3.7913117
565,SDSS-II SN 13991,-4.9047823,-3.9678695,5.6528573
566,SDSS-II SN 14121,-4.3729124,-4.010981,4.4371386
567,SDSS-II SN 14262,5.3073864,2.5097911,1.441091
568,SDSS-II SN 14415,-3.2221847,-0.47216058,14.20624
569,SDSS-II SN 14635,3.950919,-1.0581727,2.348457
570,SDSS-II SN 14833,-4.4549165,-4.9473004,10.378415
571,SDSS-II SN 15268,-4.010288,-4.837091,9.026075
572,SDSS-II SN 15358,1.6590806,-5.4780054,2.2307181
573,SDSS-II SN 15360,-6.584794,-3.043581,7.585899
574,SDSS-II SN 15418,-5.318165,-3.3293288,11.463158
575,SDSS-II SN 15814,-4.9002533,0.55054754,13.163218
576,SDSS-II SN 16103,4.002868,5.424319,2.9743292
577,SDSS-II SN 17317,5.9350286,8.812709,5.3052435
578,SDSS-II SN 17337,-3.460578,-2.115846,4.5357094
579,SDSS-II SN 17585,0.31330374,-6.4493904,3.2017658
580,SDSS-II SN 17925,-3.9043598,1.1191802,10.119724
581,SDSS-II SN 17958,-5.0827823,-1.4230065,9.904577
582,SDSS-II SN 18266,-1.9337698,-3.6574621,4.58345
583,SDSS-II SN 18360,-6.52571,-3.5626776,14.6862135
584,SDSS-II SN 18585,-1.0772723,-3.9728386,8.830921
585,SDSS-II SN 18589,-1.5854981,-0.51592433,2.0144904
586,SDSS-II SN 18718,-6.5918837,-3.6094906,12.88874
587,SDSS-II SN 18836,8.17535,2.1265917,1.3837194
588,SDSS-II SN 18914,-1.3413187,-7.148884,4.6850567
589,SDSS-II SN 18970,-1.9776776,6.499932,9.55787
590,SDSS-II SN 18986,-2.1520395,-2.211333,6.909243
591,SDSS-II SN 18993,1.8952137,-5.7943034,2.4584694
592,SDSS-II SN 19052,-4.4830523,-1.5609967,6.459062
593,SDSS-II SN 19212,-4.9446588,-2.3587976,5.7309027
594,SDSS-II SN 19465,5.467613,4.414492,2.125993
595,SDSS-II SN 19582,-5.647124,-5.051541,12.429521
596,SDSS-II SN 19751,-1.0513808,0.16332708,7.364316
597,SDSS-II SN 19848,-5.0770035,3.6815264,9.641573
598,SDSS-II SN 20324,4.2406673,3.0928555,1.4276187
599,SDSS-II SN 20408,8.4801855,4.472626,-0.8332734
600,SDSS-II SN 2128,-5.754966,-5.91869,13.38322
601,SDSS-II SN 21874,-6.0930953,-3.0385568,8.01124
602,SDSS-II SN 2401,-4.330271,1.3429121,11.575843
603,SDSS-II SN 2620,-2.3264143,3.1994545,13.476795
604,SDSS-II SN 2621,8.432209,9.617105,3.770747
605,SDSS-II SN 3294,10.025497,12.11913,4.6305385
606,SDSS-II SN 4062,-8.118154,-1.9464744,3.319188
607,SDSS-II SN 6136,8.519412,4.124837,2.944379
608,SDSS-II SN 6889,-3.6217365,1.2314734,13.573886
609,SDSS-II SN 706,7.7983236,9.522147,4.706497
610,SDSS-II SN 7762,-5.7558384,-3.6881332,14.347653
611,SDSS-II SN 8092,-4.34959,-1.8033682,8.081221
612,SDSS-II SN 9132,1.2502109,-3.2934022,3.8617408
613,SN2005fb,-3.3182983,2.7832515,7.9681635
614,SN2005ga,0.042693257,7.672996,8.99439
615,SN2005gd,-1.1831186,3.9382958,11.824794
616,SN2005gp,-3.8504767,4.115231,9.538337
617,SN2005hs,-5.7343445,0.33868068,11.92732
618,SN2005hz,1.535156,8.909524,9.351667
619,SN2005ij,1.4830664,5.6562724,8.135434
620,SN2005kp,1.8029648,5.2455626,7.8432713
621,SN2006eb,2.4126217,9.196787,10.313203
622,SN2006fn,0.88216156,5.517202,6.229763
623,SN2006gv,2.5475016,6.395555,5.2093186
624,SN2006ki,-2.9539838,2.9371188,11.417171
625,SN2006kw,3.152878,-0.66542315,-0.4085103
626,SN2007ia,2.5696063,6.139946,7.519947
627,SN2007lw,3.4445267,4.6967435,1.7097828
628,SN2007nz,-7.058939,-5.118942,12.993594
629,SN2007ol,-2.2596688,6.738495,10.821989
630,SN2007sh,2.2604988,3.1042817,6.1263514
631,SN2008am,-2.5021062,6.4200287,10.720885
632,SDSS-II SN 1115,4.1976075,-6.097975,-1.6837236
633,SDSS-II SN 12852,-7.4880576,-3.3788846,-4.083075
634,SDSS-II SN 13058,7.4458966,-4.809463,-6.7162557
635,SDSS-II SN 13329,-0.030257666,-10.412276,-8.928502
636,SDSS-II SN 13339,-2.9958632,-11.149762,-8.236704
637,SDSS-II SN 1378,-1.1000899,-12.1664095,-8.480152
638,SDSS-II SN 13839,-0.9835187,-8.98857,-9.872574
639,SDSS-II SN 13971,3.0910275,-2.7132182,-5.954773
640,SDSS-II SN 14231,-2.8655186,-10.78576,-9.129944
641,SDSS-II SN 14933,7.918926,-4.4641495,-6.6914716
642,SDSS-II SN 15448,4.720145,-6.0907607,-2.1893194
643,SDSS-II SN 15454,-1.1229489,-11.710311,-5.449057
644,SDSS-II SN 15942,-1.6462692,-13.209466,-9.084906
645,SDSS-II SN 16739,-2.1782706,-10.813993,-8.0528755
646,SDSS-II SN 17272,-7.945317,-1.5163523,-3.9331133
647,SDSS-II SN 17373,8.125115,-2.9002764,-9.872445
648,SDSS-II SN 1782,-2.5884516,-9.34775,-10.0353155
649,SDSS-II SN 18824,-1.7557735,-12.905236,-6.7156887
650,SDSS-II SN 18979,2.924319,-3.291305,-2.6696196
651,SDSS-II SN 18990,2.3211086,-8.626617,3.0783386
652,SDSS-II SN 19042,-1.4966826,-10.412706,-6.441059
653,SDSS-II SN 19065,3.3468184,-9.092206,-11.778471
654,SDSS-II SN 19137,-1.9264537,-2.1099997,0.2008853
655,SDSS-II SN 1919,-6.3891687,-5.3189206,1.7318765
656,SDSS-II SN 19640,0.43534186,-9.849795,-9.070336
657,SDSS-II SN 19778,-1.1058627,-12.320875,-9.393454
658,SDSS-II SN 20603,4.2209315,-6.1094913,-1.6825303
659,SDSS-II SN 20874,-1.798004,-11.836836,-7.047698
660,SDSS-II SN 2118,-7.6750345,-2.1587636,1.1271129
661,SDSS-II SN 21402,-5.7340994,-3.9442503,1.5051597
662,SDSS-II SN 2766,3.236201,-2.228073,-5.6334095
663,SDSS-II SN 3050,4.9934144,-6.1225495,-2.4054275
664,SDSS-II SN 5392,8.096424,-4.103423,-6.733877
665,SDSS-II SN 5669,-2.6919303,-12.143651,-8.32273
666,SDSS-II SN 5806,-2.9319947,-10.042868,-9.962497
667,SDSS-II SN 8280,-2.4062314,-13.089776,-7.883853
668,SDSS-II SN 9562,-1.81908,-7.5333257,0.54627687
669,SN2005ed,-10.296731,-1.2447808,-6.20636
670,SN2005fa,-1.1793065,-8.873145,-10.007563
671,SN2005fm,7.3304515,-4.620712,-8.897899
672,SN2005hj,-4.4169264,-8.006559,-8.357499
673,SN2005hl,-1.88567,-6.931328,-8.648476
674,SN2005hn,-3.425749,-10.406094,-9.628696
675,SN2005hr,-4.5418944,-10.688144,-8.47678
676,SN2005jp,3.3473988,-9.091607,-11.778448
677,SN2005ld,-0.63456273,-7.987336,-9.268055
678,SN2005le,1.5211537,0.3515546,-10.859891
679,SN2006V,-6.1658926,-9.949947,-8.06787
680,SN2006au,-4.879952,-8.649889,-6.542216
681,SN2006fd,-1.2722496,-7.545951,-9.249188
682,SN2006fy,-4.6092873,-1.1240935,-8.4700775
683,SN2006hl,-1.2920781,-11.991463,-10.228192
684,SN2006ht,-4.6480255,-10.621886,-9.143459
685,SN2006hx,-4.541507,-8.108155,-8.292518
686,SN2006ji,-3.3420448,0.024092387,-7.428115
687,SN2006lc,-3.4819932,-7.59979,-8.240625
688,SN2006oa,-4.168682,-8.259564,-8.325227
689,SN2006ob,-4.7201905,-10.316235,-8.659693
690,SN2006oc,6.523262,-1.9499655,-6.582232
691,SN2006oj,-2.1228657,-9.25156,-10.306423
692,SN2006ps,-1.9722215,-1.6165584,-8.140658
693,SN2006qq,-3.8720806,-9.187175,-7.027518
694,SN2007gt,-4.7131777,-10.872876,-9.948666
695,SN2007ht,-4.4987745,-1.2663453,-11.079715
696,SN2007hx,-0.57214725,-7.7032876,-8.634284
697,SN2007ic,-3.4659982,0.7708767,-13.500728
698,SN2007jk,1.7570891,0.47521493,-10.927874
699,SN2007kl,-2.0610847,-10.125296,-9.154508
700,SN2007lg,-2.950541,-0.31360838,-10.209799
701,SN2007ma,-0.8524306,-7.7297716,-8.91631
702,SN2007mb,-3.3441987,-1.1544715,-3.5708199
703,SN2007nd,-3.602682,-10.662853,-9.667812
704,SN2007nf,3.0612404,0.6855408,-11.792884
705,SN2007px,-1.2063682,-7.7019353,-9.039827
706,SN2007pz,0.709767,-9.631344,-8.997359
707,SN2007ql,-4.4206777,-0.66092896,-11.089927
708,SN2007qt,-2.795478,-9.285134,-9.675266
709,SN2007ra,-1.3641245,-7.5973697,-8.794896
710,SN2007se,2.6016927,1.3418498,-8.090733
711,SN2008J,-4.370343,-8.014636,-3.6285117
712,SN2013bh,-1.1521635,-7.64059,-7.8909616
713,SDSS-II SN 16142,-6.299158,-5.609711,1.8226012
714,SDSS-II SN 18321,-1.5109432,-13.141028,-9.949959
715,SDSS-II SN 2632,-4.6945925,-1.5056225,-1.7855928
716,SDSS-II SN 6075,-3.6978621,-4.565058,2.1770737
717,SN2005fr,-3.0365374,-10.468336,-9.359039
718,SN2005gf,0.2692843,-9.880057,-9.258524
719,SN2005if,1.7171568,1.5889317,-6.3282456
720,SN2007kw,-6.2164435,-0.728691,-3.9236164
721,SN2007lz,6.841612,-1.407623,-5.6987658
722,SDSS-II SN 10299,5.4266825,-3.029129,-6.466961
723,SDSS-II SN 11092,-0.84902924,2.0487127,-9.710264
724,SDSS-II SN 1164,-0.07041493,0.47241008,-13.234141
725,SDSS-II SN 13131,2.18981,-9.266165,1.7114173
726,SDSS-II SN 13413,2.6451788,-8.739966,1.1005098
727,SDSS-II SN 14137,3.2880983,-4.4027157,-3.9536557
728,SDSS-II SN 14304,-1.5175852,7.0232315,-3.7670484
729,SDSS-II SN 14455,-6.868758,-3.7704504,-2.7439456
730,SDSS-II SN 14470,-0.34611627,-0.9187141,-11.558502
731,SDSS-II SN 14499,0.85712516,-5.708305,-0.1397439
732,SDSS-II SN 15696,-0.67633,4.109989,-3.4881008
733,SDSS-II SN 16172,4.097398,-3.87821,-5.1703005
734,SDSS-II SN 16199,-1.4100484,7.0244904,-3.6594405
735,SDSS-II SN 1631,2.6545017,-8.821417,1.538047
736,SDSS-II SN 16433,0.15586387,-3.266102,-1.2486455
737,SDSS-II SN 16603,-3.0065181,-0.39722052,-2.5698142
738,SDSS-II SN 17703,3.0178294,2.812186,-8.5251
739,SDSS-II SN 17739,5.747707,-3.8375237,-6.03342
740,SDSS-II SN 17777,0.028607015,-7.179909,0.3256735
741,SDSS-II SN 17910,5.746957,-3.6024668,-4.762868
742,SDSS-II SN 18324,6.11072,-2.2480989,-9.568203
743,SDSS-II SN 18447,1.1237979,-8.412478,0.9120767
744,SDSS-II SN 18733,-7.7855015,-3.153321,-4.9465685
745,SDSS-II SN 18831,1.1202494,-6.0407577,-0.5461498
746,SDSS-II SN 18978,7.13909,-2.6109807,-6.0144143
747,SDSS-II SN 1903,-6.7212067,-0.38009647,-13.68394
748,SDSS-II SN 19319,6.2210035,-4.810769,-6.485985
749,SDSS-II SN 19332,-6.526706,-4.355988,-1.7865694
750,SDSS-II SN 19769,3.3391252,-0.34716278,-4.949144
751,SDSS-II SN 20046,-0.14218189,-2.6688278,-8.796157
752,SDSS-II SN 20104,3.1862674,-4.5818233,-2.4754786
753,SDSS-II SN 20295,-1.2501994,-6.306512,-0.48823053
754,SDSS-II SN 20925,-0.12828748,-6.290643,-0.20311835
755,SDSS-II SN 2468,-7.8870597,-3.544539,-2.8094325
756,SDSS-II SN 2734,2.0247748,0.25080535,-8.99205
757,SDSS-II SN 3118,-0.8306921,0.23875156,-9.811827
758,SDSS-II SN 3205,-7.3833933,-1.8339685,-6.874022
759,SDSS-II SN 3508,3.3378453,-6.904539,-0.94888306
760,SDSS-II SN 4322,4.1845593,-0.506658,-9.793889
761,SDSS-II SN 5339,-1.4383372,6.8819857,-3.6964324
762,SDSS-II SN 5858,-7.3451767,-2.2454987,-5.1422315
763,SDSS-II SN 5877,1.8112136,-5.4408355,-3.4442515
764,SDSS-II SN 6282,-5.47302,-2.7542067,0.89232355
765,SDSS-II SN 7017,-0.6765296,5.41447,-3.9475486
766,SDSS-II SN 7099,-2.4483855,-0.36271355,-12.947329
767,SDSS-II SN 7357,-1.9231815,7.0699544,-3.9597943
768,SDSS-II SN 7417,-4.8943577,0.39809072,-6.06605
769,SDSS-II SN 7802,-6.876419,-3.9560263,-2.5576694
770,SDSS-II SN 7864,-4.1784086,0.39949802,-3.2309377
771,SDSS-II SN 8555,6.972263,-2.6864555,-8.843919
772,SN2005ei,0.21104643,0.8840274,-5.0888944
773,SN2005em,-5.427365,0.4003588,-10.0740795
774,SN2005gb,-1.1090673,2.1897945,-4.8075294
775,SN2005hk,-4.3197846,-7.546885,-3.2963102
776,SN2005hv,-0.24734278,5.4485736,-4.893527
777,SN2005hy,-0.5773764,2.130826,-9.598889
778,SN2005ir,-2.7580552,2.5934103,-9.777882
779,SN2005jr,1.4907063,-2.5471332,-5.6577616
780,SN2005kj,-3.5464568,-6.180123,-1.5312996
781,SN2005kr,-0.7588348,-1.4383167,-13.03212
782,SN2006eq,-1.1096461,3.1532266,-7.8575797
783,SN2006fc,-0.7059799,4.699495,-3.8903327
784,SN2006fh,-4.9725885,0.6729037,-15.4987955
785,SN2006fm,-4.8172655,0.8187933,-11.5971365
786,SN2006fz,-2.2075942,0.2282193,-2.8835514
787,SN2006gn,-0.7748652,2.1308894,-5.756184
788,SN2006iz,-6.175738,-0.82922834,-9.990015
789,SN2006jq,-0.04708973,3.0951586,-5.3447967
790,SN2006jt,0.310591,3.8160655,-5.5229087
791,SN2006ls,-1.5545176,1.7508485,-10.265896
792,SN2006mn,-5.5671916,-2.1606514,0.3625537
793,SN2006mw,3.6616557,-4.87301,-4.289007
794,SN2006ne,-1.9155736,6.6361027,-3.905986
795,SN2006pl,1.6424043,-2.8969414,-6.8706527
796,SN2006pp,-1.4929703,-5.9237685,-0.57238877
797,SN2007hz,0.28532565,4.280484,-5.110179
798,SN2007ix,0.282979,4.7980947,-4.5528517
799,SN2007jd,-1.66949,0.50381106,-7.519331
800,SN2007jg,-2.9020944,3.1357322,-9.157544
801,SN2007jo,-4.8669033,1.0122488,-11.459827
802,SN2007jt,0.5006879,4.352735,-5.390092
803,SN2007ju,-2.8554547,3.0600681,-9.121985
804,SN2007ks,-0.97890264,1.8203541,-5.9244413
805,SN2007lq,-1.3388395,1.4889392,-10.120243
806,SN2007mh,-1.4352261,1.0848752,-6.041212
807,SN2007mi,-0.36117598,0.47863045,-4.7281184
808,SN2007mm,-7.031502,-1.111466,-5.135748
809,SN2007mn,-5.5601916,0.3586264,-14.998267
810,SN2007oi,3.575407,-3.9727275,-4.8838153
811,SN2007pt,5.2986684,-1.3286774,-9.245683
812,SN2007pu,-1.7613226,2.925439,-8.736551
813,SN2007pv,1.0436625,-3.3534644,-7.3536587
814,SN2007qi,-3.0362918,-0.4653991,-2.7811594
815,SN2007rk,3.0505466,-4.4324822,-2.0622556
816,SN2008ax,3.2392616,1.7778448,9.365165
817,SN2009N,-1.0560322,-5.3217707,-2.7306304
818,SN2010gx,-3.8257446,2.0116398,-8.361983
819,SDSS-II SN 10559,4.309295,-3.9558082,-5.5224767
820,SDSS-II SN 18399,3.344681,-7.2678933,-0.32164198
821,SN2005gw,0.29527974,5.16268,-4.5271077
822,SN2005ht,0.23061039,5.086602,-4.5689898
823,SN2005ii,-1.7035128,-0.63234186,-4.5989556
824,SN2005ja,2.587851,-1.9172646,-8.307412
825,SN2005jc,-2.4310923,0.03917951,-5.8216834
826,SN2005jn,-5.3659444,0.52117527,-5.9190874
827,SN2005js,-4.6375384,-1.3353492,-3.552478
828,SN2005jw,-5.7108335,-1.7360929,-2.7716024
829,SN2005mi,3.8647482,-0.6003047,-6.3720555
830,SN2007lj,4.0660744,-2.691794,-11.399072
831,SN2007pi,1.8770899,-5.4004254,-3.4617805
832,SDSS-II SN 10054,3.3735554,-6.7156596,-1.0140154
833,SDSS-II SN 10113,5.425954,-2.7791562,-6.8871703
834,SDSS-II SN 1024,-4.790797,-1.9350082,-1.7047994
835,SDSS-II SN 10324,2.303428,-2.107696,-8.164054
836,SDSS-II SN 1109,0.58078897,-3.6238732,-8.022296
837,SDSS-II SN 1113,-5.809158,-0.3030289,-9.886452
838,SDSS-II SN 12804,-0.5862039,0.2233682,-4.34388
839,SDSS-II SN 12895,6.7691092,-0.53295785,-9.554671
840,SDSS-II SN 12941,6.998435,-2.2833538,-9.505727
841,SDSS-II SN 12978,1.7506042,1.6087266,-9.355562
842,SDSS-II SN 13009,7.0883985,-2.2305405,-6.1967087
843,SDSS-II SN 13016,5.462365,-1.4589435,-7.7030506
844,SDSS-II SN 13027,-7.922144,-3.623114,-2.7628977
845,SDSS-II SN 13144,-3.2416646,-0.39747083,-6.2970376
846,SDSS-II SN 13269,1.9709015,-8.842166,2.0630436
847,SDSS-II SN 13323,2.9032621,-2.0822423,-5.7228026
848,SDSS-II SN 13411,3.6359081,0.56637603,-7.3893986
849,SDSS-II SN 13491,1.5293163,-7.5447273,1.161217
850,SDSS-II SN 13566,-6.790852,-4.044488,-2.7081733
851,SDSS-II SN 13589,-7.3864946,-2.234816,1.1010324
852,SDSS-II SN 13689,5.2194095,1.0725338,-7.399086
853,SDSS-II SN 13703,5.7245545,-0.6241633,-8.057274
854,SDSS-II SN 13768,-1.902472,-0.5232439,-4.481327
855,SDSS-II SN 13842,-7.7542725,-2.1464767,1.2171149
856,SDSS-II SN 13859,0.3474007,-1.0867119,-12.066615
857,SDSS-II SN 13909,4.930983,0.5643536,-8.266098
858,SDSS-II SN 1409,-7.2449484,-3.295022,-2.442842
859,SDSS-II SN 14172,0.6975098,-9.085707,3.1305099
860,SDSS-II SN 14209,8.097622,-2.8743885,-9.9404745
861,SDSS-II SN 14232,-7.8535,-1.3640738,-2.920748
862,SDSS-II SN 14305,-5.9680886,-0.15865816,-8.04435
863,SDSS-II SN 14309,-3.5658104,1.6885287,-4.4230614
864,SDSS-II SN 14334,-4.7371054,2.0844498,2.058077
865,SDSS-II SN 14343,2.630138,-2.7746902,-7.9485683
866,SDSS-II SN 14426,1.3653083,-7.739714,1.0805012
867,SDSS-II SN 14438,4.97955,-0.4817723,-8.699764
868,SDSS-II SN 14444,2.116829,-2.3037615,-8.404083
869,SDSS-II SN 14452,-3.879301,-0.079570614,-6.3685904
870,SDSS-II SN 14463,3.518177,-0.003391903,-7.896839
871,SDSS-II SN 14540,1.7365149,0.7215006,-11.171812
872,SDSS-II SN 14661,0.8704967,-5.0321274,-0.21522842
873,SDSS-II SN 14744,0.10322376,-3.2435942,-1.3235221
874,SDSS-II SN 14750,5.777276,-2.1099126,-10.4231615
875,SDSS-II SN 14784,1.9292505,-2.6963177,-7.8838024
876,SDSS-II SN 14888,6.8840566,-3.1700635,-8.322054
877,SDSS-II SN 15137,0.057957336,-0.9405474,-12.000983
878,SDSS-II SN 15286,0.8145154,-2.7135005,-6.2802567
879,SDSS-II SN 15314,-0.1958384,-5.7250466,0.96847427
880,SDSS-II SN 15357,6.755137,-2.1505094,-6.348525
881,SDSS-II SN 15413,-7.729156,-2.1341078,-9.648403
882,SDSS-II SN 15419,1.4051356,-2.6595433,-7.5518546
883,SDSS-II SN 15489,2.7226849,-8.164738,2.0378213
884,SDSS-II SN 15496,-0.33950832,-2.477365,-8.762053
885,SDSS-II SN 15511,4.461866,0.3621037,-6.3726444
886,SDSS-II SN 15522,-3.3848577,-0.5728305,-3.406038
887,SDSS-II SN 15606,2.2908568,-7.4642005,-0.0041996483
888,SDSS-II SN 15647,-5.8469305,-3.3127685,1.3650743
889,SDSS-II SN 15675,-3.971782,-1.1648759,-6.5090666
890,SDSS-II SN 15692,2.9604557,-1.8125378,-8.36171
891,SDSS-II SN 15755,4.614366,-1.1765962,-7.2643633
892,SDSS-II SN 15777,3.121699,-3.543329,-5.0719295
893,SDSS-II SN 15784,4.9408884,-1.7051536,-10.5917425
894,SDSS-II SN 15827,2.550466,-8.553432,2.199193
895,SDSS-II SN 15829,5.401747,-3.535429,-6.647826
896,SDSS-II SN 15850,2.0405111,-0.7381321,-8.577042
897,SDSS-II SN 15860,-3.699517,-0.40985802,-2.5993204
898,SDSS-II SN 15884,4.6668,-0.5513959,-8.220353
899,SDSS-II SN 15935,-7.787182,-2.9174786,-4.2883873
900,SDSS-II SN 16111,-4.659723,-0.27172896,-14.903862
901,SDSS-II SN 16148,-0.28445238,-5.129484,0.52911097
902,SDSS-II SN 16200,-2.143253,1.0713515,-13.32148
903,SDSS-II SN 16220,3.179614,-1.1099503,-11.540032
904,SDSS-II SN 16237,3.0474846,-3.6499043,-4.9034557
905,SDSS-II SN 16302,-1.3376042,0.7171881,-10.323962
906,SDSS-II SN 1656,0.6588424,-7.535512,0.8283221
907,SDSS-II SN 16572,5.314462,-0.06551033,-8.555818
908,SDSS-II SN 1658,3.157716,0.18500157,-10.956844
909,SDSS-II SN 17324,6.932366,-3.265403,-8.213218
910,SDSS-II SN 17436,-7.7190747,-1.8346857,-3.333347
911,SDSS-II SN 17509,-4.166179,-4.3223867,3.2285802
912,SDSS-II SN 17641,-0.9008294,-11.046185,-5.007538
913,SDSS-II SN 17647,3.152457,-1.8166964,-9.436886
914,SDSS-II SN 17683,1.257476,-7.132657,0.8782197
915,SDSS-II SN 17695,4.9519567,-3.7287025,-5.1854377
