,SN,0,1,2,3,4
314,SDSS-II SN 18067,1.0632457,1.5767066,-1.3079596,0.5574057,2.310799
315,SDSS-II SN 18075,1.6406672,-0.48619038,2.487404,1.9536828,3.3112228
316,SDSS-II SN 18077,2.275459,-2.9146075,-0.2918073,0.22586456,0.7727167
317,SDSS-II SN 18101,2.3223145,-0.36566338,0.38058248,0.10184562,0.82170147
318,SDSS-II SN 1821,2.4391022,-3.960213,-2.519925,0.30312043,-3.55421
319,SDSS-II SN 18226,-0.13870923,1.478151,-3.3835225,2.2964594,3.4085145
320,SDSS-II SN 18243,0.6205111,-2.330691,-1.7607245,-1.1756312,1.2413425
321,SDSS-II SN 18253,1.992885,0.4073974,1.4188933,1.5194484,1.386613
322,SDSS-II SN 18273,2.9173062,-4.0790997,-0.81801903,0.75219643,-1.2011405
323,SDSS-II SN 18276,0.8996196,-3.6360703,-1.6399647,-0.7881147,0.18031487
324,SDSS-II SN 18301,2.6661658,-5.1049633,-1.8481815,1.3540685,-1.5122932
325,SDSS-II SN 18331,-0.7420777,0.84839123,-0.7915098,-1.8327563,4.205244
326,SDSS-II SN 18376,2.0014582,-0.22978419,-0.052595846,-0.17807156,0.9370356
327,SDSS-II SN 18387,2.5751395,-3.3357897,-2.0155392,0.028831843,-3.3225574
328,SDSS-II SN 18405,2.3243299,-4.3169928,-2.578141,0.51206857,-3.0843585
329,SDSS-II SN 18454,2.9010298,-4.922502,-1.4122511,1.37682,-1.2096156
330,SDSS-II SN 18479,1.6729316,-3.9390795,-1.3869996,-0.110322915,-1.1377954
331,SDSS-II SN 18593,0.39123592,1.7664602,-2.7437327,0.58723354,-0.952759
332,SDSS-II SN 18598,-0.0724671,2.2091253,-6.085872,2.9480858,1.2724725
333,SDSS-II SN 18647,1.0652189,-3.0561464,-1.891429,-1.3022153,-1.5165696
334,SDSS-II SN 1866,1.0411534,-1.8976848,-3.4018562,-0.77799946,-3.4225442
335,SDSS-II SN 18664,1.849555,-3.2688107,-6.7830687,1.5358635,-4.2435083
336,SDSS-II SN 18743,2.1432436,-3.2366061,-0.67808473,-0.02324027,0.18437782
337,SDSS-II SN 18848,0.43349537,2.430474,-1.1240594,4.211411,4.0630693
338,SDSS-II SN 18898,-0.37675136,-1.156042,-0.48860252,2.6716664,-0.6711914
339,SDSS-II SN 18917,0.4964327,-2.5134108,-1.8053772,-1.1794412,1.1590246
340,SDSS-II SN 18935,2.2434912,-4.2577744,-2.5427623,0.38898438,-3.0192516
341,SDSS-II SN 18943,3.548825,-1.227539,3.1623194,0.94294447,0.6287885
342,SDSS-II SN 18971,0.2411122,-2.0062084,-1.2482575,-0.4092364,3.0446618
343,SDSS-II SN 18973,1.23502,0.6352535,-0.5510112,1.6598556,4.3800993
344,SDSS-II SN 18983,1.6567816,-0.71007335,-1.319773,-1.463193,0.5295238
345,SDSS-II SN 19059,2.628967,-4.7430716,-1.4299604,0.9670881,-1.3815658
346,SDSS-II SN 19189,3.1604092,-2.5530367,-0.44953775,0.1268571,-1.2101291
347,SDSS-II SN 19209,2.6689796,-2.6741438,-0.28969035,0.07314305,-0.60128844
348,SDSS-II SN 1921,0.2832598,2.5168629,-1.5399123,4.6402097,3.935707
349,SDSS-II SN 19344,1.8789732,-4.4106584,-3.8839157,1.1894871,-3.5758986
350,SDSS-II SN 19399,-0.67956597,1.9768498,-2.8448775,2.297462,0.50954604
351,SDSS-II SN 19428,1.5197723,-0.24360767,-0.7215898,-0.6101972,1.2323874
352,SDSS-II SN 19434,1.4078357,-2.4451375,-1.5739733,-1.7203771,-1.1143457
353,SDSS-II SN 19461,1.7747887,-0.8595957,-1.0615796,-1.2993404,0.4783458
354,SDSS-II SN 19467,2.2186112,-3.0527318,-1.4795123,-0.4240837,-2.260145
355,SDSS-II SN 19538,0.8809231,0.98601353,-2.0691922,-0.66425496,-0.102268785
356,SDSS-II SN 19539,0.5937625,-2.559855,-5.1500754,0.9191643,-3.5406942
357,SDSS-II SN 19683,0.13387884,0.6221599,-1.5999047,2.694255,4.9330144
358,SDSS-II SN 19721,0.34768102,-0.15771212,-1.5107776,-0.8531435,1.2446738
359,SDSS-II SN 19723,1.3031269,-0.967078,-3.0457764,-1.1956489,-3.0993948
360,SDSS-II SN 19776,0.1696506,0.16001193,-0.9869023,2.761349,5.0439796
361,SDSS-II SN 1980,-0.1842266,-0.14169309,-2.1853948,-0.3718271,2.3543377
362,SDSS-II SN 1982,-0.004971384,2.4526124,-2.2200706,3.9816656,3.662223
363,SDSS-II SN 1991,0.9638198,-3.065945,-4.9520574,1.2051458,-4.023327
364,SDSS-II SN 19986,1.1352646,0.62518084,-0.9884584,1.3513392,4.3500433
365,SDSS-II SN 19987,-0.07717237,2.903854,-2.9092503,3.9097183,2.402572
366,SDSS-II SN 20216,2.4550157,-1.5530444,-0.31074908,-0.28606766,0.24899945
367,SDSS-II SN 20231,2.8131099,0.06521086,3.819769,2.5842004,2.6948943
368,SDSS-II SN 20251,3.4777913,-4.1218333,-0.4683555,1.362934,-0.7340485
369,SDSS-II SN 20257,-0.7153787,-0.5899946,0.15406018,1.2103215,2.0020764
370,SDSS-II SN 20369,2.4317622,-2.4158084,-0.4923385,-0.20936832,-0.13192104
371,SDSS-II SN 2041,0.6419839,0.22517064,-3.200112,-1.3117882,-1.024559
372,SDSS-II SN 20411,0.454604,2.5156136,-2.5764725,5.9862742,3.6025524
373,SDSS-II SN 2042,2.519302,-3.7227602,-2.259736,0.180784,-3.3669133
374,SDSS-II SN 20467,3.0881197,-1.2035199,-0.51362103,-0.15282564,-1.723348
375,SDSS-II SN 20491,0.69536006,0.69045466,-2.9664524,-0.018979406,-3.9167228
376,SDSS-II SN 20497,1.161866,1.3483374,-0.86932826,0.5934553,2.299578
377,SDSS-II SN 20590,2.6557176,-3.6912131,-0.7103536,0.45505473,-0.83348155
378,SDSS-II SN 20591,0.04944365,3.1617196,-2.543938,3.8252702,1.980239
379,SDSS-II SN 20613,2.9663148,-4.8753057,-0.877897,0.43240133,-2.209738
380,SDSS-II SN 20646,2.4145904,-4.4052744,-1.0167738,0.8204934,-0.25978467
381,SDSS-II SN 20721,-0.106812835,1.5978343,-3.205706,2.4506507,3.4967992
382,SDSS-II SN 2078,0.8114882,1.9043291,-1.7647117,2.1603937,3.727015
383,SDSS-II SN 20791,-0.08669812,1.9847397,-3.8032115,4.5255795,3.6114414
384,SDSS-II SN 20805,-0.25884375,1.6969047,-1.7958295,4.034856,4.5577626
385,SDSS-II SN 20820,1.5344273,-0.77700204,-1.5978109,-1.7261059,-0.19963977
386,SDSS-II SN 20842,0.49263835,2.570034,-2.5206294,5.9895787,3.544718
387,SDSS-II SN 20861,2.7125232,-1.7192473,1.2153653,0.96286213,1.5428716
388,SDSS-II SN 20870,-0.14350517,1.685188,-3.40119,2.5364912,3.2853181
389,SDSS-II SN 20895,0.031976275,2.6591132,-2.2457604,4.369855,3.4946463
390,SDSS-II SN 20916,1.0639455,-0.27385595,-0.66059905,0.70432824,4.0244083
391,SDSS-II SN 2093,3.0133839,-2.1274645,-0.32399145,0.023249142,-0.97047615
392,SDSS-II SN 20953,1.0555284,1.8016465,-0.46111253,5.460579,4.524889
393,SDSS-II SN 20956,0.32009313,2.1394572,-1.2379963,3.8559053,4.30698
394,SDSS-II SN 20969,-1.1167325,-1.942673,0.5251725,1.0202745,3.629652
395,SDSS-II SN 21081,0.38532335,1.3772886,-1.1205776,3.4313536,4.802327
396,SDSS-II SN 21356,0.01366234,2.820001,-2.3905275,3.6821811,2.745818
397,SDSS-II SN 21359,-0.6439765,-0.44579965,0.51979876,1.42426,2.040981
398,SDSS-II SN 21381,-0.053156096,2.8017316,-2.984911,3.4377437,2.1207247
399,SDSS-II SN 2148,0.13333084,2.9896162,-1.9846795,4.2884874,3.0247092
400,SDSS-II SN 2149,0.9098129,-2.8989754,-2.0699615,-1.444841,-1.6268559
401,SDSS-II SN 21553,1.0831531,1.2569548,-0.48871815,5.928089,5.0254493
402,SDSS-II SN 21709,-0.05028542,1.5259415,-3.5709782,0.856073,0.67229515
403,SDSS-II SN 21711,0.5051826,0.6047027,-3.5605564,-0.37332454,-1.8528398
404,SDSS-II SN 2244,0.09513353,2.417625,-2.725204,1.8185841,-1.3063018
405,SDSS-II SN 2325,0.29450494,1.3950515,-1.955603,2.5603192,4.595331
406,SDSS-II SN 2464,1.548833,-2.6163254,-3.4756382,0.032617237,-4.06276
407,SDSS-II SN 2615,0.48745382,1.4718897,-1.6285266,5.888604,4.8703527
408,SDSS-II SN 2630,1.0193024,-3.111908,-2.6518536,-1.264687,-2.4680877
409,SDSS-II SN 2808,1.9766641,-3.1377234,-0.85708433,-0.31170988,-0.19859774
410,SDSS-II SN 2912,1.2201138,-1.3216752,-3.086536,-0.96713495,-3.3059425
411,SDSS-II SN 3090,2.2548268,-0.2578974,-1.5427144,-0.76051676,-1.5968599
412,SDSS-II SN 3196,0.11584069,3.1425476,-2.1403286,4.2034273,2.6069808
413,SDSS-II SN 3344,0.84145314,0.50484985,-1.5549634,0.588913,3.6717198
414,SDSS-II SN 3368,0.7505734,-1.6917884,-0.58057207,-0.00015495942,3.3670328
415,SDSS-II SN 3417,1.3871713,-0.058418203,-1.8877951,-1.3766675,-0.2951738
416,SDSS-II SN 3514,3.1574254,-1.7932322,-0.2540109,0.02923622,-1.3191464
417,SDSS-II SN 3529,2.7823622,-3.4566324,-0.55259365,0.46516207,-0.68169427
418,SDSS-II SN 3533,0.027756948,1.6688983,-3.0730608,1.0245166,1.0198532
419,SDSS-II SN 3558,1.3519015,2.1247132,-1.2239345,1.4015197,2.7115169
420,SDSS-II SN 3565,-1.7640975,-0.3509636,-1.9347486,1.7441509,-0.8042413
421,SDSS-II SN 3983,1.7785238,-4.2214,-2.9819539,0.22056845,-2.9710076
422,SDSS-II SN 4019,-0.17243594,1.6816885,-3.8682454,2.2169156,2.7344267
423,SDSS-II SN 4044,-0.980351,-1.031091,0.035380997,0.9702372,2.2844515
424,SDSS-II SN 4104,2.5001173,-0.91331756,1.4864749,1.1970001,1.7752708
425,SDSS-II SN 4129,1.2502356,1.2384262,-0.48658636,0.6974424,2.0302243
426,SDSS-II SN 4181,1.1520115,-2.8768685,-1.3679172,-1.0417182,0.5683919
427,SDSS-II SN 4307,-0.17204499,1.7046213,-3.9785287,2.1434882,2.5094585
428,SDSS-II SN 4330,0.13053988,1.0458173,-1.9579686,2.6751459,4.6992393
429,SDSS-II SN 4375,-1.0896808,2.756237,-3.964998,-0.7117512,-4.117702
430,SDSS-II SN 4534,0.18604305,2.011125,-1.6526941,4.9652147,4.4828935
431,SDSS-II SN 4606,1.2557665,0.19733006,-0.25059673,1.1437451,4.0657578
432,SDSS-II SN 4888,2.930932,0.81891435,3.0633464,2.1716075,0.95244074
433,SDSS-II SN 4906,-0.038399756,1.0210806,-3.00517,1.5062561,3.45188
434,SDSS-II SN 4907,-0.08428646,2.388577,-4.394318,3.3472936,2.009232
435,SDSS-II SN 4966,-0.14756086,1.5068364,-4.2068295,1.5795726,2.0671544
436,SDSS-II SN 4978,1.6030924,-4.2727804,-4.072235,1.0460881,-3.5437508
437,SDSS-II SN 5001,0.99256366,1.20888,0.12440368,0.33157068,0.31599957
438,SDSS-II SN 5235,-0.06962766,2.5642853,-3.7839763,2.9786837,1.537022
439,SDSS-II SN 5401,1.1498168,-2.9566972,-2.1956677,-1.2578955,-2.1096787
440,SDSS-II SN 5468,1.1932577,-3.7915952,-1.6129445,-0.57176286,-0.9459046
441,SDSS-II SN 5498,0.24567302,-0.4260916,-1.8239676,-0.90732163,1.5985553
442,SDSS-II SN 5590,1.0244216,-0.39110583,-0.7251037,0.64449835,4.17542
443,SDSS-II SN 5607,2.9697597,-0.709957,1.0002214,0.22081508,-0.25728384
444,SDSS-II SN 5810,-0.93430173,-1.860539,0.93097997,1.1935567,3.8049753
445,SDSS-II SN 5890,1.8676965,-0.110835955,-1.7626959,-1.4944015,-0.4330166
446,SDSS-II SN 5959,2.2473645,1.3515109,0.14377126,0.59828573,-1.2832732
447,SDSS-II SN 5963,0.9422235,-0.22988948,-3.0625982,-0.32322302,-3.9996738
448,SDSS-II SN 6055,0.055007,-2.9407804,-3.0168433,-1.8364635,-1.3299704
449,SDSS-II SN 6289,1.7095753,-2.7871976,-2.1148252,-1.0320303,-2.748358
450,SDSS-II SN 6327,1.0028361,0.2787729,0.24697804,0.39528736,2.7533543
451,SDSS-II SN 6556,0.66599184,-2.1830015,-4.6173115,0.74525404,-4.2679076
452,SDSS-II SN 6560,1.5323915,-2.6515589,-2.2314687,-1.0169758,-2.656435
453,SDSS-II SN 6618,1.5972333,1.9960634,0.009041048,6.4328566,4.412732
454,SDSS-II SN 6714,0.32618314,0.59525234,-0.95810205,3.1195662,4.984653
455,SDSS-II SN 6715,1.0399839,-0.4867095,-0.454707,0.70375496,4.093109
456,SDSS-II SN 7024,-0.80984485,-2.2175817,0.92282426,1.371004,4.207964
457,SDSS-II SN 703,1.050957,-2.6183348,-3.657719,-0.37355384,-3.6119561
458,SDSS-II SN 7039,0.68869895,0.4186092,-1.5697095,-0.23887472,2.8396797
459,SDSS-II SN 7121,1.1813375,1.3827293,-1.0231746,0.44447282,2.4913645
460,SDSS-II SN 7123,1.294968,-2.8993359,-1.2993379,-1.0407451,0.19426845
461,SDSS-II SN 7233,2.853085,0.08201712,3.8820646,2.587927,2.6983287
462,SDSS-II SN 7499,0.4588731,1.3020893,-1.2511485,5.2761984,5.004509
463,SDSS-II SN 7636,1.4247215,-3.0055244,-6.1298647,1.4338808,-4.218907
464,SDSS-II SN 764,-0.34468427,-2.5526903,-0.54743063,0.07336335,3.6697998
465,SDSS-II SN 7647,1.5967047,1.3919991,0.051949486,2.4140577,3.785689
466,SDSS-II SN 7701,2.6155374,-4.4367633,-1.1505854,0.5065827,-1.6395509
467,SDSS-II SN 7725,2.9032,-2.704774,-0.47543588,0.14717898,-0.9686273
468,SDSS-II SN 773,-0.06985935,2.2269113,-6.096736,2.9516234,1.2225413
469,SDSS-II SN 801,2.8331,-2.1718411,-0.1740099,0.06199003,-0.3595133
470,SDSS-II SN 8196,2.4328287,-2.8027828,-1.3273476,-0.3459063,-2.2116396
471,SDSS-II SN 8236,0.71747744,-1.4912493,-2.6729343,-1.8929818,-1.4989727
472,SDSS-II SN 8252,0.24012546,2.0263293,-1.7036989,5.1898003,4.463929
473,SDSS-II SN 8721,2.4037342,-4.6733856,-1.5687768,0.75001764,-1.5337522
474,SDSS-II SN 8744,0.3676983,-0.53953594,-2.8343184,-1.6376609,0.08278123
475,SDSS-II SN 904,-0.15216856,1.798297,-4.335509,2.1992524,2.1927583
476,SDSS-II SN 9052,0.14733914,1.8264041,-3.9740813,0.49675828,-3.472785
477,SDSS-II SN 917,1.6712017,-0.50413406,-0.60990375,-0.65165365,1.2675184
478,SDSS-II SN 9250,0.61646235,1.5085734,-2.2755797,-0.0112786535,-0.37597463
479,SDSS-II SN 9326,2.8056552,-1.8173264,-0.45008504,-0.20529196,-0.73379725
480,SDSS-II SN 9424,0.8471834,2.5309725,-1.1907661,5.6847296,3.8863711
481,SDSS-II SN 9632,2.8245,-3.24877,-0.34267026,0.48771414,-0.89897084
482,SN2005fj,0.7239134,-2.1021504,-2.6666124,-3.0434456,-1.0411801
483,SN2005gi,1.9567289,-3.2622497,-7.0110807,1.5283135,-4.272238
484,SN2005jq,1.7366883,0.70614535,0.30983853,0.41137794,0.8722931
485,SN2005kq,0.32523778,-1.5843693,-5.151534,0.7285108,-3.1302521
486,SN2005lo,1.8923753,-0.37554234,-3.2332287,-1.7961766,-2.9840288
487,SN2005ml,2.5778766,-0.09826947,-1.7641821,-1.4762872,0.27394533
488,SN2005mn,0.084049,2.5677652,-2.968166,2.2281957,0.3246297
489,SN2005mp,0.5336014,-0.8779846,-2.6826844,-1.1378274,-1.8136743
490,SN2006ft,0.71200997,-2.590852,-5.506805,1.1427336,-3.6759179
491,SN2006gd,-0.01567763,2.6161816,-2.3794522,4.391183,3.563783
492,SN2006ge,-0.10516457,2.1401086,-4.6174974,2.735733,1.8616545
493,SN2006gk,-0.02680004,-1.8822125,-2.4476748,-1.5898248,0.8854461
494,SN2006gl,-0.10584194,2.1360273,-4.5334215,2.557815,1.6623181
495,SN2006go,2.374182,1.3504236,3.6418145,2.824291,2.7921598
496,SN2006gp,2.2693088,-4.252266,-2.7776077,0.5418234,-3.2722292
497,SN2006gu,-0.10072058,1.5695696,-4.4363246,1.5320475,1.8774354
498,SN2006hj,0.7421725,-2.119539,-0.7079521,-0.2571612,3.2618163
499,SN2006hk,0.46363714,-3.4032335,-2.1729958,-1.370527,-0.46819076
500,SN2006hm,-0.6046943,-3.1066341,-3.256534,-1.7965215,-1.0767496
501,SN2006hw,0.43166512,-1.795399,-2.9077594,-2.3959484,-1.2094479
502,SN2006jg,1.2073303,2.4157722,-0.3301075,5.3467016,3.973443
503,SN2006jz,1.0778308,-0.4227678,-3.1166365,-0.98525643,-2.9402719
504,SN2006kd,2.076172,1.4491186,-0.26632988,0.54443,-1.3369449
505,SN2006ks,0.600798,-2.280756,-4.996256,0.83654064,-3.723941
506,SN2006ll,1.2355945,1.0275886,-0.613587,2.053814,4.344255
507,SN2006lq,0.28530058,0.82869947,-2.2115595,0.40199202,2.7660842
508,SN2006mz,1.6111704,-4.400743,-4.1146727,1.141762,-3.4894214
509,SN2006nc,0.28092834,1.8693072,-3.1729538,0.71659607,-2.69953
510,SN2006np,1.5989051,-1.1370753,-1.3235375,-1.4392797,1.7406507
511,SN2006nt,0.81055504,-0.13708225,-1.3778973,0.401016,4.000424
512,SN2006nw,0.09656009,1.4775977,-3.3631294,0.502336,-0.53851694
513,SN2006op,-0.5635912,-2.131865,-2.442899,-0.82283866,-1.4065336
514,SN2006oz,1.4635419,0.15972224,-2.0607,-1.4643754,0.5609199
515,SN2006ph,-0.102312185,0.5518842,-2.7416272,1.62755,4.1419373
516,SN2006pj,0.40217802,-0.102098815,-1.7061563,-0.88952667,1.3443506
517,SN2006pm,0.0799433,1.5200737,-3.398884,0.57276356,0.34637675
518,SN2006pn,0.043560363,1.140253,-3.772504,0.043816093,0.019305928
519,SN2006po,0.88598716,-2.2080386,-3.8249657,-0.3445491,-3.6552937
520,SN2006pr,0.4521478,1.397654,-3.2078233,0.35985622,-2.5805278
521,SN2006pu,0.49610445,0.38561434,-3.2128668,-1.2277864,-0.30268818
522,SN2006qd,0.78165233,-1.5090396,-2.514779,-1.9905542,-1.2021102
523,SN2006qh,0.0958558,1.4070928,-3.6062498,0.35839987,0.12243661
524,SN2006sw,0.50556695,1.4208455,-2.9120934,-0.07156639,-0.661276
525,SN2006sx,0.6838485,-1.2007563,-2.5319815,-1.9048573,-0.18223889
526,SN2007fr,0.27374738,-0.14868546,-4.497406,0.32586142,-2.401662
527,SN2007gl,0.7403345,1.2239536,-2.397332,0.2624381,-4.3277354
528,SN2007hy,-0.22366095,-1.9847353,-2.104249,-0.5338106,-1.6160644
529,SN2007jb,1.0498847,-2.6181104,-1.8207246,-1.5252748,-1.2718111
530,SN2007jj,-1.3962189,-1.7756904,-2.285088,0.9150565,-2.037237
531,SN2007jv,-0.66844,-1.1225458,-2.573267,-0.734006,2.359848
532,SN2007kb,-0.0709011,2.2374334,-6.1968374,3.0068192,1.2325939
533,SN2007kp,0.58512396,0.46658906,-1.5351877,-0.4353225,2.0319822
534,SN2007la,0.34240767,1.3509011,-3.4057682,-0.11590736,-0.087147735
535,SN2007lf,0.21290302,-1.3624488,-5.207208,0.687911,-2.931769
536,SN2007lm,-0.080663845,2.0656428,-4.972084,2.3739967,1.305435
537,SN2007ls,0.705423,0.10605148,-1.4548248,-0.28913912,3.0139182
538,SN2007lu,-0.108252324,1.8011619,-3.8651326,4.552699,3.8132598
539,SN2007mf,0.017194398,-3.062408,-3.0411925,-1.8224683,-1.3052521
540,SN2007mg,-0.00498547,-2.8046474,-2.9423397,-1.9094591,-1.0529779
541,SN2007mu,-0.16094315,1.9540468,-3.9408798,2.6362138,2.5913622
542,SN2007nx,0.35270277,1.8198825,-2.7885468,0.43963507,-3.704596
543,SN2007oa,0.18383169,-3.3203425,-1.297997,0.5497698,-1.487898
544,SN2007oy,1.016127,1.2365881,-1.2807772,0.61965156,2.748979
545,SN2007pf,-0.22781168,0.6394357,-3.9681118,-0.6613891,-0.741413
546,SN2007pg,0.52299654,1.2965219,-2.74032,0.17821881,-3.7337065
547,SN2007pr,1.5065207,-3.6153843,-3.34895,-0.042730503,-3.4398937
548,SN2007ps,2.4282596,-0.86638916,-1.3232874,-0.78270024,-1.4687557
549,SN2007py,0.04416647,2.7612512,-2.1983185,4.2279053,3.291728
550,SN2007qa,0.40525076,1.5949138,-2.9281225,0.36081874,-3.573151
551,SN2007qd,2.2643187,0.007551709,-1.4790443,-0.5630969,-1.8164161
552,SN2007qj,0.3858758,1.4001946,-3.3923316,0.39342982,-3.0131192
553,SN2007qs,-1.1915185,-1.460025,-1.1812294,1.832052,-1.1595718
554,SN2007qu,0.7784075,0.15275173,-1.8588753,-1.0319568,1.007608
555,SN2007rg,1.233052,-2.2048197,-1.7604107,-1.7708229,-1.0151222
556,SN2007rn,0.43951973,-1.0904452,-2.86333,-1.9325691,-0.6427564
557,SN2007rq,0.22874941,-0.5380749,-3.2291393,-1.7092797,-0.35767904
558,SN2007sl,0.18138988,1.9236736,-3.8151605,0.57424146,-3.4486911
559,SN2007tt,3.1938348,-3.8774264,-1.0890905,0.7159928,-2.19526
560,SDSS-II SN 10480,2.562628,-5.503876,-1.733296,1.7761884,-0.26078522
561,SDSS-II SN 13147,1.0256846,-3.066899,-5.0267878,1.3316822,-4.190632
562,SDSS-II SN 13483,0.12302367,1.057258,-2.181874,5.5539036,5.147928
563,SDSS-II SN 13820,2.299428,-0.6245223,0.16069773,-0.053650633,0.7913607
564,SDSS-II SN 1385,2.1372201,-0.99426126,-0.36565623,-0.43343425,0.90183103
565,SDSS-II SN 13991,1.301708,-1.0083908,0.53545505,0.82720554,5.082771
566,SDSS-II SN 14121,0.56695485,-1.2049628,0.94187623,0.8689133,4.3981676
567,SDSS-II SN 14262,2.2467716,-3.3828068,-0.60730207,0.19875164,0.27533573
568,SDSS-II SN 14415,-0.12195242,1.7115217,-4.255191,4.6398225,3.7915978
569,SDSS-II SN 14635,3.0735161,-0.6802417,0.9074204,0.23371924,-0.5295714
570,SDSS-II SN 14833,1.1985252,1.3798082,0.17184164,4.0231433,4.5046535
571,SDSS-II SN 15268,1.2693323,0.75755477,0.6001548,3.1666207,4.5363297
572,SDSS-II SN 15358,2.7118256,0.5581268,3.022078,2.123238,1.2914422
573,SDSS-II SN 15360,-0.3364466,-0.65451425,-0.9115411,2.369625,5.0461774
574,SDSS-II SN 15418,0.121901,1.4532676,-1.083283,4.1079307,4.7989116
575,SDSS-II SN 15814,-0.1089799,2.4588776,-3.3668928,3.8121727,2.87014
576,SDSS-II SN 16103,1.0952754,-2.8751082,-1.7289406,-1.4529948,-1.0635033
577,SDSS-II SN 17317,0.89693457,-2.2114143,-3.6425512,-0.59151995,-3.4935853
578,SDSS-II SN 17337,1.2159373,-0.9161658,0.047515307,0.21739955,3.464529
579,SDSS-II SN 17585,2.310122,-0.19841576,3.1191235,2.3587625,2.8274963
580,SDSS-II SN 17925,-0.08891978,1.2978556,-3.2190406,1.7603668,3.245175
581,SDSS-II SN 17958,0.35397533,1.4379855,-1.8900772,2.5159826,4.654914
582,SDSS-II SN 18266,1.8934398,-2.280104,0.6877363,0.5695373,2.5703642
583,SDSS-II SN 18360,0.84962386,2.4840186,-1.5644596,6.1659794,3.866526
584,SDSS-II SN 18585,1.8475683,2.058114,0.20296495,2.676092,2.7998893
585,SDSS-II SN 18589,0.33187187,0.6053004,-0.28863886,0.63015336,1.1787194
586,SDSS-II SN 18718,0.72817546,2.3616097,-0.8421191,4.9652295,4.1222234
587,SDSS-II SN 18836,3.3208597,-4.2880206,-0.56621504,1.3921331,-0.5250874
588,SDSS-II SN 18914,1.6401664,-0.64806,2.832163,2.293219,4.3010335
589,SDSS-II SN 18970,0.3618253,2.2997246,-2.49872,1.4002157,-0.24769136
590,SDSS-II SN 18986,1.4255247,0.99653447,-0.22650038,1.1000277,3.2973566
591,SDSS-II SN 18993,2.806696,0.7895461,3.2410862,2.3863194,1.5355651
592,SDSS-II SN 19052,0.8850687,-0.2531835,-1.0843408,0.7451671,4.347112
593,SDSS-II SN 19212,0.93661815,-0.82691216,-0.50357926,0.5242999,4.64541
594,SDSS-II SN 19465,1.671056,-3.5510073,-1.2617124,-0.4014073,-1.0005431
595,SDSS-II SN 19582,1.0707742,1.5042841,-0.2567077,5.120761,4.7043266
596,SDSS-II SN 19751,1.1017679,1.8595753,-1.4040351,0.6264642,2.090996
597,SDSS-II SN 19848,-1.5999769,1.1906958,-2.6284158,2.3584762,1.544825
598,SDSS-II SN 20324,1.681467,-3.330265,-0.94896376,-0.30375844,0.50950605
599,SDSS-II SN 20408,1.7849376,-5.4436183,-2.3361914,1.2058568,-0.30988735
600,SDSS-II SN 2128,1.2958107,1.3884753,-0.19828007,6.0880322,4.923881
601,SDSS-II SN 21874,-0.0406144,-0.30731604,-0.9028108,2.4746807,5.0585
602,SDSS-II SN 2401,-0.16613701,1.888306,-3.4968364,2.5531569,2.8963015
603,SDSS-II SN 2620,-0.078600585,2.0342314,-5.5122757,2.6083152,1.4872969
604,SDSS-II SN 2621,1.0850083,-3.7675486,-4.40966,0.72240967,-3.4556608
605,SDSS-II SN 3294,1.5869141,-3.18805,-6.289523,1.4954451,-4.1971827
606,SDSS-II SN 4062,-1.4106946,-2.4981453,-1.2557434,-0.26617822,3.3228273
607,SDSS-II SN 6136,3.14552,-4.1659045,-1.2711155,0.8376387,-2.278123
608,SDSS-II SN 6889,-0.11182386,2.121827,-4.4585958,3.7307923,2.7022724
609,SDSS-II SN 706,1.0359136,-3.037004,-4.237573,0.3443141,-3.7737162
610,SDSS-II SN 7762,0.62718266,2.0895996,-1.649943,6.0393186,4.3103447
611,SDSS-II SN 8092,0.8313519,0.64908373,-1.3300209,1.6414424,4.5913997
612,SDSS-II SN 9132,2.5633798,-0.9935729,1.3652663,1.139284,1.7903997
613,SN2005fb,-0.8498925,0.8012375,-2.6541283,0.81919646,1.878758
614,SN2005ga,0.35393092,1.69977,-2.814569,0.6221319,-1.8943323
615,SN2005gd,-0.016927019,1.4864761,-5.0690026,1.1771803,0.694511
616,SN2005gp,-1.1557966,1.1911896,-3.0006428,1.7439479,1.0027812
617,SN2005hs,-0.0017531067,2.4575117,-2.4488068,3.0957818,3.0335658
618,SN2005hz,0.3790197,1.5227127,-3.3062286,0.41551256,-3.181676
619,SN2005ij,0.8736177,0.97501266,-3.2985225,-0.9409946,-1.2274585
620,SN2005kp,0.950928,0.7606549,-3.3411505,-1.2340063,-1.0771879
621,SN2006eb,0.32594284,1.4531411,-4.166089,0.24228364,-3.6940308
622,SN2006fn,0.33661047,-0.08601025,-3.267194,-1.5995357,-0.16885294
623,SN2006gv,0.5863533,-1.2376345,-2.8801985,-1.9705958,-1.3238691
624,SN2006ki,-0.1703238,1.6709521,-4.2214565,1.7927663,1.8386325
625,SN2006kw,2.04577,1.4783086,-0.2962734,0.5610681,-1.338802
626,SN2007ia,0.7454587,0.12864432,-3.0931795,-0.938924,-1.7844775
627,SN2007lw,0.85593486,-3.4538639,-1.6639323,-1.002792,0.0013760889
628,SN2007nz,1.3858968,2.181376,-0.00254913,5.442641,4.1611776
629,SN2007ol,0.39287564,2.7653983,-3.053094,2.0199316,-0.29756814
630,SN2007sh,2.0531437,-0.045025896,-1.9028361,-1.4526774,-0.33087513
631,SN2008am,0.3088181,2.697841,-2.9364989,2.0522943,0.010286275
