,SN,0,1,2,3,4,5,6
244,SDSS-II SN 14347,-11.627975,-0.4045373,-5.944892,-6.027069,0.32891083,1.7978435,12.53066
245,SDSS-II SN 14361,-3.8451276,-5.831627,0.48160672,-4.987994,4.188081,-5.349623,5.046962
246,SDSS-II SN 14375,-3.5615027,3.2465339,-5.6156454,0.7461434,-5.7300105,-6.7245145,5.715693
247,SDSS-II SN 14400,-2.189134,1.312639,10.657767,0.33142576,0.33940104,1.3206997,8.458967
248,SDSS-II SN 14429,-13.969776,-0.09437778,-3.9297304,-2.957745,4.735601,-2.7833061,7.2819576
249,SDSS-II SN 14453,-0.5591716,-7.81073,-6.9780164,-3.7150624,-1.0161294,-10.082974,4.2896576
250,SDSS-II SN 14467,-11.860859,7.9226136,-8.226631,-5.090891,3.8807247,-0.58696574,3.9467318
251,SDSS-II SN 14493,-8.752951,-4.834558,3.8787181,-4.374863,-3.2701972,-1.2640713,-11.37753
252,SDSS-II SN 14498,-11.620745,5.410783,-0.39664415,-5.579793,-4.4631357,-15.296968,0.5824877
253,SDSS-II SN 14505,-4.681286,-3.4103363,-8.36535,0.8493329,5.7862616,-11.447915,1.9018008
254,SDSS-II SN 14528,-2.032383,14.655194,4.4308977,-0.42389223,0.2877478,1.1286833,3.6387377
255,SDSS-II SN 14617,-13.452527,5.688195,3.9411316,7.25696,-0.03543428,3.47752,8.292627
256,SDSS-II SN 1465,-0.93329823,-0.3475444,0.77995896,8.04056,11.333687,10.678631,5.7902265
257,SDSS-II SN 1470,2.1342216,4.1894073,-2.487295,-1.6749504,-3.9538186,-12.990347,3.8574452
258,SDSS-II SN 14821,-6.385543,6.2717323,1.0932841,0.31306142,-5.2018304,-5.618792,10.219185
259,SDSS-II SN 14964,-4.17241,-0.04821828,-7.0181665,-6.839409,1.9586889,7.940555,-2.9815266
260,SDSS-II SN 1500,-12.670115,2.891051,3.3713818,-6.688815,4.024612,0.15254575,4.6019554
261,SDSS-II SN 15046,-4.4126186,-5.1961064,-21.193203,-0.106936514,-28.52225,2.904805,8.331895
262,SDSS-II SN 15055,-16.358698,2.0476637,7.7383404,-3.61328,-0.48418525,-4.566387,0.38854358
263,SDSS-II SN 15160,-13.297901,5.935655,0.421046,-9.589827,-6.4379196,-2.711717,2.312361
264,SDSS-II SN 15198,-12.22192,8.236936,-4.351388,3.0297883,4.7777853,1.6257308,8.104097
265,SDSS-II SN 15239,4.7005296,2.4116004,5.202134,-3.7933404,7.9643574,-6.4612155,9.517113
266,SDSS-II SN 15272,-10.039854,1.0550843,0.8202827,10.034127,-0.12912236,-8.937451,7.7792764
267,SDSS-II SN 15289,1.8047725,5.59188,-5.629338,-3.4031594,-5.021298,3.6479683,12.678662
268,SDSS-II SN 15309,-11.141268,-0.7926582,2.9986215,3.558532,-2.978534,-9.773009,-5.4168215
269,SDSS-II SN 1535,-5.6075354,-0.518347,-1.5311939,-8.978784,-0.024014091,-13.827252,6.484424
270,SDSS-II SN 15417,-13.461393,9.251343,-0.3401626,-1.3264408,3.915368,-7.0283275,0.52916676
271,SDSS-II SN 15539,-14.025228,-2.450274,1.6057247,9.231635,-0.37914458,-7.3038764,-2.8688192
272,SDSS-II SN 15587,-15.089602,-4.41544,4.5528903,7.2260165,1.065968,-1.099453,8.031075
273,SDSS-II SN 15751,-4.5438566,4.152787,-9.368268,-7.928002,-0.728327,0.4766232,5.014754
274,SDSS-II SN 15793,-5.9285264,-1.4996771,-9.069641,-0.8297417,0.22680214,-11.652965,-4.271796
275,SDSS-II SN 15903,-5.8090196,3.3069558,1.1272986,0.060487688,-9.479714,-15.928301,0.67235404
276,SDSS-II SN 15914,-4.728636,-10.7857275,0.82556826,5.308193,-7.109887,5.523284,0.5298426
277,SDSS-II SN 15944,-16.269522,4.293745,2.015852,-0.95263124,3.1171844,-5.2379246,8.716459
278,SDSS-II SN 16091,-15.46955,2.8929093,-2.9516697,-5.979929,-1.1764545,-0.7834591,9.0657
279,SDSS-II SN 1622,-5.157528,5.3766756,2.923935,-2.6792707,6.4153414,-6.338837,-0.065551266
280,SDSS-II SN 16412,-0.8183756,-11.377615,-7.573969,6.562526,-2.2595866,6.7211785,3.0626156
281,SDSS-II SN 16436,-5.9933877,12.411275,-8.223498,-0.06276353,2.062174,-0.9088393,0.24261604
282,SDSS-II SN 16455,2.0237827,8.315187,4.782313,-2.0216024,-4.5466056,-14.311608,5.419011
283,SDSS-II SN 16582,-4.8989096,9.628103,-3.844886,-7.5499444,-3.9243488,-12.70204,5.176352
284,SDSS-II SN 16768,-2.432289,3.8323574,1.7025726,-10.481631,4.1542964,-9.351128,0.58300203
285,SDSS-II SN 16838,-0.5078622,-9.798521,-5.915803,1.3319492,-0.28619584,11.156655,2.1116662
286,SDSS-II SN 16977,-2.07172,-2.7037573,-8.430142,0.55382437,-4.751221,7.394919,2.8942485
287,SDSS-II SN 17219,-7.5104823,4.890362,0.804118,-9.927161,1.4952,10.470113,1.716437
288,SDSS-II SN 17303,-8.0933,1.9756764,0.6953211,10.058469,-0.10522799,4.041261,-2.3418117
289,SDSS-II SN 17330,-6.2756615,2.748803,8.522154,2.9807167,-1.5550348,5.709621,1.8637414
290,SDSS-II SN 17396,-1.2597381,4.525934,0.73248357,-3.7165434,6.430846,-17.20177,2.7785165
291,SDSS-II SN 17422,-11.086425,-0.5306646,0.6368671,14.967026,2.0506496,8.0248,4.2071395
292,SDSS-II SN 17465,-5.7257843,3.9034114,5.4089847,1.7683933,-0.55243415,14.19721,-3.2913601
293,SDSS-II SN 17466,-1.253626,-4.4039154,4.0048347,-8.641116,-3.5277095,-12.331011,3.4604163
294,SDSS-II SN 1750,-7.427092,9.743112,-1.5646988,-3.6677475,-8.812027,-9.588324,4.392868
295,SDSS-II SN 17508,-8.759354,5.236228,2.8579714,-1.2728151,1.9625918,-1.4127727,10.335736
296,SDSS-II SN 17539,-2.0359478,-9.457854,1.6018527,0.64071363,-1.1295011,13.069239,0.3878823
297,SDSS-II SN 17542,-3.4866028,9.971637,2.3222067,-4.622515,-1.1156683,7.464404,2.564127
298,SDSS-II SN 17620,-1.5484884,0.28946728,3.3199348,-7.012594,-6.8909006,-13.672749,-0.33846664
299,SDSS-II SN 17662,1.204542,8.0598,4.04843,10.271705,-0.9060801,8.852085,3.1355276
300,SDSS-II SN 17667,-8.787351,-4.6120377,1.2032481,-7.05722,-4.304304,-4.714816,8.303116
301,SDSS-II SN 17682,0.76013595,9.724588,2.0203373,-8.905486,1.5835135,-2.807485,8.274445
302,SDSS-II SN 17729,2.606694,11.645365,0.85465837,5.0181837,1.4990631,8.614621,6.4085045
303,SDSS-II SN 1773,0.28009197,1.1063215,-1.1947817,-7.3737416,-12.073423,-12.916273,4.4388657
304,SDSS-II SN 17748,-6.9119287,-0.64633375,5.7945914,15.006107,1.7402797,0.26255977,7.9642534
305,SDSS-II SN 17789,-8.951138,4.163864,-1.9104674,1.2214322,-5.6497293,11.292111,-2.4909387
306,SDSS-II SN 17816,-2.2139242,0.64689744,-15.882103,-1.7477024,-0.88398767,1.2042363,0.79991204
307,SDSS-II SN 17853,-0.9077424,0.34985965,-4.6039762,3.164137,8.643629,-6.0249352,8.58381
308,SDSS-II SN 17894,-7.282084,-8.068114,-0.052129693,3.846131,1.2414454,-0.91377145,6.92116
309,SDSS-II SN 17906,-3.0940137,1.2107308,4.3324785,11.836074,3.689085,3.6873643,14.636287
310,SDSS-II SN 17928,-9.611693,3.1431222,1.8838853,5.7427998,-8.389867,-9.817122,4.862728
311,SDSS-II SN 17952,-16.916025,0.7186333,-4.1505995,0.3187579,-2.9644103,-5.844575,7.4193316
312,SDSS-II SN 17997,0.10028446,3.4313376,-12.0121,-2.3477771,5.8840923,-6.5465136,-4.1234484
313,SDSS-II SN 18058,-9.739494,0.2523727,0.5431698,1.6571383,-5.8874607,-4.195186,2.5091867
314,SDSS-II SN 18067,-9.891108,4.3176656,0.5961695,0.6816101,-8.376625,6.4258957,11.354216
315,SDSS-II SN 18075,-9.543972,-7.0335946,-4.9976215,-3.0696466,-1.9144657,2.478403,-0.14438826
316,SDSS-II SN 18077,-1.2061594,13.236212,-0.4314641,3.159873,3.8041894,7.8869753,-3.4422975
317,SDSS-II SN 18101,-6.963818,1.9112784,-3.2722046,5.7530804,-5.5031886,0.4310569,-6.350976
318,SDSS-II SN 1821,-4.1619234,4.3774424,2.00531,-6.1528325,-5.7706146,-15.135625,5.6108394
319,SDSS-II SN 18226,-9.301488,0.70713013,5.5038404,4.1352425,-2.6032677,3.561811,10.131256
320,SDSS-II SN 18243,-13.417524,7.3461623,-1.8561018,-2.2810228,-3.8669033,-4.15813,11.870787
321,SDSS-II SN 18253,-1.6382127,-0.33254775,-10.267115,6.911365,-2.9127624,-10.190965,3.5027905
322,SDSS-II SN 18273,-9.738831,5.8830304,0.63076156,-11.361425,4.0477343,-4.176835,0.10898292
323,SDSS-II SN 18276,-7.8135004,3.6450386,2.1777494,2.1386814,1.9361243,-10.209312,12.118638
324,SDSS-II SN 18301,-7.3958607,-3.101195,-8.656468,-7.7187357,-1.3297002,-9.1940565,3.6447494
325,SDSS-II SN 18331,-5.0452347,-1.609255,6.1821804,7.38406,-7.537964,-2.6984096,-3.8398612
326,SDSS-II SN 18376,-5.6255746,0.64441997,-0.59520936,-2.1529393,1.0984985,13.691558,-1.9850732
327,SDSS-II SN 18387,-6.3199453,0.86238956,0.20622712,-5.0582,-3.2710133,-9.850146,2.9870508
328,SDSS-II SN 18405,-9.196763,-0.14852944,-4.3467555,-0.6693165,-4.9628606,-13.674004,1.9670286
329,SDSS-II SN 18454,-7.8406544,3.6004405,-13.304305,-1.709848,0.7143985,-5.4711947,-5.6749573
330,SDSS-II SN 18479,-9.067469,14.372235,1.7690686,-8.185784,-1.0262377,1.020047,4.0431285
331,SDSS-II SN 18593,-7.7597523,7.8952127,-0.14294878,-1.3666841,0.6079796,11.22898,0.40751362
332,SDSS-II SN 18598,-12.370824,-2.7265193,5.606577,7.299223,4.7504334,2.7588477,-2.4799771
333,SDSS-II SN 18647,-13.761422,11.052498,-2.6239147,-3.6065316,-0.44736516,2.9669032,8.635235
334,SDSS-II SN 1866,-12.024481,0.51495653,5.5660243,-1.5051332,-5.4101887,-2.5471737,7.701573
335,SDSS-II SN 18664,-8.220978,-2.7203946,11.716403,-0.54752946,-5.8020487,-4.119579,-0.8601339
336,SDSS-II SN 18743,-4.8716354,-5.935249,12.349182,-2.6953747,0.5792487,-5.0790806,1.5811918
337,SDSS-II SN 18848,-3.5123215,6.754309,-5.008565,5.394429,-5.233721,-0.3507736,0.48617905
338,SDSS-II SN 18898,-7.3785086,-8.454903,-1.4163966,0.47441173,-9.106426,3.0434427,5.400481
339,SDSS-II SN 18917,-2.9403327,9.50264,4.0022163,-6.747715,-7.170824,-1.2872536,4.711641
340,SDSS-II SN 18935,-2.2935874,-5.8977666,-2.8351486,4.2637963,-0.24909374,-12.038332,6.6863275
341,SDSS-II SN 18943,-12.658499,3.6728916,-2.2157154,-3.8587246,1.6935682,-3.1128573,-5.4480777
342,SDSS-II SN 18971,-9.247182,5.4778013,-2.0542777,-1.4246696,0.83191043,-6.439708,4.4017215
343,SDSS-II SN 18973,3.195501,-1.3580052,-4.5033364,-13.436261,2.2536929,-2.378821,7.6305566
344,SDSS-II SN 18983,-2.208087,0.32680726,-0.51021916,5.9965262,-2.5545287,9.580807,5.204517
345,SDSS-II SN 19059,-1.5523094,11.10663,-2.6363714,-1.7312089,1.2940469,-7.2784286,14.358509
346,SDSS-II SN 19189,-0.4996857,2.5264804,2.2952757,-5.7163525,3.8978505,-6.019861,7.355811
347,SDSS-II SN 19209,2.756173,3.3716898,-4.38761,-10.107872,-2.0113385,-0.9592219,13.362497
348,SDSS-II SN 1921,-7.501812,8.629454,0.33277455,-7.8475966,0.90741724,-9.467045,8.224314
349,SDSS-II SN 19344,-4.9382787,4.1779346,5.141453,-11.936558,-2.5844305,-12.671781,-0.049562536
350,SDSS-II SN 19399,-10.2846985,1.0104618,-1.0832328,-2.7441316,-6.9273267,-11.339023,11.122701
351,SDSS-II SN 19428,-5.509081,4.1900225,-2.6559343,9.028186,-5.1149025,-5.8439765,-6.7850924
352,SDSS-II SN 19434,-9.865855,-1.1034391,7.4039297,-8.787998,-5.6002207,-6.771871,2.440529
353,SDSS-II SN 19461,-13.158638,-1.5143458,0.26271304,-5.307934,-9.843246,-7.4365764,1.0244979
354,SDSS-II SN 19467,-5.128709,4.1836686,-5.7215004,1.667142,-1.0700164,-6.383134,12.2330675
355,SDSS-II SN 19538,-3.0433843,5.541961,2.058276,0.96468776,0.57433224,8.18653,6.9591913
356,SDSS-II SN 19539,-3.3604834,-2.2410183,8.158999,3.7307873,2.8300269,-4.4171767,9.313312
357,SDSS-II SN 19683,-9.264122,1.498411,4.4840775,5.23522,5.524915,-5.4150386,-2.6432154
358,SDSS-II SN 19721,-4.380147,6.35392,-1.5922669,10.930378,-5.665774,3.3273237,7.006982
359,SDSS-II SN 19723,-6.9594574,11.063438,-0.47592115,1.2278148,-0.09696894,0.07387976,11.457463
360,SDSS-II SN 19776,-6.7574677,5.0469446,-5.776239,-1.1511999,-6.1882343,-11.679001,-6.4956665
361,SDSS-II SN 1980,-3.849066,7.576072,7.7274,7.043626,2.2661636,5.4162364,5.4206743
362,SDSS-II SN 1982,-8.070607,2.8555791,-4.9078407,9.2426,-7.212177,-0.27614143,-0.25283957
363,SDSS-II SN 1991,-11.951304,5.470968,2.894139,-9.010719,-2.191739,-7.3882933,1.738213
364,SDSS-II SN 19986,-0.59702486,-5.1198316,-9.671642,-4.3720546,2.0017283,-2.9617374,9.453354
365,SDSS-II SN 19987,2.540405,0.888707,1.7832304,-6.5760107,-1.470426,-8.394438,13.05887
366,SDSS-II SN 20216,-1.1077871,5.597262,7.0200224,4.5507383,2.3567336,5.875815,12.662916
367,SDSS-II SN 20231,0.051998544,-3.8202517,-6.6617966,-3.1653466,-8.84959,-6.8704844,4.1201572
368,SDSS-II SN 20251,-3.1611474,0.46797433,-0.58296466,4.5429473,-5.6368346,-0.29696944,-0.89308596
369,SDSS-II SN 20257,5.5229926,6.552976,-4.8281116,-4.1839137,-0.7619271,-4.3242817,11.3567915
370,SDSS-II SN 20369,-2.9544585,-8.740475,-1.6840527,9.795507,-4.3986197,-2.083816,3.3775284
371,SDSS-II SN 2041,-11.787144,4.6016173,0.25137717,3.2261806,-5.517423,-3.0146363,-2.9043448
372,SDSS-II SN 20411,-3.2324994,-8.409865,-4.5533657,-9.266241,1.062978,-2.8203754,10.766153
373,SDSS-II SN 2042,-3.4846091,1.353445,0.013901874,-1.2276489,1.5534139,-11.9611845,5.9077377
374,SDSS-II SN 20467,-4.043687,-1.5445335,1.9932706,1.621191,-7.749059,-0.10203886,9.700019
375,SDSS-II SN 20491,-17.028202,-1.5821494,1.0591238,3.13715,-2.0649545,2.0421355,8.079749
376,SDSS-II SN 20497,1.1498095,11.270508,2.2575617,2.7764668,2.242919,0.31935182,10.6578
377,SDSS-II SN 20590,-6.3919086,9.570862,6.2197185,-6.428054,-0.2974328,0.3670704,6.906229
378,SDSS-II SN 20591,0.67068386,8.616189,-0.4726061,3.9175413,1.4281524,-8.599177,8.977556
379,SDSS-II SN 20613,-5.0520887,2.245797,-9.478142,-4.720331,-3.377927,-12.088391,6.4132204
380,SDSS-II SN 20646,-9.684055,3.1885662,2.2741024,0.37308636,0.71458733,-7.0397196,-1.4445999
381,SDSS-II SN 20721,-12.033764,1.4965198,2.3974433,-7.4180617,-6.1568255,-5.5041075,-5.1513395
382,SDSS-II SN 2078,0.48841673,3.8772843,-2.80644,-1.2727041,-6.0439386,4.628553,1.6081386
383,SDSS-II SN 20791,-11.2122345,6.3082404,4.979467,-4.1563377,-7.8925433,-4.502897,-0.5539161
384,SDSS-II SN 20805,-9.098163,-4.974142,7.8922873,-1.8922856,1.3969513,-7.517455,-8.094103
385,SDSS-II SN 20820,44.68624,-19.055061,80.26081,57.409576,-33.480816,-3.956964,-3.9722075
386,SDSS-II SN 20842,-0.5145648,8.224357,-3.4488628,-3.6091056,-4.742445,-10.702733,11.169353
387,SDSS-II SN 20861,-5.1637373,-4.9302793,-4.7801924,-5.003532,2.058627,5.386008,2.032696
388,SDSS-II SN 20870,-12.553476,-0.7701911,2.5608118,-10.092215,4.049189,-7.19602,1.0993224
389,SDSS-II SN 20895,-4.637305,7.6171913,2.2143867,-11.390136,-0.8519025,-4.7893043,4.590081
390,SDSS-II SN 20916,1.050411,10.806628,-1.1183962,-4.3887324,5.1591897,-7.467963,9.41412
391,SDSS-II SN 2093,-1.3366071,3.646024,2.0830717,6.1677074,5.4564157,1.6802882,8.841235
392,SDSS-II SN 20953,-6.2802196,-2.4211988,-7.944746,-3.4886675,-1.5234271,-4.6821914,-0.543227
393,SDSS-II SN 20956,-3.414835,4.5104446,-1.3756787,10.149514,-4.658775,-6.9763503,3.3129299
394,SDSS-II SN 20969,0.92157835,1.9920348,-1.415407,-8.768913,-0.8683384,-8.46915,3.4535284
395,SDSS-II SN 21081,-6.7725573,5.5853295,2.4549534,3.9363306,6.2803535,-12.34543,-1.7780735
396,SDSS-II SN 21356,-6.5093207,6.9825463,-6.451179,-12.003689,1.2834284,-4.909478,4.3120437
397,SDSS-II SN 21359,-4.612746,-0.36231896,5.1982036,-3.1579108,-3.8001127,-2.6153145,-5.5387135
398,SDSS-II SN 21381,-2.6019287,2.7867968,-8.6476,-2.6493018,-2.070662,-2.286983,10.358458
399,SDSS-II SN 2148,1.6604408,5.0626183,4.9634795,-7.2304664,0.30633292,-12.346594,4.7701664
400,SDSS-II SN 2149,-15.972645,4.5753484,1.3870833,1.2569798,-0.2915726,4.805667,13.750542
401,SDSS-II SN 21553,-7.482468,-4.345467,3.825093,3.3814852,1.6055133,-7.0725193,-1.7247287
402,SDSS-II SN 21709,-12.373203,-3.935994,2.6289554,0.6210325,7.4836416,1.0814555,2.6537962
403,SDSS-II SN 21711,-55.738976,163.34924,-35.58653,101.95263,42.6808,-77.62147,-25.873402
404,SDSS-II SN 2244,0.81322587,0.77881354,9.756617,-8.682699,2.378411,-5.879468,6.820776
405,SDSS-II SN 2325,-3.431478,-3.7336361,-1.9491287,12.705918,3.8727167,-7.572341,5.4386973
406,SDSS-II SN 2464,-14.143353,0.90098536,1.8337327,-2.1279068,-3.071385,-8.851992,1.7292378
407,SDSS-II SN 2615,-0.90557396,1.4391149,-11.803114,-5.5194225,4.4606957,-11.894055,1.7041339
408,SDSS-II SN 2630,-18.867916,6.7221694,0.15765134,-3.8153248,1.3572553,-1.7890995,4.8923063
409,SDSS-II SN 2808,-6.69461,2.4323494,-1.1604996,-4.403747,0.19152361,6.336478,16.509428
410,SDSS-II SN 2912,-8.731973,1.1565392,6.2114887,-5.6011763,-2.457168,-9.54347,-2.6002114
411,SDSS-II SN 3090,-1.1852825,6.4391327,-1.7042966,8.406055,-5.1191807,7.9875236,2.6266015
412,SDSS-II SN 3196,-1.1892161,-0.7049332,-0.12408126,-7.9890623,11.999121,-3.5661972,3.7423306
413,SDSS-II SN 3344,-2.9241889,-0.33160308,0.8795499,0.76068,5.783316,-4.6081553,11.7554655
414,SDSS-II SN 3368,-6.958247,-4.4970527,-8.460995,-9.883808,2.7753124,-1.0457144,5.4203167
415,SDSS-II SN 3417,-8.081277,3.2886813,-11.661139,3.5367265,-1.2975435,8.230229,1.9906543
416,SDSS-II SN 3514,-6.3641047,-3.632699,9.192956,4.098697,-6.0612893,-2.5546992,7.0434284
417,SDSS-II SN 3529,-6.20351,-5.343336,-8.638378,7.55183,0.58905035,-4.404956,2.9200327
418,SDSS-II SN 3533,-9.930933,3.0042243,-2.696909,0.04931164,4.569673,1.0616446,16.889961
419,SDSS-II SN 3558,-2.1543896,-8.786975,-1.8521518,7.5933948,-0.7871901,2.7831993,13.300243
420,SDSS-II SN 3565,-14.665023,4.4920206,-1.5873353,2.8303912,-0.8895624,14.373674,2.7402534
421,SDSS-II SN 3983,-13.036028,-3.709506,2.3441541,-0.28123695,4.9696655,-5.3934946,12.561409
422,SDSS-II SN 4019,-11.1226,-3.8363483,-5.4301386,6.8904877,-2.079395,-0.88687754,10.685813
423,SDSS-II SN 4044,-3.9558086,-2.8594902,-2.334159,-0.7387026,-13.573524,-7.181413,4.598798
424,SDSS-II SN 4104,-3.380992,-1.0740075,-1.9372859,-3.163864,7.3777275,8.490672,0.5856311
425,SDSS-II SN 4129,1.9514444,4.9713793,4.213912,-6.7344937,-0.6210199,4.8289304,9.737343
426,SDSS-II SN 4181,-7.3378186,-0.43754673,-4.596761,10.2608,8.176491,-2.34485,9.495811
427,SDSS-II SN 4307,-11.277492,4.5164843,-1.33875,1.858728,-0.5977663,10.582467,14.681367
428,SDSS-II SN 4330,-0.3004788,1.094969,6.5481887,7.3489695,-3.0230026,-9.615279,4.514581
429,SDSS-II SN 4375,-4.8168535,-10.467341,6.4811077,-2.452998,-1.4975067,-2.3255146,8.813366
430,SDSS-II SN 4534,-5.1190324,-4.051803,4.276249,1.2338326,9.903533,-8.831629,0.9967991
431,SDSS-II SN 4606,-6.5703697,-7.1719947,3.8358157,4.852852,-6.797037,-4.8451176,-1.3633152
432,SDSS-II SN 4888,-7.7518177,-0.2142395,0.73504007,-1.6734053,-3.2114818,3.0066338,-5.015482
433,SDSS-II SN 4906,-5.4481173,5.159027,4.039808,2.8725717,-3.8423657,2.5200913,6.0460396
434,SDSS-II SN 4907,-3.989438,11.514125,-6.7947145,6.3447537,-1.9230522,-1.3249012,7.4111643
435,SDSS-II SN 4966,-10.347274,3.1177568,-5.040012,12.6038,0.3134001,0.06595448,7.0033164
436,SDSS-II SN 4978,-10.882964,5.7740006,6.97389,-3.5097673,-3.981646,-9.277151,6.321828
437,SDSS-II SN 5001,-0.63250047,-12.890736,-3.050316,0.27963868,-1.3641341,1.6749529,7.0644083
438,SDSS-II SN 5235,-3.0449061,11.007778,-3.3487725,-3.42013,4.8244185,3.3104434,10.76006
439,SDSS-II SN 5401,-3.7802155,-0.39648753,3.358145,-2.093221,0.55509055,1.0280662,10.754862
440,SDSS-II SN 5468,-6.601203,-2.1494236,6.5787277,-9.027126,6.747641,-0.70252854,4.3117886
441,SDSS-II SN 5498,0.16456977,1.8985413,-4.5753727,-5.918153,-8.9607935,-3.8211427,10.197022
442,SDSS-II SN 5590,-4.19813,0.03721997,-10.83025,-9.333059,-0.96581745,0.14664127,11.819469
443,SDSS-II SN 5607,-5.009783,5.462259,1.5184969,-3.215843,-6.99711,4.419077,-5.128013
444,SDSS-II SN 5810,-0.6348021,8.14584,-5.1366205,-5.355337,1.5754812,4.228346,-0.23937693
445,SDSS-II SN 5890,-4.9233046,0.29166305,3.6380875,11.844657,5.4317045,11.336093,7.717703
446,SDSS-II SN 5959,-5.0415363,-1.3342412,7.275717,9.526347,-6.364071,0.9225324,13.27391
447,SDSS-II SN 5963,-16.272945,-5.951315,-1.6284391,0.5978159,-0.35336438,-1.7151016,10.009865
448,SDSS-II SN 6055,-8.522705,4.561962,0.8121843,9.13034,0.14165856,6.915065,13.949228
449,SDSS-II SN 6289,-10.7635355,-1.4862878,3.8786488,6.066107,-4.1281357,-0.3974896,-6.1101956
450,SDSS-II SN 6327,1.7771049,-2.2633715,-1.3111247,7.7153783,1.741105,4.862076,6.374979
451,SDSS-II SN 6556,-12.069804,-1.7481931,4.1616106,1.3432608,-10.631126,-1.3435464,0.32851097
452,SDSS-II SN 6560,-7.3717237,-1.3534328,0.38986248,-4.3972015,6.4619713,1.599029,10.279841
453,SDSS-II SN 6618,-7.8488674,-5.6462936,-0.8411289,1.4732105,10.431023,-5.9417934,7.650342
454,SDSS-II SN 6714,-7.3243537,5.367765,1.7167188,-0.64790016,6.8148637,-7.202322,-8.110447
455,SDSS-II SN 6715,3.40401,-5.1725235,-3.4473915,1.2738639,6.641067,-8.57751,7.44803
456,SDSS-II SN 7024,-7.8955116,0.86618835,-1.8050443,0.22426863,6.737661,-6.771384,2.544619
457,SDSS-II SN 703,-7.681386,10.929131,-5.9541492,0.40105245,-4.937344,-0.40461153,7.2931724
458,SDSS-II SN 7039,-2.8108523,4.767571,-1.6012748,14.213631,-0.7253568,9.60043,9.098161
459,SDSS-II SN 7121,-12.399079,3.032746,-1.466646,5.447861,-6.110565,2.496068,9.119394
460,SDSS-II SN 7123,-6.7236023,-0.5470806,-2.085567,7.67575,2.5934181,-4.134298,14.8222475
461,SDSS-II SN 7233,1.2007976,6.216465,-2.8499825,0.4261281,11.400514,-3.3744562,6.8095775
462,SDSS-II SN 7499,-5.785254,2.6474738,0.5865202,-3.1224473,-0.3630212,-19.174644,2.6359692
463,SDSS-II SN 7636,-2.3796494,9.635626,4.0113235,-1.0552769,1.6736512,-8.50457,6.180816
464,SDSS-II SN 764,-3.122212,2.6884654,0.8034131,0.26607454,-6.973099,12.628735,3.8146808
465,SDSS-II SN 7647,-1.3093351,14.01047,-5.271045,-1.6936423,1.6422262,-6.766851,5.228902
466,SDSS-II SN 7701,-9.329294,1.9700141,-11.654206,-2.8001466,2.9895005,-6.724254,7.704653
467,SDSS-II SN 7725,-4.08354,-2.5824685,-2.5814674,8.01653,-9.040197,-5.0582004,4.1542983
468,SDSS-II SN 773,-9.225925,-0.20054188,-7.410258,-3.496817,-5.7200837,7.356775,-4.494269
469,SDSS-II SN 801,-4.270288,-4.4208593,-5.143216,1.2491833,0.9235239,1.2868296,8.37859
470,SDSS-II SN 8196,-14.781812,-2.7963703,1.7750492,-7.136662,0.4744712,-7.1786685,-3.5274358
471,SDSS-II SN 8236,-0.12108471,-19.674873,35.175987,-60.091934,0.28647426,1.9360324,0.033763602
472,SDSS-II SN 8252,-6.1405435,2.8828154,-9.971506,-3.455419,6.2923727,-10.087401,-4.20834
473,SDSS-II SN 8721,-8.466127,1.1956298,1.1098154,8.65016,-2.498868,-4.392586,-0.9029083
474,SDSS-II SN 8744,-2.960931,0.73620653,5.9526787,8.527381,-0.086943045,5.3907595,7.3342733
475,SDSS-II SN 904,-5.145685,-4.0244627,4.001047,4.512898,-0.5831574,6.792181,11.418307
476,SDSS-II SN 9052,-15.475772,2.1631134,-2.4646072,7.9598527,3.1003304,8.413312,9.259948
477,SDSS-II SN 917,-1.9288524,1.3364499,1.2434157,-4.43965,4.634961,13.484223,2.8260827
478,SDSS-II SN 9250,-2.0672534,4.030432,6.5564585,3.8971756,5.846605,13.305138,4.8605113
479,SDSS-II SN 9326,-3.9339197,0.69513386,-0.813642,5.4313064,-0.06508271,1.5577351,9.58744
480,SDSS-II SN 9424,-2.0674975,9.856703,-0.039690804,-2.7995079,0.042301632,-15.645657,7.6171556
481,SDSS-II SN 9632,1.5080609,5.218152,5.611564,0.6260599,-3.8361173,-7.059704,11.875101
482,SN2005fj,-7.93807,-0.9256925,-8.554496,-0.24633127,-2.6842473,14.133173,1.3210745
483,SN2005gi,-7.542322,7.563603,2.869826,-0.14453395,-11.841452,-1.4371833,2.371273
484,SN2005jq,-3.7131188,-8.964131,0.72417307,7.4466286,-6.420826,10.311834,6.652037
485,SN2005kq,-8.369958,12.278588,-4.02488,4.2550864,3.6143742,5.9293523,2.0270703
486,SN2005lo,-9.017854,3.8394196,4.6124635,-7.8324504,2.4846742,0.10963114,13.370131
487,SN2005ml,-2.7039986,-6.6482134,-2.1033008,6.9857764,-3.215369,15.898404,4.118694
488,SN2005mn,-4.4933877,0.39555717,6.075351,-3.2794485,2.2021782,-9.045781,1.3253919
489,SN2005mp,-5.22278,2.4390483,5.1594896,2.0521576,4.0070763,1.0925977,4.5876837
490,SN2006ft,-8.263962,2.516399,6.502477,6.5140862,3.85798,10.499558,0.24232472
491,SN2006gd,-0.7006528,5.2491407,-12.439259,-6.4664307,0.93585527,-8.070614,-1.0783546
