,SN,0,1,2,3,4,5
552,SN2007qj,0.12977542,-2.3750546,0.6401805,1.3761369,1.0619314,-3.0613472
553,SN2007qs,-0.8378152,-1.4992876,1.1000191,-1.1250693,1.9444104,0.6699043
554,SN2007qu,1.408634,-0.7393043,2.0053966,-0.37269804,-0.38511655,-0.30725434
555,SN2007rg,2.4120338,-2.2783916,0.1303121,-0.7979394,1.1157299,0.49104095
556,SN2007rn,2.0208614,-2.3700142,0.8300263,-0.98527896,0.3348428,-0.856675
557,SN2007rq,1.7477001,-2.213123,1.2720234,-0.94402593,0.12263446,-1.3371323
558,SN2007sl,0.06094442,-2.2634723,0.6116068,1.5963532,1.2093432,-3.8078754
559,SN2007tt,2.2837217,-0.93326336,-0.87290025,0.5973167,4.0931206,1.0263826
560,SDSS-II SN 10480,2.3367338,1.1980733,-1.1783214,-1.1638002,4.2019277,0.83271545
561,SDSS-II SN 13147,1.6893051,-1.73315,-1.089021,-0.4242886,4.183942,-3.5181484
562,SDSS-II SN 13483,-2.6297648,4.420104,3.7703526,-1.6442858,-0.30325013,-1.4644092
563,SDSS-II SN 13820,1.1658185,0.2319569,1.2209555,0.8005974,0.6146974,1.4918141
564,SDSS-II SN 1385,1.5648673,-0.047078006,1.2981414,0.2551492,0.6537804,1.3524776
565,SDSS-II SN 13991,1.3461093,3.9588962,0.8558809,-0.96360314,0.6701651,0.62847495
566,SDSS-II SN 14121,1.1878033,3.4914324,0.7528639,-1.2426615,-0.0551372,1.1823187
567,SDSS-II SN 14262,2.2025363,0.16010194,0.008458663,-0.5722025,2.2923229,1.6105723
568,SDSS-II SN 14415,-2.3702009,2.7672465,3.996126,-1.5979352,-0.35670042,-3.139896
569,SDSS-II SN 14635,0.91647243,-0.21393825,0.35766417,1.956655,1.2094767,1.7742668
570,SDSS-II SN 14833,-1.5202622,4.531839,2.6943812,0.24000818,0.32856715,0.08940373
571,SDSS-II SN 15268,-0.75118256,4.3835673,2.1145873,0.0659383,0.32520106,0.5514896
572,SDSS-II SN 15358,-0.81049764,2.3669536,0.44582888,2.3739161,0.26238573,2.5318751
573,SDSS-II SN 15360,-0.08837194,3.628395,1.9817846,-2.2977812,0.16649574,-0.22703546
574,SDSS-II SN 15418,-1.7482183,4.3569837,2.8669908,-0.7797066,0.6769575,-1.0530155
575,SDSS-II SN 15814,-2.0415447,2.2437701,3.49155,-0.390493,0.4273496,-3.053411
576,SDSS-II SN 16103,2.4132893,-1.9979808,-0.31466582,-1.083364,1.5358151,0.52338195
577,SDSS-II SN 17317,1.9465384,-2.834273,-0.8706546,-0.24157281,2.541588,-2.0180273
578,SDSS-II SN 17337,1.5665805,2.3143764,1.1371765,-0.6637336,0.3186807,0.72345775
579,SDSS-II SN 17585,-0.6634116,3.5067897,0.43064305,1.1352681,0.47399434,2.6739779
580,SDSS-II SN 17925,-0.08985411,1.8070345,2.9785905,-1.1078354,0.38354376,-2.4187577
581,SDSS-II SN 17958,-0.30363703,3.5999646,2.8670318,-0.74408567,0.7711445,-1.6644416
582,SDSS-II SN 18266,1.6964866,1.96898,0.35960397,-0.5267885,1.1424602,1.8844455
583,SDSS-II SN 18360,-3.4602885,4.1016455,4.1123896,0.26617327,-0.1888677,-1.3781459
584,SDSS-II SN 18585,-0.81235874,2.906802,2.6923609,1.6073178,0.27126208,0.1275043
585,SDSS-II SN 18589,0.5712654,0.6698012,2.1260495,0.23814291,-1.3361748,0.5566254
586,SDSS-II SN 18718,-2.5596871,4.266965,3.373167,0.3764923,0.44938073,-1.0292087
587,SDSS-II SN 18836,2.1641045,0.6831136,-0.60918117,0.17858265,3.7914317,1.7127155
588,SDSS-II SN 18914,-0.5003552,4.40392,0.4738349,-0.084116064,0.49264896,1.9042825
589,SDSS-II SN 18970,-0.77862996,-0.48342827,2.2192678,1.207198,0.41950437,-2.158538
590,SDSS-II SN 18986,0.7153202,2.6027174,2.4207983,0.48603702,-0.100835845,0.12591921
591,SDSS-II SN 18993,-1.1734399,2.6442637,0.420496,2.406859,0.34044972,2.5054674
592,SDSS-II SN 19052,1.4222114,2.8945222,2.091595,-1.0620958,0.41855344,-0.3290354
593,SDSS-II SN 19212,1.569094,3.176824,1.4216802,-1.2562417,0.52975774,0.027756995
594,SDSS-II SN 19465,2.2797267,-1.2118782,-0.47889405,-0.8473769,2.5334575,1.0377499
595,SDSS-II SN 19582,-2.331537,4.7904296,3.2428203,-0.03883177,0.02865373,-0.15680979
596,SDSS-II SN 19751,0.38170743,1.0953119,2.9710138,0.7407102,-0.25916952,-0.7917403
597,SDSS-II SN 19848,-1.2501066,0.5970941,3.0496826,-0.8883864,1.7195588,-1.6731128
598,SDSS-II SN 20324,2.320191,-0.06350221,0.057160936,-1.1117992,1.8212717,1.3098805
599,SDSS-II SN 20408,2.3881905,0.61711097,-1.2297001,-1.8046279,3.7467568,0.25544772
600,SDSS-II SN 2128,-2.9223,5.1552143,3.6697857,-0.12990656,-0.43526128,0.11995253
601,SDSS-II SN 21874,-0.13338295,3.8129318,2.1338513,-1.9178447,0.27720308,-0.31245187
602,SDSS-II SN 2401,-0.9085758,1.7884867,3.160547,-0.7939319,0.47974977,-2.9301846
603,SDSS-II SN 2620,-1.4129393,0.101817295,3.226214,-1.0186683,-0.41825834,-4.2370205
604,SDSS-II SN 2621,2.070679,-1.6516978,-1.3960779,-0.92430735,3.9597905,-2.467889
605,SDSS-II SN 3294,2.0197513,-1.3283939,-0.1414126,-0.62408185,4.817679,-4.03688
606,SDSS-II SN 4062,0.85578024,1.5913193,1.0643748,-3.3836744,-0.18536104,-0.14588583
607,SDSS-II SN 6136,2.3391788,-0.8660767,-1.0252728,0.4314983,4.328636,0.8959806
608,SDSS-II SN 6889,-1.9992417,1.7028757,3.6390548,-1.0001494,-0.1091668,-3.5810418
609,SDSS-II SN 706,1.9387633,-2.202202,-1.2388481,-0.4714501,3.519191,-2.564901
610,SDSS-II SN 7762,-3.2776134,4.3132105,4.028047,-0.27182668,-0.20491965,-1.3331547
611,SDSS-II SN 8092,0.6113889,3.3886657,2.6058915,-0.73902506,0.5109395,-0.83656186
612,SDSS-II SN 9132,1.0201527,1.919589,0.9605047,1.0112164,0.752835,2.3739786
613,SN2005fb,0.090885974,0.30835685,2.9215236,-1.0094243,0.82411414,-1.2991745
614,SN2005ga,-0.33099353,-1.8986768,1.2847705,1.341815,0.60176426,-2.3530629
615,SN2005gd,-0.31898957,-0.770578,2.2733455,-0.8609496,-0.2993759,-3.6673515
616,SN2005gp,-0.9425555,-0.08474903,2.8468344,-0.7419599,1.2092102,-1.8815615
617,SN2005hs,-1.3648683,2.4748292,3.09936,-0.0028483642,0.85786676,-2.4774332
618,SN2005hz,0.06129007,-2.4087398,0.55727565,1.5558718,1.0516213,-3.1227393
619,SN2005ij,0.8314904,-2.6438575,1.9088084,0.5200921,0.4466004,-1.5878311
620,SN2005kp,1.056743,-2.7546751,1.9968283,0.2947861,0.43790337,-1.3664368
621,SN2006eb,0.4755377,-2.6054943,0.49257556,1.415041,1.582147,-3.8148878
622,SN2006fn,1.633433,-2.137309,1.6320748,-0.7006698,-0.0786107,-1.4142218
623,SN2006gv,2.0763156,-2.8082445,0.50864017,-0.7437745,0.66442347,-0.8713606
624,SN2006ki,-0.58632666,0.45842537,2.9518998,-0.879917,0.16047408,-3.1875358
625,SN2006kw,-0.017458888,-0.94889873,1.0343127,2.4613671,0.4298484,-0.27243114
626,SN2007ia,0.9834108,-2.9225388,1.2829015,0.22618973,1.0217916,-1.3490955
627,SN2007lw,2.4130483,-0.90895444,-0.28404155,-1.7391131,1.5749115,0.6250219
628,SN2007nz,-2.7447572,4.6448464,3.4315188,0.81131697,0.06712444,-0.1566559
629,SN2007ol,-0.9613209,-0.30859318,2.43505,1.3757708,0.8312463,-2.9217293
630,SN2007sh,1.5463073,-2.0291705,1.7590318,0.37633997,0.4090655,0.3597183
631,SN2008am,-1.0554985,-0.121619664,2.5373054,1.225123,0.7356102,-2.76393
632,SDSS-II SN 1115,0.9419428,1.1171745,-1.7736917,2.09361,0.25357005,2.416352
633,SDSS-II SN 12852,-1.6248332,2.6944327,-0.6680374,0.91677,-2.9226744,-0.5837478
634,SDSS-II SN 13058,2.3237636,0.21708597,-3.2491617,1.2946881,-0.046504147,1.8239456
635,SDSS-II SN 13329,-2.1660783,-1.1605153,-1.9370015,-0.114606276,-1.6445607,3.584874
636,SDSS-II SN 13339,-3.8211305,0.13018392,-1.8499442,-0.18538524,-2.0129783,3.1926436
637,SDSS-II SN 1378,-2.8740697,-0.5601815,-2.1004918,0.31951824,-1.9413216,4.068363
638,SDSS-II SN 13839,-2.4444847,-1.1971686,-1.6712459,-1.2366228,-1.3947579,2.5790362
639,SDSS-II SN 13971,0.2082011,-1.4622538,-1.5405043,0.873848,-1.170077,1.7940747
640,SDSS-II SN 14231,-3.6552513,-0.25907153,-2.0557003,-0.6065519,-2.0972233,2.911802
641,SDSS-II SN 14933,2.4283857,0.4208071,-3.1926098,1.0336958,0.0026542218,1.7774163
642,SDSS-II SN 15448,1.294321,0.8887398,-2.1509774,1.9204401,0.2037834,2.316668
643,SDSS-II SN 15454,-2.937696,0.8912925,-0.8152783,0.8354404,-0.7936137,4.0658345
644,SDSS-II SN 15942,-3.2184262,-0.55367273,-2.6702332,0.5404289,-2.4807,4.364148
645,SDSS-II SN 16739,-3.4327517,-0.027087674,-1.5561512,-0.18956181,-1.6762345,3.2635756
646,SDSS-II SN 17272,-1.4754583,2.2476628,-0.62410206,-0.26147887,-3.074072,-1.3457687
647,SDSS-II SN 17373,3.5605698,-0.8916422,-3.8148994,0.23983836,-0.65241313,0.32827738
648,SDSS-II SN 1782,-3.3956163,-0.381014,-1.6493418,-1.4761808,-1.5659579,2.3429918
649,SDSS-II SN 18824,-3.3748286,0.48799548,-1.5835538,1.0062485,-1.66699,4.4597054
650,SDSS-II SN 18979,-0.09110846,-0.3077317,-0.9523239,2.7466629,-0.46888703,1.5386181
651,SDSS-II SN 18990,-0.8967683,3.6609178,-1.3530622,2.0880365,1.0988466,2.8201888
652,SDSS-II SN 19042,-3.0634954,0.39274195,-0.759297,-0.039337244,-0.86661553,3.4804285
653,SDSS-II SN 19065,-1.3717618,-0.54400456,-4.6785808,0.60593694,-2.3084927,3.1536508
654,SDSS-II SN 19137,0.090648845,1.2101645,1.065629,0.33721802,-1.8469181,1.7727792
655,SDSS-II SN 1919,0.3796995,2.9442334,-0.45763046,-2.1327589,-0.9204349,1.1849045
656,SDSS-II SN 19640,-1.7777708,-1.5224633,-1.8917094,-0.23687047,-1.5534862,3.3822854
657,SDSS-II SN 19778,-2.868566,-0.901227,-2.5543706,0.097535044,-2.2468643,4.0245924
658,SDSS-II SN 20603,0.95935607,1.1205099,-1.7903097,2.0833895,0.24841541,2.4138012
659,SDSS-II SN 20874,-3.2977476,0.31303146,-1.4476417,0.63276935,-1.5900038,3.8822346
660,SDSS-II SN 2118,0.25005597,1.1261516,0.27096397,-3.127396,-1.2686229,0.3718469
661,SDSS-II SN 21402,0.23559672,2.3255155,0.66647893,-2.179054,-1.2736126,1.5929602
662,SDSS-II SN 2766,0.21911635,-1.3260201,-1.38457,0.54344136,-1.19856,1.8443544
663,SDSS-II SN 3050,1.5213994,0.78010416,-2.4117606,1.81224,0.18171819,2.240011
664,SDSS-II SN 5392,2.533338,0.44293022,-3.179579,0.71133184,-0.069215775,1.7194693
665,SDSS-II SN 5669,-3.689192,-0.031925093,-2.0556042,0.37691236,-2.3134818,3.5773828
666,SDSS-II SN 5806,-3.6020875,-0.27981454,-1.9935696,-1.3008759,-1.8646454,2.5073526
667,SDSS-II SN 8280,-3.6604729,0.1389044,-2.1521995,0.82789695,-2.3091075,4.208293
668,SDSS-II SN 9562,-1.7090307,3.008296,0.17923507,2.1103528,-0.8579461,1.0404758
669,SN2005ed,-2.7805402,2.21998,-0.7039698,0.82049096,-4.4913116,-2.8473232
670,SN2005fa,-2.5484593,-1.1481162,-1.6635371,-1.3976288,-1.3950188,2.4529972
671,SN2005fm,1.8582308,-0.17749691,-4.56095,0.29149094,-0.5713532,1.0269305
672,SN2005hj,-3.8078039,-1.1200913,-1.7182314,0.055589844,-2.8782823,1.2310451
673,SN2005hl,-2.423854,-2.142388,-1.2729759,-0.3781813,-2.539669,1.8541042
674,SN2005hn,-3.7951095,-0.25820288,-2.2377565,-0.9846509,-2.2078676,2.5337162
675,SN2005hr,-4.1227584,0.07614627,-2.5189612,-0.093584195,-2.7715547,2.3015697
676,SN2005jp,-1.3710021,-0.54382133,-4.6791863,0.60648656,-2.3083694,3.1529078
677,SN2005ld,-2.2046533,-1.9514302,-1.4623963,-0.83898526,-1.6315252,2.1168542
678,SN2005le,-0.213979,-2.9208791,-2.7231824,-0.38965243,-1.2428027,-1.3687974
679,SN2006V,-4.41427,0.01125069,-3.0056074,0.579794,-2.775799,1.1701516
680,SN2006au,-3.3666155,0.07008077,-1.5032667,1.0915405,-3.020142,1.3955864
681,SN2006fd,-2.6394162,-1.9838146,-1.5294191,-0.88984066,-1.865809,1.9044359
682,SN2006fy,-2.4120204,-0.978145,-1.0779783,-0.43877044,-2.6038313,-2.4533894
683,SN2006hl,-2.9835534,-1.1590695,-2.8924375,-0.37706122,-2.4790468,3.6115685
684,SN2006ht,-4.059217,-0.10388231,-2.72969,-0.45442015,-2.8104827,2.2555187
685,SN2006hx,-3.809287,-1.0512625,-1.7145053,0.086786084,-2.8292096,1.1932293
686,SN2006ji,-1.9458637,-0.9288489,-0.96867335,0.1978707,-1.4983102,-1.424312
687,SN2006lc,-3.398269,-1.5023775,-1.5834936,-0.0663025,-2.904502,1.5529927
688,SN2006oa,-3.7219095,-1.0152956,-1.7544311,0.0031090449,-2.8141952,1.5025387
689,SN2006ob,-4.007603,-0.14134507,-2.5366907,-0.09571354,-2.817971,2.0346446
690,SN2006oc,1.986429,-0.5510353,-2.585516,-0.45437548,-0.92039853,1.8825321
691,SN2006oj,-3.0764275,-0.50893074,-1.6211232,-1.6350114,-1.3774934,2.3788157
692,SN2006ps,-1.9530087,-0.7040094,-2.0073867,0.85032004,-0.9619401,-1.1040025
693,SN2006qq,-3.4949226,-0.3292545,-1.4301147,0.85547495,-2.748121,2.178089
694,SN2007gt,-4.066933,-0.21179903,-3.02662,-0.883619,-2.8683004,2.3754654
695,SN2007ht,-1.5727168,-1.73472,-1.1827134,0.7999155,-2.2855644,-3.894935
696,SN2007hx,-2.6118894,-2.334234,-1.4209402,-0.8095845,-1.7497609,2.2219243
697,SN2007ic,-0.3003556,-2.4546223,-1.0245268,1.5872388,-1.4715483,-3.8423555
698,SN2007jk,-0.10681017,-2.9086812,-2.7837405,-0.5271483,-1.2302492,-1.4155457
699,SN2007kl,-3.236852,-0.55474365,-1.7260461,-0.8008174,-1.7220688,2.8346462
700,SN2007lg,-2.0615425,-2.2243083,-1.1727648,1.0714029,-1.9550017,-2.6772623
701,SN2007ma,-2.527538,-2.117907,-1.445364,-0.8019544,-1.7997315,2.1044095
702,SN2007mb,-0.98983026,0.672143,0.049218833,-1.034958,-1.5528401,-0.018838802
703,SN2007nd,-3.8283532,-0.24685936,-2.4294524,-0.9374077,-2.334444,2.6045754
704,SN2007nf,0.7435381,-2.8712459,-3.2625237,-0.96676284,-1.2222104,-1.7412266
705,SN2007px,-2.6163616,-1.9748863,-1.4507926,-0.83292526,-1.8570926,2.0159059
706,SN2007pz,-1.6636001,-1.6874833,-1.892794,-0.17972721,-1.5960479,3.332787
707,SN2007ql,-1.2114782,-1.7178713,-1.249158,0.5252141,-2.3486154,-3.4869747
708,SN2007qt,-3.5295396,-0.2890391,-1.5325668,-1.2990482,-1.5941732,2.3403416
709,SN2007ra,-2.7194304,-2.0378988,-1.4028096,-0.7185435,-1.9967774,1.9785068
710,SN2007se,-0.29570207,-2.034653,-1.950057,-1.6223483,-1.1037135,-0.00513944
711,SN2008J,-2.4868212,1.4536313,-2.901132,1.2099557,-2.152536,1.4103842
712,SN2013bh,-3.1244304,-2.4960313,-1.1738441,-0.6997651,-1.9263756,2.1188583
713,SDSS-II SN 16142,0.44955832,3.1494443,-0.55200577,-1.9133724,-0.8463158,1.1927876
714,SDSS-II SN 18321,-3.1043522,-0.93803436,-3.0703125,0.2090276,-2.6801383,4.215115
715,SDSS-II SN 2632,-0.53222865,1.9306703,0.31277803,-0.39191025,-1.6995131,0.3959998
716,SDSS-II SN 6075,0.24196425,2.8320973,0.6373336,-0.88504505,-0.9719379,1.9312718
717,SN2005fr,-3.7160058,-0.20423089,-2.0288372,-0.8950967,-2.0203297,2.7154238
718,SN2005gf,-1.8089274,-1.4256791,-1.8998259,-0.38617286,-1.4817353,3.377223
719,SN2005if,-0.8702057,-2.724446,-0.91484857,-1.1125519,-1.9801888,1.1210222
720,SN2007kw,-1.9880688,1.5135881,0.5767652,-0.42751715,-2.7503378,-0.6806292
721,SN2007lz,1.8587195,-0.055258185,-2.190761,-0.8880923,-1.0204314,2.078688
722,SDSS-II SN 10299,1.5795599,-1.0144379,-2.5998018,0.55589175,-1.0278562,2.1150224
723,SDSS-II SN 11092,-1.2713529,-3.3421297,-0.82754797,-0.32509607,-1.4917532,-1.3129756
724,SDSS-II SN 1164,-0.047060262,-2.9261804,-1.872953,2.2799945,-1.0392984,-1.1877193
725,SDSS-II SN 13131,-1.1686659,3.8724945,-1.8414438,2.2251258,0.09898707,3.2110894
726,SDSS-II SN 13413,-1.0121511,3.475197,-1.8887707,2.501432,-0.046424955,3.1774836
727,SDSS-II SN 14137,0.5100952,-0.18390742,-1.330646,1.9263148,-0.9180794,2.1358566
728,SDSS-II SN 14304,-2.5407856,-0.9554345,1.4834996,-1.6141543,1.4509847,1.5015795
729,SDSS-II SN 14455,-1.1030389,3.1679473,-0.30123693,0.7052705,-2.4531813,0.10970006
730,SDSS-II SN 14470,-0.28802216,-2.956791,-2.517706,1.3972145,-1.2168677,-1.5181527
731,SDSS-II SN 14499,-0.18613313,2.320508,-0.4810776,2.3806877,-1.1430395,2.109852
732,SDSS-II SN 15696,-1.5026121,-0.77553046,0.53004247,-2.31916,0.07191421,0.67845315
733,SDSS-II SN 16172,0.8586431,-0.70782524,-1.8351952,1.4792253,-1.1326425,2.1948986
734,SDSS-II SN 16199,-2.491372,-0.95860445,1.4903351,-1.5842805,1.4719003,1.48892
735,SDSS-II SN 1631,-1.1665776,3.6085505,-1.7887504,2.4770916,0.09478485,3.1778307
736,SDSS-II SN 16433,-1.2393326,1.5517845,0.26979306,2.510721,-1.1221802,0.5033169
737,SDSS-II SN 16603,-0.3538089,0.71156615,0.2291423,-0.38191652,-1.2321292,0.20386441
738,SDSS-II SN 17703,-0.30236483,-1.4574966,-1.8406471,-2.4272168,-1.2492796,-0.6958742
739,SDSS-II SN 17739,1.7226282,-0.7112662,-2.697061,1.0213604,-1.0489428,2.3401194
740,SDSS-II SN 17777,0.21974953,3.2590365,-0.8733569,1.2741343,-0.94555086,2.3444438
741,SDSS-II SN 17910,1.672819,0.0015686273,-2.020513,0.7651022,-1.4000756,2.6270635
742,SDSS-II SN 18324,2.306272,-1.7829093,-3.6271532,0.06860817,-0.7973011,0.40277058
743,SDSS-II SN 18447,-0.3415919,3.6134949,-1.4570876,1.7179376,-0.37775335,2.7997983
744,SDSS-II SN 18733,-1.9028206,2.3390431,-0.7534387,1.0623319,-3.1375823,-0.97276807
745,SDSS-II SN 18831,-0.47343808,2.4517019,-0.6375468,2.7417507,-1.2402041,2.143168
746,SDSS-II SN 18978,2.301562,-0.05555389,-2.5816176,-0.11236163,-1.119671,2.165208
747,SDSS-II SN 1903,0.28894636,-1.563089,0.055217095,-0.49732006,-1.4006896,-4.3299413
748,SDSS-II SN 19319,1.9158126,-0.45417568,-3.109471,1.5567731,-0.51703304,2.1553109
749,SDSS-II SN 19332,-0.74430084,3.6834667,-0.10778,0.430602,-2.2214196,0.5561761
750,SDSS-II SN 19769,0.1402556,-0.42283946,-0.84776855,-0.72941566,-1.2171664,1.3420633
751,SDSS-II SN 20046,-1.011253,-1.1508335,-2.9614623,1.1061981,-0.66911596,-0.3475396
752,SDSS-II SN 20104,0.25169185,0.3349894,-1.1886735,2.5986624,-0.55538845,2.1289673
753,SDSS-II SN 20295,-0.83934087,2.868186,-0.39361772,1.9150126,-1.5112607,1.2711805
754,SDSS-II SN 20925,0.26418164,2.7057855,-0.5905193,1.4043579,-1.4207132,2.0841026
755,SDSS-II SN 2468,-1.2299559,3.455732,-0.5082876,0.5098258,-2.8809817,-0.2757241
756,SDSS-II SN 2734,-0.40689906,-3.0568213,-1.9369133,-0.9579009,-0.755291,-0.058048304
757,SDSS-II SN 3118,-1.164136,-2.552079,-1.621993,0.48326263,-1.375435,-1.1514903
758,SDSS-II SN 3205,-1.3274109,1.1841676,-0.96748555,0.6701862,-2.9831288,-2.2578893
759,SDSS-II SN 3508,0.23464349,1.706436,-1.7900373,2.4913008,0.14656125,2.7087693
760,SDSS-II SN 4322,0.43347877,-2.4018862,-3.7254784,-0.8499938,-0.6184206,0.2777909
761,SDSS-II SN 5339,-2.467926,-0.970369,1.4599243,-1.5794717,1.426531,1.4784775
762,SDSS-II SN 5858,-1.9472711,1.95509,-0.42077488,0.85933423,-3.07036,-1.2742444
763,SDSS-II SN 5877,0.73521686,1.0480015,-0.61610854,1.2419517,-1.5261894,2.0939922
764,SDSS-II SN 6282,0.5500653,1.9030839,0.87124985,-2.0836024,-1.9857577,1.0753124
765,SDSS-II SN 7017,-1.9265736,-1.2808689,0.83412015,-1.6331385,0.6888501,0.96748126
766,SDSS-II SN 7099,0.01896282,-2.6553223,-1.6988797,1.3176283,-1.6403792,-3.0290523
767,SDSS-II SN 7357,-2.6807,-0.9189653,1.4876449,-1.670506,1.4145919,1.6078801
768,SDSS-II SN 7417,-1.9952437,0.03904206,0.047332894,0.4163724,-1.8601333,-1.4651512
769,SDSS-II SN 7802,-1.0405042,3.3016472,-0.29407942,0.7413493,-2.406354,0.22497389
770,SDSS-II SN 7864,-1.0117828,0.68307036,0.52174985,0.44524568,-1.4119728,-0.15738042
771,SDSS-II SN 8555,2.7083077,-1.1669106,-3.624136,0.11458555,-0.75021696,0.8822198
772,SN2005ei,-1.0327473,-1.4613703,-0.30288333,-0.7157776,-0.99303025,1.2152737
773,SN2005em,-0.9875938,-1.3607713,-1.0904756,-0.025077764,-3.3150127,-2.780351
774,SN2005gb,-1.4651285,-2.233352,0.5791982,-0.6689816,-1.7049874,0.55292624
775,SN2005hk,-2.2905288,1.6262771,-2.78813,1.3499984,-2.1163666,1.273782
776,SN2005hv,-2.1700633,-1.5242682,0.6932948,-1.9487015,0.67737436,0.314817
777,SN2005hy,-1.2976952,-3.2690728,-0.8775414,-0.55512816,-1.3896648,-1.271724
778,SN2005ir,-1.2099351,-2.8288019,-0.303713,-0.15804732,-2.7771327,-1.6614915
779,SN2005jr,-0.49194863,-1.3827872,-0.93267536,1.2967811,-1.108932,1.0091887
780,SN2005kj,-1.1801778,2.6400487,-2.2415857,1.8445468,-1.6684061,1.5036008
781,SN2005kr,0.8548427,-2.7575026,-2.7006865,1.1136773,-1.524294,-2.2630584
782,SN2006eq,-1.342718,-2.9362555,-0.2155379,-0.6140709,-2.3331409,0.3107516
783,SN2006fc,-1.6876837,-1.2212307,0.56231105,-1.7226363,0.23956604,0.98887104
784,SN2006fh,0.7667226,-2.375269,-0.6269979,0.77249604,-0.98100156,-5.2087502
785,SN2006fm,-0.67787033,-2.3584018,-0.6327913,-0.108431384,-2.5212011,-3.1006186
786,SN2006fz,-0.2774883,0.59662807,-0.31551516,-0.43574733,-0.8351959,-0.6214404
787,SN2006gn,-1.6320527,-2.1080623,0.14025378,-0.6442886,-1.1274298,0.31460276
788,SN2006iz,-0.641257,-0.54948825,-1.2956733,0.23915417,-2.8097472,-3.099535
789,SN2006jq,-1.6573848,-2.0161078,0.16614549,-1.2663537,-0.50343436,0.4518479
790,SN2006jt,-1.7360263,-2.1618009,0.125239,-1.4538931,-0.15915042,-0.0760588
791,SN2006ls,-1.1839137,-3.2896438,-0.80750394,0.1506254,-1.7390132,-1.6859205
792,SN2006mn,0.48136452,1.1937017,1.0584546,-1.9661015,-2.060323,0.7154859
793,SN2006mw,0.831565,-0.06775855,-1.3109972,1.73806,-1.2705454,2.4070385
794,SN2006ne,-2.6085954,-0.9398861,1.4265401,-1.6397829,1.3264813,1.6084359
795,SN2006pl,-0.29542863,-1.8593068,-1.6506895,1.5121509,-1.1037531,0.7876006
796,SN2006pp,-0.71774065,2.8028467,-0.28547823,1.5088077,-1.784486,0.98223233
797,SN2007hz,-1.761563,-1.9419117,0.35422724,-1.5599883,0.17065166,0.07260528
798,SN2007ix,-1.7225964,-1.6476532,0.5142058,-1.6763334,0.4621588,0.2091233
799,SN2007jd,-2.754228,-1.6963179,-0.9242127,-0.5062618,-1.6988747,-0.8522371
800,SN2007jg,-1.4737444,-2.773202,-0.15730812,-0.23008695,-3.1016247,-1.2179228
801,SN2007jo,-0.76861835,-2.403654,-0.5224584,-0.2122465,-2.5535145,-2.9976506
802,SN2007jt,-1.7775663,-2.1192958,0.3173581,-1.5708759,0.20943944,-0.19954005
803,SN2007ju,-1.4882675,-2.7524943,-0.19236349,-0.23954616,-3.0461226,-1.189215
804,SN2007ks,-1.6730855,-1.9014595,-0.013630391,-0.5002619,-0.9444465,0.14178132
805,SN2007lq,-1.2412971,-3.2229552,-0.9645621,0.1468236,-1.5807672,-1.5927948
806,SN2007mh,-1.5707666,-1.5362856,-0.33583382,-0.102588765,-1.0460391,0.008251272
807,SN2007mi,-0.86247087,-0.9421469,-0.25539947,-0.6572611,-1.0508918,0.95967656
808,SN2007mm,-2.2353573,1.5035017,0.081712514,0.35798395,-3.0757105,-1.3996456
809,SN2007mn,0.6762826,-2.178028,-0.4828641,0.45427823,-1.2133226,-5.0994296
810,SN2007oi,0.5898222,-0.7097012,-1.6490332,1.7396226,-1.059845,2.0660279
811,SN2007pt,1.5266821,-1.9448589,-3.346607,-0.3509687,-0.76833194,0.46190357
812,SN2007pu,-1.3603042,-2.9817948,-0.25352666,-0.37501466,-2.4536188,-0.6572611
813,SN2007pv,-0.55742097,-1.5338618,-2.1158261,1.72134,-0.92037076,0.55798936
814,SN2007qi,-0.5154741,0.6529359,0.16138603,-0.49482584,-1.2362216,0.15085249
815,SN2007rk,0.084033124,0.44419873,-1.1707867,2.8675594,-0.52725905,2.0902393
816,SN2008ax,1.08043,-3.4337475,2.1369197,-1.5934607,0.09186086,0.6202086
817,SN2009N,0.11320017,1.5860083,-0.73938525,2.1396062,-2.731411,1.0644413
818,SN2010gx,-2.2268836,-1.7417712,-0.7846095,-0.22579996,-3.0869865,-1.2446657
819,SDSS-II SN 10559,1.0030859,-0.8011477,-2.0379665,1.4295595,-1.1198452,2.1985507
820,SDSS-II SN 18399,0.30782565,2.1678905,-1.7393066,2.090253,0.36797762,2.8094068
821,SN2005gw,-1.8100424,-1.6019064,0.6402851,-1.7280265,0.66742706,0.20115013
822,SN2005ht,-1.8005768,-1.6308798,0.60689205,-1.7402003,0.62787354,0.21925348
823,SN2005ii,-0.7765453,-0.3551488,-0.6749925,-1.1087544,-1.3223249,0.35677534
824,SN2005ja,0.18282819,-2.5165799,-2.4625726,0.5793129,-1.0532188,0.7566341
825,SN2005jc,-1.5666182,-0.75808036,-0.5602592,-0.43243182,-1.2674122,-0.46034372
826,SN2005jn,-2.0083644,0.21931589,0.169164,0.5876838,-1.9555225,-1.5505725
827,SN2005js,-1.1635575,1.2176583,-0.030776273,-0.6894302,-1.9676565,-0.3578529
828,SN2005jw,-1.0761708,2.022797,0.09237992,-0.15948953,-2.2055242,-0.09558728
829,SN2005mi,0.4747044,-1.3194748,-1.613658,-0.7619041,-1.0804948,1.4132447
