,SN,0,1,2,3,4,5
276,SDSS-II SN 15914,0.14408031,0.78076756,1.3903013,1.5309651,-0.15645249,1.155433
277,SDSS-II SN 15944,1.0121047,2.4006839,2.7165434,-0.37107968,0.2281642,-0.8313155
278,SDSS-II SN 16091,1.4426904,-3.0644264,-0.3898504,0.72309285,2.023065,-2.2165377
279,SDSS-II SN 1622,2.3032122,-2.7467685,-1.0193802,-0.5397995,2.5333416,-0.98390526
280,SDSS-II SN 16412,-0.03524806,-0.66096866,0.8323555,2.6585934,0.3953811,0.19389722
281,SDSS-II SN 16436,-1.232273,1.3583145,0.48997927,3.3128543,0.646245,2.1567957
282,SDSS-II SN 16455,2.4149806,-0.59232163,-1.4975034,-0.39823717,4.9252553,-0.31075907
283,SDSS-II SN 16582,-1.8077908,4.0354548,3.0777822,-0.17101732,0.8230624,-1.530196
284,SDSS-II SN 16768,2.2907937,-0.7507746,-0.957779,0.7364766,4.3630023,1.0564741
285,SDSS-II SN 16838,1.0660363,-2.725017,1.7484182,0.23228633,0.53504205,-1.4326876
286,SDSS-II SN 16977,2.3680975,0.16692212,-0.9779255,-0.6108159,4.105684,1.0643495
287,SDSS-II SN 17219,1.1310154,-2.2974212,0.0025255275,-0.20570765,2.0226917,-3.2346306
288,SDSS-II SN 17303,2.107574,-1.7446195,-1.3584838,-1.1289374,3.5974803,-2.3002124
289,SDSS-II SN 17330,2.0658917,-0.13735516,1.0351989,-2.0950718,0.30262297,-0.045580458
290,SDSS-II SN 17396,2.320467,-1.6599435,-0.9733826,0.5757338,3.867117,0.5283325
291,SDSS-II SN 17422,1.4486718,1.3908406,0.7236728,-0.65341675,-1.0777677,-1.7654883
292,SDSS-II SN 17465,0.58551943,1.0385619,2.8140795,0.43746057,-0.31472746,-0.6971906
293,SDSS-II SN 17466,1.9301355,-2.6936147,-1.1266214,0.6828293,3.4197352,-1.7127109
294,SDSS-II SN 1750,0.31354195,2.4320512,2.777366,-1.3428541,0.40222856,-1.8591384
295,SDSS-II SN 17508,1.8321384,-3.2289772,-0.10921959,0.40584376,1.8685672,-1.4119214
296,SDSS-II SN 17539,-0.24310158,-0.7938639,2.2349455,-0.90749866,-0.3059678,-3.5958307
297,SDSS-II SN 17542,-0.46793514,-0.7106505,2.1166358,1.121233,0.15860397,-1.7948108
298,SDSS-II SN 17620,0.9026974,-3.094877,-0.44420373,1.5120904,1.689405,-2.3729541
299,SDSS-II SN 17662,1.9070075,2.4436119,-0.004655081,-0.5901968,-1.4833609,-1.1051817
300,SDSS-II SN 17667,1.5635176,-1.9513427,-0.91903055,-0.40799475,3.744073,-3.6004798
301,SDSS-II SN 17682,1.6073107,2.693283,1.9648149,-1.0558623,0.3929075,-0.17368586
302,SDSS-II SN 17729,2.0097356,-2.023801,0.9722083,-0.013886872,0.41903284,0.51060694
303,SDSS-II SN 1773,2.2959516,-0.5785002,-0.95239294,0.6261977,4.373406,1.1192111
304,SDSS-II SN 17748,2.0654948,-1.600324,-1.3378006,-1.2059218,3.7079859,-2.491198
305,SDSS-II SN 17789,-0.40864572,-1.129281,2.402282,-0.1708464,0.07466736,-3.423479
306,SDSS-II SN 17816,-0.59237546,3.3153107,2.7097294,1.1318246,0.28588083,0.06450286
307,SDSS-II SN 17853,1.1326927,3.0719986,2.3548496,-0.6435176,0.38075766,-0.3692619
308,SDSS-II SN 17894,2.3710175,0.6423827,-1.1441513,-1.1348095,4.102516,0.7489679
309,SDSS-II SN 17906,-0.67112744,0.86266565,3.0837052,-1.0651088,0.113422684,-3.3594534
310,SDSS-II SN 17928,-1.7170069,-0.068815805,3.3969145,-1.0217505,-0.5828668,-4.5394597
311,SDSS-II SN 17952,1.7483712,-3.1817737,0.15456884,0.36605692,1.5707598,-1.2287872
312,SDSS-II SN 17997,-2.2847364,3.8864675,3.2915945,-0.22893573,0.7414324,-1.8481804
313,SDSS-II SN 18058,2.3178928,-2.2139578,-1.3963218,-0.5518829,3.525675,-1.2881001
314,SDSS-II SN 18067,0.5708282,1.2541575,2.8640952,0.5294863,-0.26624173,-0.6627971
315,SDSS-II SN 18075,-0.1489307,3.5595627,0.6263981,0.37694296,0.18070585,2.1802511
316,SDSS-II SN 18077,2.0490575,0.54743403,0.2883263,-0.3990834,1.8406667,1.7261276
317,SDSS-II SN 18101,0.93491834,0.38201508,1.2552332,1.0127727,0.528776,1.5141125
318,SDSS-II SN 1821,2.3985064,-2.005613,-1.4896789,0.20656475,4.3131523,-0.5527304
319,SDSS-II SN 18226,-0.5093343,2.0949016,3.0951421,-1.1594225,0.4161421,-2.6689487
320,SDSS-II SN 18243,2.2617693,-0.39427045,0.80360734,-1.8082036,0.58983827,0.33340484
321,SDSS-II SN 18253,0.040882528,1.7657162,1.3891784,1.6180054,-0.086996235,1.8333126
322,SDSS-II SN 18273,2.2688794,-0.3099001,-0.6357302,0.027243704,3.7250478,1.4635775
323,SDSS-II SN 18276,2.4185624,-0.64927715,-0.2719772,-1.8313555,1.7405838,0.6821895
324,SDSS-II SN 18301,2.4091918,0.06589477,-1.2670367,-0.6169729,4.547179,0.5758601
325,SDSS-II SN 18331,1.8047115,1.9413817,0.38415515,-0.6635078,-1.3213161,-1.8961782
326,SDSS-II SN 18376,1.0396081,0.18579434,1.4647048,0.69779885,0.28015643,1.1847055
327,SDSS-II SN 18387,2.286694,-2.1461067,-1.1187383,0.6007576,3.802921,-0.14576419
328,SDSS-II SN 18405,2.4298491,-1.5512484,-1.4827971,-0.1829302,4.3635807,-0.44948238
329,SDSS-II SN 18454,2.3588755,0.2659788,-1.0818834,-0.3883735,4.374436,0.9939184
330,SDSS-II SN 18479,2.2710109,-1.0790986,-0.67365783,-0.98363256,2.9481266,0.95841706
331,SDSS-II SN 18593,-0.29055068,-1.4203622,1.8268927,1.0284362,0.3090486,-2.0461645
332,SDSS-II SN 18598,-1.7676497,-0.15616098,3.4357455,-1.072164,-0.66574013,-4.652526
333,SDSS-II SN 18647,2.366516,-2.1763384,-0.569608,-1.016566,1.8801174,0.31853172
334,SDSS-II SN 1866,1.9221653,-2.9891663,-0.6739635,0.016944882,2.3620634,-1.7950727
335,SDSS-II SN 18664,2.166323,-1.1950076,0.22340433,-0.68827647,5.099713,-4.220177
336,SDSS-II SN 18743,2.2222035,-0.09524405,0.060934678,-0.5928354,2.1357088,1.549123
337,SDSS-II SN 18848,-2.063218,3.9747996,3.124982,0.24264751,0.8074314,-1.4193783
338,SDSS-II SN 18898,-0.40985182,-0.93202084,1.5960126,-0.18383983,1.5916638,1.4174021
339,SDSS-II SN 18917,2.2749436,-0.42296207,0.6318746,-1.9391367,0.66404766,0.27326617
340,SDSS-II SN 18935,2.431559,-1.6163691,-1.4519131,-0.23840272,4.2265563,-0.40467268
341,SDSS-II SN 18943,0.35789225,1.6329957,-0.89048713,1.9443076,1.4767534,2.754882
342,SDSS-II SN 18971,1.9055947,1.2724069,1.2622012,-2.2351115,0.30409414,0.32063133
343,SDSS-II SN 18973,0.62666875,3.5126648,2.4860132,-0.23807833,0.34085217,-0.16622218
344,SDSS-II SN 18983,1.8881054,-1.1465713,1.4910761,-0.21193123,0.13310705,0.744928
345,SDSS-II SN 19059,2.3925166,-0.20490612,-1.0249738,-0.5120629,4.1654124,0.9746868
346,SDSS-II SN 19189,2.0426002,-0.94392353,0.049323723,0.89437085,2.7083502,1.5930109
347,SDSS-II SN 19209,1.9336674,-0.69983727,0.28357992,0.27932394,2.4255466,1.8175175
348,SDSS-II SN 1921,-2.4557703,3.8429246,3.36288,0.12265325,0.67064565,-1.7310606
349,SDSS-II SN 19344,2.2494686,-1.2881855,-1.5799788,-0.5242388,4.805415,-1.8586321
350,SDSS-II SN 19399,-1.4445337,0.0016246869,2.695029,0.1932805,1.1422263,-2.2796922
351,SDSS-II SN 19428,1.3409779,-0.038369022,1.7406511,0.07770744,-0.020331863,0.74157107
352,SDSS-II SN 19434,2.51022,-2.25557,-0.014022809,-0.75243396,1.3211871,0.72201747
353,SDSS-II SN 19461,1.9563814,-0.97081167,1.3291618,-0.049891803,0.2322147,0.9039091
354,SDSS-II SN 19467,2.2531755,-1.9732844,-0.64643276,0.16117552,2.9403417,0.561977
355,SDSS-II SN 19538,0.7356125,-1.391233,1.909951,0.5201561,-0.2740335,-0.7796327
356,SDSS-II SN 19539,1.5875027,-1.801547,-0.74736226,-0.80683506,3.361471,-3.4943922
357,SDSS-II SN 19683,-0.35604358,3.8012595,2.6164858,-1.417571,0.5538102,-1.1470973
358,SDSS-II SN 19721,1.3676529,-0.3699358,1.8994424,-0.72924215,-0.7261366,-0.06963323
359,SDSS-II SN 19723,1.7995156,-3.2981145,0.014720586,0.54301924,1.8073413,-1.4276124
360,SDSS-II SN 19776,-0.36696857,3.985967,2.3722417,-1.5489107,0.38572952,-0.51527065
361,SDSS-II SN 1980,1.2251972,0.514683,2.106651,-1.3956352,-0.32512042,-1.0110513
362,SDSS-II SN 1982,-2.0094833,3.2636902,3.282363,-0.19287424,0.7766543,-2.2923672
363,SDSS-II SN 1991,1.708265,-1.746264,-1.0828356,-0.5175864,4.040276,-3.3886955
364,SDSS-II SN 19986,0.86253303,3.237808,2.556985,-0.4014795,0.3943589,-0.48757133
365,SDSS-II SN 19987,-2.283914,2.1101108,3.3864977,0.26424608,0.69810647,-2.947013
366,SDSS-II SN 20216,1.6937246,-0.35502282,0.8755188,0.42416808,1.2664891,1.5434047
367,SDSS-II SN 20231,-1.1765612,3.615357,-0.015218881,1.6167924,0.74510646,2.8586545
368,SDSS-II SN 20251,2.1412053,0.52412707,-0.58229005,0.4413495,3.827022,1.7562318
369,SDSS-II SN 20257,0.927245,1.4770726,1.8196417,-0.9948913,-1.7849836,1.2951572
370,SDSS-II SN 20369,2.009376,-0.51338136,0.38773337,0.08634094,1.8549932,1.5788219
371,SDSS-II SN 2041,1.3468673,-2.5517569,1.505909,-0.027816197,0.32848117,-1.4619488
372,SDSS-II SN 20411,-3.4420633,3.5278606,4.2517033,-0.14022,-0.20738097,-2.181166
373,SDSS-II SN 2042,2.3705456,-2.014026,-1.3159875,0.35102215,4.0840054,-0.30647606
374,SDSS-II SN 20467,1.5578779,-1.5044861,0.25401562,1.6867954,2.0153618,1.0022452
375,SDSS-II SN 20491,0.5693303,-2.925254,-0.21719085,1.6745713,1.4025277,-2.647535
376,SDSS-II SN 20497,0.6285705,1.3995509,2.662843,0.59632623,-0.36965102,-0.26857883
377,SDSS-II SN 20590,2.1986747,-0.39216372,-0.34927738,-0.11830597,3.1812732,1.5581179
378,SDSS-II SN 20591,-2.3322163,1.9188372,3.2044806,0.78615296,0.79835695,-2.8008745
379,SDSS-II SN 20613,2.6514063,-1.0404994,-1.1401076,-0.11533856,4.534152,1.4547248
380,SDSS-II SN 20646,2.3020675,0.33313087,-0.54884076,-0.7830677,3.337554,1.4213617
381,SDSS-II SN 20721,-0.6211727,2.2825484,3.112056,-1.0266422,0.5018727,-2.6098151
382,SDSS-II SN 2078,-0.21116088,2.8624759,3.230781,0.07292739,0.5025953,-1.488688
383,SDSS-II SN 20791,-2.3683982,2.7822804,3.8654299,-1.1585064,-0.086705044,-3.0081217
384,SDSS-II SN 20805,-1.8428117,3.9548855,2.9943144,-0.97886133,0.823106,-1.7344853
385,SDSS-II SN 20820,1.9399402,-1.8064635,1.1329737,-0.15308578,0.20881167,0.49348363
386,SDSS-II SN 20842,-3.4552138,3.5124516,4.2461147,-0.04291226,-0.19270109,-2.1562471
387,SDSS-II SN 20861,1.3217582,1.6701801,0.54671425,0.7750989,1.2524285,2.4010465
388,SDSS-II SN 20870,-0.7686032,2.0915992,3.1655395,-1.0055794,0.44831297,-2.7749696
389,SDSS-II SN 20895,-2.3899603,3.2454298,3.4243042,-0.007103747,0.7050438,-2.3615396
390,SDSS-II SN 20916,1.4619663,2.7970278,1.9983038,-0.761767,0.2709039,0.09697231
391,SDSS-II SN 2093,1.8511463,-0.86559796,0.21444936,0.9615156,2.2778437,1.5508561
392,SDSS-II SN 20953,-2.6800966,4.70716,3.4764483,0.11737166,-0.013131784,-0.38635015
393,SDSS-II SN 20956,-1.6974893,3.9975636,3.0034459,-0.107774496,0.8461253,-1.4334272
394,SDSS-II SN 20969,0.6249898,2.6058452,1.1324116,-2.5629926,-0.96761423,1.3347542
395,SDSS-II SN 21081,-1.0871903,4.179301,2.7901366,-0.64979464,0.6816145,-1.0464892
396,SDSS-II SN 21356,-1.998015,2.476932,3.2080343,0.3377716,0.84293836,-2.5731854
397,SDSS-II SN 21359,0.9215599,1.7307564,1.6620888,-0.732171,-1.8934466,1.4624411
398,SDSS-II SN 21381,-1.9390358,1.7330793,3.1978867,0.30081958,0.6906039,-2.9706697
399,SDSS-II SN 2148,-2.4592102,3.0065143,3.320143,0.52023786,0.836799,-2.3159983
400,SDSS-II SN 2149,2.3332,-2.3656697,-0.5517641,-1.0368228,1.7477905,0.09728094
401,SDSS-II SN 21553,-2.7948766,5.072121,3.6352832,-0.44679773,-0.39193264,-0.09641085
402,SDSS-II SN 21709,-0.19944282,-0.5874105,2.6604164,-0.2713766,0.19731331,-2.4382055
403,SDSS-II SN 21711,0.6910535,-2.5519888,1.2511398,0.3595131,0.88132066,-2.2108579
404,SDSS-II SN 2244,-1.1218182,-0.91583514,1.6035509,1.518665,0.8151893,-2.8076074
405,SDSS-II SN 2325,-0.36460507,3.5328815,2.8790636,-0.817754,0.73559666,-1.6927372
406,SDSS-II SN 2464,1.9469746,-2.599322,-1.1795474,0.31779104,3.4281957,-1.9890958
407,SDSS-II SN 2615,-2.95445,4.594085,3.8709624,-0.9345698,-0.3006819,-1.1046904
408,SDSS-II SN 2630,2.422013,-2.6274037,-0.94943964,-0.8426299,2.3105834,-0.5717093
409,SDSS-II SN 2808,2.2389982,-0.59987193,-0.0062590055,-0.61983824,2.085002,1.3894215
410,SDSS-II SN 2912,1.8075391,-3.1579576,-0.32731253,0.4352437,2.0601711,-1.5398557
411,SDSS-II SN 3090,1.4291881,-2.1617115,0.91676724,1.2501825,1.15969,0.08310898
412,SDSS-II SN 3196,-2.49824,2.6307151,3.3055255,0.7125149,0.8445458,-2.496212
413,SDSS-II SN 3344,1.2149047,2.1973112,2.5390549,-0.59881955,0.20927152,-0.77126336
414,SDSS-II SN 3368,1.8486753,1.8935573,1.2421594,-1.6164148,0.37859192,0.7258474
415,SDSS-II SN 3417,1.5733814,-1.8085953,1.4815689,0.21344754,0.07040762,-0.04668472
416,SDSS-II SN 3514,1.7043704,-1.0485821,0.14562295,1.3718562,2.2488484,1.4235573
417,SDSS-II SN 3529,2.1400197,-0.29442,-0.20361911,0.07176445,3.0104895,1.6651187
418,SDSS-II SN 3533,-0.2243241,-0.08311858,2.760919,-0.036579605,0.22660993,-2.1220922
419,SDSS-II SN 3558,0.08855793,1.9847139,3.22452,0.9279213,-0.0028151143,-0.8370702
420,SDSS-II SN 3565,-1.4860471,-1.3842409,1.6468226,-1.1021862,1.5286944,-0.39679453
421,SDSS-II SN 3983,2.412568,-1.7083011,-1.4822922,-0.6363821,3.966158,-0.8166841
422,SDSS-II SN 4019,-0.6652368,1.415539,3.1143413,-1.0277969,0.3101724,-3.062809
423,SDSS-II SN 4044,0.92053205,1.5092316,1.6961812,-1.6092929,-1.6401757,1.2500021
424,SDSS-II SN 4104,0.90637916,1.9784274,0.90698934,1.0665773,0.67339545,2.3736832
425,SDSS-II SN 4129,0.5319631,1.3513508,2.4808373,0.788061,-0.4687686,0.08613711
426,SDSS-II SN 4181,2.409536,-0.602226,0.26014948,-1.4325463,1.1284995,0.8827292
427,SDSS-II SN 4307,-0.67373186,1.1809053,3.0890603,-0.98466533,0.26921678,-3.1250174
428,SDSS-II SN 4330,-0.4353866,3.5789201,2.797397,-1.1835945,0.6415267,-1.5730551
429,SDSS-II SN 4375,0.8620106,-2.3546834,-0.38984784,0.6775676,0.44066924,-4.612584
430,SDSS-II SN 4534,-65.54294,11.190788,3.3342004,-0.1744637,1.712939,-2.8793604
431,SDSS-II SN 4606,1.0389267,3.1593924,2.1216228,-0.27899522,0.18663017,0.22782175
432,SDSS-II SN 4888,-1.0119492,2.1238673,0.40502098,2.6994631,0.35007116,2.46256
433,SDSS-II SN 4906,0.20879373,1.9131932,2.8651268,-1.2329386,0.33979276,-2.1437213
434,SDSS-II SN 4907,-1.889225,1.1170216,3.4146192,-0.5284576,0.051190518,-3.692355
435,SDSS-II SN 4966,-0.31939524,0.56593287,2.911211,-1.053049,0.11263871,-3.1018047
436,SDSS-II SN 4978,2.2076702,-1.3960992,-1.5566996,-0.69566286,4.5683565,-2.0635865
437,SDSS-II SN 5001,-0.09470595,0.034983892,1.4216332,1.3629247,-0.66386557,0.3193064
438,SDSS-II SN 5235,-1.6945819,0.8627102,3.1220362,0.028617576,0.38424215,-3.3739548
439,SDSS-II SN 5401,2.3569849,-2.498513,-0.70507187,-0.74459857,2.1449745,-0.074192576
440,SDSS-II SN 5468,2.3079498,-1.2888093,-0.65525943,-1.3625685,2.4361784,0.7205571
441,SDSS-II SN 5498,1.538136,-0.2033443,1.8568674,-1.1122599,-0.46814573,-0.33467048
442,SDSS-II SN 5590,1.5119426,2.85036,1.9071587,-0.9066745,0.356527,0.017229797
443,SDSS-II SN 5607,0.9158272,-0.023272905,0.40633965,1.8071191,1.0743463,1.8762517
444,SDSS-II SN 5810,0.51338005,2.9447477,0.99611646,-2.350731,-0.9255439,1.5352545
445,SDSS-II SN 5890,1.6652805,-1.9929473,1.5442296,0.42642823,0.26185027,0.3161624
446,SDSS-II SN 5959,0.0057170475,-0.7560855,0.8600143,2.6433961,0.45508942,0.124310225
447,SDSS-II SN 5963,1.1211114,-3.1086848,-0.47840598,1.2842641,1.8467692,-2.2841885
448,SDSS-II SN 6055,2.3224545,-2.2945879,-0.61191005,-1.7673802,1.3057059,-0.9608772
449,SDSS-II SN 6289,2.3505955,-2.6871603,-0.7887979,-0.031911347,2.595588,-0.13030805
450,SDSS-II SN 6327,0.9340112,1.9505898,1.5452999,0.1447783,-0.36162734,0.5188549
451,SDSS-II SN 6556,1.4749581,-2.4160428,-0.8956189,-0.09366414,3.393184,-3.4399357
452,SDSS-II SN 6560,2.2521472,-2.674695,-0.6905595,-0.12926671,2.4671721,-0.26001844
453,SDSS-II SN 6618,-3.3320837,5.019707,3.8695443,0.6448738,-0.4438515,0.121901035
454,SDSS-II SN 6714,-0.6984161,4.144793,2.542268,-1.1804689,0.46104583,-0.62817425
455,SDSS-II SN 6715,1.4695402,2.8914444,1.7935948,-0.8582006,0.28587967,0.26676267
456,SDSS-II SN 7024,0.31600043,3.2420053,0.9985634,-2.6244342,-0.50334036,1.4753069
457,SDSS-II SN 703,2.0244539,-2.6737278,-1.09033,-0.2715572,2.923696,-1.990789
458,SDSS-II SN 7039,1.3879944,1.1742519,2.216872,-0.5229473,-0.07441847,-0.65075755
459,SDSS-II SN 7121,0.75030386,1.4459716,2.7045546,0.51576066,-0.2756333,-0.42465684
460,SDSS-II SN 7123,2.393076,-0.83654904,0.108861186,-1.2185649,1.2843732,0.9582494
461,SDSS-II SN 7233,-1.2092158,3.6335602,-0.06254711,1.6475345,0.7669341,2.8674164
462,SDSS-II SN 7499,-2.4478958,4.6762624,3.4759812,-0.9413021,-0.03426731,-0.8554264
463,SDSS-II SN 7636,1.9174665,-1.4619381,-0.23336147,-0.5602236,4.6037135,-4.051079
464,SDSS-II SN 764,1.3754867,2.0484176,1.0286976,-2.8788078,0.14047417,0.82129747
465,SDSS-II SN 7647,-0.25558445,3.5147593,2.6025639,0.732019,0.27718848,0.11939468
466,SDSS-II SN 7701,2.431889,-0.74221927,-0.91531646,-0.32278812,3.9556656,1.1886033
467,SDSS-II SN 7725,2.0130997,-0.7776297,0.03752338,0.57443184,2.6371207,1.5796758
468,SDSS-II SN 773,-1.7822078,-0.19446984,3.4352167,-1.0463767,-0.66462344,-4.6635094
469,SDSS-II SN 801,1.8232135,-0.43228316,0.36520573,0.66295075,2.0159688,1.7169205
470,SDSS-II SN 8196,2.1746225,-1.8933088,-0.49332115,0.4514748,2.8741777,0.65708923
471,SDSS-II SN 8236,2.1204677,-2.8332567,0.31823075,-0.7057578,0.89971966,-0.62765914
472,SDSS-II SN 8252,-2.713179,4.233158,3.618598,-0.51545876,0.26658854,-1.5628662
473,SDSS-II SN 8721,2.4004228,-0.49581647,-1.0540173,-0.64129174,4.057121,0.8284866
474,SDSS-II SN 8744,1.775053,-1.8159943,1.4047575,-0.93632305,-0.0420194,-0.94871104
475,SDSS-II SN 904,-0.8231357,0.85619795,3.1091864,-0.9648211,0.12919755,-3.3929656
476,SDSS-II SN 9052,0.1841735,-2.3089979,0.5792387,1.4414357,1.2712103,-3.8795888
477,SDSS-II SN 917,1.4443613,0.007047733,1.607061,0.015474146,0.1537165,0.9359535
478,SDSS-II SN 9250,0.11776907,-1.2668633,1.9020363,0.80409425,-0.15885758,-1.3565181
479,SDSS-II SN 9326,1.799789,-0.9459533,0.47509903,0.82660615,1.8924752,1.4380914
480,SDSS-II SN 9424,-3.1287723,4.1497226,3.8100567,0.44896868,0.097381026,-1.2159852
481,SDSS-II SN 9632,1.9822195,-0.5462545,-0.04559925,0.22919236,3.0922992,1.8344519
482,SN2005fj,2.9337323,-2.9427826,-0.056273457,-1.3290362,0.2249154,-0.32737485
483,SN2005gi,2.2266934,-1.1529466,0.3981532,-0.70757,5.2052026,-4.311002
484,SN2005jq,0.28883767,0.5190838,1.630601,1.2667329,-0.13689408,0.9392776
485,SN2005kq,1.2878124,-1.9330434,-0.19152485,-0.75710785,2.5184941,-3.5867612
486,SN2005lo,2.0699592,-3.8140414,0.7128253,0.94402885,1.6510738,-1.3129879
487,SN2005ml,1.4567045,-1.7437985,2.1839662,0.19620559,0.5554386,0.9389047
488,SN2005mn,-1.2297193,0.08052085,2.617669,0.90327287,0.7583504,-2.7358575
489,SN2005mp,1.3397273,-3.0282247,0.82550454,-0.44435018,1.3401623,-0.68542486
490,SN2006ft,1.6002852,-1.666754,-0.5858515,-0.7901604,3.6212149,-3.7751245
491,SN2006gd,-2.3938906,3.253514,3.4679823,-0.13284236,0.67930186,-2.4477262
492,SN2006ge,-1.3975543,0.7207679,3.2427223,-0.729848,0.0068252194,-3.7349377
493,SN2006gk,2.118435,-0.9828209,0.83384615,-1.9800674,0.2185902,-0.5409593
494,SN2006gl,-1.2984129,0.5376668,3.142509,-0.6234069,0.05922781,-3.6629026
495,SN2006go,-1.9262879,3.7233906,0.28822455,1.8381125,0.25743455,1.9582479
496,SN2006gp,2.404135,-1.6378422,-1.5131712,-0.15846723,4.404508,-0.6993641
497,SN2006gu,-0.33339778,0.36038297,2.8676896,-1.0258894,0.018972885,-3.2924895
498,SN2006hj,1.9494356,1.6271538,1.2000246,-1.9739305,0.5189049,0.9141674
499,SN2006hk,2.425824,-1.4567025,-0.4902398,-1.9034771,1.4837352,0.057261486
500,SN2006hm,2.2397385,-2.3588958,-0.40972358,-2.458244,1.3685664,-1.173057
501,SN2006hw,2.4091783,-2.792633,0.102727786,-1.1855121,0.5320286,-0.8105426
502,SN2006jg,-2.7890003,4.408217,3.4839513,0.8363142,0.19815512,-0.5416368
503,SN2006jz,1.4417549,-3.1666656,0.2817883,0.64581615,1.5135207,-1.6790268
504,SN2006kd,0.009360293,-0.9471727,1.017816,2.4740257,0.4392918,-0.21693079
505,SN2006ks,1.5085754,-2.0132957,-0.7057727,-0.5527053,3.2458858,-3.5057745
506,SN2006ll,0.22014274,3.6172655,2.680222,-0.033911206,0.38855067,-0.34458455
507,SN2006lq,0.8400045,1.1708406,2.6815684,-0.663425,0.024276441,-1.2657746
508,SN2006mz,2.2225492,-1.2772466,-1.5779122,-0.7686807,4.6598988,-2.0612853
509,SN2006nc,-0.3023938,-2.0374703,0.9068024,1.5726144,0.8497594,-3.0631957
510,SN2006np,1.7480817,-0.43413052,1.9948745,-1.0831468,0.3410348,1.0387621
511,SN2006nt,1.5286546,2.3912072,2.1429,-1.0147791,0.34576488,-0.5398078
512,SN2006nw,-0.18339944,-1.4595671,2.0938292,0.28906104,0.28866377,-2.3271766
513,SN2006op,1.3985107,-2.8042307,0.62321925,-1.825983,1.7823915,-0.29324898
514,SN2006oz,1.5881604,-1.4798697,2.187243,-0.116422445,-0.11452883,0.05083028
515,SN2006ph,0.32324898,2.5303857,2.6863146,-1.695237,0.37838146,-1.8487364
516,SN2006pj,1.4118868,-0.36780035,1.9559706,-0.7448614,-0.5857981,-0.25301284
517,SN2006pm,-0.08311451,-0.8925074,2.5414119,-0.04435362,0.12466788,-2.2468095
518,SN2006pn,0.28223827,-1.495125,2.3501785,-0.36466184,0.094297424,-2.3051655
519,SN2006po,1.8623624,-2.7508366,-0.9127707,-0.1826142,2.7053423,-2.2827349
520,SN2006pr,0.076994345,-2.2768548,0.8859153,1.2967635,0.90894175,-2.7344308
521,SN2006pu,1.2347739,-2.1194324,1.8909092,-0.32390082,0.031892885,-1.4084615
522,SN2006qd,2.191506,-2.677223,0.4059252,-0.78052354,0.72623473,-0.41482636
523,SN2006qh,0.034174524,-1.220279,2.469821,-0.12688886,0.12138806,-2.3221667
524,SN2006sw,0.20846045,-1.6883801,1.972049,0.60453254,0.0892156,-1.7892919
525,SN2006sx,2.1000302,-2.058978,0.9962225,-1.0642458,0.24777699,-0.37744877
526,SN2007fr,0.87718725,-2.1769252,0.61893517,-0.28240514,1.4577608,-3.1454384
527,SN2007gl,0.103527404,-2.9531732,-0.46001145,2.3534417,1.1731336,-2.6679428
528,SN2007hy,1.1642853,-2.7687612,0.52409357,-1.3506095,1.9101251,-0.08264
529,SN2007jb,2.3376722,-2.269827,-0.20577677,-0.96523464,1.4885508,0.3958775
530,SN2007jj,-0.59727687,-2.1719244,0.34446535,-1.5969635,2.2187936,-0.592255
531,SN2007jv,1.4419485,0.2724174,1.5582314,-2.3000662,-0.130649,-1.211544
532,SN2007kb,-1.8303992,-0.20703912,3.4729428,-1.085675,-0.7142731,-4.7315545
533,SN2007kp,1.1903032,0.46297106,2.1881695,-0.39248127,-0.3814139,-0.48615906
534,SN2007la,0.32971382,-1.5444244,2.3694885,0.061034236,-0.05504568,-2.0399241
535,SN2007lf,1.218257,-1.9183999,-0.038909268,-0.8557495,2.2677042,-3.6110811
536,SN2007lm,-1.2468624,0.071269445,3.0459683,-0.7106648,-0.14113759,-3.901146
537,SN2007ls,1.5346934,1.3098569,2.026455,-0.70422477,0.009569014,-0.5007924
538,SN2007lu,-2.3129876,2.9085705,3.8786569,-1.3960016,-0.16883197,-2.946172
539,SN2007mf,2.3492825,-2.2388995,-0.67318636,-1.8570902,1.3486091,-0.97058076
540,SN2007mg,2.3075078,-2.1907666,-0.45889762,-1.8429128,1.0803348,-0.89155126
541,SN2007mu,-1.0823156,1.4464113,3.2182934,-0.84101766,0.29985103,-3.2438335
542,SN2007nx,-0.15595251,-2.5370142,0.13885978,2.0937552,0.84762365,-3.138114
543,SN2007oa,0.9548448,-1.7849665,-0.13942401,-1.518473,3.0019228,0.8244522
544,SN2007oy,0.766258,1.616357,2.769208,0.21893205,-0.16392955,-0.6121689
545,SN2007pf,0.39358053,-2.50158,2.2406116,-0.56371784,0.71018684,-1.9501631
546,SN2007pg,0.1491893,-2.7274845,-0.035254307,1.8935425,1.0021436,-2.7876737
547,SN2007pr,2.28325,-2.217056,-1.4201938,-0.43981355,3.6478724,-1.4168477
548,SN2007ps,1.7025901,-1.9937304,0.7006217,1.042475,1.4293146,0.4938066
549,SN2007py,-2.3312576,3.0900652,3.3572094,0.15954262,0.7741733,-2.3831263
550,SN2007qa,-0.006977251,-2.5519326,0.21112427,1.8934823,0.9567552,-3.0465746
551,SN2007qd,1.2255448,-2.1492531,0.86818886,1.5469443,1.1695962,-0.08195135
