,SN,0,1,2
454,SDSS-II SN 6714,6.0086513,-68.62353,24.152391
455,SDSS-II SN 6715,-39.937893,-66.98893,37.709007
456,SDSS-II SN 7024,-17.187874,-40.019844,-10.083194
457,SDSS-II SN 703,-48.91566,-5.7735047,-31.699257
458,SDSS-II SN 7039,-68.257576,36.109768,40.885986
459,SDSS-II SN 7121,-79.388275,-24.43828,10.024625
460,SDSS-II SN 7123,-65.40807,-18.048689,20.567686
461,SDSS-II SN 7233,-22.602888,19.95641,-35.129585
462,SDSS-II SN 7499,14.238828,-70.47997,-37.55597
463,SDSS-II SN 7636,-6.421432,-43.500298,-28.910088
464,SDSS-II SN 764,-43.01289,31.22527,32.88547
465,SDSS-II SN 7647,-26.440863,-20.040068,-46.2391
466,SDSS-II SN 7701,-52.09769,-33.10108,-61.137524
467,SDSS-II SN 7725,-14.540136,-39.5264,37.521538
468,SDSS-II SN 773,-35.17091,24.827427,-4.6096873
469,SDSS-II SN 801,-29.202492,-25.076763,38.338013
470,SDSS-II SN 8196,-18.432426,-56.05928,0.21106565
471,SDSS-II SN 8236,-27.8091,-3.3453279,-3.4607368
472,SDSS-II SN 8252,-2.0194442,-53.883434,-72.77685
473,SDSS-II SN 8721,-23.950266,-33.345394,20.022455
474,SDSS-II SN 8744,-53.732784,-0.8362389,29.561857
475,SDSS-II SN 904,-60.986393,1.2574974,34.689194
476,SDSS-II SN 9052,-80.94803,15.282944,15.247982
477,SDSS-II SN 917,-45.088017,26.485785,23.278183
478,SDSS-II SN 9250,-53.769547,29.688051,41.85312
479,SDSS-II SN 9326,87.78633,63.90021,6.6382174
480,SDSS-II SN 9424,-3.681748,-53.390675,-38.06515
481,SDSS-II SN 9632,-15.556671,-34.813286,-34.55971
482,SN2005fj,-48.87048,27.733225,0.7872297
483,SN2005gi,6.4974146,-79.7231,11.856186
484,SN2005jq,-43.641777,44.215103,17.512316
485,SN2005kq,-41.924713,7.761341,-23.221134
486,SN2005lo,-43.198906,-23.996916,-18.81263
487,SN2005ml,-44.643528,56.167294,6.7991514
488,SN2005mn,-1.1655777,-58.062866,-5.1651144
489,SN2005mp,-43.16573,-8.281075,21.19847
490,SN2006ft,-52.736504,22.215805,30.149769
491,SN2006gd,8.015206,-64.01342,-64.23948
492,SN2006ge,-23.364744,-52.921787,13.912912
493,SN2006gk,-11.181366,-27.472355,-37.222557
494,SN2006gl,-43.757824,-15.369833,-0.14816149
495,SN2006go,-24.336702,-32.590115,-65.42218
496,SN2006gp,1.7512441,-57.20135,-15.57318
497,SN2006gu,-50.776466,6.880359,21.758493
498,SN2006hj,-83.11455,-9.795305,9.378686
499,SN2006hk,-70.40827,4.1901183,11.676406
500,SN2006hm,-9.777524,-25.36889,-73.870346
501,SN2006hw,-55.94867,18.228218,-9.451045
502,SN2006jg,5.770427,-44.482983,-4.641547
503,SN2006jz,-74.14253,-9.23234,-0.00064227416
504,SN2006kd,-42.287933,12.922399,-16.39458
505,SN2006ks,-43.258755,-37.160137,-25.531301
506,SN2006ll,-37.95038,-34.406097,-62.40335
507,SN2006lq,-36.0775,-40.596413,-32.298664
508,SN2006mz,-45.095898,-46.47581,6.782059
509,SN2006nc,-58.36287,50.89832,8.053893
510,SN2006np,-52.322712,21.922775,6.067642
511,SN2006nt,-72.032394,-20.929901,-4.122965
512,SN2006nw,-61.274128,37.603977,2.5417833
513,SN2006op,-33.759384,-25.305067,-9.41334
514,SN2006oz,-34.99798,36.243206,17.945728
515,SN2006ph,-67.166664,-14.166773,1.0893068
516,SN2006pj,-51.19224,-11.046342,-19.810019
517,SN2006pm,-68.4856,-2.1419778,-1.1314498
518,SN2006pn,-53.811153,5.129829,13.003595
519,SN2006po,-25.35212,-53.051468,4.324878
520,SN2006pr,-43.228344,42.633495,6.924986
521,SN2006pu,-24.609842,26.103008,21.377047
522,SN2006qd,22.441147,53.14595,-45.236053
523,SN2006qh,-39.769398,-23.286648,2.5823247
524,SN2006sw,-45.070225,20.450361,-1.5695456
525,SN2006sx,-40.25739,3.1994483,-3.2743187
526,SN2007fr,-1.86745,-28.117817,-20.62151
527,SN2007gl,13.797286,-53.943993,-12.905581
528,SN2007hy,-50.634937,-3.4292886,-13.684521
529,SN2007jb,-30.770634,-30.381916,2.7892106
530,SN2007jj,-47.640034,11.907713,-0.3632299
531,SN2007jv,-15.966432,44.376995,8.112959
532,SN2007kb,-80.07792,-34.810402,-4.261557
533,SN2007kp,-74.07628,10.695556,14.320141
534,SN2007la,-57.17559,29.573814,8.562247
535,SN2007lf,-2.258064,-38.57154,-26.28178
536,SN2007lm,-49.261505,-52.850967,-6.1730065
537,SN2007ls,-60.79738,46.472614,-32.085922
538,SN2007lu,-73.61853,-20.526907,40.271366
539,SN2007mf,-61.86959,2.5909076,23.09539
540,SN2007mg,-73.721985,22.331001,7.987159
541,SN2007mu,-55.651222,-37.636475,-7.7448974
542,SN2007nx,-52.121742,24.817022,51.239727
543,SN2007oa,-57.827305,-41.55141,-18.928507
544,SN2007oy,-23.921947,-37.495167,-38.981888
545,SN2007pf,-42.81939,53.172184,14.791912
546,SN2007pg,-37.79513,49.99702,1.749214
547,SN2007pr,-19.213036,-59.9986,-16.71175
548,SN2007ps,-52.029922,6.268289,-36.106762
549,SN2007py,-29.199478,-49.85878,-27.397085
550,SN2007qa,-51.563747,40.648796,-1.1142303
551,SN2007qd,-32.76707,16.931896,20.101603
552,SN2007qj,-67.09297,9.916898,1.0278434
553,SN2007qs,-56.0924,11.65324,-3.2496405
554,SN2007qu,-66.07401,20.491585,-6.4057794
555,SN2007rg,-53.11013,1.169536,-20.91229
556,SN2007rn,-56.51933,-8.185951,10.947497
557,SN2007rq,-49.17592,-4.9622946,-2.3596706
558,SN2007sl,-34.410915,40.37696,-0.5724684
559,SN2007tt,-20.569431,-29.945902,-39.750645
560,SDSS-II SN 10480,-5.608229,-52.30829,-24.014654
561,SDSS-II SN 13147,-6.7826166,-49.26807,-53.813374
562,SDSS-II SN 13483,-17.058334,-46.564217,22.7174
563,SDSS-II SN 13820,-70.30486,4.0003667,-22.847795
564,SDSS-II SN 1385,-29.211634,-25.693762,20.166485
565,SDSS-II SN 13991,29.829752,-51.945873,14.718702
566,SDSS-II SN 14121,-42.813496,-18.073816,48.6591
567,SDSS-II SN 14262,-33.974613,-24.609255,57.919533
568,SDSS-II SN 14415,3.48373,-38.916557,17.576263
569,SDSS-II SN 14635,-59.031475,-34.667515,40.290638
570,SDSS-II SN 14833,-10.353655,-29.41289,33.54173
571,SDSS-II SN 15268,-48.40377,-42.229523,45.360195
572,SDSS-II SN 15358,-8.722241,7.0442724,1.6064059
573,SDSS-II SN 15360,-2.8364139,-35.796944,41.38521
574,SDSS-II SN 15418,-1.311289,-11.84053,-81.09777
575,SDSS-II SN 15814,-54.172943,-20.74516,-52.461357
576,SDSS-II SN 16103,-83.273285,-6.935731,-22.231457
577,SDSS-II SN 17317,-47.23259,-32.51848,-5.3431673
578,SDSS-II SN 17337,-37.484814,-19.319838,22.51422
579,SDSS-II SN 17585,-13.636452,12.365221,15.627371
580,SDSS-II SN 17925,-58.341236,3.990666,-27.68804
581,SDSS-II SN 17958,-82.06409,22.84343,-22.675026
582,SDSS-II SN 18266,-48.138428,23.92441,65.809044
583,SDSS-II SN 18360,-8.245954,-44.45793,-1.1986629
584,SDSS-II SN 18585,-32.697067,34.732376,-23.565348
585,SDSS-II SN 18589,-8.264806,14.157979,-64.00529
586,SDSS-II SN 18718,7.273381,-68.43769,-45.74129
587,SDSS-II SN 18836,-19.7584,-66.33825,-48.681652
588,SDSS-II SN 18914,-24.426132,7.694485,22.289127
589,SDSS-II SN 18970,-19.30925,-1.1336174,41.34513
590,SDSS-II SN 18986,-17.180576,1.9190733,28.736904
591,SDSS-II SN 18993,11.613156,-15.287546,-86.53109
592,SDSS-II SN 19052,-18.438671,-7.8963737,-19.110842
593,SDSS-II SN 19212,-52.85674,-7.2475557,43.310505
594,SDSS-II SN 19465,-59.422234,-25.170856,-7.867649
595,SDSS-II SN 19582,1.6348647,-85.14269,-34.761852
596,SDSS-II SN 19751,-68.99627,24.803614,-14.60077
597,SDSS-II SN 19848,-48.369194,2.176688,-27.387997
598,SDSS-II SN 20324,-59.598904,-17.754557,1.5923
599,SDSS-II SN 20408,-49.448833,-35.52839,12.520612
600,SDSS-II SN 2128,-6.275722,-55.874054,-64.78964
601,SDSS-II SN 21874,68.19665,-88.59103,-55.09792
602,SDSS-II SN 2401,-11.342596,-60.72816,12.92811
603,SDSS-II SN 2620,-53.066807,-4.6393843,20.51118
604,SDSS-II SN 2621,-32.38174,-16.98618,-2.4294157
605,SDSS-II SN 3294,-58.37811,-10.516789,30.299545
606,SDSS-II SN 4062,-9.616494,-3.8800642,23.50077
607,SDSS-II SN 6136,15.027814,-77.33577,-28.989082
608,SDSS-II SN 6889,-38.4993,-0.5444153,5.821961
609,SDSS-II SN 706,-25.217073,-24.366854,-7.863538
610,SDSS-II SN 7762,3.6600783,-48.718647,-65.994225
611,SDSS-II SN 8092,-9.10911,-72.11726,25.570038
612,SDSS-II SN 9132,-19.67886,3.149778,-11.986181
613,SN2005fb,-86.20846,10.708718,11.316979
614,SN2005ga,-56.491604,41.686794,-9.626596
615,SN2005gd,-46.964535,47.973515,-13.574508
616,SN2005gp,-60.749752,-8.623594,-6.5608797
617,SN2005hs,-34.196674,-42.34424,-20.672453
618,SN2005hz,-33.494137,17.890154,-14.629818
619,SN2005ij,-69.56241,34.06319,4.578315
620,SN2005kp,-49.900463,48.549206,9.304845
621,SN2006eb,-43.883762,38.42466,-0.57605356
622,SN2006fn,-46.737007,10.221095,11.52467
623,SN2006gv,-43.27695,18.618923,-10.260357
624,SN2006ki,-85.09837,-9.455831,-2.1074328
625,SN2006kw,-70.71078,43.64422,24.622847
626,SN2007ia,-14.984753,5.2825546,-20.922346
627,SN2007lw,-75.356316,-10.65386,29.676067
628,SN2007nz,3.8454592,-13.2446375,-69.70821
629,SN2007ol,-35.67054,59.77835,3.3442316
630,SN2007sh,-35.66055,52.842926,11.595809
631,SN2008am,1.3106608,-60.71865,16.375034
632,SDSS-II SN 1115,23.383472,-25.989235,-35.20718
633,SDSS-II SN 12852,38.95788,-27.725988,-74.46496
634,SDSS-II SN 13058,21.540003,-10.388245,-34.947037
635,SDSS-II SN 13329,30.920319,22.074905,-36.97741
636,SDSS-II SN 13339,0.24837235,5.0234027,-26.799618
637,SDSS-II SN 1378,-0.2667186,0.15139121,-37.47286
638,SDSS-II SN 13839,50.59385,-23.292574,51.097298
639,SDSS-II SN 13971,18.096773,19.74864,-35.765274
640,SDSS-II SN 14231,18.158514,20.123531,-14.9551735
641,SDSS-II SN 14933,27.006042,-30.609327,-20.321201
642,SDSS-II SN 15448,68.03779,-36.60857,24.997528
643,SDSS-II SN 15454,16.708117,-7.3452764,-59.550854
644,SDSS-II SN 15942,56.739006,-22.82715,3.980827
645,SDSS-II SN 16739,47.758575,5.719372,42.120136
646,SDSS-II SN 17272,3.5379333,13.33919,20.310026
647,SDSS-II SN 17373,-7.1252284,24.626404,-15.230951
648,SDSS-II SN 1782,7.145169,-4.2535176,50.929546
649,SDSS-II SN 18824,24.711843,-1.9424976,-85.26812
650,SDSS-II SN 18979,13.849405,-11.04949,19.80351
651,SDSS-II SN 18990,-0.14193667,-10.921843,-16.707779
652,SDSS-II SN 19042,4.997399,4.938567,34.28292
653,SDSS-II SN 19065,44.697964,-36.106472,-57.158066
654,SDSS-II SN 19137,18.130533,10.17215,-29.047739
655,SDSS-II SN 1919,-37.817513,8.310607,70.60046
656,SDSS-II SN 19640,23.302868,-0.9513389,-36.448093
657,SDSS-II SN 19778,25.14969,22.198135,-48.18428
658,SDSS-II SN 20603,42.25553,-42.388466,3.396497
659,SDSS-II SN 20874,11.546278,2.946475,-41.307785
660,SDSS-II SN 2118,6.360431,16.610668,7.0530653
661,SDSS-II SN 21402,20.669552,-14.474422,-54.58408
662,SDSS-II SN 2766,-3.9866571,73.86015,-14.113364
663,SDSS-II SN 3050,18.438242,-3.0748816,-6.1653037
664,SDSS-II SN 5392,12.5089245,9.3981695,-22.243732
665,SDSS-II SN 5669,7.145745,-1.2693409,20.464201
666,SDSS-II SN 5806,-19.606014,29.808437,-10.396175
667,SDSS-II SN 8280,29.551216,-15.712898,7.336623
668,SDSS-II SN 9562,19.37217,0.7985288,-24.16928
669,SN2005ed,26.098812,-53.21198,56.909756
670,SN2005fa,47.15103,43.104973,64.846
671,SN2005fm,7.1024218,82.91473,22.94051
672,SN2005hj,-8.177746,72.038574,54.75644
673,SN2005hl,35.39511,-35.797718,-49.826496
674,SN2005hn,-11.71769,53.17599,-11.60246
675,SN2005hr,8.283666,79.35816,34.806202
676,SN2005jp,40.090107,-39.280113,15.084917
677,SN2005ld,0.11886642,75.930305,25.9366
678,SN2005le,62.14595,2.2858129,15.539453
679,SN2006V,26.707993,-14.525388,-60.68194
680,SN2006au,37.665848,-26.726606,-55.19849
681,SN2006fd,-6.098925,57.360172,-25.521832
682,SN2006fy,-6.17117,81.86708,21.79058
683,SN2006hl,7.467141,70.13868,27.552242
684,SN2006ht,-9.215672,66.64975,-28.984133
685,SN2006hx,7.144984,70.09734,60.06058
686,SN2006ji,9.045138,48.628746,32.851765
687,SN2006lc,81.56774,-30.540598,-11.355248
688,SN2006oa,-12.878423,62.74855,58.752213
689,SN2006ob,-67.17861,-28.113327,30.005867
690,SN2006oc,55.526688,-4.323583,-0.7972141
691,SN2006oj,1.0615891,27.021425,52.75862
692,SN2006ps,-17.234638,65.05886,43.45939
693,SN2006qq,31.652592,-6.9883304,16.175531
694,SN2007gt,19.79534,-38.24809,-36.16116
695,SN2007ht,10.153821,-9.110066,-36.608723
696,SN2007hx,16.990734,75.38763,36.403095
697,SN2007ic,-8.17272,64.73395,40.192337
698,SN2007jk,37.81821,33.19153,-20.497406
699,SN2007kl,63.17749,11.712575,34.896317
700,SN2007lg,-7.761318,52.09085,30.284203
701,SN2007ma,-6.9444633,69.791885,29.539938
702,SN2007mb,40.168316,20.574135,24.457964
703,SN2007nd,40.808437,5.7430587,48.54775
704,SN2007nf,8.196874,-4.5943723,-27.42339
705,SN2007px,-3.3873827,72.348114,37.32701
706,SN2007pz,4.525849,55.136963,-30.936274
707,SN2007ql,18.62499,43.034077,23.846264
708,SN2007qt,33.847683,26.51774,10.555982
709,SN2007ra,-3.4204614,61.180603,31.355612
710,SN2007se,-120.87445,-49.721912,-28.757607
711,SN2008J,57.09764,-50.253418,-29.786299
712,SN2013bh,-16.08736,57.558533,76.984924
713,SDSS-II SN 16142,7.8440185,-44.704884,62.975845
714,SDSS-II SN 18321,35.99485,-36.247974,55.40036
715,SDSS-II SN 2632,43.46555,-47.717766,43.182095
716,SDSS-II SN 6075,19.052317,1.6092497,-71.75232
717,SN2005fr,47.101997,-0.08845511,56.731556
718,SN2005gf,32.140945,31.294569,18.79037
719,SN2005if,3.1438134,63.498253,-26.206413
720,SN2007kw,22.477495,-13.20839,16.61493
721,SN2007lz,-13.15276,20.541845,47.78335
722,SDSS-II SN 10299,47.08275,4.7576857,22.038565
723,SDSS-II SN 11092,73.20936,31.031921,-8.551517
724,SDSS-II SN 1164,16.644732,-11.337132,44.521614
725,SDSS-II SN 13131,-7.16498,58.159355,-58.2785
726,SDSS-II SN 13413,-27.793562,55.91622,-44.88122
727,SDSS-II SN 14137,39.06523,12.580236,-21.371786
728,SDSS-II SN 14304,46.06365,-0.5129704,-46.22838
729,SDSS-II SN 14455,46.27297,8.25394,-26.65502
730,SDSS-II SN 14470,45.01054,41.11407,47.469513
731,SDSS-II SN 14499,29.267473,3.598082,-59.280174
732,SDSS-II SN 15696,0.009195689,40.230335,-71.815
733,SDSS-II SN 16172,47.105236,-15.731498,-15.963445
734,SDSS-II SN 16199,65.04705,-1.5080963,-48.098152
735,SDSS-II SN 1631,24.194183,-16.594975,-6.1623745
736,SDSS-II SN 16433,34.805786,6.9578347,-15.327002
737,SDSS-II SN 16603,2.4969373,28.886518,22.870195
738,SDSS-II SN 17703,-3.6499736,90.49442,-3.916841
739,SDSS-II SN 17739,30.961508,-1.6959206,-18.58725
740,SDSS-II SN 17777,15.56455,-5.5655794,5.5654125
741,SDSS-II SN 17910,11.155149,2.514249,4.328713
742,SDSS-II SN 18324,45.305298,43.184917,-9.079553
743,SDSS-II SN 18447,-8.398278,30.940989,0.6848207
744,SDSS-II SN 18733,39.295803,-0.7479816,-24.239748
745,SDSS-II SN 18831,31.928974,-7.2001367,-41.25154
746,SDSS-II SN 18978,3.415157,22.941586,68.9451
747,SDSS-II SN 1903,10.270399,26.584177,-29.618061
748,SDSS-II SN 19319,21.037264,4.4657884,2.4191854
749,SDSS-II SN 19332,-5.32031,25.855637,-43.989857
750,SDSS-II SN 19769,61.057922,-24.447016,-6.7243047
751,SDSS-II SN 20046,50.383877,-2.9553766,32.133076
752,SDSS-II SN 20104,19.103891,32.84045,-57.428196
753,SDSS-II SN 20295,38.544235,-2.364581,-11.044821
754,SDSS-II SN 20925,18.213823,-20.318302,4.8033953
755,SDSS-II SN 2468,39.942516,-17.227694,13.533872
756,SDSS-II SN 2734,49.139942,19.585598,62.22312
757,SDSS-II SN 3118,24.729362,21.352009,55.914875
758,SDSS-II SN 3205,61.638752,36.491486,28.444971
759,SDSS-II SN 3508,34.05378,20.428675,-62.646225
760,SDSS-II SN 4322,-12.13707,21.882584,35.167355
761,SDSS-II SN 5339,54.02703,-14.481658,-51.228035
762,SDSS-II SN 5858,-22.014086,64.24768,-16.808048
763,SDSS-II SN 5877,57.410664,0.031251267,-55.35654
764,SDSS-II SN 6282,41.26024,-3.4127898,-32.278946
765,SDSS-II SN 7017,33.50814,2.338288,7.435076
766,SDSS-II SN 7099,27.469389,2.7949734,50.536552
767,SDSS-II SN 7357,45.155304,13.601975,-38.84066
768,SDSS-II SN 7417,-8.946564,37.426693,36.29268
769,SDSS-II SN 7802,18.411087,-12.365133,34.899876
770,SDSS-II SN 7864,9.852528,30.962963,18.386457
771,SDSS-II SN 8555,49.18203,22.53632,10.507869
772,SDSS-II SN 13629,30.349222,-61.3212,34.3871
773,SN2005ei,70.76921,23.218353,19.72633
774,SN2005em,55.557964,35.24421,-15.280554
775,SN2005gb,34.092552,74.035965,4.4171634
776,SN2005hk,62.76899,27.260773,-20.650312
777,SN2005hv,2.200123,-26.805182,61.04657
778,SN2005hy,4.5025883,62.858414,11.572131
779,SN2005ir,30.17553,71.360916,16.55961
780,SN2005jr,-2.7779446,33.1204,67.67861
781,SN2005kj,-3.0059116,14.766938,46.07926
782,SN2005kr,62.55938,-11.057244,-13.724049
783,SN2006eq,66.807655,40.814636,-36.520355
784,SN2006fc,15.0242,41.582314,-8.777006
785,SN2006fh,78.474594,33.34502,-18.780827
786,SN2006fm,14.412113,70.14725,15.320439
787,SN2006fz,22.726704,56.25878,-5.4194226
788,SN2006gn,32.85512,56.516167,16.12084
789,SN2006iz,-19.464912,69.61588,3.027059
790,SN2006jq,2.1569288,76.128494,10.2817135
791,SN2006jt,20.818613,79.54593,16.191683
792,SN2006ls,21.402445,72.849266,10.844016
793,SN2006mn,58.37197,-6.1095085,-64.247955
794,SN2006mw,91.297676,-2.5384347,-5.4779744
795,SN2006ne,81.69792,-4.3634562,-19.373056
796,SN2006pl,-3.737691,27.819235,17.797968
797,SN2006pp,48.17025,-196.78694,-62.65564
798,SN2007hz,-0.67773116,68.828445,13.177859
799,SN2007ix,8.949791,14.365305,41.593533
800,SN2007jd,4.848918,36.495193,0.5961546
801,SN2007jg,47.603317,60.781918,1.856463
802,SN2007jo,21.737202,23.616346,31.956003
803,SN2007jt,5.78722,43.115513,42.66886
804,SN2007ju,27.465107,72.77771,25.125355
805,SN2007ks,16.457067,61.398716,-6.4446044
806,SN2007lq,13.178613,39.191776,68.1259
807,SN2007mh,5.8930955,50.775932,14.3988285
808,SN2007mi,13.586298,53.478767,-2.7385557
809,SN2007mm,72.065544,7.2265043,-26.208473
810,SN2007mn,45.484837,76.33954,30.959736
811,SN2007oi,45.422157,-9.9484415,5.5175757
812,SN2007pt,7.8995953,40.85297,-6.465266
813,SN2007pu,43.859642,73.12104,8.80229
814,SN2007pv,15.255854,37.825127,-35.12481
815,SN2007qi,17.232489,12.842848,60.800053
816,SN2007rk,41.39852,-21.615805,-11.917064
817,SN2008ax,65.966194,-10.062815,-23.222767
818,SN2009N,32.490864,-18.245481,-14.012104
819,SN2010gx,-26.317522,41.784725,36.848915
820,SDSS-II SN 10559,48.418037,0.31031877,-16.009186
821,SDSS-II SN 18399,5.768544,6.8446293,-1.6458454
822,SN2005gw,72.531075,24.242468,37.10951
823,SN2005ht,8.763235,29.684242,-7.286388
824,SN2005ii,57.190468,15.179802,12.278779
825,SN2005ja,53.530373,-29.06688,34.95298
826,SN2005jc,31.398363,38.746666,51.82375
827,SN2005jn,51.680164,18.01436,40.940742
828,SN2005js,65.03476,0.26749802,-31.300262
829,SN2005jw,53.984863,-53.26746,5.2262883
830,SN2005mi,-2.2765052,21.234531,27.30756
831,SN2007lj,17.120157,4.5631747,67.98801
832,SN2007pi,44.45208,-25.733479,-6.256323
833,SDSS-II SN 10054,38.56741,-35.50985,-1.1202451
834,SDSS-II SN 10113,40.612755,25.015713,-33.252495
835,SDSS-II SN 1024,27.76991,-14.963726,27.547619
836,SDSS-II SN 10324,22.953793,20.678509,-20.88883
837,SDSS-II SN 1109,33.151455,-29.101952,-9.96614
838,SDSS-II SN 1113,12.266893,-1.9605191,35.071095
839,SDSS-II SN 12804,14.613795,58.644207,15.481154
840,SDSS-II SN 12895,-19.242102,79.45581,26.797842
841,SDSS-II SN 12941,47.59853,-20.391577,31.339659
842,SDSS-II SN 12978,13.183182,25.675909,41.844627
843,SDSS-II SN 13009,8.110476,36.437744,-41.59005
844,SDSS-II SN 10345,37.902287,-71.76955,15.739601
845,SDSS-II SN 13016,50.927837,21.250504,30.838602
846,SDSS-II SN 13027,29.583824,-27.05772,3.632742
847,SDSS-II SN 13144,-0.1139759,28.06505,42.37178
848,SDSS-II SN 13269,1.6015602,4.16187,10.420104
849,SDSS-II SN 13323,55.61571,6.6422563,16.727388
850,SDSS-II SN 13411,42.746944,7.565466,71.45927
851,SDSS-II SN 13491,15.60903,-7.6630335,-47.347843
852,SDSS-II SN 13566,7.102344,-22.140623,46.82406
853,SDSS-II SN 13589,12.232578,4.199407,13.586301
854,SDSS-II SN 13689,8.152703,32.509445,53.34456
855,SDSS-II SN 13703,43.79955,33.49913,21.386644
856,SDSS-II SN 13768,62.303097,3.5304527,7.7839904
857,SDSS-II SN 13842,34.59954,-41.7286,-22.001183
858,SDSS-II SN 13859,40.66431,-16.230621,34.5554
859,SDSS-II SN 13909,27.377989,13.425501,64.8681
860,SDSS-II SN 1409,28.47875,-3.7765493,-65.40631
861,SDSS-II SN 14172,-27.59087,54.405613,-34.457058
862,SDSS-II SN 14209,-36.20707,78.97101,-4.0991554
863,SDSS-II SN 14232,-14.636088,33.681408,47.466896
864,SDSS-II SN 14305,44.79684,12.118962,17.156425
865,SDSS-II SN 14309,-27.75089,56.288418,38.393734
866,SDSS-II SN 14334,-27.395638,73.89602,17.479584
867,SDSS-II SN 14343,34.734528,17.584915,-16.148556
868,SDSS-II SN 14426,26.242786,-2.8991032,-7.993352
869,SDSS-II SN 14438,74.758095,4.087783,43.473423
870,SDSS-II SN 14444,-15.033723,49.760178,-27.68266
871,SDSS-II SN 14452,44.086876,30.333107,30.104244
872,SDSS-II SN 14463,16.056503,24.848509,5.796362
873,SDSS-II SN 14540,-0.7453324,46.998417,-3.2161274
874,SDSS-II SN 14661,22.758604,3.5440974,-45.685616
875,SDSS-II SN 14744,36.256752,-21.187067,-3.7359688
876,SDSS-II SN 14750,28.689323,14.047527,-2.8340328
877,SDSS-II SN 14784,37.156574,32.5268,-33.230606
878,SDSS-II SN 14888,43.818115,18.569492,-46.453476
879,SDSS-II SN 15137,46.28793,32.441998,-23.434597
880,SDSS-II SN 15286,4.0529904,50.148052,-22.13496
881,SDSS-II SN 15314,-18.052214,24.996986,69.51959
882,SDSS-II SN 15357,38.40647,37.306213,-7.6345673
883,SDSS-II SN 15413,25.187286,-36.226425,-10.940464
884,SDSS-II SN 15419,29.266218,24.300938,-24.739164
885,SDSS-II SN 15489,6.233015,11.296598,-36.63323
886,SDSS-II SN 15496,19.321295,18.324015,49.540794
887,SDSS-II SN 15511,55.254887,-6.7649574,12.844351
888,SDSS-II SN 15522,7.1782417,-2.1237893,-18.605476
889,SDSS-II SN 15606,-6.4848433,12.676541,68.97338
890,SDSS-II SN 15647,23.527277,-27.999853,-48.67197
891,SDSS-II SN 15675,35.765366,20.457314,1.037417
892,SDSS-II SN 15692,37.47279,-3.9797397,42.3188
893,SDSS-II SN 15755,34.51705,17.04386,12.736049
894,SDSS-II SN 15777,56.415134,29.767277,-31.962057
895,SDSS-II SN 15784,44.935406,36.463394,-34.211197
896,SDSS-II SN 15827,23.437199,-43.018932,30.100883
897,SDSS-II SN 14118,16.415634,-38.970497,-20.821358
898,SDSS-II SN 15829,43.658268,10.504215,-2.0841544
899,SDSS-II SN 15850,36.53101,36.496628,39.08861
900,SDSS-II SN 15860,48.836426,12.503299,54.00536
901,SDSS-II SN 15884,26.239283,23.28316,-5.9995217
902,SDSS-II SN 15935,60.40953,-32.43248,4.7406707
903,SDSS-II SN 16111,45.58431,8.953785,7.3820252
904,SDSS-II SN 16148,1.9598306,25.364447,9.9934845
905,SDSS-II SN 16200,1.722349,5.871605,51.129585
906,SDSS-II SN 16220,40.74721,9.275165,-45.000393
907,SDSS-II SN 16237,42.512947,20.690252,-18.234705
908,SDSS-II SN 16302,16.214388,18.345612,67.87327
909,SDSS-II SN 1656,6.8085184,-5.32034,-0.9080669
910,SDSS-II SN 16572,28.894602,13.458981,4.566677
911,SDSS-II SN 1658,63.797306,2.58779,23.38543
912,SDSS-II SN 17324,42.49412,7.723789,-56.334946
913,SDSS-II SN 17436,-13.196132,20.10411,78.6747
914,SDSS-II SN 17509,-37.30932,15.665838,64.70133
915,SDSS-II SN 17641,28.391449,1.4576145,-29.505354
916,SDSS-II SN 17647,36.933163,5.314324,34.154373
917,SDSS-II SN 17683,35.57338,-29.512949,-18.900295
918,SDSS-II SN 17695,55.560932,6.040256,-38.574844
919,SDSS-II SN 17696,20.139458,-2.4670422,23.294329
920,SDSS-II SN 17818,24.145956,7.8413076,-65.95809
921,SDSS-II SN 17820,54.629757,18.30952,-38.119995
922,SDSS-II SN 17837,-24.062008,43.99198,52.87273
923,SDSS-II SN 17854,-22.330835,12.4328375,68.33725
924,SDSS-II SN 17860,-14.697125,-14.792783,78.42906
925,SDSS-II SN 17882,11.420709,8.410312,29.405487
926,SDSS-II SN 17899,59.463326,-8.693811,49.750042
927,SDSS-II SN 17909,38.067326,54.113827,-11.061327
928,SDSS-II SN 18079,16.618433,-13.508879,-1.8915094
929,SDSS-II SN 1810,-28.043114,48.800064,-21.995522
930,SDSS-II SN 1823,17.215229,34.52019,25.185347
931,SDSS-II SN 18374,26.509144,42.458984,-10.8164425
932,SDSS-II SN 18425,0.69229555,-1.3297365,83.83676
933,SDSS-II SN 18704,38.02617,45.341454,-55.10788
934,SDSS-II SN 18814,-4.984372,30.774487,-31.000187
935,SDSS-II SN 18941,24.968267,-18.519539,36.412388
936,SDSS-II SN 19000,41.247307,11.774618,28.641577
937,SDSS-II SN 19205,45.81336,1.494979,0.067484744
938,SDSS-II SN 19322,20.813726,40.702057,-45.979034
939,SDSS-II SN 19408,4.817386,-9.203142,-48.348743
940,SDSS-II SN 19424,48.151913,-28.869799,-22.964796
941,SDSS-II SN 19449,33.75001,2.924879,-4.917133
942,SDSS-II SN 19468,21.5893,-55.222485,-0.90035427
