,SN,0,1,2,3,4,5,6,7
212,SDSS-II SN 13291,2.4814405,-1.1608717,-1.9353286,1.8180584,-0.32391796,2.880132,0.31980067,-2.345964
213,SDSS-II SN 13330,-0.38867265,1.8251683,1.734253,1.3293638,-0.08386937,0.81986594,3.6073344,0.29460594
214,SDSS-II SN 13344,0.8391455,-0.5537252,-0.48227343,2.5200787,-1.2772185,2.1723564,-1.2710663,-0.91387933
215,SDSS-II SN 13395,1.6770295,0.3975321,-0.7836362,2.5199912,-0.41620806,3.125881,0.17080006,-1.4259427
216,SDSS-II SN 13404,-0.26311237,-1.1436908,-0.004087495,-2.3168554,-0.795918,-1.4272732,2.436792,-0.3993071
217,SDSS-II SN 1342,-1.2371845,0.48950085,2.0109198,-1.832505,-1.6853024,0.13189784,4.769316,0.5331797
218,SDSS-II SN 13440,-0.28781933,1.8821084,1.7242911,1.9535766,0.25845343,1.0701193,2.6557705,0.4902087
219,SDSS-II SN 13441,-0.08843254,1.1760718,1.314173,1.5829706,0.8760392,-0.9001139,1.3547219,-0.14330639
220,SDSS-II SN 13460,2.0266473,-1.548024,-1.5453955,2.0869462,-0.41467842,2.5818927,-0.66206706,-1.8039914
221,SDSS-II SN 13472,-0.46793282,0.4080802,1.1056368,-1.1929423,-0.45993978,-1.0277754,4.1847744,-0.058386493
222,SDSS-II SN 13487,-0.7897372,2.0396516,1.6423652,1.803681,-1.4425731,0.623138,2.323656,0.1266442
223,SDSS-II SN 13492,2.4139707,-1.2201672,-1.9347196,1.7601013,-0.54101485,2.5905943,0.4705113,-2.4888103
224,SDSS-II SN 13529,0.5918726,-0.55702376,0.8445927,1.2619874,2.014316,-0.32951203,0.83560014,-0.14336409
225,SDSS-II SN 13554,-0.13469043,0.68825746,1.1707393,0.08509912,0.13404742,-2.1400306,2.3103306,-0.33440578
226,SDSS-II SN 13644,-0.76023376,0.9421066,1.5978433,2.7348604,0.23845927,-0.084184684,-0.5006731,0.1365331
227,SDSS-II SN 13646,-0.39825386,0.3748958,1.1059103,1.9081453,-0.71915144,-0.66661644,-0.76255244,0.060958985
228,SDSS-II SN 13675,1.7086766,-2.2038035,-1.5598707,1.0094013,0.6176749,1.0698317,-0.093056895,-2.1783714
229,SDSS-II SN 13699,0.59089917,-1.9717827,-0.7473228,-0.78021264,-0.1278254,-1.7442828,1.3673089,-1.3323374
230,SDSS-II SN 13725,-0.016153824,0.98574007,1.19426,0.72881514,1.0969033,-1.3205322,3.005922,-0.30683696
231,SDSS-II SN 13803,1.5065662,-2.4836502,-1.6321985,0.017203193,-0.38583004,-0.58946115,1.4127191,-2.5274882
232,SDSS-II SN 13813,0.14036773,-0.24088585,0.36619198,-0.04510979,2.2794123,-1.232336,2.6742456,-0.294467
233,SDSS-II SN 13833,-0.9951116,1.0924488,2.3951604,-0.7474718,-1.1370473,1.7000091,4.984476,0.90802085
234,SDSS-II SN 13843,0.17335743,-0.07089711,0.66008425,-0.8343419,1.006622,-1.6495845,3.0756457,-0.19425571
235,SDSS-II SN 13864,0.07703135,0.87568,1.1378573,1.3932015,1.4076654,-0.78964496,1.6446329,-0.07942316
236,SDSS-II SN 13931,-0.67064387,1.9340801,1.9066862,1.0018764,-0.9143588,1.0363299,4.0652523,0.33440372
237,SDSS-II SN 1395,-0.15565896,-1.140519,0.6699027,1.7943753,0.12495312,-1.0925735,-1.0930597,-0.72565544
238,SDSS-II SN 14054,0.118853286,-1.492192,-0.034859538,1.779765,-1.1022799,-0.47753182,-1.1073067,-1.1209012
239,SDSS-II SN 14081,0.01722265,0.79025745,1.0708822,0.6380741,1.3392767,-1.392186,2.8679047,-0.32608733
240,SDSS-II SN 14113,1.4905657,0.16356103,-1.0103424,2.2501972,-0.7574683,3.111007,-0.093156226,-1.7357453
241,SDSS-II SN 14258,-0.06590932,0.56898206,1.3795712,1.4326571,0.31147224,-1.3605663,0.31278443,0.019574124
242,SDSS-II SN 14260,2.0629146,-0.2568527,-1.4223257,2.1271,-0.51066023,3.1687849,0.28002572,-1.9663928
243,SDSS-II SN 14311,-1.1291041,-0.4859269,-0.35187027,-3.0907378,-1.4209286,-0.6196585,0.5408737,-1.2029623
244,SDSS-II SN 14347,0.17367163,-1.2499658,-0.70797503,1.0474213,0.71542543,1.2019471,-0.8762337,-2.463852
245,SDSS-II SN 14361,-0.62231565,2.0563507,2.1094842,1.9315125,-0.74496657,2.0276966,2.6926742,0.8870319
246,SDSS-II SN 14375,1.4350138,-1.9839967,-1.0389013,0.98987585,1.450336,0.87138444,-0.36090648,-1.4509187
247,SDSS-II SN 14400,2.2160873,-0.7440065,-1.5168031,2.0436168,-0.23113677,2.9938006,0.1353196,-1.8624679
248,SDSS-II SN 14429,-0.41881064,1.9026948,1.7204093,1.5393866,-0.16649078,0.79869294,3.3148603,0.28120637
249,SDSS-II SN 14453,-0.9790212,1.039222,1.691522,-0.8440585,-1.6279563,-0.27054843,4.506256,0.11039749
250,SDSS-II SN 14467,2.1867836,-1.99154,-1.825581,1.4657035,0.0064939763,1.9073356,-0.020232823,-2.2351432
251,SDSS-II SN 14493,-0.33645305,-0.764694,0.18910551,-1.8546581,-1.4813832,-1.9820428,1.4893755,-0.43930328
252,SDSS-II SN 14498,1.42052,-2.6030874,-1.6337812,0.5748336,-0.6720872,-0.24371265,0.65154415,-2.6607811
253,SDSS-II SN 14505,1.4169898,-2.4614124,-1.5652618,1.550241,-1.228936,0.7378729,-0.6018533,-2.3982997
254,SDSS-II SN 14528,-0.51999915,1.9991874,1.7236651,1.6636418,-0.49378955,0.7828139,3.1089318,0.2507901
255,SDSS-II SN 14617,2.0707655,-1.7834738,-1.5334392,1.3546243,0.7349707,1.9162155,-0.053415388,-1.7863525
256,SDSS-II SN 1465,-0.25616866,1.169533,1.4765226,0.6919142,-0.1876536,-1.9347233,2.1777947,-0.3234945
257,SDSS-II SN 1470,1.7723818,-2.241684,-1.7258877,1.791406,-1.1340089,1.4907634,-0.61843544,-2.350077
258,SDSS-II SN 14821,-0.64864,2.0280428,1.6760616,1.515654,-0.96458596,0.549419,3.1791644,0.11146395
259,SDSS-II SN 14964,0.12451498,-1.5307324,-0.72370255,-0.043843057,-1.4111601,-1.7141641,0.07808548,-1.1353186
260,SDSS-II SN 1500,1.4051044,-1.8199042,-1.0161161,2.0449312,-0.062136278,1.7835389,-1.2997805,-1.3872215
261,SDSS-II SN 15046,-0.53220904,1.2078104,1.5768006,-0.35498184,-0.72219145,0.2647141,4.8788223,0.09940012
262,SDSS-II SN 15055,0.07678946,-1.3334167,-0.4938207,1.3811507,0.49326634,1.0720125,-1.1839644,-2.184492
263,SDSS-II SN 15160,2.173259,-2.054904,-1.9139146,1.4960423,-0.38017958,1.8127333,0.020785658,-2.4323585
264,SDSS-II SN 15198,-0.6355394,1.8400474,1.4081397,2.0233023,-0.06941539,0.46131673,1.0941938,-0.25840783
265,SDSS-II SN 15239,2.1991334,-2.064333,-1.8462611,0.08480618,0.722198,0.6285548,1.7039953,-2.2977214
266,SDSS-II SN 15272,-0.45852822,-1.3657621,-0.53591937,-2.750771,-1.3341047,-0.4679015,3.127846,-0.4001716
267,SDSS-II SN 15289,1.8497741,-2.488778,-1.8687885,0.7572424,-0.10358994,0.6001674,0.5517476,-2.7091887
268,SDSS-II SN 15309,-0.5149608,1.7720587,2.0413613,1.0875542,-0.2795909,1.5585461,3.8864906,0.6616081
269,SDSS-II SN 1535,2.0305,-0.08910347,-1.4774082,2.111268,-0.7236305,3.2355764,0.39788628,-2.152277
270,SDSS-II SN 15417,0.1859759,-0.7252008,0.4268694,0.23879229,1.3112746,-1.678489,1.0542346,-0.5601047
271,SDSS-II SN 15539,0.16737837,-1.3670478,-0.8328551,0.6968885,0.9052209,0.9880182,-0.5612119,-2.7389581
272,SDSS-II SN 15587,0.10394651,0.031096686,-0.30590358,2.1538086,-2.591803,1.6087675,-1.390746,-0.322365
273,SDSS-II SN 15751,-0.10596774,0.82272166,1.1941075,0.1752696,0.43499446,-1.7913936,2.9961512,-0.34941947
274,SDSS-II SN 15793,-0.1660494,1.599654,1.4465089,1.2814187,0.52328014,0.054361388,3.3812177,0.042091783
275,SDSS-II SN 15903,-14.356846,12.619171,25.006865,-19.834974,-0.00035447258,-18.886513,51.98867,9.640166
276,SDSS-II SN 15914,-0.39717594,-0.11905517,0.5319368,-0.2654282,-0.93690485,-2.1174204,0.5213714,-0.39359123
277,SDSS-II SN 15944,-0.044092786,0.9103416,1.1625025,0.7745555,1.0860537,-1.5254577,2.5599797,-0.32814798
278,SDSS-II SN 16091,0.6569494,-0.66960084,-0.37883157,2.5395265,-1.4983101,1.8730775,-1.457386,-0.83975166
279,SDSS-II SN 1622,1.3009253,-1.7756567,-0.92224836,2.132652,-0.15542191,1.7866143,-1.4517839,-1.2830842
280,SDSS-II SN 16412,-0.5096674,-0.22326231,0.2287106,0.62252724,-2.2790422,-1.0624977,-0.3626425,-0.23475783
281,SDSS-II SN 16436,-0.8394702,-0.5228784,0.0067004324,-1.2444304,-3.0408123,-1.321844,0.7106745,-0.5540697
282,SDSS-II SN 16455,2.322067,-2.0239856,-2.1108332,1.1699898,-0.38836938,1.6230235,0.6683393,-2.7716517
283,SDSS-II SN 16582,-0.49122193,1.3762795,1.4531957,0.006558721,-0.61154324,0.013672819,4.687344,-0.03505174
284,SDSS-II SN 16768,1.5953773,-2.6484733,-1.8284941,0.92889446,-1.0695988,0.2385167,0.33448234,-2.8206773
285,SDSS-II SN 16838,-0.49561897,-0.1517219,1.0110387,2.730829,-0.46839273,0.31209013,-1.3741205,-0.39258304
286,SDSS-II SN 16977,1.8385627,-2.404386,-1.7729123,0.45171344,0.27533323,0.36387542,0.93494153,-2.5704484
287,SDSS-II SN 17219,0.7801488,0.2867093,-0.0753534,2.6205878,-0.7250574,2.3866196,-0.6711521,-0.5671366
288,SDSS-II SN 17303,2.048658,-0.91701937,-1.2915825,2.0881462,0.042249966,2.8432434,-0.2439672,-1.4845754
289,SDSS-II SN 17330,0.69349587,-0.98128134,0.64147204,1.3268282,2.0195215,-0.10533011,0.35779974,-0.25304982
290,SDSS-II SN 17396,1.4541295,-2.5048838,-1.5924718,1.4103814,-1.0002617,0.6483075,-0.45211133,-2.4416175
291,SDSS-II SN 17422,0.63052976,1.166601,-0.17267299,1.0972166,1.2527674,-0.91381353,1.2029176,1.04756
292,SDSS-II SN 17465,-0.21794176,1.0947366,1.429262,1.0985506,0.1774232,-1.7479491,1.2917533,-0.21810998
293,SDSS-II SN 17466,1.3681862,-1.2834755,-1.2045379,2.28754,-1.560694,2.1153195,-1.0068588,-1.7042974
294,SDSS-II SN 1750,0.059509516,1.1881554,1.2833492,1.1933504,1.2611464,-0.21239795,2.993294,0.020767977
295,SDSS-II SN 17508,0.5947776,-1.2354835,-0.20261155,2.5975397,-1.0054461,1.3592054,-1.6896409,-0.9680873
296,SDSS-II SN 17539,-0.106885135,1.4239413,1.1347883,2.376319,0.24592198,1.629724,0.44075507,0.69788074
297,SDSS-II SN 17542,-0.5860558,1.2665161,1.2273113,1.7812798,-1.2708837,-0.38496834,0.16431157,0.110816844
298,SDSS-II SN 17620,0.3469511,-0.38483912,-0.4240628,2.2984457,-2.2945807,1.710095,-1.5112966,-0.59040517
299,SDSS-II SN 17662,1.2282287,0.7952914,-0.68273664,0.03501905,1.2067807,-1.3194402,1.6103991,1.4359788
300,SDSS-II SN 17667,1.4855138,0.27332935,-0.94426984,2.2835016,-0.68355274,3.1484487,-0.04249534,-1.6692717
301,SDSS-II SN 17682,0.16204825,0.1111623,0.7012805,0.27807385,1.9052662,-1.4863262,2.5145688,-0.37876147
302,SDSS-II SN 17729,0.15947641,-1.4029683,0.37519392,1.7232649,0.2983957,-0.81650466,-1.3961003,-0.6592093
303,SDSS-II SN 1773,1.625295,-2.6428328,-1.8416142,0.83330363,-0.9457589,0.19739568,0.46296003,-2.829299
304,SDSS-II SN 17748,2.1076207,-0.75218755,-1.3019105,2.0854113,0.08301223,2.9472146,-0.06779554,-1.5171732
305,SDSS-II SN 17789,-0.32527855,1.7524369,1.4208986,2.5879185,-0.41599545,1.1946151,0.17031619,0.61620903
306,SDSS-II SN 17816,-0.4812417,0.7283436,1.2341573,-0.47640005,-0.8514881,-1.6651654,3.187981,-0.28743485
307,SDSS-II SN 17853,0.06316586,0.47472182,0.91379076,0.21241945,1.3861573,-1.5513055,2.9788637,-0.3564411
308,SDSS-II SN 17894,2.0815818,-2.1515508,-1.7822512,0.29867604,0.6785117,0.6623439,1.3126442,-2.3241448
309,SDSS-II SN 17906,-0.24794565,1.8611052,1.6535872,2.1984909,0.36139175,1.0936866,2.075515,0.53226364
310,SDSS-II SN 17928,-0.40906483,1.9842055,2.0676155,2.4882512,-0.33908013,2.6268566,1.6396792,1.1874491
311,SDSS-II SN 17952,0.38888088,-1.1917332,0.0012220722,2.538559,-0.88132083,1.0753145,-1.7115113,-0.87420577
312,SDSS-II SN 17997,-0.5581816,1.5255156,1.651498,0.12418494,-0.8686286,0.47476575,4.7493267,0.094023906
313,SDSS-II SN 18058,1.8307122,-1.6835661,-1.402958,2.0136883,-0.33026224,2.221392,-0.78990453,-1.7210586
314,SDSS-II SN 18067,-0.22567408,1.1065547,1.4291486,1.0033724,0.1188057,-1.8218719,1.4878448,-0.2512228
315,SDSS-II SN 18075,-0.06675257,-0.9718364,0.073884465,-2.1318305,-0.1857892,-1.3882744,2.5836992,-0.21667917
316,SDSS-II SN 18077,0.76205933,-2.023773,-0.5707118,0.16086307,0.72124434,-1.1600051,0.7279382,-1.4597926
317,SDSS-II SN 18101,-0.19391851,-0.85377437,0.15105468,0.14656764,-0.36743835,-2.1353126,0.35574168,-0.9230691
318,SDSS-II SN 1821,1.9466963,-2.194253,-1.8239511,1.8095427,-0.9946733,1.7453928,-0.5329531,-2.3832731
319,SDSS-II SN 18226,-0.15403399,1.6609962,1.5416203,1.5912751,0.63082623,0.46834624,3.0460057,0.2221291
320,SDSS-II SN 18243,0.7568075,-1.3555924,0.35278058,1.2787229,1.8362631,-0.29278642,0.07391705,-0.49276128
321,SDSS-II SN 18253,-0.27872655,-0.372403,0.55341715,-1.0830452,-1.0853404,-2.2262185,1.2321635,-0.5038352
322,SDSS-II SN 18273,1.3845696,-2.581202,-1.5405432,0.59575856,-0.17967865,-0.16212322,0.47932166,-2.5606813
323,SDSS-II SN 18276,1.1815264,-1.9190723,-0.6361466,0.8838369,1.6683627,0.25898322,-0.17135456,-1.1285449
324,SDSS-II SN 18301,2.127551,-2.284656,-1.9903929,0.62303615,0.08437051,0.87803346,0.99187875,-2.68426
325,SDSS-II SN 18331,1.0364285,1.1765747,-0.5284747,0.8678963,1.24765,-0.97126776,1.5482165,1.3994294
326,SDSS-II SN 18376,-0.18065853,-0.709522,0.42465156,0.45122287,-0.053436413,-2.0277808,0.23797432,-0.74240834
327,SDSS-II SN 18387,1.5069952,-2.2553525,-1.5341327,1.7684592,-1.1915919,1.1718981,-0.76372176,-2.2366652
328,SDSS-II SN 18405,2.0582294,-2.1617048,-1.8680764,1.5813631,-0.5900298,1.6990122,-0.19981517,-2.4131894
329,SDSS-II SN 18454,1.9458704,-2.4020538,-1.8985859,0.44091415,0.006034333,0.4267299,1.0887264,-2.6785169
330,SDSS-II SN 18479,1.2450821,-2.294975,-1.2590381,0.8666923,0.7002674,0.41789255,-0.3360627,-2.0394175
331,SDSS-II SN 18593,-0.56399757,1.1431173,1.0478958,2.007275,-1.3265916,0.106494,-0.4110774,0.08556175
332,SDSS-II SN 18598,-0.40079486,1.9835253,2.1052575,2.522594,-0.33393463,2.7763176,1.5949593,1.2582927
333,SDSS-II SN 18647,0.955598,-2.0457928,-0.7643735,1.4643916,0.7092918,0.6765332,-1.3913264,-1.2534853
334,SDSS-II SN 1866,1.0333071,-1.1527361,-0.59199464,2.4882314,-0.7966966,1.9952117,-1.4436451,-1.0733682
335,SDSS-II SN 18664,2.352463,0.853128,-0.8547018,3.254653,-0.74368006,2.8438318,1.1055576,-2.5387154
336,SDSS-II SN 18743,0.897579,-2.2098546,-0.7304914,0.52368486,0.76373625,-0.7491867,0.29194272,-1.6318223
337,SDSS-II SN 18848,-0.6405107,1.3915889,1.5096501,-0.102619395,-1.0452332,-0.09240952,4.602287,-0.051576458
338,SDSS-II SN 18898,-0.85084254,-0.32227185,0.24789473,0.3212526,-0.24466509,-0.7857172,-0.02963325,-2.171859
339,SDSS-II SN 18917,0.8367464,-1.3862469,0.26156825,1.2420503,1.8943428,-0.1040705,0.05066604,-0.4855874
340,SDSS-II SN 18935,2.0022676,-2.1820507,-1.8105861,1.5856754,-0.5125165,1.6598654,-0.29151794,-2.3420622
341,SDSS-II SN 18943,0.20216578,-1.9017187,-1.2618971,-1.3949014,-1.8400748,-1.1456438,1.1318245,-0.8151303
342,SDSS-II SN 18971,0.6640131,-0.8917835,0.69800156,0.5938143,2.2990227,-0.47788557,1.391268,-0.27038032
343,SDSS-II SN 18973,0.016974462,0.5238986,1.0140883,-0.18097325,0.8201399,-1.6305267,3.3526478,-0.31959426
344,SDSS-II SN 18983,0.046032686,-1.1777432,0.6746535,1.4576732,0.70384216,-1.3458457,-0.69810456,-0.6006624
345,SDSS-II SN 19059,1.8186133,-2.4630368,-1.8065004,0.63098747,0.13686074,0.49259117,0.6597904,-2.639067
346,SDSS-II SN 19189,0.6730859,-2.4540265,-0.9006038,0.9824398,-0.7544318,-0.8524956,-0.1820443,-2.0784698
347,SDSS-II SN 19209,0.50451845,-2.3183615,-0.7313017,0.7709548,-0.09005384,-0.98812014,-0.08471069,-2.071466
348,SDSS-II SN 1921,-0.7218334,1.5188098,1.7069961,0.021754269,-1.19189,0.37577254,4.6500626,0.11055853
349,SDSS-II SN 19344,2.3742547,-1.2202948,-1.8942989,1.8330272,-0.5693587,2.6556847,0.31589738,-2.403093
350,SDSS-II SN 19399,-0.93868726,1.9792216,1.3275186,1.791983,-1.0138464,0.51236856,1.3288207,-0.6402571
351,SDSS-II SN 19428,-0.061376646,-0.5890941,0.773241,0.908239,0.54723,-1.7917846,0.14583611,-0.51592374
352,SDSS-II SN 19434,0.6731029,-2.1483016,-0.3844896,1.5815226,0.75050014,-0.04133936,-1.5481125,-1.0996335
353,SDSS-II SN 19461,0.15293609,-1.2981062,0.5160173,1.3058263,0.5996865,-1.48081,-0.6178279,-0.63500476
354,SDSS-II SN 19467,1.0774463,-2.3492904,-1.1486799,1.4751472,-0.47077036,0.47510573,-0.92174816,-1.9545089
355,SDSS-II SN 19538,-0.33132282,0.20056239,1.1797887,1.9070928,-0.3315502,-0.8575982,-0.7049997,0.009798524
356,SDSS-II SN 19539,1.5955899,0.19690749,-0.7809001,2.4119883,-0.32786718,3.0869212,-0.042933155,-1.2907087
357,SDSS-II SN 19683,0.06593983,0.825052,1.1864787,0.10383278,1.0464385,-0.10930091,4.072043,0.022819415
358,SDSS-II SN 19721,0.3160035,-0.20433389,1.3298603,1.334631,0.97328687,-1.120244,-0.048100643,0.115027376
359,SDSS-II SN 19723,0.514816,-1.2022862,-0.121223174,2.670335,-1.1244026,1.2787546,-1.7231545,-0.9473631
360,SDSS-II SN 19776,0.1773097,0.42087537,1.1254057,-0.41386858,1.1104672,-0.14944546,3.9781291,0.06394713
361,SDSS-II SN 1980,0.3181228,0.47087875,1.1984973,1.5103393,1.4657779,-0.57093036,0.9792878,0.13106562
362,SDSS-II SN 1982,-0.5498905,1.77919,1.6511973,0.72473943,-0.7991301,0.47386438,4.264296,0.070414156
363,SDSS-II SN 1991,1.7516472,0.058546893,-1.1671722,2.223265,-0.63674825,3.178511,0.117465526,-1.8141657
364,SDSS-II SN 19986,-0.0057460424,0.6647032,1.0253876,0.19708398,1.0750626,-1.5678775,3.2082877,-0.35010305
365,SDSS-II SN 19987,-0.82177407,2.1297429,1.82606,1.4085376,-1.3722316,0.82450557,3.4016302,0.1817512
366,SDSS-II SN 20216,0.20530969,-1.6542698,-0.13166624,0.70361346,0.026007526,-1.5338115,-0.026947686,-1.3147418
367,SDSS-II SN 20231,-0.6109058,-1.2896816,-0.32887578,-2.6501834,-1.728265,-0.9330178,2.5141418,-0.4481578
368,SDSS-II SN 20251,1.4055283,-2.526578,-1.5783267,0.17095344,-0.49542668,-0.59735924,1.159345,-2.5408633
369,SDSS-II SN 20257,1.1797488,-0.14425795,1.5291586,-0.6272398,0.7379269,-1.3511649,0.76146585,0.69657093
370,SDSS-II SN 20369,0.541465,-2.0861356,-0.5066209,0.75227237,0.19440147,-1.0775588,-0.06620092,-1.5759292
371,SDSS-II SN 2041,-0.1477275,-0.30911824,1.0226313,2.7089472,-0.21020143,0.33703977,-1.3151197,-0.16731003
372,SDSS-II SN 20411,-1.1409566,1.583304,2.4048018,0.02026176,-1.5803924,1.5830548,4.481628,0.7838157
373,SDSS-II SN 2042,1.7636452,-2.2579505,-1.7040603,1.7594076,-1.0345666,1.4467937,-0.6050218,-2.329093
374,SDSS-II SN 20467,0.2855806,-1.8449954,-0.5599542,1.2351123,-1.5620813,-0.782804,-0.67122334,-1.4753261
375,SDSS-II SN 20491,0.16227216,0.02518244,-0.24156205,2.284494,-2.461097,1.6554748,-1.3614873,-0.36156112
376,SDSS-II SN 20497,-0.14353035,0.8525236,1.3422774,0.66784763,0.09197109,-1.9900405,1.4540168,-0.23905502
377,SDSS-II SN 20590,1.1175238,-2.48321,-1.243267,0.61788213,0.08353181,-0.38940406,0.28798315,-2.3107944
378,SDSS-II SN 20591,-0.9153498,2.1006386,1.7317423,1.3698765,-1.7986047,0.5451993,3.1449978,0.08795432
379,SDSS-II SN 20613,1.7679336,-3.050324,-2.0464454,0.886388,-0.23171392,0.37816685,0.020693231,-3.0866556
380,SDSS-II SN 20646,1.4706237,-2.3504434,-1.3673406,0.3034732,0.67950636,-0.17817935,0.87116754,-2.2319605
381,SDSS-II SN 20721,-0.19609636,1.6948359,1.5333081,1.4941522,0.4903425,0.39498636,3.2273455,0.16793844
382,SDSS-II SN 2078,-0.15807024,1.4826311,1.5221746,0.8169636,0.014634063,-0.9654542,3.3769557,-0.23578297
383,SDSS-II SN 20791,-0.5485478,1.725245,2.1290526,0.96619123,-0.30498818,1.7475057,3.9959517,0.7665014
384,SDSS-II SN 20805,-0.08775887,1.3537651,1.4797766,0.15152773,-0.18167001,0.52337,4.7979164,-0.005925159
385,SDSS-II SN 20820,0.11947302,-1.2384465,0.5118848,1.6512293,0.49063796,-0.9204561,-1.2472997,-0.549647
386,SDSS-II SN 20842,-1.1733502,1.5909456,2.4030855,0.011383666,-1.6566875,1.5297097,4.45377,0.7676846
387,SDSS-II SN 20861,0.32905227,-1.746577,-0.46506706,-0.84504426,-0.24252892,-2.0252213,1.333845,-1.1948354
388,SDSS-II SN 20870,-0.23911148,1.7619082,1.5989159,1.6035738,0.37494504,0.57049036,3.116318,0.23581631
389,SDSS-II SN 20895,-0.6936602,1.8355298,1.7708256,0.6678706,-1.1406142,0.65286815,4.3109584,0.14842713
390,SDSS-II SN 20916,0.20565562,0.06373286,0.74807477,0.042806268,1.5982426,-1.6891571,2.5264044,-0.3821251
391,SDSS-II SN 2093,0.4962159,-2.1923285,-0.71615225,0.8921239,-0.7612756,-1.0085435,-0.21835484,-1.8003837
392,SDSS-II SN 20953,-0.9162156,0.6594514,1.8207142,-1.3599515,-1.189024,0.19261485,4.798371,0.4017325
393,SDSS-II SN 20956,-0.45416543,1.339139,1.4022743,-0.007191895,-0.5986092,-0.13562009,4.599265,-0.08960487
394,SDSS-II SN 20969,1.1097013,-0.70074266,1.1106362,-1.2031908,1.7887435,-0.082795486,1.7691671,0.6991503
395,SDSS-II SN 21081,-0.22964063,0.9732065,1.2449919,-0.22447507,0.15538715,-0.25920773,4.509761,-0.044931557
396,SDSS-II SN 21356,-0.7160168,1.9842448,1.6564349,1.1700585,-1.2398229,0.37786165,3.5863075,0.022632983
397,SDSS-II SN 21359,1.2228436,-0.13854577,1.3117731,-0.8918477,0.58900994,-1.5339662,0.8563655,0.7876672
398,SDSS-II SN 21381,-0.74556375,2.0748997,1.723444,1.6004037,-1.2559936,0.6837579,2.9745803,0.16341008
399,SDSS-II SN 2148,-0.8287454,1.9076433,1.7138921,0.7294785,-1.5709106,0.3897056,4.0631943,0.033107273
400,SDSS-II SN 2149,0.90786976,-1.9422077,-0.6597082,1.6029527,0.6857965,0.820924,-1.5320436,-1.1330569
401,SDSS-II SN 21553,-0.86797374,0.3206907,1.9434007,-1.7894272,-0.80207914,0.5556205,4.9726653,0.65120274
402,SDSS-II SN 21709,-0.5082816,1.5741637,1.420568,2.2325988,-0.027975721,0.35982355,0.52107257,0.14858145
403,SDSS-II SN 21711,-0.23267522,0.26746225,0.71875507,2.6225169,-0.880591,1.0038712,-1.1581774,-0.2615215
404,SDSS-II SN 2244,-0.58193463,1.5993023,0.9417388,1.9454801,-2.2116055,0.6583613,0.43306372,-0.05225798
405,SDSS-II SN 2325,-0.1342713,1.3210682,1.2461711,0.61686367,0.62911093,-0.3511231,4.0534625,-0.08489343
406,SDSS-II SN 2464,1.4783189,-1.1165006,-1.1878343,2.3090634,-1.2578733,2.3769708,-0.9095073,-1.6341923
407,SDSS-II SN 2615,-0.74562895,0.8324042,2.0895066,-0.9579475,-0.6553908,1.2483276,5.0249925,0.7252355
408,SDSS-II SN 2630,1.2498751,-1.9572638,-0.8722793,1.961304,0.25712103,1.5084114,-1.4829502,-1.2537361
409,SDSS-II SN 2808,0.85504866,-2.2136335,-0.729405,0.74740475,0.72186357,-0.5399348,-0.122656845,-1.6055684
410,SDSS-II SN 2912,0.7191551,-1.2030281,-0.37459448,2.5341396,-1.1018671,1.5484391,-1.6087135,-1.0204557
411,SDSS-II SN 3090,-0.061408084,-1.1923943,0.20267873,1.8631532,-1.1739403,-0.5186225,-1.1439998,-0.9142612
412,SDSS-II SN 3196,-0.9018952,2.0091593,1.7368144,0.9498499,-1.7643892,0.4310169,3.762555,0.041200157
413,SDSS-II SN 3344,-0.003997634,0.77254707,1.0680152,0.8177664,1.3508252,-1.4672173,2.3176136,-0.31521195
414,SDSS-II SN 3368,0.5342895,-0.9008203,0.49778613,0.07136815,2.0527346,-1.099056,1.6767397,-0.41963845
415,SDSS-II SN 3417,-0.04712161,-0.78546154,0.81581527,1.922441,0.048067294,-0.88204366,-1.0997859,-0.36758152
416,SDSS-II SN 3514,0.43255058,-2.0971572,-0.7453265,0.9367125,-1.2024051,-0.9542199,-0.346301,-1.7065703
417,SDSS-II SN 3529,0.9975972,-2.4526477,-1.1329476,0.5774386,-0.027451057,-0.62241143,0.33589563,-2.2280872
418,SDSS-II SN 3533,-0.48706117,1.6203161,1.4489732,2.0055997,-0.13705832,-0.107124485,0.88528997,0.033611327
419,SDSS-II SN 3558,-0.2899597,1.3374518,1.5842443,0.8054771,-0.42185438,-1.7476242,2.3236403,-0.30081218
420,SDSS-II SN 3565,-1.0730652,1.1835731,0.48633167,0.78245795,0.037669558,0.78855395,-0.06657561,-1.9399183
421,SDSS-II SN 3983,2.0302863,-1.9411826,-1.6743578,1.6945695,-0.19364679,1.9793338,-0.38157254,-2.0634177
422,SDSS-II SN 4019,-0.24525882,1.8313247,1.6163095,1.9512906,0.3871997,0.78643507,2.5357213,0.35446474
423,SDSS-II SN 4044,1.1924249,-0.29318473,1.6136883,-0.6459179,1.181585,-0.95187914,0.81448984,0.6857634
424,SDSS-II SN 4104,0.011450259,-1.3201804,-0.11870315,-1.141268,-0.44853193,-2.3096347,1.4510075,-0.90868926
425,SDSS-II SN 4129,-0.09860755,0.64037037,1.2783393,0.40223062,-0.1535047,-2.0791132,1.2946965,-0.21974166
426,SDSS-II SN 4181,0.8732698,-1.8496042,-0.21712688,0.98126614,1.5314828,-0.39644414,-0.2168381,-0.845232
