,SN,0,1,2,3,4,5,6
250,SDSS-II SN 14467,-10.801617,0.53312796,-4.672938,-2.3430128,1.3734293,-12.792056,3.8332329
251,SDSS-II SN 14493,0.6261452,5.0329475,-2.2493916,2.0997365,-0.45223823,-1.8583031,-15.037431
252,SDSS-II SN 14498,4.233886,5.660708,0.34945545,-11.226247,-11.198338,-11.206659,3.6323452
253,SDSS-II SN 14505,-6.8204937,-3.7463138,6.8284087,-6.9393964,-11.707801,-2.3516955,0.92861015
254,SDSS-II SN 14528,-4.3410487,-6.140235,-0.24519882,-1.0079553,2.472452,-10.119511,10.238764
255,SDSS-II SN 14617,-14.947073,0.62898296,1.7378589,3.571275,-4.2855716,-7.0920596,-7.452535
256,SDSS-II SN 1465,-13.163084,-4.2894897,3.76581,4.7355623,-2.8950753,1.0060396,-8.809166
257,SDSS-II SN 1470,9.576939,-6.486261,-1.947526,-3.1800544,-7.207701,-7.490615,-0.7757192
258,SDSS-II SN 14821,-0.30038473,4.9870787,1.7566805,-2.601752,-2.4057744,-16.274668,7.723789
259,SDSS-II SN 14964,-0.37258205,0.7601252,3.5755403,9.421155,4.4843135,-3.035973,-8.413554
260,SDSS-II SN 1500,2.667659,3.5829127,3.6874175,8.741333,-2.231548,-12.522613,1.7611636
261,SDSS-II SN 15046,1.9165695,-6.273898,-23.421436,4.734305,11.005294,19.07061,2.3709586
262,SDSS-II SN 15055,-1.815572,7.1815653,-1.3321092,-0.8183476,-13.193077,-6.825187,5.0961857
263,SDSS-II SN 15160,1.3596082,5.7453732,-0.6751368,-6.557878,-4.536948,-15.097002,-5.8148518
264,SDSS-II SN 15198,-5.6922884,-0.4208845,-6.4301915,3.2964542,-0.4102795,-15.610201,0.73297817
265,SDSS-II SN 15239,10.965429,3.0005622,-2.360683,4.209976,1.4116347,-7.3093915,-1.2986947
266,SDSS-II SN 15272,-8.760918,-4.318645,-2.0400248,-3.1792634,-12.607847,-5.3667445,-1.9326353
267,SDSS-II SN 15289,3.485861,-0.23762639,1.5297961,3.670982,7.2417517,-14.765359,0.78424424
268,SDSS-II SN 15309,-4.5780706,5.7675023,-1.3674362,-7.2623773,-11.2131815,-0.35970932,-2.9691029
269,SDSS-II SN 1535,4.2443914,0.41637436,-6.040225,-9.169825,-5.1222615,-9.625163,0.6681009
270,SDSS-II SN 15417,-0.5064651,-0.5818881,-8.6117325,-3.092839,-10.925236,-10.481812,1.6259533
271,SDSS-II SN 15539,-8.7483425,8.667735,-1.8812494,-9.562644,-6.384676,-3.1433823,-2.0305958
272,SDSS-II SN 15587,-11.884311,0.3404115,5.8340673,-0.0039015033,-1.6419605,-15.168257,-5.0251617
273,SDSS-II SN 15751,1.6854488,-0.9944713,5.6557183,-2.8229485,0.6273523,-11.031574,-6.6366763
274,SDSS-II SN 15793,-0.5277983,-6.3032365,2.324239,-9.224819,-11.624162,-1.9142,0.93447596
275,SDSS-II SN 15903,3.3214555,-6.6827016,-4.103253,-11.287327,-5.8200645,-8.010634,-2.47201
276,SDSS-II SN 15914,-11.042508,4.6864333,-4.17701,4.640537,10.876185,-0.99557865,3.9937203
277,SDSS-II SN 15944,-2.508161,-1.020943,-4.4628935,2.4332988,-10.165435,-16.745773,-1.5572339
278,SDSS-II SN 16091,-2.5167463,5.176745,0.33694518,2.5884397,-7.963741,-13.40589,-3.9719722
279,SDSS-II SN 1622,5.889825,-2.2006052,0.7284917,-0.6210801,-9.196479,-5.0727286,-6.362675
280,SDSS-II SN 16412,-4.1920347,-0.90857,-4.716005,13.025231,5.5671544,-4.717545,-8.358418
281,SDSS-II SN 16436,-1.4397733,0.37822405,-7.001358,6.745238,-4.242881,-4.7657456,11.288952
282,SDSS-II SN 16455,13.6565695,-4.651856,-0.18891992,-1.2359182,-1.8850238,-11.705953,2.6447775
283,SDSS-II SN 16582,9.80474,0.5857862,2.3731062,-1.745973,-9.199839,-13.383491,3.341443
284,SDSS-II SN 16768,6.5459623,4.5035887,1.5473776,-6.9251904,2.0456882,-8.5289755,0.059745017
285,SDSS-II SN 16838,-5.9980354,-0.29273164,-7.6194706,8.669299,7.7713556,-2.9988413,-3.9499938
286,SDSS-II SN 16977,-5.5365314,-2.7487426,-5.6877074,2.6356127,2.6081145,-4.6793447,-3.096457
287,SDSS-II SN 17219,0.88133353,4.7956624,0.9280335,11.957245,3.4582944,-7.809018,5.9568605
288,SDSS-II SN 17303,-11.126115,3.9149382,-5.7129045,-0.81673664,-4.932322,0.059130657,7.615329
289,SDSS-II SN 17330,-8.470099,6.080149,5.9497156,5.353436,1.4336737,-4.4490705,-4.8191395
290,SDSS-II SN 17396,11.530065,-1.1063193,-4.183482,-7.162211,-6.9483957,-8.424199,5.873087
291,SDSS-II SN 17422,-20.197363,1.0344263,-0.1819439,3.7171125,1.6120319,-2.7247546,-2.171759
292,SDSS-II SN 17465,-8.059849,-9.265291,3.4102266,10.201356,-1.2819871,-0.0619947,-3.6318636
293,SDSS-II SN 17466,8.291518,8.992365,-1.1127783,-12.562121,-2.684557,-4.4675,-2.2171772
294,SDSS-II SN 1750,5.192144,0.75290924,3.0157728,-3.042077,-12.504662,-13.559648,-1.7509851
295,SDSS-II SN 17508,-2.7238343,3.0255039,4.096697,3.326835,-4.5635176,-11.3213415,5.5886655
296,SDSS-II SN 17539,-8.816085,-1.0405122,-3.3007352,10.933875,10.86481,-3.9011893,0.7285495
297,SDSS-II SN 17542,-1.6068513,-2.8679683,5.8427725,6.9703135,0.79087794,-8.520283,6.247262
298,SDSS-II SN 17620,10.539908,3.739275,-2.0108807,-10.332193,-4.4951434,-5.2841196,-5.1023674
299,SDSS-II SN 17662,-8.635236,-0.3354865,-3.2257683,8.8284235,-6.27263,2.8625562,-9.342514
300,SDSS-II SN 17667,4.456139,9.46113,-0.18450858,6.7027726,0.36506882,-8.036625,-2.7279732
301,SDSS-II SN 17682,6.275557,3.2126696,3.8712113,1.9609542,1.5523008,-9.781758,4.9300857
302,SDSS-II SN 17729,-6.9282575,-0.3061874,-0.5612593,1.6163899,-8.330979,1.412908,-11.745394
303,SDSS-II SN 1773,12.328658,9.152163,0.6978417,-5.803383,-0.7037935,-6.816513,-3.8362997
304,SDSS-II SN 17748,-13.586705,-4.624474,-0.8485334,-5.133841,3.91684,-4.8613276,0.4240634
305,SDSS-II SN 17789,-4.7545533,2.8478358,1.3232405,14.7094755,5.6806717,-6.018445,0.34200463
306,SDSS-II SN 17816,-10.770412,1.1082425,2.2362976,-7.3757257,-11.6309805,-2.2318728,6.943503
307,SDSS-II SN 17853,-6.8968673,-8.092446,6.522502,1.9868764,-7.958371,-2.9369717,-1.5478575
308,SDSS-II SN 17894,-8.423611,-2.3643117,0.9061899,-2.2498486,-0.7351744,-8.977665,-7.1972084
309,SDSS-II SN 17906,-16.6268,6.862681,0.8351776,-2.964147,-3.2613232,-2.2657175,-3.8739133
310,SDSS-II SN 17928,-6.550783,-0.72166663,-9.156779,-7.1182237,-8.928736,-7.08802,-4.144739
311,SDSS-II SN 17952,-6.682986,0.89892495,-0.5619204,0.83774465,-14.024082,-12.28485,-0.5616093
312,SDSS-II SN 17997,4.791126,-1.4493661,7.4058204,-2.873348,-13.52891,-2.0032582,5.598027
313,SDSS-II SN 18058,-0.15707134,3.7072453,-3.9809022,3.1713097,-6.712876,-4.2283797,-2.6551757
314,SDSS-II SN 18067,-8.944497,-8.126764,0.81249756,7.929493,-6.9801583,-9.969906,0.028424848
315,SDSS-II SN 18075,1.1293048,4.85688,-4.7743664,7.852698,5.5244637,-5.2278504,-7.0008917
316,SDSS-II SN 18077,-3.113919,-2.4710746,-10.070703,4.2815614,-5.228434,1.0000825,-11.629574
317,SDSS-II SN 18101,-2.7745779,2.9884305,-6.0661163,-1.6078743,-2.3911965,3.3014834,6.334105
318,SDSS-II SN 1821,10.11488,3.1484187,-0.007238006,-6.028018,-6.5538898,-11.329671,-4.5085645
319,SDSS-II SN 18226,-12.955785,3.3752794,2.260588,0.68385583,-0.11646325,-7.6500363,-2.217939
320,SDSS-II SN 18243,-3.827597,6.7518797,0.32457206,0.0017322623,-9.123147,-15.968084,2.7905772
321,SDSS-II SN 18253,4.166792,-4.656653,-12.83075,1.1650459,-2.8068855,-7.6023483,-1.6191199
322,SDSS-II SN 18273,7.231792,10.175047,-1.1476262,1.5198551,-7.625903,-9.733351,0.14496781
323,SDSS-II SN 18276,2.8167338,2.9708629,-1.6024888,0.7490514,-4.574282,-20.756199,3.5696254
324,SDSS-II SN 18301,4.0951,-8.125701,6.4805236,-1.5476103,-7.7606416,-7.79846,-0.7729136
325,SDSS-II SN 18331,-5.1716785,1.7873472,-6.000972,-8.938453,-0.57779604,0.7119114,0.9276351
326,SDSS-II SN 18376,-7.1374493,-4.3481655,1.3273542,11.193388,2.1981714,-2.4046025,0.2281528
327,SDSS-II SN 18387,5.015198,-0.18048583,0.1626313,-6.204223,-8.202231,-7.440667,-1.7961106
328,SDSS-II SN 18405,3.2074716,-5.648134,-2.9178169,-6.576239,-12.948667,-8.200804,0.29111385
329,SDSS-II SN 18454,4.5502777,-1.6374133,4.518966,-4.390944,-15.825679,-3.7035398,-2.4534898
330,SDSS-II SN 18479,-1.84024,4.816726,-1.6751416,-0.5786347,-6.0584774,-7.43591,12.907272
331,SDSS-II SN 18593,-2.8619404,-0.14101832,4.2972965,11.428094,-0.08000737,-6.479836,1.0210685
332,SDSS-II SN 18598,-6.0512233,13.133961,-0.07675258,4.1728144,4.3574758,-5.4777107,-0.039187323
333,SDSS-II SN 18647,-4.9976335,7.47582,-7.0156693,0.78372717,-0.93719375,-13.540668,1.007107
334,SDSS-II SN 1866,-0.75700456,7.947641,3.5648742,1.9128654,-4.8798566,-6.5993404,-2.9337466
335,SDSS-II SN 18664,-0.77808326,10.358473,-1.0385746,-0.36089638,-7.8700247,0.75597006,-6.2105036
336,SDSS-II SN 18743,0.51536334,4.690387,-2.1987092,-4.218371,-10.708358,-0.72774917,-10.556818
337,SDSS-II SN 18848,-3.8224385,-2.0264971,-6.8382244,1.2128013,-6.5801206,4.4131866,0.0050338204
338,SDSS-II SN 18898,-9.192749,6.92592,-6.778493,3.3615065,0.85074985,4.5975866,2.1937885
339,SDSS-II SN 18917,6.1533694,7.446564,-4.6511254,-0.09921257,-3.6112576,-13.700307,6.0036488
340,SDSS-II SN 18935,2.4887414,-11.026219,-0.50587016,-0.6878654,-10.656124,-3.717479,-0.093924396
341,SDSS-II SN 18943,-3.139279,-2.4647853,-3.8455834,-10.427013,-5.7639966,-5.4531517,2.4284935
342,SDSS-II SN 18971,-0.71271783,0.91849554,-1.2746128,-1.7296814,-9.270785,-10.099307,1.9374355
343,SDSS-II SN 18973,3.775447,-3.8850996,11.098393,-2.9893875,3.613152,-8.117636,8.14678
344,SDSS-II SN 18983,-8.395393,0.23335128,-4.8258085,5.679824,-0.9602868,0.95578897,-0.9924624
345,SDSS-II SN 19059,7.381273,-0.20453978,4.278848,-4.883826,4.7384996,-16.336,2.459375
346,SDSS-II SN 19189,7.9066267,-0.52097654,-0.30210325,-1.5598391,0.6549756,-6.770376,-1.1395074
347,SDSS-II SN 19209,5.2399473,-4.9925127,1.4275297,3.1778305,1.0972886,-14.632946,3.8585374
348,SDSS-II SN 1921,10.182766,1.6021583,-1.1723194,2.650184,-4.5037026,-15.059243,-0.19819784
349,SDSS-II SN 19344,11.939554,4.8440576,-4.577707,-9.588144,-2.0479815,-10.41958,0.6808862
350,SDSS-II SN 19399,0.6241552,0.98067933,-2.3746846,-6.5146713,-9.159587,-12.010101,8.076816
351,SDSS-II SN 19428,0.22842003,2.5055194,-9.912196,-1.8456663,-6.823408,0.038963776,8.461671
352,SDSS-II SN 19434,1.646937,7.4518785,-6.4599133,-9.071263,-1.7362616,-9.13456,-5.117244
353,SDSS-II SN 19461,-2.637341,4.845283,-4.9947467,-9.704761,-9.034953,-10.542591,-6.269846
354,SDSS-II SN 19467,-1.0259117,-2.505609,0.28820154,-3.144521,-2.4711807,-17.721897,3.8646202
355,SDSS-II SN 19538,-8.414639,-1.3735589,5.589794,5.360526,2.4602327,-5.8788943,1.1823199
356,SDSS-II SN 19539,-4.445769,-2.1664407,7.8725924,0.5207581,-1.525389,-4.8946257,-9.594631
357,SDSS-II SN 19683,-1.0992838,0.3167086,0.39819068,-1.2881032,-9.61475,0.91036487,-4.3450813
358,SDSS-II SN 19721,-10.990575,-4.5689025,-6.2536106,3.8070009,-8.953128,1.5781288,0.9609204
359,SDSS-II SN 19723,-5.779694,-0.39924988,1.7126502,0.38640788,-3.7244856,-11.714397,10.695678
360,SDSS-II SN 19776,6.3631325,7.570427,-5.1761203,-3.7806883,-10.869756,-0.5624573,5.327121
361,SDSS-II SN 1980,-11.499691,4.893987,-0.94346184,4.8657284,1.0082918,-1.8347704,-5.6258345
362,SDSS-II SN 1982,-3.460109,-3.0627167,-9.068993,-2.143702,-2.5809047,1.8129189,3.6885555
363,SDSS-II SN 1991,3.097837,7.5015864,-1.5252419,-4.9416857,-7.0886745,-12.51919,-0.7432529
364,SDSS-II SN 19986,-1.3834254,-9.576935,4.983953,-3.3043973,-3.7294312,-7.1949735,7.4638042
365,SDSS-II SN 19987,9.613327,0.25603133,0.73103946,2.337085,-3.1783164,-10.219734,11.103189
366,SDSS-II SN 20216,-10.442671,11.147292,1.2355388,0.3632128,0.41196793,-3.0825865,-7.3662186
367,SDSS-II SN 20231,2.3379345,-1.6882297,13.129678,-2.1899242,-2.877757,-3.870571,-3.128007
368,SDSS-II SN 20251,-3.3450606,4.638637,-10.010313,1.2280658,-5.296577,3.2270906,1.9433835
369,SDSS-II SN 20257,7.0841517,-8.301555,2.1208763,-0.9716184,3.19526,-9.514621,3.8865693
370,SDSS-II SN 20369,-8.478876,1.7619588,-13.532109,-0.7997535,-2.7187443,-3.3698702,2.4149547
371,SDSS-II SN 2041,0.27872396,6.6697817,-7.648374,-1.0818266,-6.284197,-3.9179897,1.2668099
372,SDSS-II SN 20411,-5.551479,-5.573534,9.153032,-0.5954648,-1.5907285,-9.481827,5.2779937
373,SDSS-II SN 2042,6.517026,-3.489678,0.04300948,-7.8446703,-3.1422076,-11.192179,-2.6936836
374,SDSS-II SN 20467,-9.686068,1.3362757,9.986754,0.416297,-5.288173,-5.2959867,1.5847007
375,SDSS-II SN 20491,-10.507357,1.6270101,3.8718553,4.6125026,-6.7034955,-13.224646,-6.077866
376,SDSS-II SN 20497,0.77524006,-0.5266923,-7.919059,0.5526841,1.2124038,-8.509371,11.651499
377,SDSS-II SN 20590,0.5929921,7.013339,-0.929945,-1.1879466,-2.407319,-8.5799675,7.133444
378,SDSS-II SN 20591,12.324705,1.7456176,3.1398652,0.037520565,5.8146877,-11.9422245,1.64612
379,SDSS-II SN 20613,3.3050523,-4.5222373,5.5342956,-5.032866,-11.446322,-10.768504,2.9976676
380,SDSS-II SN 20646,-0.3336262,1.1431017,-3.6661649,-3.500167,-11.364008,-4.198494,-2.1357098
381,SDSS-II SN 20721,0.44367027,9.562872,-0.925956,-8.164209,-7.8642983,-5.993642,-6.448929
382,SDSS-II SN 2078,0.12830928,1.1754084,0.85759526,7.3807597,-1.8167537,-0.26676053,4.14309
383,SDSS-II SN 20791,-1.702795,4.302781,-0.99778223,-5.647167,-3.5001588,-7.455893,-3.3562245
384,SDSS-II SN 20805,3.1342096,-2.294404,-0.25105226,-6.274487,-4.5605693,-5.1518183,-13.953544
385,SDSS-II SN 20820,-12.997182,-2.325303,-0.10063055,6.097387,-1.8426088,-4.950302,-1.3536025
386,SDSS-II SN 20842,6.4663587,0.98785156,6.6763434,-2.0963278,-2.4895945,-16.946573,3.664362
387,SDSS-II SN 20861,-0.7361583,2.7558944,-1.4577873,8.753759,1.3281335,-2.653615,-3.6593738
388,SDSS-II SN 20870,4.544545,10.8088,-2.0795739,-0.5330553,-12.39529,-6.139695,-3.907338
389,SDSS-II SN 20895,7.250332,5.084717,3.5433176,0.79136693,-3.8720539,-11.3498535,-1.2026656
390,SDSS-II SN 20916,5.9624224,2.5811067,7.5476723,-1.2170099,5.0307584,-14.367691,6.6400266
391,SDSS-II SN 2093,-8.132016,6.0628524,4.290158,0.34459427,-4.707628,-2.0829895,-3.81988
392,SDSS-II SN 20953,0.7468062,-4.429952,7.4015265,-5.554566,-7.194263,-7.06356,-4.8290224
393,SDSS-II SN 20956,-6.177532,-1.942063,-10.13366,-1.1767193,-8.303268,-4.1804714,2.434958
394,SDSS-II SN 20969,4.7775292,4.149085,5.0176153,-5.931848,-3.2222266,-6.892805,4.040442
395,SDSS-II SN 21081,5.347404,-1.3543389,-1.0692229,3.7187922,-12.346823,-1.4049588,-0.80374026
396,SDSS-II SN 21356,7.1970587,-0.9273646,8.494356,2.812052,-1.2090625,-11.429806,-4.5447674
397,SDSS-II SN 21359,0.39121175,6.7661715,1.6343768,-2.9145873,-0.94025695,-3.6470993,-9.73378
398,SDSS-II SN 21381,-0.31114292,0.56535155,1.866711,-3.4660423,1.2339829,-13.8143425,0.29972005
399,SDSS-II SN 2148,9.583494,-2.000025,3.6476367,-5.273473,-3.0316072,-9.116819,4.60688
400,SDSS-II SN 2149,-14.467433,2.258059,-0.7928214,3.317903,-4.6073527,-14.203788,-0.54117155
401,SDSS-II SN 21553,-3.4145894,-0.3791136,-1.9013972,-6.906765,-6.003787,-1.4386876,-4.852754
402,SDSS-II SN 21709,-6.553875,9.25263,-1.2852403,5.9519677,-9.660339,-5.812599,-4.012653
403,SDSS-II SN 21711,-0.37214962,-4.100026,15.158309,-23.302654,6.6256957,-11.736024,0.06154131
404,SDSS-II SN 2244,11.537242,7.7202983,4.699875,1.7849021,-2.6306243,-5.089449,4.247884
405,SDSS-II SN 2325,-8.057201,-6.338227,-5.0174675,-4.2900906,-3.0515032,-6.5070734,-6.542503
406,SDSS-II SN 2464,-3.5456848,6.6256914,-4.5326657,-5.385815,-10.4717655,-7.6862416,-0.24763772
407,SDSS-II SN 2615,4.819565,2.0466485,7.160615,-10.881309,-11.3012,-3.4329357,-0.9503319
408,SDSS-II SN 2630,-0.36344635,3.31154,-6.8696265,2.9249456,-6.3661113,-14.842255,-3.8803213
409,SDSS-II SN 2808,-9.791798,1.3241652,5.4394217,4.7928424,-9.421251,-8.737023,6.7133055
410,SDSS-II SN 2912,4.2457395,7.1173186,-6.7859235,-6.107285,-8.151462,-7.482395,-4.286947
411,SDSS-II SN 3090,-7.8953342,-4.636286,-6.5017166,7.04168,-6.0532956,1.1659577,-4.459974
412,SDSS-II SN 3196,-0.88136023,3.043069,15.308444,-1.1847401,-5.046471,-3.9532,3.4750233
413,SDSS-II SN 3344,-2.9957771,-5.6677785,4.2128234,7.2060037,-6.5025015,-4.9175377,-1.8404318
414,SDSS-II SN 3368,-2.1057441,-8.857182,4.7488804,-1.0889672,-3.0254216,-13.09628,1.165309
415,SDSS-II SN 3417,-5.394493,-1.4300889,-9.581214,10.096711,-3.084305,-9.285586,-0.9776341
416,SDSS-II SN 3514,-8.878233,0.74198467,9.592584,-6.3594327,-2.2739282,-4.02937,-3.2430992
417,SDSS-II SN 3529,-4.5949106,-0.024990097,-6.9187818,1.8400978,-7.6970835,-6.460198,-8.876301
418,SDSS-II SN 3533,-9.167362,-0.7026253,0.57166326,6.64033,-13.2268,-5.7571974,2.6338959
419,SDSS-II SN 3558,-7.3075566,10.263519,-3.0550284,1.3380297,5.171578,-10.537121,-4.5244265
420,SDSS-II SN 3565,-11.629316,13.797674,-3.966538,7.109952,-0.11948509,-0.22003911,-1.8623663
421,SDSS-II SN 3983,-8.834118,-3.3281958,3.615655,-1.3683187,-6.2611194,-15.685993,1.926209
422,SDSS-II SN 4019,-8.431478,7.663214,-0.26619422,6.4154134,-1.508206,-11.485781,-8.613547
423,SDSS-II SN 4044,1.7245321,-8.094815,13.200983,1.2544779,-0.60789436,-4.9129424,-1.2799829
424,SDSS-II SN 4104,-7.7961755,0.2075515,10.397778,11.126,1.1815225,-2.8690689,1.711017
425,SDSS-II SN 4129,-1.9834324,-4.153063,-8.132148,-3.0139754,2.5082903,-9.449706,3.3400807
426,SDSS-II SN 4181,-13.586142,4.721922,-8.746503,-1.1263033,-8.720989,-6.4943695,-0.39104903
427,SDSS-II SN 4307,-13.325126,-2.8185718,0.29254985,8.030918,-2.175681,-12.879491,1.3431655
428,SDSS-II SN 4330,0.431621,-0.6641915,-11.890517,-1.1460278,-10.868091,-2.0645986,-2.3177555
429,SDSS-II SN 4375,-0.22090468,-1.4114838,6.2348866,7.1092734,-8.820652,-1.558557,-6.1649766
430,SDSS-II SN 4534,-0.6137396,-6.942866,4.7546964,-1.7271829,-10.7183695,-0.8019955,-7.040493
431,SDSS-II SN 4606,-3.1663632,0.21832992,-9.878161,-8.624496,-2.0418134,-1.2312739,-4.346596
432,SDSS-II SN 4888,-0.034597263,5.9444804,-5.022137,-2.5145893,3.4050756,-4.9811277,-7.7233076
433,SDSS-II SN 4906,-6.4838066,4.482433,1.2275718,1.2433894,2.729554,-5.540977,-1.5735239
434,SDSS-II SN 4907,-1.9980035,-6.8611383,-5.8343406,0.14835824,-6.0808454,-7.8886833,7.8515134
435,SDSS-II SN 4966,-12.962099,3.7929933,2.1629028,-1.5334702,-10.229112,-7.1516404,0.04283991
436,SDSS-II SN 4978,1.4259238,5.6886754,-3.8390126,-2.5347643,-14.01875,-12.902232,-0.99925816
437,SDSS-II SN 5001,-6.8925204,7.719107,-10.977582,1.411582,1.7857268,0.80742085,-5.287006
438,SDSS-II SN 5235,1.5397701,-5.4164095,-0.33320397,3.7804809,-4.146173,-8.479833,13.508012
439,SDSS-II SN 5401,-3.62662,-1.935855,2.9286835,4.3601594,-0.7662651,-9.235003,-3.6815066
440,SDSS-II SN 5468,-0.9560815,6.460699,5.2537255,3.9469879,2.9801154,-6.1114435,6.332842
441,SDSS-II SN 5498,-0.03286407,-1.4375209,5.672809,-0.79332906,-2.0197752,-5.680307,11.742061
442,SDSS-II SN 5590,-1.5424126,-5.679807,0.6409842,-4.5542192,0.70808685,-12.722114,-3.5504797
443,SDSS-II SN 5607,-1.3641789,0.5765557,-2.6376057,-6.7656035,4.2885084,-6.5511966,-6.6904593
444,SDSS-II SN 5810,6.760271,-0.3027258,-2.060523,1.6633207,0.10850932,-4.165059,6.440871
445,SDSS-II SN 5890,-17.050083,1.7537189,-0.60348725,0.85782844,-3.3304787,2.4395666,2.972628
446,SDSS-II SN 5959,-15.855661,-0.55612534,4.05235,-4.7015605,1.1633401,-4.886455,-6.4053297
447,SDSS-II SN 5963,-7.4266133,-0.11254195,6.209498,0.08237234,-8.858132,-11.683993,-3.4481874
448,SDSS-II SN 6055,-15.090867,-4.775219,-0.72502273,2.587732,3.1043406,-8.835664,1.6952546
449,SDSS-II SN 6289,-2.9584796,7.081693,-5.7214375,-5.9560246,-4.976713,2.491227,0.1030533
450,SDSS-II SN 6327,-13.999893,-1.6307244,-3.08628,1.0340718,-2.7853394,-0.2886034,-4.9851995
451,SDSS-II SN 6556,-1.6268841,8.211069,0.43311706,-0.7408431,-8.257133,1.2483526,6.574606
452,SDSS-II SN 6560,-4.7281866,-1.2262698,6.560278,6.5837135,-2.2071204,-15.043765,-1.6901786
453,SDSS-II SN 6618,2.0580292,-4.124056,10.198351,8.800584,-2.8663568,-9.436858,-0.95742095
454,SDSS-II SN 6714,4.9673004,3.3826215,-2.4582863,-4.1895113,-15.520686,0.5599456,-0.73449385
455,SDSS-II SN 6715,-3.5915346,-11.039001,6.287486,-1.1343311,-7.3475432,-0.6552563,4.048933
456,SDSS-II SN 7024,-0.22379799,-2.6155424,3.252504,-0.09256701,-9.5497465,-5.515059,-0.97246414
457,SDSS-II SN 703,-6.3111124,-2.4214764,-4.325807,-3.07277,-4.34262,-10.4450655,7.37019
458,SDSS-II SN 7039,-15.716992,-1.7383745,-0.15731826,2.8769126,-10.543069,-1.1251378,-1.9051238
459,SDSS-II SN 7121,-11.882159,-4.1950517,0.0997587,3.4235566,-8.138501,-9.497529,-3.64803
460,SDSS-II SN 7123,-14.064244,1.1900196,-4.243293,-3.5476117,-3.4466527,-8.091715,-2.8960552
461,SDSS-II SN 7233,-5.215434,-8.138104,11.470978,5.9239397,-4.453264,-1.8239111,1.5191715
462,SDSS-II SN 7499,11.390114,4.0593925,-3.559283,-7.7299285,-10.59641,-9.000712,0.30626553
463,SDSS-II SN 7636,11.44958,5.3630395,-1.3564036,-1.9409715,0.7319772,-11.399927,1.9638147
464,SDSS-II SN 764,-10.161822,-2.8991032,-0.572579,4.7252173,-0.21263269,0.33052298,5.3156495
465,SDSS-II SN 7647,4.905873,-0.8174892,5.130839,1.7636719,6.7870383,-9.838949,11.172392
466,SDSS-II SN 7701,4.3600707,-5.1679163,3.3737514,3.8164454,-7.8547707,-12.351823,-4.654641
467,SDSS-II SN 7725,-3.355684,-3.1547866,-5.272185,-5.376843,-8.979866,-1.3482429,8.853234
468,SDSS-II SN 773,-1.8750471,-4.713062,-2.185468,12.162385,-0.75946605,-1.2549471,7.958841
469,SDSS-II SN 801,-8.183844,4.126336,-0.85300267,-1.757554,-2.3723164,-6.330285,-9.896214
470,SDSS-II SN 8196,-0.9641804,9.625062,-1.0585321,-3.5595355,-14.820223,-4.1170883,-3.722655
471,SDSS-II SN 8236,-14.459844,4.9531226,0.9314358,-1.0685378,-7.0450454,-3.760948,-11.811375
472,SDSS-II SN 8252,0.4250694,0.13506465,5.1485863,-7.3466535,-14.737222,-0.7991515,2.9845154
473,SDSS-II SN 8721,-2.706159,1.1847298,-3.8780513,-2.3642268,-6.0987105,-3.6703756,4.341356
474,SDSS-II SN 8744,-10.938517,7.789553,0.9637235,-0.8404875,1.1990616,-0.7017089,0.428041
475,SDSS-II SN 904,-14.002821,5.370175,-0.17638817,-2.161376,0.49872756,-6.270623,3.7561643
476,SDSS-II SN 9052,-14.740343,2.6686575,-1.1814259,11.423546,-6.7944016,-5.320864,-3.7898562
477,SDSS-II SN 917,-5.686514,-4.063323,7.7312636,10.452739,4.6499815,-0.012592028,-0.52038497
478,SDSS-II SN 9250,-14.900201,-4.454808,4.1851697,6.1068983,-4.8393364,2.3230674,1.31481
479,SDSS-II SN 9326,-7.446143,1.7219489,-0.6618334,1.7315419,-4.712566,-4.885452,-3.8619277
480,SDSS-II SN 9424,12.084677,-0.33653757,1.0119216,-5.431262,-3.2772756,-16.396807,1.0482082
481,SDSS-II SN 9632,8.948301,0.9299023,-3.3301687,-5.0846705,1.4881499,-12.582341,8.962556
482,SN2005fj,-6.889619,-1.3507466,-6.1390862,17.49918,1.246766,-3.1846504,2.4617496
483,SN2005gi,-4.7577868,0.29644507,1.4014812,-11.122857,-1.8172201,-9.789361,-3.8663394
484,SN2005jq,-13.962142,3.1988003,1.2478226,7.285153,8.775165,-2.4954429,0.49711677
485,SN2005kq,-1.9379393,-5.0890455,-7.624327,6.4814715,0.121752836,-12.965187,5.198948
486,SN2005lo,-0.73077184,5.7704196,8.526158,3.3782341,-0.9240604,-13.242029,2.3385067
487,SN2005ml,-11.237454,-0.97516716,-3.3222225,13.673073,4.2414165,-0.8248649,-7.104909
488,SN2005mn,5.6007576,3.9657893,-2.582678,-1.9324763,-5.3106103,-5.5695906,-5.476684
489,SN2005mp,-7.2916427,6.5531077,5.5235434,1.8092301,-1.882016,-5.1468897,3.0182009
490,SN2006ft,-12.181086,5.720442,4.672046,5.381257,-1.1379627,1.2913775,4.7422037
491,SN2006gd,7.658844,1.8607647,10.446559,-6.388867,-13.114444,-3.0268488,1.8076645
492,SN2006ge,-3.8281713,11.113806,-1.1006256,-6.6763167,-2.6286569,-2.9950514,2.9555285
493,SN2006gk,7.3136263,-4.4433317,-5.906917,-1.468344,-1.085041,-11.512184,7.519064
