,SN,0,1,2,3,4,5,6
494,SN2006gl,-6.536506,5.842897,5.116806,6.342236,-5.889263,-10.999964,-1.3768551
495,SN2006go,-2.7168357,-5.1976542,3.3083832,-5.411422,-6.0216827,-8.297988,-0.0010965848
496,SN2006gp,7.212071,3.8603017,-1.8753997,-3.5154545,-4.977916,-6.271375,1.9592578
497,SN2006gu,-13.088313,9.570156,3.8411884,4.004101,-0.51306915,-4.894415,-0.7150881
498,SN2006hj,-9.948754,-1.2295886,-0.31970796,10.933801,-6.7875805,-11.410031,-1.7580757
499,SN2006hk,-13.10854,1.3473357,4.382801,10.314421,-2.0290709,-9.741427,5.4630136
500,SN2006hm,-0.17276719,-2.939284,12.909924,-1.9604514,-1.5179496,-11.448905,1.5136174
501,SN2006hw,-5.9219003,-2.5628095,-5.4067073,13.730645,-6.433364,-5.520583,1.9603802
502,SN2006jg,3.0232577,-1.3724966,-5.669189,-4.142294,-4.3635364,-8.800664,-11.626054
503,SN2006jz,-9.122387,8.831535,-8.20643,7.2492957,-8.304083,-0.7729818,-2.4570472
504,SN2006kd,-2.179208,-7.0365095,-6.4534025,8.891935,-1.6444478,-6.3726892,4.1262946
505,SN2006ks,0.83964324,12.410331,1.588911,0.61304796,-5.235733,-6.776,9.073323
506,SN2006ll,2.17252,-7.3571453,6.3198795,-0.7984655,-2.7783868,-11.116084,-8.506126
507,SN2006lq,1.8155508,5.7833843,0.8301418,0.00069438264,-8.064545,-12.149043,7.5871787
508,SN2006mz,2.1278343,2.216299,1.3716383,8.287571,-8.993233,-18.539446,-0.2781419
509,SN2006nc,-12.273112,1.0777036,-0.50152624,18.836012,3.7888737,-0.6006784,-0.3252438
510,SN2006np,-4.959756,-1.8723106,-0.2405009,17.823805,-2.1321542,-4.8449306,4.367161
511,SN2006nt,-6.119087,1.5102553,-10.4445715,7.119165,-12.238271,-6.4222465,0.7318736
512,SN2006nw,-12.842473,4.90222,-0.10375607,12.696829,-0.21643704,1.8976357,0.14882547
513,SN2006op,1.407039,3.5895977,1.5969559,3.6035938,-0.7900441,-7.7832117,0.4157514
514,SN2006oz,-6.4584856,-1.0880715,-2.527459,5.812137,5.6172314,-2.0978105,2.2281568
515,SN2006ph,-8.053054,5.8234878,-7.5296288,4.662483,-7.790018,-6.3288994,0.3153991
516,SN2006pj,-3.5966501,2.508683,-0.14408338,6.8430367,-2.1371286,-14.070302,0.41592336
517,SN2006pm,-9.103653,11.776587,-2.5479844,7.2340183,-7.927986,-3.9989235,1.2416657
518,SN2006pn,-10.5755415,6.552592,-0.79269445,5.9744897,1.2598252,-5.136164,3.183058
519,SN2006po,-1.6203057,9.781628,-1.6500596,-3.3034766,-8.7697315,-2.252839,0.21412747
520,SN2006pr,-12.228782,-0.05084766,-2.9502294,11.75987,5.4149904,-0.19818522,1.0606967
521,SN2006pu,-6.5450044,4.5420685,-8.100475,2.9306848,4.5856476,-1.7634095,0.19123177
522,SN2006qd,36.67044,-0.09836018,0.16269101,0.18571793,-0.049336024,-1.1030495,0.6938487
523,SN2006qh,-1.9019195,2.6211584,4.5189424,6.2513385,-7.2013416,-6.2440777,0.5583671
524,SN2006sw,-7.3471203,0.5799961,-3.126076,11.980708,1.2779077,-6.1390347,0.5004324
525,SN2006sx,-3.9173534,1.9194541,0.25536937,6.0397806,1.5335574,-7.4678707,5.672942
526,SN2007fr,6.507069,7.549742,1.6519438,6.5019846,3.4656663,-2.641819,4.5088143
527,SN2007gl,9.973542,1.9804575,-9.313245,-9.477936,-0.71941733,-4.532781,-3.2167516
528,SN2007hy,-8.143463,3.6101012,1.1508491,3.9140005,1.6465219,-13.433202,5.1674376
529,SN2007jb,-0.8038681,4.0721903,-6.1402893,3.0336754,-13.058617,-7.427706,-4.0641923
530,SN2007jj,-7.053391,-2.8372645,0.7719724,11.010267,1.0666351,-9.3488,4.7928853
531,SN2007jv,-4.49856,0.64355797,-11.800696,8.418424,2.5657723,-0.52563304,-5.9484224
532,SN2007kb,-6.50226,3.3299828,1.7758329,2.0773144,-12.58709,-5.3398094,-7.725558
533,SN2007kp,-15.680618,3.3697739,-0.38883868,9.632874,-2.9319873,-7.8993745,1.5068917
534,SN2007la,-5.7394114,3.2912693,2.5053506,16.430159,-2.2172217,-0.35853958,1.4031787
535,SN2007lf,12.342201,6.8596597,-2.9139984,0.15478621,2.154968,-7.992858,6.6906404
536,SN2007lm,3.325495,-0.8388057,-0.09732027,11.6168785,-7.501255,-9.133388,-5.1859517
537,SN2007ls,-6.958381,11.8175955,-0.6954558,5.58684,0.0072633363,-0.76409453,6.6418467
538,SN2007lu,-3.4035878,-0.9743116,3.1418529,10.552904,3.8761876,-11.401794,-5.6263165
539,SN2007mf,-12.142255,0.8311856,3.3968105,-0.33685538,6.464011,-9.787216,0.8335036
540,SN2007mg,-11.99013,-1.3648319,-5.602506,9.851748,-1.1351603,-6.887548,-4.8213153
541,SN2007mu,-4.9966435,-4.787628,2.9562898,1.1826838,-10.429707,-16.591974,-2.2186894
542,SN2007nx,-12.985993,1.4424651,8.743201,6.5497737,-3.9665892,1.04627,-2.4754062
543,SN2007oa,-1.9270469,1.4867034,1.4730062,-1.1058912,-9.100662,-19.513336,-2.7626271
544,SN2007oy,4.115382,0.35529688,-1.0490773,-2.9256158,6.6147156,-15.924841,7.3384113
545,SN2007pf,-12.998514,-2.2136917,0.14041409,9.1879,8.622614,-2.2816687,-5.2432413
546,SN2007pg,-8.528053,2.8338425,-7.415104,14.423409,6.846955,-1.0626559,-2.7554579
547,SN2007pr,0.7505582,11.942659,-3.097315,-2.0097904,-7.2324286,-11.521529,-4.4870014
548,SN2007ps,-7.0146174,-5.562158,-3.8641376,3.2776098,-8.152057,-9.022369,6.06874
549,SN2007py,4.8528013,3.4128766,-3.138659,3.0787137,-8.202273,-10.676133,2.9325294
550,SN2007qa,-11.53375,4.4702516,-7.1944914,10.125827,1.489115,1.1339922,5.7765136
551,SN2007qd,-4.465582,-0.21829973,-8.993993,6.826351,1.3125825,-1.5774273,3.064693
552,SN2007qj,-11.177519,8.905683,-4.552774,9.096811,-2.4096842,-6.819156,5.4270406
553,SN2007qs,-8.853645,-1.4721988,-1.4453546,9.287812,-5.462443,-8.273225,5.036662
554,SN2007qu,-5.959553,4.9142914,-3.9154723,11.997545,-5.0934668,-2.9667299,2.7477412
555,SN2007rg,-7.724911,2.5487587,-4.6423817,3.3312747,-2.5013556,-11.742809,5.266456
556,SN2007rn,-6.3714004,9.363235,-4.1300125,2.4094732,-3.0856156,-4.044488,-0.78807795
557,SN2007rq,-3.6540813,8.788167,1.5725656,9.851013,-1.7882553,-8.135412,2.8550768
558,SN2007sl,-4.502884,2.8309872,-6.0922604,12.423975,8.592133,-1.478558,2.880279
559,SN2007tt,5.4421525,1.043192,-1.6754864,0.70358455,0.53288513,-13.952124,6.7189174
560,SDSS-II SN 10480,9.107855,7.4103518,4.775854,-5.944351,-0.25372374,-13.769714,0.42429042
561,SDSS-II SN 13147,7.4356294,-1.4620613,9.775076,-2.1242878,-2.5630476,-11.643322,10.554125
562,SDSS-II SN 13483,-2.6517563,-5.5469494,-5.5226865,-4.8176374,-9.048708,-1.0372609,-1.114277
563,SDSS-II SN 13820,-11.648978,0.040442094,-3.1309392,4.6488867,-3.5529065,-7.1212707,10.077635
564,SDSS-II SN 1385,-8.610465,2.485068,-0.022269603,-4.824988,-5.484725,-3.7734609,2.1886609
565,SDSS-II SN 13991,5.8899794,8.716688,5.720967,3.243535,5.0264792,-2.858016,-0.971539
566,SDSS-II SN 14121,-5.8658586,7.7266207,0.6144919,4.8030987,-4.500818,-0.50347245,-10.171831
567,SDSS-II SN 14262,-6.307081,-0.9883115,-0.5296927,-1.8608401,1.8242557,-4.730111,-15.077513
568,SDSS-II SN 14415,-8.170595,-0.8857641,-1.4226655,-10.875125,-0.5974553,-2.0061991,-2.7413406
569,SDSS-II SN 14635,-12.519642,-0.7758589,10.112725,-0.113704726,-0.49945834,-5.3346705,-4.915556
570,SDSS-II SN 14833,1.2242267,-0.40661436,-9.454876,1.971659,-4.6261964,-1.0011163,3.346679
571,SDSS-II SN 15268,-9.787117,-3.0193284,5.0039697,-2.7192466,-6.5116587,-3.5869715,-6.0034013
572,SDSS-II SN 15358,2.0888774,-4.1235523,-6.031951,2.120057,5.521936,-7.5294333,-6.555405
573,SDSS-II SN 15360,2.6372933,-0.015963605,-9.055036,6.8388157,-7.223971,-2.8604205,-3.6814332
574,SDSS-II SN 15418,2.3224866,10.158759,7.4758654,-5.081959,-6.2791185,1.2855556,-2.0233648
575,SDSS-II SN 15814,1.1582637,-0.8242011,0.6351256,1.5239428,-1.1768675,-16.990423,-4.263591
576,SDSS-II SN 16103,-7.135211,11.851859,3.714865,3.7661395,-2.0137277,-10.738856,3.5461533
577,SDSS-II SN 17317,-1.0578264,-0.18576957,17.970646,1.7684269,0.3894738,-0.4406966,-0.4844231
578,SDSS-II SN 17337,-9.4939995,9.625162,-2.5874894,0.13441055,-9.865208,-1.4104183,-2.6191628
579,SDSS-II SN 17585,-5.635582,2.436208,-4.781752,4.4391336,4.4265294,-1.7142601,-10.163766
580,SDSS-II SN 17925,-9.734218,-0.9861847,-6.8682914,1.613809,-6.5922623,-12.082887,1.6310803
581,SDSS-II SN 17958,-6.526079,4.800904,1.1380291,7.1657414,9.823785,-8.595899,3.8864973
582,SDSS-II SN 18266,-12.675431,0.30119562,-0.29341882,2.6140501,0.00086564745,3.1241498,-12.3837595
583,SDSS-II SN 18360,-3.1340523,0.51398635,4.2277913,-7.7278132,-9.755191,-3.9960825,-4.7591467
584,SDSS-II SN 18585,2.6336486,5.748723,-4.3950214,12.2144575,0.1909363,-1.1139567,2.2589447
585,SDSS-II SN 18589,6.5566616,-8.197915,-6.5257864,5.027266,-4.4136086,-4.1967635,-0.5063435
586,SDSS-II SN 18718,9.435975,3.0039723,3.9754634,-6.1750154,-10.288157,-7.2329125,3.1808462
587,SDSS-II SN 18836,7.2850285,0.098043814,1.1408783,-6.5331616,-5.991603,-17.507318,6.9505105
588,SDSS-II SN 18914,-9.3957405,-2.8412347,-4.80953,-1.2789779,6.9357185,-6.413868,-6.741009
589,SDSS-II SN 18970,-3.2743697,-3.1388896,-3.0490193,9.118057,-7.7496123,1.7247034,-0.996175
590,SDSS-II SN 18986,-2.1080403,-4.9564204,-8.08192,5.266046,-1.3593522,-0.1801755,-3.7280152
591,SDSS-II SN 18993,-2.1384518,-0.4920959,-2.6923862,-16.765213,-3.1422312,0.28280848,-0.22047517
592,SDSS-II SN 19052,-3.0433435,2.519633,-3.6493704,-1.7323914,3.5457866,-6.1881056,3.3333793
593,SDSS-II SN 19212,-10.983569,6.8993955,-3.4968228,-4.1036124,3.913837,-3.5181112,-4.851364
594,SDSS-II SN 19465,-2.718366,-1.5090538,6.8813176,6.086206,-11.763793,-11.483367,-2.413927
595,SDSS-II SN 19582,2.911576,1.5919883,-2.6195607,-11.9346075,-12.235267,-7.206481,-1.0652688
596,SDSS-II SN 19751,-14.097042,9.234111,1.5688155,4.711867,-0.52795047,-5.541276,9.685816
597,SDSS-II SN 19848,-5.0209584,-1.4183046,-9.134399,2.9242435,-3.9351256,-9.998015,7.1961055
598,SDSS-II SN 20324,-8.582886,6.0852675,-6.2598257,3.3472817,-10.2114315,-4.744202,6.990779
599,SDSS-II SN 20408,-0.4534761,3.240876,-3.6519108,4.540397,3.6653488,-12.318383,-3.5236158
600,SDSS-II SN 2128,0.106233574,1.3889332,3.2139316,-7.842385,-9.388926,-4.701296,6.1626997
601,SDSS-II SN 21874,4.109835,4.59324,-1.5951799,-6.9366155,-9.892226,-3.6402285,3.9251502
602,SDSS-II SN 2401,3.477116,4.2290487,2.42626,0.28385353,-11.165561,-3.3917458,-0.7358132
603,SDSS-II SN 2620,-11.366818,5.6434517,7.88397,-2.057244,2.3935046,-4.2898064,-1.9232392
604,SDSS-II SN 2621,-5.5567846,1.9888806,8.512789,-0.61598766,0.17191005,-10.110592,-2.3311508
605,SDSS-II SN 3294,-2.5869617,11.877697,-6.1019216,1.4752719,1.6345214,0.06785967,1.5604779
606,SDSS-II SN 4062,-1.0366396,6.5145044,-7.482046,7.3927827,-2.384191,1.4502552,-4.365989
607,SDSS-II SN 6136,9.134609,-1.8269538,-1.8706489,-11.858005,-7.4782763,-5.343165,-0.9162205
608,SDSS-II SN 6889,-6.898927,4.8212805,7.309985,7.71393,3.5470772,-9.904763,0.7232603
609,SDSS-II SN 706,5.717237,2.1789224,4.3377204,7.155938,-3.852254,-4.5811305,-1.195207
610,SDSS-II SN 7762,0.90665376,4.3287683,8.761968,-4.8507824,-9.737392,-0.81500477,3.7752323
611,SDSS-II SN 8092,1.1991857,0.34391114,1.5256039,5.262981,-16.768175,-2.0586364,0.49879763
612,SDSS-II SN 9132,4.7045918,-0.21908906,6.596754,8.698109,4.8317084,-6.058212,2.6178799
613,SN2005fb,-15.377537,5.7989078,-2.9634047,7.128139,-9.496351,-6.5358577,-0.07415647
614,SN2005ga,-17.12328,1.7207983,-2.5016541,9.725845,1.1571263,-0.6847183,5.220584
615,SN2005gd,-15.976015,-3.1341,-7.857576,12.053517,0.8643488,-1.2440408,1.0248213
616,SN2005gp,-0.7779956,11.209,-4.140146,7.608246,-8.174145,-3.3396783,0.23303327
617,SN2005hs,-0.8482035,7.998074,-5.902083,-5.4944105,-2.996083,-10.610669,5.3433447
618,SN2005hz,2.3671868,-5.782771,-3.4998524,9.225081,3.3293817,-10.353577,1.9166074
619,SN2005ij,-12.406753,5.2753687,-6.5981045,13.471195,-0.2711573,-2.9430563,0.17372677
620,SN2005kp,-11.999151,0.8921494,3.835471,13.209666,5.5455995,0.8391851,-2.5541685
621,SN2006eb,-8.859982,0.5179091,-4.9812484,11.792843,5.356488,-0.5980427,7.547411
622,SN2006fn,-7.89998,2.6761165,2.4668593,7.9109135,-1.9213424,-4.863482,0.20636189
623,SN2006gv,-0.63329035,-1.6346916,-5.500539,11.368541,-0.019242743,-6.910129,-0.029632812
624,SN2006ki,-6.5309396,4.2317247,-0.50176805,13.090658,-10.455778,-4.962262,-0.66391015
625,SN2006kw,-14.643368,7.2050357,-7.9651084,2.424812,0.9992979,-2.665709,2.893274
626,SN2007ia,4.233191,-3.5559638,0.79908985,7.9350348,3.7354658,-4.611084,6.4364576
627,SN2007lw,-8.802085,-6.2998266,4.679661,7.258787,-1.3842442,-9.372624,-5.9485846
628,SN2007nz,5.611826,-3.5056627,10.084543,-0.9749043,-5.988546,-3.8814008,-8.459691
629,SN2007ol,-7.6018314,1.688621,-1.986898,15.459666,10.633172,1.4111512,-5.8913016
630,SN2007sh,-8.55825,3.2955618,0.009169478,9.990841,9.14912,-2.8244238,-4.629409
631,SN2008am,5.5630403,2.8484616,-5.597695,-0.44094875,-10.675903,-1.6419824,-5.636356
632,SDSS-II SN 1115,8.265543,-5.961726,3.1864564,-3.1461458,-7.645991,-0.41998315,3.951663
633,SDSS-II SN 12852,8.376044,-3.3272326,-5.472353,-2.3408413,-3.452033,-2.6740098,12.380326
634,SDSS-II SN 13058,2.1174011,-5.790529,2.9241955,-5.1577125,-4.15258,1.1334909,-1.9234987
635,SDSS-II SN 13329,1.0207505,1.0443718,8.78797,-7.91141,10.962366,-0.16878381,0.35211018
636,SDSS-II SN 13339,1.3461598,-4.5370164,-4.173271,-0.23987085,3.7296848,-1.0283564,7.554054
637,SDSS-II SN 1378,2.8073006,-4.645673,-3.7900329,-4.3945856,9.598362,-6.559077,4.1997304
638,SDSS-II SN 13839,-4.803717,-0.61484295,-0.2589653,-11.872562,-1.4268763,6.711798,-6.620367
639,SDSS-II SN 13971,-0.3496921,0.5082822,3.1049256,-9.529374,-2.614933,8.790061,9.139238
640,SDSS-II SN 14231,3.486066,3.6150444,-2.9225483,-3.4775352,6.766403,3.8202555,6.0661373
641,SDSS-II SN 14933,13.542749,8.077227,-2.3757362,-4.506548,-5.4310203,-0.54512733,0.70646656
642,SDSS-II SN 15448,0.29286292,-7.4665384,0.22277932,-1.9163177,-3.9816802,0.077459924,13.763686
643,SDSS-II SN 15454,0.72615147,-7.922434,1.9956021,-12.854473,1.4417032,-7.4188676,0.17644405
644,SDSS-II SN 15942,11.228674,4.444456,-4.3960223,-1.59881,-4.2997203,8.841623,9.274757
645,SDSS-II SN 16739,0.6426999,-7.2734184,2.5378485,-1.1937171,-0.7883194,10.218822,-3.7510822
646,SDSS-II SN 17272,-1.7048213,2.477318,-7.1009684,5.9789653,-1.3392702,10.177201,-1.4130713
647,SDSS-II SN 17373,-7.9328103,-5.4846106,8.035783,-2.0019696,-9.244879,6.0647593,3.286129
648,SDSS-II SN 1782,-3.571474,2.2593875,1.0687327,0.44594043,-5.154951,10.247414,9.278379
649,SDSS-II SN 18824,2.8780146,4.5366206,-1.141197,-12.35499,0.818923,-6.8591313,8.379526
650,SDSS-II SN 18979,-0.95010835,-6.167726,-7.0547767,-5.5416102,-6.8575563,8.096814,4.567467
651,SDSS-II SN 18990,4.9381647,9.246292,-8.499897,-5.283236,5.7921734,-5.7195926,1.4368064
652,SDSS-II SN 19042,-4.431731,1.333813,4.739849,1.6163282,-8.588313,8.078991,1.435828
653,SDSS-II SN 19065,7.8630533,-4.774758,-3.989256,-11.908382,-6.6361237,0.6038851,5.7004933
654,SDSS-II SN 19137,3.635073,-2.8885167,-2.8322792,-2.7166145,-9.467314,3.7084303,5.873078
655,SDSS-II SN 1919,-9.176336,2.3285682,3.4637566,1.6383789,8.606792,-0.92946434,-10.330392
656,SDSS-II SN 19640,4.163519,-6.085325,-3.259683,-7.641286,-6.776386,3.9070048,-1.3755113
657,SDSS-II SN 19778,0.10954787,-0.62209475,-3.9780657,-12.124484,10.052663,-1.3056641,1.430401
658,SDSS-II SN 20603,8.522477,5.866549,-2.935936,5.8566213,-5.709678,1.6373397,9.233472
659,SDSS-II SN 20874,2.5901277,-3.9298482,-2.5032053,-8.521385,4.2423954,-2.3443902,2.8610902
660,SDSS-II SN 2118,-7.772469,-8.915288,-6.572366,0.93479764,6.558622,-2.4436915,2.1034744
661,SDSS-II SN 21402,2.97249,-8.771792,6.1546793,-8.936435,-2.2690973,-4.1648808,0.5027447
662,SDSS-II SN 2766,1.4484969,3.2473662,-6.5766573,9.388316,9.432767,4.0269203,-6.0221863
663,SDSS-II SN 3050,3.811818,-5.449763,-6.498117,-1.2777915,-0.8809738,1.8995286,-1.94403
664,SDSS-II SN 5392,3.8392124,-1.3863202,-3.8283038,0.49457988,-6.453003,5.527388,11.641053
665,SDSS-II SN 5669,-5.86768,0.41240606,3.654108,-3.6581268,-6.642884,3.2284868,6.5591445
666,SDSS-II SN 5806,-5.884236,3.6205168,6.114301,5.787707,-1.565608,6.850377,8.055839
667,SDSS-II SN 8280,3.8592088,-3.1642237,-12.219847,-2.285701,0.53417873,-0.43736255,9.606449
668,SDSS-II SN 9562,2.448253,-6.114492,-0.7092185,-4.802386,-2.9121213,-0.53929365,5.144755
669,SN2005ed,-8.092781,-11.90929,-1.5508417,1.2175325,0.5771587,-1.790121,6.7103243
670,SN2005fa,-8.703313,0.50258315,-9.94725,-2.984894,-2.2574189,8.815753,-2.102601
671,SN2005fm,-8.808051,0.19295794,-1.2526876,9.788594,12.812662,5.391372,4.7802553
672,SN2005hj,-12.493583,0.93401355,-3.6200094,12.829691,6.6279087,9.062767,-0.23992826
673,SN2005hl,5.313442,-1.6452825,0.33858314,-15.380233,-7.836084,2.6974344,0.4976451
674,SN2005hn,-0.5477653,-3.389563,-6.3067274,10.278319,2.7262208,6.7947917,-5.524331
675,SN2005hr,-7.8085103,-1.0483783,-7.628624,2.9823387,13.74486,6.0939794,0.007769599
676,SN2005jp,3.598549,4.6553946,-7.2622128,-8.38817,-0.6479017,1.8511887,-2.3252187
677,SN2005ld,-6.39619,1.8784152,-5.523652,7.20693,8.695821,8.044214,3.2358544
678,SN2005le,8.172663,-1.4271442,-3.5821035,2.8798275,-4.604039,13.149751,5.3440113
679,SN2006V,-3.1948547,-8.700235,6.704164,-10.463233,-2.9174657,-0.9737517,-1.3441466
680,SN2006au,5.0074396,1.3585421,3.2089384,-14.279619,-3.3920164,0.34266332,-5.212655
681,SN2006fd,3.2593856,-5.7705483,-10.338097,2.5649493,6.9401984,-1.8160094,0.7382807
682,SN2006fy,-2.063419,-1.7672752,-6.227713,12.025487,8.100073,9.252373,3.3392882
683,SN2006hl,-11.420409,3.5092607,-3.640074,3.1317017,8.96063,10.861933,1.4965965
684,SN2006ht,6.552363,-2.196539,-9.644155,8.309855,6.635358,0.49814487,-1.2794747
685,SN2006hx,-6.4564033,-5.4991217,-9.88121,14.612986,5.9104795,4.6392565,-0.7926279
686,SN2006ji,-3.1475446,2.074397,-3.0985608,0.8335889,3.6687105,10.447189,9.668405
687,SN2006lc,12.712275,1.4030046,-0.30032685,-8.143331,-7.280487,5.958454,7.8697715
688,SN2006oa,-10.934846,-2.490999,-6.7107005,5.7738442,-0.9805785,7.9137654,4.156216
689,SN2006ob,-6.6598754,-6.7172427,-8.416631,8.069309,1.3511992,4.6172323,1.8221883
690,SN2006oc,14.71555,-3.3873577,1.0796965,-1.4194506,-8.418784,6.9173265,-0.046981856
691,SN2006oj,-4.3338656,3.433073,-6.370857,4.436909,-3.4663491,8.117593,-9.059099
692,SN2006ps,-10.526703,-5.465118,-5.251452,4.0365458,5.66513,3.8463845,0.007316333
693,SN2006qq,0.75400674,-3.657481,-1.2690885,-2.9108126,0.180181,5.917919,7.8055987
694,SN2007gt,6.788457,-0.38788205,1.0796708,-2.7214124,-8.327163,-0.82630384,12.41325
695,SN2007ht,7.116521,-1.5936015,-2.023511,-8.029974,1.8613861,-2.6587458,11.336212
696,SN2007hx,-6.576729,-0.11955614,-11.867645,2.231848,9.818779,11.199307,0.72378165
697,SN2007ic,-6.3102293,-7.543963,-9.779362,5.106143,6.3744545,3.9809768,-5.1810193
698,SN2007jk,-1.5943035,-4.6318693,7.110937,-5.9415736,1.4534632,10.680177,1.2607673
699,SN2007kl,0.13732642,-11.9872,2.344067,-2.4789708,3.892708,8.892168,-7.521147
700,SN2007lg,-5.912442,-1.9009889,-9.7323885,5.775177,1.9946649,12.752175,-5.3304486
701,SN2007ma,-4.776508,4.2991514,-4.340709,10.021088,5.350715,8.429235,-1.9918879
702,SN2007mb,2.771138,-0.5633323,7.1163154,-0.4862987,-0.31709796,12.2005825,0.34965548
703,SN2007nd,0.8917864,-5.976784,4.2960067,4.616861,-3.9465215,12.523826,-5.3283024
704,SN2007nf,2.1541274,1.2080889,-0.38950756,-4.815901,2.1008594,0.021215687,8.188118
705,SN2007px,-4.3601227,-1.76196,-7.217625,7.2561913,7.922506,6.584096,-4.1241565
706,SN2007pz,-1.4714595,-2.9671974,-11.970534,-1.9492697,7.175391,1.078306,0.17873052
707,SN2007ql,-4.3944135,1.0089573,-4.712547,-0.60871553,2.0452547,9.22401,0.6879147
708,SN2007qt,3.9852355,1.7338867,-6.752085,0.9907092,2.1854002,8.103215,3.80437
709,SN2007ra,-5.162507,-1.9035302,-3.1011806,8.419351,1.8516842,9.221973,-1.7352
710,SN2007se,5.6595345,-11.385659,12.171899,-6.1204977,1.3289474,0.9857991,-4.286931
711,SN2008J,11.941575,-0.22546875,5.420856,-10.226025,2.0967796,-7.038658,-0.701076
712,SN2013bh,-13.096534,-8.201323,-10.124128,7.808221,0.38753426,6.6680584,-2.0891533
713,SDSS-II SN 16142,-3.3446763,-9.062915,-11.719266,4.8893228,1.0094584,0.64792293,3.7950015
714,SDSS-II SN 18321,6.765288,11.1160345,-7.605035,0.41215992,2.6929212,5.4252563,-2.9877732
715,SDSS-II SN 2632,2.7706695,-8.870787,-3.9428463,-7.81588,2.9361155,1.0496569,9.5911455
716,SDSS-II SN 6075,-0.70688987,-5.098097,7.2222505,-9.114874,-5.8552613,1.7052228,6.122959
717,SN2005fr,1.92346,-9.936066,-0.8850218,8.002723,-2.9231036,10.493426,-1.8713195
718,SN2005gf,-0.17897363,2.1182668,-9.748567,4.301859,-1.389103,9.740463,7.262652
719,SN2005if,-0.42544237,-2.3382075,-11.934401,3.1531966,8.940957,1.8178432,-4.705013
720,SN2007kw,-2.0609412,-9.371403,-2.509717,-8.826003,-3.2556672,5.165482,5.601059
721,SN2007lz,-10.104973,-8.597357,3.1741683,0.32088825,-1.2201934,4.4510636,1.288814
722,SDSS-II SN 10299,5.22367,-2.8062918,3.4128215,2.740562,-8.104961,7.735094,-0.21428515
723,SDSS-II SN 11092,4.4758224,-0.7937583,0.86608815,-0.98163575,14.457249,1.72718,4.7814527
724,SDSS-II SN 1164,0.6860242,-4.6647596,8.715644,7.4322143,0.92582214,4.26807,-0.10246657
725,SDSS-II SN 13131,-5.3240676,8.654869,-0.69698834,-10.447779,5.123126,1.4844545,0.9056885
726,SDSS-II SN 13413,-5.958645,-1.7786293,3.7388544,-9.669689,7.079891,-2.1535127,1.446729
727,SDSS-II SN 14137,7.1244407,-4.7920256,4.2087407,0.5019701,4.7143297,2.4538178,-3.8440022
728,SDSS-II SN 14304,3.0645406,-7.5081487,5.2122564,-6.0258074,5.3319554,-2.107455,-10.790756
729,SDSS-II SN 14455,10.210974,-9.110107,0.36155337,0.45674703,4.5516977,2.5625684,-9.0182295
730,SDSS-II SN 14470,-2.706758,9.310477,-5.156638,-4.234277,-3.4358094,10.779872,-3.5335178
731,SDSS-II SN 14499,7.3405848,-10.042323,6.9585743,-6.949055,-0.7279148,3.0974512,5.2811737
732,SDSS-II SN 15696,-5.6376843,5.1222563,7.235384,-9.4248705,-0.15815012,3.5220923,0.0140853245
733,SDSS-II SN 16172,12.014989,-1.1977133,-6.084526,0.22359855,-0.20434907,3.486762,-1.9301704
734,SDSS-II SN 16199,-0.38105506,-2.8692427,5.510927,-16.869595,0.8591656,2.8503854,-0.6890064
735,SDSS-II SN 1631,7.9402885,4.64103,-1.7267108,-1.9706305,-1.8316975,3.3813398,-8.546836
736,SDSS-II SN 16433,6.806575,1.0823423,8.097524,-0.90275973,4.051916,3.625062,-7.371835
737,SDSS-II SN 16603,-3.9758859,-5.23642,2.6720676,1.5718726,6.883622,3.0317788,1.2679589
738,SDSS-II SN 17703,-0.965254,0.4154777,3.8879187,13.86897,4.422528,4.4092536,4.9338026
739,SDSS-II SN 17739,4.2165976,7.4691396,7.293341,-5.168353,4.170149,2.9503167,-0.7868918
740,SDSS-II SN 17777,0.501903,0.48272675,5.5190396,-0.032907017,-0.016121347,0.65280634,-3.1819675
741,SDSS-II SN 17910,-1.2173139,-2.4244888,4.1757507,-3.0232515,6.084033,0.16926475,-4.183184
742,SDSS-II SN 18324,3.0572484,0.10680439,-3.7785072,-10.629678,5.302699,7.8066173,-5.759253
743,SDSS-II SN 18447,-3.9413478,3.403168,2.8253887,-6.244767,4.3187947,0.12332642,1.1609443
744,SDSS-II SN 18733,6.2308097,0.4453307,4.892644,-3.8142931,4.292786,1.7054173,0.36862317
745,SDSS-II SN 18831,3.0487885,0.24882746,8.3453665,-7.79555,2.1636963,2.2025316,-5.007208
746,SDSS-II SN 18978,-5.59842,-6.1838202,3.3778825,-0.45462343,5.1514835,4.991951,-8.542923
747,SDSS-II SN 1903,9.253558,-2.1251738,-0.26012158,3.2342858,8.532103,0.117347434,-6.0996923
748,SDSS-II SN 19319,-4.107057,-4.340462,-1.0760225,-5.986571,3.6407914,2.9769735,-2.3180356
749,SDSS-II SN 19332,2.9705546,7.603942,1.6113676,-7.697205,-3.6220894,5.320437,-8.947654
750,SDSS-II SN 19769,11.432024,-3.8586674,-7.64443,-2.5420358,-5.555349,3.1032429,5.8862605
751,SDSS-II SN 20046,4.3901753,-9.713573,0.2844631,1.9074984,-6.9238486,4.675448,-2.382922
