,SN,0,1,2,3,4,5,6,7,8
206,SDSS-II SN 13051,-2.285609,3.1999898,-1.7927067,4.529798,-0.41345122,1.6235971,0.119802326,-3.3502853,8.720724
207,SDSS-II SN 13062,1.594615,-0.26500967,-1.6024964,0.94037783,8.694673,1.2505939,-6.3386097,1.0328052,-3.2839265
208,SDSS-II SN 13076,-3.5784516,5.2878647,0.5004455,1.4131521,-8.577981,-1.6917884,-0.38593882,5.637157,-4.395048
209,SDSS-II SN 13096,1.5648726,6.7759943,1.0343305,3.535264,-4.0973673,1.3286426,5.347697,2.4620864,2.375235
210,SDSS-II SN 13168,-0.059774518,2.3712637,-2.4247372,0.2193475,-4.5674644,-6.864422,-3.7856429,4.813135,-8.025587
211,SDSS-II SN 13283,4.6295276,-3.888403,-2.6575632,3.6651115,-3.8403928,1.9987183,-6.762461,1.28214,-2.6124334
212,SDSS-II SN 13291,3.1888244,-0.4556775,-5.6971884,4.6108813,-4.0579605,1.7421101,-2.4513373,-4.596097,2.5622096
213,SDSS-II SN 13330,1.266851,1.8504452,-7.1722493,-3.700235,-3.4397376,1.5441167,-7.075136,-0.4067183,-0.8678305
214,SDSS-II SN 13344,3.0623717,9.615045,-0.12206753,-0.5363555,2.2807631,5.343929,-2.7012205,0.6455503,0.52799904
215,SDSS-II SN 13395,3.8048177,1.2905416,0.31932667,-0.051874433,1.5038615,4.2571507,-0.026342144,5.605094,9.95521
216,SDSS-II SN 13404,0.9338065,3.05852,2.9094973,5.1784263,-3.5295398,5.080076,-0.92367625,-0.72363216,-3.8554451
217,SDSS-II SN 1342,-5.734776,-0.81592673,-3.8621266,4.7870603,-1.936722,7.41106,1.8495296,0.06958951,3.9276361
218,SDSS-II SN 13440,7.276711,3.8037903,0.017395401,-2.1135178,-2.3042684,1.8492643,-10.929205,1.5131537,0.9803255
219,SDSS-II SN 13441,1.76635,7.5218716,-3.5622945,-0.44559017,-6.621075,0.3458854,1.8197848,3.7703383,-0.18938908
220,SDSS-II SN 13460,3.5213623,7.1337404,-3.7500634,2.6565506,4.90342,2.678904,0.25598973,-1.4668185,-2.7217877
221,SDSS-II SN 13472,1.9220734,5.4027953,3.509632,-1.1042042,-4.711614,0.034690484,-7.2024746,-0.0002829682,4.105065
222,SDSS-II SN 13487,0.91362596,7.796546,1.2423215,-2.1908202,-1.1754495,-0.55930555,-0.3937278,-0.8634063,0.2233895
223,SDSS-II SN 13492,-2.0435994,2.3395326,-12.549538,0.74360776,-2.8334625,0.37496313,-1.2500885,5.148863,-0.9624586
224,SDSS-II SN 13529,2.542474,10.704584,1.9363798,1.3231533,-2.0804493,1.3389077,3.125898,1.6855314,8.60402
225,SDSS-II SN 13554,0.6996559,9.377852,0.2909489,0.6638494,0.6626834,-5.1973853,1.6163979,-2.87409,5.800563
226,SDSS-II SN 13644,9.146294,1.6165177,3.04077,1.651799,7.133278,-4.947254,1.8339401,-0.54374415,2.7197127
227,SDSS-II SN 13646,0.46570083,0.7960363,0.46003073,1.8067527,-5.638396,2.0913005,4.8438487,-3.9502895,6.4250813
228,SDSS-II SN 13675,4.477243,12.878862,-8.6684885,-0.86409724,-2.4562838,1.1378486,-0.55638003,0.31561133,5.1053233
229,SDSS-II SN 13699,5.6162624,0.40725386,-5.970998,1.7784169,-0.24305263,1.246657,-7.717812,-3.1650724,-0.26006097
230,SDSS-II SN 13725,2.4116237,0.65503365,-5.032166,0.109488,10.062898,0.9468096,4.9752626,-2.844139,2.3394408
231,SDSS-II SN 13803,3.9444175,-0.30471924,-0.48233014,0.88592315,-2.6687772,3.5089903,1.1985688,0.35249183,-9.478466
232,SDSS-II SN 13813,7.413489,2.391636,-3.2777786,-0.73960084,-2.07467,6.2254,-4.4188104,1.2296721,3.0069737
233,SDSS-II SN 13833,1.797987,5.30926,-1.9335335,-4.5006433,-5.135737,0.56948096,-5.3868937,-2.3683832,-6.4643865
234,SDSS-II SN 13843,-3.4522624,5.1613374,4.8868794,0.12943617,-7.621296,2.9648924,-0.21831623,4.3948884,2.0753505
235,SDSS-II SN 13864,6.629123,9.99151,-6.073624,1.6143558,0.50296116,6.4079704,-0.46575716,-4.05249,2.2951016
236,SDSS-II SN 13931,-3.807335,5.3995786,-8.013268,-2.6760015,-3.9750483,-1.4114366,-3.5624373,0.64532137,2.5340755
237,SDSS-II SN 1395,6.3391423,3.7017157,-0.94739157,-2.682504,2.5637126,6.0797844,0.34659433,-1.0015938,0.005153444
238,SDSS-II SN 14054,5.918142,1.705388,5.7885356,0.4770005,0.5808193,2.6418746,-7.757201,5.051088,1.719795
239,SDSS-II SN 14081,2.1420064,-2.435943,-1.6877655,-1.0271837,4.1497707,-1.7613615,-9.039833,-1.7583411,1.546399
240,SDSS-II SN 14113,1.4396049,7.176275,-8.468879,1.0328529,-0.578881,-3.4733188,-5.860621,0.14753446,-0.5802456
241,SDSS-II SN 14258,-1.4162018,10.834385,0.3653302,3.5909152,4.047819,-0.32310537,2.0525625,-0.14120698,6.23944
242,SDSS-II SN 14260,5.117353,5.493041,-1.4520441,-5.0096145,1.3447559,0.07213453,-0.17116079,5.0120206,-0.16334
243,SDSS-II SN 14311,-3.560799,10.483427,3.7731905,-2.857312,1.9777123,-3.745642,-0.5273919,2.254035,3.881788
244,SDSS-II SN 14347,5.2840295,9.798552,-2.0791507,2.0467348,0.03718084,7.783095,-1.795932,6.947769,0.38938135
245,SDSS-II SN 14361,1.7453792,3.4097939,-5.1231694,-4.356439,-1.7959757,-2.132176,0.29411298,-1.5039415,2.2823095
246,SDSS-II SN 14375,1.7957487,9.481294,-0.029383412,1.232204,-5.351134,6.965186,-1.7913034,-3.3272321,-2.8761723
247,SDSS-II SN 14400,6.4058013,1.7278244,-0.3958114,2.2685728,-9.174571,-0.5891091,-1.5382342,0.5684783,2.4091911
248,SDSS-II SN 14429,6.1559277,5.924427,-3.063222,3.965831,-3.3447943,2.7190506,-3.8449073,4.8326726,-0.6163956
249,SDSS-II SN 14453,3.9858117,6.063841,0.49839288,0.88893634,-3.324464,-1.9158864,-0.23500997,-4.1723833,-6.269377
250,SDSS-II SN 14467,7.200477,8.19193,-1.5268632,0.5736654,-4.618703,0.69909006,0.40210533,7.818622,4.623808
251,SDSS-II SN 14493,-2.5594518,1.5889784,-1.759913,4.5356083,-3.4364686,6.7396564,2.3198707,-3.975135,1.0926443
252,SDSS-II SN 14498,-1.1322623,8.056071,-8.957708,-6.729762,-0.8504684,-0.045663122,-4.939522,-0.2315689,-2.2470663
253,SDSS-II SN 14505,2.8011482,2.5264618,-3.3443358,-0.8028905,-8.345407,1.7097191,-3.7711263,-5.4678273,-3.3566859
254,SDSS-II SN 14528,1.0123721,6.8720207,-1.169059,6.086253,-2.0428638,-5.6624436,-0.28400964,-2.4809833,6.973195
255,SDSS-II SN 14617,9.818477,1.6648544,-8.564631,4.618262,0.84199953,1.5857465,0.7191168,0.48782936,4.0921845
256,SDSS-II SN 1465,8.637987,-1.0926471,5.4125156,-4.848103,5.1942396,1.2926471,-0.23682301,-0.8948047,1.6567659
257,SDSS-II SN 1470,-5.5027223,7.7762294,-5.1429887,3.2668347,-1.1055528,-0.98413235,4.533927,0.74507433,-4.8092146
258,SDSS-II SN 14821,4.0353312,11.955809,-1.5369315,0.07774903,0.14753652,0.88034683,0.75716275,-4.273328,-0.035596315
259,SDSS-II SN 14964,4.543864,1.400386,-2.5019825,-2.5595062,1.2597969,3.9686272,9.42183,-1.8848046,1.3888161
260,SDSS-II SN 1500,4.2763276,5.450048,-4.1954913,5.7720337,2.0654767,-0.29103762,0.31596613,3.009639,1.8408737
261,SDSS-II SN 15046,-0.5004198,3.297964,-4.2859797,-0.3451516,-1.0771778,1.0610466,-4.4332924,-3.5425355,-2.1524086
262,SDSS-II SN 15055,1.9144692,7.9894295,-4.359615,3.0311768,-1.4068451,7.3295436,-8.229928,-1.448597,1.8575917
263,SDSS-II SN 15160,-1.8835603,9.04976,-5.2145476,0.0070385477,2.3172305,0.89556205,-7.7527256,-1.869324,1.7557199
264,SDSS-II SN 15198,4.476958,6.216777,1.2475069,6.5561395,-3.4755688,5.3213778,-1.4522717,2.62342,5.6661234
265,SDSS-II SN 15239,-4.0986204,4.9415264,-3.6646986,0.9322198,4.883943,2.2645447,2.166593,2.9152997,4.5652065
266,SDSS-II SN 15272,9.203041,-1.4794322,-5.201831,-2.3255908,-0.131304,1.7965983,-9.594576,-0.20436044,-2.182018
267,SDSS-II SN 15289,-1.3024378,6.7925463,4.7772098,1.7539853,-0.8680767,0.24244002,1.0216199,6.4159384,2.9277256
268,SDSS-II SN 15309,-0.3384636,1.7930408,-7.396136,2.1899934,0.11879424,7.3496976,-0.7612856,2.7328002,-5.2658825
269,SDSS-II SN 1535,-3.0882976,7.067863,-7.472589,-3.7489395,-1.3529953,3.1106262,3.0919,1.4817376,-1.9529848
270,SDSS-II SN 15417,0.6135055,6.4044805,-5.625164,-1.029742,-0.068539895,6.752776,-2.2923307,-6.2887177,-2.3707018
271,SDSS-II SN 15539,0.96942616,1.1898025,-3.628131,5.815411,0.8036862,8.961639,-0.18578924,-1.8322495,-4.700837
272,SDSS-II SN 15587,8.984742,2.0861275,-6.5684876,2.7340398,0.9678037,2.7483163,-7.3469787,4.116394,2.4219983
273,SDSS-II SN 15751,0.5861575,6.0430574,1.714101,-4.6651154,-4.2536044,-0.1440799,0.34567246,5.0264635,-0.09831102
274,SDSS-II SN 15793,2.2236335,1.4574139,-6.822211,-2.6381247,-6.6147223,0.18044095,-1.6653003,2.736601,-6.4552336
275,SDSS-II SN 15903,-0.7147182,4.0549593,-10.301408,3.7763247,1.4516532,-3.4995098,-0.13227004,-2.6796424,-4.239972
276,SDSS-II SN 15914,2.5947497,-0.9801059,8.407555,-1.8445346,0.15463547,5.155455,6.9474816,3.0023036,2.005688
277,SDSS-II SN 15944,5.489587,7.230616,-9.341121,4.794623,-0.37420738,3.0967238,-1.3178103,3.4652932,-1.6552355
278,SDSS-II SN 16091,7.4671073,10.820857,-3.775391,-0.03307169,-1.2172767,3.8071008,-0.9722724,3.1443639,-1.1807353
279,SDSS-II SN 1622,0.10294284,6.637477,-5.4267726,2.568597,3.6659257,-0.28235644,-5.0933876,0.7093757,-6.137978
280,SDSS-II SN 16412,4.4185634,-5.887238,-0.9205239,0.31959006,-0.47394824,1.3146607,2.9069586,5.484793,9.159475
281,SDSS-II SN 16436,1.6946021,7.2314095,-0.44334427,-1.9174049,0.026249731,-0.25271505,1.9606476,6.971222,8.2411785
282,SDSS-II SN 16455,-5.727844,12.540526,-4.190805,2.1126192,2.2334824,0.40094012,-0.9780032,-3.0160844,-2.3748107
283,SDSS-II SN 16582,-2.6053152,11.814165,-7.8716965,0.9634889,-4.983158,0.7999729,0.41512072,0.66745555,-1.2528788
284,SDSS-II SN 16768,-4.935078,7.7954783,-3.019287,-1.7141649,-1.9455155,-4.416248,-1.5948807,3.7876582,0.4763979
285,SDSS-II SN 16838,4.4119825,-5.182228,2.1682603,0.95063525,-0.031851783,1.9123209,6.3773417,5.828513,4.115787
286,SDSS-II SN 16977,2.2409074,1.4977808,4.7330337,3.395172,4.124952,1.6943508,8.136847,1.0681607,0.83997834
287,SDSS-II SN 17219,4.043512,6.3197584,-1.2937288,3.0187924,3.565925,0.8208925,7.578846,-0.3137506,4.432179
288,SDSS-II SN 17303,3.0249734,1.4401126,-3.6680467,-0.07764665,8.903511,6.810972,0.08518382,1.0724934,1.1497406
289,SDSS-II SN 17330,8.554595,1.8540443,-0.33334774,4.841776,-3.4995294,1.7899939,-0.5153179,-3.1687458,1.0188998
290,SDSS-II SN 17396,-4.8803115,5.089281,-8.339316,-1.1588657,-6.566846,-2.9885812,3.2871082,0.82799274,-2.0828707
291,SDSS-II SN 17422,11.265028,-2.1713588,-3.0394888,6.905657,1.1144246,4.3502293,2.0740447,-3.1484041,3.3581674
292,SDSS-II SN 17465,9.107153,4.396578,8.276291,0.38764623,0.7948326,0.32346204,1.1522461,-2.3927395,2.3408074
293,SDSS-II SN 17466,-7.903575,2.0773697,-8.446499,-1.3750051,-0.59946716,1.7017775,-5.420562,3.6058147,-1.0036806
294,SDSS-II SN 1750,-0.21668473,10.004385,-8.658503,-0.6729465,-6.3413014,-0.15692781,-5.316623,1.6750246,0.72298306
295,SDSS-II SN 17508,5.916405,7.4623284,-5.1806655,-1.477985,2.7502558,0.44493067,-1.5403227,-0.23975465,3.5814006
296,SDSS-II SN 17539,6.887536,-4.497159,6.434582,0.22692594,-0.5525776,5.7554164,4.0181365,5.9943385,1.4041885
297,SDSS-II SN 17542,3.7920876,5.026545,0.9517474,-0.4947223,1.1294701,-0.74322236,3.8812153,-4.276211,9.284357
298,SDSS-II SN 17620,-6.257808,3.4033413,-10.208744,1.1011866,1.5843555,-0.4939128,-4.372312,-0.61749506,-2.7224123
299,SDSS-II SN 17662,7.1107554,-2.2837782,-0.7870664,-2.3262763,10.571161,-0.13789545,3.2517543,0.2734689,3.071646
300,SDSS-II SN 17667,6.2458096,6.1779475,-2.9140816,0.5296761,1.3436031,-2.6849642,1.3155533,3.6816535,-5.713727
301,SDSS-II SN 17682,0.5076713,10.436522,-2.3118474,-0.66623825,3.6665142,-4.206304,-1.9218402,0.95085585,-1.792391
302,SDSS-II SN 17729,6.6196184,3.7657423,-3.3140318,2.3673842,9.823365,-2.0416546,3.310655,0.61639816,2.114122
303,SDSS-II SN 1773,-9.627945,3.4901469,-10.0089445,0.6358303,-0.8493784,-2.0493848,-0.70243144,0.35767272,2.827771
304,SDSS-II SN 17748,12.442841,-0.50738215,0.60712063,0.9624744,2.0324714,0.79165137,-8.782241,0.7559281,1.906638
305,SDSS-II SN 17789,5.7951045,3.7586153,6.373654,3.060793,-2.19128,2.8689198,6.386975,2.863702,3.930003
306,SDSS-II SN 17816,-3.9664562,2.7147782,-3.7624068,-3.7288253,0.38002086,2.5680418,-3.537421,-0.6735775,9.58307
307,SDSS-II SN 17853,-0.23801425,3.1741605,2.2813478,1.9991306,-0.13945825,0.12595773,-7.463157,3.4296587,5.396042
308,SDSS-II SN 17894,6.4892983,-0.17582211,-3.0017483,-3.7210014,-5.684966,-0.044407353,-3.6320283,1.1810225,1.9602181
309,SDSS-II SN 17906,12.540895,-4.006238,-5.80342,2.119317,-0.047042094,-3.3176327,-0.70922196,0.60336286,1.9307859
310,SDSS-II SN 17928,3.2585866,1.4590311,-5.511718,2.336995,-0.7519806,4.4894342,-6.959167,-5.732981,-6.3221765
311,SDSS-II SN 17952,6.8258376,7.0294003,-5.9030266,1.8996336,-3.7509966,2.4443843,-0.7112148,0.62488014,-6.0128946
312,SDSS-II SN 17997,0.76554674,5.070152,-1.8428197,-0.09130092,-6.7316785,-0.4427717,0.4125659,0.25012445,-10.551227
313,SDSS-II SN 18058,4.002744,1.2025033,-7.4276953,2.2577388,-1.6534429,1.7265289,-0.43446007,-0.09301857,-0.77338326
314,SDSS-II SN 18067,9.345374,3.8251843,-5.5219135,0.09898905,0.79289275,0.44070604,1.1189045,6.361024,7.580322
315,SDSS-II SN 18075,3.4228714,0.45452735,0.39480942,-3.759423,-2.4930108,2.67508,5.149353,1.420433,-3.9210327
316,SDSS-II SN 18077,2.6737785,3.7511632,1.5996974,-1.276139,10.349912,2.8807964,4.762088,-0.30227488,1.5776378
317,SDSS-II SN 18101,3.398991,-2.2176023,-4.4953885,2.0350878,2.7906947,0.3046584,-1.944104,-4.1319833,-3.9888046
318,SDSS-II SN 1821,-6.202364,9.342864,-6.5011926,0.3304949,0.8347729,1.6566912,-2.2811737,3.1406322,-3.2764108
319,SDSS-II SN 18226,11.585149,1.9019408,-3.209599,0.9262221,-0.027237281,-0.5383007,1.5858445,0.61658686,2.3136606
320,SDSS-II SN 18243,2.795124,13.104517,-5.585927,-0.28905126,-1.7299358,6.9867506,-0.82776964,-0.230302,0.16526198
321,SDSS-II SN 18253,0.24959053,0.80205876,-5.4945025,0.62398934,-7.2983317,0.9312715,-4.398261,1.1609962,7.0401726
322,SDSS-II SN 18273,-2.046442,7.3105044,-4.407069,0.45740196,0.79125464,5.560794,-0.69716936,7.1483984,-0.22373264
323,SDSS-II SN 18276,0.5987236,2.6347437,-6.9624743,-2.8674781,-7.9198914,1.8227844,2.6863182,-3.302487,2.2898076
324,SDSS-II SN 18301,-0.87534004,4.178825,-3.8845592,-1.32421,-10.0289755,1.032347,-3.6290135,1.5012753,-1.4730703
325,SDSS-II SN 18331,2.4117603,-4.306678,-8.309957,-3.3664012,0.5997924,2.1192143,1.3024431,0.19072957,-3.4797122
326,SDSS-II SN 18376,6.3833222,2.5592024,5.1184716,-0.03776993,-1.2988249,3.924281,3.504247,-4.843067,4.3546476
327,SDSS-II SN 18387,-1.1224641,5.576634,-7.2613225,0.35807365,-2.2235115,0.21973452,-3.1973884,2.974925,-3.874542
328,SDSS-II SN 18405,-1.5412407,8.035067,-6.9916697,-0.3003481,-2.5279355,5.3363476,-6.8587885,0.31742102,-5.1869416
329,SDSS-II SN 18454,4.1486897,4.2750254,-4.494897,-1.0083009,-0.2791161,0.2607089,-3.8817677,0.6894192,-10.773806
330,SDSS-II SN 18479,-0.1319044,8.368922,-6.0762463,0.03460183,-2.1855793,1.5395099,-3.3164053,-3.7892418,7.1706033
331,SDSS-II SN 18593,5.1562433,4.0097256,0.6488073,-0.3271242,-3.0232308,0.9411907,6.8821416,-0.3705549,6.7296247
332,SDSS-II SN 18598,2.3433993,-0.55904174,0.5233031,3.1020129,-3.6588442,7.4845414,-6.159549,1.2003623,5.386755
333,SDSS-II SN 18647,6.3260846,9.704467,-0.47531468,5.270721,-0.097708926,5.838665,-1.3737276,-1.8164213,2.6284006
334,SDSS-II SN 1866,1.9164251,5.977123,-4.271576,4.935181,-1.9865524,5.7599506,2.8095975,0.91977125,-1.5641472
335,SDSS-II SN 18664,-0.101202056,1.02647,-5.109346,-4.951236,-1.0253834,8.336474,-0.6646177,5.7372355,-1.2365093
336,SDSS-II SN 18743,-0.51776814,0.29288852,-2.716764,-3.7061305,-1.2791449,7.7562556,-2.4366684,0.6832433,-8.791277
337,SDSS-II SN 18848,4.030905,0.701934,-2.4608297,-2.7857363,7.4356093,1.3142107,-0.9325174,-0.4550681,-3.2133296
338,SDSS-II SN 18898,4.2018414,0.38720113,5.7977967,-0.050811827,5.9607553,1.8210229,3.6879342,-2.130491,6.0662603
339,SDSS-II SN 18917,-1.7216064,12.820701,-2.472972,0.21873434,4.2015986,4.3416195,2.3663805,1.6403998,0.8686068
340,SDSS-II SN 18935,1.031566,2.2193239,-4.5562086,-8.654918,-6.8568845,3.1452444,-2.9675152,1.3355482,-1.286234
341,SDSS-II SN 18943,-1.3245548,-0.5033412,-5.942329,-1.7738992,-3.507578,2.7928114,-0.3887533,-6.730833,-1.8635716
342,SDSS-II SN 18971,2.881155,8.108056,-4.8974733,0.40691522,-3.2758837,3.0840607,-3.6610787,-3.1147733,-0.013782039
343,SDSS-II SN 18973,-5.067248,8.021247,1.9627599,0.5919487,-6.0751834,5.012225,-0.11555856,0.21090084,3.8277292
344,SDSS-II SN 18983,7.854188,-2.1025443,0.093897276,1.1042362,3.47277,0.8953405,3.9691455,-0.59010893,2.2526739
345,SDSS-II SN 19059,-1.654624,14.59092,2.211189,-1.0816606,-4.7525473,-0.47510013,0.5189644,-2.7013187,2.1809294
346,SDSS-II SN 19189,-5.7567677,6.788968,-2.3034484,2.7979033,0.99871033,2.2003849,1.3203098,-0.078119025,0.8027958
347,SDSS-II SN 19209,-3.8432705,8.855597,1.3121496,-1.9849099,-1.5849732,3.5423377,4.890179,2.9265122,1.9783256
348,SDSS-II SN 1921,0.35838318,11.81005,-3.2732234,-4.049468,0.95199686,2.1710835,-2.3125997,-0.75252247,-5.0524683
349,SDSS-II SN 19344,-4.8194666,7.751967,-9.633316,0.65189517,0.95828974,-5.3281817,-0.36451522,2.5541654,-0.22216888
350,SDSS-II SN 19399,4.6393948,12.487738,-5.9057584,1.3141084,-6.5463724,-0.47276992,-1.3138151,-1.9590229,-1.6638682
351,SDSS-II SN 19428,7.5439796,-1.478263,-5.119553,-0.9012809,-1.049148,-0.11947957,0.17460574,-2.954755,-6.005534
352,SDSS-II SN 19434,-2.8368697,3.8568656,-10.410916,1.1226047,0.9046252,1.9726311,-1.5630486,2.4102485,4.619808
353,SDSS-II SN 19461,-1.1659667,8.294862,-12.757237,2.863518,1.09655,1.3431898,-4.5558324,1.1406093,-0.2702659
354,SDSS-II SN 19467,5.816216,8.696381,-1.6372544,-1.6497002,-5.744923,-1.6083865,1.1827197,-4.511074,1.0504615
355,SDSS-II SN 19538,7.619235,3.0901794,3.3744764,-1.937478,-1.387944,-0.93100417,4.381009,2.3459575,1.1526668
356,SDSS-II SN 19539,6.2665086,0.03414868,-1.1464938,-0.36665434,-7.605581,-3.3725421,0.10831386,6.314913,1.2759677
357,SDSS-II SN 19683,-1.6312181,2.9400768,-1.7820705,1.8939339,1.6633294,5.7837677,-6.241457,-2.098005,-3.373783
358,SDSS-II SN 19721,4.651293,-1.3288893,0.23014851,3.1852756,9.6965,4.5532904,-0.10916015,-2.9968789,2.24544
359,SDSS-II SN 19723,1.7285218,7.91382,-2.1912732,-4.6975827,1.7578392,2.4199889,-1.6980597,-2.6176574,5.693513
360,SDSS-II SN 19776,-2.1919503,2.312207,-7.2397285,-0.21236007,-2.9077706,-6.119562,-0.45334628,7.4964633,-3.2524402
361,SDSS-II SN 1980,8.72577,0.45052204,-1.6464043,-0.7112974,4.3393426,-1.2599002,-0.62624615,-2.4991007,6.1976943
362,SDSS-II SN 1982,4.856474,0.665605,-4.5079603,-1.1065007,5.147558,3.9168499,0.1948138,-4.734633,-6.012918
363,SDSS-II SN 1991,-1.5385348,8.726697,-7.0302567,0.25786278,0.1386024,3.985243,-5.672967,2.6831708,2.4996994
364,SDSS-II SN 19986,1.4537039,4.071512,1.2766118,-2.5276284,-9.746421,0.9566501,0.40197438,-2.722303,1.6641116
365,SDSS-II SN 19987,0.11593904,10.246969,-3.7361743,-2.5944686,-3.5837917,-7.914135,-0.56225705,-0.59036595,2.6203809
366,SDSS-II SN 20216,10.358057,-0.16770934,-3.619163,-0.32967615,4.751245,-3.6728048,-4.4501247,-0.47392622,1.1932831
367,SDSS-II SN 20231,0.2488498,5.1720524,-0.4042849,-0.10540523,-4.003289,-4.0438004,-5.7618484,6.0984154,-1.16566
368,SDSS-II SN 20251,3.5386581,-0.47224918,-1.7659913,3.0904198,4.0162163,2.9804096,-0.26258484,0.8090379,-5.0682364
369,SDSS-II SN 20257,-4.353134,6.7054005,0.18600926,-0.6858982,-1.5050126,-1.9020114,4.4767747,0.8179528,5.548895
370,SDSS-II SN 20369,2.8835945,0.42513153,2.9786398,2.4834168,-1.7991631,3.9692256,-9.249507,0.63225394,-1.1203482
371,SDSS-II SN 2041,3.3501663,2.2155306,-7.8482327,-1.1835681,-1.6806395,3.4427977,5.059444,-0.90638036,-2.240748
372,SDSS-II SN 20411,-0.24737287,4.1620297,-0.98492223,0.85983783,-9.760232,5.4912806,2.2464786,0.8219094,-0.13241814
373,SDSS-II SN 2042,-4.051076,6.1224217,-9.001391,4.267365,-2.976199,0.116514765,-1.1693523,-1.0624853,-2.376448
374,SDSS-II SN 20467,8.550994,3.9577713,-0.91420054,0.7192189,-1.8137107,-1.9391314,-5.0747695,-3.119259,-1.685634
375,SDSS-II SN 20491,8.575442,2.5025227,-9.446175,-0.9090359,2.1523664,4.626894,-3.2066042,1.245851,2.2596622
376,SDSS-II SN 20497,-1.5315337,8.873592,0.11564735,-2.1203156,0.8703164,-2.532318,-0.6346518,-1.1755899,10.10232
377,SDSS-II SN 20590,0.35884142,8.498027,-5.571971,1.0171828,-1.8283215,0.06172741,1.6605357,0.16082686,4.2561464
378,SDSS-II SN 20591,-1.7430078,13.866644,1.410697,0.12682986,0.67967427,0.44626227,-4.532755,0.24466142,2.0053797
379,SDSS-II SN 20613,-0.3706422,9.168144,-2.814762,1.9199733,-7.821764,2.072849,-4.222074,0.8360408,-5.0708528
380,SDSS-II SN 20646,-0.18962568,1.4432237,-7.603486,0.3005648,-0.0046732295,6.3263936,-5.845774,-0.5461032,-1.326591
381,SDSS-II SN 20721,-1.6118903,4.0496445,-10.962064,1.3493778,1.0036327,4.605576,-5.6674604,6.5242033,-1.2122225
382,SDSS-II SN 2078,0.9758643,3.936503,4.1262565,-0.10945849,-0.94327164,1.8033888,0.4966112,-8.362552,0.13629657
383,SDSS-II SN 20791,-2.6826112,3.4888635,-7.185089,2.6666763,0.06134032,2.5793507,-5.376865,-3.432658,2.6091845
384,SDSS-II SN 20805,-7.6709976,-0.7244054,-5.5255923,0.9025411,-0.9029466,7.6932178,-2.3335817,0.43182138,1.8486189
385,SDSS-II SN 20820,75.311264,-15.165835,2.5093844,0.82392424,-32.23636,39.981064,-8.916465,-33.179554,-4.8240166
386,SDSS-II SN 20842,-1.1877948,13.234938,-2.0657907,-0.1593007,-6.769583,-1.3811933,-3.2959023,1.5057341,1.9068632
387,SDSS-II SN 20861,1.4691851,1.9763178,0.67090154,-3.8758411,-1.0508691,4.1925173,4.5807405,-0.3441197,1.890257
388,SDSS-II SN 20870,-2.5907934,6.887561,-5.4456263,0.18664867,-0.5905138,9.682347,-0.96432894,1.3327157,-1.3073796
389,SDSS-II SN 20895,-0.8347046,9.864355,-2.7262876,-3.8363945,1.588699,0.83581084,-3.082923,4.29658,-0.67421013
390,SDSS-II SN 20916,-1.5692482,11.718166,5.232703,-0.362154,-5.266739,-0.44257653,-2.3353112,1.538159,0.09201007
391,SDSS-II SN 2093,7.7666755,3.869441,-0.46391582,-1.0792625,6.5840807,0.77107924,-5.585039,-1.5787715,1.2084647
392,SDSS-II SN 20953,-0.045908634,4.8704376,-1.3255291,-3.604329,-6.1504073,4.9870615,-6.2839947,0.83725774,-2.2216759
393,SDSS-II SN 20956,3.5338445,-1.2519761,-2.156732,0.20405269,-2.792432,5.5184636,-7.7120943,-3.217405,-0.23134132
394,SDSS-II SN 20969,-5.7328043,7.081171,-3.6007833,1.9667677,-4.6026,0.42488608,-3.5994432,2.2361834,0.4882621
395,SDSS-II SN 21081,2.7460642,1.983546,-7.4852643,-0.9018806,-0.2776005,-0.49767378,-8.792825,2.9915838,-5.063109
396,SDSS-II SN 21356,-0.92481637,9.332617,-0.24823204,1.8030279,-2.769439,1.115056,1.9968151,7.0121393,-3.1182048
397,SDSS-II SN 21359,-4.322365,0.9205653,-0.6059569,2.6843207,0.8396909,6.7358384,0.693551,2.0519173,-1.2413827
398,SDSS-II SN 21381,4.1764245,7.9746704,1.6855801,-0.4548356,-5.8992033,-3.533095,0.45046228,0.80322665,0.5965885
399,SDSS-II SN 2148,-5.7720146,8.216451,-4.6910954,-0.6917034,-3.141619,1.9274772,-0.80004317,-4.1799936,-1.7914643
400,SDSS-II SN 2149,12.657496,6.834544,-2.035387,4.010795,2.1263459,2.272524,-0.69836706,0.0053873193,5.408538
401,SDSS-II SN 21553,-1.4915458,-1.6023709,-4.1210866,3.0021486,-0.12056932,3.7333128,-4.1507754,0.69210476,-5.800129
402,SDSS-II SN 21709,2.0695145,3.3496573,-3.367597,-1.3496382,0.37811267,9.316818,1.0027272,-2.9980278,4.288861
403,SDSS-II SN 21711,8.345361,2.7584507,-0.62570333,1.6536584,-0.17547481,4.4846773,-0.44223556,2.2705207,-2.7140977
404,SDSS-II SN 2244,-8.849494,4.6520853,-2.494054,3.5053592,-1.0141785,0.38061395,-0.27301234,4.6905785,4.003855
405,SDSS-II SN 2325,5.315176,-1.7297262,-5.966071,0.8951517,-3.7556741,-3.9610608,-2.8559296,0.105940476,0.16947001
