,SN,0,1
593,SDSS-II SN 19212,6.2700925,-26.855085
594,SDSS-II SN 19465,39.0968,8.906612
595,SDSS-II SN 19582,14.26014,-47.998672
596,SDSS-II SN 19751,17.769758,-23.722004
597,SDSS-II SN 19848,27.299765,-25.015085
598,SDSS-II SN 20324,38.560226,5.376619
599,SDSS-II SN 20408,52.80199,12.148135
600,SDSS-II SN 2128,13.342212,-50.00099
601,SDSS-II SN 21874,10.212518,-34.916027
602,SDSS-II SN 2401,25.680887,-34.528374
603,SDSS-II SN 2620,33.16431,-32.049095
604,SDSS-II SN 2621,43.248127,24.582838
605,SDSS-II SN 3294,45.048267,31.150412
606,SDSS-II SN 4062,3.2314365,-16.230646
607,SDSS-II SN 6136,45.282898,11.65485
608,SDSS-II SN 6889,31.059185,-36.65699
609,SDSS-II SN 706,40.538174,24.63216
610,SDSS-II SN 7762,18.812326,-47.90023
611,SDSS-II SN 8092,12.592885,-31.099045
612,SDSS-II SN 9132,5.7284875,-9.262662
613,SN2005fb,23.544043,-21.585625
614,SN2005ga,33.7556,-13.255508
615,SN2005gd,32.70067,-27.88299
616,SN2005gp,28.054024,-22.508644
617,SN2005hs,23.186749,-38.09422
618,SN2005hz,24.490108,26.82234
619,SN2005ij,31.231115,-7.2822804
620,SN2005kp,30.488445,-6.51663
621,SN2006eb,25.86668,25.041601
622,SN2006fn,29.06202,-2.5542848
623,SN2006gv,28.169266,4.761338
624,SN2006ki,28.949133,-31.146715
625,SN2006kw,3.6375859,0.05038763
626,SN2007ia,32.513157,-5.478739
627,SN2007lw,35.769096,7.1601415
628,SN2007nz,12.74444,-46.904133
629,SN2007ol,34.888153,-19.419018
630,SN2007sh,25.600254,-5.4574795
631,SN2008am,34.03334,-19.872923
632,SDSS-II SN 1115,-28.171558,-27.021261
633,SDSS-II SN 12852,-21.239202,-4.260042
634,SDSS-II SN 13058,-43.024117,35.070656
635,SDSS-II SN 13329,-51.56128,6.683217
636,SDSS-II SN 13339,-49.27028,-1.8561019
637,SDSS-II SN 1378,-53.553448,-0.19885282
638,SDSS-II SN 13839,-48.271706,6.257351
639,SDSS-II SN 13971,-34.712177,26.185392
640,SDSS-II SN 14231,-48.954487,-0.23321675
641,SDSS-II SN 14933,-42.722313,36.30546
642,SDSS-II SN 15448,-29.64392,-27.422115
643,SDSS-II SN 15454,-51.510777,-8.40778
644,SDSS-II SN 15942,-56.033356,-0.28390735
645,SDSS-II SN 16739,-50.21797,-2.05448
646,SDSS-II SN 17272,-19.26141,-1.0696199
647,SDSS-II SN 17373,-37.67783,43.242165
648,SDSS-II SN 1782,-47.344593,3.2281022
649,SDSS-II SN 18824,-54.183094,-5.44208
650,SDSS-II SN 18979,-29.24921,-20.217691
651,SDSS-II SN 18990,-18.03822,-33.28396
652,SDSS-II SN 19042,-49.164307,-6.207575
653,SDSS-II SN 19065,-50.31958,17.532444
654,SDSS-II SN 19137,-8.713842,-12.101457
655,SDSS-II SN 1919,-0.6354731,-22.625423
656,SDSS-II SN 19640,-51.066723,7.953859
657,SDSS-II SN 19778,-54.08994,1.2619592
658,SDSS-II SN 20603,-28.38945,-27.562498
659,SDSS-II SN 20874,-51.712204,-4.7178397
660,SDSS-II SN 2118,0.027026433,-13.673466
661,SDSS-II SN 21402,-2.6432996,-18.7607
662,SDSS-II SN 2766,-34.87833,27.520113
663,SDSS-II SN 3050,-30.44817,-27.63142
664,SDSS-II SN 5392,-42.067184,36.92
665,SDSS-II SN 5669,-52.329376,-1.9932257
666,SDSS-II SN 5806,-47.5343,1.2743531
667,SDSS-II SN 8280,-54.491528,-2.998119
668,SDSS-II SN 9562,-16.191483,-19.369673
669,SN2005ed,-27.149664,0.96054864
670,SN2005fa,-47.74242,5.9497495
671,SN2005fm,-40.725555,40.861412
672,SN2005hj,-40.953003,1.8630413
673,SN2005hl,-43.54453,9.062261
674,SN2005hn,-46.85475,0.16296169
675,SN2005hr,-45.586704,-3.1663728
676,SN2005jp,-50.31634,17.534203
677,SN2005ld,-46.75964,7.8858023
678,SN2005le,-19.171719,35.338608
679,SN2006V,-41.94402,-4.497045
680,SN2006au,-38.99273,-1.1780388
681,SN2006fd,-45.24973,6.6301556
682,SN2006fy,-18.519276,12.78219
683,SN2006hl,-53.594276,2.723367
684,SN2006ht,-45.43239,-1.9623437
685,SN2006hx,-40.2429,2.9780116
686,SN2006ji,-15.45513,13.65429
687,SN2006lc,-42.069,3.7638676
688,SN2006oa,-41.568848,2.4158616
689,SN2006ob,-44.452347,-2.3573804
690,SN2006oc,-37.381172,35.356262
691,SN2006oj,-47.716587,4.1803765
692,SN2006ps,-19.4207,17.797173
693,SN2006qq,-41.27805,-0.57198626
694,SN2007gt,-44.416862,-0.5453356
695,SN2007ht,-15.931544,23.72425
696,SN2007hx,-45.687122,9.001611
697,SN2007ic,-6.106597,35.263733
698,SN2007jk,-20.140081,35.77442
699,SN2007kl,-49.40452,1.3126898
700,SN2007lg,-15.664599,26.0556
701,SN2007ma,-45.677814,8.171248
702,SN2007mb,-10.726453,4.870248
703,SN2007nd,-46.94645,-0.62020695
704,SN2007nf,-21.005358,39.235054
705,SN2007px,-45.3333,7.3114285
706,SN2007pz,-51.126663,8.868447
707,SN2007ql,-14.691351,23.93926
708,SN2007qt,-46.72247,2.5634441
709,SN2007ra,-44.639824,7.565462
710,SN2007se,-24.672426,32.08007
711,SN2008J,-33.06449,-9.194579
712,SN2013bh,-43.298565,7.2022705
713,SDSS-II SN 16142,-0.83868504,-23.470604
714,SDSS-II SN 18321,-56.26615,1.4435577
715,SDSS-II SN 2632,-11.741573,-2.9933865
716,SDSS-II SN 6075,-5.718085,-21.800858
717,SN2005fr,-48.041336,0.07492694
718,SN2005gf,-50.532887,7.4047337
719,SN2005if,-21.670446,25.55536
720,SN2007kw,-16.318153,1.0650731
721,SN2007lz,-36.467064,34.677235
722,SDSS-II SN 10299,-37.821358,31.706081
723,SDSS-II SN 11092,-11.447737,27.546913
724,SDSS-II SN 1164,-13.753521,32.871956
725,SDSS-II SN 13131,-21.63857,-33.238525
726,SDSS-II SN 13413,-21.741522,-31.36149
727,SDSS-II SN 14137,-38.394848,24.57182
728,SDSS-II SN 14304,4.3586874,10.787222
729,SDSS-II SN 14455,-18.094902,-6.895817
730,SDSS-II SN 14470,-13.927312,34.940716
731,SDSS-II SN 14499,-19.340536,-23.191263
732,SDSS-II SN 15696,-0.51180154,12.513339
733,SDSS-II SN 16172,-38.347347,27.083855
734,SDSS-II SN 16199,5.003943,10.898227
735,SDSS-II SN 1631,-21.029074,-32.30963
736,SDSS-II SN 16433,-21.009201,-16.93724
737,SDSS-II SN 16603,-9.0918865,2.2592669
738,SDSS-II SN 17703,-23.661476,34.647392
739,SDSS-II SN 17739,-40.533195,31.255644
740,SDSS-II SN 17777,-18.44122,-25.574394
741,SDSS-II SN 17910,-41.142212,28.678331
742,SDSS-II SN 18324,-33.96546,40.875416
743,SDSS-II SN 18447,-20.886475,-29.560232
744,SDSS-II SN 18733,-22.692408,-2.8021486
745,SDSS-II SN 18831,-21.117567,-23.86134
746,SDSS-II SN 18978,-39.585304,35.232887
747,SDSS-II SN 1903,0.6664784,35.197838
748,SDSS-II SN 19319,-42.16976,32.651367
749,SDSS-II SN 19332,-16.160896,-8.46648
750,SDSS-II SN 19769,-6.1173134,10.232336
751,SDSS-II SN 20046,-25.726292,22.845177
752,SDSS-II SN 20104,-28.895954,-23.416725
753,SDSS-II SN 20295,-18.601143,-18.952673
754,SDSS-II SN 20925,-17.968624,-22.249367
755,SDSS-II SN 2468,-19.067719,-5.6669755
756,SDSS-II SN 2734,-24.894966,30.215633
757,SDSS-II SN 3118,-15.609744,29.519112
758,SDSS-II SN 3205,-23.278807,4.5387383
759,SDSS-II SN 3508,-25.522217,-28.085722
760,SDSS-II SN 4322,-26.459068,38.13968
761,SDSS-II SN 5339,4.1407266,11.544357
762,SDSS-II SN 5858,-20.92588,0.26284218
763,SDSS-II SN 5877,-12.93576,-17.630556
764,SDSS-II SN 6282,-2.7531292,-15.708569
765,SDSS-II SN 7017,1.845339,13.454701
766,SDSS-II SN 7099,-9.652076,36.449833
767,SDSS-II SN 7357,3.6660707,10.035337
768,SDSS-II SN 7417,-16.442574,7.8992205
769,SDSS-II SN 7802,-17.900902,-7.514017
770,SDSS-II SN 7864,-11.442622,1.4227288
771,SDSS-II SN 8555,-36.621113,40.44136
772,SN2005ei,-6.5287356,14.057317
773,SN2005em,-22.431135,14.389873
774,SN2005gb,-6.186511,16.655195
775,SN2005hk,-31.504465,-9.668343
776,SN2005hv,2.735075,14.6375885
777,SN2005hy,-11.220086,27.124683
778,SN2005ir,-9.456129,24.295221
779,SN2005jr,-33.541397,23.112492
780,SN2005kj,-25.77559,-13.367799
781,SN2005kr,-13.311192,38.554035
782,SN2006eq,-7.8087573,20.935085
783,SN2006fc,0.49890852,13.629066
784,SN2006fh,-1.4948461,40.289932
785,SN2006fm,-7.7800226,27.532848
786,SN2006fz,-7.6625876,4.135521
787,SN2006gn,-7.6716356,16.050047
788,SN2006iz,-23.881178,11.721457
789,SN2006jq,-2.8282492,16.147675
790,SN2006jt,-1.3614358,16.976585
791,SN2006ls,-11.463486,28.901648
792,SN2006mn,-3.4004745,-13.29721
793,SN2006mw,-39.981895,25.232843
794,SN2006ne,3.0112486,11.215314
795,SN2006pl,-31.426214,24.119146
796,SN2006pp,-18.030895,-17.760637
797,SN2007hz,-0.28054452,16.383509
798,SN2007ix,0.92992073,15.753617
799,SN2007jd,-12.801682,17.045275
800,SN2007jg,-10.75387,22.55311
801,SN2007jo,-7.830632,27.057095
802,SN2007jt,-0.08977483,17.462198
803,SN2007ju,-10.327513,22.63214
804,SN2007ks,-8.665396,15.470938
805,SN2007lq,-12.413539,28.633484
806,SN2007mh,-10.278639,14.567162
807,SN2007mi,-7.0906076,12.954212
808,SN2007mm,-19.84286,1.6774801
809,SN2007mn,-1.2652305,38.338226
810,SN2007oi,-37.905155,25.87146
811,SN2007pt,-31.573782,38.769073
812,SN2007pu,-8.833293,22.24004
813,SN2007pv,-29.82658,22.903204
814,SN2007qi,-9.533471,3.0297747
815,SN2007rk,-28.33942,-22.71575
816,SN2008ax,16.067873,6.092048
817,SN2009N,-16.82192,-13.878545
818,SN2010gx,-14.869017,19.320463
819,SDSS-II SN 10559,-38.219456,28.212421
820,SDSS-II SN 18399,-24.43086,-29.05519
821,SN2005gw,2.1091447,16.207237
822,SN2005ht,2.169027,15.528211
823,SN2005ii,-9.285312,10.2141285
824,SN2005ja,-29.328794,27.781788
825,SN2005jc,-11.886893,11.938785
826,SN2005jn,-17.641768,6.981399
827,SN2005js,-12.371081,3.659709
828,SN2005jw,-14.5109005,-2.2289855
829,SN2005mi,-32.16184,30.521605
830,SN2007lj,-27.908913,43.815243
831,SN2007pi,-13.214226,-17.233473
832,SDSS-II SN 10054,-25.698755,-27.359947
833,SDSS-II SN 10113,-37.420723,32.59315
834,SDSS-II SN 1024,-11.260602,-3.9222183
835,SDSS-II SN 10324,-29.342169,27.072098
836,SDSS-II SN 1109,-28.321838,22.395056
837,SDSS-II SN 1113,-22.680784,12.602695
838,SDSS-II SN 12804,-7.238805,11.896977
839,SDSS-II SN 12895,-33.81806,37.806866
840,SDSS-II SN 12941,-35.740604,41.44291
841,SDSS-II SN 12978,-21.605503,32.34024
842,SDSS-II SN 13009,-38.750862,35.633953
843,SDSS-II SN 13016,-33.88146,35.165447
844,SDSS-II SN 13027,-19.530596,-6.201321
845,SDSS-II SN 13144,-13.559881,11.261568
846,SDSS-II SN 13269,-19.221777,-31.83231
847,SDSS-II SN 13323,-34.013245,26.90016
848,SDSS-II SN 13411,-28.238508,32.222042
849,SDSS-II SN 13491,-18.867256,-28.732655
850,SDSS-II SN 13566,-18.482904,-8.024174
851,SDSS-II SN 13589,-0.56589526,-14.200228
852,SDSS-II SN 13689,-29.91033,34.040714
853,SDSS-II SN 13703,-32.460735,36.020096
854,SDSS-II SN 13768,-9.470551,9.846562
855,SDSS-II SN 13842,0.56692666,-13.894386
856,SDSS-II SN 13859,-15.575144,36.22638
857,SDSS-II SN 13909,-28.996365,35.205784
858,SDSS-II SN 1409,-17.533165,-5.664143
859,SDSS-II SN 14172,-13.746348,-35.346886
860,SDSS-II SN 14209,-37.31082,43.591675
861,SDSS-II SN 14232,-17.539366,-2.001521
862,SDSS-II SN 14305,-20.328386,9.867267
863,SDSS-II SN 14309,-4.5898495,0.18847755
864,SDSS-II SN 14334,12.040563,-13.689984
865,SDSS-II SN 14343,-30.543018,26.555971
866,SDSS-II SN 14426,-19.756369,-29.20761
867,SDSS-II SN 14438,-30.78542,36.81662
868,SDSS-II SN 14444,-28.389782,26.267727
869,SDSS-II SN 14452,-15.473626,10.787453
870,SDSS-II SN 14463,-27.429066,31.616142
871,SDSS-II SN 14540,-19.557472,36.598854
872,SDSS-II SN 14661,-19.43816,-21.84064
873,SDSS-II SN 14744,-21.145796,-16.104597
874,SDSS-II SN 14750,-33.015774,42.97033
875,SDSS-II SN 14784,-29.78162,25.490797
876,SDSS-II SN 14888,-37.383503,39.564377
877,SDSS-II SN 15137,-14.739886,36.230076
878,SDSS-II SN 15286,-31.604471,21.966177
879,SDSS-II SN 15314,-16.7022,-23.59423
880,SDSS-II SN 15357,-38.091957,35.010075
881,SDSS-II SN 15413,-26.77748,9.955521
882,SDSS-II SN 15419,-30.031872,24.340647
883,SDSS-II SN 15489,-20.180271,-33.172375
884,SDSS-II SN 15496,-25.254234,22.773926
885,SDSS-II SN 15511,-30.970146,32.390186
886,SDSS-II SN 15522,-10.644356,3.6560328
887,SDSS-II SN 15606,-22.461607,-28.393784
888,SDSS-II SN 15647,-2.1817594,-17.12719
889,SDSS-II SN 15675,-14.6688,9.719784
890,SDSS-II SN 15692,-29.148947,28.851366
891,SDSS-II SN 15755,-33.259712,33.560917
892,SDSS-II SN 15777,-36.476276,25.60494
893,SDSS-II SN 15784,-29.072754,40.850388
894,SDSS-II SN 15827,-19.350636,-32.953144
895,SDSS-II SN 15829,-38.773296,31.637056
896,SDSS-II SN 15850,-26.102278,28.833351
897,SDSS-II SN 15860,-10.161283,1.6501772
898,SDSS-II SN 15884,-30.990814,35.560894
899,SDSS-II SN 15935,-20.744831,-3.091789
900,SDSS-II SN 16111,-3.2787135,39.487198
901,SDSS-II SN 16148,-16.446321,-22.253843
902,SDSS-II SN 16200,-7.9889517,33.00907
903,SDSS-II SN 16220,-22.985537,40.403698
904,SDSS-II SN 16237,-36.65131,24.88334
905,SDSS-II SN 16302,-13.759394,29.213392
906,SDSS-II SN 1656,-20.236124,-27.664394
907,SDSS-II SN 16572,-29.971266,36.256573
908,SDSS-II SN 1658,-22.803139,37.83661
909,SDSS-II SN 17324,-38.189667,39.260258
910,SDSS-II SN 17436,-18.532368,-2.4790008
911,SDSS-II SN 17509,-1.5857477,-25.178434
912,SDSS-II SN 17641,-49.97883,-9.532474
913,SDSS-II SN 17647,-29.442188,39.168633
914,SDSS-II SN 17683,-18.995983,-27.44323
915,SDSS-II SN 17695,-39.582523,28.41308
916,SDSS-II SN 17696,-19.905315,-5.1354375
917,SDSS-II SN 17818,-19.234344,-16.929462
918,SDSS-II SN 17820,-35.384262,32.113155
919,SDSS-II SN 17837,-17.437977,-24.92093
920,SDSS-II SN 17854,-6.9611416,36.760532
921,SDSS-II SN 17860,-34.718594,24.477509
922,SDSS-II SN 17882,-33.177155,30.132378
923,SDSS-II SN 17899,-21.719181,4.075878
924,SDSS-II SN 17909,-7.1241937,-14.179157
925,SDSS-II SN 18079,-19.721197,-28.36316
926,SDSS-II SN 1810,-5.6657186,40.013905
927,SDSS-II SN 1823,-4.889975,40.235394
928,SDSS-II SN 18374,-9.762577,6.7423267
929,SDSS-II SN 18425,-28.096638,-23.8316
930,SDSS-II SN 18704,-40.351727,32.574623
931,SDSS-II SN 18814,-15.467131,-2.6650229
932,SDSS-II SN 18941,-13.076149,1.0469904
933,SDSS-II SN 19000,-8.375065,36.966866
934,SDSS-II SN 19205,-40.08923,40.14022
935,SDSS-II SN 19322,-10.29689,0.28856456
936,SDSS-II SN 19408,-5.998922,-18.40754
937,SDSS-II SN 19424,-18.52966,-3.7965112
938,SDSS-II SN 19449,-33.32721,25.357729
939,SDSS-II SN 19468,-19.902658,-34.15163
940,SDSS-II SN 19575,-23.912092,-18.730623
941,SDSS-II SN 19636,-15.099796,35.364403
942,SDSS-II SN 1975,-14.463304,-1.3360387
943,SDSS-II SN 20033,-15.526842,-1.0451105
944,SDSS-II SN 20043,-36.720474,26.843397
945,SDSS-II SN 20090,-34.129528,42.76187
946,SDSS-II SN 20171,-23.383192,-0.9433312
947,SDSS-II SN 20505,-19.77821,-26.065563
948,SDSS-II SN 2063,-30.994808,45.44412
949,SDSS-II SN 20727,-20.906347,-24.859219
950,SDSS-II SN 20860,2.81196,30.794365
951,SDSS-II SN 20928,-2.859631,-17.697813
952,SDSS-II SN 20968,-20.399485,-23.001738
953,SDSS-II SN 20990,-16.516062,16.4461
954,SDSS-II SN 20998,-39.411587,31.103987
955,SDSS-II SN 21407,-19.930834,-24.117619
956,SDSS-II SN 2306,-12.84519,37.78452
957,SDSS-II SN 2319,-29.717213,31.925196
958,SDSS-II SN 2423,-38.412838,37.730133
959,SDSS-II SN 2537,-17.272354,33.361134
960,SDSS-II SN 2538,-18.560865,39.178364
961,SDSS-II SN 2545,-8.241968,-19.724264
962,SDSS-II SN 2746,-25.24505,10.219107
963,SDSS-II SN 2855,-23.26238,38.52051
964,SDSS-II SN 2926,-39.447796,30.396187
965,SDSS-II SN 3068,-6.7501783,-12.702261
966,SDSS-II SN 3077,-17.67835,34.834312
967,SDSS-II SN 3175,-15.443152,34.68755
968,SDSS-II SN 3184,-4.765323,38.326214
969,SDSS-II SN 3506,-14.887158,12.051877
970,SDSS-II SN 3881,-39.339115,37.313847
971,SDSS-II SN 3897,-37.161896,23.997444
972,SDSS-II SN 3908,-27.895054,-21.931768
973,SDSS-II SN 4048,-18.241743,-1.3618268
974,SDSS-II SN 4236,-21.661448,-1.0109476
975,SDSS-II SN 4397,-23.879766,40.73529
976,SDSS-II SN 4484,-0.6713147,-2.793508
977,SDSS-II SN 4627,-26.230408,10.037866
978,SDSS-II SN 4640,-18.620016,17.589817
979,SDSS-II SN 4664,-21.404215,-2.9535182
980,SDSS-II SN 4669,-25.307814,0.97664213
981,SDSS-II SN 5552,-16.020855,5.6592174
982,SDSS-II SN 5702,-5.7690077,40.96228
983,SDSS-II SN 5735,-10.819835,6.1024027
984,SDSS-II SN 5802,-33.197796,39.751644
985,SDSS-II SN 5917,-31.817291,34.6229
986,SDSS-II SN 6502,-38.57809,30.347097
987,SDSS-II SN 6520,-34.857155,41.725212
988,SDSS-II SN 6535,-29.788649,42.67279
989,SDSS-II SN 6709,-19.478914,-29.996626
990,SDSS-II SN 6851,-16.782925,-21.040232
991,SDSS-II SN 6854,-19.5203,10.422231
992,SDSS-II SN 6973,-15.71362,33.819473
993,SDSS-II SN 716,-36.852627,37.297817
994,SDSS-II SN 7205,-42.721607,33.629898
995,SDSS-II SN 7231,-9.8511095,-19.823206
996,SDSS-II SN 7304,-27.324928,40.14787
997,SDSS-II SN 7444,-33.367363,41.790955
998,SDSS-II SN 8127,-23.025951,-18.37726
999,SDSS-II SN 822,-25.18405,37.51655
1000,SDSS-II SN 8297,-14.402614,10.658634
1001,SDSS-II SN 841,-32.471603,25.496998
1002,SDSS-II SN 859,-38.221382,40.239407
1003,SDSS-II SN 8742,-30.69153,41.59426
1004,SDSS-II SN 9109,-11.284408,33.37414
1005,SDSS-II SN 9954,-20.086948,33.539524
1006,SN1000+0216,-31.670591,26.71831
1007,SN2005gj,-27.428102,15.697166
1008,SN2005hm,-17.07365,1.8647906
1009,SN2005in,-9.227467,38.102287
1010,SN2005iv,-22.04985,3.3336694
1011,SN2005jm,-9.63845,7.8594785
1012,SN2005ju,-20.908106,-1.8246402
1013,SN2005jx,4.0970554,29.58226
1014,SN2005lb,-25.688284,-6.065788
1015,SN2005lc,-19.891502,22.15461
1016,SN2005mj,-13.751652,15.001154
1017,SN2006aa,-33.287533,11.442934
1018,SN2006er,-8.236923,18.07408
1019,SN2006ex,-22.225481,28.875053
1020,SN2006ez,-1.5380327,37.70262
1021,SN2006fb,-34.672916,40.05651
1022,SN2006fj,-9.233864,4.688327
1023,SN2006fl,-7.860393,7.6701436
1024,SN2006fs,-7.0437794,38.81364
1025,SN2006fu,-11.79828,6.8062863
1026,SN2006gg,-8.349743,38.637638
1027,SN2006gh,-29.015402,32.767597
1028,SN2006hd,-38.91853,32.80054
1029,SN2006he,-19.9772,34.55149
1030,SN2006hf,-22.037783,37.840717
1031,SN2006hg,-32.80825,41.085392
1032,SN2006hp,-26.17571,34.773342
1033,SN2006hr,-12.755949,14.369805
1034,SN2006hu,-17.601011,8.072551
1035,SN2006hv,-22.992167,32.380344
1036,SN2006hy,-6.812361,32.892292
1037,SN2006hz,-22.893229,9.805418
1038,SN2006ix,-10.667334,31.844374
1039,SN2006iy,-10.946065,9.118354
1040,SN2006jh,-7.333247,38.09245
1041,SN2006jj,-13.874761,12.993661
1042,SN2006jk,-21.007961,-0.7271624
1043,SN2006jn,-21.656685,30.854761
1044,SN2006jr,-17.98518,10.082651
1045,SN2006ju,-13.579842,2.548724
1046,SN2006jy,-16.469728,6.977997
1047,SN2006ka,-27.386797,33.377487
1048,SN2006kb,-19.58308,31.752514
1049,SN2006kc,-24.545307,31.247873
1050,SN2006kl,-21.998678,36.41409
1051,SN2006km,-36.20054,42.68499
1052,SN2006ko,-22.434471,-1.4450476
1053,SN2006ky,-10.067719,33.52376
1054,SN2006kz,-12.184553,13.584892
1055,SN2006lb,-20.19871,7.526656
1056,SN2006lj,-32.762447,22.456219
1057,SN2006ln,-20.932745,10.157528
1058,SN2006lo,-13.195744,13.2892475
1059,SN2006lp,-22.31004,0.117638506
1060,SN2006mv,-24.321001,27.050087
1061,SN2006na,-21.21353,-16.19654
1062,SN2006nb,-6.687224,40.56227
1063,SN2006nd,-2.3471851,39.1075
1064,SN2006ni,-15.332231,37.63049
1065,SN2006nj,-12.704274,-2.5712113
1066,SN2006nk,-20.374166,11.221122
1067,SN2006nl,-28.238222,27.99295
1068,SN2006nn,-3.3739407,38.56357
1069,SN2006nv,-27.638597,28.723326
1070,SN2006nx,-32.69407,38.585552
1071,SN2006od,-9.353047,35.36438
1072,SN2006of,-4.7094126,37.207283
1073,SN2006oh,-13.6909075,24.141935
1074,SN2006oi,-17.167812,8.70327
1075,SN2006ol,-10.771285,12.775123
1076,SN2006om,-24.310734,28.963388
1077,SN2006pa,-12.785838,8.255703
1078,SN2006pf,-33.162464,28.436525
1079,SN2006pq,-14.319856,28.543785
1080,SN2006qg,-17.162514,14.137694
1081,SN2007id,-1.2132685,40.025166
1082,SN2007je,-20.425665,38.318024
1083,SN2007jh,-7.72337,20.720287
1084,SN2007jl,-32.636086,31.657217
1085,SN2007jm,-23.816296,-26.83381
1086,SN2007jw,-19.389658,38.70085
1087,SN2007kr,-24.41083,1.1686556
1088,SN2007kt,-27.610312,36.14583
1089,SN2007kv,-16.45513,8.9534
1090,SN2007kx,-11.20324,7.502981
1091,SN2007lb,-26.647594,0.96281755
1092,SN2007lc,-10.2479925,15.273519
1093,SN2007lh,-29.245882,36.953773
1094,SN2007ll,-21.136913,28.930172
1095,SN2007ln,-25.18832,32.93044
1096,SN2007lo,-23.367062,34.06191
1097,SN2007lp,-26.59084,33.76233
1098,SN2007lt,-7.1752224,7.5744605
1099,SN2007mc,-13.872801,26.451225
1100,SN2007me,-23.324398,31.954065
1101,SN2007mj,-20.056303,18.294767
1102,SN2007mk,-9.201682,34.371098
1103,SN2007ml,-24.90681,28.151045
1104,SN2007mv,-33.902573,32.67773
1105,SN2007mz,-16.71094,14.695584
1106,SN2007ne,-22.443226,30.056519
1107,SN2007nh,-17.078587,35.394203
1108,SN2007ni,-7.0141497,39.923576
1109,SN2007nj,-7.8743615,35.889957
1110,SN2007nu,-32.569126,23.003468
1111,SN2007oe,-31.978739,32.07449
1112,SN2007oj,-23.732838,33.210655
1113,SN2007ok,-13.743049,9.099413
1114,SN2007ot,-8.589426,35.755466
1115,SN2007ou,-23.44918,29.47357
1116,SN2007ow,-23.177828,1.8490738
1117,SN2007ph,-12.333359,38.982788
1118,SN2007pn,-11.320679,-0.2883093
1119,SN2007po,-17.171932,6.139315
1120,SN2007pp,-36.669044,32.325294
1121,SN2007pw,-29.16343,-24.922583
1122,SN2007qf,-17.3682,15.092913
1123,SN2007qg,-12.547513,32.804996
1124,SN2007qh,-7.07955,34.086338
1125,SN2007qm,-21.698534,30.088003
1126,SN2007qp,-11.829846,8.354412
1127,SN2007qq,-32.367863,41.805347
1128,SN2007qr,-11.106143,32.57279
1129,SN2007qy,-6.0844073,37.30109
1130,SN2007rd,-22.303112,2.447017
1131,SN2007rl,-4.377694,35.349174
1132,SN2007rp,-13.585862,25.24151
1133,SN2007sb,-13.464746,36.00003
1134,SN2007sd,-16.971806,13.137039
1135,SN2007tr,-35.714073,40.161835
1136,SN2008fq,-31.802998,-9.597431
1137,SDSS-II SN 1592,-0.11463474,29.209719
1138,SN2005iw,-17.420038,-8.151404
1139,SN2006bo,-19.82237,15.401855
1140,PS1-12bku,-51.581417,-3.1578844
1141,PS1-14vk,-46.652245,1.4145981
1142,SDSS-II SN 11316,54.604717,9.976415
1143,SDSS-II SN 12827,-53.617966,-4.1090384
1144,SDSS-II SN 13148,0.9482438,-2.069309
1145,SDSS-II SN 13247,-56.954273,-2.7558713
1146,SDSS-II SN 13277,-55.089108,-4.4517026
1147,SDSS-II SN 13515,-3.9452024,-23.221022
1148,SDSS-II SN 13628,-7.355804,-29.545061
1149,SDSS-II SN 13657,-53.64968,-6.26069
1150,SDSS-II SN 13815,-17.546831,-35.637604
1151,SDSS-II SN 13861,-52.836716,-4.5603433
1152,SDSS-II SN 13904,-12.626533,-26.267275
1153,SDSS-II SN 13946,-3.1168318,-22.325554
1154,SDSS-II SN 14065,-16.640032,-32.358337
1155,SDSS-II SN 14074,-54.94167,0.21618143
1156,SDSS-II SN 14357,-52.67169,-5.7806387
1157,SDSS-II SN 14539,-53.270893,-1.4358937
1158,SDSS-II SN 14588,-16.95663,-33.2758
1159,SDSS-II SN 14638,-13.794723,-22.126139
1160,SDSS-II SN 14907,1.7287887,-16.209991
1161,SDSS-II SN 14978,-49.866142,-10.280954
1162,SDSS-II SN 15294,-55.072132,-1.0088278
1163,SDSS-II SN 1536,-50.31291,-4.636108
1164,SDSS-II SN 15526,-55.385998,-2.6983519
1165,SDSS-II SN 15593,-53.54184,-2.4667633
1166,SDSS-II SN 15913,-19.07844,-34.805565
1167,SDSS-II SN 16360,-23.091906,-23.537018
1168,SDSS-II SN 16652,9.097063,-5.0111523
1169,SDSS-II SN 16849,-6.190571,-12.040777
1170,SDSS-II SN 17322,-51.74604,-1.0474546
1171,SDSS-II SN 17793,-9.722498,-33.156136
1172,SDSS-II SN 1783,-51.149002,-1.4903381
1173,SDSS-II SN 18392,-15.959454,-25.366898
1174,SDSS-II SN 18459,-48.766056,4.9193115
1175,SDSS-II SN 18478,-9.980069,-27.59566
1176,SDSS-II SN 1848,5.408258,-24.5812
1177,SDSS-II SN 19190,-53.439354,-5.129699
1178,SDSS-II SN 19221,-24.77543,-21.272703
1179,SDSS-II SN 19325,-2.262912,-21.396643
1180,SDSS-II SN 19339,-45.29632,-1.3250647
1181,SDSS-II SN 19524,-8.540516,-27.291119
1182,SDSS-II SN 19555,-6.5642805,-17.24669
1183,SDSS-II SN 19645,-14.0231,-26.268532
1184,SDSS-II SN 20323,-1.7118208,-19.671041
