,SN,0,1,2,3,4,5
283,SDSS-II SN 16582,-10.250487,15.490911,10.587015,2.3366876,1.7454177,-9.014984
284,SDSS-II SN 16768,-5.3231597,13.234816,6.2760353,3.3653743,9.754942,0.068275556
285,SDSS-II SN 16838,-4.0056148,-16.789581,-2.412905,1.6558456,-0.09903542,-1.3744304
286,SDSS-II SN 16977,-4.7637086,-11.60945,-6.948623,-0.75501686,4.947511,-7.5317445
287,SDSS-II SN 17219,-4.4397388,5.2909956,-10.933509,2.6876123,-15.9586935,-1.8049052
288,SDSS-II SN 17303,0.92864215,-2.3811707,-11.439952,-6.9702263,0.13550216,-12.031684
289,SDSS-II SN 17330,-8.677645,-0.6526452,-14.419817,2.0386877,-4.3511004,5.4090896
290,SDSS-II SN 17396,-11.098901,11.4116125,19.587204,2.6798782,2.1126318,-8.696833
291,SDSS-II SN 17422,-13.748626,-3.6132045,-15.2779665,-8.886128,-13.695679,5.921542
292,SDSS-II SN 17465,-1.1357073,-3.779623,-17.173248,1.5019311,-10.70836,-8.00524
293,SDSS-II SN 17466,-6.5634375,5.795311,19.196274,-7.5555468,8.057978,0.5511442
294,SDSS-II SN 1750,-13.729035,15.238458,9.54034,-2.0309372,7.9404135,-9.051386
295,SDSS-II SN 17508,-13.782444,13.267886,-4.445731,-2.1130822,-7.198967,-7.9410443
296,SDSS-II SN 17539,-10.9967575,-15.760981,-8.222382,2.4614358,-1.203403,-0.7164749
297,SDSS-II SN 17542,-3.9446917,1.7269571,-2.3301437,-3.0111356,-12.450554,-4.848451
298,SDSS-II SN 17620,-2.6796246,9.808927,16.227303,-7.890713,3.7564049,-0.51190364
299,SDSS-II SN 17662,-1.8049828,-6.553267,-13.55942,-12.725621,-6.1639104,-9.593669
300,SDSS-II SN 17667,-16.56773,8.35705,-2.5977292,8.062467,0.9065734,0.69997454
301,SDSS-II SN 17682,-8.161157,13.439756,-0.2085743,5.2203984,2.4956553,1.4052284
302,SDSS-II SN 17729,-5.7369576,-0.87594897,-10.13298,-17.839455,-4.285876,-9.39281
303,SDSS-II SN 1773,-8.582358,6.0243163,14.035601,-0.7300105,13.115685,0.20135567
304,SDSS-II SN 17748,-13.544614,-1.1690849,-22.750418,-0.38283268,-2.6246986,3.8880303
305,SDSS-II SN 17789,-2.388511,-14.948048,-12.315234,3.1964054,-0.06807922,-13.853082
306,SDSS-II SN 17816,-6.468105,-1.2725843,5.67625,-5.985897,-5.9928617,-15.203583
307,SDSS-II SN 17853,-9.433224,-3.4351866,-6.2724104,13.760058,0.2962739,-6.5301747
308,SDSS-II SN 17894,-9.00112,1.1647395,-8.680183,1.821048,4.562504,3.4855115
309,SDSS-II SN 17906,-9.075824,4.797204,-14.084191,-10.108821,-14.678728,-1.3126801
310,SDSS-II SN 17928,-7.190134,-4.982179,-5.225775,-6.207437,16.21276,-2.1905062
311,SDSS-II SN 17952,-19.27489,9.619442,-4.486767,-10.718538,2.5787325,-3.5101902
312,SDSS-II SN 17997,1.4738537,6.8669662,4.8303666,3.248782,2.107297,-20.225897
313,SDSS-II SN 18058,-3.5519395,7.898161,-6.1511273,-2.4980736,8.095715,-3.0520465
314,SDSS-II SN 18067,-14.488108,1.0311848,-14.34635,-1.045203,-0.7481586,-12.889185
315,SDSS-II SN 18075,-6.2453356,-4.6805468,-0.6389509,-2.3696585,2.3422613,-4.99321
316,SDSS-II SN 18077,-4.6300726,-2.7425463,-0.31210157,-16.152222,-10.023788,-4.921689
317,SDSS-II SN 18101,3.0189056,5.445581,-9.260874,-6.5144143,6.055887,0.7740635
318,SDSS-II SN 1821,-7.5465035,14.621352,14.59306,-2.9236581,5.100626,-2.6073081
319,SDSS-II SN 18226,-12.622318,-0.3234846,-14.873628,-3.6468582,-0.3527744,-1.836613
320,SDSS-II SN 18243,-14.183051,11.666955,0.30515206,-10.150427,-0.602552,-11.426088
321,SDSS-II SN 18253,-0.47279614,0.7800618,-6.9170375,-1.3354981,4.4195433,-20.234358
322,SDSS-II SN 18273,-10.075228,22.280716,0.28258872,-3.9875972,2.1970172,-1.1055001
323,SDSS-II SN 18276,-15.04684,14.248735,1.4638544,3.1805882,-0.7842931,-13.047709
324,SDSS-II SN 18301,-9.310251,4.8597326,4.165711,2.9908333,11.329695,-13.603437
325,SDSS-II SN 18331,7.8301706,8.923387,-6.9305477,-12.297119,3.8057048,-3.0099206
326,SDSS-II SN 18376,-4.1215806,-4.854442,-11.992464,6.876326,-8.38549,-4.5183296
327,SDSS-II SN 18387,-6.2651606,7.3026547,9.769012,-4.12045,4.1367197,-7.0053606
328,SDSS-II SN 18405,-11.58234,6.7325444,12.24206,-3.1832836,5.11268,-14.144824
329,SDSS-II SN 18454,-1.1186929,-3.6898763,4.154164,1.8332429,4.68015,-21.054789
330,SDSS-II SN 18479,-3.5372682,14.809854,4.0332737,-7.7166033,-8.772477,-4.646923
331,SDSS-II SN 18593,-5.9845085,1.2696973,-8.196451,2.4816852,-9.365302,-6.490028
332,SDSS-II SN 18598,-10.791245,5.1079273,-0.86058974,-11.6598215,-11.928802,5.8283753
333,SDSS-II SN 18647,-8.296279,3.583498,-2.4602053,-12.1352825,-2.5366187,-10.897838
334,SDSS-II SN 1866,-13.751055,14.625459,-6.474665,0.22199805,1.7066509,-0.089525215
335,SDSS-II SN 18664,-3.3127444,-0.26168686,1.4737244,-20.535936,0.33454952,-7.0069575
336,SDSS-II SN 18743,2.885151,1.0189141,8.381926,-16.300158,10.03098,-3.137645
337,SDSS-II SN 18848,2.7170565,0.32351568,-10.407659,-10.586238,-0.27273598,-3.083518
338,SDSS-II SN 18898,-2.051773,-10.677677,-9.660322,-2.769074,-5.6211987,-9.840236
339,SDSS-II SN 18917,-3.1223752,19.258512,1.987684,0.9410252,-5.7943816,-7.5708075
340,SDSS-II SN 18935,-3.279574,-2.6788352,-1.0733113,-4.26894,12.298957,-15.6286545
341,SDSS-II SN 18943,-0.7678787,5.442348,5.17558,-9.367148,-4.8070183,-9.1160555
342,SDSS-II SN 18971,-6.997376,10.135221,0.23632485,-5.1979556,3.9654632,-10.839394
343,SDSS-II SN 18973,-4.433087,7.537635,7.119929,15.004332,-5.6847496,-9.055837
344,SDSS-II SN 18983,-6.256527,-8.411496,-11.2534895,-7.4474316,-1.4023944,-1.169569
345,SDSS-II SN 19059,-11.239649,20.85264,2.9962122,10.202433,-1.5876151,2.581654
346,SDSS-II SN 19189,-5.3686347,8.940195,9.91163,0.66760355,-4.4365077,-0.039866872
347,SDSS-II SN 19209,-6.2428584,12.799461,2.4345381,11.630775,-8.010956,-3.9970593
348,SDSS-II SN 1921,-11.964194,19.67385,9.286769,-0.031057725,-2.1834595,-2.686435
349,SDSS-II SN 19344,-6.73471,12.869641,10.582002,0.29971698,15.010975,-5.3204494
350,SDSS-II SN 19399,-5.5391755,12.785944,5.837335,-6.248513,-2.9840066,-14.065865
351,SDSS-II SN 19428,0.033068445,4.739544,-8.7738285,-9.444052,13.418752,0.115904786
352,SDSS-II SN 19434,-3.123998,14.113522,5.1114597,-12.481941,10.151505,-0.08926403
353,SDSS-II SN 19461,-12.452705,12.071297,4.0608487,-13.200855,10.619921,-5.5472627
354,SDSS-II SN 19467,-18.427279,8.854993,7.515892,-1.3857092,-2.3042026,-9.08113
355,SDSS-II SN 19538,-6.9131775,-2.7745502,-13.597898,-0.27569255,-3.7734642,-6.604208
356,SDSS-II SN 19539,-6.243933,3.89788,-11.409116,10.208065,-1.641401,2.8923533
357,SDSS-II SN 19683,0.89339334,5.507795,1.381125,-8.22987,11.472813,-2.9341695
358,SDSS-II SN 19721,-14.489458,-7.138914,-8.52074,-0.5079879,2.301342,5.6214786
359,SDSS-II SN 19723,-11.543481,10.0132675,1.4819933,-5.5578804,-10.373443,-5.871785
360,SDSS-II SN 19776,-6.3446774,-3.908709,16.358624,11.422897,4.3338904,-1.3640547
361,SDSS-II SN 1980,-7.843006,-3.5034504,-17.125324,-10.300599,-4.9236155,-4.4882665
362,SDSS-II SN 1982,0.1669208,4.7213297,-12.135589,-12.611923,5.221319,-2.6420074
363,SDSS-II SN 1991,-8.62168,17.588884,2.901144,-8.258395,6.503083,-4.7641516
364,SDSS-II SN 19986,-13.430271,-3.5514507,1.9936005,9.705234,3.948777,-11.061346
365,SDSS-II SN 19987,0.01640156,18.484297,4.4976163,-5.902293,-6.161676,5.1212974
366,SDSS-II SN 20216,-7.01173,0.2668376,-17.804356,-14.576065,0.41604134,0.20180729
367,SDSS-II SN 20231,-4.2801666,-0.7797503,4.902217,13.658372,6.387405,-8.309106
368,SDSS-II SN 20251,1.7444412,-0.49956214,-9.325166,-5.4852552,6.463721,-4.317445
369,SDSS-II SN 20257,-3.1559231,13.168009,-4.186358,11.432133,-3.7027683,-6.633615
370,SDSS-II SN 20369,-7.7487464,4.648836,-0.9078206,-11.076623,5.2139974,10.228804
371,SDSS-II SN 2041,-1.5201055,9.405089,-4.549777,-8.754423,3.9908028,-4.161237
372,SDSS-II SN 20411,-9.31624,0.7302119,2.268673,8.88916,6.7027955,-17.89259
373,SDSS-II SN 2042,-8.909314,10.33808,12.30915,-3.2292106,-2.344775,-7.084131
374,SDSS-II SN 20467,-6.7833085,7.443436,-15.60879,-1.9496095,4.8972325,-1.9968545
375,SDSS-II SN 20491,-21.008385,4.82374,-12.096308,-2.2780185,3.2707353,-3.736744
376,SDSS-II SN 20497,-7.4649873,11.238316,-3.8503995,5.969512,-11.619591,4.608083
377,SDSS-II SN 20590,-4.2372923,12.568676,-0.5828124,-3.11574,-3.70635,-4.13368
378,SDSS-II SN 20591,-6.2503877,17.872515,8.820134,5.8888106,-3.9463282,5.9549856
379,SDSS-II SN 20613,-8.332119,12.78928,5.4443345,2.0555007,8.469469,-13.815444
380,SDSS-II SN 20646,-5.569802,6.127804,1.294542,-10.12377,8.138792,-6.3289475
381,SDSS-II SN 20721,-11.754237,11.720528,2.5455227,-12.643985,6.730058,2.8759224
382,SDSS-II SN 2078,-1.7878098,-7.633193,3.1615968,-6.0477633,-3.4943316,-14.213493
383,SDSS-II SN 20791,-7.9087033,11.443432,-0.52542007,-7.7500043,11.435657,-1.0689056
384,SDSS-II SN 20805,1.6743003,4.843783,11.699399,-12.666686,-5.643831,4.054798
385,SDSS-II SN 20820,-29.294191,-41.24246,-0.90180665,-14.703275,-2.425425,-24.539846
386,SDSS-II SN 20842,-10.279251,19.050652,4.3781657,8.113267,4.346863,-3.747297
387,SDSS-II SN 20861,-6.371053,-7.178045,-2.2495673,1.2306429,-0.6598887,-10.697632
388,SDSS-II SN 20870,-5.2832165,14.360225,6.4619174,-14.329663,-0.21322544,-3.336396
389,SDSS-II SN 20895,-9.821233,14.806206,4.517727,-1.5139021,1.9993775,0.07926885
390,SDSS-II SN 20916,-9.13617,14.6285,5.174196,10.607752,1.7736049,4.9878917
391,SDSS-II SN 2093,-6.0780015,3.6716576,-12.911739,-9.008304,-1.6546978,-2.7041678
392,SDSS-II SN 20953,-4.459591,4.0351977,1.6442894,-1.3127902,7.541227,-16.441692
393,SDSS-II SN 20956,-7.549594,-1.4415296,-1.6617148,-10.664964,7.8436956,4.05689
394,SDSS-II SN 20969,-7.1083336,5.4698443,12.62554,5.6170397,0.9997005,-4.4160786
395,SDSS-II SN 21081,-6.47082,2.1459088,6.1015525,-12.669175,15.856482,-6.26084
396,SDSS-II SN 21356,-17.787926,10.921368,9.202513,5.470997,2.434465,-1.0433251
397,SDSS-II SN 21359,-5.8940887,2.040848,8.640679,-6.4770856,-1.9249849,2.9161608
398,SDSS-II SN 21381,-14.86727,2.7491002,7.5231924,0.3415503,-2.3470907,-5.474792
399,SDSS-II SN 2148,-5.4036527,12.295158,14.69534,6.4597316,4.9185996,-3.7974129
400,SDSS-II SN 2149,-21.445192,5.0157313,-11.972256,-8.500917,-3.9118233,-5.219607
401,SDSS-II SN 21553,1.5832065,4.182407,3.3419902,-10.303982,3.8130639,-4.711376
402,SDSS-II SN 21709,-17.215221,-0.5884371,-0.13263288,-2.7140741,-4.440413,-1.2419709
403,SDSS-II SN 21711,-13.940499,6.3694324,-8.029733,-4.872225,1.5515876,0.75711685
404,SDSS-II SN 2244,-8.92491,7.3272705,13.24481,5.040821,-0.5618954,5.3806973
405,SDSS-II SN 2325,-11.247662,-4.6651306,-8.288718,1.2996413,10.338323,-0.30036446
406,SDSS-II SN 2464,-2.9386594,12.633012,2.3431714,-13.055455,5.663065,-8.988796
407,SDSS-II SN 2615,-2.1308851,3.7540693,13.210392,-3.7067235,-0.19199564,-17.137106
408,SDSS-II SN 2630,-8.975384,10.581883,-9.421975,-9.25669,1.623547,-9.300974
409,SDSS-II SN 2808,-9.509772,8.521579,-11.866149,-3.3703964,-5.471498,-16.764494
410,SDSS-II SN 2912,-6.264407,9.805228,5.9766474,-9.817638,10.102294,6.09139
411,SDSS-II SN 3090,-4.729749,-10.427087,-9.122287,-12.624373,-1.046538,-7.406651
412,SDSS-II SN 3196,-8.292937,0.029218549,13.755201,4.8291,-6.458899,-7.726134
413,SDSS-II SN 3344,-12.001595,3.4581373,-9.227419,12.6487665,-0.063965805,-4.044305
414,SDSS-II SN 3368,-12.356892,-2.862696,0.73096764,1.9914021,2.7132077,-16.605968
415,SDSS-II SN 3417,-9.473594,-1.7515574,-5.9514146,-0.8046039,-18.27789,-9.1934
416,SDSS-II SN 3514,-2.7447734,0.37738556,-18.383331,-0.94038004,9.527705,-2.267795
417,SDSS-II SN 3529,-13.339861,2.240114,0.8430448,-3.0062985,-0.68283725,12.134493
418,SDSS-II SN 3533,-16.250235,10.8642845,-13.496155,-6.2820935,-1.3612318,-13.935676
419,SDSS-II SN 3558,-3.7179215,8.25676,-5.2747397,-10.57798,-14.567288,6.260097
420,SDSS-II SN 3565,-16.26078,-14.284095,-6.3691,-10.281401,-7.9126697,-5.1718063
421,SDSS-II SN 3983,-18.186796,10.003842,-6.4228764,2.8798237,10.949248,-3.0406656
422,SDSS-II SN 4019,-17.219831,9.058459,-11.895844,-2.0586843,-0.11962943,6.242854
423,SDSS-II SN 4044,-4.9280744,-5.558735,-0.83047605,11.410664,9.600476,-11.018993
424,SDSS-II SN 4104,-3.1424341,-3.698285,-6.839847,0.17875764,-10.588403,0.89729017
425,SDSS-II SN 4129,-10.058214,6.0765295,2.6844246,5.6043386,-3.2132654,5.2570143
426,SDSS-II SN 4181,-15.61869,-1.9254544,-4.0460134,-10.357893,5.0225086,-2.2728157
427,SDSS-II SN 4307,-19.300106,3.3093457,-11.202502,-3.5351331,-9.23231,-8.79295
428,SDSS-II SN 4330,-1.1422863,3.059757,-6.69306,-2.7519736,14.067657,-8.17068
429,SDSS-II SN 4375,-9.8030815,6.4171886,-9.915689,13.286269,6.6569705,0.80970836
430,SDSS-II SN 4534,-9.215315,-5.04144,5.9820404,-10.396709,6.2080274,-9.124165
431,SDSS-II SN 4606,11.269687,3.0790079,-7.6230197,-10.059451,7.6150575,-3.4307303
432,SDSS-II SN 4888,-1.7887555,-1.4484365,2.2393253,-5.739478,-3.879802,0.80459934
433,SDSS-II SN 4906,-4.8421755,-0.56529164,-14.752185,-1.3746489,-0.19915475,0.47633412
434,SDSS-II SN 4907,-14.272962,8.143041,-3.4334033,0.80252886,-13.894511,-12.4827385
435,SDSS-II SN 4966,-20.336433,7.8857937,-6.870917,-10.30223,-3.9535367,5.703772
436,SDSS-II SN 4978,-3.3438666,18.10678,-1.5279276,-7.22146,3.6870592,-11.099407
437,SDSS-II SN 5001,-11.352036,-11.496803,2.2174668,-7.011501,-4.8146544,-2.6632633
438,SDSS-II SN 5235,-7.0770664,12.693861,5.9913864,0.41422614,-13.671701,-8.938849
439,SDSS-II SN 5401,19.618504,-5.5752177,-4.0489855,-3.2979496,15.676023,2.0428247
440,SDSS-II SN 5468,0.8435315,12.215668,-13.8398695,-0.058704276,-1.1891745,-10.070061
441,SDSS-II SN 5498,-13.170128,7.1904435,3.292396,11.142996,-3.2968063,-13.043767
442,SDSS-II SN 5590,-13.09338,-1.5044814,5.4040103,4.180756,-3.8269877,-11.178938
443,SDSS-II SN 5607,1.495131,2.1641653,2.2960393,-10.01402,-2.568669,6.520324
444,SDSS-II SN 5810,-3.4031858,3.5347276,2.2146823,1.6975708,-4.863597,-5.7796664
445,SDSS-II SN 5890,-10.807972,-8.293359,-16.651894,-6.60534,-4.933111,3.449244
446,SDSS-II SN 5959,-7.320646,-4.2224717,-16.311354,-6.4996004,2.3818662,-14.136425
447,SDSS-II SN 5963,-18.665682,4.806716,-7.2594686,-4.383475,8.600825,-4.802665
448,SDSS-II SN 6055,-16.373629,0.5943986,-19.137798,-1.8113365,-8.291096,-4.7560487
449,SDSS-II SN 6289,3.8203518,3.8353534,-4.72368,-15.289533,4.054283,-7.439945
450,SDSS-II SN 6327,-9.090225,-7.4014444,-6.3430657,-11.325236,-8.699891,-1.8516383
451,SDSS-II SN 6556,-0.13388501,6.0430098,-8.177542,1.6383523,2.9964519,-5.373777
452,SDSS-II SN 6560,-12.6653595,2.6023233,-8.373376,2.961918,6.563808,-7.306991
453,SDSS-II SN 6618,-18.91951,11.888709,1.6620139,2.3379302,4.914386,7.0799937
454,SDSS-II SN 6714,0.18707995,-3.7086854,8.031126,-8.801555,11.058759,-10.268127
455,SDSS-II SN 6715,-10.293775,-4.7380414,8.803919,6.8558354,8.183983,-5.162621
456,SDSS-II SN 7024,-7.9176297,4.301512,-0.389172,-1.3822446,9.2648325,-8.04786
457,SDSS-II SN 703,-12.548267,8.270939,1.9490098,-1.4035877,-8.025188,-12.926956
458,SDSS-II SN 7039,-13.254401,-10.071451,-12.418231,-11.180583,3.6834502,-1.6522152
459,SDSS-II SN 7121,-18.32053,-2.1192327,-10.675781,-3.2626014,2.5761788,-8.722845
460,SDSS-II SN 7123,-19.685051,-5.509275,-3.0903254,-2.2320285,4.3561034,-1.8945451
461,SDSS-II SN 7233,-7.8433175,-4.904276,-1.2732475,13.607871,-6.763787,-5.401921
462,SDSS-II SN 7499,-7.721006,9.446437,16.48775,-0.35494092,10.345539,-7.9948025
463,SDSS-II SN 7636,-4.3800607,15.373621,8.66556,2.0270448,3.0271244,5.4943466
464,SDSS-II SN 764,-2.9336662,-12.255019,-15.452566,-4.0966043,1.8424801,-5.2637224
465,SDSS-II SN 7647,-12.289106,10.819699,4.7856364,13.806072,-5.1121125,3.1092815
466,SDSS-II SN 7701,-18.678534,3.8096313,5.7635674,3.2728884,10.19242,-9.49003
467,SDSS-II SN 7725,-3.8278139,5.858032,-8.6144705,-8.944052,9.149731,8.65573
468,SDSS-II SN 773,-9.774501,-15.431637,-2.4379432,0.398373,-7.0365925,-12.530275
469,SDSS-II SN 801,-6.7279844,5.4624763,-8.799764,-2.0974689,-0.68248445,6.697449
470,SDSS-II SN 8196,-5.475196,12.994104,1.0404831,-18.855469,2.3881645,-2.2501426
471,SDSS-II SN 8236,-7.0036755,8.658475,2.391237,-4.2253256,-0.88859725,12.790586
472,SDSS-II SN 8252,1.7766347,2.2023995,9.540302,1.1730324,6.2555804,-18.439491
473,SDSS-II SN 8721,-5.6326337,5.8516717,-5.7409525,-10.811344,6.7637653,1.0494611
474,SDSS-II SN 8744,-7.842574,4.56057,-18.62792,-5.8363013,-2.0097735,3.2804327
475,SDSS-II SN 904,-12.8856735,0.14056762,-17.253345,-7.9358916,2.8541048,4.0285068
476,SDSS-II SN 9052,-17.140404,-4.515265,-12.133666,-10.407002,-10.914799,-4.507249
477,SDSS-II SN 917,-5.5051785,-2.9537034,-8.185238,7.939438,-11.5075,1.5920569
478,SDSS-II SN 9250,-4.465386,-7.8477883,-21.264559,-4.633593,-1.1102023,-0.19807987
479,SDSS-II SN 9326,-7.5839787,0.4728685,-10.4227495,-8.170567,0.6678329,3.68095
480,SDSS-II SN 9424,-4.045636,19.730295,9.643731,4.189103,0.7564385,-4.604368
481,SDSS-II SN 9632,-2.5701873,21.879967,0.36723554,2.9272332,-2.6910105,1.7226013
482,SN2005fj,-10.284947,-10.009792,-7.428384,8.903016,-12.430634,-5.264143
483,SN2005gi,6.150924,16.956825,2.7031415,-12.508729,4.1459885,-4.55027
484,SN2005jq,-9.16826,-10.290162,-10.599262,6.98584,-5.6184545,3.2488732
485,SN2005kq,-0.461609,6.4952927,-0.7799414,-2.188378,-13.6408,-15.303101
486,SN2005lo,-15.027309,14.13517,-5.8812513,5.3001733,-4.79907,-5.139177
487,SN2005ml,-9.739501,-18.250555,-7.759143,-3.4259717,-0.23061357,4.9172654
488,SN2005mn,-5.6904883,5.921285,6.1754966,-5.421206,8.505165,0.21533728
489,SN2005mp,-6.9809995,6.238001,-11.847793,-1.4855312,-4.484117,-1.0102385
490,SN2006ft,-6.53391,-5.2557745,-19.094854,1.5508358,-8.537358,-0.0387337
491,SN2006gd,0.28490108,8.897339,10.979518,0.29839066,-1.4727122,-19.025585
492,SN2006ge,-6.8845053,3.3201542,0.8063308,-16.577797,5.4862695,-1.5838286
493,SN2006gk,-2.4514225,19.38212,-3.7922037,9.61693,-2.1936924,-0.1515575
494,SN2006gl,-14.73178,9.112096,-13.364383,-0.7741527,-2.187177,-5.4225564
495,SN2006go,-5.3445683,0.66942626,-1.2998558,3.4920232,5.1939955,-12.600069
496,SN2006gp,-4.3907723,7.199074,10.933439,-0.6763398,3.870727,0.12549327
497,SN2006gu,-12.192016,2.3667712,-13.678866,-4.1000004,-6.8524156,3.3022015
498,SN2006hj,-15.688515,-0.65605104,-11.89361,-7.5615187,-5.2813163,-11.06821
499,SN2006hk,-22.080814,-1.1823562,-9.353402,0.009320496,-5.818039,-3.9660792
500,SN2006hm,-4.8454604,1.1009111,3.225552,13.4288025,0.5585245,-15.741991
501,SN2006hw,-13.426651,-1.0729388,-5.9541054,3.8404326,-15.799741,-3.2423253
502,SN2006jg,-2.3735108,5.217307,12.605704,-14.150811,-4.4850717,-2.40118
503,SN2006jz,-14.398584,-3.5922158,1.4430926,-12.770852,-4.00598,-4.491713
504,SN2006kd,-2.3633473,-1.1157312,-0.4541561,0.40228772,-14.050688,-13.90783
505,SN2006ks,-5.0192614,17.505686,-4.482702,-6.366415,-7.249422,-2.3527763
506,SN2006ll,-15.024628,4.186096,10.236861,7.301831,3.0428765,-10.640937
507,SN2006lq,-9.468832,16.302198,0.84283143,-5.423434,-3.35511,-7.8070245
508,SN2006mz,-14.12599,7.7151814,-8.166441,-9.766669,7.81048,3.2336042
509,SN2006nc,-6.787985,-15.601968,-10.045505,-8.599994,-11.131178,2.2468495
510,SN2006np,-5.6995597,-10.206464,-6.0270667,6.070815,-11.136869,-11.207109
511,SN2006nt,-13.63045,4.2109194,-1.5232443,-17.580513,-7.8904166,-2.467924
512,SN2006nw,-9.601947,-14.622764,-10.0280905,1.7910696,-12.628412,-0.9677816
513,SN2006op,-11.121843,8.328932,-3.1722174,2.636551,3.2323155,-3.8704863
514,SN2006oz,-6.2682753,-10.2796335,-8.527362,3.3579721,-2.8063858,-5.091359
515,SN2006ph,-15.278701,2.2350705,-3.566045,-11.301149,-3.581201,-2.1209402
516,SN2006pj,-10.124327,7.9990478,-7.059698,0.747233,-3.213557,-10.423774
517,SN2006pm,-12.22099,-0.45961586,1.3994502,-6.8032594,-8.203766,-1.6575123
518,SN2006pn,-13.02147,-2.7916243,-7.5157537,0.29094774,-9.031938,1.9016672
519,SN2006po,-2.5867302,7.40645,-0.658998,-17.098715,2.2241373,-6.967237
520,SN2006pr,-5.623949,-14.781029,-8.634275,-2.1403656,-5.848294,-0.05269598
521,SN2006pu,-7.125619,-12.354588,-3.7259512,-6.5126085,0.96128285,-3.6985013
522,SN2006qd,91.91982,7.5494237,-8.035858,11.753826,-0.79858786,20.194153
523,SN2006qh,-11.490966,6.3966293,-11.199178,4.867836,0.9559164,-3.3439577
524,SN2006sw,-9.881591,20.418213,-0.9751985,-19.285433,-0.41869858,-21.033989
525,SN2006sx,35.448124,0.3286094,0.29622737,-0.074758925,0.16693549,-0.7631121
526,SN2007fr,-2.9069817,0.751082,-1.516543,8.791998,-0.4849582,-5.5809107
527,SN2007gl,-0.982488,11.64506,16.09391,-3.4357789,-0.52755773,5.9854746
528,SN2007hy,-6.154659,0.9841502,-6.8048816,-1.9773542,-0.94191337,-11.434374
529,SN2007jb,-7.520408,13.451915,-6.1213446,-10.7886505,2.3481283,2.9846032
530,SN2007jj,-8.178159,-3.4356744,-10.151751,3.335224,-8.849959,-12.855411
531,SN2007jv,-0.57833624,-14.692307,-0.5848088,-0.9483924,-3.7134864,-7.2012925
532,SN2007kb,0.5551907,13.115212,-9.0472145,-11.019695,-7.106386,3.263005
533,SN2007kp,-19.712692,-1.3992214,-10.924861,-4.5371375,-10.90414,-0.97062814
534,SN2007la,-4.899212,-11.053775,-5.9239006,0.09757992,-16.757225,-8.125564
535,SN2007lf,-4.606545,14.155728,9.14436,1.5007071,2.3685083,12.600195
536,SN2007lm,-18.294712,-0.026697706,-3.5188084,6.1354704,8.437757,-1.5739789
537,SN2007ls,-10.451139,1.7750962,-8.042858,-0.2803359,-14.314307,7.2489595
538,SN2007lu,-7.5865445,13.254706,-16.332312,-10.8346815,-0.5128439,0.29952607
539,SN2007mf,-8.986577,2.9346454,-21.467648,-0.07201263,-2.6954443,-4.13248
540,SN2007mg,-15.559079,-5.0981326,-11.878141,-1.8886794,-14.273012,-8.308065
541,SN2007mu,-18.36048,12.9558,-5.205326,-4.126134,7.9937077,-1.2257127
542,SN2007nx,0.098867685,-1.0686626,-21.446304,-8.326271,0.73148453,-1.8557411
543,SN2007oa,-15.182369,13.573734,-5.0451794,-6.697963,8.040508,-9.328507
544,SN2007oy,-10.153102,17.190016,0.046599805,3.2430809,-4.5099063,5.6934924
545,SN2007pf,-10.549608,-13.210041,-10.872693,0.6462875,-3.6731172,8.209004
546,SN2007pg,-5.795377,-21.1727,-4.1982646,0.10971475,-5.5648775,1.8519645
547,SN2007pr,-3.070954,17.769228,0.21408544,-9.152427,2.7292783,-1.9260403
548,SN2007ps,-15.218468,1.7303799,-0.6774193,-1.841443,-12.917896,-12.03383
549,SN2007py,-6.9712067,17.823103,-0.795395,-0.12597646,2.3100727,-6.828896
550,SN2007qa,-10.320948,-17.670631,-13.995982,-4.2108335,-5.754854,-4.528542
551,SN2007qd,-11.3632965,-9.531018,-8.488374,-3.8306086,-1.9352858,-6.191823
552,SN2007qj,-16.865946,-6.0193257,-3.9744453,-3.9649243,-10.379997,3.5216208
553,SN2007qs,-14.491248,-1.7317164,-7.7511616,-0.49742016,-7.53189,-11.596668
554,SN2007qu,-13.019793,-6.384763,-3.1185386,-1.4101824,-11.423858,-4.73376
555,SN2007rg,-7.7641306,3.5385194,-5.5784755,-5.251434,-6.6707606,-14.462562
556,SN2007rn,-13.063834,2.5246048,-3.4724474,-6.634403,-5.5520453,4.404604
557,SN2007rq,-12.70085,6.6753726,-7.01556,0.46226224,-10.747265,-1.6304553
558,SN2007sl,-10.251792,-19.58277,-2.9027638,0.52932745,-4.0962358,-4.8010297
559,SN2007tt,-6.721623,16.577015,1.2719465,5.3474503,-4.902782,-1.3563312
560,SDSS-II SN 10480,-1.7241156,19.498219,4.9455295,-0.015629511,6.963527,0.008026916
561,SDSS-II SN 13147,-10.017405,12.791626,8.501632,14.400623,0.12667081,-7.425605
562,SDSS-II SN 13483,-3.2891357,-0.20353577,-3.5706937,-11.14345,7.400938,-8.515605
563,SDSS-II SN 13820,-11.428932,-4.6963644,-3.7395675,-4.265816,-6.455366,-17.01058
564,SDSS-II SN 1385,-8.147341,1.7438762,-7.6906805,-5.481203,5.484253,-3.4910681
565,SDSS-II SN 13991,-7.9806914,-1.7837088,2.9222274,5.8404584,-0.7594088,-0.9734562
566,SDSS-II SN 14121,-1.2098647,6.2783957,-14.66545,-12.895877,-8.24432,-4.8546104
