,SN,0,1
566,SDSS-II SN 14121,6.7099814,-8.14287
567,SDSS-II SN 14262,4.9679246,-7.2859015
568,SDSS-II SN 14415,-4.8124895,-6.419547
569,SDSS-II SN 14635,3.5522406,-13.018084
570,SDSS-II SN 14833,-0.844427,-7.4192343
571,SDSS-II SN 15268,2.7686307,-11.984076
572,SDSS-II SN 15358,1.1212013,-1.3773742
573,SDSS-II SN 15360,-0.8725607,-8.797014
574,SDSS-II SN 15418,-12.984273,-5.2911024
575,SDSS-II SN 15814,-5.864954,-17.197449
576,SDSS-II SN 16103,3.506844,-16.952122
577,SDSS-II SN 17317,-1.1350031,-16.310034
578,SDSS-II SN 17337,5.2180743,-12.320749
579,SDSS-II SN 17585,6.0795093,-1.8093638
580,SDSS-II SN 17925,1.3684956,-22.061918
581,SDSS-II SN 17958,11.083077,-13.482888
582,SDSS-II SN 18266,11.607035,-3.743615
583,SDSS-II SN 18360,-10.929006,-8.52073
584,SDSS-II SN 18585,4.759331,-3.3024604
585,SDSS-II SN 18589,-7.0067964,-0.10896892
586,SDSS-II SN 18718,-19.611511,-7.0030847
587,SDSS-II SN 18836,-21.251068,-12.391675
588,SDSS-II SN 18914,14.670544,-4.7124405
589,SDSS-II SN 18970,9.781228,-7.3241553
590,SDSS-II SN 18986,15.367645,-5.8073034
591,SDSS-II SN 18993,-11.779324,-6.3407464
592,SDSS-II SN 19052,-4.813699,-14.859819
593,SDSS-II SN 19212,8.2477665,-10.102123
594,SDSS-II SN 19465,-4.4031425,-24.236094
595,SDSS-II SN 19582,-20.56728,-9.673146
596,SDSS-II SN 19751,7.23065,-4.243372
597,SDSS-II SN 19848,0.8871711,-21.516565
598,SDSS-II SN 20324,7.618937,-16.03804
599,SDSS-II SN 20408,1.3666261,-14.853012
600,SDSS-II SN 2128,-14.162289,-7.0819507
601,SDSS-II SN 21874,-16.131132,-8.179114
602,SDSS-II SN 2401,-9.676014,-8.712884
603,SDSS-II SN 2620,8.043749,-11.862027
604,SDSS-II SN 2621,0.42890996,-15.731424
605,SDSS-II SN 3294,7.1612635,-11.759793
606,SDSS-II SN 4062,3.370211,-4.2009
607,SDSS-II SN 6136,-19.25327,-7.9700136
608,SDSS-II SN 6889,8.146864,-12.833062
609,SDSS-II SN 706,-3.1406517,-14.401392
610,SDSS-II SN 7762,-16.728306,-5.8638554
611,SDSS-II SN 8092,-8.304982,-9.791197
612,SDSS-II SN 9132,3.659125,-19.359753
613,SN2005fb,13.453754,-15.881386
614,SN2005ga,20.014627,-12.001411
615,SN2005gd,21.492,-12.459982
616,SN2005gp,6.3469887,-17.838821
617,SN2005hs,-11.565195,-18.738914
618,SN2005hz,3.8343813,-20.984276
619,SN2005ij,18.799845,-12.245974
620,SN2005kp,20.826353,-9.962738
621,SN2006eb,18.809355,-9.831929
622,SN2006fn,9.777621,-12.549547
623,SN2006gv,4.5855436,-20.834183
624,SN2006ki,10.720213,-17.499615
625,SN2006kw,14.959386,-11.79668
626,SN2007ia,-0.040726647,-3.5315306
627,SN2007lw,9.548685,-14.458164
628,SN2007nz,-13.246344,-4.5492826
629,SN2007ol,21.975853,-7.7334104
630,SN2007sh,20.922085,-7.9577003
631,SN2008am,-9.897101,-7.5162096
632,SDSS-II SN 1115,-17.00342,2.3348646
633,SDSS-II SN 12852,-20.721653,1.1029336
634,SDSS-II SN 13058,-11.273121,4.1644664
635,SDSS-II SN 13329,-10.171729,14.875242
636,SDSS-II SN 13339,-8.369378,1.5837389
637,SDSS-II SN 1378,-9.855137,1.8254691
638,SDSS-II SN 13839,0.42793205,8.992969
639,SDSS-II SN 13971,-7.35951,20.40027
640,SDSS-II SN 14231,-0.08058185,17.933922
641,SDSS-II SN 14933,-15.641002,4.924574
642,SDSS-II SN 15448,-7.8856425,5.684086
643,SDSS-II SN 15454,-16.640192,-1.8514094
644,SDSS-II SN 15942,-13.603517,9.884257
645,SDSS-II SN 16739,3.2222595,12.511195
646,SDSS-II SN 17272,14.797817,9.550019
647,SDSS-II SN 17373,8.068546,3.1388607
648,SDSS-II SN 1782,7.911646,6.7324524
649,SDSS-II SN 18824,-20.361166,-0.6812492
650,SDSS-II SN 18979,-2.3860083,5.423935
651,SDSS-II SN 18990,-10.925761,-2.0238137
652,SDSS-II SN 19042,8.839747,5.4844103
653,SDSS-II SN 19065,-21.766544,3.3407187
654,SDSS-II SN 19137,-9.484943,5.5483737
655,SDSS-II SN 1919,10.602003,-2.3797846
656,SDSS-II SN 19640,-10.781362,5.249014
657,SDSS-II SN 19778,-11.38031,15.586878
658,SDSS-II SN 20603,-14.2182045,6.16622
659,SDSS-II SN 20874,-11.070031,3.4515808
660,SDSS-II SN 2118,16.25748,4.6410503
661,SDSS-II SN 21402,-16.158823,-0.4320904
662,SDSS-II SN 2766,17.17865,9.718082
663,SDSS-II SN 3050,-5.427256,5.823976
664,SDSS-II SN 5392,-8.901827,5.460033
665,SDSS-II SN 5669,2.5911694,3.352384
666,SDSS-II SN 5806,10.650998,2.5061488
667,SDSS-II SN 8280,-7.6153502,4.6670985
668,SDSS-II SN 9562,-9.6524,4.606101
669,SN2005ed,6.997585,4.1553288
670,SN2005fa,10.683981,14.115328
671,SN2005fm,19.814754,12.059876
672,SN2005hj,22.58732,6.844765
673,SN2005hl,-21.046677,2.4471562
674,SN2005hn,17.983524,9.189961
675,SN2005hr,20.988243,11.933221
676,SN2005jp,-8.671296,3.7749803
677,SN2005ld,19.314154,11.364425
678,SN2005le,-2.8699508,14.29686
679,SN2006V,-16.180008,-0.48945814
680,SN2006au,-20.574677,2.0479105
681,SN2006fd,8.363648,19.610191
682,SN2006fy,19.748161,10.931031
683,SN2006hl,18.709219,12.495741
684,SN2006ht,8.298954,19.928963
685,SN2006hx,22.977772,8.261231
686,SN2006ji,14.416503,13.51755
687,SN2006lc,-23.64642,7.9696875
688,SN2006oa,21.445393,5.384002
689,SN2006ob,19.763372,5.5268335
690,SN2006oc,-9.006816,10.640775
691,SN2006oj,14.320125,10.269299
692,SN2006ps,19.664669,6.2829647
693,SN2006qq,-5.104185,6.7689476
694,SN2007gt,-17.82532,1.742507
695,SN2007ht,-10.915919,2.6263523
696,SN2007hx,21.318424,12.490334
697,SN2007ic,19.381737,8.630989
698,SN2007jk,-4.832645,18.148684
699,SN2007kl,1.1533045,13.318657
700,SN2007lg,16.77539,11.496035
701,SN2007ma,18.538483,10.018785
702,SN2007mb,1.9827517,14.019454
703,SN2007nd,4.2323956,12.389104
704,SN2007nf,-9.464793,3.0388708
705,SN2007px,19.03413,9.607884
706,SN2007pz,6.7174587,18.665745
707,SN2007ql,11.651316,13.152762
708,SN2007qt,1.297659,15.930126
709,SN2007ra,17.619446,9.891256
710,SN2007se,2.072262,14.980191
711,SN2008J,-24.79857,1.7099483
712,SN2013bh,22.57107,3.790291
713,SDSS-II SN 16142,5.4413276,1.5927727
714,SDSS-II SN 18321,0.3992253,14.66268
715,SDSS-II SN 2632,-6.3498955,4.6993513
716,SDSS-II SN 6075,-16.240149,0.668978
717,SN2005fr,3.9004867,13.219075
718,SN2005gf,7.8425255,8.0306225
719,SN2005if,7.724829,19.077068
720,SN2007kw,-2.717376,6.0830965
721,SN2007lz,11.642591,2.3996866
722,SDSS-II SN 10299,-2.5586312,12.847594
723,SDSS-II SN 11092,5.765403,22.376736
724,SDSS-II SN 1164,6.2077475,5.9401093
725,SDSS-II SN 13131,3.7864802,5.0191326
726,SDSS-II SN 13413,4.8802166,4.6065063
727,SDSS-II SN 14137,-6.8660774,12.32111
728,SDSS-II SN 14304,-10.909891,10.854791
729,SDSS-II SN 14455,-8.807387,12.075822
730,SDSS-II SN 14470,7.655583,12.602603
731,SDSS-II SN 14499,-11.233711,7.0183234
732,SDSS-II SN 15696,2.4513521,4.971519
733,SDSS-II SN 16172,-15.621293,9.238807
734,SDSS-II SN 16199,-12.681385,7.7017136
735,SDSS-II SN 1631,-3.2156003,2.899637
736,SDSS-II SN 16433,-6.912124,10.201259
737,SDSS-II SN 16603,12.7898,7.9169917
738,SDSS-II SN 17703,14.509008,3.9448507
739,SDSS-II SN 17739,-8.010789,8.759559
740,SDSS-II SN 17777,0.112257384,4.134513
741,SDSS-II SN 17910,0.57647246,4.4405866
742,SDSS-II SN 18324,-2.3689983,18.159645
743,SDSS-II SN 18447,14.338198,22.17281
744,SDSS-II SN 18733,-10.747387,9.122566
745,SDSS-II SN 18831,-13.68401,1.8297694
746,SDSS-II SN 18978,11.154888,7.723839
747,SDSS-II SN 1903,-6.0298204,11.584198
748,SDSS-II SN 19319,-1.016516,4.471015
749,SDSS-II SN 19332,-4.1154795,1.855309
750,SDSS-II SN 19769,-15.062216,9.827501
751,SDSS-II SN 20046,1.7879989,11.866237
752,SDSS-II SN 20104,-1.8782622,7.776752
753,SDSS-II SN 20295,-10.01749,8.163658
754,SDSS-II SN 20925,-2.558931,1.749408
755,SDSS-II SN 2468,-7.386681,7.86465
756,SDSS-II SN 2734,5.244944,14.267076
757,SDSS-II SN 3118,9.63368,10.048453
758,SDSS-II SN 3205,2.251065,17.594324
759,SDSS-II SN 3508,-13.417565,15.447674
760,SDSS-II SN 4322,12.45308,5.467511
761,SDSS-II SN 5339,-18.641054,5.0653095
762,SDSS-II SN 5858,11.239094,4.948017
763,SDSS-II SN 5877,-12.587875,7.14008
764,SDSS-II SN 6282,-10.739427,8.423599
765,SDSS-II SN 7017,-2.4196377,8.85678
766,SDSS-II SN 7099,5.7812443,9.431485
767,SDSS-II SN 7357,-9.907886,12.581245
768,SDSS-II SN 7417,13.078591,6.1650996
769,SDSS-II SN 7802,0.15075766,6.7975597
770,SDSS-II SN 7864,13.789188,8.558681
771,SDSS-II SN 8555,-1.707138,15.069289
772,SDSS-II SN 13629,-9.721944,6.8437076
773,SN2005ei,7.704849,21.93623
774,SN2005em,-3.5188172,19.931122
775,SN2005gb,18.886425,21.001865
776,SN2005hk,-3.1286833,21.571749
777,SN2005hv,6.636086,15.146689
778,SN2005hy,18.469124,14.396865
779,SN2005ir,19.823431,21.560167
780,SN2005jr,13.547082,4.7407484
781,SN2005kj,11.042122,5.632782
782,SN2005kr,-16.24295,10.7386465
783,SN2006eq,3.5124874,23.181673
784,SN2006fc,8.141225,16.075953
785,SN2006fh,5.3409724,21.419619
786,SN2006fm,18.580547,16.708403
787,SN2006fz,15.7417755,18.608503
788,SN2006gn,17.518763,21.453909
789,SN2006iz,15.574872,8.404094
790,SN2006jq,19.295456,13.983893
791,SN2006jt,19.650404,17.85899
792,SN2006ls,19.05959,17.726912
793,SN2006mn,-13.2934,5.207164
794,SN2006mw,-16.640654,18.55329
795,SN2006ne,-16.447512,14.187517
796,SN2006pl,13.685222,7.3846936
797,SN2006pp,-3.5355244,10.707135
798,SN2007hz,18.689054,14.02511
799,SN2007ix,11.846317,9.640011
800,SN2007jd,8.961375,15.461523
801,SN2007jg,18.186884,23.6586
802,SN2007jo,9.38082,10.9981985
803,SN2007jt,13.632949,11.924233
804,SN2007ju,20.566463,21.72246
805,SN2007ks,15.702964,18.48856
806,SN2007lq,13.149355,9.472263
807,SN2007mh,16.185915,13.86497
808,SN2007mi,15.013867,17.349012
809,SN2007mm,-1.3068653,23.222134
810,SN2007mn,21.111616,23.420597
811,SN2007oi,-7.7300725,12.338233
812,SN2007pt,8.2903385,15.791661
813,SN2007pu,19.31939,23.542795
814,SN2007pv,-0.8482956,10.143661
815,SN2007qi,9.254183,8.973208
816,SN2007rk,-15.460306,8.035789
817,SN2008ax,-16.977896,11.499855
818,SN2009N,-16.148232,6.549492
819,SN2010gx,14.096761,1.6641548
820,SDSS-II SN 10559,-9.378496,9.190954
821,SDSS-II SN 18399,0.5408155,4.9232197
822,SN2005gw,-1.8988101,11.128137
823,SN2005ht,7.6390934,14.911667
824,SN2005ii,-3.1840844,13.07088
825,SN2005ja,-2.884346,9.667533
826,SN2005jc,10.925505,10.48774
827,SN2005jn,5.6676197,12.399233
828,SN2005js,-10.721984,9.4260235
829,SN2005jw,-14.683144,1.9047345
830,SN2005mi,12.304366,6.9697924
831,SN2007lj,9.900984,7.407281
832,SN2007pi,-15.12164,8.092859
833,SDSS-II SN 10054,-13.96852,6.7139196
834,SDSS-II SN 10113,-6.543136,16.18487
835,SDSS-II SN 1024,-4.9327173,8.123333
836,SDSS-II SN 10324,-3.5428991,17.421556
837,SDSS-II SN 1109,-14.855518,6.1098456
838,SDSS-II SN 1113,9.561575,6.113093
839,SDSS-II SN 12804,16.630318,14.87843
840,SDSS-II SN 12895,18.620737,7.9225807
841,SDSS-II SN 12941,-4.208841,10.072097
842,SDSS-II SN 12978,12.961205,11.093513
843,SDSS-II SN 13009,4.826599,19.67663
844,SDSS-II SN 10345,-25.628847,-3.0539145
845,SDSS-II SN 13016,6.453243,13.639237
846,SDSS-II SN 13027,-11.691657,8.099521
847,SDSS-II SN 13144,11.44355,6.783602
848,SDSS-II SN 13269,1.1247023,2.4965546
849,SDSS-II SN 13323,-2.9103725,13.4282255
850,SDSS-II SN 13411,6.0966315,13.975767
851,SDSS-II SN 13491,-14.225057,-0.35792086
852,SDSS-II SN 13566,1.5349051,7.285969
853,SDSS-II SN 13589,1.7083591,3.7171106
854,SDSS-II SN 13689,13.82431,10.9193535
855,SDSS-II SN 13703,2.7578926,14.751255
856,SDSS-II SN 13768,-3.420024,14.41327
857,SDSS-II SN 13842,-16.27893,4.27484
858,SDSS-II SN 13859,-3.914083,10.114155
859,SDSS-II SN 13909,8.1917305,9.822743
860,SDSS-II SN 1409,-15.4444065,0.2624703
861,SDSS-II SN 14172,5.1035566,4.158156
862,SDSS-II SN 14209,12.797019,3.3207169
863,SDSS-II SN 14232,11.817676,1.3472288
864,SDSS-II SN 14305,-4.270539,14.073916
865,SDSS-II SN 14309,15.757972,2.9001687
866,SDSS-II SN 14334,18.137661,5.9405494
867,SDSS-II SN 14343,-6.3615046,13.058333
868,SDSS-II SN 14426,-6.024719,6.483699
869,SDSS-II SN 14438,3.5047052,15.425729
870,SDSS-II SN 14444,9.913564,19.940168
871,SDSS-II SN 14452,3.2536607,14.339465
872,SDSS-II SN 14463,5.032144,16.834318
873,SDSS-II SN 14540,11.772235,14.912321
874,SDSS-II SN 14661,-10.410917,4.8127365
875,SDSS-II SN 14744,-15.15651,7.5738096
876,SDSS-II SN 14750,-0.32387823,16.136316
877,SDSS-II SN 14784,-6.2337637,16.80787
878,SDSS-II SN 14888,-9.989779,12.474066
879,SDSS-II SN 15137,-4.7999077,18.499193
880,SDSS-II SN 15286,7.326814,17.929829
881,SDSS-II SN 15314,12.312043,0.07625619
882,SDSS-II SN 15357,-1.9056134,17.71526
883,SDSS-II SN 15413,-16.389574,5.3051057
884,SDSS-II SN 15419,-3.8942091,17.608875
885,SDSS-II SN 15489,-11.203827,0.33558327
886,SDSS-II SN 15496,9.193798,10.096329
887,SDSS-II SN 15511,-1.0148088,14.499768
888,SDSS-II SN 15522,-7.8185234,2.9935842
889,SDSS-II SN 15606,10.450376,0.75838184
890,SDSS-II SN 15647,-18.209558,-0.10488289
891,SDSS-II SN 15675,-0.19122583,16.525532
892,SDSS-II SN 15692,1.9233761,10.083091
893,SDSS-II SN 15755,0.6160283,15.289849
894,SDSS-II SN 15777,-7.8708572,17.622112
895,SDSS-II SN 15784,-6.1223783,17.256239
896,SDSS-II SN 15827,-4.427507,-0.95700264
897,SDSS-II SN 14118,-15.443279,3.9651196
898,SDSS-II SN 15829,-5.624568,13.28091
899,SDSS-II SN 15850,8.486357,13.393172
900,SDSS-II SN 15860,5.0015993,13.408598
901,SDSS-II SN 15884,-0.3488576,17.474464
902,SDSS-II SN 15935,-14.337215,9.670651
903,SDSS-II SN 16111,-4.587224,13.472028
904,SDSS-II SN 16148,15.647159,5.531757
905,SDSS-II SN 16200,10.064206,4.589011
906,SDSS-II SN 16220,-10.384262,12.309015
907,SDSS-II SN 16237,-5.5819197,14.748447
908,SDSS-II SN 16302,9.810439,9.008779
909,SDSS-II SN 1656,0.48136523,3.0262754
910,SDSS-II SN 16572,-0.25414288,15.847256
911,SDSS-II SN 1658,-2.266142,14.302749
912,SDSS-II SN 17324,-11.907751,12.556684
913,SDSS-II SN 17436,11.666662,0.11369949
914,SDSS-II SN 17509,10.744212,-2.6795678
915,SDSS-II SN 17641,-10.798372,5.9187503
916,SDSS-II SN 17647,2.7817197,10.242953
917,SDSS-II SN 17683,-15.400869,5.645797
918,SDSS-II SN 17695,-11.007106,13.239032
919,SDSS-II SN 17696,-1.3534641,5.89879
920,SDSS-II SN 17818,-10.771103,7.1373363
921,SDSS-II SN 17820,-8.447428,13.420869
922,SDSS-II SN 17837,13.229835,2.1241033
923,SDSS-II SN 17854,10.604692,-0.79389435
924,SDSS-II SN 17860,8.933422,0.63843393
925,SDSS-II SN 17882,8.302672,5.7785845
926,SDSS-II SN 17899,-0.21686418,12.563286
927,SDSS-II SN 17909,7.386826,21.289858
928,SDSS-II SN 18079,-2.7137718,2.5267866
929,SDSS-II SN 1810,8.560948,4.108493
930,SDSS-II SN 1823,11.77121,10.931504
931,SDSS-II SN 18374,5.958592,16.013618
932,SDSS-II SN 18425,8.486669,2.049939
933,SDSS-II SN 18704,-10.803152,17.42136
934,SDSS-II SN 18814,3.884335,7.072499
935,SDSS-II SN 18941,-0.12561755,7.607321
936,SDSS-II SN 19000,3.5881119,10.799372
937,SDSS-II SN 19205,-7.17074,13.3343315
938,SDSS-II SN 19322,4.8517957,15.579914
939,SDSS-II SN 19408,-14.139151,-1.3761343
940,SDSS-II SN 19424,-17.199036,7.926676
941,SDSS-II SN 19449,-5.776514,9.948925
942,SDSS-II SN 19468,-10.2176485,-1.3645005
943,SDSS-II SN 19575,4.2237735,3.5014112
944,SDSS-II SN 19636,2.4831748,12.7034025
945,SDSS-II SN 1975,9.571631,1.6384305
946,SDSS-II SN 20033,-7.4793887,13.53781
947,SDSS-II SN 20043,6.0373616,18.513725
948,SDSS-II SN 20090,1.2821523,16.369034
949,SDSS-II SN 20171,-10.850562,12.187361
950,SDSS-II SN 20505,-2.8338048,1.7383329
951,SDSS-II SN 2063,-0.6396869,7.4738607
952,SDSS-II SN 20727,-15.362796,2.4163399
953,SDSS-II SN 20860,-1.421776,5.2395935
954,SDSS-II SN 20928,-14.817184,1.0079226
955,SDSS-II SN 20968,5.582317,3.2032661
956,SDSS-II SN 20990,-8.562359,-0.8266055
957,SDSS-II SN 20998,-14.344281,10.140012
958,SDSS-II SN 21407,0.1847696,3.1277454
959,SDSS-II SN 2306,-14.417075,7.466091
960,SDSS-II SN 2319,14.608017,13.802033
961,SDSS-II SN 2423,11.891428,3.594227
962,SDSS-II SN 2537,-17.432482,10.919519
963,SDSS-II SN 2538,-3.1715727,7.7262554
964,SDSS-II SN 2545,3.4358253,20.909065
965,SDSS-II SN 2746,9.703848,5.168029
966,SDSS-II SN 2855,5.8197536,13.010795
967,SDSS-II SN 2926,-1.1459942,8.957533
968,SDSS-II SN 3068,-11.508302,1.7913542
969,SDSS-II SN 3077,1.6017138,15.3725395
970,SDSS-II SN 3175,1.1576599,10.2532425
971,SDSS-II SN 3184,10.139571,-0.2951467
972,SDSS-II SN 3506,12.766937,9.16212
973,SDSS-II SN 3881,1.7794098,19.270786
974,SDSS-II SN 3897,14.957344,0.82693464
975,SDSS-II SN 3908,-11.96104,4.730936
976,SDSS-II SN 4048,-14.521098,8.248744
977,SDSS-II SN 4236,-17.283598,8.777778
978,SDSS-II SN 4397,-4.2601194,7.488527
979,SDSS-II SN 4484,7.0545774,2.2868876
980,SDSS-II SN 4627,17.09519,6.5308304
981,SDSS-II SN 4640,12.552581,-0.8624432
982,SDSS-II SN 4664,-19.364305,6.1009884
983,SDSS-II SN 4669,-21.605541,11.861295
984,SDSS-II SN 5552,18.416203,6.968591
985,SDSS-II SN 5702,4.6198797,9.059703
986,SDSS-II SN 5735,-14.483645,11.20917
987,SDSS-II SN 5802,-5.100527,16.370491
988,SDSS-II SN 5917,-0.17416832,11.300086
989,SDSS-II SN 6502,8.81334,7.555386
990,SDSS-II SN 6520,-15.99313,8.847699
991,SDSS-II SN 6535,-10.427254,13.887319
992,SDSS-II SN 6709,-14.584399,4.804868
993,SDSS-II SN 6851,-5.057991,8.320894
994,SDSS-II SN 6854,10.735903,1.8998293
995,SDSS-II SN 6973,-7.652208,6.8752337
996,SDSS-II SN 716,7.9149847,0.4677258
997,SDSS-II SN 7205,-10.305998,21.062632
998,SDSS-II SN 7231,6.972106,17.805906
999,SDSS-II SN 7304,5.856801,8.861356
1000,SDSS-II SN 7444,-1.1091087,13.858192
1001,SDSS-II SN 8127,-13.49584,1.0177405
1002,SDSS-II SN 822,-8.766863,7.321636
1003,SDSS-II SN 8297,2.451496,15.7963705
1004,SDSS-II SN 841,-0.42340773,11.24558
1005,SDSS-II SN 859,-4.8676744,11.496386
1006,SDSS-II SN 8742,5.25417,10.235706
1007,SDSS-II SN 9109,12.61578,11.878046
1008,SDSS-II SN 9954,7.6660414,8.886098
1009,SN1000+0216,-24.244568,0.62304133
1010,SN2005gj,-5.7860494,8.141964
1011,SN2005hm,-1.3042773,19.765589
1012,SN2005in,13.670858,14.766918
1013,SN2005iv,-1.7741696,10.1312065
1014,SN2005jm,7.0974536,8.347378
1015,SN2005ju,2.9044473,13.065323
1016,SN2005jx,-1.5856757,1.0026914
1017,SN2005lb,-11.954312,6.344842
1018,SN2005lc,-17.565182,0.40105826
1019,SN2005mj,14.005272,2.1282704
1020,SN2006aa,9.443004,-1.3089038
1021,SN2006er,11.022004,8.8452635
1022,SN2006ex,12.780108,4.588392
1023,SN2006ez,14.285049,-0.5231927
1024,SN2006fb,3.292723,8.756811
1025,SN2006fj,11.996047,11.589235
1026,SN2006fl,17.969135,13.09672
1027,SN2006fs,6.514886,21.60332
1028,SN2006fu,16.282856,13.294936
1029,SN2006gg,7.4084105,12.91345
1030,SN2006gh,5.2924767,12.578205
1031,SN2006hd,-0.37261853,10.197604
1032,SN2006he,6.923971,12.787899
1033,SN2006hf,8.308298,11.6042795
1034,SN2006hg,-8.351201,10.830501
1035,SN2006hp,10.784448,12.820087
1036,SN2006hr,5.467964,13.422415
1037,SN2006hu,10.396502,17.17221
1038,SN2006hv,15.98312,11.847334
1039,SN2006hy,17.603079,13.103081
1040,SN2006hz,8.561653,-1.0029413
1041,SN2006ix,13.77735,-0.17689498
1042,SN2006iy,8.883137,13.755973
1043,SN2006jh,3.9711075,17.894821
1044,SN2006jj,7.005762,10.330103
1045,SN2006jk,-7.36648,11.288171
1046,SN2006jn,9.130397,10.378072
1047,SN2006jr,15.0473385,12.862709
1048,SN2006ju,8.512256,15.201949
1049,SN2006jy,0.31327876,18.322704
1050,SN2006ka,12.7143345,16.503012
1051,SN2006kb,18.143986,12.635455
1052,SN2006kc,4.605489,14.139087
1053,SN2006kl,9.977662,10.116983
1054,SN2006km,-4.783255,15.011478
1055,SN2006ko,-9.469912,13.160934
1056,SN2006ky,13.205317,11.460152
1057,SN2006kz,15.17777,15.599776
1058,SN2006lb,11.529746,8.2469635
1059,SN2006lj,17.806677,5.2327466
1060,SN2006ln,5.48913,10.144988
1061,SN2006lo,9.676157,16.88448
1062,SN2006lp,-9.246014,18.401936
1063,SN2006mv,11.576931,15.777449
1064,SN2006na,-4.268717,4.8158865
1065,SN2006nb,12.149261,10.948179
1066,SN2006nd,4.2506003,18.3543
1067,SN2006ni,-2.8365195,19.247375
1068,SN2006nj,-11.488414,14.937214
1069,SN2006nk,9.021336,15.714968
1070,SN2006nl,10.198054,6.611464
1071,SN2006nn,8.133416,10.077529
1072,SN2006nv,-1.8284363,17.632326
1073,SN2006nx,-18.593073,10.90898
1074,SN2006od,12.260844,12.865414
1075,SN2006of,17.286352,13.105955
1076,SN2006oh,19.803568,11.805901
1077,SN2006oi,10.068009,10.181404
1078,SN2006ol,9.579947,16.647047
1079,SN2006om,9.07441,11.101734
1080,SN2006pa,14.58932,13.569402
1081,SN2006pf,-1.8011397,9.432157
1082,SN2006pq,11.8233385,5.826225
1083,SN2006qg,10.713437,6.591397
1084,SN2007id,12.162348,18.226334
1085,SN2007je,12.01731,13.67245
1086,SN2007jh,0.17550589,23.520067
1087,SN2007jl,-4.45813,13.322787
1088,SN2007jm,-16.766516,3.6158159
1089,SN2007jw,9.539717,15.956328
1090,SN2007kr,3.0706823,12.452737
1091,SN2007kt,16.26698,12.462608
1092,SN2007kv,4.2595377,11.255495
1093,SN2007kx,16.318077,15.91128
1094,SN2007lb,-6.3422437,7.475138
1095,SN2007lc,10.148658,15.584585
1096,SN2007lh,7.5716515,11.196436
1097,SN2007ll,-2.9214413,11.205765
1098,SN2007ln,10.2528305,12.049103
1099,SN2007lo,12.799187,11.794315
1100,SN2007lp,0.23454213,20.250292
1101,SN2007lt,19.446316,12.849232
1102,SN2007mc,13.551174,13.510709
1103,SN2007me,10.31359,8.787517
1104,SN2007mj,17.678562,13.949002
1105,SN2007mk,12.863025,12.938355
1106,SN2007ml,9.142662,16.55433
1107,SN2007mv,-3.7742212,16.096636
1108,SN2007mz,-6.093119,15.895754
1109,SN2007ne,10.153044,10.995954
1110,SN2007nh,6.6951175,11.689647
1111,SN2007ni,6.061012,10.953959
1112,SN2007nj,11.410594,12.19515
1113,SN2007nu,14.928987,7.1590323
1114,SN2007oe,7.153858,6.8294973
1115,SN2007oj,17.481243,16.595474
1116,SN2007ok,14.109171,13.634634
1117,SN2007ot,12.8753,12.669136
1118,SN2007ou,-6.103221,18.745987
1119,SN2007ow,-13.806414,10.741021
1120,SN2007ph,-0.69302124,19.232735
1121,SN2007pn,2.4665463,19.416147
1122,SN2007po,2.4529846,11.774903
1123,SN2007pp,-6.662617,18.893362
1124,SN2007pw,-5.693108,3.4356902
1125,SN2007qf,9.740575,12.666393
1126,SN2007qg,-0.71068597,11.26826
1127,SN2007qh,-4.4009037,13.351459
1128,SN2007qm,11.735338,9.761644
1129,SN2007qp,11.632629,6.443835
1130,SN2007qq,-12.204116,5.925237
1131,SN2007qr,5.7330894,13.426096
1132,SN2007qy,13.016212,7.4720926
1133,SN2007rd,-5.6307416,14.199541
1134,SN2007rl,9.91569,10.930782
1135,SN2007rp,11.5567875,11.839719
1136,SN2007sb,9.486565,13.623334
1137,SN2007sd,11.074191,7.024239
1138,SN2007tr,-12.689165,0.37143645
1139,SN2008fq,-17.099194,6.8182316
1140,SDSS-II SN 1592,10.946811,3.9714222
1141,SN2005iw,-10.728223,-0.5422177
1142,SN2006bo,-6.983341,6.509514
1143,PS1-12bku,-9.743625,-10.720251
1144,PS1-14vk,2.5921192,6.5592
1145,SDSS-II SN 11316,-5.436733,-2.204604
1146,SDSS-II SN 12827,1.687401,-7.1842875
1147,SDSS-II SN 13148,20.763412,-5.240389
1148,SDSS-II SN 13247,-14.670652,5.26292
1149,SDSS-II SN 13277,-2.3418546,-4.0461087
1150,SDSS-II SN 13515,1.1778681,-9.930517
1151,SDSS-II SN 13628,11.681145,-3.137566
1152,SDSS-II SN 13657,-17.29076,-3.0077932
1153,SDSS-II SN 13815,5.7049885,-0.8071934
1154,SDSS-II SN 13861,-17.239176,-3.0079157
1155,SDSS-II SN 13904,-7.3452106,3.4741561
1156,SDSS-II SN 13946,0.7962364,-10.438236
1157,SDSS-II SN 14065,-5.0852637,-2.1095264
1158,SDSS-II SN 14074,-8.594157,-11.177978
1159,SDSS-II SN 14357,-16.097063,-1.5521739
1160,SDSS-II SN 14539,-6.6263604,2.0779655
1161,SDSS-II SN 14588,-10.360749,-2.7883742
1162,SDSS-II SN 14638,-10.565806,-2.4751823
1163,SDSS-II SN 14907,-16.891981,-7.5758095
1164,SDSS-II SN 14978,-4.9188614,-2.3333771
1165,SDSS-II SN 15294,-18.196297,-8.855322
1166,SDSS-II SN 1536,16.821123,-3.374654
