,SN,0,1,2,3,4,5,6,7
221,SDSS-II SN 13472,-3.1917534,-4.064505,11.295821,-3.1745968,-2.4676845,-0.74693257,7.5573816,0.38987634
222,SDSS-II SN 13487,2.8713756,-2.4293032,1.2759479,-1.2076665,-7.324166,-0.7123462,-2.582839,1.263538
223,SDSS-II SN 13492,0.32505104,2.9432552,-4.5947876,-2.8652055,-9.974491,8.440148,1.4902122,-0.32055387
224,SDSS-II SN 13529,-0.348723,-0.27795953,-4.3400135,-5.712401,-9.22725,-1.8729099,-5.261464,-5.724754
225,SDSS-II SN 13554,5.432184,0.5717393,-5.208673,-5.8572307,-5.702547,-2.824049,-3.0513215,1.7892148
226,SDSS-II SN 13644,-2.09741,-0.44910872,2.988911,-9.154363,2.50065,-3.2932303,-1.6807315,-8.750119
227,SDSS-II SN 13646,-0.6461337,3.210348,1.7367175,0.8355471,-3.68681,-10.610427,-2.7738445,-2.47696
228,SDSS-II SN 13675,-2.558674,-2.2959094,-0.14884433,-2.514952,-15.090408,-0.6472413,-2.2356725,-5.0986743
229,SDSS-II SN 13699,-7.700484,-1.9356092,7.079365,-0.5085001,-1.7035255,-1.4973114,4.2189727,2.7163994
230,SDSS-II SN 13725,-9.577062,3.2273536,-1.0448465,-5.2681055,-3.111119,1.3456298,-5.1986113,-3.3291082
231,SDSS-II SN 13803,4.0944686,1.0634887,-4.1246057,-2.1962826,-0.18558587,-6.3152246,4.2566867,6.639742
232,SDSS-II SN 13813,-3.1677182,-10.495291,-0.9885948,-6.3786025,-3.6033783,-2.606122,3.1120236,-2.5662386
233,SDSS-II SN 13833,-2.1376827,0.9421884,11.530304,0.637064,-8.039616,1.3799409,-0.26382506,-2.2084103
234,SDSS-II SN 13843,9.582681,3.6706939,-0.5010271,-2.5708954,-4.059909,1.2536479,1.1945803,-7.3775463
235,SDSS-II SN 13864,-8.67674,-5.1666937,-0.20086597,-2.5286257,-9.937646,3.0978198,-0.9847927,-0.2855274
236,SDSS-II SN 13931,0.02006255,-0.43736053,0.20695202,3.2595072,-10.115898,6.766444,-3.3143713,5.165548
237,SDSS-II SN 1395,-2.4857924,-3.9317224,0.20213759,-8.036876,-3.6852446,0.33598638,1.2336799,4.529741
238,SDSS-II SN 14054,-1.1452246,-7.118276,0.63852876,-1.1197585,0.77105033,-0.7345053,11.525161,1.9719024
239,SDSS-II SN 14081,-0.0086456435,-1.6800584,6.687597,-2.834972,3.7848036,-2.911338,7.1321235,0.8871138
240,SDSS-II SN 14113,2.1428902,-4.5369897,2.4768581,1.003863,-8.698352,6.9099298,6.378738,3.2600367
241,SDSS-II SN 14258,6.4451284,-2.150499,-3.4265788,-1.4224821,-5.9786243,-1.4116955,-7.60709,4.3617744
242,SDSS-II SN 14260,-3.707606,-1.9227928,-1.4957687,-3.0062978,-8.843264,4.3557935,9.809442,3.214688
243,SDSS-II SN 14311,6.5182047,-1.9015274,-8.013086,2.1714063,-4.0394325,-1.5756217,1.4576188,8.570136
244,SDSS-II SN 14347,0.062689126,-10.80789,-0.09746349,-5.1323385,-11.543163,0.40213752,5.7974367,-1.5894563
245,SDSS-II SN 14361,4.059338,2.326714,4.534151,0.21543333,-7.24592,-5.0746646,4.2271776,-6.487805
246,SDSS-II SN 14375,1.0833228,-5.5095615,-3.8176386,2.2119203,-10.809276,0.83336455,2.9495437,-6.915484
247,SDSS-II SN 14400,-2.9573565,-0.8115933,-2.132188,-1.3791816,-5.183735,-3.5019433,11.314595,-5.417948
248,SDSS-II SN 14429,-1.9321165,0.09203643,-0.39147884,-6.633554,-13.177017,-0.73717755,5.607922,-2.3174777
249,SDSS-II SN 14453,-2.6454763,3.1779392,11.75837,5.9169374,-3.0403697,-1.1602429,4.1860237,-0.7614766
250,SDSS-II SN 14467,2.7767992,-5.5589275,5.154231,-4.5516486,-9.9389715,-4.4877753,-4.2051516,-2.6353943
251,SDSS-II SN 14493,3.563547,-7.89563,-3.9163127,-7.581957,0.17007865,6.560505,-0.6094722,-0.22230247
252,SDSS-II SN 14498,1.3704315,-2.0317738,0.8660929,2.925067,-16.085428,8.352889,1.2771133,2.062301
253,SDSS-II SN 14505,-0.9986184,3.22444,6.7505674,-3.1834574,-8.25481,1.7258203,-3.3751855,-5.394911
254,SDSS-II SN 14528,3.6327457,4.24414,-3.7282345,-3.9881952,-6.4996786,-8.089548,-4.662061,0.8292001
255,SDSS-II SN 14617,-7.810788,-2.174054,3.7138345,-11.077536,-5.9231286,-3.8205242,3.6708329,2.46415
256,SDSS-II SN 1465,-0.9270396,-4.73441,-2.1281493,-10.996918,6.25859,-8.704244,-0.39857274,-2.03586
257,SDSS-II SN 1470,6.501114,-2.359085,-0.04137753,7.0215325,-8.622696,2.7910645,-1.2903947,-4.0956
258,SDSS-II SN 14821,2.92494,-7.128634,3.1146994,0.13289914,-10.812069,-2.65427,0.079611614,4.0022035
259,SDSS-II SN 14964,-2.142871,-0.90410584,-5.3159633,0.765132,-2.8067303,-4.1613307,1.8283216,-11.779522
260,SDSS-II SN 1500,-5.2980833,2.179583,-2.1473076,-4.6790066,-9.755903,-1.5148655,3.6694713,5.0708604
261,SDSS-II SN 15046,17.722563,-1.4383775,17.986654,15.511994,-2.1792533,5.382673,-3.0877187,-11.84851
262,SDSS-II SN 15055,-1.9706829,-1.0156732,5.692227,0.474262,-12.922655,0.21394543,-1.3522402,6.9278846
263,SDSS-II SN 15160,3.1625917,-0.008514829,-2.088086,-3.2926395,-13.264776,3.908006,-0.63460875,6.5649414
264,SDSS-II SN 15198,-1.786225,-5.2757945,-2.7943397,-6.5096765,-11.820048,-6.071749,-2.8067868,2.5245438
265,SDSS-II SN 15239,8.029561,-2.954029,-6.883062,6.7429442,-4.40809,-0.24909168,-2.2109654,-1.4214278
266,SDSS-II SN 15272,-9.705738,-4.9786863,5.2490563,4.4196615,-4.023685,-1.5783063,6.5262933,1.1106948
267,SDSS-II SN 15289,3.1261249,-7.1349387,-5.7775054,-1.5819007,-6.6025624,3.5581534,-5.396593,0.38251996
268,SDSS-II SN 15309,-3.2021823,-4.549092,3.647048,4.5000596,-5.114738,1.7817049,-5.1721373,5.549255
269,SDSS-II SN 1535,6.167005,-3.618505,1.2653911,-0.660339,-9.7696905,9.622801,3.6701791,-2.9782832
270,SDSS-II SN 15417,-4.3955803,0.4539748,-0.29096058,1.9882225,-13.587846,0.2275193,6.9660897,0.34377876
271,SDSS-II SN 15539,-2.3190017,-2.2517009,5.3190804,4.2526555,-4.823787,-4.157423,-2.2613897,8.309549
272,SDSS-II SN 15587,-3.8248286,-8.854868,-4.8491063,-3.9993114,-6.938463,-3.0332181,8.079084,-0.19294748
273,SDSS-II SN 15751,4.04193,-4.0079675,3.4167762,-6.61286,-4.13144,5.046561,0.92024434,-5.225011
274,SDSS-II SN 15793,-2.1616778,4.298501,5.8314567,0.22587396,-8.878501,5.6692963,2.5122733,-4.3708544
275,SDSS-II SN 15903,2.1252227,-6.2694964,1.2184833,0.4217966,-10.762507,8.105333,-2.612843,-5.4299498
276,SDSS-II SN 15914,-9.1954975,-7.04245,1.4155471,1.8317395,2.7191403,-6.7348766,0.78256446,2.4612093
277,SDSS-II SN 15944,-4.0006313,-0.17660736,2.8861287,-4.1747026,-14.64765,-4.5921636,3.6896315,3.2084696
278,SDSS-II SN 16091,-3.661786,-5.9256377,0.26574302,-6.3172636,-13.3360195,2.0446732,4.3445463,0.64454013
279,SDSS-II SN 1622,1.7245741,-1.2394103,7.3353486,-0.84957,-7.6911564,5.3156724,-0.3492769,4.848294
280,SDSS-II SN 16412,-3.8825662,-0.71300966,-11.339172,-2.0597746,1.3088359,-5.393168,-0.8240879,-7.790663
281,SDSS-II SN 16436,-1.8995123,4.423546,-1.0884384,-5.324266,-7.42722,0.51493746,-2.1076791,-9.151629
282,SDSS-II SN 16455,6.0622144,9.653255,-4.5317364,1.6615542,-10.937549,1.3857138,4.379349,2.8193336
283,SDSS-II SN 16582,5.71813,1.7380636,0.26677138,1.8708541,-13.094489,3.571626,7.649932,1.3561498
284,SDSS-II SN 16768,5.512135,4.430727,-0.582283,4.434664,-6.9357266,1.5658532,2.7760203,5.2187233
285,SDSS-II SN 16838,-4.669842,2.0668385,-7.110581,-1.1671196,3.1897116,-5.5870337,1.7966894,-3.8970015
286,SDSS-II SN 16977,-4.1801853,-3.0208557,-8.702244,-5.1970687,0.9537747,-3.227993,3.359546,0.42603138
287,SDSS-II SN 17219,-5.951455,0.41376922,-9.582832,-2.6744227,-5.827048,-4.250785,0.7978636,3.4908524
288,SDSS-II SN 17303,-3.3327587,0.5019102,-4.172034,-5.214853,-0.45185086,-6.043518,-6.0345325,6.2254558
289,SDSS-II SN 17330,1.4351271,2.7046065,3.0520084,-8.281933,-0.21956076,-4.700411,4.2331123,-4.4399066
290,SDSS-II SN 17396,3.5500848,2.9455242,-3.8418617,8.122045,-12.151805,2.6202047,1.2274252,-1.6653703
291,SDSS-II SN 17422,-7.3868504,-9.060833,-1.3901327,-8.668819,2.8543026,-9.652134,5.423432,-2.850363
292,SDSS-II SN 17465,-1.2097906,5.1887097,-0.22966264,-10.743288,0.50932556,-9.571342,1.0370269,0.71064085
293,SDSS-II SN 17466,9.394511,-6.344849,-0.34871098,3.319694,-6.99613,3.568899,-4.754336,1.5093544
294,SDSS-II SN 1750,1.9412533,-0.98462814,0.41640696,6.769288,-10.188256,4.254974,8.62358,0.80971414
295,SDSS-II SN 17508,0.35452446,-1.0783802,-0.4004461,-2.9422657,-9.107831,-6.406423,2.7202933,3.781859
296,SDSS-II SN 17539,-6.6716886,-3.2244859,-7.2084265,-1.3590091,4.2448697,-9.294298,4.5486693,-2.488805
297,SDSS-II SN 17542,-0.30973768,4.803601,-4.736085,-5.1216607,-4.1196523,-6.2820272,-2.831787,-5.6781607
298,SDSS-II SN 17620,7.792273,-6.5038276,1.289995,2.6134222,-5.9177265,7.1803927,0.27380133,-0.029846042
299,SDSS-II SN 17662,-5.9096446,-1.3327836,-4.1190834,-8.419824,-0.04896675,-0.980364,-6.3120313,-5.7357435
300,SDSS-II SN 17667,1.2556306,-0.11198271,-0.38034272,-3.8173769,-3.3112006,3.2326589,9.67199,7.976876
301,SDSS-II SN 17682,4.304853,2.8489718,-1.950544,2.461589,-6.003391,-6.2679873,-0.09685293,3.168706
302,SDSS-II SN 17729,-8.180451,-2.8706436,-2.272364,-3.1315691,-3.5508525,2.3233194,-3.4590437,-7.8006864
303,SDSS-II SN 1773,9.193756,-4.8491774,2.1937287,4.8975677,-3.753552,4.2076216,3.7544825,7.612444
304,SDSS-II SN 17748,-1.9375597,-4.6415815,4.3097067,-10.578049,0.40473914,-2.6862156,8.656856,-2.590456
305,SDSS-II SN 17789,-8.147183,5.414724,-3.8268204,-4.4445558,-2.5888042,-8.0969,0.9703748,-4.477353
306,SDSS-II SN 17816,0.18027918,0.27175733,6.9749317,-2.8367815,-2.6113346,-2.640298,0.5844094,12.612868
307,SDSS-II SN 17853,-0.8655954,1.1623499,10.261059,-5.518009,-2.4270277,-0.9004313,6.6476717,-3.8866575
308,SDSS-II SN 17894,-6.2372518,1.3690186,2.6970005,-5.820515,-2.5652862,2.1550355,8.585909,-0.7854072
309,SDSS-II SN 17906,1.9830755,-8.106158,-0.47646716,-15.244058,-1.1833292,-2.4981072,0.35736802,0.0035264709
310,SDSS-II SN 17928,-9.530792,0.43794003,4.812388,4.6026416,-2.8775175,-1.0453511,0.32468137,6.0802197
311,SDSS-II SN 17952,0.6493419,-2.4508944,2.2529175,-6.6864,-13.567928,-0.50385344,6.519031,5.5451345
312,SDSS-II SN 17997,4.0833173,1.0532513,10.7976465,1.9952153,-5.4055996,5.1453905,-0.43198183,-6.1015186
313,SDSS-II SN 18058,-4.3783293,-5.013906,1.090282,2.3455591,-5.4459825,-0.28980425,3.8481474,5.3446875
314,SDSS-II SN 18067,-10.465328,-1.8596017,0.73733544,-3.8914275,-10.773939,-7.288729,3.1721888,-0.8558803
315,SDSS-II SN 18075,0.41050625,-1.3591137,-5.8207984,-2.90326,1.2407614,-1.7568066,6.478341,-6.621755
316,SDSS-II SN 18077,-12.243985,1.2405002,-6.302682,-3.760526,-4.713213,-0.14701594,-0.20575814,-3.446469
317,SDSS-II SN 18101,-0.6599202,-3.8025236,-2.8865514,-0.055345427,-0.28382367,-0.9877766,-5.095547,4.423684
318,SDSS-II SN 1821,7.831013,-2.5676727,-2.077384,1.5199155,-10.52647,4.2243123,2.2599134,1.6598092
319,SDSS-II SN 18226,-3.3388658,1.0671571,0.42076975,-11.178511,-4.5987563,-2.7848952,4.7351384,-1.2674713
320,SDSS-II SN 18243,-4.2750297,-8.302453,0.3772194,0.24103399,-12.628758,0.7198388,1.5867873,-0.16871895
321,SDSS-II SN 18253,-1.156242,-2.6727705,11.853606,-2.6619966,-3.1801546,-1.4512571,-1.4131464,5.8155427
322,SDSS-II SN 18273,-4.228645,-0.3538344,0.5816821,8.557029,-10.228907,-1.678118,-0.967403,1.6412185
323,SDSS-II SN 18276,0.69163,-7.1609883,7.3167825,1.7661647,-9.206992,-1.0813236,3.0274365,-2.5751235
324,SDSS-II SN 18301,0.020816842,1.3545622,6.380435,4.9286637,-9.3390045,-2.5346406,4.5653586,-0.91288817
325,SDSS-II SN 18331,-6.1170316,-2.6667573,-3.8569143,5.4427853,-3.8688173,-2.4387934,-4.7061477,5.454272
326,SDSS-II SN 18376,-1.2173122,1.7813514,-3.205563,-5.4250565,0.870847,-10.52775,-1.4761987,-0.92208564
327,SDSS-II SN 18387,3.1494741,0.29695487,1.3202529,-0.8710187,-8.589234,6.200164,1.7017075,0.68259424
328,SDSS-II SN 18405,-3.1310182,-2.4541066,-0.028545132,3.4822652,-13.769434,5.8173003,0.6552496,-4.303585
329,SDSS-II SN 18454,-4.058449,-2.2873802,3.0959635,2.0240855,-5.829779,7.666581,0.74022514,-7.158686
330,SDSS-II SN 18479,0.038119506,-0.7476787,-7.070686,-3.5755534,-12.728175,-3.5535667,0.22958708,5.9744225
331,SDSS-II SN 18593,-2.6744833,2.1751244,-7.569856,-5.4349756,-4.114812,-7.6703596,1.6924495,-1.9077966
332,SDSS-II SN 18598,0.81785876,-6.0562344,-5.643756,-3.4148722,-0.16643019,-6.8372245,8.942637,-0.1969138
333,SDSS-II SN 18647,-5.355666,-6.7205276,-2.2355573,-3.9563344,-10.957379,-0.6727382,-5.364797,-1.0000545
334,SDSS-II SN 1866,-1.101479,-5.4259157,5.515798,-2.73257,-6.0603075,-3.3632114,3.7623825,6.7639036
335,SDSS-II SN 18664,-3.456204,-11.8049135,2.1033201,-0.14895159,-2.8623052,5.3284183,-0.2160721,1.9478287
336,SDSS-II SN 18743,-2.8590755,-7.079307,3.6269724,-2.420187,-1.993891,9.478354,0.75551355,-2.3941448
337,SDSS-II SN 18848,-4.0951004,0.15161657,-0.2839755,-1.5981618,-3.4404378,-1.7723526,-8.631856,-0.41619867
338,SDSS-II SN 18898,-2.3729537,-4.500011,2.7844727,-1.0110328,3.4014952,-10.327785,6.595783,1.6496226
339,SDSS-II SN 18917,-0.1722538,-4.223853,-5.52973,4.079325,-9.8275385,-3.1920655,1.2095362,5.223117
340,SDSS-II SN 18935,-6.0635357,2.7318015,6.3922086,0.028253892,-8.044474,-1.926284,3.1694117,-5.0873337
341,SDSS-II SN 18943,-8.031924,-1.9470035,4.6676674,4.295572,-5.2245407,2.823455,-1.7877418,-1.3201904
342,SDSS-II SN 18971,-2.1502175,-2.1300728,3.8979142,-0.5307967,-10.675135,1.247533,3.6197746,1.3641976
343,SDSS-II SN 18973,11.774298,1.225725,1.8544062,-4.3892455,-6.321683,0.5930183,0.22767259,-2.556996
344,SDSS-II SN 18983,-6.424254,-4.4627166,-3.7842448,-6.1093616,2.0362656,-3.3068883,-0.94236034,3.879208
345,SDSS-II SN 19059,2.796847,-0.795216,1.9155648,-2.8066514,-6.699482,3.0864966,1.7191002,10.992346
346,SDSS-II SN 19189,7.5021877,0.08608084,-3.200077,5.434792,-5.0014005,-0.33721316,3.1574624,0.22088103
347,SDSS-II SN 19209,6.877211,-5.2300057,-1.7769134,1.2719399,-4.9710603,-5.4249587,2.3078506,0.53641933
348,SDSS-II SN 1921,5.6482363,1.1451209,0.8884429,0.19189797,-11.704207,-3.8256807,6.423616,1.5180922
349,SDSS-II SN 19344,2.8523488,2.7017732,-4.0567493,3.9622095,-10.146008,8.289146,2.9306176,3.3227267
350,SDSS-II SN 19399,-1.6920979,-0.9116914,1.1872356,-2.2362506,-11.711608,6.1641374,7.619067,-3.7467346
351,SDSS-II SN 19428,-1.0546824,-2.0551097,-6.0557985,-4.8842607,-0.87574935,1.7473757,-4.0937586,7.2918544
352,SDSS-II SN 19434,0.9867747,-2.6345086,-8.641156,0.5990607,-11.213074,6.3685756,-0.2072866,0.887834
353,SDSS-II SN 19461,5.262318,0.54674256,-2.3628082,-0.8226476,-16.69962,0.91105247,-2.099005,-1.8404577
354,SDSS-II SN 19467,5.1911035,-5.787321,1.4286983,0.65437114,-11.647624,-1.2566051,1.8152328,-3.4503033
355,SDSS-II SN 19538,-4.1257896,2.7538536,-0.5519106,-5.503371,-1.9672538,-8.04301,5.7906637,-0.90463865
356,SDSS-II SN 19539,-4.4139404,-2.741339,5.756548,-3.2572691,-1.8938601,-3.883673,7.2981977,-8.600517
357,SDSS-II SN 19683,-3.3883133,-0.53971606,7.9858866,-1.1302514,-4.118484,3.3365183,-5.9001417,1.4045503
358,SDSS-II SN 19721,-7.522515,0.40828907,1.7874894,-7.078026,-0.94285375,-3.2943244,-6.327447,4.1503005
359,SDSS-II SN 19723,1.5192109,-1.5102036,-6.222911,-0.27549464,-10.492597,-7.8999057,2.900543,0.73874307
360,SDSS-II SN 19776,-7.008991,-2.3966308,-1.9364748,5.1657257,-7.9028654,5.323652,5.0724096,1.8773121
361,SDSS-II SN 1980,-6.780684,0.3932623,-1.0255357,-10.3467245,-1.3830969,1.4646658,0.58279896,-3.7167351
362,SDSS-II SN 1982,-4.6552024,-4.9428687,-1.700567,-1.0279213,-5.0427423,-2.1178832,-7.948514,3.9414523
363,SDSS-II SN 1991,0.6754097,0.33767256,-3.3957133,-0.85643506,-14.088169,2.5677814,2.4098942,2.0675821
364,SDSS-II SN 19986,6.6186996,-3.758449,6.814198,-0.04412196,-3.6207829,-0.9168627,8.260936,-0.04716638
365,SDSS-II SN 19987,4.188684,6.756892,-0.70121336,-4.711866,-7.206607,0.3226766,3.6406093,4.7987256
366,SDSS-II SN 20216,-1.8532267,-9.926035,1.701918,-8.922756,-0.8116036,4.2056007,-0.87722343,-4.435335
367,SDSS-II SN 20231,-1.2682863,7.8386745,9.0767765,1.2954395,-4.4222355,0.7481983,0.5915937,1.0759228
368,SDSS-II SN 20251,-5.298384,0.58274734,-0.66526294,0.27277452,-1.1801168,1.3085821,-5.6142206,5.1382747
369,SDSS-II SN 20257,7.7745786,6.362766,-5.029619,-1.8727226,-8.577704,-2.6726308,-0.5058421,-0.8783984
370,SDSS-II SN 20369,-5.034589,-9.337182,0.728266,2.1016912,1.8033246,-1.2307707,6.307984,3.7571414
371,SDSS-II SN 2041,-6.987182,-7.754452,0.63171893,2.5289326,-5.401361,-1.1187114,-1.2516361,1.8624053
372,SDSS-II SN 20411,1.5137653,-4.508824,3.1104095,2.198602,-4.512595,2.6753328,11.584556,-1.3568519
373,SDSS-II SN 2042,5.0111113,0.78772444,0.28618366,-0.020385867,-11.210261,6.1596212,-1.4707524,-5.0147424
374,SDSS-II SN 20467,-4.22081,2.526946,3.6515157,-5.244408,-5.1961412,-3.9428744,7.347022,3.8464105
375,SDSS-II SN 20491,-0.688784,-6.2550898,-1.9935131,-9.290882,-7.624442,-3.9513528,7.2521296,0.50118554
376,SDSS-II SN 20497,8.512577,-2.4928274,-7.899385,-2.0505252,-5.0505404,-5.5527496,-3.4980166,1.1373255
377,SDSS-II SN 20590,-0.730718,-1.9612554,-2.1310966,-0.67892987,-10.713293,-1.7244122,-3.7683978,6.339905
378,SDSS-II SN 20591,5.4861054,-2.190373,4.187507,2.204856,-5.6763463,-3.563676,2.507222,7.2342496
379,SDSS-II SN 20613,2.3737283,0.26175183,7.7882257,4.6399126,-11.512633,3.7699711,5.744541,0.57800084
380,SDSS-II SN 20646,-3.6134458,-4.9605017,5.854323,-0.41130072,-6.1013975,2.9758468,-0.9141014,1.4996771
381,SDSS-II SN 20721,-2.3137116,1.1082015,-5.418167,5.618692,-13.672163,2.1486073,-2.1358752,2.909421
382,SDSS-II SN 2078,-7.5713305,1.0706894,-1.0415888,4.4494495,-2.1965332,0.84392756,4.80087,-3.99116
383,SDSS-II SN 20791,2.1628144,0.4482886,-3.819175,3.772985,-14.212411,1.2592328,-0.0108018685,8.215215
384,SDSS-II SN 20805,6.2375126,-2.8722181,2.5319288,-5.9189205,-2.9722977,5.1611557,-4.5483603,3.4358764
385,SDSS-II SN 20820,-4.7481833,-4.392339,1.3557051,-9.033025,-1.3396068,-7.010806,3.7338684,-1.673955
386,SDSS-II SN 20842,4.178063,3.3172927,5.5018744,-0.64725703,-9.88457,1.1157783,4.1248813,8.346613
387,SDSS-II SN 20861,-3.950482,-1.5828135,-1.6301899,-0.124553636,-0.57751,-2.6767557,4.614597,-6.9296126
388,SDSS-II SN 20870,0.20801127,-5.256053,1.8878555,7.4500604,-13.348443,-0.24606578,0.40673766,0.7409387
389,SDSS-II SN 20895,1.4945573,1.381524,0.03574781,4.4775176,-10.99965,-3.4419758,2.123192,3.1391869
390,SDSS-II SN 20916,7.3847866,-0.2913238,4.0211015,-4.207168,-6.3394876,-0.031018622,0.067335464,7.5534554
391,SDSS-II SN 2093,-1.3098397,-5.648325,0.41855904,-6.834914,1.3077383,0.51088196,3.0995507,-6.3419194
392,SDSS-II SN 20953,-3.5996923,-1.6947507,7.959368,4.004953,-6.882648,1.6694509,4.703124,-3.2076163
393,SDSS-II SN 20956,-6.816009,-5.6197143,4.2478414,-0.0771863,1.0094537,1.1002786,2.7588127,6.4037967
394,SDSS-II SN 20969,9.125217,0.28755763,2.8903797,2.5836337,-7.296101,3.1519759,2.9107122,-2.5467572
395,SDSS-II SN 21081,0.23446827,-0.93237495,9.330241,-4.673797,-4.717164,8.123258,-2.3165293,-0.35953274
396,SDSS-II SN 21356,-0.17691608,-6.0725455,1.9675175,4.4325624,-8.27057,-3.1434767,-5.744246,-2.7465184
397,SDSS-II SN 21359,4.720267,-4.737666,-5.2572246,-3.1065023,0.63779503,2.9361196,1.5388947,3.8826935
398,SDSS-II SN 21381,4.391847,-3.8335104,-0.73208547,-3.2137809,-8.030298,0.6982756,-1.1003882,-4.889046
399,SDSS-II SN 2148,8.823284,5.520574,-1.0787394,2.5579321,-10.536137,3.4143448,0.37156868,-0.9504693
400,SDSS-II SN 2149,-2.6856391,-3.4621134,1.378208,-14.301183,-8.837233,-6.031207,2.1790755,-2.2616673
401,SDSS-II SN 21553,-3.5696552,0.8458441,2.1592035,-2.690191,-4.938074,5.8045006,-2.4087434,1.2959774
402,SDSS-II SN 21709,-0.8209191,-3.7680335,-1.2383186,-9.155171,-5.3994145,-2.3540418,-5.6588793,6.4774246
403,SDSS-II SN 21711,-5.6476974,-5.4019856,1.704235,-4.689201,-6.380629,-2.2833285,2.415271,1.1013528
404,SDSS-II SN 2244,13.3553095,-3.7886245,-0.807951,4.8936143,-6.029778,-1.0498754,3.4839156,-1.6738899
405,SDSS-II SN 2325,-9.1661,-1.3323097,3.5076478,-0.30636683,-4.285327,4.8590617,6.956267,-1.5445383
406,SDSS-II SN 2464,1.3185678,-2.1791365,3.669594,0.43879718,-15.457031,2.0488331,-2.2318175,0.6743652
407,SDSS-II SN 2615,3.3478684,-0.291266,4.9005404,6.436368,-7.3840113,6.728353,2.8501601,-6.4650826
408,SDSS-II SN 2630,-7.763756,-1.5264877,1.9702622,-4.571054,-14.39373,0.3121528,0.8512845,2.2079399
409,SDSS-II SN 2808,-6.4323745,-9.2502985,-0.33877632,-2.9018435,-10.602913,-6.4123406,0.4175565,-3.465173
410,SDSS-II SN 2912,1.0606782,1.2185606,-5.270886,0.41449523,-12.050283,4.251793,-5.1982746,0.8233076
411,SDSS-II SN 3090,-9.271247,-1.6826682,-3.3841937,-6.2607336,-0.16740237,-0.7927274,-5.7986975,0.56326735
412,SDSS-II SN 3196,7.28684,-2.415512,3.8900242,1.8035942,-3.4126523,0.3418013,3.539171,-8.809388
413,SDSS-II SN 3344,0.36100706,0.1622615,5.810948,-4.7031827,-4.5140457,-5.016739,9.975978,-4.5019226
414,SDSS-II SN 3368,6.523645,-1.884891,0.9623064,-3.0206828,-6.5365286,2.489763,10.655578,-2.462195
415,SDSS-II SN 3417,-7.652273,-2.060789,-1.8736314,0.35955557,-7.562954,-14.701566,-1.6186622,-1.4633354
416,SDSS-II SN 3514,-1.7809662,1.902546,1.1825469,-3.8301883,-4.5478525,-0.85811627,13.527967,2.077147
417,SDSS-II SN 3529,2.0320358,-1.4709857,4.082528,-1.9347812,0.9114351,-4.748365,8.3002,6.095397
418,SDSS-II SN 3533,-5.173133,-10.514848,0.62365955,-8.621815,-11.74402,-5.163911,2.8377435,1.0697054
419,SDSS-II SN 3558,-1.8001928,-9.968994,-2.3583646,-3.2642353,1.5936586,-4.014589,7.8489213,-4.842165
420,SDSS-II SN 3565,-5.1582427,-8.273132,6.63466,-8.536777,-0.87915635,-7.656038,-0.13493194,0.2741488
421,SDSS-II SN 3983,-5.274607,-3.4548528,6.7948,-2.3368058,-10.23967,-7.054536,7.5698204,1.262773
422,SDSS-II SN 4019,-7.5292015,-9.810526,0.1793081,-1.8822495,-5.885772,-5.3645573,4.6023154,3.9048483
423,SDSS-II SN 4044,0.8907763,6.994175,6.976499,-1.5105894,-2.5463598,-0.6324845,2.123077,6.748316
424,SDSS-II SN 4104,3.7033622,-0.83429825,-0.97456306,-4.1980624,-0.5619289,-9.836143,3.8377452,-2.4615695
425,SDSS-II SN 4129,4.321483,1.2607881,-9.356118,-4.507316,-7.2976656,0.73417926,-0.742967,-1.7066197
426,SDSS-II SN 4181,-1.995739,-9.238335,4.941437,-9.763158,-5.2757454,-1.811718,3.649088,0.9914042
427,SDSS-II SN 4307,-5.281049,-3.5146203,-1.551481,-10.2244,-6.761534,-8.381929,0.20327777,-5.945763
428,SDSS-II SN 4330,-3.609676,-3.7858362,-1.1149989,0.11599211,-1.0052642,0.82410604,5.14926,10.859947
429,SDSS-II SN 4375,1.9807898,-2.0137124,3.181,-4.326928,-0.3362843,0.31710654,9.368286,-5.7676625
430,SDSS-II SN 4534,0.39508075,-4.5883408,10.914919,4.1938477,-4.376784,0.02298325,4.0669518,3.3217146
431,SDSS-II SN 4606,-3.3387637,-0.8056887,-5.3510137,4.4496455,-3.2527506,-6.497389,-0.21213512,6.0901885
432,SDSS-II SN 4888,0.851769,0.4693095,-8.80463,-4.2111,-0.9260194,2.6012757,3.107534,-0.12982352
433,SDSS-II SN 4906,-2.5251284,0.28343827,-1.5320282,-8.305152,-2.3169775,-4.8666267,6.538653,-6.4893446
434,SDSS-II SN 4907,2.463951,1.4944224,-5.964086,-5.0037446,-12.031207,-4.729562,1.0348839,-6.169253
435,SDSS-II SN 4966,-3.599707,-3.08335,-0.09967946,-8.193682,-5.056808,-10.289534,10.30512,-2.2410111
436,SDSS-II SN 4978,-0.75160986,4.2415657,2.8235269,-3.0548303,-13.429945,2.2736235,-0.45055804,1.0566435
437,SDSS-II SN 5001,-5.062124,-4.2380357,-1.8895496,-3.2647307,6.192827,-2.8541305,8.482068,3.5310843
438,SDSS-II SN 5235,1.7916551,5.3610024,-1.0808606,-1.4653374,-14.01362,-5.534059,-2.9080215,2.2116618
