0,1,2,3,4,5,6,7,8
SDSS-II SN 7233 (g'r'i'),2.6511295,0.7826024,1.9739583,-0.065915,0.46292803,0.99902666,-2.8676772,-4.549314
SDSS-II SN 7304 (g'r'i'),-0.6121128,-1.0851326,-0.5954671,-1.5962113,-1.7018613,0.7367753,0.65920717,-1.148133
SDSS-II SN 7306 (g'r'i'),1.7308738,-0.8057928,-0.7506965,-1.1669456,2.3216665,0.5834183,0.07198288,-2.2573538
SDSS-II SN 7357 (g'r'i'),-2.2692268,1.0300246,1.7256532,0.90452766,-1.213394,-1.1584041,0.813329,1.7879345
SDSS-II SN 7374 (g'r'i'),-1.433073,0.6181487,1.3888905,2.1408706,-1.8362395,-0.9919918,0.29900807,3.1505926
SDSS-II SN 7417 (g'r'i'),2.4622493,-0.39988035,1.6125396,-0.29651195,0.48060614,1.6003597,-1.0030708,-3.136594
SDSS-II SN 7444 (g'r'i'),0.26219928,-1.2619416,-0.675273,0.90598595,-1.1402153,-0.898205,1.3342234,1.2668531
SDSS-II SN 7499 (g'r'i'),-0.8616791,0.17626856,0.75855047,2.4432056,-0.39747864,-2.209414,0.3254048,1.9220515
SDSS-II SN 7539 (g'r'i'),2.471668,0.48460868,2.1305146,0.07375686,1.6837721,0.6499834,-1.8591177,-4.3196
SDSS-II SN 7550 (g'r'i'),-2.16582,-0.07669509,-2.3284674,1.294255,1.0191952,-0.10345597,0.04890301,4.3772807
SDSS-II SN 7575 (g'r'i'),1.9612917,-1.8164973,-0.5741255,-0.56802094,0.39499038,0.6863122,0.7116114,-1.444421
SDSS-II SN 7636 (g'r'i'),-1.4462882,1.0415953,0.61465466,1.6512805,-0.4049238,-0.8401592,0.60029,4.70872
SDSS-II SN 764 (g'r'i'),0.72914886,0.84247947,1.2062743,-1.0371971,2.638065,1.2711262,-2.1354284,-4.956832
SDSS-II SN 7647 (g'r'i'),-1.9553682,0.4605221,0.017142404,-0.6846555,0.47324026,1.92386,1.953531,0.30517188
SDSS-II SN 7654 (g'r'i'),-0.034775753,0.67754614,2.4590685,0.48452747,-1.982984,-1.3718468,0.3011934,1.5055434
SDSS-II SN 7699 (g'r'i'),-0.020630654,1.7664387,-0.6323912,-1.586473,1.0253024,-0.4185393,-0.7389332,-1.8233953
SDSS-II SN 7701 (g'r'i'),-0.071126744,0.96606976,-0.6741268,-1.3277512,1.920128,-1.2374085,-0.5922099,-1.6539345
SDSS-II SN 7712 (g'r'i'),1.4769309,0.21360983,-0.27124375,-0.4796363,-0.30091345,-1.3543134,1.7319425,-0.26492196
SDSS-II SN 7713 (g'r'i'),-0.8342993,0.2536366,-1.0766847,-0.30826226,0.7204068,-0.18414001,1.554791,3.224943
SDSS-II SN 7725 (g'r'i'),-0.28298384,-0.0041936534,-0.87960315,-1.160359,2.5945337,-1.2827632,-1.0758467,-2.071997
SDSS-II SN 773 (g'r'i'),-0.7519816,1.178268,0.6650382,0.83014184,-0.75207967,1.3348595,-2.0489793,-0.049232822
SDSS-II SN 7736 (g'r'i'),-1.3549416,0.34421602,0.23887439,1.8938317,-0.73319936,-0.7323028,0.71422213,4.5224147
SDSS-II SN 7762 (g'r'i'),-1.0862832,0.08557531,0.3278579,2.453781,-0.4328244,-1.7928252,0.81465507,3.5056949
SDSS-II SN 7794 (g'r'i'),-1.7422366,-0.6627987,0.2708794,1.2883723,-2.5249326,0.5747237,-0.10954477,2.3366935
SDSS-II SN 7802 (g'r'i'),-1.5436151,-0.62623185,-0.5666565,1.1296412,-1.8760966,0.8065213,0.3817386,3.5878878
SDSS-II SN 7803 (g'r'i'),-1.8487464,0.53952813,0.84196186,2.4316049,-1.4162811,-0.47354874,-0.25388977,3.4424548
SDSS-II SN 7804 (g'r'i'),-1.569946,-0.2859077,-1.4485228,1.411395,0.5199864,-0.43582863,0.66935366,4.6383862
SDSS-II SN 7839 (g'r'i'),1.074017,0.8403786,0.28363577,-1.6032387,2.98544,0.28228828,-0.32585943,-3.2980711
SDSS-II SN 7851 (g'r'i'),1.2424043,-1.752315,-0.16518249,-0.5328928,0.28253192,-1.2847887,1.4589424,-0.48917666
SDSS-II SN 7864 (g'r'i'),0.43159273,-2.830332,-0.8248855,0.16890633,-1.5749797,1.2292613,0.14243248,1.6431357
SDSS-II SN 7882 (g'r'i'),0.48712674,-1.4933606,-0.025660504,0.35299352,-2.074952,0.45961615,0.4747231,0.7101885
SDSS-II SN 7923 (g'r'i'),-2.2507124,0.24206221,-1.8922818,1.7324992,1.3142865,-0.6784279,-0.08181629,4.162274
SDSS-II SN 7978 (g'r'i'),1.9092779,-1.7688762,-0.52751297,-0.59989613,0.4008359,0.6397611,0.757894,-1.475617
SDSS-II SN 801 (g'r'i'),3.0440905,0.54868346,1.7181103,0.017040197,0.91597426,0.4221811,-2.1957967,-4.569309
SDSS-II SN 8018 (g'r'i'),0.9113216,-2.1572473,-0.31949848,-0.07312773,-1.2889661,0.6393058,0.46129543,-0.076734684
SDSS-II SN 8062 (g'r'i'),-1.8254354,0.7162412,-0.9991586,1.4212978,1.0792454,-0.78905773,0.40921363,4.671189
SDSS-II SN 8086 (g'r'i'),-1.2547019,0.20478116,0.89641786,2.6573935,-0.9825719,-1.760289,-0.046856266,1.7387657
SDSS-II SN 8092 (g'r'i'),-1.7430893,-0.83408517,0.38989794,-0.16162965,-0.63703847,-1.77649,2.1466417,1.1696924
SDSS-II SN 8114 (g'r'i'),-0.056132626,-1.1244949,-0.72811556,0.86898583,0.11133793,-1.4417484,1.5080719,2.461405
SDSS-II SN 8127 (g'r'i'),-0.120994404,-1.0420622,-0.39854822,-1.2427245,0.4377715,-0.19206098,2.0664697,-0.8152328
SDSS-II SN 8165 (g'r'i'),0.19577345,-2.4215868,-0.59445333,-0.3877427,-0.82437336,-0.47704214,1.3222109,1.7630787
SDSS-II SN 8190 (g'r'i'),1.5813322,-0.750077,1.7651407,-0.0051681967,1.0517756,-0.24468884,0.13262416,-2.2698348
SDSS-II SN 822 (g'r'i'),-1.2116108,-0.10626425,1.8687143,1.3220819,-2.2303455,-0.26226252,-1.1131015,0.24794403
SDSS-II SN 8226 (g'r'i'),-0.28600362,0.024617406,-0.37240776,0.15917945,-0.37967348,0.19095415,1.2800416,4.3533254
SDSS-II SN 8236 (g'r'i'),0.64734936,-0.61484265,1.9586821,0.61297464,-0.57957095,-0.18926328,-0.9649961,-1.7927657
SDSS-II SN 8252 (g'r'i'),0.75951123,-0.3164114,2.0199113,1.0542271,0.24933247,-1.3647605,-0.28331023,-1.4334003
SDSS-II SN 8280 (g'r'i'),0.13641614,0.07878086,1.6107619,0.8952577,-2.3038926,-1.2067624,0.4220959,0.9595384
SDSS-II SN 8297 (g'r'i'),0.94537246,-0.3651973,-0.7486757,-0.71738803,-1.2658166,0.15287742,1.0029643,-1.3898721
SDSS-II SN 841 (g'r'i'),-1.528831,-0.3560083,1.3762074,0.4963012,-2.7255013,-0.18661249,-0.36974245,0.63627493
SDSS-II SN 8457 (g'r'i'),-0.88964,0.46758074,1.013177,1.0989835,-1.7264112,-0.69198555,1.1028098,3.6295137
SDSS-II SN 8513 (g'r'i'),-0.06473932,-0.018538054,-0.8619894,-1.2681124,2.6443598,-1.3641682,-0.7013181,-2.1051805
SDSS-II SN 8555 (g'r'i'),-1.2332913,-1.0105013,-1.0157759,1.4368258,-0.9565984,0.16487461,0.62984085,3.8497102
SDSS-II SN 8569 (g'r'i'),0.79270136,-2.4934647,-0.7941195,-0.7663752,0.14472094,-0.8740409,1.1555245,0.15492246
SDSS-II SN 859 (g'r'i'),-0.6225814,0.18926316,0.8729514,-1.1612524,-0.7879228,-1.1256535,0.24559203,-1.7183342
SDSS-II SN 8600 (g'r'i'),0.5091933,0.45319885,0.67182046,-1.5472966,1.635259,-0.91810995,1.237253,-1.9330417
SDSS-II SN 8605 (g'r'i'),0.6196297,-0.56098163,2.15289,0.90190613,-0.3375994,-0.9504159,-0.63679695,-1.5466831
SDSS-II SN 8705 (g'r'i'),-1.8406432,0.09014604,-1.6319726,1.2089162,0.6888427,-0.18244721,0.47198713,4.9077587
SDSS-II SN 8721 (g'r'i'),-0.27559444,-0.132293,-0.11183111,-1.8533558,1.777194,-1.1018754,1.3158619,-1.9167416
SDSS-II SN 8730 (g'r'i'),0.04051391,0.014684357,1.3740451,1.2955317,-0.8668869,-1.9940215,0.25203422,-0.16842479
SDSS-II SN 8742 (g'r'i'),-0.29331928,-1.131774,0.10676062,-0.866899,-1.9817894,0.1433529,0.5194293,-1.5012738
SDSS-II SN 8744 (g'r'i'),0.92409384,-0.7479911,1.8967665,0.36864898,-0.79552454,0.70366836,-1.394383,-2.1907728
SDSS-II SN 9026 (g'r'i'),-2.60165,-0.07877335,-2.386906,1.2550145,0.0012852307,0.909328,-0.5753083,4.3178077
SDSS-II SN 904 (g'r'i'),-0.3825896,-0.23018111,1.821066,0.37807187,-1.3390604,0.24237496,-1.465484,-1.2305064
SDSS-II SN 9052 (g'r'i'),-0.7660396,-1.3446205,-0.6750057,0.7063689,-2.3639944,0.84397423,0.6062461,2.2087593
SDSS-II SN 9109 (g'r'i'),0.7224509,0.28682885,-0.9102065,-1.835216,0.51170534,1.0697211,-0.07185813,-2.1327727
SDSS-II SN 9132 (g'r'i'),0.64049333,-0.13440591,0.2539196,0.53333426,-1.6844516,-1.1666862,1.2456208,0.77649575
SDSS-II SN 9155 (g'r'i'),-0.14311847,1.8701895,-0.707114,-1.7184671,0.81894845,-0.5038569,-0.64445317,-1.6610236
SDSS-II SN 917 (g'r'i'),2.9157305,-0.28070408,1.7598407,-0.19992088,0.9568502,1.4464327,-1.8629935,-4.692014
SDSS-II SN 919 (g'r'i'),3.1022427,0.37112752,1.8016135,0.023469795,0.725173,0.85568047,-2.5321722,-4.851237
SDSS-II SN 9194 (g'r'i'),-2.1617029,1.5316272,2.2159858,0.98046726,-1.0945629,-1.046387,0.413325,1.7620754
SDSS-II SN 9239 (g'r'i'),-0.68578345,0.35828346,1.3290172,-0.46786022,0.24391748,-1.8852129,1.5815542,1.7757851
SDSS-II SN 9250 (g'r'i'),-0.33370832,-0.7984703,1.7086526,0.6760434,-1.8934382,0.62865216,-1.5944059,-1.0361588
SDSS-II SN 9268 (g'r'i'),-1.9210681,0.052089117,-1.6743402,1.2713996,0.62663496,-0.13013735,0.39554578,4.8881617
SDSS-II SN 9269 (g'r'i'),0.8581033,1.2118474,0.7949154,-0.8540521,2.5943685,-0.72913784,-0.45434472,-2.6440072
SDSS-II SN 9326 (g'r'i'),-2.5428162,0.20584892,-1.8754119,1.5189147,0.30336872,0.3132935,-0.26233318,4.7730913
SDSS-II SN 9334 (g'r'i'),0.37730867,-0.88466513,-0.5674886,0.48352027,-1.6574973,0.3650403,1.1322749,2.01011
SDSS-II SN 9353 (g'r'i'),-1.8854636,0.6151518,-0.6917486,1.7414396,0.64706177,-0.7643087,0.2975226,4.670886
SDSS-II SN 9424 (g'r'i'),0.5305189,-0.2821696,-0.67672306,0.7215864,0.75393593,-1.778414,1.5343865,1.4957851
SDSS-II SN 9562 (g'r'i'),0.7637029,-0.75268286,1.9210238,0.28799352,-0.7413955,0.4114638,-1.1894308,-2.069936
SDSS-II SN 9566 (g'r'i'),-1.4377352,-0.49599886,-0.8347978,-0.5196458,-1.7726271,1.4076414,1.3120532,2.1636224
SDSS-II SN 9632 (g'r'i'),-1.0209324,0.48976305,1.1908839,1.7090993,-1.6826537,-1.229169,0.9867304,3.3838203
SDSS-II SN 9704 (g'r'i'),-0.40267384,-0.25194418,0.70857316,2.1538782,-1.8514168,-1.6093647,0.53742456,1.513523
SDSS-II SN 9814 (g'r'i'),-1.358855,0.06491749,0.09123269,1.9986416,0.86982566,-2.567454,0.8964455,2.5692742
SDSS-II SN 9884 (g'r'i'),2.0447521,-1.756638,-0.6459924,-0.660136,0.59704334,0.71090925,0.7892386,-1.5683275
SDSS-II SN 9954 (g'r'i'),-0.3594007,-1.3351483,-0.8978312,0.8157555,-1.9543087,0.70237005,0.5821419,2.1090171
SN1000+0216 (g'r'i'),0.78251547,1.0223169,0.6314393,-1.3086935,3.76955,-0.31845924,-1.7622913,-5.1048346
SN2005ed (g'r'i'),-0.44783655,1.4496318,-0.49644303,2.5819335,0.5953847,1.7265155,-2.2665858,1.1617898
SN2005ef (g'r'i'),-0.20716691,0.5826345,0.061780345,-0.3814987,-0.4964469,0.356594,1.4446727,4.086604
SN2005eg (g'r'i'),-0.015901677,0.39392713,-0.9189274,-1.5194349,-0.71308345,1.1185067,-0.6808904,-1.7187282
SN2005ei (g'r'i'),0.99217457,1.1714252,-1.2054892,-1.0068072,-0.4551198,2.122309,-0.15910347,1.0590953
SN2005em (g'r'i'),-0.2876939,-1.0010524,-1.7022856,-1.1563861,-0.05046559,-0.016941298,1.9058286,1.075846
SN2005ey (g'r'i'),0.34863192,0.3398728,-2.7724166,-1.3251505,-0.05797495,3.196129,-0.16081496,0.25782558
SN2005fa (g'r'i'),-0.64462423,-0.2824065,-0.24312258,-1.5216403,-1.8880074,-0.001250503,-0.25176546,-2.1439145
SN2005fb (g'r'i'),0.4852265,0.18256043,-1.1997883,-1.7625569,-0.27003083,0.94015616,0.32072532,-1.8835778
SN2005fd (g'r'i'),-1.0856729,0.429734,-0.6560395,-1.3046397,-0.7070478,-1.2770364,1.9363543,0.23741582
SN2005fe (g'r'i'),0.046206623,0.48089626,1.4435107,0.50725,-0.2340837,1.3134063,-1.9500276,-1.1474752
SN2005ff (g'r'i'),0.1267983,0.2936676,-1.9021407,-1.4963021,-0.337519,2.0305285,1.1300257,0.49845576
SN2005fi (g'r'i'),-0.46605805,-0.7491744,-0.5511135,-0.88552326,-2.687994,1.3804275,0.6383484,-1.2676684
SN2005fj (g'r'i'),-0.030487895,0.435651,-0.7597806,-1.2747414,-0.8155023,1.4371222,-1.1611515,-1.3604711
SN2005fk (g'r'i'),-0.44400272,0.3594773,1.0411775,2.2238681,-0.06327447,-2.611464,0.47878835,1.9503553
SN2005fl (g'r'i'),-0.53370416,1.3629647,1.0246301,1.773378,0.45782527,0.19285706,-1.9546376,0.2932533
SN2005fm (g'r'i'),0.4023699,0.25845948,-2.2020855,-1.7266532,-0.068268515,2.5255785,0.42623988,-0.3213679
SN2005fn (g'r'i'),0.22936852,0.65289026,-1.7153168,-0.51691806,-0.33711863,2.8058212,-1.506016,0.41492072
SN2005fo (g'r'i'),0.8293086,-0.62096655,-2.0636172,-2.0271,0.46518126,0.10105566,1.122899,-1.2399563
SN2005fq (g'r'i'),0.74327666,1.0097646,2.0113473,-0.80588377,2.1205351,1.1295863,-1.8523405,-4.2099442
SN2005fr (g'r'i'),-0.2971675,-0.48677093,-0.29240865,-2.2317832,-1.6898,-0.22829422,0.05461499,-0.86776155
SN2005fs (g'r'i'),0.6344555,0.09117998,-0.14674751,-2.1587644,0.08440256,-0.342905,0.7241637,-2.292715
SN2005ft (g'r'i'),-0.98010874,-0.852262,-0.5408371,-1.0694106,-2.050781,0.39977577,1.4316862,-1.3186908
SN2005fu (g'r'i'),-0.59713584,-0.775028,-0.62120277,-1.6846783,-1.8593878,0.8924667,0.2815565,-1.5369518
SN2005fv (g'r'i'),-0.27348942,-0.31884938,-1.5933005,-1.5856324,-0.8447918,1.5313686,1.5732107,0.12173994
SN2005fw (g'r'i'),0.4196966,0.09630122,-1.5175288,-1.4130402,-1.4758283,2.0707223,0.87358445,-1.4589496
SN2005fy (g'r'i'),0.53799987,0.16161974,0.20879965,-1.7261343,1.6323719,-0.8997848,1.8859789,-1.7248424
SN2005ga (g'r'i'),-0.5998674,-1.1005925,-1.4127369,-1.2551758,-1.2517912,1.6845877,1.2972913,0.47354233
SN2005gb (g'r'i'),0.53170997,0.23715313,-2.9950583,-1.2862369,0.34542412,2.906331,0.10297438,1.1697636
SN2005gc (g'r'i'),0.27108848,-0.12508573,-1.4103527,-1.3749684,-1.4662306,1.8436246,0.8408278,-1.1772989
SN2005gd (g'r'i'),-0.6210731,-1.6535329,-1.1141244,-1.409445,-1.1514639,0.9842139,1.4181294,0.40898684
SN2005ge (g'r'i'),-0.5369686,-1.2164179,-1.1391304,-1.1866211,-0.7004968,0.10980616,1.8645773,0.5604109
SN2005gf (g'r'i'),0.49628514,-1.5585096,-1.9168398,-2.298145,-0.54274535,-0.051768534,1.4266742,-0.6307634
SN2005gg (g'r'i'),0.38464385,-1.5432035,-1.6732607,-2.2125108,-0.6749131,-0.015863433,1.3319068,-0.8118217
SN2005gh (g'r'i'),-0.99470824,1.1333325,-0.84795356,0.2307987,-1.7004279,1.8422879,-0.53624266,0.8364252
SN2005gj (g'r'i'),0.4783701,-1.0925679,2.4907062,0.84718895,-1.3033129,-0.5970478,-1.0632342,-1.5342048
SN2005gp (g'r'i'),-0.22391729,-0.90095425,-1.8466675,-1.4026681,-0.011633884,0.057995092,1.9149401,0.7328807
SN2005gq (g'r'i'),0.09221379,-0.13382033,2.1650817,0.5117819,-2.537431,-0.7477082,-0.1992677,0.45199034
SN2005gs (g'r'i'),-0.41598254,-1.545265,-1.2477787,-1.5137782,-0.8662791,-0.41082254,2.1759095,0.13751991
SN2005gt (g'r'i'),0.6093583,0.34850082,-0.98948675,-1.6859151,-0.26950547,-0.7641911,2.2595148,-0.20324947
SN2005gu (g'r'i'),0.8211749,0.33582807,-0.52817273,-1.8269595,0.5132281,-0.70261574,1.4556605,-1.390773
SN2005gv (g'r'i'),0.6386879,-1.7774379,-0.77333516,-1.2416673,0.20491841,-1.074396,0.97896713,-0.783646
SN2005gx (g'r'i'),-0.65197796,-0.6452472,-1.2076716,-1.2587298,-1.660442,1.696915,1.1118157,-0.34289876
SN2005gy (g'r'i'),-0.5873643,0.37137836,-0.9604818,-1.1286991,2.193161,-1.3904302,-1.2200942,-1.7037766
SN2005hc (g'r'i'),0.7245482,-0.20455348,-2.6224587,-0.9735222,-1.3373773,3.6339478,-0.62267417,1.3052129
SN2005hl (g'r'i'),1.1335516,0.9161258,0.00864762,-0.34203178,0.7323108,-2.1457958,1.4243475,-0.18150575
SN2005hm (g'r'i'),0.47793767,1.5583663,-1.1379949,-1.1473591,0.16243851,-0.49331185,1.0682333,-1.4075816
SN2005ho (g'r'i'),1.3860601,-1.1354141,-4.5231304,-1.0279043,0.7168865,1.9991293,0.31532747,1.4131899
SN2005hp (g'r'i'),-0.7135105,-0.8580508,-1.1142428,-1.221226,-1.2309924,0.26536068,2.1001494,-0.8730132
SN2005hq (g'r'i'),-0.7431224,0.19212443,-0.88416344,-0.27041793,0.30087486,0.025507977,1.4888304,3.1699116
SN2005hs (g'r'i'),0.69961876,-0.2356153,0.6854632,1.263674,-2.493575,-1.6254157,1.0570847,0.75083315
SN2005ht (g'r'i'),-0.9030723,-0.8530197,-0.66243714,-1.0124797,-1.9857769,0.6617821,1.4462274,-0.9364489
SN2005hv (g'r'i'),-1.6439775,-0.7670839,-0.3363844,0.4312378,-2.4195848,0.97892493,0.78987914,2.3137083
SN2005hw (g'r'i'),-0.35134235,0.5098604,0.11518691,-0.106356286,-0.469675,0.045919996,1.3624151,3.9759896
SN2005hx (g'r'i'),-0.6382754,-0.4826914,-1.3965249,-0.9179877,-1.8348615,2.228471,0.7054267,0.30358502
SN2005hy (g'r'i'),-0.41047454,-0.19930655,-0.7158667,-1.2338804,-2.0921865,1.9949594,-0.45462623,-0.6318615
SN2005hz (g'r'i'),-0.064452104,-0.55406415,-0.49052536,0.08498357,-1.875053,1.0626706,1.2270296,2.5054266
SN2005ib (g'r'i'),-0.6664952,0.052719876,0.8055755,-1.2759855,0.7720365,-2.5045245,0.2188839,-1.0393325
SN2005ic (g'r'i'),-0.3350918,-0.9028909,-0.79957664,-1.0551773,0.29488432,-0.6318047,2.3927126,-0.7618657
SN2005ie (g'r'i'),-1.5091044,0.50680035,0.5534852,-0.35033017,-1.9628302,-0.14191693,1.5238583,1.1794045
SN2005if (g'r'i'),-0.014445831,-0.40144503,-0.3749961,0.051482707,-2.075108,1.2269882,1.305103,2.554782
SN2005ih (g'r'i'),0.1696663,-1.1849451,-0.5630957,-1.3280298,0.11628092,-0.5678167,1.6293161,-1.0141653
SN2005ik (g'r'i'),-0.37074897,-1.6998326,-0.5785733,0.5078083,-2.4655983,0.6378683,0.8681797,2.1590385
SN2005in (g'r'i'),-0.5640591,-0.9398335,-1.3624105,-1.2057248,-1.2940251,1.7195832,1.168703,0.4750432
SN2005it (g'r'i'),0.832047,-0.8787813,-0.38094372,0.2784182,-1.1986679,-1.2413855,2.2041857,0.44508505
SN2005iv (g'r'i'),-0.4795631,-0.8508639,-0.1633414,-2.3044264,-1.7561342,-0.18505782,0.1250885,-0.40492347
SN2005iw (g'r'i'),0.9293233,-0.9979774,-0.006952215,0.89521164,-1.0245878,-2.0345657,0.98527855,0.41219342
SN2005iy (g'r'i'),-2.1333556,1.6009706,2.3024035,1.0048065,-1.06733,-1.050213,0.333721,1.7136546
SN2005jb (g'r'i'),-0.16173205,0.05723427,2.576987,0.74026537,-1.919375,-0.92015296,-0.7493484,-0.16824651
SN2005jd (g'r'i'),-0.020720426,-1.1218163,-0.6690202,-1.1384251,-1.2962612,0.16680019,1.489157,-0.88848513
SN2005jf (g'r'i'),-0.81292796,0.087340124,2.3003786,-0.04986391,-1.29813,-1.9737508,0.63805354,-0.31428534
SN2005jg (g'r'i'),-1.3667737,1.1598796,1.7048209,0.6853004,-1.315891,-0.9113969,0.9108089,2.9260113
SN2005jh (g'r'i'),-1.9308743,-0.7562405,-2.506945,0.6873372,-0.9880589,1.9004852,-0.6435193,3.4092216
SN2005jk (g'r'i'),0.74205494,-0.34576583,-1.4465367,-2.0098567,-0.07609866,0.31738034,1.3204439,-1.3486301
SN2005jm (g'r'i'),-0.7729848,-1.7154493,-0.6094905,-0.59532756,-1.7861724,0.71151394,1.1262372,1.5287935
SN2005jn (g'r'i'),-1.1951216,-0.8759087,-0.5895842,-0.92442656,-2.0310628,0.34703845,1.678313,-0.7590798
SN2005jo (g'r'i'),-0.4640886,-1.9413,-0.55254835,-0.5506245,-1.4910289,0.2253087,1.2789375,1.747749
SN2005jq (g'r'i'),0.9638887,0.25814018,-0.76034033,-1.6938388,1.1664544,0.9442765,-0.10163554,-2.094435
SN2005jr (g'r'i'),1.4725928,-1.2501632,-0.6602877,-0.4739381,-0.9402557,0.78386307,0.7024381,-1.1495116
SN2005js (g'r'i'),-0.6964296,-0.19314826,-1.8374019,-0.28505933,1.0734789,-0.13627088,1.4428908,3.1043112
SN2005jt (g'r'i'),-0.86370254,0.12910664,0.2565133,0.15299791,1.1646738,-1.7617608,1.632008,2.133806
SN2005ju (g'r'i'),-1.3797092,-0.8313991,-0.4096457,-1.0566965,-1.6785637,-0.5433204,1.7601352,-1.052796
SN2005jv (g'r'i'),0.41720936,0.1959211,0.26569548,-1.7078944,1.6148976,-0.92134565,1.6880604,-1.7749207
SN2005jw (g'r'i'),-1.5882126,0.99391925,1.1756519,2.5335076,-0.40354058,-0.7187241,-1.0985197,1.8757085
SN2005jx (g'r'i'),-2.1548252,-0.43254885,-1.3103428,1.3209939,-1.3621227,1.1311344,-0.20205498,4.030591
SN2005jy (g'r'i'),-2.2457218,0.554163,0.5406259,0.2511345,-1.6722844,0.2776324,1.2913321,2.487369
SN2005jz (g'r'i'),0.31746706,0.34371787,-0.62477463,-2.362323,0.112202995,-0.547202,1.4588401,-1.8531699
SN2005kj (g'r'i'),2.7677693,-0.10943744,0.7860013,-0.7242812,1.8225527,1.369114,-2.4686923,-6.0226965
SN2005kn (g'r'i'),-2.2536163,0.63772357,0.71918374,0.2970522,-1.6919972,0.1579276,1.2094002,2.3794544
SN2005kp (g'r'i'),-1.4828914,-0.8274406,-2.0059302,0.5466019,-1.4045392,1.9988201,-0.40987396,3.0283232
SN2005kq (g'r'i'),-0.8622073,-0.33890015,-2.0396688,-1.469484,0.9610164,-1.7916431,0.054143526,-0.86805385
SN2005kr (g'r'i'),-0.22812769,-1.3600353,-0.7671778,0.59931874,-0.3839057,-0.6617624,1.4167029,3.3434634
SN2005ku (g'r'i'),-0.9177631,0.3506757,-1.2922946,-0.9615767,-0.61778617,2.5615797,0.8834182,1.5912082
SN2005lb (g'r'i'),0.85074896,1.3215045,1.5032575,0.28617668,2.1406918,-0.2440595,-1.8113977,-2.9981828
SN2005lc (g'r'i'),1.5747514,0.1990721,3.284278,-0.16718933,1.1791828,-1.0317084,-0.34861833,-2.6783733
SN2005ld (g'r'i'),0.3332528,-2.4328833,-0.46853274,0.20320791,-1.9036295,1.5513674,-0.27166823,1.0254723
SN2005le (g'r'i'),0.076349385,0.51171684,-1.3334216,-1.3472093,-0.0820266,-0.56939894,1.0168141,-0.93266016
SN2005lf (g'r'i'),-1.0743463,0.27898526,0.98035616,1.0989276,-1.770535,-1.0839849,1.4694902,3.1770003
SN2005lg (g'r'i'),-1.7073922,-0.42164564,0.3620513,0.3206611,-0.6743194,-1.578841,1.7186943,1.3904403
SN2005li (g'r'i'),-0.60736465,-1.1911243,-1.2249782,-1.1782677,-0.4852678,0.31830698,1.9894772,0.66169864
SN2005ll (g'r'i'),-2.9699383,0.7141248,-1.4846396,2.1166232,0.52018416,-0.11032479,-0.7328,4.584987
SN2005lo (g'r'i'),-2.2478685,-0.3175469,-1.5753748,1.4782492,-0.6441621,0.7108077,-0.12584727,4.461898
SN2005lp (g'r'i'),-1.1859967,-0.22760442,-0.62808067,-0.89380556,0.18334943,1.3090678,2.0058703,0.4872996
SN2005lq (g'r'i'),0.48413312,-0.527083,-0.39880258,0.2285124,-1.6633017,0.8192992,1.2420448,2.7033165
SN2005mh (g'r'i'),-0.11154588,-1.4649063,0.36076307,-0.88456404,-1.3652788,-1.4988225,1.5220348,0.6053717
SN2005mj (g'r'i'),-0.55866617,-1.5249581,0.51039237,0.80334735,-2.5539966,1.1818849,-1.0157208,0.3773364
SN2005ml (g'r'i'),0.26299354,-2.392983,-0.39615786,0.23130211,-1.9727323,1.6038033,-0.38638425,0.9593383
SN2005mn (g'r'i'),-0.18981671,-1.3862813,-0.9068839,0.9188882,0.10846432,-1.1949792,1.437227,2.9855125
SN2005mo (g'r'i'),0.016493838,-1.739078,0.46137834,-0.8147641,-1.4493396,-1.5435154,1.3494688,0.32726377
SN2005mp (g'r'i'),2.2561061,-1.6822373,-0.5852074,-0.6357889,1.461808,0.6742279,0.43824708,-1.8925854
SN2006aa (g'r'i'),2.9343936,-0.20286036,1.7769386,-0.32375595,1.1638154,1.4933925,-1.891403,-4.866224
SN2006au (g'r'i'),-0.6814581,0.496771,2.2399132,1.3456006,-0.73620486,-1.9304457,-0.14223844,0.20386678
SN2006bo (g'r'i'),1.0349401,1.1515033,1.4461908,-0.4213835,2.2910702,0.78922904,-2.303315,-4.270679
SN2006eb (g'r'i'),0.09210672,0.9056498,0.51939154,1.2857853,0.13587962,1.9570348,-2.4978108,-0.8537858
SN2006eq (g'r'i'),-1.001975,1.4960642,0.8526179,1.8584503,-0.26188746,0.613187,-2.1320665,-0.47556317
SN2006er (g'r'i'),-0.6236307,0.07766717,1.2142371,0.032968517,-1.3954643,0.82175386,-1.3991939,-0.94257194
SN2006ew (g'r'i'),-0.57750666,1.3353567,-0.09513607,2.2181807,0.30480027,1.5460676,-2.2768743,0.46927285
SN2006ex (g'r'i'),0.4383491,0.29315594,1.461822,-0.44006565,-0.5457947,0.8742489,-1.7349269,-2.5509822
SN2006ez (g'r'i'),2.1941986,-0.24186257,1.5980982,-0.2806978,0.5877928,1.6486026,-1.3922393,-3.5123935
SN2006fa (g'r'i'),-1.0289137,-0.13248083,0.20045349,-1.3232998,-1.4805394,-0.6487098,0.70228827,-0.9846006
SN2006fb (g'r'i'),-0.3864446,0.58939904,1.3838454,-0.62467307,-0.58017105,0.086033955,-1.3779185,-2.0315988
