0,1,2,3,4,5,6,7,8
SDSS-II SN 18166 (g'r'i'),2.9810946,-0.054153852,1.1666654,-0.37147215,2.257364,1.0086654,-2.40675,-6.0050054
SDSS-II SN 18170 (g'r'i'),-0.9295179,-0.49072152,1.1876842,-0.076868005,-2.590883,-0.23707344,0.28683838,-0.12481619
SDSS-II SN 18187 (g'r'i'),1.5469555,0.2814014,2.6690729,0.34929207,1.3271927,-0.67577386,-0.743482,-2.7647347
SDSS-II SN 1821 (g'r'i'),0.7221199,1.36348,1.2945293,0.20052344,2.3776395,-0.7684472,-1.405483,-2.6647446
SDSS-II SN 18228 (g'r'i'),0.6749576,0.25234127,-0.22662617,-1.1427795,3.4994729,-1.1323519,-0.9389052,-3.1151323
SDSS-II SN 1823 (g'r'i'),-0.68127936,1.2889564,0.096895054,2.2053044,0.31138477,1.3000392,-2.2491715,0.18091802
SDSS-II SN 18243 (g'r'i'),-0.5726722,-0.03913394,-1.2767271,-1.076154,0.4194168,-1.7573466,0.33103275,-0.88121027
SDSS-II SN 18253 (g'r'i'),-0.37841833,-0.4762618,-0.73414415,-0.32232222,0.7091484,-1.4028143,2.0039952,0.43928963
SDSS-II SN 18266 (g'r'i'),3.160401,-0.35528916,0.78424525,-0.6698322,1.6442021,1.2570121,-2.3356688,-6.080463
SDSS-II SN 18268 (g'r'i'),2.5747159,0.5545158,1.4747186,-0.26096952,2.2792385,0.7120109,-2.4332476,-5.312775
SDSS-II SN 18269 (g'r'i'),1.1813529,-0.051469572,1.8395451,1.6800826,1.2163945,-0.3607243,-1.334051,-2.3669195
SDSS-II SN 18273 (g'r'i'),-1.4256014,-0.7069123,-0.27726626,0.5726557,0.20586546,-1.7704678,1.7216032,1.3237351
SDSS-II SN 18276 (g'r'i'),0.5802286,-0.730277,-0.61834365,-0.34016111,0.51905364,-1.3684076,2.257846,-0.108324274
SDSS-II SN 18291 (g'r'i'),2.5671003,0.7319761,2.5624907,0.46982938,2.6573935,0.06515292,-1.440336,-3.9383912
SDSS-II SN 18301 (g'r'i'),0.9844907,-0.94617516,-0.35548404,0.2250534,-0.14851123,-1.5555712,1.8682353,0.33544773
SDSS-II SN 18311 (g'r'i'),-0.82270366,-0.46922597,1.9302967,1.3248311,-2.1559281,0.12063474,-1.5245665,-0.25928584
SDSS-II SN 18321 (g'r'i'),2.4820652,-0.46695513,-0.08835639,-1.3349695,2.6268544,0.9562991,-0.0045847404,-2.9037762
SDSS-II SN 18324 (g'r'i'),-0.6388837,-0.13092582,-0.59277445,-0.7560373,-0.48299772,-1.4617726,1.4262708,-0.4204806
SDSS-II SN 18339 (g'r'i'),-1.7573911,-0.61438817,0.4262914,0.4226565,-1.7248538,-1.1027548,1.4076967,1.2539089
SDSS-II SN 18360 (g'r'i'),1.581903,1.0838085,1.0078658,-0.64510983,3.174069,-0.3088951,-2.1799562,-4.8760986
SDSS-II SN 18365 (g'r'i'),1.3499928,-0.27009222,2.3156655,1.1729002,0.823216,-0.49077666,-0.81283677,-2.255629
SDSS-II SN 18374 (g'r'i'),0.6599324,-0.13272543,-0.87091684,-1.9253412,-0.04186591,0.01652705,0.9657664,-1.7297608
SDSS-II SN 18376 (g'r'i'),0.70770055,0.7091612,2.1747768,0.34636283,1.6313298,0.99518245,-2.004739,-3.3768027
SDSS-II SN 18380 (g'r'i'),-0.56894714,1.137412,1.185112,2.3088877,0.9189112,-0.5984822,-1.5410093,0.8018618
SDSS-II SN 18391 (g'r'i'),-1.9371146,0.35815623,-1.8770477,1.4481196,1.7346249,-1.0000767,0.26406884,4.050623
SDSS-II SN 18393 (g'r'i'),-0.9970583,0.47573233,1.6875927,2.1019595,-1.0399895,-1.4579933,-0.55179965,0.67185396
SDSS-II SN 18399 (g'r'i'),1.3127799,-1.1324914,1.1740217,-0.5995697,0.69574726,0.13097154,0.41311613,-2.1308908
SDSS-II SN 18405 (g'r'i'),-0.5464996,0.21499875,0.75845826,0.5790542,-0.80641496,-2.0947125,1.0367693,-0.31434974
SDSS-II SN 18425 (g'r'i'),1.4052991,0.03383082,-0.3605155,-1.6834034,3.447332,0.47752163,-0.9558747,-4.307077
SDSS-II SN 18447 (g'r'i'),0.28538245,0.07498299,1.8673583,1.3355538,0.8921062,-1.7396579,-0.34773466,-0.7307319
SDSS-II SN 18454 (g'r'i'),-0.66286474,0.19075477,-0.5779201,-0.855901,2.3603852,-1.3610339,-1.5850888,-1.9339286
SDSS-II SN 18459 (g'r'i'),0.24130723,1.1881751,0.7548174,-1.491284,3.3331976,0.10345081,-0.9558513,-3.9566028
SDSS-II SN 18479 (g'r'i'),0.029154835,0.37126777,-1.1791842,-1.4512391,2.2292838,-0.69129115,-0.7095482,-1.8014964
SDSS-II SN 18582 (g'r'i'),-0.08037529,0.6292095,-0.76074976,-1.3739707,1.4898311,-1.4884427,-0.20791604,-1.5288582
SDSS-II SN 18589 (g'r'i'),0.04806708,-0.8893778,1.2422966,0.3194353,-2.6364315,-0.3413733,0.1345851,0.28874996
SDSS-II SN 18601 (g'r'i'),0.93770546,0.8075609,2.7567456,-0.50885093,1.9770793,0.88868827,-1.4551612,-3.9023569
SDSS-II SN 18615 (g'r'i'),-0.34193125,0.4889776,1.4438409,2.4152374,-1.1629295,-2.3899622,0.21129133,1.0318984
SDSS-II SN 18644 (g'r'i'),0.5420495,-1.2412392,0.96166164,-1.0215212,0.7348424,-0.453439,1.1587137,-1.6953925
SDSS-II SN 1866 (g'r'i'),-0.96096855,0.85383415,1.6108568,0.5350385,-0.22932564,-0.26436508,-1.6718676,-1.1098089
SDSS-II SN 18666 (g'r'i'),-0.95548797,-0.5154203,0.31402722,-0.96343476,-1.4121548,-1.0238549,1.0353756,-0.60659266
SDSS-II SN 18688 (g'r'i'),2.1465333,-0.061483994,2.7269876,0.8767109,1.6505274,-0.25074294,-0.6562508,-2.977218
SDSS-II SN 18691 (g'r'i'),3.0025744,-0.15782014,0.9140981,-0.6271033,2.129029,1.0972542,-2.3865952,-6.1332293
SDSS-II SN 18693 (g'r'i'),2.0923772,0.4688589,2.73795,-0.28871655,1.6659219,1.1800891,-1.5595193,-4.204223
SDSS-II SN 18704 (g'r'i'),-0.6112532,0.08064063,1.200957,-1.363531,-0.65156233,-1.9628072,1.1859195,0.0334476
SDSS-II SN 18718 (g'r'i'),0.66603297,1.2176442,1.2880136,0.39530212,2.3710804,-1.1122975,-1.0521889,-2.1881797
SDSS-II SN 18722 (g'r'i'),-1.0069985,0.16714776,1.1046954,-0.5626054,-1.3568937,-1.3164184,0.95945364,-0.39461136
SDSS-II SN 18733 (g'r'i'),0.16478255,0.9935572,0.56924903,-1.7324574,3.7053924,0.40047687,-1.4989899,-5.0023146
SDSS-II SN 18779 (g'r'i'),1.1717296,-1.0891856,1.3668154,-0.691083,0.65114474,0.13044092,0.42539027,-2.190598
SDSS-II SN 18780 (g'r'i'),-1.034478,-0.3517205,2.25616,1.1982491,-2.332423,0.024527282,-1.5914575,-0.25768307
SDSS-II SN 18812 (g'r'i'),1.6173481,-0.33579028,2.5706832,0.7040722,0.8231786,-0.15329133,-0.7063083,-2.5566888
SDSS-II SN 18814 (g'r'i'),1.3576204,-1.0039232,1.4482062,-0.47150466,0.51062506,0.40242928,0.041132133,-2.2994072
SDSS-II SN 18823 (g'r'i'),0.8319398,-0.44409144,2.143322,0.95256907,0.09807537,-0.9713152,-0.5462592,-1.696578
SDSS-II SN 18824 (g'r'i'),-0.67463773,-0.21266946,1.1838647,-1.4359133,-0.0011878698,-2.430746,0.7426352,-0.34291837
SDSS-II SN 18832 (g'r'i'),1.51036,-1.0139947,1.427406,-0.33280966,0.7050812,0.22262116,0.13842458,-2.2742758
SDSS-II SN 18836 (g'r'i'),-0.78266394,0.81713015,0.06930037,0.56485784,0.7805366,-2.774871,0.05132722,-0.10163069
SDSS-II SN 18898 (g'r'i'),1.958566,-1.767078,0.17132628,-0.61348873,0.7265683,0.61072344,0.5841766,-1.9451365
SDSS-II SN 18914 (g'r'i'),0.69598687,0.7141151,0.6180172,-1.4965773,3.220758,0.84408396,-1.7302176,-5.032516
SDSS-II SN 18917 (g'r'i'),-0.43650204,-0.66158026,-0.7907788,-0.23343447,0.3539438,-1.4875491,1.9261769,0.5984891
SDSS-II SN 18935 (g'r'i'),1.54209,-0.11689489,2.9374924,0.27974787,0.7935947,-0.42652658,-0.59616333,-2.5894034
SDSS-II SN 18941 (g'r'i'),-0.22023857,-0.7995822,1.2134789,0.40221596,-2.6278572,-0.34270555,0.060988344,0.2766172
SDSS-II SN 18943 (g'r'i'),-0.8685135,0.17576781,0.5741152,-0.13688315,-0.4839926,-2.0050626,1.3923259,-0.40510067
SDSS-II SN 18952 (g'r'i'),-1.700986,-0.20087437,0.3862843,0.69710004,-0.27677768,-1.7437316,1.5195663,1.5915837
SDSS-II SN 18970 (g'r'i'),2.9948664,0.022087596,1.6598564,0.17910853,2.3033519,0.9776179,-2.4249666,-5.741641
SDSS-II SN 18971 (g'r'i'),-1.8924602,0.5388747,-0.04103701,1.8764415,-0.71987027,-0.18033235,0.17871739,4.672607
SDSS-II SN 18973 (g'r'i'),0.022761159,0.6648843,2.2511215,0.73853743,-1.7227134,-1.7057847,0.49857056,1.6162769
SDSS-II SN 18978 (g'r'i'),1.4925634,0.4097046,0.7812875,-1.1983311,0.9643674,1.4442432,-0.7695463,-2.756395
SDSS-II SN 18979 (g'r'i'),0.89723134,1.091225,0.08249886,-1.1807997,1.7696836,-0.15210168,-0.16784902,-2.1541793
SDSS-II SN 18982 (g'r'i'),2.2528477,-1.0173765,1.94549,0.095771514,0.5772781,0.69413644,-0.30386776,-2.6801348
SDSS-II SN 18990 (g'r'i'),-1.0063429,0.3276936,-0.57448626,0.19368464,0.94748867,-0.94164556,1.4676416,2.7833476
SDSS-II SN 18993 (g'r'i'),-1.1001682,0.21530092,0.8705751,-0.15519844,-0.89368945,-1.8126265,1.2792046,-0.4185271
SDSS-II SN 19000 (g'r'i'),-1.6573793,-0.80279475,0.37728956,-0.08654929,-2.4835134,-0.004826977,0.89691883,0.7744177
SDSS-II SN 19014 (g'r'i'),0.0803582,0.050763264,-0.6436853,-1.2125273,3.0699565,-1.3535303,-0.9200878,-2.5289657
SDSS-II SN 19024 (g'r'i'),-0.3433702,-0.34544468,1.5994552,0.29272825,-1.4588001,0.4684032,-1.3939345,-1.1984351
SDSS-II SN 1903 (g'r'i'),1.9163629,-0.42538488,-0.5885703,-1.5929714,3.0672657,0.7975063,-0.3417744,-3.4260075
SDSS-II SN 19030 (g'r'i'),-1.0556766,0.008826969,0.70555675,-0.08233037,0.85853755,-1.9045159,1.8594732,1.9047812
SDSS-II SN 19032 (g'r'i'),-0.045359265,0.13933916,1.2469902,1.3349708,-0.6675262,-2.2630677,0.44898218,0.07264365
SDSS-II SN 19034 (g'r'i'),1.7087924,-0.315753,2.392733,0.74738234,0.86571515,-0.05382762,-0.81561774,-2.6684237
SDSS-II SN 19045 (g'r'i'),1.9470671,-1.6318489,-0.86106,-0.7765721,0.4677085,0.74791664,0.8498329,-1.4767069
SDSS-II SN 19047 (g'r'i'),1.527253,-0.22475553,1.6056257,1.8102517,1.0678581,-0.18398759,-1.460002,-2.4809434
SDSS-II SN 19052 (g'r'i'),-1.3598107,-0.22020715,-0.22213829,2.0486982,-0.71218044,-0.68690145,0.7334202,4.331504
SDSS-II SN 19065 (g'r'i'),0.25815156,0.018200349,-0.47202516,-0.20787553,1.167722,-1.9200513,1.8974361,0.4887207
SDSS-II SN 19069 (g'r'i'),-2.280363,0.15235484,-2.5870008,1.2703441,1.4937042,-0.24625358,-0.20335567,4.018312
SDSS-II SN 19091 (g'r'i'),-0.64207023,0.5839509,1.8767052,1.6895629,-0.86326057,-2.0584562,0.053532347,0.92572814
SDSS-II SN 19137 (g'r'i'),1.8343246,-1.4820715,0.1680129,-0.66485804,0.91699034,0.5255898,0.46470717,-1.9806263
SDSS-II SN 19154 (g'r'i'),0.7530877,1.0371797,1.3635273,-0.739309,2.0992866,-1.0652952,-0.14471674,-2.288579
SDSS-II SN 19175 (g'r'i'),-0.9563455,0.3631268,1.7169334,1.6982803,-2.4672468,-0.9945571,0.14064436,1.9466522
SDSS-II SN 19189 (g'r'i'),2.060255,0.17143048,2.6900368,0.4247876,1.5329604,0.23044339,-1.0648187,-3.3311605
SDSS-II SN 19190 (g'r'i'),1.0401582,0.08262221,2.834672,0.2935985,0.6602935,-1.2783041,-0.37796834,-2.0487626
SDSS-II SN 19192 (g'r'i'),2.5917914,0.19537781,1.9333379,-0.23104547,0.85228395,1.1784459,-1.7762316,-4.1016545
SDSS-II SN 19205 (g'r'i'),0.03085965,0.68571985,0.29106057,-1.5648729,0.4776575,-1.1641695,0.72018695,-1.731493
SDSS-II SN 19209 (g'r'i'),0.48378038,1.2421744,-0.34853595,-1.6838285,1.0491256,-1.5242714,0.6208996,-1.2627796
SDSS-II SN 1921 (g'r'i'),-0.95430917,-0.03093514,0.73697394,-0.030453533,0.4592176,-2.3532555,1.6309565,-0.13956375
SDSS-II SN 19212 (g'r'i'),-1.2354455,-0.7109682,0.75513744,-0.39054504,-2.728106,0.2503492,0.68280894,-0.028033262
SDSS-II SN 19221 (g'r'i'),0.6333595,0.9731956,1.6200047,-0.66912407,1.7499593,-1.0367311,-0.34808084,-2.3519738
SDSS-II SN 19308 (g'r'i'),-0.75397,1.1646119,1.2555182,0.4432776,-0.9290361,-0.59295475,1.0084091,3.9311824
SDSS-II SN 19319 (g'r'i'),0.55799943,0.39497793,0.045737736,-1.6679233,1.591961,-0.9344552,1.5715716,-1.6889334
SDSS-II SN 19322 (g'r'i'),0.6811315,-1.5396497,0.022147715,0.20366195,-2.0340538,0.45003474,0.4952386,0.47937912
SDSS-II SN 19336 (g'r'i'),0.23483613,0.09130166,-0.5504038,-1.209677,3.2069771,-1.2935852,-0.9240992,-2.7020817
SDSS-II SN 19338 (g'r'i'),0.19078587,-0.9151478,-1.0010337,0.7587036,0.19429944,-1.3000674,1.5787493,1.7643081
SDSS-II SN 19339 (g'r'i'),-1.3206879,-0.0741509,0.3340295,-0.8192427,-1.2994525,-1.0630637,1.7647239,0.83988994
SDSS-II SN 19344 (g'r'i'),-0.47880122,0.93266475,-0.46947062,0.2681378,1.9237359,-2.355346,0.17562486,-0.060778618
SDSS-II SN 19346 (g'r'i'),0.43865678,0.015147602,0.82016295,1.1360062,-1.2797452,-2.0024264,1.1784455,1.5883473
SDSS-II SN 19347 (g'r'i'),-1.1136823,-0.5576672,0.24023297,-0.9359758,-1.612661,-0.7006383,1.08837,-0.4794798
SDSS-II SN 19350 (g'r'i'),-2.368937,-0.030245503,-2.8898203,1.059256,1.100514,0.32786083,-0.36765206,4.056027
SDSS-II SN 19352 (g'r'i'),-1.3647358,-0.33024,-0.751347,-0.80042666,1.2129805,-2.1149664,0.81924886,-0.18126401
SDSS-II SN 19387 (g'r'i'),2.291058,0.8071065,0.99067324,-0.8371226,2.8317616,0.35242587,-2.4974647,-5.5876093
SDSS-II SN 19395 (g'r'i'),0.8798172,0.2558913,-0.16375244,-1.1392642,3.5831604,-0.99991024,-0.9048705,-3.2389646
SDSS-II SN 19399 (g'r'i'),-0.12740579,1.1045157,-0.69544595,-1.3223758,1.7571607,-1.3278178,-0.5417062,-1.5210652
SDSS-II SN 19408 (g'r'i'),-0.09267303,0.79669785,2.355758,0.36857122,-1.7939891,-1.3695287,0.508906,1.7973003
SDSS-II SN 19424 (g'r'i'),-1.6943588,0.15098602,0.38894302,2.1221318,-0.22694592,-1.9820162,0.52496636,1.9530681
SDSS-II SN 19428 (g'r'i'),0.76414263,-2.1024065,-0.5366274,-0.6763212,-1.0426964,0.6701224,0.91520983,-0.5688715
SDSS-II SN 19434 (g'r'i'),-1.3508933,-0.6186976,-0.63605475,2.2662551,-0.06602691,-1.197369,0.6637952,3.7179945
SDSS-II SN 19438 (g'r'i'),1.2874247,0.78659254,2.517201,-0.032555427,1.6908576,-0.97739965,-0.81898224,-2.8687606
SDSS-II SN 19461 (g'r'i'),-0.11870324,1.4108914,-0.65072256,-1.2352599,1.916364,-1.4986287,-0.5729485,-1.3136964
SDSS-II SN 19465 (g'r'i'),-0.61294675,-0.07350971,2.343881,1.0674006,-2.1015563,-0.61747754,-1.0186143,-0.061633393
SDSS-II SN 19467 (g'r'i'),-0.5083872,-0.9352669,-0.8046306,0.82546836,-0.5729518,-0.18858272,1.1584381,3.795374
SDSS-II SN 19468 (g'r'i'),0.65064645,-0.17997205,1.5518582,0.45299435,-1.0614638,-2.398487,1.0546497,0.83789045
SDSS-II SN 19487 (g'r'i'),2.9170048,0.21271238,1.7532668,0.24581786,2.328511,0.79121125,-2.398003,-5.5025434
SDSS-II SN 19490 (g'r'i'),0.05059454,-1.7374933,-0.23482248,0.17131628,-0.9759695,-1.0054864,1.486351,2.358545
SDSS-II SN 19499 (g'r'i'),-1.2980733,-1.0281503,-0.33416185,0.47534963,-2.5595522,0.9139382,0.5749909,1.8068541
SDSS-II SN 19504 (g'r'i'),-0.9513552,1.526335,0.93739897,0.7615713,0.38296476,-1.2361419,0.86674446,4.258881
SDSS-II SN 19510 (g'r'i'),-0.9297654,-0.34766,1.997068,1.6505783,-2.0685966,-0.0005731392,-1.6447846,-0.12960806
SDSS-II SN 19517 (g'r'i'),-1.6098411,-0.092952415,0.29054323,1.3996285,0.2520477,-2.0827978,1.096794,1.7668915
SDSS-II SN 19530 (g'r'i'),0.57239807,-0.7364936,2.3517184,0.8974324,-0.7598631,-0.84134847,-0.8085361,-1.5017844
SDSS-II SN 19539 (g'r'i'),2.3039734,-0.41356206,2.410616,0.35697407,0.64475936,0.99800944,-1.2608067,-3.427272
SDSS-II SN 19555 (g'r'i'),-0.38013387,0.64910346,1.8837787,-0.53267735,-0.38865492,-1.9035668,1.1632729,1.4451542
SDSS-II SN 19573 (g'r'i'),-0.27194503,0.072884694,-0.31996882,0.09150346,-0.4345655,0.2327241,1.2915303,4.2821827
SDSS-II SN 19575 (g'r'i'),0.30189088,-1.9819065,-1.5349793,0.49416426,0.17720632,-0.70275766,1.4378012,1.5566037
SDSS-II SN 19582 (g'r'i'),-1.0507934,0.13888845,0.6058748,2.55129,-0.33530086,-2.117942,0.30328485,2.1446264
SDSS-II SN 19636 (g'r'i'),-0.45569175,0.1998703,-1.1930828,-1.2910832,2.3724785,-1.2582378,-1.1366816,-1.8497795
SDSS-II SN 19645 (g'r'i'),1.573368,-2.2575107,-0.3131695,-0.19669728,-0.4030171,0.50276476,0.429386,-0.7526999
SDSS-II SN 19682 (g'r'i'),1.8611271,-0.011625165,2.4385982,0.6693229,1.1930903,0.12003564,-1.128084,-3.0744786
SDSS-II SN 19699 (g'r'i'),3.3519158,0.6128697,1.4589078,-0.781389,2.8638935,0.37674576,-1.7849648,-5.03669
SDSS-II SN 19711 (g'r'i'),-1.652773,-0.6465674,0.067049555,-1.50507,1.3271357,-2.4053679,0.4985494,-0.60494083
SDSS-II SN 19721 (g'r'i'),-0.7230779,-0.50699866,2.0427697,1.18725,-2.0763013,0.23008657,-1.6634415,-0.5388523
SDSS-II SN 19723 (g'r'i'),-0.29338574,-1.8677311,-0.41500485,-0.24117178,-1.3731729,-0.2214818,1.3793707,2.2040536
SDSS-II SN 19725 (g'r'i'),1.2965331,-2.1910257,0.10572418,0.16445059,-1.0496789,0.43906567,0.05272605,-0.7179456
SDSS-II SN 19733 (g'r'i'),2.0052874,0.835768,0.83945954,-0.83341813,3.1647856,-0.013271505,-2.3754528,-5.538478
SDSS-II SN 19748 (g'r'i'),1.8947608,0.4756392,2.6999147,0.29390004,1.9094682,0.2574213,-1.2251534,-3.5406184
SDSS-II SN 19764 (g'r'i'),-0.64276904,0.28520682,0.9043625,2.3058133,-0.17672445,-2.4332378,0.42668656,1.9800494
SDSS-II SN 19769 (g'r'i'),-1.381251,-0.4365931,-0.43410966,2.350203,-0.21589369,-1.2117405,0.64493626,3.814881
SDSS-II SN 19772 (g'r'i'),-0.91950494,-0.27216604,-0.42458186,1.1609789,-0.6825633,-0.17545599,0.98459375,4.427421
SDSS-II SN 19776 (g'r'i'),-0.9726896,0.57170874,2.1658514,1.4190065,-1.4847802,-1.5752969,-0.0795961,0.9148818
SDSS-II SN 19778 (g'r'i'),1.0638628,0.9159012,0.3453879,-1.5909326,2.9238656,0.26326677,-0.2706511,-3.2133007
SDSS-II SN 19780 (g'r'i'),-1.6827723,-0.5472808,0.8083287,1.4912113,-2.585815,0.535481,-0.8678998,1.5170556
SDSS-II SN 19781 (g'r'i'),1.9278901,-0.8799202,2.7287517,0.28910577,0.53462046,0.16458052,-0.22561662,-2.4540548
SDSS-II SN 19784 (g'r'i'),-1.0079299,0.39871216,0.6865756,2.295654,0.6862462,-2.826257,0.59169006,2.4645038
SDSS-II SN 1979 (g'r'i'),-0.292883,-0.02866194,2.4847162,0.7751045,-2.0660918,-0.6714354,-0.9081082,-0.18312158
SDSS-II SN 1980 (g'r'i'),1.7366439,-0.12377592,1.6862749,0.54776007,0.48927465,1.7490526,-1.7620344,-2.7169409
SDSS-II SN 19804 (g'r'i'),-2.3662107,0.33271167,0.9488412,0.39169583,-1.210939,-1.1680036,1.4568435,1.5144513
SDSS-II SN 19848 (g'r'i'),0.46577093,-0.17391835,-0.9932646,-1.2833405,-0.5320043,-0.78662974,2.023199,-0.5120835
SDSS-II SN 1991 (g'r'i'),-0.52235615,0.15623903,2.3024557,1.1571848,-1.6598831,-1.128077,-0.62843543,0.08587969
SDSS-II SN 19986 (g'r'i'),0.047562875,-0.26983717,-0.022464404,-0.44727993,-0.73399776,-1.752091,1.56464,0.047059838
SDSS-II SN 19987 (g'r'i'),-0.9153555,0.0453858,-0.8337187,0.8643221,0.911847,-1.1852804,1.2166839,3.1928356
SDSS-II SN 20033 (g'r'i'),0.3514561,-0.8349579,-1.0127268,0.7618826,-0.2516745,-1.0504613,1.5781101,1.5822679
SDSS-II SN 20043 (g'r'i'),-0.13193196,0.3161711,1.1606026,-1.477916,-0.25424275,-0.86567914,0.099526875,-1.9089518
SDSS-II SN 20045 (g'r'i'),0.5112786,-1.082069,1.6708233,0.5571644,-0.21357799,-1.2911574,-0.13846275,-1.7348135
SDSS-II SN 20046 (g'r'i'),-1.4541105,-1.0539918,0.022703104,1.2246655,-2.429541,0.20095508,0.74169934,2.8520572
SDSS-II SN 20065 (g'r'i'),-1.1105356,-0.001253358,0.20752698,2.5241501,-0.16302921,-1.9775816,0.7073104,3.154866
SDSS-II SN 20090 (g'r'i'),0.008684218,0.8405317,-1.3514887,-1.4354284,0.050300688,-0.5881488,0.76876193,-1.0641501
SDSS-II SN 20128 (g'r'i'),1.1756716,-0.9064261,-0.53388995,-0.19337925,-0.0705463,-1.1066784,2.100576,-0.2627256
SDSS-II SN 20141 (g'r'i'),-1.9525026,0.89831114,-0.056856163,1.7400982,-0.25044456,-0.32073665,0.16290258,4.8800306
SDSS-II SN 20171 (g'r'i'),0.44069758,1.1454185,-0.30985498,-1.662922,0.92005825,-1.3908441,0.7455062,-1.2988516
SDSS-II SN 20217 (g'r'i'),-0.10104639,-1.2605782,-0.6372182,0.9628206,0.08010229,-1.5184754,1.4835654,2.7584496
SDSS-II SN 20218 (g'r'i'),1.2264612,-2.1070185,-0.027431918,0.092461295,-1.0816303,0.49673092,0.17918241,-0.57662535
SDSS-II SN 20231 (g'r'i'),-1.9701369,0.8229987,0.096077934,1.802195,-0.6444239,-0.16939674,0.10307757,4.774058
SDSS-II SN 20251 (g'r'i'),0.3148401,-2.011761,-1.593482,0.52717316,0.2531063,-0.7119905,1.4332907,1.5411257
SDSS-II SN 20257 (g'r'i'),-1.4106178,0.50598073,0.25938714,1.2649674,-1.1816117,0.11588821,0.5398992,4.6316075
SDSS-II SN 20266 (g'r'i'),3.068179,0.31153086,1.9170156,0.51868266,2.5341685,0.4642974,-2.317642,-5.351298
SDSS-II SN 20272 (g'r'i'),-0.07188109,0.32188505,1.7700913,1.0961185,-2.6563447,-1.2331666,0.78571624,2.2578542
SDSS-II SN 20273 (g'r'i'),0.50386196,0.08582585,1.3181536,0.90058845,-1.5284121,-2.0317888,1.0804877,1.4983541
SDSS-II SN 20278 (g'r'i'),-1.4190769,-0.3973208,-0.68611515,-1.0973281,1.3109138,-2.109111,0.64606637,-0.44939446
SDSS-II SN 20301 (g'r'i'),-1.294568,-0.3818,-0.34645626,1.6346463,0.64289284,-2.0266926,1.094436,2.3263302
SDSS-II SN 20323 (g'r'i'),-1.4063331,1.1249242,0.70528066,1.5654789,-0.40122494,-0.857732,0.62824094,4.695009
SDSS-II SN 20324 (g'r'i'),2.2202356,-0.26501718,2.4089816,0.25528532,0.66474426,0.9404544,-1.3020843,-3.4427893
SDSS-II SN 20334 (g'r'i'),1.3123993,-0.98763424,-0.6021304,-0.44137082,-1.039757,0.18727347,1.3326799,-1.34107
SDSS-II SN 20360 (g'r'i'),-1.354125,-0.3657156,1.2416581,2.0298717,-2.1914387,0.024387332,-1.1441025,0.97907805
SDSS-II SN 20369 (g'r'i'),-0.76018775,-0.2960719,2.005142,1.1646527,-2.2040765,-0.23021947,-1.1529312,-0.033322327
SDSS-II SN 20380 (g'r'i'),-1.1262921,-0.47835952,1.1935737,2.036395,-2.2361193,-0.1792838,-0.91703105,0.8758355
SDSS-II SN 20394 (g'r'i'),1.1282256,-0.9504288,-0.31025892,0.090403944,-0.08343629,-1.5336725,1.8570645,0.09718665
SDSS-II SN 20397 (g'r'i'),1.5531365,-2.0739121,-0.28274754,-0.14846574,-0.6043811,0.5868764,0.39057988,-0.8396816
SDSS-II SN 20399 (g'r'i'),-0.59160995,-1.373218,-0.99301684,0.93341386,-1.8885098,0.7296829,0.5315917,2.4442189
SDSS-II SN 20408 (g'r'i'),0.7131425,-0.76942164,-0.5022255,-0.31087142,0.5063248,-1.4486837,2.178521,-0.054488234
SDSS-II SN 20411 (g'r'i'),0.62452614,0.14141497,0.78328913,0.7232022,-1.587659,-1.6740024,1.3308759,1.6406153
SDSS-II SN 2042 (g'r'i'),1.1518915,1.3082906,1.2751364,-0.2460151,2.7892394,-0.37106788,-1.9286703,-3.8611922
SDSS-II SN 20467 (g'r'i'),0.070442446,-0.99313337,-0.49579817,0.7286119,-1.8666179,0.10813937,0.98702013,1.7190707
SDSS-II SN 20491 (g'r'i'),-1.9918579,0.07888399,0.39227045,0.40586412,-2.0677748,0.3491426,1.0210656,2.237176
SDSS-II SN 20496 (g'r'i'),-0.17544475,-1.4942231,-0.3966,-1.2988771,0.5997225,0.4437456,2.1535616,-0.46990108
SDSS-II SN 20497 (g'r'i'),1.6977599,0.25087646,-0.33017176,-0.6635477,-0.25476748,-1.1909289,1.7984589,-0.48320657
SDSS-II SN 2050 (g'r'i'),2.9713418,-0.14908858,2.1020966,0.43004596,2.4957893,1.438715,-2.4343357,-5.930237
SDSS-II SN 20501 (g'r'i'),-0.99291575,0.15026201,0.69838315,-0.24164991,-0.8229303,-1.7918254,1.3194938,-0.43639076
SDSS-II SN 20514 (g'r'i'),0.16243814,0.16682972,1.1342973,1.1975874,-0.9705157,-2.210789,0.743467,0.56688416
SDSS-II SN 20517 (g'r'i'),-1.9472489,-0.91386455,0.075639926,0.2814685,-2.5349953,0.12123917,1.1033542,1.6036074
SDSS-II SN 20542 (g'r'i'),-1.3678824,-0.48869526,-0.83288014,-0.49904555,-1.7255067,1.365206,1.2746781,2.0726898
SDSS-II SN 20553 (g'r'i'),-1.9032182,0.5906231,0.2612867,1.8433926,-1.1851226,0.0013989415,0.098824084,4.4921036
SDSS-II SN 20561 (g'r'i'),2.1556346,0.6700664,0.73864496,-0.8177292,3.2553127,-0.041685216,-2.3861883,-5.792489
