,SN,0,1,2,3,4
327,SDSS-II SN 18387,-14.315845,6.3971057,-5.246681,-11.824626,-9.046014
328,SDSS-II SN 18405,-13.479084,6.513646,1.4595351,-9.654795,-15.418968
329,SDSS-II SN 18454,-10.098077,19.958817,-22.530857,3.4170442,-9.027462
330,SDSS-II SN 18479,4.300834,-1.3458333,-12.766188,-13.928936,-23.711119
331,SDSS-II SN 18593,15.197482,-8.297835,2.9214303,-3.2258494,-12.358345
332,SDSS-II SN 18598,-0.83011013,12.8440695,9.3421,10.220293,-14.999869
333,SDSS-II SN 18647,-3.577561,-1.0741488,8.148532,-0.4411458,-28.402237
334,SDSS-II SN 1866,0.22077526,8.949261,1.2411808,-11.254719,-19.17728
335,SDSS-II SN 18664,1.8587166,5.466452,2.3478267,-23.158033,5.407749
336,SDSS-II SN 18743,-11.194064,21.064535,1.9020588,-15.438788,5.0429063
337,SDSS-II SN 18848,0.7280859,10.62406,14.65805,0.0611826,-0.29256016
338,SDSS-II SN 18898,10.700748,8.190875,17.321722,13.479832,-6.086901
339,SDSS-II SN 18917,-0.010857701,-6.3193097,-7.3239207,-16.811974,-12.657242
340,SDSS-II SN 18935,-0.9951999,23.431747,-14.412702,-1.3444206,-13.197808
341,SDSS-II SN 18943,-2.8249311,8.856178,-8.833043,-7.587871,-5.660698
342,SDSS-II SN 18971,-5.560483,11.781255,-6.266907,-12.563417,-15.47865
343,SDSS-II SN 18973,-1.7380544,4.050375,-24.798096,1.5045699,-13.880758
344,SDSS-II SN 18983,7.3218393,1.5002021,15.256473,5.2168765,-8.15973
345,SDSS-II SN 19059,-4.222774,-13.309798,-16.908035,-15.93849,-15.0276375
346,SDSS-II SN 19189,-14.859127,-5.833561,-7.173159,-4.467037,-7.938815
347,SDSS-II SN 19209,-12.460066,-9.637356,-13.324951,1.6919507,-13.403738
348,SDSS-II SN 1921,-2.3874621,-0.75446635,-17.85664,-18.921381,-14.7473
349,SDSS-II SN 19344,-17.755589,3.6889596,-11.080113,-21.533445,-5.8539367
350,SDSS-II SN 19399,-10.283115,8.472767,-4.0551653,-19.461948,-22.924698
351,SDSS-II SN 19428,4.1176825,17.055477,2.7523334,-7.950398,6.132645
352,SDSS-II SN 19434,-9.250433,2.4135249,-2.2678845,-20.019966,-2.9989932
353,SDSS-II SN 19461,-13.921859,-1.2095512,-0.089398324,-27.136068,-9.31856
354,SDSS-II SN 19467,-13.309706,1.094632,-6.979732,-4.5106525,-26.726406
355,SDSS-II SN 19538,14.131115,0.80566335,2.8587682,-2.4954321,-7.6393013
356,SDSS-II SN 19539,10.877709,14.670676,10.749203,-19.717798,-5.315825
357,SDSS-II SN 19683,-5.956586,14.119699,-1.9794519,-4.7907453,-0.6842264
358,SDSS-II SN 19721,-1.5179816,-5.121667,18.128258,4.2016015,-10.131024
359,SDSS-II SN 19723,-3.2842264,-10.936106,-4.831135,-7.3700123,-25.984457
360,SDSS-II SN 19776,-15.14635,-0.083897464,-24.174013,16.134642,-5.557796
361,SDSS-II SN 1980,6.506192,-2.7165725,15.674305,-9.07213,-3.1335392
362,SDSS-II SN 1982,1.0287609,16.618755,10.855797,-3.129146,2.369264
363,SDSS-II SN 1991,-4.4886255,0.27415588,-2.8447104,-24.225657,-11.128293
364,SDSS-II SN 19986,-0.9008862,7.8554296,-10.781704,11.718008,-16.175938
365,SDSS-II SN 19987,-19.599257,-14.679869,-11.825966,-8.249122,-11.380064
366,SDSS-II SN 20216,13.014655,-6.561892,18.997133,-14.227137,-8.360095
367,SDSS-II SN 20231,-6.051444,0.25002694,-17.593874,11.831991,-8.791222
368,SDSS-II SN 20251,0.032978795,9.110932,5.1174064,0.2559831,0.4270457
369,SDSS-II SN 20257,-13.3335705,-7.3497567,-5.8936925,6.712647,-16.02694
370,SDSS-II SN 20369,1.0868188,13.441897,19.675217,-12.94119,-2.3728712
371,SDSS-II SN 2041,-0.033767585,7.3078704,1.5582744,-11.248854,-3.2091196
372,SDSS-II SN 20411,-1.9621359,12.520412,-18.518375,7.2960863,-17.565008
373,SDSS-II SN 2042,-17.902752,11.593808,-8.137291,-7.9021907,-12.112586
374,SDSS-II SN 20467,14.753631,17.690502,1.918765,-2.4465203,-5.763635
375,SDSS-II SN 20491,10.242343,13.617808,4.6996374,-10.58611,-23.767834
376,SDSS-II SN 20497,-3.5394356,-17.774918,3.2898989,-11.145095,-15.565874
377,SDSS-II SN 20590,-1.7085408,-1.9213623,-7.59862,-10.843634,-20.777874
378,SDSS-II SN 20591,-7.3043675,-15.65331,-14.614952,-10.952794,-5.980046
379,SDSS-II SN 20613,-12.709908,8.9624605,-16.162903,-10.149934,-18.904596
380,SDSS-II SN 20646,-6.5648766,14.587347,-2.2510083,-9.730204,-7.7623286
381,SDSS-II SN 20721,-4.4792404,7.9275703,-3.5352876,-28.334349,-2.864374
382,SDSS-II SN 2078,-2.4793706,-3.2485402,3.1570315,2.6653244,-5.7521133
383,SDSS-II SN 20791,-2.1226065,5.6048026,-9.057326,-21.710634,-4.713783
384,SDSS-II SN 20805,5.843771,1.0757676,-5.362595,-16.573154,0.3103774
385,SDSS-II SN 20820,-30.701042,-6.179408,3.00321,7.302369,2.5725803
386,SDSS-II SN 20842,-10.505688,-6.0666366,-18.987509,-13.87099,-17.693121
387,SDSS-II SN 20861,8.512713,8.479388,1.8245159,3.1532001,-7.7043767
388,SDSS-II SN 20870,-9.25731,6.631413,6.0318995,-23.448874,-10.46797
389,SDSS-II SN 20895,-2.2386181,-0.9528679,-13.292021,-13.719212,-8.556106
390,SDSS-II SN 20916,-7.0747867,-12.923354,-19.446909,-8.415997,-13.732658
391,SDSS-II SN 2093,7.765304,-2.1808689,11.104566,-10.0679035,-15.277099
392,SDSS-II SN 20953,-4.464698,14.519769,-13.946041,-3.3227935,-11.580488
393,SDSS-II SN 20956,-2.2085078,19.979988,14.234347,-10.733199,-3.3370786
394,SDSS-II SN 20969,-13.399262,2.825004,-14.442368,-3.3400736,-10.771131
395,SDSS-II SN 21081,-11.931068,18.547794,0.78412354,3.2230597,-11.192988
396,SDSS-II SN 21356,2.5870557,6.183746,-15.792713,-8.380568,-17.421988
397,SDSS-II SN 21359,8.434178,-4.3753543,-16.023449,-6.699637,-3.6067872
398,SDSS-II SN 21381,-9.152764,-1.1664215,-7.125154,2.1614447,-24.221733
399,SDSS-II SN 2148,-17.28885,-0.24968468,-17.155897,-9.830198,-7.168572
400,SDSS-II SN 2149,12.447533,5.3038397,9.868434,-14.441383,-25.723381
401,SDSS-II SN 21553,0.17056692,15.703561,-5.5842204,-9.789498,-0.46767917
402,SDSS-II SN 21709,11.9541025,12.63352,5.7472115,0.19763467,-20.560543
403,SDSS-II SN 21711,-1.0946721,9.711481,3.2120142,27.923954,-4.9078083
404,SDSS-II SN 2244,-21.519361,-9.40022,-4.9123383,3.1824694,-7.409547
405,SDSS-II SN 2325,5.7106853,19.56358,15.095186,-11.311925,-11.96546
406,SDSS-II SN 2464,-5.5285254,9.725607,-0.4888925,-17.905178,-7.9459915
407,SDSS-II SN 2615,-23.756155,14.152082,-6.9178705,0.5749159,-8.247609
408,SDSS-II SN 2630,-1.316383,6.4038944,9.295626,-9.960195,-28.430748
409,SDSS-II SN 2808,2.7954252,7.5646625,11.186032,1.4659537,-34.17582
410,SDSS-II SN 2912,-6.729879,-0.6861532,-0.54749393,-27.63902,-1.5492882
411,SDSS-II SN 3090,0.8950235,-0.8477288,20.152472,1.12634,-3.8485825
412,SDSS-II SN 3196,-15.5684185,0.5393109,-17.592405,8.47176,-12.435578
413,SDSS-II SN 3344,-2.4443707,22.633205,5.554832,3.112067,-12.018876
414,SDSS-II SN 3368,5.685897,8.727938,-16.340746,2.7776124,-17.220404
415,SDSS-II SN 3417,14.407374,-9.542741,7.2252507,6.484266,-23.707722
416,SDSS-II SN 3514,15.214978,16.926628,6.094564,-10.001761,-0.04488427
417,SDSS-II SN 3529,-4.146734,20.242493,17.958593,-0.6688901,-8.112249
418,SDSS-II SN 3533,3.2866821,14.998281,10.313213,-2.7198517,-28.540995
419,SDSS-II SN 3558,5.256448,19.621405,13.041496,6.6183434,-13.281854
420,SDSS-II SN 3565,4.059198,7.096035,10.834805,19.04797,-20.321074
421,SDSS-II SN 3983,1.1450069,22.557056,-5.510561,-9.780995,-17.749783
422,SDSS-II SN 4019,12.347873,8.718881,1.7205899,-21.797163,-17.757162
423,SDSS-II SN 4044,2.8418484,-0.08515902,-16.6492,12.6561985,-9.627648
424,SDSS-II SN 4104,15.52857,7.8297544,5.075213,2.9225082,-3.0444477
425,SDSS-II SN 4129,-10.661519,-19.61154,-4.1109824,-2.0684433,-14.442457
426,SDSS-II SN 4181,1.1007389,9.557035,18.600304,-8.004001,-21.409374
427,SDSS-II SN 4307,13.655545,-2.5406642,10.721636,-9.302998,-26.071592
428,SDSS-II SN 4330,-13.296294,20.457579,12.03371,-6.5002513,-2.0459845
429,SDSS-II SN 4375,-8.262391,18.872591,10.876874,1.9813473,-16.770315
430,SDSS-II SN 4534,-4.570032,23.695751,-3.0747664,4.01489,-2.7402058
431,SDSS-II SN 4606,-14.339301,8.0599,8.945373,-5.125853,-0.5563652
432,SDSS-II SN 4888,7.8020444,-1.4590564,-9.023817,-0.060804117,-5.0716496
433,SDSS-II SN 4906,14.224361,5.9650803,9.937712,-4.0193768,-9.942406
434,SDSS-II SN 4907,0.5656429,-12.94338,4.2394824,-6.499288,-30.169962
435,SDSS-II SN 4966,8.524427,17.673801,19.577139,-1.9285595,-17.030596
436,SDSS-II SN 4978,0.21890451,10.437784,-7.981908,-20.731522,-18.322338
437,SDSS-II SN 5001,-6.407992,6.4886417,16.901917,13.698251,-7.8717303
438,SDSS-II SN 5235,2.7938976,-15.908744,-8.806417,-0.9521729,-23.780321
439,SDSS-II SN 5401,-25.562052,1.1210492,4.219935,-1.4528849,24.835335
440,SDSS-II SN 5468,6.46071,-11.588118,-10.986186,5.377171,-14.6231165
441,SDSS-II SN 5498,-13.125291,-0.39911327,-10.78758,10.386993,-21.666435
442,SDSS-II SN 5590,2.2819107,0.6589092,-19.104391,-1.004652,-22.895977
443,SDSS-II SN 5607,3.4200635,-7.2239456,-13.813877,2.54963,-4.027086
444,SDSS-II SN 5810,-7.232217,-7.9086046,1.9330581,-5.298347,-8.311362
445,SDSS-II SN 5890,12.286002,-10.132754,18.08379,2.778901,-15.381178
446,SDSS-II SN 5959,16.316338,14.332068,18.893518,-8.003905,-8.434389
447,SDSS-II SN 5963,6.5196667,18.067947,0.5820608,-7.2703414,-21.196255
448,SDSS-II SN 6055,20.648088,-3.1135216,16.087591,-9.727966,-19.561516
449,SDSS-II SN 6289,-5.1735826,6.7895737,4.070885,-14.360788,4.439626
450,SDSS-II SN 6327,6.5904303,-0.86251396,20.016241,-0.95762396,-12.682622
451,SDSS-II SN 6556,-6.048655,3.0736487,7.687663,-14.415745,-7.1326933
452,SDSS-II SN 6560,10.541755,12.124206,-5.941317,-12.781122,-17.515577
453,SDSS-II SN 6618,-1.1975156,30.780918,-2.3606145,-4.756606,-9.319741
454,SDSS-II SN 6714,-14.145909,22.595524,-6.8656187,1.1633136,-5.5311823
455,SDSS-II SN 6715,-11.885333,9.962798,-4.036967,15.549484,-13.687358
456,SDSS-II SN 7024,-1.7198564,15.014054,-5.344918,1.1504301,-7.473583
457,SDSS-II SN 703,-0.81485105,-7.5331593,-1.1471598,-2.129715,-31.014145
458,SDSS-II SN 7039,7.2172885,-0.99760187,26.6729,8.007366,-14.81789
459,SDSS-II SN 7121,19.406694,12.55213,1.8136065,-8.97239,-22.819218
460,SDSS-II SN 7123,7.215473,9.128953,14.926051,-14.52702,-17.275648
461,SDSS-II SN 7233,-2.0933273,18.269598,-0.80576926,18.101711,-14.205008
462,SDSS-II SN 7499,-26.325418,9.679986,-9.352232,-12.591574,-10.59013
463,SDSS-II SN 7636,-9.561985,-10.18259,-10.503531,-16.668499,-6.493486
464,SDSS-II SN 764,10.882529,-2.7536275,19.157145,10.494702,-5.0072803
465,SDSS-II SN 7647,1.6682479,-14.453577,-16.491434,-4.30735,-14.399401
466,SDSS-II SN 7701,-0.64841515,13.039764,-14.445979,-3.3017614,-25.25576
467,SDSS-II SN 7725,4.8568325,14.203134,12.440814,-12.661291,4.39482
468,SDSS-II SN 773,22.495974,-5.8507023,-11.943961,5.714098,-9.017018
469,SDSS-II SN 801,8.943917,7.950092,9.314665,-11.911579,-4.3193574
470,SDSS-II SN 8196,-3.4681327,6.7144966,6.4696093,-26.96736,-6.0293856
471,SDSS-II SN 8236,-19.44785,262.13153,-10.193349,-24.770267,-145.91077
472,SDSS-II SN 8252,-15.938815,20.120018,-16.277163,-0.86182535,-11.939922
473,SDSS-II SN 8721,0.9184665,14.657739,6.9634967,-11.830222,-2.360142
474,SDSS-II SN 8744,8.2298,-5.308859,9.864256,-13.71575,-7.105354
475,SDSS-II SN 904,14.400325,0.4916759,12.316383,-17.260897,-8.059592
476,SDSS-II SN 9052,12.657248,-0.824539,23.13688,1.309053,-24.090645
477,SDSS-II SN 917,19.025097,4.3676763,6.3814716,-2.6090574,0.97034913
478,SDSS-II SN 9250,13.216306,-8.406562,25.373411,5.5955524,-8.92727
479,SDSS-II SN 9326,5.845458,4.1600637,11.215525,-7.8785634,-10.701445
480,SDSS-II SN 9424,-10.204817,-0.22089499,-22.640282,-14.810909,-9.978898
481,SDSS-II SN 9632,-12.728491,-13.001518,-7.340751,-17.215992,-15.768937
482,SN2005fj,21.696728,-8.765726,3.8632965,5.284139,-12.798536
483,SN2005gi,-0.86186403,1.163788,-16.198017,-22.819323,-0.3664995
484,SN2005jq,12.069076,1.023732,14.736222,21.005602,-11.16868
485,SN2005kq,4.29346,-19.69458,2.052977,4.3521643,-23.92639
486,SN2005lo,-6.070458,-3.7495537,4.6063743,-2.1530242,-17.832655
487,SN2005ml,14.739672,0.47305703,7.9169855,24.137905,-5.957216
488,SN2005mn,-1.1064249,-0.6496568,-0.6035878,37.20426,-0.18639916
489,SN2005mp,11.461243,0.5444882,2.9759092,-11.8362055,-11.723313
490,SN2006ft,23.915846,-3.5091257,9.021368,-2.9476511,-6.002133
491,SN2006gd,-23.900492,17.663168,-13.056726,-0.32258725,-4.8118362
492,SN2006ge,3.3711672,13.713878,-1.0982385,-18.71343,-2.3556879
493,SN2006gk,-15.257511,-9.976351,-1.96919,-11.318355,-14.390454
494,SN2006gl,9.742261,5.270114,0.7787305,-8.0541935,-21.39833
495,SN2006go,-0.39566904,10.4311285,-12.315684,2.4077055,-11.07758
496,SN2006gp,-11.889277,-1.2074407,-7.9417725,-12.56538,-7.572167
497,SN2006gu,15.542238,-4.8313603,8.512166,-9.387426,-9.204652
498,SN2006hj,18.579285,2.5552053,7.1396074,-7.1616645,-23.958569
499,SN2006hk,10.892584,3.9583066,13.581973,-5.1595182,-30.216572
500,SN2006hm,-2.9058278,3.1590724,-19.334328,9.971131,-19.758112
501,SN2006hw,19.427298,-2.698405,1.0558482,5.218373,-23.657686
502,SN2006jg,8.495798,6.458511,-9.537566,-19.931099,2.6384623
503,SN2006jz,5.402921,10.60248,12.947202,6.9106197,-23.58601
504,SN2006kd,12.553985,-17.79972,1.6913023,1.740046,-23.240192
505,SN2006ks,3.3215153,-3.1063716,-3.1354768,-16.327835,-21.017908
506,SN2006ll,-9.989772,6.0669556,-16.053623,2.2791808,-22.304228
507,SN2006lq,-5.689473,1.8187544,-2.448849,-13.911383,-20.78831
508,SN2006mz,4.686177,18.959044,0.7201362,-22.098701,-13.990697
509,SN2006nc,23.391237,1.4089231,2.011025,20.134054,-9.900185
510,SN2006np,22.634983,-4.34901,-3.0111163,3.756494,-15.323713
511,SN2006nt,-1.6770719,11.228074,20.547962,4.283358,-19.219345
512,SN2006nw,21.354912,-0.939043,8.742638,10.260544,-11.741799
513,SN2006op,-0.68374527,5.5088053,-3.661015,-4.0754576,-15.176046
514,SN2006oz,9.517213,1.1163597,10.57406,13.935471,-5.9217734
515,SN2006ph,1.2728227,6.8731556,14.66521,0.8558144,-21.467014
516,SN2006pj,4.556213,0.3391171,-2.1189427,-2.4468648,-23.077682
517,SN2006pm,6.5717106,7.745808,5.6050425,3.1779041,-21.108059
518,SN2006pn,18.076405,3.8364131,5.079789,1.1306212,-15.949205
519,SN2006po,-1.1406145,6.2123914,3.4382732,-20.068092,-2.4818194
520,SN2006pr,15.666868,3.1856773,5.8522897,16.613585,-11.799751
521,SN2006pu,3.5073154,1.7703675,7.75994,10.327866,-11.788249
522,SN2006qd,113.852165,-159.92816,-144.89546,21.719856,141.60753
523,SN2006qh,6.863636,8.444287,-0.26206627,-8.321898,-13.79413
524,SN2006sw,6.399716,-0.9799294,2.307429,-11.69009,-28.800253
525,SN2006sx,9.541766,-8.1601305,-4.448725,-1.6206461,-15.894143
526,SN2007fr,-1.7547884,-15.891475,-0.47276726,-9.942329,-4.0209804
527,SN2007gl,-26.7442,-4.7936625,-5.9839296,-6.2451096,-9.784715
528,SN2007hy,7.0175185,-7.014115,-4.4001293,3.7819133,-22.588856
529,SN2007jb,-6.184824,8.982239,9.131774,-14.592682,-16.884056
530,SN2007jj,17.991661,-8.819662,-1.5297673,-2.3212655,-19.434969
531,SN2007jv,4.5239463,12.057169,-0.7373096,18.18021,-5.0081406
532,SN2007kb,10.510648,25.237076,2.5145829,-6.246911,-13.300507
533,SN2007kp,13.733488,1.393984,18.341381,-5.0353346,-24.620224
534,SN2007la,23.006304,1.1822274,-1.476059,10.1660185,-12.045617
535,SN2007lf,-12.78476,-14.536158,-6.0097914,-16.6457,-3.7217515
536,SN2007lm,9.0508375,17.28079,-11.243642,-4.191392,-17.964098
537,SN2007ls,21.403254,13.924733,6.0885763,1.0447575,-14.298558
538,SN2007lu,19.15596,19.32271,-5.4171686,-1.5961655,-14.249672
539,SN2007mf,23.837898,4.0442753,13.842481,-5.0543456,-14.061564
540,SN2007mg,20.11063,-3.8004656,11.876628,1.4649881,-24.384384
541,SN2007mu,-2.2997837,19.154484,1.2894849,-11.4521475,-20.59011
542,SN2007nx,15.177347,-14.034264,23.214785,-2.5210364,-8.669515
543,SN2007oa,-8.954992,14.19695,3.501999,-8.066335,-24.145687
544,SN2007oy,-8.849217,-15.805491,-11.190813,-10.051736,-19.103058
545,SN2007pf,14.691263,8.893198,11.087294,23.010883,-8.75018
546,SN2007pg,13.660299,5.0990853,0.37040034,23.206104,-9.759747
547,SN2007pr,-3.3890762,6.6037984,-0.93264335,-24.442682,-15.761227
548,SN2007ps,7.9187775,-10.240433,3.0822523,-6.3242702,-30.100174
549,SN2007py,-1.1574364,3.6758602,-8.00596,-15.73797,-14.352276
550,SN2007qa,15.664159,-4.2547235,9.639999,17.530226,-17.645018
551,SN2007qd,12.044594,4.8125615,9.441049,8.310191,-11.625551
552,SN2007qj,16.504978,6.6538277,2.31979,7.09373,-19.452179
553,SN2007qs,15.405291,-4.5361834,3.6483552,-2.7104788,-24.544298
554,SN2007qu,11.03069,-1.0612035,4.2177534,9.707324,-21.769495
555,SN2007rg,5.0937443,-6.1786685,2.7463276,2.7950637,-26.309566
556,SN2007rn,3.166343,7.959655,10.188187,1.2225808,-14.155227
557,SN2007rq,14.725766,0.9783059,-5.031507,-3.8661833,-17.782087
558,SN2007sl,11.331403,-0.85702056,-2.1685228,18.61467,-12.852133
559,SN2007tt,-7.5423274,-8.646926,-8.090578,-12.013487,-16.029913
560,SDSS-II SN 10480,-5.4132557,-7.830339,-19.014643,-17.704954,-4.905455
561,SDSS-II SN 13147,-10.074556,2.956794,-25.107021,-3.9942384,-16.896057
562,SDSS-II SN 13483,-0.28967774,20.654747,0.9438677,-7.382878,-4.887569
563,SDSS-II SN 13820,13.78219,-6.951759,-1.585769,1.8722075,-31.038902
564,SDSS-II SN 1385,3.7366886,11.435657,4.3643174,-4.941801,-7.27573
565,SDSS-II SN 13991,3.3738692,-13.266833,-5.8577304,-14.294549,-2.815783
566,SDSS-II SN 14121,7.6411624,4.4605446,21.303358,-16.107035,-6.737549
567,SDSS-II SN 14262,1.0894004,19.91666,20.218702,5.8607163,-0.52040875
568,SDSS-II SN 14415,-16.76661,10.44535,9.001756,-16.87714,-1.4973357
569,SDSS-II SN 14635,20.19238,17.526411,9.959874,-7.3605666,-5.994832
570,SDSS-II SN 14833,3.9484785,17.10329,2.8335233,-1.3093,0.8014358
571,SDSS-II SN 15268,10.227001,22.113558,12.110136,-3.9740317,-4.3408384
572,SDSS-II SN 15358,5.109307,-2.9557824,-5.7800875,11.196923,-5.8842745
573,SDSS-II SN 15360,8.663407,22.365528,-2.6672733,-7.9515533,-1.5043782
574,SDSS-II SN 15418,-2.982304,4.3006234,-25.136362,16.757364,-8.033265
575,SDSS-II SN 15814,-1.7614461,8.18825,-3.5764804,9.865151,-23.80197
576,SDSS-II SN 16103,15.640091,1.1678257,-6.381145,-13.396608,-16.54926
577,SDSS-II SN 17317,-49.497105,-2.7076304,-16.962812,-3.2766225,7.1392827
578,SDSS-II SN 17337,7.2956796,15.8854,7.637523,-1.5572083,-13.920543
579,SDSS-II SN 17585,-0.020146636,-1.3354535,-3.632587,15.223,-14.770354
580,SDSS-II SN 17925,6.808109,-7.284543,8.983814,0.78380597,-31.35217
581,SDSS-II SN 17958,23.172333,8.206936,-6.788973,1.9418098,-12.029181
582,SDSS-II SN 18266,15.56132,7.477267,27.48995,-2.711363,-1.5711507
583,SDSS-II SN 18360,2.4936519,17.702501,-10.81969,-5.179096,-5.183028
584,SDSS-II SN 18585,18.192163,-18.147627,-3.0876958,-9.719349,-7.3704844
585,SDSS-II SN 18589,-17.356388,-1.1033679,3.1828003,9.486642,-13.339116
586,SDSS-II SN 18718,-22.429552,11.781226,-17.2985,-7.4321313,-7.071848
587,SDSS-II SN 18836,-10.944117,4.5585017,-21.406183,-17.528046,-18.37503
588,SDSS-II SN 18914,9.777836,16.221445,5.095407,8.345654,-5.627129
589,SDSS-II SN 18970,-3.423141,-0.35276103,14.414111,-3.1167378,-3.2261639
590,SDSS-II SN 18986,-0.36913443,3.436492,12.40807,7.1719856,-2.7288337
591,SDSS-II SN 18993,-13.59785,2.2142947,-17.243565,20.437563,-12.652632
592,SDSS-II SN 19052,-1.557998,-17.761713,-9.500427,4.75849,-10.993435
593,SDSS-II SN 19212,5.165297,-8.130183,15.586248,-17.90501,-13.544564
594,SDSS-II SN 19465,2.8649583,16.770542,-4.422829,0.5012119,-23.460175
595,SDSS-II SN 19582,-20.789764,17.826336,-1.9695778,-12.523413,-8.513368
596,SDSS-II SN 19751,6.189851,-4.9111114,2.3202024,16.476154,-22.454445
597,SDSS-II SN 19848,4.215212,-13.123202,1.6458902,2.1773913,-30.447681
598,SDSS-II SN 20324,-6.895827,6.5214524,13.284025,-1.0920534,-19.602997
599,SDSS-II SN 20408,-12.637538,9.138563,8.767304,10.250564,-16.73919
600,SDSS-II SN 2128,-12.1,15.425777,-16.768774,-4.2326527,-6.331311
601,SDSS-II SN 21874,-87.663246,49.236336,65.87292,-375.02844,-6.1502204
602,SDSS-II SN 2401,-7.0267553,20.491468,-3.5155926,-3.36017,-11.396851
603,SDSS-II SN 2620,19.687183,8.68213,11.177306,-11.866742,-5.3140697
604,SDSS-II SN 2621,10.338496,10.04611,-8.697364,-5.2806478,-9.737776
605,SDSS-II SN 3294,8.863058,-6.8480725,0.68034506,-17.063562,-7.6233835
606,SDSS-II SN 4062,0.68278193,10.149519,9.1928215,10.48333,3.1498525
607,SDSS-II SN 6136,-19.005924,11.837283,-8.396206,-11.463508,-2.531515
608,SDSS-II SN 6889,15.561028,9.160415,-0.28297848,-3.6433094,-12.621939
609,SDSS-II SN 706,-3.7167306,11.330983,1.4324117,-0.6724699,-14.512569
610,SDSS-II SN 7762,-16.821327,11.507128,-15.739496,1.3458235,-13.29295
611,SDSS-II SN 8092,-17.346481,13.36863,3.4611297,4.1177554,-11.170444
612,SDSS-II SN 9132,-3.4117978,-23.91267,3.8973966,-2.2299647,-10.527325
613,SN2005fb,9.616184,6.9058022,21.808477,0.52072406,-23.627209
614,SN2005ga,19.991987,4.06731,12.213453,15.403364,-17.722878
615,SN2005gd,28.020493,3.3285697,15.449344,6.820836,-10.521175
616,SN2005gp,10.741607,13.2315035,1.2990905,4.8773875,-27.49484
617,SN2005hs,-5.413939,-4.1182046,-9.333362,-18.222538,-21.526693
618,SN2005hz,5.4857745,-17.332146,9.820043,2.3674645,-19.436733
619,SN2005ij,22.37707,-5.255938,9.786154,11.198922,-19.810978
620,SN2005kp,21.953615,4.1475606,10.360948,19.65946,-8.252819
621,SN2006eb,16.335546,-0.9308206,2.4557538,19.291513,-18.484472
622,SN2006fn,11.933262,-1.643896,5.558273,-1.1127508,-14.502403
623,SN2006gv,11.547584,-12.493777,4.8101616,2.8589172,-17.399132
624,SN2006ki,5.600836,1.6100558,9.19021,10.733786,-26.977783
625,SN2006kw,5.591317,-2.3336675,16.089863,12.759625,-19.372343
626,SN2007ia,-7.986803,-16.434649,6.494268,-1.9814122,-8.238436
627,SN2007lw,22.532059,5.4599595,4.917522,-17.76747,-12.303852
628,SN2007nz,-6.3989325,-7.015508,-18.420925,11.626342,-14.153296
629,SN2007ol,9.621541,3.3310013,3.656005,30.646933,-8.617021
630,SN2007sh,7.6561933,6.4817977,8.161021,23.83534,-9.526758
631,SN2008am,-11.53195,22.80987,-6.9220757,-7.77756,-2.5385854
632,SDSS-II SN 1115,-9.160538,4.1105223,-11.312144,-8.1678505,2.6800168
633,SDSS-II SN 12852,-9.59322,-4.6614685,-1.6173941,-24.612797,9.638149
634,SDSS-II SN 13058,-5.2432733,7.229316,-10.663137,1.5928535,2.1217103
635,SDSS-II SN 13329,-26.505127,-4.0212655,4.299569,1.8688927,14.672616
636,SDSS-II SN 13339,-4.993949,-11.307915,5.7975497,-4.104431,1.9850693
637,SDSS-II SN 1378,-15.077841,-15.949879,5.5724273,-4.3714123,2.274757
638,SDSS-II SN 13839,-21.342705,8.474955,14.865392,-4.226899,8.191103
639,SDSS-II SN 13971,-16.221851,0.96254563,-1.3259228,23.048717,-7.580075
640,SDSS-II SN 14231,-1.7554224,-9.621231,-1.6614201,-3.1605062,11.377097
641,SDSS-II SN 14933,-19.09114,-0.52728724,-0.51296616,-6.963721,4.193754
642,SDSS-II SN 15448,4.3698606,0.22637394,-8.368207,-25.91188,11.377366
643,SDSS-II SN 15454,-11.276197,21.586111,-13.7033415,4.801901,3.803448
644,SDSS-II SN 15942,-3.2710772,0.49114308,-4.5819926,-19.668938,18.027666
645,SDSS-II SN 16739,-3.2315807,8.73531,11.927321,1.3383485,22.46996
646,SDSS-II SN 17272,0.9651094,-3.557388,17.935162,14.398224,2.037559
647,SDSS-II SN 17373,-6.2510247,-18.333145,21.500973,-2.9726155,-5.69484
648,SDSS-II SN 1782,-4.3425956,-10.158057,18.619127,-1.4990745,3.0270364
649,SDSS-II SN 18824,-4.605412,27.778238,-11.311707,-3.3018298,6.044201
650,SDSS-II SN 18979,13.136036,10.406772,-4.8669667,-11.060037,9.831007
651,SDSS-II SN 18990,-11.003412,-18.902622,-5.570106,4.0600452,-3.7896721
652,SDSS-II SN 19042,12.067821,9.50805,10.36374,-2.8366964,11.200863
653,SDSS-II SN 19065,-22.73707,-13.678777,-8.2161,-13.883535,5.5670204
654,SDSS-II SN 19137,-3.8949244,16.035719,-2.2506688,-10.2310705,12.997341
655,SDSS-II SN 1919,5.2466326,-2.9097629,31.509045,-0.15052159,-1.9219524
656,SDSS-II SN 19640,-17.46167,-1.2855393,4.1471677,1.7986511,0.015872732
657,SDSS-II SN 19778,-15.96424,-15.451444,-3.876099,18.185791,2.962608
658,SDSS-II SN 20603,-10.663761,15.934828,-9.442676,-11.538131,7.434823
