0,1,2
SDSS-II SN 13277,44.157554626464844,-41.34634780883789
SDSS-II SN 13291,39.224239349365234,-69.4160385131836
SDSS-II SN 13304,-31.140403747558594,-1.328016996383667
SDSS-II SN 13323,-30.13823890686035,33.00932693481445
SDSS-II SN 13329,-13.467759132385254,1.798310399055481
SDSS-II SN 13330,38.928466796875,-32.9747314453125
SDSS-II SN 13339,60.30494689941406,7.453928470611572
SDSS-II SN 13344,58.649147033691406,8.128297805786133
SDSS-II SN 13383,3.3801846504211426,2.32383131980896
SDSS-II SN 13395,57.1507682800293,-28.250436782836914
SDSS-II SN 13406,34.27057647705078,-34.742027282714844
SDSS-II SN 13413,41.639888763427734,-43.76272201538086
SDSS-II SN 1342,-33.102779388427734,2.1782782077789307
SDSS-II SN 13423,-8.125320434570312,-34.713993072509766
SDSS-II SN 13440,45.916526794433594,-29.838685989379883
SDSS-II SN 13441,-48.08076858520508,22.22694969177246
SDSS-II SN 13461,57.14441680908203,-51.710655212402344
SDSS-II SN 13472,43.71249771118164,-33.213653564453125
SDSS-II SN 13476,-9.339707374572754,-1.1314088106155396
SDSS-II SN 13477,-45.24941635131836,-1.2777019739151
SDSS-II SN 13483,33.6719970703125,-52.09278106689453
SDSS-II SN 13487,-50.39487075805664,23.729595184326172
SDSS-II SN 13491,-43.252891540527344,8.928937911987305
SDSS-II SN 13492,-24.877948760986328,-14.488842010498047
SDSS-II SN 13496,22.714380264282227,-59.47084045410156
SDSS-II SN 13497,-61.075103759765625,28.922273635864258
SDSS-II SN 13498,27.141061782836914,-61.09917449951172
SDSS-II SN 13520,-51.170135498046875,10.542098999023438
SDSS-II SN 13529,-4.393240451812744,0.9299560785293579
SDSS-II SN 13533,39.976585388183594,-26.738380432128906
SDSS-II SN 13554,-45.8665771484375,31.609033584594727
SDSS-II SN 13558,-45.050086975097656,11.559589385986328
SDSS-II SN 13566,46.50197219848633,-50.62540817260742
SDSS-II SN 13589,27.622386932373047,-63.54556655883789
SDSS-II SN 13633,-13.919195175170898,10.016707420349121
SDSS-II SN 13644,48.143680572509766,-43.303375244140625
SDSS-II SN 13646,-20.304365158081055,34.25639724731445
SDSS-II SN 13657,-49.68663787841797,6.11434268951416
SDSS-II SN 13675,4.067782878875732,-32.00758743286133
SDSS-II SN 13689,15.61609935760498,7.5898756980896
SDSS-II SN 13703,6.362877368927002,-2.9213051795959473
SDSS-II SN 13716,-28.54067039489746,8.683720588684082
SDSS-II SN 13719,37.44404220581055,-39.33111572265625
SDSS-II SN 13725,41.31276321411133,-70.037353515625
SDSS-II SN 13729,-46.28670883178711,13.588321685791016
SDSS-II SN 13732,-16.968900680541992,-7.427414417266846
SDSS-II SN 13741,46.95825958251953,-60.27899932861328
SDSS-II SN 13750,-61.82959747314453,18.639663696289062
SDSS-II SN 13767,47.14698028564453,-62.098018646240234
SDSS-II SN 13768,-22.432645797729492,4.5330681800842285
SDSS-II SN 1378,51.906490325927734,-18.26462745666504
SDSS-II SN 13784,18.81831169128418,-33.156700134277344
SDSS-II SN 13786,-27.31993865966797,1.2463330030441284
SDSS-II SN 13803,45.48879623413086,-40.49482727050781
SDSS-II SN 13813,-24.1693172454834,6.1256914138793945
SDSS-II SN 13815,40.32693862915039,-45.38840103149414
SDSS-II SN 13820,-33.82831954956055,30.71138572692871
SDSS-II SN 13833,-49.46180725097656,22.638185501098633
SDSS-II SN 13839,42.71134567260742,-19.379491806030273
SDSS-II SN 13849,-66.71266174316406,14.575183868408203
SDSS-II SN 1385,57.34148025512695,6.673689842224121
SDSS-II SN 13859,-9.14151382446289,0.7970137000083923
SDSS-II SN 13861,-48.77274703979492,12.337916374206543
SDSS-II SN 13862,40.20230484008789,-22.832216262817383
SDSS-II SN 13864,-36.06908416748047,15.019210815429688
SDSS-II SN 13868,26.604164123535156,-35.343231201171875
SDSS-II SN 13896,8.24891185760498,-2.6491336822509766
SDSS-II SN 13903,-47.02046203613281,13.433093070983887
SDSS-II SN 13909,2.421872138977051,-25.70162582397461
SDSS-II SN 13931,61.273441314697266,8.393585205078125
SDSS-II SN 13932,23.35707664489746,-22.052494049072266
SDSS-II SN 13946,1.2309232950210571,-10.778471946716309
SDSS-II SN 1395,53.39725875854492,10.842971801757812
SDSS-II SN 13968,27.61457633972168,-62.461875915527344
SDSS-II SN 13971,41.719879150390625,-15.831671714782715
SDSS-II SN 14013,-58.48286819458008,8.950631141662598
SDSS-II SN 14015,-51.10562515258789,5.205145359039307
SDSS-II SN 14053,30.313623428344727,-64.25979614257812
SDSS-II SN 14054,47.060691833496094,-53.210411071777344
SDSS-II SN 14074,-38.10715103149414,14.187583923339844
SDSS-II SN 14081,45.80082321166992,-62.292110443115234
SDSS-II SN 14085,36.642608642578125,-48.265892028808594
SDSS-II SN 1409,36.64751434326172,-62.551841735839844
SDSS-II SN 14102,38.200740814208984,-25.008268356323242
SDSS-II SN 14113,-57.713863372802734,29.7647647857666
SDSS-II SN 14170,57.64317321777344,-51.50092697143555
SDSS-II SN 14205,-28.14540672302246,2.2406082153320312
SDSS-II SN 14209,21.052221298217773,-25.482139587402344
SDSS-II SN 14231,6.489195346832275,-4.438142776489258
SDSS-II SN 14232,24.57634925842285,-26.488361358642578
SDSS-II SN 14251,43.9946174621582,-35.50657272338867
SDSS-II SN 14258,-41.4083137512207,17.357370376586914
SDSS-II SN 14260,4.262295246124268,-39.2888069152832
SDSS-II SN 14262,43.80696487426758,-66.0155258178711
SDSS-II SN 14268,44.31097412109375,-15.444756507873535
SDSS-II SN 14285,28.022098541259766,-59.1039924621582
SDSS-II SN 14304,-5.941572189331055,-24.785316467285156
SDSS-II SN 14305,-7.30032205581665,-8.693122863769531
SDSS-II SN 14308,-25.384490966796875,34.60942077636719
SDSS-II SN 14309,23.776660919189453,-20.723115921020508
SDSS-II SN 14310,-41.5840950012207,-5.774306297302246
SDSS-II SN 14311,-48.396080017089844,29.729082107543945
SDSS-II SN 14322,-52.980804443359375,10.067273139953613
SDSS-II SN 14329,21.51775360107422,-25.07143783569336
SDSS-II SN 14332,44.84538650512695,-60.163875579833984
SDSS-II SN 14334,23.883447647094727,-5.876864433288574
SDSS-II SN 14335,32.02159881591797,-55.97639083862305
SDSS-II SN 14343,-1.079699993133545,-8.09329605102539
SDSS-II SN 14347,10.851428985595703,-28.363943099975586
SDSS-II SN 14355,52.190773010253906,5.799427032470703
SDSS-II SN 14357,-44.58919906616211,10.69662094116211
SDSS-II SN 14361,37.37335205078125,-22.62139892578125
SDSS-II SN 14375,-41.7833137512207,-1.6069477796554565
SDSS-II SN 14400,41.107025146484375,-47.67048645019531
SDSS-II SN 14415,26.185028076171875,-47.254371643066406
SDSS-II SN 14429,-46.765708923339844,-0.9532482624053955
SDSS-II SN 14438,5.3291544914245605,-7.4795026779174805
SDSS-II SN 14444,-29.719013214111328,36.31235885620117
SDSS-II SN 14452,-32.62762451171875,34.895259857177734
SDSS-II SN 14453,-29.328401565551758,-8.638668060302734
SDSS-II SN 14455,-45.97114944458008,10.326204299926758
SDSS-II SN 14461,37.64552307128906,-32.06513214111328
SDSS-II SN 14463,7.2280802726745605,-2.1276519298553467
SDSS-II SN 14467,-12.880468368530273,9.225825309753418
SDSS-II SN 14470,-3.109384536743164,16.889480590820312
SDSS-II SN 14472,44.306331634521484,-27.369760513305664
SDSS-II SN 14475,-21.72065544128418,-20.303062438964844
SDSS-II SN 14478,-63.768123626708984,31.30682373046875
SDSS-II SN 14496,-32.84193801879883,2.480954647064209
SDSS-II SN 14498,-27.927331924438477,-15.008946418762207
SDSS-II SN 14505,-48.910789489746094,10.693143844604492
SDSS-II SN 14522,-46.54032897949219,30.94324493408203
SDSS-II SN 14528,4.897925853729248,-27.74740219116211
SDSS-II SN 14531,-41.75328063964844,18.87787628173828
SDSS-II SN 14539,-46.44777297973633,32.985679626464844
SDSS-II SN 14540,9.340020179748535,11.34400463104248
SDSS-II SN 1456,32.062110900878906,-41.270137786865234
SDSS-II SN 14561,-57.2392463684082,33.3489990234375
SDSS-II SN 14577,9.097986221313477,-33.91155242919922
SDSS-II SN 14589,-39.769901275634766,39.1981201171875
SDSS-II SN 14635,-24.369285583496094,3.109877347946167
SDSS-II SN 14638,-24.14453125,4.283634185791016
SDSS-II SN 14639,47.58781814575195,-49.47481155395508
SDSS-II SN 14658,42.251014709472656,-67.2874984741211
SDSS-II SN 14661,-53.77032470703125,52.66844177246094
SDSS-II SN 1470,33.260292053222656,-43.248287200927734
SDSS-II SN 14744,38.83693313598633,-25.848140716552734
SDSS-II SN 14750,-16.857812881469727,20.426395416259766
SDSS-II SN 14751,-2.226717472076416,20.238346099853516
SDSS-II SN 14784,-1.9593020677566528,0.9852285385131836
SDSS-II SN 14786,-48.12803268432617,12.33510684967041
SDSS-II SN 14792,38.018577575683594,-29.23902130126953
SDSS-II SN 14809,-28.970623016357422,-9.405227661132812
SDSS-II SN 14821,-26.15543556213379,23.401626586914062
SDSS-II SN 14827,-42.89719009399414,5.384682655334473
SDSS-II SN 14833,45.087135314941406,-20.540454864501953
SDSS-II SN 14859,26.00554656982422,-61.27548599243164
SDSS-II SN 14876,-35.46807098388672,38.7725830078125
SDSS-II SN 14883,3.9769363403320312,-29.312105178833008
SDSS-II SN 14888,-8.204751014709473,-4.621705055236816
SDSS-II SN 14900,-52.99723815917969,16.88970184326172
SDSS-II SN 14907,-59.50001907348633,28.360387802124023
SDSS-II SN 14916,-46.1479377746582,12.60212230682373
SDSS-II SN 14960,47.580562591552734,-54.29496383666992
SDSS-II SN 14963,-59.05434799194336,8.339987754821777
SDSS-II SN 14964,-26.6697998046875,35.20933532714844
SDSS-II SN 14965,-1.4283771514892578,-7.728211879730225
SDSS-II SN 14966,32.76325225830078,-51.69208908081055
SDSS-II SN 14978,-31.735937118530273,4.721981048583984
SDSS-II SN 14988,-62.024539947509766,17.533592224121094
SDSS-II SN 1500,55.413455963134766,6.43332052230835
SDSS-II SN 1504,-36.2012825012207,-0.8703629374504089
SDSS-II SN 15048,-53.51763153076172,55.58894348144531
SDSS-II SN 15055,-7.315438270568848,-9.710257530212402
SDSS-II SN 15080,-54.84489440917969,32.371707916259766
SDSS-II SN 15103,-46.08444595336914,22.301311492919922
SDSS-II SN 15104,-17.95919418334961,13.701605796813965
SDSS-II SN 15108,3.999953269958496,-38.43219757080078
SDSS-II SN 15119,-40.4512825012207,11.670836448669434
SDSS-II SN 1513,39.4571533203125,-68.72679901123047
SDSS-II SN 15137,-39.02989196777344,27.75248908996582
SDSS-II SN 15160,-11.501476287841797,-29.28558921813965
SDSS-II SN 15177,52.57981872558594,6.002883434295654
SDSS-II SN 15198,-2.3146584033966064,-24.60043716430664
SDSS-II SN 15239,-28.1972599029541,-26.551177978515625
SDSS-II SN 15255,-59.18073272705078,29.686830520629883
SDSS-II SN 15263,-55.65663146972656,20.06078338623047
SDSS-II SN 15268,-38.27265167236328,39.68966293334961
SDSS-II SN 15272,2.7894186973571777,-31.556535720825195
SDSS-II SN 15286,-2.734483003616333,28.714454650878906
SDSS-II SN 15289,-47.6798095703125,27.534561157226562
SDSS-II SN 15303,-34.43218994140625,41.90071487426758
SDSS-II SN 15309,-46.953670501708984,42.88593292236328
SDSS-II SN 15314,-38.61812210083008,50.03795623779297
SDSS-II SN 15319,20.42513084411621,-9.517419815063477
SDSS-II SN 15324,-33.533992767333984,-14.436380386352539
SDSS-II SN 15331,38.998558044433594,-35.368385314941406
SDSS-II SN 1535,30.634014129638672,-46.47246170043945
SDSS-II SN 15357,-1.919464349746704,-23.498661041259766
SDSS-II SN 15358,24.620576858520508,-25.2943058013916
SDSS-II SN 1536,49.83494186401367,-58.15916061401367
SDSS-II SN 15360,20.74740219116211,-10.932666778564453
SDSS-II SN 15385,-58.83028793334961,24.277040481567383
SDSS-II SN 15413,-55.2450065612793,-1.866396188735962
SDSS-II SN 15418,-58.253028869628906,10.30477523803711
SDSS-II SN 15419,-4.849603652954102,16.119600296020508
SDSS-II SN 15428,-33.515594482421875,-13.496036529541016
SDSS-II SN 15448,-23.92560577392578,14.611462593078613
SDSS-II SN 15454,12.320741653442383,-22.203771591186523
SDSS-II SN 15455,-53.757747650146484,41.59334182739258
SDSS-II SN 15470,17.90863800048828,-3.0208659172058105
SDSS-II SN 15486,-53.62721252441406,39.374935150146484
SDSS-II SN 15489,-45.64967346191406,20.98588752746582
SDSS-II SN 15496,5.402450084686279,11.749763488769531
SDSS-II SN 15505,-43.35724639892578,6.338072299957275
SDSS-II SN 15511,8.538737297058105,-20.56615447998047
SDSS-II SN 15522,-20.672597885131836,23.002216339111328
SDSS-II SN 15523,22.008127212524414,-19.747005462646484
SDSS-II SN 15525,-59.006752014160156,24.605579376220703
SDSS-II SN 15526,-23.69005584716797,13.57286548614502
SDSS-II SN 15529,-61.67744827270508,31.646913528442383
SDSS-II SN 15535,-38.925174713134766,47.85297393798828
SDSS-II SN 15539,-38.29732131958008,19.233436584472656
SDSS-II SN 15545,44.23273468017578,-18.382068634033203
SDSS-II SN 15549,-47.76988220214844,29.19881820678711
SDSS-II SN 15565,57.47490692138672,-51.568756103515625
SDSS-II SN 15569,-45.07010269165039,31.234323501586914
SDSS-II SN 15592,-46.70577621459961,29.877376556396484
SDSS-II SN 15606,-37.602874755859375,48.7153434753418
SDSS-II SN 15607,36.16465759277344,-46.252647399902344
SDSS-II SN 15647,-62.43687438964844,30.145654678344727
SDSS-II SN 15656,41.81251525878906,-30.00004768371582
SDSS-II SN 15675,-0.19363965094089508,-15.483436584472656
SDSS-II SN 15692,-26.356739044189453,5.103551387786865
SDSS-II SN 15696,24.729206085205078,-20.695072174072266
SDSS-II SN 15697,-12.843685150146484,-14.915157318115234
SDSS-II SN 15726,7.562702655792236,-36.178001403808594
SDSS-II SN 15730,-62.37606430053711,29.193662643432617
SDSS-II SN 15737,-60.17144775390625,27.42096519470215
SDSS-II SN 15745,-61.11763000488281,37.54127502441406
SDSS-II SN 15751,-50.47127914428711,32.060821533203125
SDSS-II SN 15755,4.416531085968018,-24.565052032470703
SDSS-II SN 15761,-41.817440032958984,34.59262466430664
SDSS-II SN 15777,-13.770759582519531,7.218110084533691
SDSS-II SN 15782,-35.28429412841797,10.483607292175293
SDSS-II SN 15784,-14.197835922241211,7.474369525909424
SDSS-II SN 15793,-24.172428131103516,14.62973690032959
SDSS-II SN 15807,-22.690702438354492,1.7689578533172607
SDSS-II SN 15814,11.47008228302002,-28.67107391357422
SDSS-II SN 15827,44.224937438964844,-40.161521911621094
SDSS-II SN 15829,-10.197186470031738,-0.5703899264335632
SDSS-II SN 15855,-20.07713508605957,29.353200912475586
SDSS-II SN 15860,-6.677593231201172,16.488067626953125
SDSS-II SN 15874,-46.53999328613281,15.001522064208984
SDSS-II SN 15884,-1.1059118509292603,-12.64516830444336
SDSS-II SN 15900,-4.805620193481445,3.896681070327759
SDSS-II SN 15903,-54.996673583984375,45.76591491699219
SDSS-II SN 15913,51.35935592651367,-54.32898712158203
SDSS-II SN 15914,-14.669498443603516,26.563453674316406
SDSS-II SN 15915,-14.917501449584961,19.94759750366211
SDSS-II SN 15935,17.147985458374023,-32.02621078491211
SDSS-II SN 15942,-56.095462799072266,25.60384750366211
SDSS-II SN 15944,-51.91333770751953,33.51321792602539
SDSS-II SN 15958,40.123809814453125,-29.796051025390625
SDSS-II SN 15967,-58.510414123535156,21.474220275878906
SDSS-II SN 15988,6.463629245758057,-36.21073532104492
SDSS-II SN 15990,-34.062137603759766,32.11179733276367
SDSS-II SN 15992,-44.77198791503906,28.516578674316406
SDSS-II SN 16001,-7.055130481719971,-30.289730072021484
SDSS-II SN 16015,1.7968751192092896,-11.431675910949707
SDSS-II SN 16046,37.491249084472656,-19.77251434326172
SDSS-II SN 16048,-27.855257034301758,-32.262611389160156
SDSS-II SN 16052,-34.97816467285156,9.920821189880371
SDSS-II SN 1609,33.14127731323242,-56.79023361206055
SDSS-II SN 16091,-39.01633834838867,38.62226486206055
SDSS-II SN 16094,12.13859748840332,-20.464319229125977
SDSS-II SN 16098,-17.81884765625,-20.022476196289062
SDSS-II SN 16111,-53.15913772583008,31.478294372558594
SDSS-II SN 16123,47.296566009521484,-54.83451843261719
SDSS-II SN 16138,-53.07556915283203,13.362945556640625
SDSS-II SN 16142,-55.6004524230957,40.568214416503906
SDSS-II SN 16148,-53.23734664916992,32.990848541259766
SDSS-II SN 16160,-31.393381118774414,25.30562973022461
SDSS-II SN 16172,-58.43659591674805,30.560060501098633
SDSS-II SN 16193,-13.61785888671875,20.15142250061035
SDSS-II SN 16199,-51.161128997802734,22.34922981262207
SDSS-II SN 16200,-16.623783111572266,32.56664276123047
SDSS-II SN 16202,-23.034929275512695,-32.85245132446289
SDSS-II SN 1622,34.630977630615234,-58.65503692626953
SDSS-II SN 16220,-40.52626037597656,15.076489448547363
SDSS-II SN 16225,-45.73353958129883,14.278347969055176
SDSS-II SN 16236,36.4852294921875,-26.56712532043457
SDSS-II SN 16237,-47.58699035644531,37.0635986328125
SDSS-II SN 16238,-56.65900421142578,28.210533142089844
SDSS-II SN 16247,-65.36942291259766,28.482627868652344
SDSS-II SN 16301,-56.20090866088867,47.64623260498047
SDSS-II SN 16302,-45.45957946777344,49.76778793334961
SDSS-II SN 16356,-50.78477478027344,50.3082275390625
SDSS-II SN 16360,-17.48514175415039,26.532567977905273
SDSS-II SN 16391,-31.411609649658203,49.068294525146484
SDSS-II SN 16412,16.392900466918945,51.61842346191406
SDSS-II SN 16417,-39.521278381347656,15.521232604980469
SDSS-II SN 16431,-62.257911682128906,28.234479904174805
SDSS-II SN 16433,-39.153846740722656,13.203332901000977
SDSS-II SN 16436,-48.11287307739258,33.97821044921875
SDSS-II SN 16439,-56.65184020996094,51.08931350708008
SDSS-II SN 1644,-52.37013244628906,1.4198561906814575
SDSS-II SN 16457,34.878074645996094,-62.43036651611328
SDSS-II SN 16460,-23.634078979492188,33.2130241394043
SDSS-II SN 16467,-47.24946975708008,49.840614318847656
SDSS-II SN 16468,-58.31171798706055,22.045150756835938
SDSS-II SN 16472,-27.436199188232422,18.93942642211914
SDSS-II SN 16478,-60.47471618652344,21.233190536499023
SDSS-II SN 16565,-52.12287902832031,46.00485610961914
SDSS-II SN 16572,-42.8931884765625,49.49875259399414
SDSS-II SN 1658,-6.54002046585083,-9.531445503234863
SDSS-II SN 16582,-44.26750564575195,0.32383936643600464
SDSS-II SN 16584,-44.2897834777832,5.937730312347412
SDSS-II SN 16586,-50.467098236083984,45.79022216796875
SDSS-II SN 16603,-44.51227569580078,56.85004425048828
SDSS-II SN 16652,-33.74579620361328,46.56336975097656
SDSS-II SN 16711,-54.53679275512695,46.6654052734375
SDSS-II SN 16739,-42.63364791870117,50.787784576416016
SDSS-II SN 16742,-40.90148162841797,50.51553726196289
SDSS-II SN 16759,-35.619606018066406,41.22832107543945
SDSS-II SN 16768,-55.92002487182617,50.77947235107422
SDSS-II SN 16838,-41.04179000854492,58.23332977294922
SDSS-II SN 16841,-42.91967010498047,10.837735176086426
SDSS-II SN 16849,-46.93350601196289,57.53351974487305
SDSS-II SN 1686,29.031234741210938,-44.78835678100586
SDSS-II SN 16866,16.140214920043945,-2.6524016857147217
SDSS-II SN 16867,-47.106231689453125,58.95634460449219
SDSS-II SN 16937,36.92104721069336,-36.20030212402344
SDSS-II SN 16945,-35.06223678588867,2.68452525138855
SDSS-II SN 16957,-60.895050048828125,18.819746017456055
SDSS-II SN 16977,-60.57149887084961,22.964754104614258
SDSS-II SN 16984,-53.0832633972168,44.852108001708984
SDSS-II SN 1706,41.482181549072266,-71.23274993896484
SDSS-II SN 17219,57.97793960571289,15.65079402923584
SDSS-II SN 17272,54.71010971069336,-25.286720275878906
SDSS-II SN 17292,40.431640625,-63.63996887207031
SDSS-II SN 17303,58.2325439453125,-29.05902671813965
SDSS-II SN 17317,54.36388397216797,-56.01922607421875
SDSS-II SN 17322,-52.13142013549805,1.6425316333770752
SDSS-II SN 17324,-19.066877365112305,-3.7465646266937256
SDSS-II SN 17337,52.61429977416992,-15.985328674316406
SDSS-II SN 17339,39.09274673461914,-70.25984954833984
SDSS-II SN 17371,46.18922424316406,-37.24967575073242
SDSS-II SN 17373,56.34646987915039,-35.07927703857422
SDSS-II SN 17374,50.06840133666992,-17.971914291381836
SDSS-II SN 17393,56.68766403198242,5.278299808502197
SDSS-II SN 17396,30.2146053314209,-39.88451385498047
SDSS-II SN 17422,18.938243865966797,10.218070983886719
SDSS-II SN 17433,42.16355895996094,-24.282367706298828
SDSS-II SN 17436,42.22374725341797,-53.52102279663086
SDSS-II SN 17455,52.1178092956543,-16.236116409301758
SDSS-II SN 17465,45.806983947753906,-20.540237426757812
SDSS-II SN 17466,25.82861328125,-44.06618881225586
SDSS-II SN 17487,40.012142181396484,-35.1078987121582
SDSS-II SN 1750,35.812225341796875,-24.68305015563965
SDSS-II SN 17508,59.243995666503906,8.305673599243164
SDSS-II SN 17509,41.48057174682617,-69.23985290527344
SDSS-II SN 17526,32.4846076965332,-58.119449615478516
SDSS-II SN 17539,57.00501251220703,-27.112499237060547
SDSS-II SN 17542,54.96366500854492,7.047261714935303
SDSS-II SN 17577,12.940542221069336,0.11569909751415253
SDSS-II SN 1762,-45.0004768371582,-0.19669868052005768
SDSS-II SN 17641,22.743946075439453,-34.20964813232422
SDSS-II SN 17644,25.19402503967285,-15.995965003967285
SDSS-II SN 17647,0.6523265242576599,0.3567343056201935
SDSS-II SN 17682,59.97257614135742,8.960853576660156
SDSS-II SN 17695,3.5254037380218506,-15.559325218200684
SDSS-II SN 17696,21.247085571289062,-60.11594772338867
SDSS-II SN 17729,48.842979431152344,-56.3521842956543
SDSS-II SN 1773,-21.361888885498047,-45.17258834838867
SDSS-II SN 17739,40.429603576660156,-47.385337829589844
SDSS-II SN 17756,40.25716018676758,-71.03923797607422
SDSS-II SN 17773,-19.05440330505371,32.422637939453125
SDSS-II SN 17776,49.34476089477539,-20.424421310424805
SDSS-II SN 17781,25.440597534179688,-18.765329360961914
SDSS-II SN 17789,46.25165557861328,-67.47434997558594
SDSS-II SN 17793,40.32521438598633,-65.98217010498047
SDSS-II SN 17818,35.93988800048828,-65.5591812133789
SDSS-II SN 1782,-31.342395782470703,1.3981655836105347
SDSS-II SN 17820,-3.539539337158203,-7.943049907684326
SDSS-II SN 17829,-50.64181900024414,37.839115142822266
SDSS-II SN 1783,-40.03426742553711,9.143232345581055
SDSS-II SN 17845,43.59159851074219,-58.68954849243164
SDSS-II SN 17851,35.68873596191406,-24.266361236572266
SDSS-II SN 17882,-4.487504005432129,18.466934204101562
SDSS-II SN 17898,40.227691650390625,-20.70429039001465
SDSS-II SN 17899,-4.394383430480957,-2.6323115825653076
SDSS-II SN 17906,7.123000621795654,2.7950997352600098
SDSS-II SN 17925,-4.804689884185791,-11.770088195800781
SDSS-II SN 17928,-9.14108943939209,-9.149979591369629
SDSS-II SN 17949,-5.048506736755371,-28.02672576904297
SDSS-II SN 17952,-9.071308135986328,-10.115432739257812
SDSS-II SN 17958,2.0998003482818604,9.438423156738281
SDSS-II SN 17965,-10.369026184082031,-28.23492431640625
SDSS-II SN 17967,-0.5299233198165894,-9.069842338562012
SDSS-II SN 17997,33.169036865234375,-55.567169189453125
SDSS-II SN 18047,-53.13601303100586,14.724971771240234
SDSS-II SN 18048,19.154586791992188,-58.23518371582031
SDSS-II SN 18067,-26.930465698242188,3.241419553756714
SDSS-II SN 18077,46.41781234741211,-41.38452911376953
SDSS-II SN 1810,56.010990142822266,16.8369083404541
SDSS-II SN 18140,43.880069732666016,-65.35867309570312
SDSS-II SN 18146,-45.39730453491211,7.022593021392822
SDSS-II SN 18166,44.90488815307617,-64.74040985107422
SDSS-II SN 18170,-22.112512588500977,5.43238639831543
SDSS-II SN 18187,37.776222229003906,-37.55317306518555
SDSS-II SN 1821,27.362680435180664,-44.414485931396484
SDSS-II SN 18228,23.629968643188477,-51.862266540527344
SDSS-II SN 1823,56.80787658691406,15.717485427856445
SDSS-II SN 18243,-5.098448276519775,-23.9456787109375
SDSS-II SN 18253,-23.35434341430664,-16.013877868652344
SDSS-II SN 18266,45.0633430480957,-68.29576110839844
