,SN,0,1,2,3
377,SDSS-II SN 20590,-4.0715833,-29.43081,-15.851515,17.449291
378,SDSS-II SN 20591,8.665418,-40.293808,-0.9532646,24.413174
379,SDSS-II SN 20613,20.362593,-37.994793,-7.2672186,-3.1897142
380,SDSS-II SN 20646,-0.74992204,-23.355276,2.4861405,-16.752092
381,SDSS-II SN 20721,-11.636066,-32.03933,11.185027,7.706081
382,SDSS-II SN 2078,-3.7076247,-6.777857,-11.801569,4.558321
383,SDSS-II SN 20791,-6.716976,-39.941345,8.205118,11.670281
384,SDSS-II SN 20805,4.312845,0.9936229,-3.298984,1.1451857
385,SDSS-II SN 20820,19.326815,147.02693,-13.216911,-1.8890297
386,SDSS-II SN 20842,19.627407,-42.5408,-4.359048,12.623152
387,SDSS-II SN 20861,-13.834137,-0.33817065,-12.622123,2.0955498
388,SDSS-II SN 20870,-11.989775,-32.866394,1.0697263,1.69093
389,SDSS-II SN 20895,3.8028145,-33.856194,-0.62660235,11.693785
390,SDSS-II SN 20916,19.172327,-33.72789,-5.131504,18.78729
391,SDSS-II SN 2093,-18.354694,-6.446579,-16.869757,-25.377031
392,SDSS-II SN 20953,15.894586,-25.217701,-9.203308,-8.699152
393,SDSS-II SN 20956,-4.691838,-14.306587,-7.677045,-12.343555
394,SDSS-II SN 20969,22.074677,-25.738686,0.08835979,1.9143369
395,SDSS-II SN 21081,9.485802,-29.080711,-5.340206,-20.975445
396,SDSS-II SN 21356,27.928825,-33.182888,-16.289642,16.612295
397,SDSS-II SN 21359,-5.6347036,-3.804478,2.5336175,27.296724
398,SDSS-II SN 21381,17.99008,-23.95124,-25.816248,9.044015
399,SDSS-II SN 2148,24.944267,-35.61478,9.990285,6.1602774
400,SDSS-II SN 2149,-11.1771965,-19.11998,-50.4007,-3.5312543
401,SDSS-II SN 21553,-0.6362433,-15.3470745,3.9108725,-9.226656
402,SDSS-II SN 21709,-20.213682,-24.358055,-20.76266,-3.8115258
403,SDSS-II SN 21711,51.48913,-217.73093,132.62357,-106.70006
404,SDSS-II SN 2244,25.3858,-24.467049,2.4367013,22.342428
405,SDSS-II SN 2325,10.81317,-7.8769913,-24.654781,-26.405163
406,SDSS-II SN 2464,-9.165428,-39.01187,-0.45746207,-6.5670414
407,SDSS-II SN 2615,31.054289,-35.14602,4.896408,-14.19269
408,SDSS-II SN 2630,-10.124801,-31.986351,-27.661406,-2.8914201
409,SDSS-II SN 2808,0.29940486,-21.945694,-41.878376,-5.3687963
410,SDSS-II SN 2912,-3.3977017,-29.175251,8.715623,3.2891161
411,SDSS-II SN 3090,-34.339924,0.7128683,-9.091789,-11.240852
412,SDSS-II SN 3196,34.31307,-12.837168,-10.813981,0.83769774
413,SDSS-II SN 3344,-0.96593547,-11.905547,-3.693918,-32.565056
414,SDSS-II SN 3368,31.375237,-13.879027,-29.576208,11.177324
415,SDSS-II SN 3417,-11.287697,0.30970588,-37.68004,15.618308
416,SDSS-II SN 3514,3.5830226,-12.066754,-26.72088,-37.433952
417,SDSS-II SN 3529,-1.7678249,2.4845243,-10.562707,-10.122434
418,SDSS-II SN 3533,1.5668497,-26.810553,-39.783466,-15.115413
419,SDSS-II SN 3558,-27.947159,-18.677507,-8.773002,-25.893564
420,SDSS-II SN 3565,-38.046688,0.7870847,-30.815508,13.559563
421,SDSS-II SN 3983,-6.0450506,-35.155003,-19.558722,-20.62941
422,SDSS-II SN 4019,-18.075268,-26.757513,-26.855967,-13.713434
423,SDSS-II SN 4044,27.172863,-0.6662611,-9.193921,13.024877
424,SDSS-II SN 4104,-8.242886,4.0026097,-20.538237,-3.9368024
425,SDSS-II SN 4129,10.906072,-11.954707,-15.635265,28.481617
426,SDSS-II SN 4181,-39.00492,-18.427397,-22.266506,-8.709206
427,SDSS-II SN 4307,-12.970938,-10.596545,-47.98656,-8.123244
428,SDSS-II SN 4330,-6.9911623,-10.856093,8.507895,-28.199465
429,SDSS-II SN 4375,0.8546408,-17.818,-12.267797,-32.595146
430,SDSS-II SN 4534,18.799791,-14.138492,-0.5933404,-26.929518
431,SDSS-II SN 4606,-20.82141,-14.519315,17.367481,-1.4150677
432,SDSS-II SN 4888,-13.927368,-5.2823153,-2.0386357,20.135584
433,SDSS-II SN 4906,-11.3046465,-0.65100306,-24.548939,-20.899235
434,SDSS-II SN 4907,10.254463,-15.185651,-37.557095,18.892094
435,SDSS-II SN 4966,-29.282743,-23.338095,-33.5448,-17.867653
436,SDSS-II SN 4978,-3.397615,-42.946384,-12.045765,8.946863
437,SDSS-II SN 5001,-19.665846,12.070925,-16.544273,20.076199
438,SDSS-II SN 5235,0.92228377,-12.655048,-30.953777,29.35174
439,SDSS-II SN 5401,-8.840922,-10.265944,34.780903,-26.77552
440,SDSS-II SN 5468,-28.804398,-30.415506,-4.6721845,2.2367382
441,SDSS-II SN 5498,19.138418,-5.7648664,-17.199652,6.7633557
442,SDSS-II SN 5590,28.156868,-24.951956,-25.002987,12.178893
443,SDSS-II SN 5607,-10.388317,-13.736604,0.48608983,20.332323
444,SDSS-II SN 5810,4.752705,-8.63051,-4.432673,20.09323
445,SDSS-II SN 5890,-27.756514,7.9721317,-35.524414,-15.081456
446,SDSS-II SN 5959,-11.48184,-10.585441,-28.786453,-41.367405
447,SDSS-II SN 5963,-5.3481774,-28.211016,-27.078508,-17.294062
448,SDSS-II SN 6055,-15.717621,-0.81328106,-44.183796,-18.048513
449,SDSS-II SN 6289,-16.26705,-17.528763,8.636514,-13.203296
450,SDSS-II SN 6327,-27.83602,-4.0455766,-20.31986,-10.508924
451,SDSS-II SN 6556,-19.212023,-29.58681,-4.8441668,-14.510365
452,SDSS-II SN 6560,0.7817791,-16.284254,-23.387093,-14.02105
453,SDSS-II SN 6618,9.434394,-27.334085,-21.288042,-32.594036
454,SDSS-II SN 6714,17.417881,-24.012127,2.0707119,-21.725965
455,SDSS-II SN 6715,23.822819,-4.9607377,-18.476194,-13.536437
456,SDSS-II SN 7024,10.574698,-16.05975,-5.741343,-18.053797
457,SDSS-II SN 703,5.605508,-19.551556,-32.010826,14.248997
458,SDSS-II SN 7039,-42.218906,2.8311114,-26.429497,-16.683935
459,SDSS-II SN 7121,-13.091292,-24.223442,-38.74221,-13.00505
460,SDSS-II SN 7123,-25.083324,-21.042002,-21.860382,-22.385735
461,SDSS-II SN 7233,-2.0343633,-6.761893,4.2702556,-43.10884
462,SDSS-II SN 7499,14.995179,-38.494446,20.789642,-3.3684695
463,SDSS-II SN 7636,11.081767,-32.21146,4.1177096,21.214912
464,SDSS-II SN 764,-17.920296,9.189499,-17.53793,-9.067389
465,SDSS-II SN 7647,19.128124,-24.13594,-19.846367,29.374353
466,SDSS-II SN 7701,24.621054,-21.293434,-29.45797,-9.284292
467,SDSS-II SN 7725,-8.406875,-15.252809,-3.143634,0.56449467
468,SDSS-II SN 773,-46.201855,-10.214679,9.992893,0.7758508
469,SDSS-II SN 801,-3.9923954,-4.6295276,-18.16069,-16.858965
470,SDSS-II SN 8196,-15.17282,-35.69297,7.6108556,-2.4073386
471,SDSS-II SN 8236,-76.696526,29.394154,96.569885,70.86679
472,SDSS-II SN 8252,29.144016,-27.80684,-2.991368,-16.423018
473,SDSS-II SN 8721,-11.177409,-16.043102,-1.0501792,-8.736351
474,SDSS-II SN 8744,-20.355684,-1.4252927,-25.911303,-25.614912
475,SDSS-II SN 904,-20.79832,-9.977836,-26.377039,-20.387108
476,SDSS-II SN 9052,-26.41144,-8.190425,-46.0471,-2.201414
477,SDSS-II SN 917,-4.197112,7.160227,-24.48476,2.2123168
478,SDSS-II SN 9250,-24.697966,18.06509,-27.574976,-17.587294
479,SDSS-II SN 9326,-12.9005785,-5.872188,-14.310808,-19.096111
480,SDSS-II SN 9424,17.195686,-44.706932,7.428593,10.322472
481,SDSS-II SN 9632,13.589846,-29.847036,-7.7720714,30.237577
482,SN2005fj,-6.6095104,11.012267,-35.081425,5.301979
483,SN2005gi,38.31591,-10.141657,-21.793444,-14.213668
484,SN2005jq,-19.200739,24.404703,-21.082201,-2.9606364
485,SN2005kq,-2.9590998,-8.784881,-32.47589,15.50855
486,SN2005lo,2.109998,-16.325047,-19.022133,4.9550905
487,SN2005ml,-26.245895,27.98777,-20.09046,3.9290738
488,SN2005mn,4.661433,-28.180277,2.6826477,-5.875092
489,SN2005mp,-11.298438,-9.83008,-22.622646,-14.1965685
490,SN2006ft,-14.97691,8.3839855,-33.382812,-11.663177
491,SN2006gd,32.18715,-28.071058,8.1461115,-11.30325
492,SN2006ge,-6.058523,-30.489424,1.5172614,-13.282438
493,SN2006gk,17.78081,-21.152283,-7.3730474,29.915733
494,SN2006gl,-4.7705293,-19.516857,-29.057886,-6.778956
495,SN2006go,12.717371,-17.05673,-8.597587,-9.036052
496,SN2006gp,12.527204,-31.661043,-0.2088434,-1.3231001
497,SN2006gu,-18.818037,-1.9407929,-30.704147,-14.599823
498,SN2006hj,-10.641218,-14.674976,-40.50681,-6.603134
499,SN2006hk,-14.477929,-1.2532489,-47.212864,-5.1468196
500,SN2006hm,32.336483,-4.9782805,-19.967226,7.037125
501,SN2006hw,-10.319091,0.272594,-43.590427,7.411053
502,SN2006jg,-3.7870343,0.05114963,-1.6953875,-0.7246811
503,SN2006jz,-30.89457,-17.171143,-26.075375,3.0979016
504,SN2006kd,-0.4331208,-1.6638291,-34.432766,21.177603
505,SN2006ks,-11.858621,-30.418669,-18.91823,14.227998
506,SN2006ll,30.258657,-25.166912,-18.674852,-4.8537903
507,SN2006lq,-1.3362424,-31.945213,-18.153921,9.998695
508,SN2006mz,-15.125066,-40.285503,-17.68747,-13.7203865
509,SN2006nc,-22.763002,25.615711,-34.37751,10.824303
510,SN2006np,-7.0489907,11.015109,-43.59533,8.743496
511,SN2006nt,-35.376728,-22.421991,-15.192751,3.6933901
512,SN2006nw,-17.65446,17.308256,-33.206802,4.4483933
513,SN2006op,11.350749,42.464504,-29.0641,34.766663
514,SN2006oz,-19.650541,13.314773,-18.476772,0.43428725
515,SN2006ph,-29.849787,-19.888725,-19.202991,-2.5910518
516,SN2006pj,-1.616253,-20.79504,-28.594595,2.232335
517,SN2006pm,-21.587132,-19.19076,-25.523792,0.46238294
518,SN2006pn,-18.015947,-2.3910806,-30.686539,-4.940876
519,SN2006po,-15.260913,-33.886646,2.9042962,-10.03531
520,SN2006pr,-27.151506,20.565481,-26.932398,1.4311488
521,SN2006pu,-29.795769,5.8073263,-16.511593,0.81581926
522,SN2006qd,-9.256999,-19.223043,-25.818567,10.4309435
523,SN2006qh,-5.9425216,-17.051605,-18.898026,-6.9698563
524,SN2006sw,-13.363874,5.1487403,-34.103592,3.7282712
525,SN2006sx,20.993097,-16.468363,-23.840788,-29.089106
526,SN2007fr,11.6889105,-8.997123,-1.7456377,29.266335
527,SN2007gl,26.457706,-24.469555,15.005268,-22.780655
528,SN2007hy,1.5849127,-11.12546,-29.673615,2.1015368
529,SN2007jb,-12.982151,-30.441973,-12.283816,-6.690721
530,SN2007jj,-8.175686,1.9505845,-37.95662,-3.1912184
531,SN2007jv,-34.79259,10.84782,-7.7650285,4.0763144
532,SN2007kb,-21.413998,-32.612133,-15.449109,-23.83213
533,SN2007kp,-20.404705,-5.1469674,-41.729534,-6.2506833
534,SN2007la,-13.909351,14.530236,-38.3446,13.487816
535,SN2007lf,12.987964,-25.410543,6.525043,23.601696
536,SN2007lm,-5.1632457,-37.792236,-9.450797,-30.571426
537,SN2007ls,-37.42937,-10.932151,-21.546352,13.270231
538,SN2007lu,8.906662,-1.5760449,-34.14118,-12.345486
539,SN2007mf,-21.569273,-3.4795618,-36.687664,-25.2475
540,SN2007mg,-23.01405,0.16242117,-44.361786,4.524515
541,SN2007mu,-0.30099308,-33.87506,-18.111135,-13.4696865
542,SN2007nx,-20.201225,19.201977,-26.721718,-27.247503
543,SN2007oa,2.492009,-38.084938,-22.227629,-5.927708
544,SN2007oy,9.330031,-35.558014,-12.210873,24.17389
545,SN2007pf,-25.391348,30.730474,-25.938532,-4.132986
546,SN2007pg,-34.991013,24.63935,-21.48526,0.39099422
547,SN2007pr,-6.653825,-38.304222,-7.3927526,1.2083176
548,SN2007ps,5.311675,-17.221754,-43.290173,15.941346
549,SN2007py,0.94230694,-32.02903,-9.191394,7.283016
550,SN2007qa,-28.867815,15.081073,-35.876263,3.6035175
551,SN2007qd,-33.3456,7.656552,-19.734629,-8.145876
552,SN2007qj,-20.26086,-10.22634,-31.39964,-2.8440278
553,SN2007qs,-7.5188828,-6.7397146,-41.26476,-0.60482824
554,SN2007qu,-15.200233,-4.808479,-34.294098,5.855755
555,SN2007rg,2.417469,-14.205388,-38.3794,3.269466
556,SN2007rn,-21.548023,-14.070372,-17.165674,-5.3235683
557,SN2007rq,-10.369867,-9.696817,-22.381573,1.6982694
558,SN2007sl,-37.350033,16.776566,-22.285713,-3.5261605
559,SN2007tt,12.571121,-26.990028,-10.559429,21.82778
560,SDSS-II SN 10480,9.133071,-41.81629,7.957664,17.623493
561,SDSS-II SN 13147,30.678679,-33.121555,-7.711,5.767547
562,SDSS-II SN 13483,-5.407957,-14.590487,3.6728036,-17.818193
563,SDSS-II SN 13820,1.2882774,-9.048888,-42.488804,-6.35439
564,SDSS-II SN 1385,-13.331861,-17.430973,-10.490709,-5.616859
565,SDSS-II SN 13991,7.2651863,-0.9341104,-5.318716,27.143217
566,SDSS-II SN 14121,-20.07993,-3.3843286,-6.2423663,-33.685543
567,SDSS-II SN 14262,4.5584917,5.050092,-20.242523,-9.023806
568,SDSS-II SN 14415,-23.404882,-24.490904,19.469505,-14.423184
569,SDSS-II SN 14635,-3.422291,-9.164422,-31.24475,-33.05504
570,SDSS-II SN 14833,-18.57598,-18.162846,-1.5882331,3.9441538
571,SDSS-II SN 15268,-0.35446978,-8.0484295,-16.64952,-39.53831
572,SDSS-II SN 15358,-24.358126,-1.3154423,-5.5278106,17.792625
573,SDSS-II SN 15360,-23.021362,-16.882977,-6.5237365,12.681952
574,SDSS-II SN 15418,26.611076,-6.0193996,0.6914328,33.045498
575,SDSS-II SN 15814,23.36856,-25.129908,-34.677483,3.741117
576,SDSS-II SN 16103,-24.363607,-36.43825,-18.757801,2.6061077
577,SDSS-II SN 17317,-1.439081,-25.808905,-21.217321,-10.072172
578,SDSS-II SN 17337,-18.406553,-16.51866,-14.487382,-17.061377
579,SDSS-II SN 17585,-16.781265,7.0427732,-11.887475,9.150436
580,SDSS-II SN 17925,-2.0676003,-13.349318,-44.51326,8.65665
581,SDSS-II SN 17958,0.04614963,5.7021866,-47.8693,-8.879239
582,SDSS-II SN 18266,-35.610092,14.323917,-14.117845,-28.471226
583,SDSS-II SN 18360,5.8237147,-11.193092,-1.5019584,-12.056483
584,SDSS-II SN 18585,22.758718,-3.3499792,-32.238476,-17.938534
585,SDSS-II SN 18589,36.275784,0.20444809,-11.446814,-22.160686
586,SDSS-II SN 18718,22.293665,-33.90173,6.182854,-3.551595
587,SDSS-II SN 18836,17.418837,-51.518482,-1.6441628,6.7684712
588,SDSS-II SN 18914,-33.58008,9.166896,-10.127824,18.714933
589,SDSS-II SN 18970,-29.54838,-2.7657044,-3.5248044,-15.794212
590,SDSS-II SN 18986,-30.199976,2.1086817,-5.6435976,-2.405086
591,SDSS-II SN 18993,8.670294,-24.980198,6.197589,-36.815273
592,SDSS-II SN 19052,-1.7614647,-10.714162,-11.464953,28.228977
593,SDSS-II SN 19212,-12.703175,6.144724,-22.335207,-30.797974
594,SDSS-II SN 19465,13.184305,-24.528654,-27.299252,-15.587286
595,SDSS-II SN 19582,4.234151,-39.89684,18.563082,-9.257348
596,SDSS-II SN 19751,-36.148006,-16.285862,-7.73502,18.086918
597,SDSS-II SN 19848,4.713925,-11.624573,-36.39449,11.062403
598,SDSS-II SN 20324,-32.05838,-22.5551,-13.919817,-9.81046
599,SDSS-II SN 20408,-27.62295,-28.031017,-0.7863116,17.876143
600,SDSS-II SN 2128,24.438879,-23.285952,0.27769107,-9.699414
601,SDSS-II SN 21874,23.122995,145.8768,9.704506,-67.86773
602,SDSS-II SN 2401,4.6811786,-24.381407,-4.9644604,-12.720832
603,SDSS-II SN 2620,-13.09939,-6.3366237,-29.236103,-30.531582
604,SDSS-II SN 2621,-8.729209,-22.91255,-18.274199,-15.179615
605,SDSS-II SN 3294,-26.170105,-5.734728,-17.102596,10.272895
606,SDSS-II SN 4062,-32.101025,-4.040315,-7.479628,5.9798026
607,SDSS-II SN 6136,9.417793,-28.37507,16.691416,-12.47727
608,SDSS-II SN 6889,-2.9872258,-7.0616374,-31.957108,-17.020166
609,SDSS-II SN 706,14.694095,-18.002651,-15.178623,-25.263336
610,SDSS-II SN 7762,33.3803,-27.48986,-4.309946,-7.4264984
611,SDSS-II SN 8092,11.4031725,-27.027529,-7.2168617,-28.811686
612,SDSS-II SN 9132,21.923183,1.6400205,-28.523718,12.23608
613,SN2005fb,-28.52356,-12.848132,-42.477375,-8.4537325
614,SN2005ga,-23.328196,22.159126,-40.509895,0.0154185565
615,SN2005gd,-20.539316,26.271965,-37.090336,-10.457929
616,SN2005gp,-22.141043,-23.925755,-16.063398,5.343129
617,SN2005hs,-6.0103035,-31.738558,-12.740032,25.496197
618,SN2005hz,1.804813,-1.6586827,-25.573282,13.368623
619,SN2005ij,-22.167505,8.575561,-36.915653,6.2995605
620,SN2005kp,-20.864735,27.415127,-30.403852,2.5287023
621,SN2006eb,-34.102394,15.843954,-30.979095,-1.05956
622,SN2006fn,-9.960664,-5.665897,-30.820028,-7.9806175
623,SN2006gv,-5.160816,3.0734718,-31.044909,15.507179
624,SN2006ki,-19.99038,-20.673445,-38.302334,-2.4155724
625,SN2006kw,-28.332674,2.1461964,-28.178362,6.0036726
626,SN2007ia,7.3557744,-2.1133654,-10.407638,13.060292
627,SN2007lw,-8.3908825,-12.34004,-40.786243,-25.234533
628,SN2007nz,24.998455,-0.9320572,1.8350734,21.122833
629,SN2007ol,-36.520885,32.06952,-20.165499,-6.756791
630,SN2007sh,-28.302984,27.499342,-19.188368,-6.8872757
631,SN2008am,5.6021295,-30.083351,4.8753557,-15.254213
632,SDSS-II SN 1115,17.341482,-19.244406,13.697575,-1.5652637
633,SDSS-II SN 12852,0.011837588,-31.071478,34.24777,4.393922
634,SDSS-II SN 13058,20.13139,-9.538866,8.087453,-5.5112295
635,SDSS-II SN 13329,33.141308,17.810966,31.038843,-13.311248
636,SDSS-II SN 13339,3.451917,-7.899741,0.44869098,8.059592
637,SDSS-II SN 1378,7.162575,-17.538548,-1.1439875,9.894922
638,SDSS-II SN 13839,32.523865,17.747776,-9.397424,-18.018421
639,SDSS-II SN 13971,3.0210457,11.580466,16.927143,42.15949
640,SDSS-II SN 14231,-6.7707367,6.4778624,24.843626,4.779072
641,SDSS-II SN 14933,9.664109,-13.996537,18.033955,6.657909
642,SDSS-II SN 15448,-23.643957,-22.24851,30.851742,1.4024881
643,SDSS-II SN 15454,4.5625086,-14.98088,20.134705,-37.181103
644,SDSS-II SN 15942,5.011984,-4.6836224,30.906298,-24.799507
645,SDSS-II SN 16739,18.144857,18.886736,4.102467,1.916981
646,SDSS-II SN 17272,-18.914791,17.568642,-2.3110778,12.365784
647,SDSS-II SN 17373,-22.699493,-8.085215,13.313173,-23.737558
648,SDSS-II SN 1782,16.178692,7.02565,-12.074651,7.8049946
649,SDSS-II SN 18824,5.9391484,-20.092289,33.68334,-24.727264
650,SDSS-II SN 18979,-3.9005387,3.6882887,9.237441,-26.2368
651,SDSS-II SN 18990,0.4054417,-20.869907,10.845876,27.519794
652,SDSS-II SN 19042,6.879587,24.521841,-14.206669,-22.28605
653,SDSS-II SN 19065,24.222038,-21.08865,26.126606,-12.097717
654,SDSS-II SN 19137,12.718262,-4.2551827,13.476336,-27.62891
655,SDSS-II SN 1919,8.1398115,13.243277,-38.007435,-13.175032
656,SDSS-II SN 19640,19.343794,-6.5080857,18.462116,-19.503939
657,SDSS-II SN 19778,6.6689563,9.309759,13.181013,28.750265
658,SDSS-II SN 20603,-8.020737,-24.84996,24.888533,-0.09118338
659,SDSS-II SN 20874,12.273211,-13.253685,25.145319,-13.566216
660,SDSS-II SN 2118,-15.007367,12.951151,6.7179203,-21.634188
661,SDSS-II SN 21402,28.389563,-6.882587,1.9829649,-0.9880608
662,SDSS-II SN 2766,-28.836882,17.26784,5.486855,10.937378
663,SDSS-II SN 3050,-5.638009,-0.29214528,15.530925,-8.613104
664,SDSS-II SN 5392,4.404701,-2.714214,16.248123,-31.060507
665,SDSS-II SN 5669,-12.517932,-3.1708524,6.677245,-13.5759735
666,SDSS-II SN 5806,11.135846,28.135796,-35.73897,-10.895093
667,SDSS-II SN 8280,12.837558,-4.4804645,2.4195027,-19.701195
668,SDSS-II SN 9562,13.025437,-7.1965127,10.185452,-12.331615
669,SN2005ed,-36.211422,-12.505097,21.186998,2.8880954
670,SN2005fa,15.476693,41.555443,-8.604603,-15.277554
671,SN2005fm,-31.11619,36.654316,5.5360074,-6.2866964
672,SN2005hj,-39.06425,20.32381,9.036453,1.1540343
673,SN2005hl,27.720543,-11.063034,27.190962,-11.614819
674,SN2005hn,-19.859575,16.745182,7.269003,2.636757
675,SN2005hr,-27.747849,33.97525,14.803311,1.3584893
676,SN2005jp,-3.9945462,-10.465227,14.816664,-3.5602698
677,SN2005ld,-29.211931,32.963226,3.4471085,2.709905
678,SN2005le,-0.94684225,12.610176,25.568932,-24.601595
679,SN2006V,27.355038,-2.544437,0.18462092,-8.591384
680,SN2006au,36.916157,-12.289893,21.370949,-12.296329
681,SN2006fd,-31.604227,7.7251024,24.898373,14.579571
682,SN2006fy,-36.295624,32.940998,6.3219223,8.404311
683,SN2006hl,-27.76212,40.247047,-1.7218322,6.518753
684,SN2006ht,-11.560159,11.151406,12.284139,38.66205
685,SN2006hx,-34.976612,23.439947,19.212742,-5.0844955
686,SN2006ji,-19.59584,31.320545,-3.9703126,26.312393
687,SN2006lc,-0.4254385,-18.506296,48.165028,-8.487745
688,SN2006oa,-37.912548,11.4477825,6.606424,-7.6884627
689,SN2006ob,-25.414783,17.806694,4.909602,-20.562586
690,SN2006oc,-20.643131,-11.997356,30.235403,15.812266
691,SN2006oj,-0.4305547,30.49787,-18.50847,0.17750865
692,SN2006ps,-30.167982,17.225428,8.458775,-11.579248
693,SN2006qq,0.11872448,-3.7174895,8.81496,-14.750713
694,SN2007gt,35.815365,-20.336721,14.982811,-0.11676646
695,SN2007ht,14.2996,-17.023417,18.093351,-26.936682
696,SN2007hx,-28.229237,31.000322,21.068851,9.143725
697,SN2007ic,-28.072376,16.15233,14.649864,-2.0676298
698,SN2007jk,6.865615,25.81616,19.528624,10.642174
699,SN2007kl,25.956137,21.318794,8.627148,3.7601905
700,SN2007lg,-15.191118,25.895132,-6.271638,5.2492275
701,SN2007ma,-29.417257,24.199345,1.8212137,0.4700323
702,SN2007mb,14.650822,27.475885,7.4307046,3.8261247
703,SN2007nd,21.858723,18.165607,-4.145604,4.06173
704,SN2007nf,-0.8114953,-8.714748,18.663002,-15.572561
705,SN2007px,-25.454088,23.345491,10.448921,1.3722723
706,SN2007pz,-28.209671,6.613637,16.05827,18.3105
707,SN2007ql,-8.779767,25.84821,-1.5870032,17.729513
708,SN2007qt,-16.357546,11.265694,26.220066,-4.033643
709,SN2007ra,-21.67334,23.539558,1.5105115,5.1234126
710,SN2007se,-19.916502,51.69782,-2.7578747,38.126095
711,SN2008J,28.602161,-22.125381,34.940193,12.844429
712,SN2013bh,-50.69726,12.682936,-1.6756738,-8.580878
713,SDSS-II SN 16142,12.877521,0.95559514,-23.377901,35.145256
714,SDSS-II SN 18321,-17.439903,5.003041,24.569176,-24.006945
715,SDSS-II SN 2632,26.148592,1.063473,16.123972,-30.944923
716,SDSS-II SN 6075,17.687775,-18.350063,12.536241,-14.96961
717,SN2005fr,26.47435,15.193546,-1.0018165,12.768378
718,SN2005gf,-22.828547,15.517536,28.760168,-11.2252445
719,SN2005if,-29.640512,9.098122,14.398184,9.819178
720,SN2007kw,3.820764,7.6617737,4.0721555,-22.079086
721,SN2007lz,11.37739,29.700628,-22.979414,-16.450073
722,SDSS-II SN 10299,6.923097,20.495695,11.931946,-21.334969
723,SDSS-II SN 11092,17.562883,32.581295,18.599031,25.958652
724,SDSS-II SN 1164,13.627888,18.12205,-4.720677,-36.07797
725,SDSS-II SN 13131,35.29564,7.7578306,-20.729425,17.546112
726,SDSS-II SN 13413,23.959139,6.640358,-7.8005466,39.505466
727,SDSS-II SN 14137,18.67226,12.97778,17.149687,-6.976193
728,SDSS-II SN 14304,25.39554,1.5715688,22.470182,-7.649769
729,SDSS-II SN 14455,32.054253,11.96245,19.334753,-20.83187
730,SDSS-II SN 14470,13.537232,24.55339,-5.063823,24.914864
731,SDSS-II SN 14499,30.447582,0.013804922,13.018996,-14.245297
732,SDSS-II SN 15696,43.020737,11.494204,-6.3889346,-8.456547
733,SDSS-II SN 16172,6.308774,-8.090113,32.831314,-4.930763
734,SDSS-II SN 16199,9.424746,0.02648913,21.684996,25.910727
735,SDSS-II SN 1631,-3.4531724,-9.265562,14.324378,9.741785
736,SDSS-II SN 16433,23.514652,9.755942,9.765405,-2.7312846
737,SDSS-II SN 16603,-4.8065066,22.585356,-1.5014367,-6.59036
738,SDSS-II SN 17703,-37.28079,4.774064,-0.3943475,28.89663
739,SDSS-II SN 17739,14.113897,4.2974954,9.804923,2.4673588
740,SDSS-II SN 17777,1.1188425,0.32919174,10.794526,3.7629972
741,SDSS-II SN 17910,-6.0326657,5.7535467,9.5631485,0.8745714
742,SDSS-II SN 18324,-10.542842,8.213963,39.036068,14.592413
743,SDSS-II SN 18447,3.3601422,30.078602,-29.52589,15.097562
744,SDSS-II SN 18733,17.292452,4.174808,19.368471,0.5426632
745,SDSS-II SN 18831,24.899775,1.2930125,13.312473,2.8039305
746,SDSS-II SN 18978,3.9006543,35.943905,-14.391438,-10.494696
747,SDSS-II SN 1903,10.020186,13.878529,12.9240885,-2.0631213
748,SDSS-II SN 19319,0.6266782,8.674784,6.875881,-5.1013875
749,SDSS-II SN 19332,-0.7862558,-2.4455917,14.104752,38.02183
750,SDSS-II SN 19769,-5.1428037,-9.161741,39.457428,-7.2982655
751,SDSS-II SN 20046,16.330364,24.265224,7.6527348,-17.197153
752,SDSS-II SN 20104,35.748024,9.092986,-2.451795,29.438995
753,SDSS-II SN 20295,12.865905,4.2203946,15.930004,-8.325612
754,SDSS-II SN 20925,-14.616925,-5.8516107,17.398167,12.373479
755,SDSS-II SN 2468,12.110907,7.0914383,5.987766,-7.719164
756,SDSS-II SN 2734,7.1286964,16.173752,7.8027797,19.36318
757,SDSS-II SN 3118,9.075197,25.895136,-13.275648,15.492088
758,SDSS-II SN 3205,2.7351544,22.728725,15.272141,-0.13645469
759,SDSS-II SN 3508,36.164883,3.9367208,12.300413,7.273417
760,SDSS-II SN 4322,-7.471848,19.497293,-9.273161,-22.714783
761,SDSS-II SN 5339,24.578007,-4.288462,20.92723,14.934784
762,SDSS-II SN 5858,11.946306,15.731184,-19.152382,-37.9239
763,SDSS-II SN 5877,13.153684,-0.7543102,20.813704,14.612534
764,SDSS-II SN 6282,39.545647,6.902525,9.864377,-10.21479
765,SDSS-II SN 7017,27.102173,9.99809,-9.527613,-7.6062365
766,SDSS-II SN 7099,20.985235,28.748442,-13.162382,0.8285721
767,SDSS-II SN 7357,23.910446,9.81599,22.89353,-1.2118931
768,SDSS-II SN 7417,-13.798711,16.516554,-6.4850006,-3.0721002
769,SDSS-II SN 7802,16.75464,14.808894,-6.257285,-26.627892
770,SDSS-II SN 7864,-2.9997861,25.718481,5.70506,-0.92731297
771,SDSS-II SN 8555,-3.1425953,13.685732,21.854305,-11.5127735
772,SN2005ei,22.653131,38.89648,13.60634,16.340553
