,SN,0,1,2,3,4
327,SDSS-II SN 18387,11.094447,-19.955538,5.492159,2.8718548,5.9442644
328,SDSS-II SN 18405,1.9461997,-29.342161,1.1145741,4.231825,7.29181
329,SDSS-II SN 18454,-1.0268103,-29.154036,-4.633278,-5.650762,13.086176
330,SDSS-II SN 18479,-7.755584,-21.334253,11.845009,11.88669,-14.308868
331,SDSS-II SN 18593,-9.086749,-5.039079,0.6435683,-0.9251995,-18.546967
332,SDSS-II SN 18598,1.894615,-0.3593916,-9.809339,20.394985,-9.879271
333,SDSS-II SN 18647,7.6841164,-19.814524,2.8743072,1.3703547,-19.97321
334,SDSS-II SN 1866,0.9301766,-19.45091,-0.83894575,7.6490145,-7.385077
335,SDSS-II SN 18664,23.081045,-19.292624,-5.170709,0.12305469,-9.432901
336,SDSS-II SN 18743,26.402578,-15.587065,-4.356725,-3.4989774,-1.0616791
337,SDSS-II SN 18848,7.2019506,-1.1670147,-19.067759,4.4202986,-3.460109
338,SDSS-II SN 18898,4.6917257,9.52888,-23.211319,-0.43402848,-14.423062
339,SDSS-II SN 18917,-1.6264743,-20.762897,15.641313,13.16687,-0.033639453
340,SDSS-II SN 18935,0.060596958,-26.260588,-1.7572769,-14.147791,0.5980379
341,SDSS-II SN 18943,15.131285,-8.991203,-2.1440723,-13.319298,8.576457
342,SDSS-II SN 18971,4.9726305,-24.650215,4.71994,1.4529272,-4.5024686
343,SDSS-II SN 18973,-12.636687,-13.983956,11.353435,-2.0555298,13.79658
344,SDSS-II SN 18983,-5.373188,0.5268948,-15.199226,-3.5512686,-9.093784
345,SDSS-II SN 19059,-1.578818,-21.763748,26.963604,4.108121,-2.2324743
346,SDSS-II SN 19189,-0.8601478,-10.874926,8.355563,4.6953645,4.3092365
347,SDSS-II SN 19209,-15.003689,-13.370734,17.667336,3.9843469,4.95571
348,SDSS-II SN 1921,6.91029,-23.416094,14.474451,0.14727403,-3.5372434
349,SDSS-II SN 19344,16.527838,-20.174717,14.528609,6.667849,9.183065
350,SDSS-II SN 19399,0.8943829,-31.770296,7.8183193,7.1557803,-2.6078613
351,SDSS-II SN 19428,19.430464,-5.01695,-14.607488,2.8388782,2.5707953
352,SDSS-II SN 19434,14.531291,-11.726521,6.177768,5.3272157,-2.2411106
353,SDSS-II SN 19461,19.180365,-19.914576,7.649872,10.557481,-5.486841
354,SDSS-II SN 19467,-5.829875,-23.234468,13.236398,-3.2617826,-5.051262
355,SDSS-II SN 19538,-6.5633383,-7.5046062,-7.458303,-6.2759933,-15.079491
356,SDSS-II SN 19539,-11.9869585,-11.682847,-9.713301,-11.210287,-4.9667373
357,SDSS-II SN 19683,17.75542,-18.015007,-2.6874688,-9.319344,-0.7025068
358,SDSS-II SN 19721,-0.13704866,0.7511225,-22.257755,7.0887995,-12.745306
359,SDSS-II SN 19723,-1.2906867,-18.93115,15.28067,3.7458162,-14.626887
360,SDSS-II SN 19776,-7.3810396,-4.7532854,29.66833,-3.3319829,6.906902
361,SDSS-II SN 1980,-13.382371,-2.1615915,-15.239617,3.4576397,-12.571016
362,SDSS-II SN 1982,12.1572695,-7.1819105,-17.9598,6.488404,-2.7960544
363,SDSS-II SN 1991,11.478101,-17.982834,6.9551563,13.503376,0.07738842
364,SDSS-II SN 19986,-17.619942,-13.4207325,3.0601847,-8.10391,4.1870365
365,SDSS-II SN 19987,1.1412761,-9.321168,22.78783,-5.127209,2.3019297
366,SDSS-II SN 20216,-20.435654,-5.5764675,-12.991881,6.992696,-9.066281
367,SDSS-II SN 20231,-3.1525586,-10.315072,14.290985,-13.328964,3.3833525
368,SDSS-II SN 20251,9.510943,-3.9825566,-12.71796,-1.2504128,-2.0610123
369,SDSS-II SN 20257,-10.823667,-9.345777,17.189154,-2.3446534,1.7732645
370,SDSS-II SN 20369,-0.22653861,-12.39462,-24.371979,7.1306896,3.2055275
371,SDSS-II SN 2041,10.873535,-10.586974,-6.18001,3.3414395,-2.8644564
372,SDSS-II SN 20411,-13.494737,-17.96278,5.216122,-13.702704,9.261334
373,SDSS-II SN 2042,8.260499,-24.012594,5.1957464,-0.9848544,11.487074
374,SDSS-II SN 20467,-3.9286072,-19.141535,-15.563364,-0.9097125,-4.621908
375,SDSS-II SN 20491,-5.954768,-23.114798,-12.113655,8.643807,-12.394988
376,SDSS-II SN 20497,-7.328913,-4.9966702,19.279297,13.485523,-10.080282
377,SDSS-II SN 20590,-5.6614285,-17.249817,10.447013,11.521831,-6.7171197
378,SDSS-II SN 20591,3.7528594,-14.127997,26.297804,1.6531066,-6.9616513
379,SDSS-II SN 20613,-0.6875095,-27.701933,9.128478,-3.1421816,9.347509
380,SDSS-II SN 20646,12.876247,-18.729933,-3.4443662,-2.3098347,0.19242595
381,SDSS-II SN 20721,20.152924,-13.524196,1.0315876,13.012071,-1.1848233
382,SDSS-II SN 2078,5.4022746,-5.251782,1.8425424,-6.190094,-5.1921825
383,SDSS-II SN 20791,16.056953,-9.6851225,7.2906322,14.159193,-5.416596
384,SDSS-II SN 20805,27.161219,-5.9593234,0.28941658,1.2162192,11.021467
385,SDSS-II SN 20820,-3.476752,-0.11267415,15.483066,-3.3889377,35.23378
386,SDSS-II SN 20842,0.21151397,-22.679224,19.530584,1.6582519,2.8829207
387,SDSS-II SN 20861,5.049424,-7.1264386,-7.020167,-10.769561,-9.395977
388,SDSS-II SN 20870,11.563051,-20.431854,-3.2185688,12.692314,0.66600335
389,SDSS-II SN 20895,4.711476,-17.40402,12.000247,6.3100963,-3.0291367
390,SDSS-II SN 20916,-3.78645,-17.542162,23.172953,-1.6523983,-2.9215624
391,SDSS-II SN 2093,-6.449764,-4.1137342,-6.925398,10.241909,-7.531492
392,SDSS-II SN 20953,0.30128944,-21.378101,4.9604692,-11.4208145,5.875734
393,SDSS-II SN 20956,5.770901,-12.196243,-19.986204,1.936969,4.4346733
394,SDSS-II SN 20969,1.6934752,-17.294922,8.961062,-0.17480595,11.052891
395,SDSS-II SN 21081,8.061763,-15.023715,-9.496881,-9.546848,10.378633
396,SDSS-II SN 21356,-10.705691,-19.277714,11.47539,10.013986,6.099748
397,SDSS-II SN 21359,20.915174,-2.662411,-2.6919048,7.1519613,5.169324
398,SDSS-II SN 21381,-12.344824,-19.026297,9.900625,-3.7084136,-4.792314
399,SDSS-II SN 2148,5.725895,-18.575027,16.71103,1.844125,13.761455
400,SDSS-II SN 2149,-1.5018985,-25.116426,-8.225045,-1.488335,-21.686882
401,SDSS-II SN 21553,16.331266,-10.370431,-3.5970206,-6.2304897,2.0025012
402,SDSS-II SN 21709,11.614106,-5.6526093,-2.991483,11.398101,-15.883089
403,SDSS-II SN 21711,3.1905975,-17.934357,-10.238657,7.7098975,-10.166977
404,SDSS-II SN 2244,3.5464036,-5.9651957,13.9953985,0.20537631,-0.53344446
405,SDSS-II SN 2325,2.5419497,-13.367057,-14.805763,-7.3583035,-0.41164705
406,SDSS-II SN 2464,13.158199,-20.537369,0.73462504,5.05936,-4.0574017
407,SDSS-II SN 2615,5.264988,-23.092442,-3.3104818,-0.0665486,20.054922
408,SDSS-II SN 2630,0.9344616,-25.719187,-1.6333557,10.558643,-18.421429
409,SDSS-II SN 2808,1.473876,-21.092747,-2.6005483,-9.099417,-14.758779
410,SDSS-II SN 2912,15.407431,-13.870148,1.5047309,7.607993,4.554507
411,SDSS-II SN 3090,-4.8815627,1.8248463,-22.297504,2.5897744,-7.1372857
412,SDSS-II SN 3196,-12.107026,-15.714359,-2.219509,7.687495,17.1524
413,SDSS-II SN 3344,-4.034742,-16.146055,-5.726015,-13.664037,-5.7040577
414,SDSS-II SN 3368,-14.088979,-20.977457,3.1885123,-12.74836,-0.019519188
415,SDSS-II SN 3417,-6.226042,-5.135529,-2.681731,0.07120074,-30.494228
416,SDSS-II SN 3514,-4.600799,-17.633488,-16.972729,-11.638318,-7.0735955
417,SDSS-II SN 3529,1.3529269,-7.487628,-12.106534,0.3873139,6.721003
418,SDSS-II SN 3533,2.417739,-26.433006,-8.676992,-9.440289,-9.351668
419,SDSS-II SN 3558,11.291811,-12.906567,-26.53402,1.7684851,-6.069269
420,SDSS-II SN 3565,-16.630264,-0.41157213,-6.121986,5.5626073,-30.025013
421,SDSS-II SN 3983,-6.1271462,-27.254795,-6.4050274,8.011608,3.127394
422,SDSS-II SN 4019,5.002512,-23.203367,-13.94837,2.8496237,-13.11511
423,SDSS-II SN 4044,2.326327,-6.014809,14.513859,-12.817477,-2.4479215
424,SDSS-II SN 4104,2.2177894,-2.524642,-1.5323576,-9.762994,-14.27638
425,SDSS-II SN 4129,-5.979995,-5.3964806,16.237404,1.1309105,-10.5474825
426,SDSS-II SN 4181,5.6136084,-16.917322,-17.706236,13.93109,-13.508245
427,SDSS-II SN 4307,-8.058091,-20.216543,-10.49029,-3.7777185,-24.206263
428,SDSS-II SN 4330,10.229295,-8.968397,-19.604568,-6.791355,8.084061
429,SDSS-II SN 4375,-9.411601,-22.11385,-8.997421,-11.201863,-1.7152234
430,SDSS-II SN 4534,13.3601465,-17.637918,0.5439985,-18.56806,2.296097
431,SDSS-II SN 4606,20.893724,-8.250968,-5.7134337,-6.2398663,-10.609398
432,SDSS-II SN 4888,18.040815,0.77851754,-6.0835733,-2.4756875,2.0128667
433,SDSS-II SN 4906,-10.35028,-7.961638,-10.041489,-0.6962132,-9.273153
434,SDSS-II SN 4907,-3.634526,-17.849966,15.730623,-9.8741,-17.882038
435,SDSS-II SN 4966,2.385093,-18.72705,-23.682215,4.2698255,-10.025245
436,SDSS-II SN 4978,8.647105,-24.324917,6.207112,10.821621,-6.18502
437,SDSS-II SN 5001,9.423524,3.920687,-26.983242,-5.090059,-6.1949935
438,SDSS-II SN 5235,-10.203916,-19.597023,14.473756,0.01200395,-18.303366
439,SDSS-II SN 5401,-8.160459,-13.257812,-1.4373755,-0.9292366,-10.938266
440,SDSS-II SN 5468,-11.241412,-7.8638425,-0.4872048,18.435991,-5.5200486
441,SDSS-II SN 5498,-12.043373,-16.446201,15.822005,-9.520483,2.0258176
442,SDSS-II SN 5590,-19.484491,-20.505003,10.4169035,-5.5151143,0.37384576
443,SDSS-II SN 5607,12.409709,-1.6893727,-3.458426,1.0573103,6.438667
444,SDSS-II SN 5810,-5.253377,-3.172581,6.861332,9.45556,-1.3849764
445,SDSS-II SN 5890,-5.38919,4.269398,-15.98724,7.2585726,-20.199984
446,SDSS-II SN 5959,4.6207676,-16.249012,-20.671762,-7.25632,-12.079064
447,SDSS-II SN 5963,-7.2370524,-22.750853,-10.725213,9.9332,-4.536016
448,SDSS-II SN 6055,-14.403541,-15.356445,-17.512533,-4.2767158,-20.35853
449,SDSS-II SN 6289,18.430237,-10.115143,-10.058472,7.0584073,-6.499468
450,SDSS-II SN 6327,-2.8197057,-0.13312902,-12.386763,4.889066,-11.230329
451,SDSS-II SN 6556,12.332781,-16.787283,-10.177092,-2.2614489,-10.310091
452,SDSS-II SN 6560,-11.827646,-16.891048,-5.032897,5.4317794,-7.3108015
453,SDSS-II SN 6618,-22.98351,-12.676265,-3.073761,2.7039785,-0.06769451
454,SDSS-II SN 6714,9.583968,-23.411732,-1.1813939,-11.64892,8.104523
455,SDSS-II SN 6715,-2.456274,-10.979097,0.6146163,-22.427223,3.4002163
456,SDSS-II SN 7024,2.2093098,-14.62508,0.7853305,-10.618736,0.22005114
457,SDSS-II SN 703,-0.5900655,-15.386727,12.191285,-4.209693,-13.848968
458,SDSS-II SN 7039,-4.9415016,-6.2274733,-27.43659,5.4936633,-17.449099
459,SDSS-II SN 7121,-6.778167,-27.027004,-12.580477,-0.29051918,-11.081988
460,SDSS-II SN 7123,1.0302907,-11.991439,-20.382612,16.247976,-7.020325
461,SDSS-II SN 7233,-9.640157,-14.5451145,0.79777676,-21.230333,-6.5218472
462,SDSS-II SN 7499,15.3985195,-24.659817,11.565232,1.6786189,14.569086
463,SDSS-II SN 7636,5.887722,-10.911867,21.235527,6.413109,-2.2701778
464,SDSS-II SN 764,0.009642812,5.354535,-5.232161,-5.421782,-16.775742
465,SDSS-II SN 7647,-8.892999,-11.0053,25.316755,-1.0242032,-7.751017
466,SDSS-II SN 7701,-14.791299,-22.978859,-2.7754493,1.4178114,4.630216
467,SDSS-II SN 7725,7.6194606,-11.346817,-16.263468,11.091907,6.650168
468,SDSS-II SN 773,-29.147118,-7.0584483,0.8257117,-5.5577245,-3.0363472
469,SDSS-II SN 801,-7.3490753,-9.054793,-8.393894,4.0377154,-0.22351421
470,SDSS-II SN 8196,17.522917,-20.766275,-5.166776,11.934711,-4.3177037
471,SDSS-II SN 8236,-3.5752509,12.003565,12.352432,-7.817858,30.27025
472,SDSS-II SN 8252,-1.1014781,-21.495344,-2.442695,-7.920715,17.80157
473,SDSS-II SN 8721,10.520561,-14.3078575,-12.613142,7.257634,-0.23901874
474,SDSS-II SN 8744,-8.587463,-4.485283,-12.864537,10.199946,-15.202169
475,SDSS-II SN 904,-13.899317,-11.312682,-11.919478,8.974653,-13.208204
476,SDSS-II SN 9052,-3.6048696,-15.8810425,-17.872772,1.5197617,-25.793173
477,SDSS-II SN 917,0.0732904,1.010757,-1.3906707,-15.824844,-18.357174
478,SDSS-II SN 9250,-9.426583,3.8283093,-1.012345,-7.279266,-16.47322
479,SDSS-II SN 9326,-6.4940815,-10.876508,-11.243064,9.448195,-6.2568207
480,SDSS-II SN 9424,9.771711,-23.646528,20.788412,-4.9105587,3.3848877
481,SDSS-II SN 9632,-4.056392,-12.310758,23.493652,10.601757,2.9072702
482,SN2005fj,-6.1814294,0.49459222,-4.0042443,-7.495035,-26.16404
483,SN2005gi,12.559668,-4.2580733,8.11577,21.06303,-6.488665
484,SN2005jq,3.987721,10.88385,-19.534023,-12.77283,-17.515205
485,SN2005kq,-7.655959,-12.802098,8.167578,-1.248832,-24.57641
486,SN2005lo,-14.343908,-15.007455,4.3097467,9.397552,-10.072264
487,SN2005ml,-5.0214486,10.628562,-21.874773,-11.859336,-16.673584
488,SN2005mn,9.071571,-13.383946,-0.64211607,1.3585213,6.5529284
489,SN2005mp,-1.3404479,-8.586805,-7.703724,3.2166438,-10.256276
490,SN2006ft,-8.427479,-0.00037927565,-7.2613955,4.2036195,-22.516249
491,SN2006gd,-0.25846612,-20.581669,-1.5259293,4.089281,22.037952
492,SN2006ge,14.869824,-13.347884,-0.71545976,-2.3343046,-6.7764363
493,SN2006gk,-7.598385,-7.1261787,22.522774,4.779947,0.040066324
494,SN2006gl,-5.6060967,-19.315975,-5.1000614,3.2959542,-14.509672
495,SN2006go,-5.398198,-17.07086,3.4066517,-14.105037,2.9578714
496,SN2006gp,7.4574494,-14.046674,7.930561,0.6322385,2.862661
497,SN2006gu,-6.1253214,-8.84389,-8.626851,4.9866953,-17.58142
498,SN2006hj,-3.1052334,-18.299223,-11.191585,-8.285984,-19.637527
499,SN2006hk,-10.240747,-15.515318,-4.944056,1.0564888,-26.717567
500,SN2006hm,-15.124875,-17.484509,-0.18220901,-6.423736,12.931473
501,SN2006hw,-0.67376256,-9.925265,-0.2794473,-4.9751077,-30.764658
502,SN2006jg,27.529018,-6.628953,5.2587237,-3.119411,6.171877
503,SN2006jz,10.007738,-12.4357,-12.809115,7.042899,-19.349192
504,SN2006kd,-7.9405975,-5.989403,9.54942,-6.682154,-23.990839
505,SN2006ks,0.65935755,-15.888657,11.833553,14.807429,-10.817797
506,SN2006ll,-13.882195,-22.784056,7.1989007,-0.66452044,7.8050976
507,SN2006lq,-1.461902,-23.788176,9.3949995,9.813003,-7.9737525
508,SN2006mz,7.2820225,-21.954674,-12.751268,11.108698,-4.67028
509,SN2006nc,-6.250618,2.0603578,-21.620743,-10.506304,-27.116655
510,SN2006np,-2.5306501,-5.0337963,-1.979929,-12.287502,-26.976871
511,SN2006nt,3.5794811,-18.002237,-8.71959,19.423946,-19.639814
512,SN2006nw,2.553384,-0.66204286,-15.669088,-11.18207,-25.23753
513,SN2006op,-4.9865136,-13.825382,2.4460912,4.9575987,-4.4928575
514,SN2006oz,1.4491851,1.8264796,-13.450344,-10.389967,-12.138772
515,SN2006ph,4.6759267,-13.599754,-9.856024,12.599036,-17.618464
516,SN2006pj,-5.487025,-16.809353,2.5559754,6.8621426,-16.885939
517,SN2006pm,8.019072,-9.156593,-4.4761167,8.243304,-20.685936
518,SN2006pn,0.7010682,-3.8061888,-7.1481194,2.9265738,-19.700964
519,SN2006po,15.921824,-17.605515,-5.69315,4.676265,-7.4588866
520,SN2006pr,-2.735893,1.6554719,-19.450726,-11.291994,-18.716234
521,SN2006pu,2.4794095,2.7985086,-21.230345,-3.5742702,-9.158636
522,SN2006qd,-48.170746,-80.55832,49.65431,-101.75255,-96.54049
523,SN2006qh,-3.2872145,-18.023811,-5.514079,1.549695,-6.0080004
524,SN2006sw,6.079899,37.446217,-6.7942033,-13.857302,-1.2175716
525,SN2006sx,2.805741,151.93134,2.9893963,8.477569,-160.96234
526,SN2007fr,-2.2816474,-7.282024,-3.8648984,19.693548,2.979516
527,SN2007gl,17.998407,-8.229194,2.8962853,8.680177,18.325272
528,SN2007hy,-3.140085,-9.482838,3.9681253,-5.001678,-12.930029
529,SN2007jb,5.1542063,-22.79477,-7.5931544,-0.20513995,-2.9718611
530,SN2007jj,-9.444856,-9.049607,-2.3585007,-6.841506,-22.51493
531,SN2007jv,3.59515,-4.620927,-24.022028,-13.287239,-4.346671
532,SN2007kb,-0.58555657,-10.849209,-8.832879,25.160892,-5.7081904
533,SN2007kp,-5.553355,-15.385086,-10.47902,4.7796106,-25.871979
534,SN2007la,2.9897933,0.93562067,-6.532548,-12.088293,-28.922958
535,SN2007lf,6.229088,-5.7095184,20.29799,8.204368,-7.167533
536,SN2007lm,-8.288673,-16.413036,-7.3660846,13.357949,4.9292235
537,SN2007ls,-3.806953,0.6979673,-6.3542094,15.0575905,-23.763931
538,SN2007lu,-20.639486,-17.350622,-9.37387,0.008187081,-8.782819
539,SN2007mf,-15.716996,-8.91885,-11.295166,0.5421226,-20.049473
540,SN2007mg,-3.7891703,-9.091024,-11.982182,-3.9893377,-27.825876
541,SN2007mu,-0.021094024,-26.7565,-6.470083,10.660494,-2.6325247
542,SN2007nx,-16.473797,2.9667284,-5.4687104,-3.2104533,-20.133339
543,SN2007oa,1.1762432,-31.831305,-3.2098749,6.600581,-8.515638
544,SN2007oy,-7.2393427,-17.262823,23.566763,8.813063,-5.2218256
545,SN2007pf,-1.3767267,8.7639675,-24.37186,-19.154144,-17.227583
546,SN2007pg,-7.4661264,3.6062634,-19.355259,-13.36569,-11.439296
547,SN2007pr,8.991154,-15.050665,2.3801694,13.378679,-5.2642465
548,SN2007ps,-1.5868986,-21.609844,9.530884,-10.380956,-19.66207
549,SN2007py,-0.1403482,-21.381962,6.1110163,11.600053,-0.284264
550,SN2007qa,-0.473439,5.9359584,-19.610798,-3.6933687,-22.975473
551,SN2007qd,-1.4991603,-4.302239,-19.14464,-6.7657676,-13.228231
552,SN2007qj,8.466845,-4.060719,-8.1711855,0.9785515,-19.460773
553,SN2007qs,-3.8079367,-14.813654,-4.1255574,-6.4752073,-24.532194
554,SN2007qu,4.4155703,-5.0229306,-2.7998528,-1.3337524,-26.025223
555,SN2007rg,0.03404617,-15.13048,3.4364371,-6.419897,-17.938612
556,SN2007rn,2.0765247,-6.565749,-8.334068,13.217794,-12.865309
557,SN2007rq,0.8278518,-6.016728,3.007805,5.4381995,-17.920544
558,SN2007sl,-5.854586,2.2239811,-25.96724,-8.469086,-10.629099
559,SN2007tt,-7.9419928,-15.46572,17.712101,8.170337,0.5972614
560,SDSS-II SN 10480,9.772342,-18.552502,23.843557,3.1071103,0.19601192
561,SDSS-II SN 13147,-7.2030697,-21.820993,15.892051,-3.338248,12.330699
562,SDSS-II SN 13483,13.437102,-12.976254,-11.262942,-2.8192303,4.5961237
563,SDSS-II SN 13820,-5.2297516,-15.901179,1.2573187,-13.671534,-27.24455
564,SDSS-II SN 1385,3.6878169,-13.725759,-16.193754,4.066194,-5.1092663
565,SDSS-II SN 13991,2.6709049,-5.226325,-10.041312,21.177372,6.6886864
566,SDSS-II SN 14121,-20.848057,-2.4666197,1.6057416,-3.9772303,-13.626634
567,SDSS-II SN 14262,-13.692308,-11.767254,-8.870537,3.6642683,8.483185
568,SDSS-II SN 14415,24.953238,-0.6233821,-7.7170563,6.31107,-8.669959
569,SDSS-II SN 14635,-3.097313,-15.001052,-23.559553,-6.5709553,-5.8024817
570,SDSS-II SN 14833,11.503874,-5.7383747,-15.372003,3.472794,4.960692
571,SDSS-II SN 15268,-5.9633336,-13.623379,-14.711109,-13.52398,2.0773418
572,SDSS-II SN 15358,13.398829,-4.8570023,-5.667278,-20.449242,-2.9383435
573,SDSS-II SN 15360,12.897775,-11.751832,-11.939786,-9.528504,-3.8625484
574,SDSS-II SN 15418,-0.30841056,-11.94404,21.278574,-13.608489,9.159867
575,SDSS-II SN 15814,-7.8456817,-15.673253,6.050207,-9.130369,-6.6428094
576,SDSS-II SN 16103,6.8423862,-7.2409425,2.2306912,20.51282,-14.155821
577,SDSS-II SN 17317,0.9949509,10.188962,-48.528774,13.416438,8.334142
578,SDSS-II SN 17337,2.0836244,-10.37354,-10.341688,14.099563,-4.1661525
579,SDSS-II SN 17585,3.0403948,-0.54790527,-6.04641,-17.460627,-7.6030703
580,SDSS-II SN 17925,3.5340967,-19.133923,3.6181972,-7.775626,-24.271778
581,SDSS-II SN 17958,13.771358,-9.6488085,-8.831195,-10.091583,-18.877375
582,SDSS-II SN 18266,-19.542885,7.7826552,-2.9846,-8.28643,-11.477774
583,SDSS-II SN 18360,11.511891,-12.22844,3.5185943,-7.962589,1.6127396
584,SDSS-II SN 18585,-10.509922,-2.1099327,7.8826346,-4.1760206,-11.360155
585,SDSS-II SN 18589,-17.46669,-3.4183152,19.2671,-3.9591458,-2.999941
586,SDSS-II SN 18718,3.5562334,-23.433468,7.2166576,5.3411217,17.870651
587,SDSS-II SN 18836,4.2082295,-31.204308,16.983923,-3.753119,2.6576662
588,SDSS-II SN 18914,4.6552935,-12.0712385,-12.574629,-16.026022,-12.422708
589,SDSS-II SN 18970,-2.0105484,-5.2559896,-24.948,1.4869652,-5.1340547
590,SDSS-II SN 18986,6.166814,-5.6610956,-19.388777,-4.621422,-6.806874
591,SDSS-II SN 18993,-0.71332467,-3.0967655,31.439526,-8.83847,1.1375943
592,SDSS-II SN 19052,-0.6006668,-6.1874623,7.949532,3.3139915,-8.47276
593,SDSS-II SN 19212,-14.549839,-9.389279,-11.881114,11.9512615,-2.3479211
594,SDSS-II SN 19465,-9.479551,-19.405664,-5.3856483,17.134136,-6.312893
595,SDSS-II SN 19582,11.963772,-25.910194,2.547971,8.981816,10.186835
596,SDSS-II SN 19751,3.4295266,-0.014933137,-0.35863048,5.5744877,-26.39531
597,SDSS-II SN 19848,-0.5514474,-13.001317,10.026904,-6.6520853,-22.11895
598,SDSS-II SN 20324,10.035952,-13.737612,-8.53938,15.233036,-11.597299
599,SDSS-II SN 20408,14.935832,-7.3663154,10.75503,-1.983642,-14.895959
600,SDSS-II SN 2128,4.2976418,-17.295954,0.16070305,-6.3402457,13.359354
601,SDSS-II SN 21874,1.3955438,-2.0543897,0.031528004,-0.5814028,86.72973
602,SDSS-II SN 2401,6.338732,-10.093525,-4.712046,-5.6071978,6.0246453
603,SDSS-II SN 2620,-8.404011,-12.059863,-18.052588,-5.310069,-10.790059
604,SDSS-II SN 2621,-0.25186226,-6.742143,-1.0726124,4.6211433,-3.4001994
605,SDSS-II SN 3294,-5.7860746,-6.5330396,-12.296283,19.454569,-14.58176
606,SDSS-II SN 4062,14.535022,-4.197792,-20.573029,-8.20195,-3.0831156
607,SDSS-II SN 6136,12.2635565,-17.139877,1.9962265,5.663962,14.616543
608,SDSS-II SN 6889,-1.9153683,0.5744752,6.381591,-1.6540061,-17.57942
609,SDSS-II SN 706,0.9414308,-14.317194,2.6314385,-1.4984708,-4.4580984
610,SDSS-II SN 7762,-3.1254766,-20.622599,-0.9156147,-0.2735509,12.841238
611,SDSS-II SN 8092,4.2946415,-14.81476,-10.781571,-15.925436,7.9786267
612,SDSS-II SN 9132,-4.9120216,2.3982575,10.46326,13.872033,-12.893166
613,SN2005fb,-0.8352652,-16.486185,-16.674683,8.570945,-22.540037
614,SN2005ga,7.209634,2.30853,-21.90547,-6.405355,-23.076654
615,SN2005gd,6.5086274,4.961076,-22.670721,2.776614,-26.868591
616,SN2005gp,10.312177,-11.32815,4.2446027,11.951402,-19.189835
617,SN2005hs,-8.764538,-20.015377,10.865313,18.15657,-4.037916
618,SN2005hz,-4.809998,-5.284948,10.685587,3.3980873,-26.203568
619,SN2005ij,1.2216696,0.8148488,-13.809586,-2.2021813,-27.74903
620,SN2005kp,-2.114252,5.811902,-19.825903,-16.834251,-24.312393
621,SN2006eb,-5.03244,2.9459617,-23.117918,-3.7846255,-18.033464
622,SN2006fn,-4.135897,-3.27778,-4.094029,-0.79862446,-14.708528
623,SN2006gv,-9.166355,-3.319913,4.477064,-1.196561,-27.227934
624,SN2006ki,8.886153,-12.503926,-4.2693515,-3.090118,-26.305544
625,SN2006kw,7.214499,-2.6063738,-19.24899,4.3378015,-19.916224
626,SN2007ia,-10.6057625,-0.78746015,9.506303,8.124685,-9.552554
627,SN2007lw,-12.787511,-16.39435,-6.8954,-6.5392504,-14.871715
628,SN2007nz,-7.0546985,-11.893514,12.360483,-20.73339,2.149953
629,SN2007ol,-10.163743,5.631993,-17.84623,-20.55202,-15.26626
630,SN2007sh,-1.4913037,7.04674,-17.433994,-19.05794,-13.774419
631,SN2008am,13.571286,-16.214659,-2.9419508,-4.6123676,9.366437
632,SDSS-II SN 1115,8.7123,-2.2295754,3.9821548,8.700089,13.951796
633,SDSS-II SN 12852,-11.500268,-4.2146425,20.951431,9.691428,11.144986
634,SDSS-II SN 13058,-1.6674427,-3.9325633,2.2839592,-1.9102207,12.159543
635,SDSS-II SN 13329,-0.54565716,6.5065494,0.30965194,1.0707717,30.785776
636,SDSS-II SN 13339,-13.502639,-1.5875628,13.221157,12.7929535,3.9816356
637,SDSS-II SN 1378,-10.896535,-5.231766,-0.29907593,5.7417245,12.651735
638,SDSS-II SN 13839,-5.096459,3.8398488,-11.246049,22.18276,10.820146
639,SDSS-II SN 13971,-19.642914,6.233966,8.5891485,-16.057234,7.4344387
640,SDSS-II SN 14231,-14.33755,7.8156257,8.837414,-2.9418395,6.3526807
641,SDSS-II SN 14933,7.454554,-0.12175213,9.9366665,17.13057,2.9442182
642,SDSS-II SN 15448,4.618037,-4.9879894,2.9562082,-9.415804,5.427845
643,SDSS-II SN 15454,-12.354784,-9.040141,5.5426536,-13.591906,17.815905
644,SDSS-II SN 15942,-1.1249822,0.4298129,13.401363,18.206736,7.708354
645,SDSS-II SN 16739,-2.4425397,8.258813,-11.001354,5.9231496,15.675824
646,SDSS-II SN 17272,-13.09698,18.285685,-10.969714,10.696995,-2.6706092
647,SDSS-II SN 17373,16.874151,7.040073,8.254134,10.371549,-15.706155
648,SDSS-II SN 1782,-3.0968528,11.374466,-12.665448,17.170807,2.7774808
649,SDSS-II SN 18824,-7.8544846,-7.215887,15.990188,23.409883,4.134387
650,SDSS-II SN 18979,-3.2914648,7.1787057,5.4298234,4.73566,-2.1029413
651,SDSS-II SN 18990,0.4184891,-5.731745,-4.534421,11.79304,11.499394
652,SDSS-II SN 19042,6.991265,9.590069,-4.3420877,11.596743,-5.39841
653,SDSS-II SN 19065,-3.1784585,-9.075769,6.0280414,0.93649524,28.13463
654,SDSS-II SN 19137,-4.4460487,5.2479515,15.967814,7.7991076,0.49848744
655,SDSS-II SN 1919,-25.722715,4.3862257,-0.14033194,-2.5324647,-4.3381834
656,SDSS-II SN 19640,-10.043297,-0.891396,14.422445,-2.0871468,10.196736
