,SN,0,1
577,SDSS-II SN 17317,-9.511694,12.108992
578,SDSS-II SN 17337,-2.7459662,13.99784
579,SDSS-II SN 17585,4.829809,5.82364
580,SDSS-II SN 17925,-12.340002,18.124693
581,SDSS-II SN 17958,1.4088303,18.157747
582,SDSS-II SN 18266,8.666438,10.479917
583,SDSS-II SN 18360,-12.385479,0.230351
584,SDSS-II SN 18585,2.9846547,6.3493605
585,SDSS-II SN 18589,-5.809697,-5.0216856
586,SDSS-II SN 18718,-20.179434,-6.7327766
587,SDSS-II SN 18836,-24.10159,-3.828381
588,SDSS-II SN 18914,9.71288,13.44237
589,SDSS-II SN 18970,4.2395854,12.627202
590,SDSS-II SN 18986,5.6168103,13.126885
591,SDSS-II SN 18993,-12.448181,-2.8824024
592,SDSS-II SN 19052,-12.810187,8.753873
593,SDSS-II SN 19212,0.87833047,13.367347
594,SDSS-II SN 19465,-18.928867,16.344719
595,SDSS-II SN 19582,-20.9389,-4.385721
596,SDSS-II SN 19751,5.018659,24.12347
597,SDSS-II SN 19848,-12.162579,17.486444
598,SDSS-II SN 20324,-3.0957606,18.003696
599,SDSS-II SN 20408,-7.3866024,12.961741
600,SDSS-II SN 2128,-15.654636,-3.403599
601,SDSS-II SN 21874,-15.604716,-3.7908304
602,SDSS-II SN 2401,-11.782119,1.6220841
603,SDSS-II SN 2620,-0.07586784,15.011548
604,SDSS-II SN 2621,-8.621288,12.476572
605,SDSS-II SN 3294,-0.4935392,13.94308
606,SDSS-II SN 4062,0.8101365,6.014718
607,SDSS-II SN 6136,-19.598284,-5.8275604
608,SDSS-II SN 6889,-0.52492523,15.894063
609,SDSS-II SN 706,-10.119215,10.595957
610,SDSS-II SN 7762,-16.640255,-3.822278
611,SDSS-II SN 8092,-11.628871,3.2255366
612,SDSS-II SN 9132,-8.601273,18.05034
613,SN2005fb,1.8420855,21.549725
614,SN2005ga,9.622586,22.29963
615,SN2005gd,10.438894,23.5342
616,SN2005gp,-5.5500054,18.259855
617,SN2005hs,-19.69727,7.1148996
618,SN2005hz,-9.714183,19.204365
619,SN2005ij,8.503578,21.674643
620,SN2005kp,11.43948,21.060328
621,SN2006eb,9.85784,19.77609
622,SN2006fn,0.9393931,16.49939
623,SN2006gv,-9.257146,19.460653
624,SN2006ki,0.13404217,23.682936
625,SN2006kw,5.4880085,19.218801
626,SN2007ia,-4.1833434,-3.2034628
627,SN2007lw,-0.8674943,17.576181
628,SN2007nz,-12.604984,-4.2679367
629,SN2007ol,13.670797,19.893425
630,SN2007sh,12.678841,19.467226
631,SN2008am,-11.090253,0.7194216
632,SDSS-II SN 1115,-11.349274,-11.600106
633,SDSS-II SN 12852,-15.585554,-12.728028
634,SDSS-II SN 13058,-6.2404046,-9.831013
635,SDSS-II SN 13329,1.4519606,-17.962717
636,SDSS-II SN 13339,-4.430379,-5.468522
637,SDSS-II SN 1378,-6.3814483,-7.229009
638,SDSS-II SN 13839,6.049834,-6.736902
639,SDSS-II SN 13971,-1.4029676,-7.5004525
640,SDSS-II SN 14231,11.728084,-14.940608
641,SDSS-II SN 14933,-9.112729,-12.7504425
642,SDSS-II SN 15448,-3.050803,-10.720755
643,SDSS-II SN 15454,-14.042281,-8.085227
644,SDSS-II SN 15942,-4.937698,-15.429079
645,SDSS-II SN 16739,10.376079,-8.315768
646,SDSS-II SN 17272,15.607111,0.5305845
647,SDSS-II SN 17373,8.889922,4.186867
648,SDSS-II SN 1782,11.652519,-0.24643262
649,SDSS-II SN 18824,-15.421832,-9.394557
650,SDSS-II SN 18979,1.8576937,-5.4643903
651,SDSS-II SN 18990,-9.174963,-4.6397395
652,SDSS-II SN 19042,11.181965,1.3477131
653,SDSS-II SN 19065,-15.256428,-14.972839
654,SDSS-II SN 19137,-3.8331587,-9.966074
655,SDSS-II SN 1919,7.898556,8.884793
656,SDSS-II SN 19640,-5.0787425,-10.336633
657,SDSS-II SN 19778,0.9876109,-19.365614
658,SDSS-II SN 20603,-6.279287,-13.026774
659,SDSS-II SN 20874,-6.4096184,-9.14141
660,SDSS-II SN 2118,16.673216,5.953714
661,SDSS-II SN 21402,-12.598607,-8.861178
662,SDSS-II SN 2766,19.814957,2.9494948
663,SDSS-II SN 3050,-0.28649023,-7.6117597
664,SDSS-II SN 5392,-3.298012,-9.618054
665,SDSS-II SN 5669,4.62651,-0.06794101
666,SDSS-II SN 5806,11.121936,4.8074093
667,SDSS-II SN 8280,-3.2865584,-8.51163
668,SDSS-II SN 9562,-4.354925,-8.992202
669,SN2005ed,8.7106,1.7167773
670,SN2005fa,17.298088,-5.0177054
671,SN2005fm,23.701355,2.1200476
672,SN2005hj,22.924574,8.054978
673,SN2005hl,-15.060173,-13.896682
674,SN2005hn,20.410116,3.761711
675,SN2005hr,23.858397,3.371117
676,SN2005jp,-3.5573819,-6.981524
677,SN2005ld,22.64654,2.6007483
678,SN2005le,7.628109,-13.284328
679,SN2006V,-12.71413,-8.829443
680,SN2006au,-14.833416,-13.35915
681,SN2006fd,20.142303,-9.49706
682,SN2006fy,22.381168,2.8740282
683,SN2006hl,22.687439,1.2985903
684,SN2006ht,19.842028,-10.341288
685,SN2006hx,24.1406,7.3276963
686,SN2006ji,19.55255,-1.8334594
687,SN2006lc,-12.981097,-15.28061
688,SN2006oa,21.10349,8.573711
689,SN2006ob,19.92691,7.589623
690,SN2006oc,-0.2083551,-13.683116
691,SN2006oj,15.634189,-0.04856551
692,SN2006ps,20.26042,6.933571
693,SN2006qq,0.19809046,-8.486006
694,SN2007gt,-12.55708,-11.613502
695,SN2007ht,-6.626449,-8.394017
696,SN2007hx,24.476461,3.3272357
697,SN2007ic,21.070076,4.956044
698,SN2007jk,7.627185,-17.365751
699,SN2007kl,9.470024,-10.450578
700,SN2007lg,20.523016,0.98841155
701,SN2007ma,21.353104,3.4550152
702,SN2007mb,10.526797,-10.029652
703,SN2007nd,11.120539,-7.600906
704,SN2007nf,-5.362785,-7.828282
705,SN2007px,21.47104,3.963515
706,SN2007pz,17.86154,-10.752527
707,SN2007ql,17.398344,-3.5490956
708,SN2007qt,12.34976,-11.737712
709,SN2007ra,20.498796,2.957852
710,SN2007se,10.772512,-11.111052
711,SN2008J,-18.637104,-15.7003145
712,SN2013bh,21.349226,10.602997
713,SDSS-II SN 16142,6.210075,3.1592004
714,SDSS-II SN 18321,12.653073,-12.891377
715,SDSS-II SN 2632,-2.261699,-8.373085
716,SDSS-II SN 6075,-11.968613,-9.487442
717,SN2005fr,11.346558,-8.331432
718,SN2005gf,11.149296,-5.981559
719,SN2005if,19.222033,-9.699665
720,SN2007kw,1.9556943,-6.2326837
721,SN2007lz,11.839831,5.435376
722,SDSS-II SN 10299,6.7438397,-11.660449
723,SDSS-II SN 11092,20.618383,-13.056269
724,SDSS-II SN 1164,9.75217,0.08305712
725,SDSS-II SN 13131,7.451215,0.14844722
726,SDSS-II SN 13413,6.381368,-0.052645147
727,SDSS-II SN 14137,2.5258718,-13.626423
728,SDSS-II SN 14304,-1.6658611,-15.075417
729,SDSS-II SN 14455,0.416287,-14.691871
730,SDSS-II SN 14470,13.70607,-5.3670716
731,SDSS-II SN 14499,-4.3864174,-12.074837
732,SDSS-II SN 15696,6.3142257,-1.1478856
733,SDSS-II SN 16172,-6.850045,-16.125193
734,SDSS-II SN 16199,-3.6290023,-17.414326
735,SDSS-II SN 1631,0.3067095,-3.1591032
736,SDSS-II SN 16433,1.5044258,-12.273862
737,SDSS-II SN 16603,15.913179,1.7721969
738,SDSS-II SN 17703,14.900752,5.821161
739,SDSS-II SN 17739,-0.5571802,-11.1112585
740,SDSS-II SN 17777,3.0861027,-2.4511364
741,SDSS-II SN 17910,3.8038642,-2.2387128
742,SDSS-II SN 18324,9.788275,-16.113375
743,SDSS-II SN 18447,6.6808786,0.53339165
744,SDSS-II SN 18733,-2.826944,-13.783239
745,SDSS-II SN 18831,-9.346036,-9.402679
746,SDSS-II SN 18978,13.135003,0.47154045
747,SDSS-II SN 1903,2.737826,-12.753672
748,SDSS-II SN 19319,2.451059,-3.5339236
749,SDSS-II SN 19332,-0.89467,-3.3803074
750,SDSS-II SN 19769,-6.1327667,-16.233295
751,SDSS-II SN 20046,8.787096,-9.1168585
752,SDSS-II SN 20104,3.2424664,-7.7864585
753,SDSS-II SN 20295,-2.880816,-12.399897
754,SDSS-II SN 20925,-0.18722193,-2.0289955
755,SDSS-II SN 2468,-1.7842202,-11.36293
756,SDSS-II SN 2734,13.223934,-8.380294
757,SDSS-II SN 3118,13.849212,-2.445185
758,SDSS-II SN 3205,13.7685375,-13.795742
759,SDSS-II SN 3508,-0.8936603,-20.280107
760,SDSS-II SN 4322,14.22361,3.410908
761,SDSS-II SN 5339,-11.206202,-14.876005
762,SDSS-II SN 5858,12.893143,3.274048
763,SDSS-II SN 5877,-3.414277,-15.857771
764,SDSS-II SN 6282,-3.292395,-13.106303
765,SDSS-II SN 7017,3.5760138,-9.133268
766,SDSS-II SN 7099,10.737772,-3.674861
767,SDSS-II SN 7357,0.25653982,-15.908243
768,SDSS-II SN 7417,15.152602,3.484452
769,SDSS-II SN 7802,4.2970266,-5.7196302
770,SDSS-II SN 7864,16.803297,1.3454252
771,SDSS-II SN 8555,8.646275,-12.137991
772,SN2005ei,21.849653,-10.803068
773,SN2005em,9.764611,-18.196592
774,SN2005gb,29.05363,-3.6833646
775,SN2005hk,11.117891,-19.333937
776,SN2005hv,7.481602,-2.5999613
777,SN2005hy,23.28141,-0.33820346
778,SN2005ir,29.139914,-2.5279596
779,SN2005jr,14.67271,4.739559
780,SN2005kj,13.132101,2.6489048
781,SN2005kr,-6.5621357,-17.721981
782,SN2006eq,18.746792,-15.335247
783,SN2006fc,16.125479,-8.135432
784,SN2006fh,19.625803,-13.048671
785,SN2006fm,25.055037,-0.81366545
786,SN2006fz,24.442327,-4.1164174
787,SN2006gn,27.579464,-4.3237934
788,SN2006iz,17.931465,2.5787957
789,SN2006jq,23.93213,0.38966036
790,SN2006jt,26.446733,-0.6176716
791,SN2006ls,26.050571,-1.0553017
792,SN2006mn,-7.5460334,-11.830838
793,SN2006mw,-2.2556424,-24.641972
794,SN2006ne,-4.606925,-20.415257
795,SN2006pl,16.385565,3.1045656
796,SN2006pp,4.2861524,-10.804167
797,SN2007hz,23.317123,0.0036070857
798,SN2007ix,14.861819,-0.9088202
799,SN2007jd,16.441072,-7.1307955
800,SN2007jg,29.890074,-5.1402445
801,SN2007jo,14.885357,-2.2003431
802,SN2007jt,17.949692,-1.3747811
803,SN2007ju,29.80174,-2.084065
804,SN2007ks,24.286402,-4.108715
805,SN2007lq,17.912415,0.3610011
806,SN2007mh,21.348917,-1.334009
807,SN2007mi,22.874622,-3.8231137
808,SN2007mm,14.339869,-19.080248
809,SN2007mn,31.51805,-2.6044858
810,SN2007oi,1.9484012,-14.079609
811,SN2007pt,16.081053,-7.7673244
812,SN2007pu,30.438904,-4.1098313
813,SN2007pv,5.4505253,-8.27174
814,SN2007qi,12.713944,-1.8401136
815,SN2007rk,-7.309625,-14.985783
816,SN2008ax,-6.724185,-18.790876
817,SN2009N,-8.48524,-14.11393
818,SN2010gx,13.2622795,7.519893
819,SDSS-II SN 10559,-1.7143667,-13.02394
820,SDSS-II SN 18399,3.9231296,-2.583592
821,SN2005gw,5.4010725,-9.938306
822,SN2005ht,15.028869,-7.6024942
823,SN2005ii,6.8078456,-12.400855
824,SN2005ja,3.7317019,-9.786858
825,SN2005jc,15.84511,-3.767107
826,SN2005jn,12.288798,-6.706228
827,SN2005js,-2.580943,-13.972439
828,SN2005jw,-10.04629,-9.997045
829,SN2005mi,15.1568365,2.3267634
830,SN2007lj,13.124454,1.3112468
831,SN2007pi,-7.001219,-14.842654
832,SDSS-II SN 10054,-6.279283,-13.23799
833,SDSS-II SN 10113,5.1073484,-16.642061
834,SDSS-II SN 1024,0.9900975,-9.573861
835,SDSS-II SN 10324,8.347426,-16.085606
836,SDSS-II SN 1109,-7.7311387,-13.086333
837,SDSS-II SN 1113,12.144321,1.2546536
838,SDSS-II SN 12804,21.147493,2.050676
839,SDSS-II SN 12895,19.870272,5.0872903
840,SDSS-II SN 12941,3.3170528,-10.86932
841,SDSS-II SN 12978,16.733978,-1.182523
842,SDSS-II SN 13009,17.45303,-13.348422
843,SDSS-II SN 13016,13.66621,-7.1662364
844,SDSS-II SN 13027,-4.441361,-13.078196
845,SDSS-II SN 13144,14.264147,1.4398932
846,SDSS-II SN 13269,3.1832442,-0.5513637
847,SDSS-II SN 13323,7.0973144,-12.698701
848,SDSS-II SN 13411,13.689604,-7.6287136
849,SDSS-II SN 13491,-10.737197,-7.674655
850,SDSS-II SN 13566,5.649286,-5.193045
851,SDSS-II SN 13589,4.3531437,-0.9196955
852,SDSS-II SN 13689,16.287241,-0.83176064
853,SDSS-II SN 13703,12.312678,-10.21975
854,SDSS-II SN 13768,7.0773773,-13.755502
855,SDSS-II SN 13842,-10.159925,-12.986798
856,SDSS-II SN 13859,3.6316833,-10.7450075
857,SDSS-II SN 13909,12.736361,-2.6216767
858,SDSS-II SN 1409,-11.760343,-8.335178
859,SDSS-II SN 14172,24.020308,-6.292021
860,SDSS-II SN 14209,13.228762,5.39059
861,SDSS-II SN 14232,11.318817,6.372421
862,SDSS-II SN 14305,5.9551497,-12.61688
863,SDSS-II SN 14309,15.325715,7.28573
864,SDSS-II SN 14334,17.606968,7.3344297
865,SDSS-II SN 14343,3.5238044,-13.981419
866,SDSS-II SN 14426,-0.51367295,-8.402174
867,SDSS-II SN 14438,11.281424,-10.545575
868,SDSS-II SN 14444,20.704199,-8.47597
869,SDSS-II SN 14452,11.87258,-9.466804
870,SDSS-II SN 14463,14.491938,-10.387965
871,SDSS-II SN 14540,18.483677,-4.9034476
872,SDSS-II SN 14661,-5.02041,-9.724047
873,SDSS-II SN 14744,-7.1866293,-14.505628
874,SDSS-II SN 14750,11.022802,-13.564801
875,SDSS-II SN 14784,5.73657,-17.009941
876,SDSS-II SN 14888,0.11648878,-16.006798
877,SDSS-II SN 15137,7.88482,-17.652359
878,SDSS-II SN 15286,17.538616,-10.114293
879,SDSS-II SN 15314,10.841216,7.7515335
880,SDSS-II SN 15357,9.9170065,-15.482828
881,SDSS-II SN 15413,-9.475415,-12.40587
882,SDSS-II SN 15419,8.158852,-16.435598
883,SDSS-II SN 15489,-8.288359,-6.5820556
884,SDSS-II SN 15496,14.0441475,-1.9807017
885,SDSS-II SN 15511,9.448208,-13.046392
886,SDSS-II SN 15522,-4.607187,-7.6188946
887,SDSS-II SN 15606,9.98945,6.2744317
888,SDSS-II SN 15647,-13.759074,-10.530565
889,SDSS-II SN 15675,11.404293,-13.662224
890,SDSS-II SN 15692,8.024586,-7.4306483
891,SDSS-II SN 15755,11.679125,-12.283166
892,SDSS-II SN 15777,4.9187746,-18.730154
893,SDSS-II SN 15784,6.07887,-17.361303
894,SDSS-II SN 15827,-3.132708,-1.1113801
895,SDSS-II SN 15829,4.40468,-13.812705
896,SDSS-II SN 15850,14.935731,-5.804533
897,SDSS-II SN 15860,12.432919,-7.861672
898,SDSS-II SN 15884,11.344397,-14.682243
899,SDSS-II SN 15935,-5.5966964,-15.6740675
900,SDSS-II SN 16111,5.563743,-13.461437
901,SDSS-II SN 16148,16.695425,4.876449
902,SDSS-II SN 16200,11.601651,2.7478216
903,SDSS-II SN 16220,-0.31918257,-16.049839
904,SDSS-II SN 16237,5.0302343,-14.872315
905,SDSS-II SN 16302,13.0638075,-1.4029738
906,SDSS-II SN 1656,2.941575,-1.3363912
907,SDSS-II SN 16572,10.949622,-13.411438
908,SDSS-II SN 1658,8.197451,-12.768933
909,SDSS-II SN 17324,-1.4484804,-16.961031
910,SDSS-II SN 17436,10.420736,7.311353
911,SDSS-II SN 17509,7.7952113,9.233409
912,SDSS-II SN 17641,-4.678409,-10.920835
913,SDSS-II SN 17647,8.727435,-6.9429297
914,SDSS-II SN 17683,-8.765162,-13.3366585
915,SDSS-II SN 17695,-0.29966578,-17.252148
916,SDSS-II SN 17696,2.759353,-5.065137
917,SDSS-II SN 17818,-3.91422,-11.921605
918,SDSS-II SN 17820,2.099219,-15.752325
919,SDSS-II SN 17837,12.900281,6.593107
920,SDSS-II SN 17854,8.996797,7.576044
921,SDSS-II SN 17860,13.417828,10.223835
922,SDSS-II SN 17882,10.912474,0.81245524
923,SDSS-II SN 17899,7.1741047,-10.374699
924,SDSS-II SN 17909,21.597948,-10.379865
925,SDSS-II SN 18079,0.37428933,-2.707359
926,SDSS-II SN 1810,10.009846,2.298771
927,SDSS-II SN 1823,16.071362,-1.8782282
928,SDSS-II SN 18374,14.89629,-8.904584
929,SDSS-II SN 18425,9.239069,3.1481626
930,SDSS-II SN 18704,2.7405293,-20.410778
931,SDSS-II SN 18814,8.150042,-3.780863
932,SDSS-II SN 18941,4.443957,-6.4235983
933,SDSS-II SN 19000,9.585295,-6.817329
934,SDSS-II SN 19205,3.0432994,-14.744323
935,SDSS-II SN 19322,7.3756576,-5.6029205
936,SDSS-II SN 19408,-10.401124,-6.737388
937,SDSS-II SN 19424,-8.750612,-15.974092
938,SDSS-II SN 19449,2.0352333,-11.314958
939,SDSS-II SN 19468,-8.105268,-4.3584404
940,SDSS-II SN 19575,5.923007,0.85286796
941,SDSS-II SN 19636,9.896587,-8.935509
942,SDSS-II SN 1975,9.490573,5.147073
943,SDSS-II SN 20033,2.9472656,-15.1071415
944,SDSS-II SN 20043,17.367807,-11.44028
945,SDSS-II SN 20090,12.562303,-11.762655
946,SDSS-II SN 20171,-0.72427297,-16.171883
947,SDSS-II SN 20505,-0.19159119,-2.078586
948,SDSS-II SN 2063,3.813329,-6.608102
949,SDSS-II SN 20727,-10.315474,-10.742726
950,SDSS-II SN 20860,2.4546237,-4.3842015
951,SDSS-II SN 20928,-10.871995,-9.267869
952,SDSS-II SN 20968,6.827986,1.5852638
953,SDSS-II SN 20990,-6.698113,-3.9097962
954,SDSS-II SN 20998,-5.354847,-16.113605
955,SDSS-II SN 21407,2.766671,-1.5064126
956,SDSS-II SN 2306,-6.9594197,-13.884314
957,SDSS-II SN 2319,19.999254,-2.071225
958,SDSS-II SN 2423,12.8024,4.51898
959,SDSS-II SN 2537,-7.401705,-18.518509
960,SDSS-II SN 2538,2.3065474,-8.379571
961,SDSS-II SN 2545,5.501502,-2.3036616
962,SDSS-II SN 2746,11.705766,2.1142762
963,SDSS-II SN 2855,12.796623,-6.9915214
964,SDSS-II SN 2926,4.3526545,-7.8874288
965,SDSS-II SN 3068,-7.614133,-8.229819
966,SDSS-II SN 3077,10.5158615,-11.806645
967,SDSS-II SN 3175,7.744191,-8.059332
968,SDSS-II SN 3184,8.942678,6.828932
969,SDSS-II SN 3506,17.634628,0.53457516
970,SDSS-II SN 3881,15.116336,-14.711433
971,SDSS-II SN 3897,13.1269245,8.725516
972,SDSS-II SN 3908,-6.366651,-10.638786
973,SDSS-II SN 4048,-6.270274,-14.559245
974,SDSS-II SN 4236,-8.501373,-16.687155
975,SDSS-II SN 4397,1.2623857,-8.771628
976,SDSS-II SN 4484,7.6730137,3.1472213
977,SDSS-II SN 4627,18.33682,5.477666
978,SDSS-II SN 4640,10.353282,8.655653
979,SDSS-II SN 4664,-11.6291685,-16.12389
980,SDSS-II SN 4669,-9.90793,-21.894186
981,SDSS-II SN 5552,19.408108,5.969568
982,SDSS-II SN 5702,11.36029,-2.7971036
983,SDSS-II SN 5735,-5.0607305,-16.973825
984,SDSS-II SN 5802,6.4275374,-16.011198
985,SDSS-II SN 5917,6.7032504,-8.744123
986,SDSS-II SN 6502,10.449758,-1.2920734
987,SDSS-II SN 6520,-7.3615804,-15.978246
988,SDSS-II SN 6535,0.5783494,-17.376715
989,SDSS-II SN 6709,-8.17104,-12.303119
990,SDSS-II SN 6851,1.1189386,-9.833895
991,SDSS-II SN 6854,10.729338,5.204653
992,SDSS-II SN 6973,-1.9179808,-10.265759
993,SDSS-II SN 716,7.773397,4.9100704
994,SDSS-II SN 7205,-2.7660582,-3.5275047
995,SDSS-II SN 7231,17.194017,-10.364451
996,SDSS-II SN 7304,10.743288,-3.0033352
997,SDSS-II SN 7444,9.4672985,-13.3173685
998,SDSS-II SN 8127,-9.9073925,-8.636414
999,SDSS-II SN 822,0.056854784,-4.933906
1000,SDSS-II SN 8297,10.7552805,-11.346672
1001,SDSS-II SN 841,6.458925,-8.84514
1002,SDSS-II SN 859,3.9317362,-12.3413
1003,SDSS-II SN 8742,10.488029,-4.6439147
1004,SDSS-II SN 9109,17.12573,-1.9855837
1005,SDSS-II SN 9954,13.400251,-10.104191
1006,SN1000+0216,-18.903624,-14.483749
1007,SN2005gj,0.23383388,-10.063958
1008,SN2005hm,11.69683,-17.136194
1009,SN2005in,19.97318,-3.3039463
1010,SN2005iv,4.8810086,-9.110809
1011,SN2005jm,13.459335,-10.894097
1012,SN2005ju,10.4335375,-8.962888
1013,SN2005jx,0.20539713,-0.8177403
1014,SN2005lb,-5.259637,-11.695973
1015,SN2005lc,-13.10307,-10.444196
1016,SN2005mj,13.454209,7.072824
1017,SN2006aa,7.742553,7.300035
1018,SN2006er,14.422669,-0.049767133
1019,SN2006ex,14.089464,4.353922
1020,SN2006ez,11.687433,9.2790985
1021,SN2006fb,8.913239,-4.873444
1022,SN2006fj,16.555513,-2.1252117
1023,SN2006fl,22.32181,0.3304591
1024,SN2006fs,20.52514,-11.827964
1025,SN2006fu,21.154661,-1.0264318
1026,SN2006gg,13.754841,-5.942234
1027,SN2006gh,12.162688,-7.1810646
1028,SN2006hd,5.862218,-8.054881
1029,SN2006he,13.387513,-6.1536574
1030,SN2006hf,13.557076,-4.269134
1031,SN2006hg,0.84814405,-13.520424
1032,SN2006hp,16.584179,-3.948226
1033,SN2006hr,12.823972,-7.547524
1034,SN2006hu,18.179182,-8.057561
1035,SN2006hv,20.384151,0.06466519
1036,SN2006hy,21.95252,0.14270699
1037,SN2006hz,7.7683587,6.2849164
1038,SN2006ix,11.72102,8.689728
1039,SN2006iy,15.490699,-5.845335
1040,SN2006jh,15.497324,-11.717559
1041,SN2006jj,12.193866,-3.6661081
1042,SN2006jk,1.2817235,-15.061328
1043,SN2006jn,13.860726,-2.3124583
1044,SN2006jr,19.494389,-0.78209984
1045,SN2006ju,15.930565,-7.2666955
1046,SN2006jy,12.339232,-15.02254
1047,SN2006ka,20.11483,-5.1290493
1048,SN2006kb,22.308868,0.8562335
1049,SN2006kc,12.683541,-8.6420555
1050,SN2006kl,14.000503,-3.1658092
1051,SN2006km,5.9149537,-14.6535845
1052,SN2006ko,0.9519462,-16.22042
1053,SN2006ky,17.299019,-1.3220053
1054,SN2006kz,21.829285,-2.836843
1055,SN2006lb,13.012543,-0.07530817
1056,SN2006lj,18.32349,6.682987
1057,SN2006ln,10.591078,-4.4507685
1058,SN2006lo,17.400055,-8.210048
1059,SN2006lp,4.749291,-20.44802
1060,SN2006mv,18.973478,-5.9059286
1061,SN2006na,0.3451108,-6.3763027
1062,SN2006nb,15.893807,-1.6364964
1063,SN2006nd,15.904273,-11.871869
1064,SN2006ni,10.013996,-17.227173
1065,SN2006nj,0.4690386,-18.918869
1066,SN2006nk,16.675983,-7.2707314
1067,SN2006nl,13.616251,2.1460052
1068,SN2006nn,12.861921,-2.8874805
1069,SN2006nv,9.936934,-15.366058
1070,SN2006nx,-7.8655467,-19.32866
1071,SN2006od,17.621746,-2.9365506
1072,SN2006of,21.650806,0.015080069
1073,SN2006oh,23.83401,2.0655184
1074,SN2006oi,14.453,-3.4303768
1075,SN2006ol,17.636522,-7.6702166
1076,SN2006om,14.583635,-2.4461026
1077,SN2006pa,19.753077,-1.8022958
1078,SN2006pf,4.118021,-8.428075
1079,SN2006pq,13.94737,2.7426105
1080,SN2006qg,14.253043,1.4787908
1081,SN2007id,20.98967,-6.5570717
1082,SN2007je,18.047092,-3.6753926
1083,SN2007jh,15.533948,-18.349787
1084,SN2007jl,5.643149,-13.467661
1085,SN2007jm,-10.339914,-12.094393
1086,SN2007jw,17.186302,-7.224699
1087,SN2007kr,10.214912,-8.3934355
1088,SN2007kt,20.755415,-0.60030025
1089,SN2007kv,10.297819,-6.711508
1090,SN2007kx,19.342981,1.8857237
1091,SN2007lb,-0.5990299,-9.726677
1092,SN2007lc,17.535572,-6.5396156
1093,SN2007lh,12.599472,-4.3979897
1094,SN2007ll,5.417646,-10.859624
1095,SN2007ln,15.059874,-3.8783576
1096,SN2007lo,17.122797,-1.8269622
1097,SN2007lp,13.452246,-16.33992
1098,SN2007lt,23.652182,1.2639999
1099,SN2007mc,19.007774,-2.5410616
1100,SN2007me,13.590617,-0.82325447
1101,SN2007mj,22.427654,-0.63264084
1102,SN2007mk,18.100996,-2.533395
1103,SN2007ml,16.949987,-8.162992
1104,SN2007mv,7.4755034,-15.0665455
1105,SN2007mz,5.322826,-16.14468
1106,SN2007ne,14.886553,-2.8119695
1107,SN2007nh,12.38352,-5.498603
1108,SN2007ni,11.536569,-4.87081
1109,SN2007nj,16.589205,-2.9515958
1110,SN2007nu,9.541155,-2.5468621
1111,SN2007oe,11.217919,-0.69123214
1112,SN2007oj,24.167456,-2.0345855
1113,SN2007ok,19.424704,-2.1679933
1114,SN2007ot,17.88568,-2.3425808
1115,SN2007ou,6.825262,-18.579992
1116,SN2007ow,-4.561573,-16.469925
1117,SN2007ph,12.007257,-16.208696
1118,SN2007pn,15.705763,-14.211721
1119,SN2007po,9.193339,-8.523429
1120,SN2007pp,6.7294216,-19.32189
1121,SN2007pw,-1.560227,-5.952576
1122,SN2007qf,15.415657,-4.614654
1123,SN2007qg,6.285993,-9.081069
1124,SN2007qh,5.726705,-13.389914
1125,SN2007qm,15.224601,-0.9700156
1126,SN2007qp,14.580902,1.8645568
1127,SN2007qq,-5.765953,-11.6660595
1128,SN2007qr,13.014687,-7.354817
1129,SN2007qy,16.146805,2.4594605
1130,SN2007rd,4.7117195,-14.455013
1131,SN2007rl,14.6647215,-2.726299
1132,SN2007rp,16.329107,-2.449745
1133,SN2007sb,15.985909,-5.4067597
1134,SN2007sd,13.671425,1.4567593
1135,SN2007tr,-9.202707,-7.948657
1136,SN2008fq,-9.315974,-14.89519
1137,SDSS-II SN 1592,11.94481,3.750397
1138,SN2005iw,-8.220871,-5.5550227
1139,SN2006bo,-1.5522147,-9.567362
1140,PS1-12bku,-13.668085,1.4587505
1141,PS1-14vk,6.8194747,-4.3529434
1142,SDSS-II SN 11316,-4.7560015,-0.7986873
1143,SDSS-II SN 12827,-2.0595465,7.214793
1144,SDSS-II SN 13148,14.169116,17.141153
1145,SDSS-II SN 13247,-17.176872,-6.6026654
1146,SDSS-II SN 13277,-3.0242069,2.5243325
1147,SDSS-II SN 13515,-3.3152308,8.869125
1148,SDSS-II SN 13628,8.1757965,10.139956
1149,SDSS-II SN 13657,-15.220467,-7.753671
1150,SDSS-II SN 13815,5.0877833,4.973398
1151,SDSS-II SN 13861,-15.197754,-7.7242684
1152,SDSS-II SN 13904,-4.0852127,-7.9583135
1153,SDSS-II SN 13946,-3.939292,8.938456
1154,SDSS-II SN 14065,-4.419533,-0.6529683
1155,SDSS-II SN 14074,-10.544111,-1.0015112
1156,SDSS-II SN 14357,-13.331263,-7.980065
1157,SDSS-II SN 14539,-3.2710617,-5.129565
1158,SDSS-II SN 14588,-9.193972,-3.7951882
1159,SDSS-II SN 14638,-9.161617,-4.0712934
1160,SDSS-II SN 14907,-14.662126,-5.885487
1161,SDSS-II SN 14978,-4.388276,-0.36612305
1162,SDSS-II SN 15294,-19.18274,-3.860974
1163,SDSS-II SN 1536,12.561615,12.753728
1164,SDSS-II SN 15526,-8.942594,-0.8463354
1165,SDSS-II SN 15593,-5.1569104,5.1106954
1166,SDSS-II SN 15913,-0.9499186,1.1358252
