,SN,0,1,2
454,SDSS-II SN 6714,-35.85969,-37.55658,10.885406
455,SDSS-II SN 6715,-12.682881,-25.92994,-18.631533
456,SDSS-II SN 7024,-30.184294,-44.929058,-9.077566
457,SDSS-II SN 703,7.682615,-34.6922,-48.84246
458,SDSS-II SN 7039,7.1495056,53.38401,-76.74509
459,SDSS-II SN 7121,-34.48564,-9.349641,-75.2535
460,SDSS-II SN 7123,-57.37244,-3.7905066,-46.14919
461,SDSS-II SN 7233,-80.54755,1.7423505,-13.355796
462,SDSS-II SN 7499,-27.60644,-79.68006,18.896626
463,SDSS-II SN 7636,13.918663,-80.772255,-6.038093
464,SDSS-II SN 764,-1.2429746,42.886875,-45.207947
465,SDSS-II SN 7647,14.946895,-88.20075,-25.718658
466,SDSS-II SN 7701,-13.712126,-52.692516,-32.93956
467,SDSS-II SN 7725,-13.775501,-12.640114,-13.882895
468,SDSS-II SN 773,-29.976536,35.78897,-37.735966
469,SDSS-II SN 801,-8.821601,2.6017792,-36.455593
470,SDSS-II SN 8196,-55.07314,-38.20274,-22.801065
471,SDSS-II SN 8236,-30.262623,-11.528047,-37.224163
472,SDSS-II SN 8252,-24.957787,-47.086834,14.836459
473,SDSS-II SN 8721,-33.052353,-11.933746,-24.271704
474,SDSS-II SN 8744,7.411204,9.692711,-56.8762
475,SDSS-II SN 904,8.509477,12.798558,-70.148224
476,SDSS-II SN 9052,-30.894793,30.38646,-85.60874
477,SDSS-II SN 917,-5.157812,35.150024,-52.896873
478,SDSS-II SN 9250,6.726573,44.658474,-60.789974
479,SDSS-II SN 9326,-4.9024954,8.311727,-42.575535
480,SDSS-II SN 9424,-6.6393647,-81.00268,3.9111564
481,SDSS-II SN 9632,18.158144,-72.216255,-19.597322
482,SN2005fj,-25.133179,34.5707,-48.70577
483,SN2005gi,-70.55329,-46.09778,23.60152
484,SN2005jq,-18.989511,63.310287,-43.748714
485,SN2005kq,18.809668,-22.132591,-53.596058
486,SN2005lo,-2.800115,-46.588623,-63.30635
487,SN2005ml,-32.512043,68.34825,-34.874878
488,SN2005mn,-3.7433722,120.233345,-0.087083496
489,SN2005mp,-3.0559614,2.8799791,-51.39368
490,SN2006ft,2.634054,33.606388,-63.90316
491,SN2006gd,-21.787315,-51.442947,25.672415
492,SN2006ge,-48.91523,-24.493061,-20.434952
493,SN2006gk,23.66939,-65.57873,-15.219644
494,SN2006gl,-5.72901,-21.650738,-65.42027
495,SN2006go,-21.710537,-44.607887,-10.469767
496,SN2006gp,-14.809817,-63.731285,1.3103696
497,SN2006gu,-2.4285934,10.271587,-57.19519
498,SN2006hj,-33.050385,6.579938,-75.35016
499,SN2006hk,-23.602186,19.717627,-77.336975
500,SN2006hm,-0.96501374,-88.3643,-36.80963
501,SN2006hw,-36.490532,30.64587,-56.877697
502,SN2006jg,-38.389027,-23.278727,17.777143
503,SN2006jz,-33.726738,-6.525393,-61.96546
504,SN2006kd,20.274315,-13.956767,-49.15234
505,SN2006ks,-12.132545,-68.72742,-50.324547
506,SN2006ll,-3.2357197,-57.268387,-24.691378
507,SN2006lq,-17.796026,-64.887665,-34.17779
508,SN2006mz,-42.73999,-20.966066,-50.300434
509,SN2006nc,-40.313335,59.136837,-42.246265
510,SN2006np,-30.708014,38.712708,-54.02686
511,SN2006nt,-45.80987,-8.414135,-58.349377
512,SN2006nw,-37.120327,56.382183,-57.40126
513,SN2006op,96.74102,125.577934,165.72943
514,SN2006oz,-12.259856,48.260235,-38.098923
515,SN2006ph,-37.870445,-2.9180694,-55.277626
516,SN2006pj,2.0974414,-28.261013,-63.05412
517,SN2006pm,-27.357737,0.31005725,-59.0384
518,SN2006pn,-10.416005,8.645249,-62.01393
519,SN2006po,-46.741993,-35.499466,-20.566002
520,SN2006pr,-26.067478,55.931847,-39.861065
521,SN2006pu,-12.194286,39.479137,-29.326427
522,SN2006qd,-6.059244,42.004845,-61.48533
523,SN2006qh,-15.206861,-14.862105,-43.953766
524,SN2006sw,-33.485825,30.460293,-46.123512
525,SN2006sx,-1.5132482,-8.792657,-52.40713
526,SN2007fr,31.636587,-23.69325,-11.81261
527,SN2007gl,-22.946463,-68.89807,48.11976
528,SN2007hy,5.182457,-12.960251,-47.543552
529,SN2007jb,-37.08454,-21.853552,-32.037754
530,SN2007jj,-20.695526,18.078184,-60.99432
531,SN2007jv,-27.806356,42.174664,-13.995354
532,SN2007kb,-58.202984,-21.034779,-55.742214
533,SN2007kp,-30.048393,24.581463,-79.46602
534,SN2007la,-39.57765,41.83215,-50.47457
535,SN2007lf,20.86898,-79.08087,-3.8488288
536,SN2007lm,-14.938312,-41.19762,-77.78917
537,SN2007ls,-8.364712,67.19438,-73.84228
538,SN2007lu,15.949107,-6.637797,-92.2335
539,SN2007mf,-5.0106344,16.434198,-78.87721
540,SN2007mg,-47.606243,31.999039,-65.90649
541,SN2007mu,-37.683777,-31.909191,-57.839817
542,SN2007nx,14.656036,37.132908,-63.16516
543,SN2007oa,-36.57517,-34.424297,-47.52099
544,SN2007oy,8.507329,-75.3547,-22.595953
545,SN2007pf,-23.752527,66.58055,-35.845333
546,SN2007pg,-32.69378,57.425526,-31.072823
547,SN2007pr,-46.698956,-55.391876,-20.374811
548,SN2007ps,10.494992,-24.882597,-42.74144
549,SN2007py,-18.72773,-62.8675,-23.08977
550,SN2007qa,-26.210442,52.30662,-51.19393
551,SN2007qd,-13.281299,38.067093,-39.011887
552,SN2007qj,-18.668522,7.405719,-62.304398
553,SN2007qs,-27.308632,13.9583435,-68.49911
554,SN2007qu,-31.445524,25.440748,-65.2202
555,SN2007rg,3.144186,-20.619833,-52.291306
556,SN2007rn,-24.185225,2.1678367,-49.08619
557,SN2007rq,-5.6103573,-9.774317,-64.264626
558,SN2007sl,-30.086485,47.513683,-33.528347
559,SN2007tt,11.394539,-66.37629,-21.846237
560,SDSS-II SN 10480,4.384472,-85.634254,0.20724219
561,SDSS-II SN 13147,10.962344,-72.63496,6.8095827
562,SDSS-II SN 13483,-47.57694,-11.167932,-12.375357
563,SDSS-II SN 13820,-50.794884,-27.853144,-68.407585
564,SDSS-II SN 1385,-28.098001,-4.200948,-30.696875
565,SDSS-II SN 13991,25.108421,-16.012003,-13.030566
566,SDSS-II SN 14121,26.540178,5.2416053,-51.14704
567,SDSS-II SN 14262,3.0512938,-2.5042615,-24.263584
568,SDSS-II SN 14415,-50.919815,-7.9842997,12.64612
569,SDSS-II SN 14635,-59.28259,12.468489,-17.805023
570,SDSS-II SN 14833,-37.364487,-1.3294157,-13.332916
571,SDSS-II SN 15268,-67.15845,9.1987,-29.159756
572,SDSS-II SN 15358,-26.273468,23.388926,-3.816733
573,SDSS-II SN 15360,-48.128098,2.5589178,-12.276245
574,SDSS-II SN 15418,-47.78309,-24.888073,28.932272
575,SDSS-II SN 15814,-11.872157,-38.83811,-34.06927
576,SDSS-II SN 16103,1.1497179,-12.266618,-71.473854
577,SDSS-II SN 17317,-29.924984,-28.56138,-52.112396
578,SDSS-II SN 17337,-22.089169,1.6801579,-39.550644
579,SDSS-II SN 17585,-21.48178,30.730528,-15.585034
580,SDSS-II SN 17925,0.31518775,-22.815584,-44.45232
581,SDSS-II SN 17958,1.8156992,34.009987,-95.0884
582,SDSS-II SN 18266,29.462645,45.05433,-57.480816
583,SDSS-II SN 18360,-27.51143,-34.557816,-4.192251
584,SDSS-II SN 18585,-60.018845,43.072853,-27.944798
585,SDSS-II SN 18589,39.989616,-12.324199,-20.952147
586,SDSS-II SN 18718,-18.192886,-64.50418,14.627689
587,SDSS-II SN 18836,-18.23224,-93.93591,-11.96796
588,SDSS-II SN 18914,-17.241291,20.455002,-27.917685
589,SDSS-II SN 18970,1.1430155,12.771681,-26.230774
590,SDSS-II SN 18986,-9.162901,24.326052,-19.33902
591,SDSS-II SN 18993,-55.898434,-37.911068,32.479942
592,SDSS-II SN 19052,31.234467,-34.397026,-32.699158
593,SDSS-II SN 19212,24.095646,11.094855,-70.10816
594,SDSS-II SN 19465,-23.709608,-47.687862,-67.42695
595,SDSS-II SN 19582,-47.700092,-62.38944,21.250391
596,SDSS-II SN 19751,-56.865784,41.41371,-46.518463
597,SDSS-II SN 19848,9.854198,-25.893248,-52.344624
598,SDSS-II SN 20324,-37.524567,-5.404823,-46.98825
599,SDSS-II SN 20408,4.8761783,-12.376247,-33.90841
600,SDSS-II SN 2128,-20.283195,-39.93691,12.134647
601,SDSS-II SN 21874,37.399837,-60.117558,13.565714
602,SDSS-II SN 2401,-41.635616,-40.483086,2.4085145
603,SDSS-II SN 2620,3.4289384,2.9167492,-63.783936
604,SDSS-II SN 2621,-28.820168,-22.45166,-44.994926
605,SDSS-II SN 3294,10.914152,0.47104073,-75.047554
606,SDSS-II SN 4062,-16.028873,18.471045,-13.570496
607,SDSS-II SN 6136,-34.900337,-62.19285,29.590525
608,SDSS-II SN 6889,-4.014347,4.3133783,-72.51683
609,SDSS-II SN 706,-31.100222,-33.40867,-34.7746
610,SDSS-II SN 7762,-12.056526,-52.787197,9.384934
611,SDSS-II SN 8092,-56.96635,-37.42017,-3.7294073
612,SDSS-II SN 9132,41.615723,-21.060135,-36.876804
613,SN2005fb,-38.919952,27.29245,-86.02626
614,SN2005ga,-24.862335,59.493454,-60.671173
615,SN2005gd,-13.624829,60.551075,-56.987877
616,SN2005gp,-23.379946,-3.184154,-69.42561
617,SN2005hs,-12.856689,-75.62538,-39.25849
618,SN2005hz,29.297993,-18.750908,-55.3153
619,SN2005ij,-31.098368,48.865158,-60.74855
620,SN2005kp,-31.701271,63.149136,-43.30327
621,SN2006eb,-28.900347,47.991776,-43.638336
622,SN2006fn,-12.451499,13.174788,-53.954296
623,SN2006gv,-28.946692,22.932522,-50.156033
624,SN2006ki,-40.08746,5.077645,-66.24133
625,SN2006kw,-35.660442,41.291832,-78.034134
626,SN2007ia,43.647976,-25.98945,-26.838331
627,SN2007lw,-16.360884,2.1777046,-85.05052
628,SN2007nz,-7.2733455,-33.02224,1.7089856
629,SN2007ol,-32.51264,65.91962,-24.224403
630,SN2007sh,-23.433826,62.87639,-28.631145
631,SN2008am,-42.101482,-30.079866,5.367423
632,SDSS-II SN 1115,0.46369043,-50.78312,28.94625
633,SDSS-II SN 12852,49.51861,-45.870224,11.855396
634,SDSS-II SN 13058,17.641401,-37.404762,24.795183
635,SDSS-II SN 13329,41.145317,-11.377904,33.64425
636,SDSS-II SN 13339,45.54427,-26.895943,-7.6157694
637,SDSS-II SN 1378,48.440887,-40.55015,-8.974403
638,SDSS-II SN 13839,6.3883324,15.127673,19.017366
639,SDSS-II SN 13971,60.37069,-11.627676,12.023875
640,SDSS-II SN 14231,52.357227,1.9173205,18.081303
641,SDSS-II SN 14933,-7.4844832,-45.1475,38.55993
642,SDSS-II SN 15448,-40.712204,-2.0316205,50.174664
643,SDSS-II SN 15454,24.14148,-41.695194,1.8593986
644,SDSS-II SN 15942,37.550957,-34.020103,34.03352
645,SDSS-II SN 16739,-9.138506,33.26841,49.054928
646,SDSS-II SN 17272,21.996437,47.601776,3.205767
647,SDSS-II SN 17373,6.882855,15.198347,-8.340487
648,SDSS-II SN 1782,-25.704344,28.09703,11.146581
649,SDSS-II SN 18824,33.830616,-56.401436,3.3948483
650,SDSS-II SN 18979,38.952515,-2.515306,-6.505691
651,SDSS-II SN 18990,17.148386,-27.806446,-8.446656
652,SDSS-II SN 19042,29.825134,18.785372,-14.709516
653,SDSS-II SN 19065,39.717358,-54.709595,39.90137
654,SDSS-II SN 19137,5.7591004,-22.515541,23.204584
655,SDSS-II SN 1919,44.212852,28.470512,-57.242382
656,SDSS-II SN 19640,15.632047,-28.133352,26.36014
657,SDSS-II SN 19778,56.54028,-14.110419,33.310886
658,SDSS-II SN 20603,-24.338087,-30.559538,37.84154
659,SDSS-II SN 20874,33.06386,-32.480206,24.103994
660,SDSS-II SN 2118,-63.21112,48.65706,0.52038956
661,SDSS-II SN 21402,20.063887,-44.639793,11.886869
662,SDSS-II SN 2766,56.02022,39.42515,-3.1556652
663,SDSS-II SN 3050,28.187391,1.486213,2.171478
664,SDSS-II SN 5392,12.320287,-16.817957,20.782108
665,SDSS-II SN 5669,29.45117,4.2617364,-8.64996
666,SDSS-II SN 5806,56.588924,31.479404,-30.611738
667,SDSS-II SN 8280,29.94014,-11.252462,10.324872
668,SDSS-II SN 9562,22.005894,-18.442554,15.23693
669,SN2005ed,79.48701,-12.638808,-18.463608
670,SN2005fa,78.48337,28.707804,-22.456991
671,SN2005fm,31.968962,77.86008,1.3455368
672,SN2005hj,64.57752,67.120705,1.4479914
673,SN2005hl,35.497353,-55.448254,29.455349
674,SN2005hn,32.22629,50.60186,-4.620598
675,SN2005hr,37.627064,53.9643,8.592935
676,SN2005jp,-5.3053837,-19.1419,20.018368
677,SN2005ld,26.145683,69.81523,1.629489
678,SN2005le,15.902756,8.846734,29.400642
679,SN2006V,28.065897,-48.62338,11.514309
680,SN2006au,34.763763,-46.249702,24.050333
681,SN2006fd,65.40432,19.092981,3.7810836
682,SN2006fy,29.427927,63.690052,8.355149
683,SN2006hl,17.570026,76.06529,0.63794595
684,SN2006ht,75.541855,22.369772,4.775757
685,SN2006hx,66.68642,48.412453,3.6690333
686,SN2006ji,0.36339048,63.16883,-4.726101
687,SN2006lc,43.665977,-32.078926,17.32456
688,SN2006oa,57.70378,69.44249,-13.49934
689,SN2006ob,-12.379532,53.941895,-83.26553
690,SN2006oc,38.092705,-14.430059,21.353735
691,SN2006oj,-33.7306,69.33236,7.495097
692,SN2006ps,-59.87942,21.298925,-62.622337
693,SN2006qq,4.530249,-9.859648,14.264852
694,SN2007gt,25.797901,-64.08011,22.437334
695,SN2007ht,39.300606,-39.846275,9.032979
696,SN2007hx,44.281956,48.322803,13.980174
697,SN2007ic,42.75689,53.60406,-9.444842
698,SN2007jk,44.920387,9.175855,53.170437
699,SN2007kl,0.5066461,36.746468,52.382812
700,SN2007lg,-0.8970601,77.00902,27.10399
701,SN2007ma,28.828545,63.47608,-5.0402884
702,SN2007mb,-1.1934882,32.707096,41.512276
703,SN2007nd,-19.222303,37.294685,52.896523
704,SN2007nf,43.61301,-28.795238,8.5555525
705,SN2007px,37.34407,58.244007,-2.5692701
706,SN2007pz,58.47188,24.239805,12.130285
707,SN2007ql,1.672635,50.183277,8.363487
708,SN2007qt,23.666029,19.87356,14.186042
709,SN2007ra,25.858042,56.338238,-0.80220443
710,SN2007se,62.84444,17.615753,-35.27194
711,SN2008J,8.551509,-65.236496,59.45983
712,SN2013bh,76.87289,67.20551,-17.040844
713,SDSS-II SN 16142,69.75761,-19.000513,-34.91776
714,SDSS-II SN 18321,62.62689,-16.559814,-11.263135
715,SDSS-II SN 2632,72.37726,-28.506775,-1.3511555
716,SDSS-II SN 6075,-41.864574,-15.730136,43.249813
717,SN2005fr,-21.920956,40.218388,63.663647
718,SN2005gf,8.389562,25.86695,2.118431
719,SN2005if,63.51232,30.337772,6.662662
720,SN2007kw,35.8457,-11.100221,-2.772394
721,SN2007lz,48.321434,34.06026,-16.912613
722,SDSS-II SN 10299,2.1390316,19.738792,40.395752
723,SDSS-II SN 11092,58.10033,27.36923,43.307014
724,SDSS-II SN 1164,0.9323878,19.69565,9.422941
725,SDSS-II SN 13131,-60.77821,17.73887,29.587824
726,SDSS-II SN 13413,-43.55869,14.711471,30.60678
727,SDSS-II SN 14137,1.1216409,4.365678,56.97604
728,SDSS-II SN 14304,22.22487,-21.73983,44.223206
729,SDSS-II SN 14455,-0.065789156,-3.0097759,66.50818
730,SDSS-II SN 14470,-21.159203,34.037586,22.342981
731,SDSS-II SN 14499,-27.598194,-17.169249,53.91399
732,SDSS-II SN 15696,-61.63843,6.821944,42.72527
733,SDSS-II SN 16172,4.9525967,-25.259964,50.980225
734,SDSS-II SN 16199,-0.95841396,-15.006552,80.45542
735,SDSS-II SN 1631,-16.097878,-11.137675,29.939524
736,SDSS-II SN 16433,-9.010498,0.48050028,58.389046
737,SDSS-II SN 16603,10.50559,44.268284,-4.52543
738,SDSS-II SN 17703,24.348763,76.72188,-15.499443
739,SDSS-II SN 17739,-9.527828,-5.4188857,41.898438
740,SDSS-II SN 17777,-16.130573,8.590822,28.878984
741,SDSS-II SN 17910,-21.84745,14.81146,26.164955
742,SDSS-II SN 18324,40.484585,17.872555,29.53192
743,SDSS-II SN 18447,25.726591,48.637207,54.74462
744,SDSS-II SN 18733,17.77073,-14.291979,49.02978
745,SDSS-II SN 18831,-13.760927,-8.293139,56.40081
746,SDSS-II SN 18978,23.36959,57.12392,-18.516375
747,SDSS-II SN 1903,-52.87843,19.652994,54.237484
748,SDSS-II SN 19319,-7.457986,2.969026,31.167341
749,SDSS-II SN 19332,-48.16629,-4.7007933,31.773417
750,SDSS-II SN 19769,22.844204,-34.574787,45.874466
751,SDSS-II SN 20046,-14.239966,18.549545,50.61006
752,SDSS-II SN 20104,-41.903957,11.604659,45.04662
753,SDSS-II SN 20295,0.69477123,-11.060063,39.28714
754,SDSS-II SN 20925,-18.551567,1.3931887,18.8388
755,SDSS-II SN 2468,-1.8845611,-13.590347,29.919321
756,SDSS-II SN 2734,-10.576787,55.569485,59.774036
757,SDSS-II SN 3118,-27.12256,48.92669,16.394407
758,SDSS-II SN 3205,0.25617376,25.222446,70.63657
759,SDSS-II SN 3508,-49.919693,0.7362812,68.11416
760,SDSS-II SN 4322,25.983494,45.012173,-15.221112
761,SDSS-II SN 5339,5.632162,-30.233284,87.11104
762,SDSS-II SN 5858,52.788517,20.086123,-16.116869
763,SDSS-II SN 5877,1.0044748,-26.161263,37.412746
764,SDSS-II SN 6282,3.092446,-35.02502,21.375778
765,SDSS-II SN 7017,-27.46963,9.703124,44.091778
766,SDSS-II SN 7099,-42.261112,47.533985,29.63032
767,SDSS-II SN 7357,27.790607,-11.850827,48.04378
768,SDSS-II SN 7417,10.092712,40.8549,-16.2048
769,SDSS-II SN 7802,6.44951,11.702728,6.1755767
770,SDSS-II SN 7864,14.687374,51.427753,-8.451936
771,SDSS-II SN 8555,20.96995,19.025291,35.618214
772,SN2005ei,54.34092,35.103745,52.96238
773,SN2005em,59.16459,0.26197028,44.815083
774,SN2005gb,28.02064,72.356346,40.270924
775,SN2005hk,60.098343,5.2779922,56.20718
776,SN2005hv,-8.623781,21.081072,24.080055
777,SN2005hy,6.26341,88.341805,13.784081
778,SN2005ir,37.93223,69.66179,32.574028
779,SN2005jr,45.54611,48.61082,-29.039528
780,SN2005kj,36.295162,32.21902,-20.942745
781,SN2005kr,23.353416,-26.850048,58.16044
782,SN2006eq,-10.958023,2.2610617,91.999916
783,SN2006fc,25.113214,41.093796,29.619633
784,SN2006fh,66.60318,32.965076,38.34078
785,SN2006fm,25.74576,70.6067,18.28327
786,SN2006fz,11.227003,61.872833,44.79891
787,SN2006gn,38.68951,53.180206,32.931126
788,SN2006iz,-10.860287,76.29987,-11.855626
789,SN2006jq,21.96551,85.46916,9.550699
790,SN2006jt,34.171406,78.69946,19.68466
791,SN2006ls,29.10486,74.609505,25.813215
792,SN2006mn,-26.838692,-34.28726,53.418453
793,SN2006mw,19.947939,-1.8334628,91.28043
794,SN2006ne,17.427496,-12.647602,81.95597
795,SN2006pl,4.1120834,39.29925,-5.7807484
796,SN2006pp,-4.507395,9.521823,39.937557
797,SN2007hz,13.076839,87.00276,8.839916
798,SN2007ix,-31.854906,72.37375,29.537533
799,SN2007jd,12.952351,50.444443,30.07133
800,SN2007jg,33.9059,57.849407,51.170776
801,SN2007jo,-12.739487,49.83781,23.97589
802,SN2007jt,-11.003465,74.44469,7.7699428
803,SN2007ju,44.999702,70.838425,25.920362
804,SN2007ks,11.058156,68.42586,39.486237
805,SN2007lq,-25.878511,60.08788,-4.340787
806,SN2007mh,9.310942,68.534836,14.797437
807,SN2007mi,6.0943274,60.92415,34.833965
808,SN2007mm,47.35242,-12.05689,70.638016
809,SN2007mn,60.101357,71.582344,39.86496
810,SN2007oi,2.2642798,-4.619484,48.82692
811,SN2007pt,18.094921,43.385803,32.213802
812,SN2007pu,-62.40361,196.27286,-129.33118
813,SN2007pv,-34.22686,17.053555,68.98972
814,SN2007qi,-34.52529,41.924267,11.685496
815,SN2007rk,-5.4580703,-27.802715,53.898174
816,SN2008ax,25.63008,-27.817894,70.755394
817,SN2009N,-15.231714,-29.319315,58.60264
818,SN2010gx,36.881275,57.52418,-32.820927
819,SDSS-II SN 10559,11.332635,-16.541597,38.803413
820,SDSS-II SN 18399,-28.847338,15.045885,32.675037
821,SN2005gw,-39.376644,41.844448,64.37123
822,SN2005ht,8.280208,43.12951,37.458782
823,SN2005ii,10.239204,21.66376,34.26246
824,SN2005ja,-18.765083,4.7765465,53.063713
825,SN2005jc,-15.477863,34.380108,0.58897376
826,SN2005jn,-19.765518,50.12742,46.880047
827,SN2005js,43.41753,-20.834738,65.018715
828,SN2005jw,-19.62224,-31.004427,80.7163
829,SN2005mi,22.027151,38.673546,-5.0831685
830,SN2007lj,-4.557684,27.38069,-3.27977
831,SN2007pi,-6.5396204,-24.187258,46.470493
832,SDSS-II SN 10054,-19.754833,-22.841124,39.86394
833,SDSS-II SN 10113,27.361412,5.9946113,49.65973
834,SDSS-II SN 1024,11.245301,-5.2959027,5.595425
835,SDSS-II SN 10324,54.38365,-4.2755737,22.799013
836,SDSS-II SN 1109,-12.386793,-32.08076,38.757874
837,SDSS-II SN 1113,33.46341,17.131672,-5.3241467
838,SDSS-II SN 12804,19.434343,60.57948,5.539859
839,SDSS-II SN 12895,4.697499,72.45187,-18.60099
840,SDSS-II SN 12941,-7.4126534,8.025547,49.73616
841,SDSS-II SN 12978,-14.4418335,71.10564,26.165419
842,SDSS-II SN 13009,-44.439537,20.533112,69.708664
843,SDSS-II SN 13016,-3.3454998,43.65698,41.155136
844,SDSS-II SN 13027,-21.405039,-8.49745,43.420124
845,SDSS-II SN 13144,24.176428,28.208302,-11.452318
846,SDSS-II SN 13269,-29.191544,10.772155,19.811981
847,SDSS-II SN 13323,8.528573,12.624133,32.124302
848,SDSS-II SN 13411,-25.838152,68.01097,47.317856
849,SDSS-II SN 13491,25.957611,-35.30809,12.252263
850,SDSS-II SN 13566,-53.627403,24.96869,15.19164
851,SDSS-II SN 13589,-17.005772,15.197337,17.529144
852,SDSS-II SN 13689,-23.922543,68.6169,9.560353
853,SDSS-II SN 13703,6.033312,28.13536,23.034803
854,SDSS-II SN 13768,12.2864685,1.9530696,30.535105
855,SDSS-II SN 13842,-4.839232,-48.19355,48.74522
856,SDSS-II SN 13859,-13.718593,8.706295,42.79128
857,SDSS-II SN 13909,-37.175873,38.48597,20.427315
858,SDSS-II SN 1409,-36.174183,-22.194555,56.01306
859,SDSS-II SN 14172,-9.548062,-92.81795,27.18098
860,SDSS-II SN 14209,60.612152,15.284944,-25.535572
861,SDSS-II SN 14232,51.71273,18.24366,-41.482624
862,SDSS-II SN 14305,7.9183993,20.389055,47.489845
863,SDSS-II SN 14309,23.599586,71.460655,-41.077366
864,SDSS-II SN 14334,25.276814,89.083565,-8.237985
865,SDSS-II SN 14343,7.4394107,8.1348095,61.72222
866,SDSS-II SN 14426,-0.2699615,-3.4503403,29.92856
867,SDSS-II SN 14438,13.7231865,34.422104,49.40572
868,SDSS-II SN 14444,61.668003,8.821469,-1.8960793
869,SDSS-II SN 14452,-1.1297711,32.08751,31.50476
870,SDSS-II SN 14463,25.975172,32.4301,6.8027368
871,SDSS-II SN 14540,22.74182,52.780525,14.769259
872,SDSS-II SN 14661,14.2295475,-27.298937,15.539354
873,SDSS-II SN 14744,-4.5866337,-33.54956,46.22603
874,SDSS-II SN 14750,40.857025,7.587288,4.7969623
875,SDSS-II SN 14784,33.77494,11.450607,49.598938
876,SDSS-II SN 14888,35.978764,-16.029383,48.44418
877,SDSS-II SN 15137,48.318394,6.234194,44.82644
878,SDSS-II SN 15286,49.916042,29.798563,9.9117365
879,SDSS-II SN 15314,20.367842,44.93054,-33.83485
880,SDSS-II SN 15357,34.746857,10.574043,28.724165
881,SDSS-II SN 15413,-4.229633,-37.310966,32.384243
882,SDSS-II SN 15419,62.22172,-4.713416,25.893549
883,SDSS-II SN 15489,2.9737594,-24.092817,9.494748
884,SDSS-II SN 15496,-27.975,56.499744,21.036486
885,SDSS-II SN 15511,25.46713,5.754469,21.29264
886,SDSS-II SN 15522,43.843296,-19.17294,5.7633896
887,SDSS-II SN 15606,18.37141,47.237232,-22.887915
888,SDSS-II SN 15647,13.019359,-54.42545,19.865818
889,SDSS-II SN 15675,39.973225,14.7504015,12.102728
890,SDSS-II SN 15692,-26.029062,28.352812,51.628128
891,SDSS-II SN 15755,27.262653,11.22339,11.754859
892,SDSS-II SN 15777,44.847843,-3.0445237,53.07333
893,SDSS-II SN 15784,37.029453,7.742367,41.81907
894,SDSS-II SN 15827,26.922585,-6.1174636,-24.003653
895,SDSS-II SN 15829,9.359237,5.3065114,50.683323
896,SDSS-II SN 15850,-12.159465,31.507835,16.241041
897,SDSS-II SN 15860,-11.666884,44.804436,58.15443
898,SDSS-II SN 15884,42.760544,3.9128745,16.064976
899,SDSS-II SN 15935,26.54435,-32.28395,35.483524
900,SDSS-II SN 16111,12.885748,11.294447,43.391064
901,SDSS-II SN 16148,-55.013332,51.347935,-6.366889
902,SDSS-II SN 16200,41.973995,22.129066,-20.974926
903,SDSS-II SN 16220,30.195953,-12.175988,38.96123
904,SDSS-II SN 16237,2.651493,14.506613,57.492558
905,SDSS-II SN 16302,-30.439274,39.9345,4.0894375
906,SDSS-II SN 1656,-22.836948,-0.021494612,33.00814
907,SDSS-II SN 16572,35.219814,5.5188804,10.164959
908,SDSS-II SN 1658,16.931267,15.433227,25.112608
909,SDSS-II SN 17324,43.22251,-24.369349,39.441322
910,SDSS-II SN 17436,46.77731,48.636913,-58.29254
911,SDSS-II SN 17509,37.529083,35.020184,-55.59838
912,SDSS-II SN 17641,19.192259,-20.983963,31.578573
913,SDSS-II SN 17647,-28.08057,29.310871,42.61893
914,SDSS-II SN 17683,-15.989623,-41.540615,40.29139
915,SDSS-II SN 17695,52.51398,-17.140842,53.81233
916,SDSS-II SN 17696,-5.69444,9.278007,13.273943
917,SDSS-II SN 17818,-31.805996,-14.667877,45.793076
918,SDSS-II SN 17820,12.285063,-1.2744151,66.01983
919,SDSS-II SN 17837,36.4496,49.581005,-43.8615
920,SDSS-II SN 17854,51.00724,30.486475,-43.653072
921,SDSS-II SN 17860,-5.0961857,88.23528,-32.648796
922,SDSS-II SN 17882,22.907455,13.248068,-13.552348
923,SDSS-II SN 17899,-7.5733685,15.334415,62.05858
924,SDSS-II SN 17909,54.4601,33.740356,24.170607
925,SDSS-II SN 18079,-15.11501,-3.266622,26.525309
926,SDSS-II SN 1810,71.07241,0.14160985,-37.161175
927,SDSS-II SN 1823,2.9226506,41.60825,8.901013
928,SDSS-II SN 18374,16.879654,33.191742,34.2051
929,SDSS-II SN 18425,-56.3127,37.233536,22.20887
930,SDSS-II SN 18704,67.74918,-13.058374,47.950027
931,SDSS-II SN 18814,-5.788523,12.566335,-0.83734035
932,SDSS-II SN 18941,15.155416,11.385211,9.323419
933,SDSS-II SN 19000,-23.516518,37.226204,39.93787
934,SDSS-II SN 19205,17.049679,1.2476159,44.853092
935,SDSS-II SN 19322,84.50339,-5.974647,12.398079
936,SDSS-II SN 19408,13.956805,-37.67945,-3.8228502
937,SDSS-II SN 19424,10.989532,-39.143116,45.93266
938,SDSS-II SN 19449,0.7395152,-0.50123876,38.779697
939,SDSS-II SN 19468,7.7183914,-23.230795,-7.194897
940,SDSS-II SN 19575,61.82003,-0.054551225,-19.90622
941,SDSS-II SN 19636,-4.980816,23.378101,54.817204
942,SDSS-II SN 1975,34.906754,8.436171,-19.031757
943,SDSS-II SN 20033,13.356898,-3.9791958,49.202152
