0,1,2,3,4,5,6,7
SDSS-II SN 7923 (g'r'i'),-1.782482,3.0515127,0.13615553,2.903853,-1.1553922,0.10255115,3.4526846
SDSS-II SN 7978 (g'r'i'),0.80270725,-0.6862276,0.9688814,0.72403055,1.6049578,0.8301242,-2.4147487
SDSS-II SN 801 (g'r'i'),0.7228228,-3.104784,1.2581645,-1.0173545,0.8624241,-3.9731207,-3.4945433
SDSS-II SN 8018 (g'r'i'),1.2080624,0.033716258,-0.26968262,0.83677363,2.2461104,0.9453904,-0.38573432
SDSS-II SN 8062 (g'r'i'),-1.9337157,2.2758036,-0.87085193,2.9896216,-1.6030481,0.29036278,3.5496302
SDSS-II SN 8086 (g'r'i'),1.6647156,0.9283057,-1.2657887,1.0697327,-1.6484729,-0.94174004,2.7730563
SDSS-II SN 8092 (g'r'i'),0.92438805,-0.13674413,-0.14698537,0.6781755,-1.0538524,2.5072937,2.4249074
SDSS-II SN 8114 (g'r'i'),0.4597177,0.8484462,-0.5357973,2.8543499,-0.7808577,1.5300304,1.3303754
SDSS-II SN 8127 (g'r'i'),-0.04725053,-1.0012497,0.44534278,0.34240028,0.2611113,2.9267437,-0.86450213
SDSS-II SN 8165 (g'r'i'),0.6468511,0.17897426,-0.35326123,2.2326572,1.3206848,2.192207,0.99637973
SDSS-II SN 8190 (g'r'i'),1.8363671,-1.8448615,1.3728899,0.00444464,-0.0003562147,-1.0730133,-2.0163062
SDSS-II SN 822 (g'r'i'),1.7622592,-0.23133862,-1.344013,-0.98546,0.55531156,-1.3487226,2.3678489
SDSS-II SN 8226 (g'r'i'),-1.5789747,1.0992789,-2.409467,2.6567638,-0.14179386,1.4166756,2.1898296
SDSS-II SN 8236 (g'r'i'),2.0555358,-1.3416133,0.39659283,-0.7387569,0.5527272,-1.7127143,-0.28003004
SDSS-II SN 8252 (g'r'i'),2.1300766,-1.5211068,0.7123488,0.17741238,-0.8564749,-1.467559,-0.15129802
SDSS-II SN 8280 (g'r'i'),1.9022347,-0.85688204,-2.2079184,0.33816403,-0.29301262,-0.015161343,1.5654253
SDSS-II SN 8297 (g'r'i'),1.1864939,0.10387882,-0.19496247,-0.74754727,0.76988524,1.4670178,-1.4939132
SDSS-II SN 841 (g'r'i'),1.5646521,-0.08797854,-1.5995779,-1.0551383,0.8764056,-0.003122143,2.5407147
SDSS-II SN 8457 (g'r'i'),0.10953204,0.5607818,-3.1154718,1.534354,-0.8025812,0.63728267,3.0474215
SDSS-II SN 8513 (g'r'i'),-1.2078191,-1.6396775,2.9905016,-0.79018503,-1.4442356,0.45764256,-1.713539
SDSS-II SN 8555 (g'r'i'),-0.2377298,2.454275,-1.7000546,2.4499354,0.50007164,0.87758934,2.7290456
SDSS-II SN 8569 (g'r'i'),0.793225,-0.40669262,1.1428623,1.8020656,0.9672571,1.9532404,-0.29937616
SDSS-II SN 859 (g'r'i'),1.2807223,-1.5145569,0.40243348,-1.7649286,-0.5092787,0.90080506,0.0074475864
SDSS-II SN 8600 (g'r'i'),0.5479463,-2.1405432,1.0499443,-0.5855612,-1.4644661,1.0023371,-2.349006
SDSS-II SN 8605 (g'r'i'),2.285182,-1.5192479,0.49752834,-0.2475439,-0.16208264,-1.5845644,0.03131704
SDSS-II SN 8705 (g'r'i'),-1.9976524,2.8120942,-0.9511986,3.135656,-0.6736034,0.7539429,3.4184225
SDSS-II SN 8721 (g'r'i'),0.20956068,-1.9348446,1.8798491,-0.6317411,-1.3585976,1.9330354,-2.0790033
SDSS-II SN 8730 (g'r'i'),2.1844804,-0.8333304,-0.51824486,0.39055437,-1.3061993,-0.4357909,1.0295597
SDSS-II SN 8742 (g'r'i'),1.5790434,-0.49627644,-0.09940308,-1.4233019,1.5165576,1.493064,-0.06223042
SDSS-II SN 8744 (g'r'i'),1.918829,-1.2614956,0.32788485,-1.1782662,1.4395411,-2.0518653,-0.79689944
SDSS-II SN 9026 (g'r'i'),-2.1567962,3.7206051,-0.55059785,2.0795596,0.7277671,0.28845587,3.6387749
SDSS-II SN 904 (g'r'i'),1.5546396,-0.93062764,-0.28070208,-1.6176971,0.8922651,-1.6286094,0.6714879
SDSS-II SN 9052 (g'r'i'),0.6122591,1.6673272,-1.9524425,0.9579028,1.816979,1.1775651,1.8352638
SDSS-II SN 9109 (g'r'i'),-0.660763,-0.4600511,0.7526214,-1.6902529,0.7076218,0.742668,-2.5942614
SDSS-II SN 9132 (g'r'i'),1.5728679,-0.22628225,-1.6918007,0.839177,-0.45612895,1.0414587,0.39736056
SDSS-II SN 9155 (g'r'i'),-1.2960052,-0.8160372,0.6167637,-2.197467,-1.4368097,0.4742097,-1.5477036
SDSS-II SN 917 (g'r'i'),1.1853771,-2.544009,1.7029366,-1.372328,1.7198919,-3.5290256,-3.861671
SDSS-II SN 919 (g'r'i'),0.80940485,-3.1031806,1.2899623,-1.3275322,1.361422,-4.2673836,-3.5862968
SDSS-II SN 9194 (g'r'i'),0.2306605,-0.44447842,-1.8687626,-0.5436089,-1.7918785,-0.27011746,3.6017814
SDSS-II SN 9239 (g'r'i'),-0.052561432,-1.3975235,-0.6528209,1.2359787,-1.8303453,1.4261396,2.03758
SDSS-II SN 9250 (g'r'i'),1.8346092,-0.5976371,-0.521355,-1.413526,1.6729933,-1.671685,0.8849131
SDSS-II SN 9268 (g'r'i'),-1.9551312,2.909428,-0.93099713,3.0844388,-0.5911641,0.7034725,3.4710548
SDSS-II SN 9269 (g'r'i'),-0.21570347,-2.0728362,1.7298318,-1.1244301,-1.8082306,-1.0336632,-2.6984
SDSS-II SN 9326 (g'r'i'),-2.053775,3.4458852,-0.823969,2.5188005,-0.13545293,0.2231146,3.9276726
SDSS-II SN 9334 (g'r'i'),0.47058776,0.9779256,-1.9659797,1.4975559,0.9972427,1.303074,0.73146075
SDSS-II SN 9353 (g'r'i'),-1.5105097,2.3007054,-1.2091708,2.8487375,-1.4880596,0.06441816,3.7289464
SDSS-II SN 9424 (g'r'i'),0.3391887,0.30926546,-0.11322973,2.3855104,-1.6857661,1.203439,0.2671751
SDSS-II SN 9562 (g'r'i'),1.9757855,-1.32709,0.38873607,-1.1302856,1.1737643,-1.7882278,-0.6270483
SDSS-II SN 9566 (g'r'i'),-0.73690456,1.6606631,-1.8678629,0.05513522,1.3468366,2.176701,1.6827023
SDSS-II SN 9632 (g'r'i'),0.6938788,0.6062662,-2.9239278,1.5522338,-1.2819226,0.24353999,3.191515
SDSS-II SN 9704 (g'r'i'),2.1937442,0.56895596,-1.8452576,1.1712581,-0.8785785,-0.13869616,1.9896324
SDSS-II SN 9814 (g'r'i'),0.5549276,0.8634833,-0.12855375,2.5247822,-2.577417,0.2658848,2.8665965
SDSS-II SN 9884 (g'r'i'),0.67756546,-0.7057168,1.0718873,0.7675422,1.6057996,0.8463608,-2.6571898
SDSS-II SN 9954 (g'r'i'),0.5690095,1.6685238,-1.6976055,1.3049122,1.6472211,1.0439382,1.4032863
SN1000+0216 (g'r'i'),-0.9134128,-3.2509613,3.5011578,-2.5477722,-1.2855675,-2.1565828,-3.902982
SN2005ed (g'r'i'),-1.53267,2.400526,-0.2726711,-0.2117913,-0.0603922,-3.4318762,0.995973
SN2005ef (g'r'i'),-1.9159117,0.547974,-2.7464345,2.097434,-0.33560655,1.5493225,2.0243633
SN2005eg (g'r'i'),-0.50561136,0.107297026,0.3289861,-2.3439445,1.0857342,0.55786264,-1.3294417
SN2005ei (g'r'i'),-1.5076718,2.559178,-0.7006088,-0.7181474,0.61351585,0.26228043,-1.0423498
SN2005em (g'r'i'),-0.5623856,0.9670542,0.09234294,1.048516,0.38128763,2.9307897,0.06572706
SN2005ey (g'r'i'),-2.6812828,2.0554366,-0.13601123,-0.7214021,2.3065493,0.9364199,-1.6653683
SN2005fa (g'r'i'),1.1238954,-0.4065535,0.4820065,-2.688855,1.1051843,1.2111827,-0.3168039
SN2005fb (g'r'i'),-0.38067257,-0.08183548,0.3615547,-1.7092834,0.84540284,1.3517812,-2.1016378
SN2005fd (g'r'i'),0.1994393,-0.0009493631,-0.22387427,-0.565401,-1.1900504,2.8598979,0.71969473
SN2005fe (g'r'i'),0.23093724,-0.42992404,0.23594944,-1.5499562,0.90037954,-2.4657824,-0.08442015
SN2005ff (g'r'i'),-1.6842299,1.6189084,-0.6921027,-0.477719,1.1937414,2.0031404,-1.2005516
SN2005fi (g'r'i'),1.0074983,0.35383987,-1.0448699,-1.9440309,2.219997,1.6648304,-0.27183762
SN2005fj (g'r'i'),-0.67046654,0.36796227,0.26141322,-2.3076293,1.3621886,-0.010237865,-1.0093796
SN2005fk (g'r'i'),1.4049052,0.041927326,-0.9506052,2.008151,-2.4129782,-0.5711741,2.3015733
SN2005fl (g'r'i'),-0.32118285,0.4850062,-0.20969394,-0.5531511,-0.9438143,-2.856824,1.0348037
SN2005fm (g'r'i'),-1.9690892,1.3570611,-0.19815193,-0.9290183,1.7326986,1.4609008,-1.9594247
SN2005fn (g'r'i'),-2.1499476,2.0045931,-0.11562016,-1.1107548,1.9715779,-0.6873017,-0.73494077
SN2005fo (g'r'i'),-0.50807333,0.17298591,1.3017659,-0.40298045,0.46345568,2.4065104,-2.23366
SN2005fq (g'r'i'),0.5000409,-1.8955408,2.0248613,-3.015404,-0.34922364,-2.8750114,-3.251188
SN2005fr (g'r'i'),0.2595022,-0.45882523,0.90672314,-1.8104212,1.1568403,1.4792404,0.31113297
SN2005fs (g'r'i'),0.56778115,-1.2747264,0.84726524,-1.5954705,-0.06387822,1.552568,-2.1136613
SN2005ft (g'r'i'),1.2043103,0.10067918,-0.41878805,-1.642812,1.3371218,2.6317606,0.06818156
SN2005fu (g'r'i'),0.52985674,-0.07408972,0.062040642,-2.1041014,1.8773147,1.7810738,-0.38746023
SN2005fv (g'r'i'),-0.8758053,1.1329042,-0.5920831,-0.6115962,1.3399388,2.641519,-0.7547465
SN2005fw (g'r'i'),-0.21737716,0.8804286,-0.7423957,-1.7891728,1.9147695,1.7518412,-1.9278724
SN2005fy (g'r'i'),0.4891652,-2.001891,1.0274515,-0.19936816,-1.3386494,1.7714897,-2.542464
SN2005ga (g'r'i'),-0.6273836,1.0493958,-0.7281428,-0.3291492,2.0430512,2.5315433,-0.004366405
SN2005gb (g'r'i'),-2.933024,2.364535,-0.20921667,0.23726524,1.9365422,1.1104254,-1.5137268
SN2005gc (g'r'i'),-0.16580398,0.8355854,-0.62287503,-1.5637578,1.8711598,1.7858795,-1.5424005
SN2005gd (g'r'i'),-0.19162084,0.53775054,-0.2534225,0.033163972,1.9220343,2.7568288,0.28036004
SN2005ge (g'r'i'),-0.030788438,0.50453097,-0.12287086,0.42988187,0.8099718,2.930132,0.27193943
SN2005gf (g'r'i'),0.16279359,0.6034194,1.3712949,-0.07138186,1.2059962,2.9881482,-1.2693777
SN2005gg (g'r'i'),0.2881157,0.3874026,1.2679446,-0.2732825,1.2689655,2.8689406,-1.1686889
SN2005gh (g'r'i'),-1.4066507,1.8087665,-1.5583426,-1.5660152,1.5567822,-0.38233203,1.1864101
SN2005gj (g'r'i'),2.7383509,-1.617963,0.09766908,-0.5749687,0.82004446,-1.704547,0.50865275
SN2005gp (g'r'i'),-0.62643075,0.93935734,0.22598477,0.782819,0.39309165,3.0553892,-0.24189049
SN2005gq (g'r'i'),1.9399813,-1.3841821,-1.9864526,-0.29778764,0.4533458,-0.45046398,1.6060905
SN2005gs (g'r'i'),0.5340282,0.3770902,0.36652514,0.37123582,0.76299983,3.3794153,0.11905686
SN2005gt (g'r'i'),0.2948887,0.0684622,-0.29262134,-0.015291627,-0.91433215,2.8702292,-1.4672445
SN2005gu (g'r'i'),0.21347,-0.95355624,0.43922293,-0.5190256,-0.7958928,1.9575424,-2.0687587
SN2005gv (g'r'i'),0.6986221,-0.7636215,1.4605147,0.7367018,0.5107255,1.9535737,-0.7422865
SN2005gx (g'r'i'),-0.2231799,0.8903726,-0.80856615,-1.2178005,1.9734359,2.3056011,-0.28483507
SN2005gy (g'r'i'),-1.5943414,-1.291454,2.7258027,-1.1965649,-1.656922,0.337731,-0.98974925
SN2005hc (g'r'i'),-1.947416,3.0219314,-0.83579624,-0.16562343,3.2688053,0.3779545,-1.0903034
SN2005hl (g'r'i'),0.36184913,-1.1401963,-0.13766178,0.75370264,-2.341124,1.1074417,-0.9791702
SN2005hm (g'r'i'),-0.07947736,0.19588761,0.14609453,-1.3171784,-1.4441249,1.4277864,-1.8820447
SN2005ho (g'r'i'),-2.590717,2.656713,1.1836019,2.0206323,2.4668293,1.7948172,-1.886655
SN2005hp (g'r'i'),0.65169185,0.37107885,-0.18135017,-0.8559968,0.9013457,3.2457595,-0.3293841
SN2005hq (g'r'i'),-1.7196946,1.1560485,-1.2100316,1.9540563,-0.63330066,1.795821,1.5990415
SN2005hs (g'r'i'),2.5855942,-0.30852467,-2.227278,0.88120705,-0.47458836,0.6023678,0.77454185
SN2005ht (g'r'i'),0.9144893,0.31155303,-0.59360594,-1.385492,1.4568396,2.58199,0.094089486
SN2005hv (g'r'i'),0.21201979,1.7260113,-2.1559396,0.20854403,1.4024022,1.4015529,2.443027
SN2005hw (g'r'i'),-1.6015148,0.57647127,-2.5553775,2.1229794,-0.50959945,1.3887576,2.1873837
SN2005hx (g'r'i'),-0.6305709,1.4502264,-1.1437644,-1.0284517,2.3565853,1.8056232,-0.012720921
SN2005hy (g'r'i'),-0.2567072,0.8222871,-0.5417138,-2.0133362,2.4033918,0.74474376,-0.15354969
SN2005hz (g'r'i'),-0.25434002,1.2060497,-2.5002866,1.1166086,1.2537825,1.5437722,1.0876421
SN2005ib (g'r'i'),0.68238056,-2.2114825,1.4797648,-0.6452009,-1.8252994,1.1310244,0.20673718
SN2005ic (g'r'i'),0.21959813,-0.6323232,0.62233573,0.4625904,-0.25554672,3.2383182,-0.6157754
SN2005ie (g'r'i'),0.29064327,0.09831104,-1.9139973,-0.73169094,-0.24520828,1.8553656,1.9979957
SN2005if (g'r'i'),-0.29842842,1.1887833,-2.805017,0.9863236,1.2892429,1.5591888,1.0566645
SN2005ih (g'r'i'),0.41480154,-0.8535296,0.81681615,0.14620377,0.3052045,2.5316885,-0.8871765
SN2005ik (g'r'i'),0.87590045,1.2856493,-1.9681678,1.2497352,1.9553404,1.4808338,1.6170048
SN2005in (g'r'i'),-0.64602727,1.089988,-0.7943528,-0.42044142,2.0024638,2.3514235,-0.020412683
SN2005it (g'r'i'),1.7189097,-0.10063793,-0.94519585,1.3818581,-0.33527845,2.1192305,-0.20348309
SN2005iv (g'r'i'),0.1399385,-0.49928248,0.8745026,-1.4816059,1.4314357,1.570406,0.7583003
SN2005iw (g'r'i'),2.2714868,-0.22383948,-0.6135963,1.5634229,-0.72797304,0.75918865,0.1194257
SN2005iy (g'r'i'),0.22627188,-0.5148555,-1.8664427,-0.58878493,-1.827233,-0.3914155,3.59824
SN2005jb (g'r'i'),1.9934629,-1.5984373,-1.2546937,-0.6674122,0.08523239,-1.2195785,1.6298877
SN2005jd (g'r'i'),0.9026306,-0.07794149,-0.024384951,-0.5474716,1.1598659,2.3950157,-0.512294
SN2005jf (g'r'i'),1.8340443,-1.9788791,-0.47624946,-0.5646041,-0.96393245,0.36846182,1.8640295
SN2005jg (g'r'i'),-0.1368203,-0.23609993,-2.645775,0.62652475,-1.3742499,0.3977791,3.2930062
SN2005jh (g'r'i'),-1.7640218,3.4874659,-0.84995174,1.3310583,2.2105422,0.5857026,2.6440015
SN2005jk (g'r'i'),-0.08225508,-0.0023015991,0.63346547,-0.73966736,0.5466912,2.3392358,-2.1092103
SN2005jm (g'r'i'),0.22884241,0.7731844,-1.1229352,0.64793956,1.8878231,2.2020836,1.3607095
SN2005jn (g'r'i'),1.0472096,0.29866192,-0.6242385,-1.2861246,1.2048125,2.817391,0.4764098
SN2005jo (g'r'i'),0.36626723,0.5315513,-0.95308053,1.2630299,1.6262645,2.2857053,1.337018
SN2005jq (g'r'i'),-0.74421525,-0.69644064,1.1038712,-1.3104455,0.43961245,0.43769127,-2.8869638
SN2005jr (g'r'i'),1.1092527,0.08452837,0.068043694,0.036335208,1.7179271,1.0103976,-1.7156272
SN2005js (g'r'i'),-1.9898468,1.6381836,-0.23773304,2.440984,-0.5933025,1.969002,1.2193571
SN2005jt (g'r'i'),-0.4564925,-0.17635792,0.0061799027,1.9749211,-2.1431885,1.4320564,1.8714064
SN2005ju (g'r'i'),1.310926,-0.18167096,-0.07045523,-1.3052347,0.5047207,2.9917767,0.62982494
SN2005jv (g'r'i'),0.471667,-2.0106854,1.1109161,-0.35049373,-1.3692287,1.6438243,-2.4302244
SN2005jw (g'r'i'),0.40907678,1.0720934,-1.2158273,0.39293814,-1.4042324,-2.0870218,2.8940432
SN2005jx (g'r'i'),-1.0512879,3.1258028,-1.8002996,1.5367426,1.193798,0.41371104,3.459436
SN2005jy (g'r'i'),-0.39246926,1.0169029,-2.2404056,-0.20679906,-0.31271678,1.448293,3.1144674
SN2005jz (g'r'i'),0.40224004,-0.8940226,0.6721817,-1.3376627,-0.5595062,2.3998973,-2.0981953
SN2005kj (g'r'i'),-0.06018492,-3.4002345,2.7346795,-2.0207932,1.8063166,-3.6906474,-4.5701103
SN2005kn (g'r'i'),-0.29466882,0.8606491,-2.227008,-0.29609862,-0.4051217,1.3163835,3.166596
SN2005kp (g'r'i'),-1.3540498,3.0210876,-1.2727959,1.0191319,2.315299,0.6574767,2.2007546
SN2005kq (g'r'i'),-0.94364834,-0.1722573,2.448583,-0.80184567,-1.1815562,2.1532805,-0.25123906
SN2005kr (g'r'i'),-0.055435315,1.1632943,-1.2286022,2.9974773,0.072242595,1.7073874,1.8024732
SN2005ku (g'r'i'),-2.1969588,1.7088219,-1.6903514,-0.43310964,1.3572525,1.6396538,0.2299897
SN2005lb (g'r'i'),0.0010397909,-1.9132164,1.7144897,-1.4979022,-1.3074577,-2.904718,-2.0414925
SN2005lc (g'r'i'),2.6609597,-2.5692234,1.1734638,-0.8129318,-1.2892865,-1.963631,-2.055797
SN2005ld (g'r'i'),0.73623455,0.8314976,-0.960048,0.9507048,3.270917,0.5449766,0.60371435
SN2005le (g'r'i'),-0.22842616,0.06139016,0.40589494,-0.92073554,-0.6911851,1.9668418,-1.137166
SN2005lf (g'r'i'),0.58216137,0.47642654,-2.8246264,1.3530524,-1.0437541,1.0068104,2.9742062
SN2005lg (g'r'i'),0.8176615,0.19937098,-0.5019287,0.6834866,-1.2034997,1.8871067,2.4278476
SN2005li (g'r'i'),-0.33051127,0.52937216,-0.20728314,0.5148932,0.80635154,3.046532,0.20874542
SN2005ll (g'r'i'),-1.8748317,3.4665487,-0.60583025,2.2516448,-0.78730285,-0.5629774,4.421947
SN2005lo (g'r'i'),-1.375531,3.3015647,-1.4247313,2.1485147,0.6198368,0.40818354,3.6435175
SN2005lp (g'r'i'),-1.5967857,-0.023949824,-1.1090201,-0.23677772,0.47482806,2.7864327,0.124007106
SN2005lq (g'r'i'),-0.21845031,0.9735311,-2.6094723,1.6423522,1.0669079,1.3673348,0.83032584
SN2005mh (g'r'i'),1.4351808,-1.0184057,-0.39637667,0.8186693,0.3082757,2.3118184,1.0271941
SN2005mj (g'r'i'),1.4361929,0.6713205,-1.2415485,-0.44032046,2.6085205,-0.5312979,1.421769
SN2005ml (g'r'i'),0.7629864,0.8311739,-0.9760231,0.8161105,3.3175974,0.43351865,0.6546855
SN2005mn (g'r'i'),0.24258251,1.1878436,-0.652666,3.1873674,-0.46890137,1.5723432,1.6121101
SN2005mo (g'r'i'),1.7367355,-1.1383086,-0.21477327,0.78040576,0.54077786,2.1550317,0.9228797
SN2005mp (g'r'i'),0.32858256,-1.050904,1.6331197,0.83119243,1.3952917,0.3879218,-3.1635284
SN2006aa (g'r'i'),1.1253991,-2.6069527,1.8265433,-1.5125519,1.6348766,-3.56822,-4.0806255
SN2006au (g'r'i'),1.7457486,-1.1691033,-0.62642455,0.023670241,-1.5284028,-1.0352316,2.0176964
SN2006bo (g'r'i'),-0.15861207,-2.20368,2.173477,-2.5608683,-0.36813977,-3.2572265,-3.1224613
SN2006eb (g'r'i'),-0.67607844,0.59803057,0.21853025,-1.3773072,0.93596804,-3.2726235,-0.11889592
SN2006eq (g'r'i'),-0.31186873,0.3869474,0.031513363,-1.3711617,-0.17391464,-2.98569,1.5161906
SN2006er (g'r'i'),0.7822157,-0.42924175,-0.3602184,-1.8713537,1.1482996,-1.299382,0.62336904
SN2006ew (g'r'i'),-1.1172436,1.7330056,-0.12915763,-0.6947498,0.12295628,-3.2864883,0.9942581
SN2006ex (g'r'i'),0.9772448,-1.2555181,0.11144747,-2.3648202,0.9351605,-1.919623,-1.1943489
SN2006ez (g'r'i'),1.1871758,-1.6311755,1.1690857,-1.3884294,1.5752792,-2.649543,-3.126767
SN2006fa (g'r'i'),0.9151216,-0.6462852,0.05100797,-1.6554359,0.15866688,1.7188349,0.6231063
SN2006fb (g'r'i'),0.8854754,-1.2908595,0.018948672,-2.4649277,0.12754473,-1.252741,-0.33938712
SN2006fc (g'r'i'),0.9875564,0.3116892,-0.56162834,-1.3614666,1.1832472,2.86959,0.14890082
SN2006fd (g'r'i'),-0.66752976,0.8938002,-0.4061551,-1.1749691,0.1227698,-2.8247817,0.9285865
SN2006fg (g'r'i'),-0.2910442,-1.7024872,1.7302414,-1.7472636,-0.706886,-3.2121499,-2.1190512
SN2006fh (g'r'i'),-0.7786944,0.45339206,-0.44082695,-1.1911963,0.0366397,-2.7043536,0.34312323
SN2006fi (g'r'i'),0.86744577,-0.37216258,-0.6194076,-2.0396361,0.72980314,1.1724346,1.5126147
SN2006fj (g'r'i'),-0.12210315,0.4392202,-0.23569635,-2.1095428,2.1305482,0.49734306,0.2726712
SN2006fk (g'r'i'),-0.33472055,0.11006502,-1.4015002,-0.28562316,0.6689409,2.5161743,1.0742626
SN2006fl (g'r'i'),-0.26983866,0.7517567,-0.48357967,-1.571638,2.2412505,1.4817097,-0.29020783
SN2006fm (g'r'i'),-1.9730664,1.433875,-0.42636493,-0.60683054,1.4924914,1.6412174,-1.474471
SN2006fn (g'r'i'),0.61885643,-0.103152744,0.010871151,-1.395946,1.7840396,2.5077393,-1.0019131
SN2006fs (g'r'i'),-1.0223664,1.5914944,-0.16446511,-0.57757056,-0.14445691,-3.238276,1.0119871
SN2006ft (g'r'i'),1.2675749,-1.2678821,0.56812495,-2.0140126,0.5943792,-1.567871,-0.46104616
SN2006fv (g'r'i'),-0.63934195,1.6843876,-1.9673076,0.11301906,1.3323879,1.9653727,1.7852447
SN2006fx (g'r'i'),1.9665852,-1.1213,-1.3605865,-0.7149108,0.3000933,-1.184837,1.8705206
SN2006fz (g'r'i'),-1.9781232,1.633988,-0.98926586,0.14805715,1.3590473,2.0047174,-0.4485901
SN2006gb (g'r'i'),1.3907531,0.7822938,-1.7057177,1.0477782,0.7279514,1.0155882,0.92489696
SN2006gd (g'r'i'),-0.37265855,-3.1580198,2.685136,-1.7899162,-1.1288579,-3.0719812,-3.6439354
SN2006ge (g'r'i'),0.24645738,0.18902484,-0.11973307,-0.8755048,-0.8014229,-2.6473851,1.50582
SN2006gg (g'r'i'),0.4651077,-0.06510272,0.26448002,-0.6287588,1.185774,2.4264128,-0.9221712
SN2006gh (g'r'i'),1.0021015,0.2564912,-0.6186443,-1.2674751,1.2856755,2.6017005,0.3462217
SN2006gk (g'r'i'),2.4597979,-1.7763873,0.13325113,-0.26108477,-0.5914124,-1.6208392,0.44812855
SN2006gl (g'r'i'),-0.2592913,0.7229928,-0.19999886,-0.6774252,-0.6934512,-2.8906937,1.3465649
SN2006gm (g'r'i'),-0.5960257,0.13446859,-0.3714683,-1.0745009,-0.32912615,-2.6967297,0.31280524
SN2006gn (g'r'i'),-2.1020644,1.9116557,-0.16107602,-0.72410333,1.7230175,1.2878474,-2.2229965
SN2006go (g'r'i'),0.1361456,-0.15346016,-2.0435562,-0.2587947,-1.5277464,0.1940123,3.5340478
SN2006gp (g'r'i'),0.46826178,0.75867623,-0.32689556,2.4409735,-1.0300474,1.4817098,0.69631743
SN2006gu (g'r'i'),1.499744,-1.3593814,0.5780257,-1.8286678,0.5582675,-1.3425684,-0.35833618
SN2006gv (g'r'i'),-0.5699379,0.511216,-0.30107275,-1.2918767,0.15937985,-2.746889,0.64052445
SN2006gw (g'r'i'),-0.18913002,-2.311187,2.1783388,-2.2662444,-0.7077042,-3.185799,-2.9878294
SN2006hd (g'r'i'),1.6372656,-1.3594127,0.27012736,-1.7372644,0.34064665,-0.5626131,0.31288624
SN2006he (g'r'i'),0.8151869,0.03635779,-0.1773536,-1.4858775,1.0146737,1.5119127,-1.698027
SN2006hf (g'r'i'),-0.85770375,-0.19586238,0.62060577,-2.0094433,0.7765159,0.7911994,-2.0987816
SN2006hg (g'r'i'),1.6265305,-1.2436011,-0.22715582,-0.7793176,-0.80471534,1.0797639,1.4253345
SN2006hh (g'r'i'),1.5116981,-0.0892996,-1.3407686,-1.129239,0.9868776,0.4934359,2.162454
SN2006hi (g'r'i'),-1.1138643,1.9777584,-2.3597627,2.5244431,-0.81578225,0.31127322,3.625778
SN2006hj (g'r'i'),1.2445439,-1.085449,0.41243333,-2.2739155,0.2698165,0.5865829,-1.3372477
SN2006hk (g'r'i'),1.1530803,-0.12034616,0.37180212,-1.7973714,0.8009155,1.6839559,-0.37049848
SN2006hl (g'r'i'),-1.5081176,0.6328244,0.12043129,-1.5886846,1.7881303,1.4279941,-2.1515117
SN2006hm (g'r'i'),1.1410493,-1.781006,0.512525,-1.3621322,-0.93718255,0.60919905,0.19369315
SN2006hp (g'r'i'),0.48531097,-0.053156596,0.13804004,-1.3107051,1.5916647,2.2983363,-0.99232894
SN2006hq (g'r'i'),1.3297447,-1.2452346,0.9247407,1.3968751,0.094457515,1.5378293,-1.0204749
SN2006hr (g'r'i'),0.593974,-0.26939276,0.5525689,-1.2058227,1.4557549,2.193099,-0.19650538
SN2006hs (g'r'i'),0.94336647,-0.35690874,-1.3672353,-0.80614245,-0.6393705,1.5858502,0.79942954
SN2006ht (g'r'i'),-0.47387862,0.6428782,-0.25739002,0.6396807,0.82907736,2.9916482,0.24440435
SN2006hu (g'r'i'),-1.0429842,1.5062914,-0.22302505,-0.27175313,1.0564429,2.0737665,-1.5391443
SN2006hv (g'r'i'),-0.15653469,0.61505765,-0.42616826,-1.7791573,2.0777292,1.3107613,-0.45155713
SN2006hw (g'r'i'),-1.1196836,1.5350065,-0.19782697,-0.28984636,0.71650463,2.0428853,-1.6484509
SN2006hy (g'r'i'),-0.8916898,1.8147755,-1.6592724,-0.24063806,2.2983544,1.4868279,0.95051473
SN2006hz (g'r'i'),1.104607,-2.6841152,1.9239805,-1.7514817,1.1694173,-3.6035674,-4.439753
SN2006ix (g'r'i'),1.6358798,-1.5435363,1.0815833,-0.8705969,1.501975,-2.4333465,-2.917751
SN2006iy (g'r'i'),-0.8216414,0.043659743,0.44329384,-1.8351632,0.816203,1.3793013,-1.8676924
SN2006iz (g'r'i'),0.7922913,0.49006516,-0.06589647,-0.4487942,1.8246112,0.7991199,-1.9505002
SN2006jg (g'r'i'),0.7152838,1.0299866,-2.963087,1.1864606,-0.8377608,-0.23551987,3.514686
SN2006ji (g'r'i'),-0.18625696,0.66070217,-0.38354623,-0.90824616,2.1007085,2.1612196,-0.45866206
SN2006jj (g'r'i'),-0.75858766,-0.42984948,2.2007856,-1.5590539,-0.4890619,1.6002332,-0.5591608
SN2006jk (g'r'i'),-1.3296818,-0.8138596,1.8222364,-1.1542445,-1.3983325,1.2772416,-1.5267851
SN2006jn (g'r'i'),-0.44199383,-0.056898355,0.32537618,-2.108685,0.96709836,1.2570754,-1.536117
SN2006jo (g'r'i'),-2.1499574,2.0148642,0.22398451,2.7364943,-0.510233,1.9238182,1.2573887
