0,1,2,3,4,5,6,7
SDSS-II SN 18047 (g'r'i'),0.6620638,0.1642432,-1.2740434,0.37148795,-1.4188303,1.3533916,2.9101136
SDSS-II SN 18048 (g'r'i'),-1.0567677,-2.3397915,3.0841298,-1.3701701,0.078282036,-0.61887,-4.3954945
SDSS-II SN 18067 (g'r'i'),1.6705575,-0.44735402,-1.3769438,-1.2696507,0.7413691,-0.19379967,2.3734994
SDSS-II SN 18077 (g'r'i'),1.9958749,-1.7807393,1.2956877,-0.8172359,1.120061,-3.0073507,-2.7289133
SDSS-II SN 1810 (g'r'i'),-1.0252259,1.6248747,0.23069271,-0.78360397,0.21827324,-3.4507253,1.0388865
SDSS-II SN 18140 (g'r'i'),0.16004848,-3.4590337,2.8041263,-1.8076814,1.4945614,-3.792742,-4.665134
SDSS-II SN 18146 (g'r'i'),0.51554406,-1.6443032,-2.4800684,0.6735084,-1.2333899,0.10748752,2.3729527
SDSS-II SN 18166 (g'r'i'),0.24205141,-3.4699945,2.981292,-1.6956661,1.2781069,-3.9837382,-4.6174307
SDSS-II SN 18170 (g'r'i'),1.6653303,-0.58434653,-1.3338267,-1.1295244,0.89794034,0.7086924,1.5710372
SDSS-II SN 18187 (g'r'i'),1.978001,-2.180337,1.3338356,-0.65748173,-0.9970217,-2.4092453,-1.9761195
SDSS-II SN 1821 (g'r'i'),-0.12810811,-1.9793246,1.7485932,-1.1425467,-1.8102243,-2.3824184,-1.9047333
SDSS-II SN 18228 (g'r'i'),-1.043297,-2.3818333,3.2938402,-0.9073492,-1.5300835,-0.61237204,-2.8399847
SDSS-II SN 1823 (g'r'i'),-0.8842843,1.4414822,0.034590013,-0.7900202,0.0301434,-3.286566,1.0993637
SDSS-II SN 18243 (g'r'i'),-0.32024288,-0.37044647,1.5990741,-0.7959784,-1.210436,1.7610443,-0.10842247
SDSS-II SN 18253 (g'r'i'),0.121019654,-0.08737685,0.50356656,1.2434709,-1.3179959,2.3459876,0.25156647
SDSS-II SN 18266 (g'r'i'),0.13150416,-3.5842714,2.6856742,-1.6500357,2.0476654,-3.687151,-4.680253
SDSS-II SN 18268 (g'r'i'),0.21975774,-3.1383567,2.5229373,-1.7723614,0.46994582,-3.976512,-4.127089
SDSS-II SN 18269 (g'r'i'),1.3050532,-1.3633488,1.5663728,-0.0023090122,-0.46339992,-3.0570633,-0.95740646
SDSS-II SN 18273 (g'r'i'),0.7083766,0.5544192,0.24589318,1.38785,-1.4906292,1.8797964,1.8904788
SDSS-II SN 18276 (g'r'i'),0.6899556,-0.45215106,0.45241687,1.4060549,-0.99617463,2.3300574,-0.6891525
SDSS-II SN 18291 (g'r'i'),1.3426816,-2.3194313,2.1643157,-0.7947626,-0.9843954,-3.746804,-3.6186225
SDSS-II SN 18301 (g'r'i'),1.3067502,-0.36589983,-0.1303508,1.7546769,-0.73451823,1.713917,-0.398879
SDSS-II SN 18311 (g'r'i'),1.9382163,-0.33624884,-1.0528003,-1.0969682,1.0987571,-1.7795105,1.8663546
SDSS-II SN 18321 (g'r'i'),-0.17241924,-1.7259077,1.9918896,-0.27934557,0.5741896,-0.41558748,-4.450729
SDSS-II SN 18324 (g'r'i'),0.6935845,-0.2678972,0.38108867,-0.3227391,-0.9423651,2.191258,0.25395343
SDSS-II SN 18339 (g'r'i'),1.2818968,0.41935188,-1.0933608,0.16162065,-0.36702776,1.7310561,2.5118074
SDSS-II SN 18360 (g'r'i'),-0.56136405,-3.2627723,2.9238172,-1.918742,-0.96385634,-3.075104,-3.6948388
SDSS-II SN 18365 (g'r'i'),2.0211499,-1.5827088,1.239762,-0.09058494,-0.40409836,-2.4889133,-1.1459998
SDSS-II SN 18374 (g'r'i'),0.18159707,-0.535172,0.68401104,-1.1011819,0.26891828,1.8827913,-2.0045216
SDSS-II SN 18376 (g'r'i'),0.81978655,-1.3567836,1.8037988,-2.2177007,-0.22734465,-3.3511982,-2.1633909
SDSS-II SN 18380 (g'r'i'),0.04950257,0.60501903,-0.057203848,0.2949059,-1.7322344,-2.7412562,1.3963342
SDSS-II SN 18391 (g'r'i'),-1.9262681,2.6799927,0.33706084,3.1086226,-1.5712792,0.3711717,3.113662
SDSS-II SN 18393 (g'r'i'),1.6882257,-0.07673314,-1.0054227,0.080134876,-1.2833756,-1.4543779,2.3291407
SDSS-II SN 18399 (g'r'i'),1.5222983,-1.7684294,1.2825546,-0.15886052,0.6437771,-0.1909219,-2.0299706
SDSS-II SN 18405 (g'r'i'),1.7965465,-0.66136754,-0.27927637,-0.054980613,-1.6122047,0.7761362,1.01598
SDSS-II SN 18425 (g'r'i'),-1.0673928,-2.5465074,3.221256,-1.6360805,-0.07918981,-0.9247442,-4.3737125
SDSS-II SN 18447 (g'r'i'),1.5507523,-1.1719291,0.8395313,0.5420535,-1.7296236,-1.515174,0.38198596
SDSS-II SN 18454 (g'r'i'),-1.5533727,-1.5801075,3.0492997,-1.2254859,-1.6640712,-0.1712159,-0.8497117
SDSS-II SN 18459 (g'r'i'),-0.60768235,-2.2560184,2.7162337,-2.6447294,-1.487898,-1.2534161,-3.5285242
SDSS-II SN 18479 (g'r'i'),-1.5223638,-1.0839337,2.3735824,-1.0608217,-1.0915623,0.5245553,-1.8700777
SDSS-II SN 18582 (g'r'i'),-0.83111626,-1.1692308,1.7451253,-1.0336134,-1.6192037,0.8817928,-1.1680875
SDSS-II SN 18589 (g'r'i'),1.9756956,-0.717041,-1.6225317,-0.16720073,1.1506599,0.31108224,1.2291346
SDSS-II SN 18601 (g'r'i'),1.3930141,-1.7651792,1.8554875,-2.619038,-0.61238945,-2.94086,-3.0933876
SDSS-II SN 18615 (g'r'i'),2.288905,-0.17757949,-1.4125088,0.99848896,-1.9947385,-0.9375696,2.0493674
SDSS-II SN 18644 (g'r'i'),1.4055114,-2.1538334,1.2823411,-0.025942504,0.13924333,0.8654123,-1.5113984
SDSS-II SN 1866 (g'r'i'),0.71677965,-0.77216935,0.035641916,-1.856376,-0.578573,-2.0279405,0.8056486
SDSS-II SN 18666 (g'r'i'),1.2032956,-0.72631794,-0.03461893,-0.9560464,0.029548338,1.8859986,0.8795736
SDSS-II SN 18688 (g'r'i'),2.171383,-1.8880414,1.6417391,-0.12020155,-0.6627906,-2.891763,-2.4704256
SDSS-II SN 18691 (g'r'i'),0.0735491,-3.5861897,2.9587502,-1.7706797,1.5542055,-3.779224,-4.737127
SDSS-II SN 18693 (g'r'i'),1.630002,-2.0329597,1.661494,-1.9460814,0.19732231,-3.4407344,-3.6827872
SDSS-II SN 18704 (g'r'i'),0.88494503,-2.0288715,-0.1696139,-0.34206614,-1.0986204,1.7911637,1.0958786
SDSS-II SN 18718 (g'r'i'),-0.0016213388,-1.8837186,1.658534,-0.6572413,-2.057307,-2.0853314,-1.5700226
SDSS-II SN 18722 (g'r'i'),1.2852664,-1.112781,-0.49819872,-0.98837924,-0.6764557,1.2731507,1.2689852
SDSS-II SN 18733 (g'r'i'),-0.93397295,-2.7115388,3.430409,-3.2677546,-1.0476853,-1.6198965,-3.9914718
SDSS-II SN 18779 (g'r'i'),1.6138114,-1.9110812,1.2865818,-0.3288947,0.6064922,-0.2058751,-1.959892
SDSS-II SN 18780 (g'r'i'),1.9900827,-0.5852881,-1.1463404,-1.3348753,1.0566937,-1.7911896,2.155571
SDSS-II SN 18812 (g'r'i'),2.25664,-1.7463318,1.2629722,-0.39693978,-0.15260457,-2.4079702,-1.72297
SDSS-II SN 18814 (g'r'i'),1.6403717,-1.7155958,1.1894782,-0.44546312,0.8376573,-0.69619423,-2.0159736
SDSS-II SN 18823 (g'r'i'),2.192476,-1.5552747,0.73730266,-0.10237284,-0.40880576,-1.7069286,-0.32059625
SDSS-II SN 18824 (g'r'i'),0.9385934,-2.3618557,0.71406144,-0.31697908,-1.3457843,1.6088679,0.8569968
SDSS-II SN 18832 (g'r'i'),1.6613874,-1.7279599,1.2724919,-0.19521868,0.6512762,-0.7210355,-2.088499
SDSS-II SN 18836 (g'r'i'),0.12182834,-0.80152225,1.0354171,-0.31509745,-3.0511599,0.4592798,0.9076686
SDSS-II SN 18898 (g'r'i'),1.1168841,-1.2019858,1.3223891,0.50438136,1.4667877,0.3151989,-2.5778384
SDSS-II SN 18914 (g'r'i'),-0.73767847,-2.6110876,3.1734824,-3.0313985,-0.31429756,-2.0444374,-4.0700245
SDSS-II SN 18917 (g'r'i'),0.3713707,0.08858492,0.42784506,1.2488958,-1.1121731,2.3358884,0.45971584
SDSS-II SN 18935 (g'r'i'),2.4948168,-2.0742943,1.1292573,-0.7085462,-0.5059161,-2.2123117,-1.8003138
SDSS-II SN 18941 (g'r'i'),1.9523418,-0.561572,-1.5732124,-0.3282371,1.0670279,0.25263295,1.4007422
SDSS-II SN 18943 (g'r'i'),1.3218298,-0.8241448,0.1150942,-0.25903437,-1.6048673,1.46581,0.99206704
SDSS-II SN 18952 (g'r'i'),0.70018655,0.3319342,-0.41754594,0.95899695,-1.6155291,1.4759064,2.5154095
SDSS-II SN 18970 (g'r'i'),0.66657054,-3.1786473,2.9479249,-1.5117667,0.9875189,-4.4017453,-4.347182
SDSS-II SN 18971 (g'r'i'),-0.9479649,2.209157,-2.3653462,2.1573591,-0.7592027,-0.1085996,3.9554257
SDSS-II SN 18973 (g'r'i'),1.3511657,-1.4707893,-2.3460345,0.6692237,-1.1228933,-0.17537403,2.1064782
SDSS-II SN 18978 (g'r'i'),0.28135496,-1.15186,0.8921569,-1.7283548,0.7529925,-1.2474201,-3.1458254
SDSS-II SN 18979 (g'r'i'),-0.4056093,-1.2886546,1.1834754,-1.1782581,-1.1262742,-0.26601422,-2.6421554
SDSS-II SN 18982 (g'r'i'),2.1077833,-1.6910638,1.2214091,-0.1690776,1.070624,-1.7515783,-2.538544
SDSS-II SN 18990 (g'r'i'),-1.2356138,0.8604181,-0.49920052,2.0766056,-1.6607511,1.5146798,1.8444248
SDSS-II SN 18993 (g'r'i'),1.4232453,-0.88011307,-0.13210508,-0.6029491,-1.346944,1.3570926,1.3095897
SDSS-II SN 19000 (g'r'i'),1.1535239,0.42245284,-1.3887743,-0.68816555,0.95552605,1.6081574,2.137973
SDSS-II SN 19014 (g'r'i'),-1.2429144,-1.9784333,3.2666285,-0.881133,-1.5495319,0.037798226,-2.0674565
SDSS-II SN 19024 (g'r'i'),1.4624324,-0.76303995,-0.29429594,-1.6054899,1.1613436,-1.4664385,0.58274597
SDSS-II SN 1903 (g'r'i'),-0.8169161,-1.9849781,2.6836307,-0.7910135,0.42480236,-0.34017473,-4.4132495
SDSS-II SN 19030 (g'r'i'),-0.1632135,-0.6245141,-0.041459564,1.6898322,-2.068813,1.6855643,2.1324704
SDSS-II SN 19032 (g'r'i'),2.0607133,-0.76952595,-0.513008,0.6032189,-1.6731561,-0.2553628,1.1500906
SDSS-II SN 19034 (g'r'i'),2.0562198,-1.7526665,1.2945246,-0.36093968,-0.031221433,-2.5262733,-1.8211452
SDSS-II SN 19045 (g'r'i'),0.53908384,-0.52920985,0.9546719,0.6589976,1.5853186,1.0433024,-2.6154482
SDSS-II SN 19047 (g'r'i'),1.167445,-1.4380947,1.540441,0.23899782,-0.025888719,-3.2293205,-1.0884826
SDSS-II SN 19052 (g'r'i'),-0.119426124,2.1229994,-2.1269186,2.6753209,-0.82664293,0.3590755,3.3414767
SDSS-II SN 19065 (g'r'i'),0.03444356,-0.5107555,0.4599017,1.5155576,-2.0027554,1.8320075,-0.13144358
SDSS-II SN 19069 (g'r'i'),-2.3339968,3.3052633,0.5688138,2.8049011,-0.63722664,0.36345607,3.1699796
SDSS-II SN 19091 (g'r'i'),1.6621494,-0.6975,-1.1243201,0.5393517,-1.7534962,-0.8799107,2.232089
SDSS-II SN 19137 (g'r'i'),0.9263928,-1.2587178,1.3677919,0.3370993,1.2025588,0.21430768,-2.6027923
SDSS-II SN 19154 (g'r'i'),0.4839599,-2.162022,1.3823302,-0.92943686,-1.9345579,-0.8641774,-2.1785364
SDSS-II SN 19175 (g'r'i'),1.5952641,0.043884963,-2.6690328,0.3382112,-0.53213334,-0.49459335,2.87544
SDSS-II SN 19189 (g'r'i'),1.9103727,-1.9664606,1.5662342,-0.8329561,-0.32763904,-3.0570078,-2.7633781
SDSS-II SN 19190 (g'r'i'),2.416203,-2.1961966,0.8680742,-0.53365546,-1.2038336,-1.7185811,-1.0581955
SDSS-II SN 19192 (g'r'i'),1.1549773,-2.3057475,1.2328792,-1.4273578,1.1310459,-3.3540833,-3.466594
SDSS-II SN 19205 (g'r'i'),0.46888882,-1.5555499,0.6689578,-1.2532717,-1.2663038,1.1860977,-1.3025913
SDSS-II SN 19209 (g'r'i'),-0.4489979,-1.3068583,0.51206326,-0.84465617,-1.9378457,1.2313268,-1.5459659
SDSS-II SN 1921 (g'r'i'),1.1829566,-0.9603331,0.6794321,0.45126835,-2.1426916,1.5078801,1.1424274
SDSS-II SN 19212 (g'r'i'),1.3359299,-0.22685325,-1.3916873,-1.2509136,1.3252196,1.3761712,1.5800717
SDSS-II SN 19221 (g'r'i'),0.7123094,-2.211423,1.2811171,-1.1247317,-1.759943,-1.0506094,-1.8971548
SDSS-II SN 19308 (g'r'i'),-1.0305729,0.016754508,-3.0296893,1.6161169,-1.2015016,0.59180623,3.0763474
SDSS-II SN 19319 (g'r'i'),0.25616303,-1.8058014,0.9910713,-0.35023564,-1.3952291,1.5690931,-2.420864
SDSS-II SN 19322 (g'r'i'),1.3730692,0.11453108,-1.2436626,0.6488109,1.8695432,0.8436491,0.22615072
SDSS-II SN 19336 (g'r'i'),-1.2033483,-2.0919569,3.2998178,-0.8905599,-1.5393665,-0.117754444,-2.2884007
SDSS-II SN 19338 (g'r'i'),0.49657473,0.8309221,-0.27296415,2.4528499,-0.8233007,1.5622706,0.6394257
SDSS-II SN 19339 (g'r'i'),0.58820456,-0.32991546,-0.8598022,-0.2590317,-0.5884716,2.3877072,1.6946576
SDSS-II SN 19344 (g'r'i'),-0.6908456,-0.501015,1.4461266,0.3597039,-3.0490847,0.4269612,0.25864628
SDSS-II SN 19346 (g'r'i'),1.6361612,-0.44091386,-1.8255198,1.5894754,-1.317613,0.5833119,1.2518467
SDSS-II SN 19347 (g'r'i'),1.117404,-0.51026714,-0.2488714,-1.036192,0.2861656,1.9738991,1.001193
SDSS-II SN 19350 (g'r'i'),-2.51404,3.5768933,0.42644235,2.5790749,0.08007746,0.48661867,3.1602108
SDSS-II SN 19352 (g'r'i'),0.016490854,-0.6683049,1.9834931,0.12206491,-2.0243301,2.139071,0.47695035
SDSS-II SN 19387 (g'r'i'),-0.46199557,-3.541193,2.8670702,-2.0663996,0.032433685,-3.5618753,-4.375072
SDSS-II SN 19395 (g'r'i'),-0.99559873,-2.445247,3.27248,-0.87795746,-1.4343064,-0.7371174,-3.0792248
SDSS-II SN 19399 (g'r'i'),-1.1993018,-1.177863,1.6510755,-1.2412626,-1.8806528,0.49479908,-1.330704
SDSS-II SN 19408 (g'r'i'),0.96943355,-1.6117173,-2.535887,0.47379473,-0.9148159,-0.03972454,2.2322443
SDSS-II SN 19424 (g'r'i'),1.0354309,1.0929228,-0.6853401,1.3102884,-2.108226,-0.06534198,2.8755155
SDSS-II SN 19428 (g'r'i'),0.95823836,-0.1942278,0.08824486,0.45281434,2.1495476,1.6005516,-0.77280104
SDSS-II SN 19434 (g'r'i'),0.25354248,2.2207081,-1.0974826,2.9232466,-1.0976856,0.31848255,2.9933083
SDSS-II SN 19438 (g'r'i'),1.5305595,-2.4149477,1.4046034,-1.0005579,-1.5740339,-2.2543287,-2.097209
SDSS-II SN 19461 (g'r'i'),-1.3606398,-1.1897206,1.498188,-1.1517407,-2.2307796,0.3762537,-1.2679917
SDSS-II SN 19465 (g'r'i'),1.9861553,-1.023005,-1.2666109,-0.8454569,0.3623748,-1.3986663,1.972248
SDSS-II SN 19467 (g'r'i'),-0.4618723,1.6256963,-1.6987325,2.8108892,0.15612389,1.3624015,2.1503835
SDSS-II SN 19468 (g'r'i'),1.8437504,-1.624749,-1.2472123,1.281311,-1.259805,0.58525383,1.0543978
SDSS-II SN 19487 (g'r'i'),0.66906303,-3.115332,2.8060963,-1.4388584,0.6804384,-4.3951516,-4.18698
SDSS-II SN 19490 (g'r'i'),0.78407735,0.23923844,-1.0480937,2.4329388,0.42553407,1.945404,1.5044681
SDSS-II SN 19499 (g'r'i'),0.6144414,1.4925048,-1.9422626,0.15096262,1.6927173,1.2132368,2.0853376
SDSS-II SN 19504 (g'r'i'),-1.5739735,0.1814775,-2.180273,2.304017,-2.2014296,0.2921172,3.338644
SDSS-II SN 19510 (g'r'i'),1.9591805,-0.20978846,-1.0840688,-1.0001819,0.88603646,-2.0446217,2.078902
SDSS-II SN 19517 (g'r'i'),0.7674483,0.64070725,-0.1511183,1.4660051,-2.1100676,0.75989014,2.5732744
SDSS-II SN 19530 (g'r'i'),2.497485,-1.5838162,0.2725077,-0.37160197,0.19336446,-1.6590893,0.2568922
SDSS-II SN 19539 (g'r'i'),2.0064874,-1.834898,1.2852589,-0.89374655,1.0286803,-3.0427508,-2.739894
SDSS-II SN 19555 (g'r'i'),0.31058544,-1.9555172,-1.1601843,0.6970024,-1.62392,0.9543395,1.9118494
SDSS-II SN 19573 (g'r'i'),-1.590165,1.033022,-2.4541764,2.5541334,-0.12610984,1.4304835,2.1518595
SDSS-II SN 19575 (g'r'i'),0.5272881,1.1063789,0.27538326,2.6917393,0.3334448,1.8280803,0.34372976
SDSS-II SN 19582 (g'r'i'),1.3512336,0.92625195,-0.9905249,1.7987841,-2.0473588,-0.5911633,2.6592672
SDSS-II SN 19636 (g'r'i'),-1.6626722,-1.2792139,2.9141831,-1.1488545,-1.4424357,0.488522,-1.3032945
SDSS-II SN 19645 (g'r'i'),1.1943586,-0.38996518,0.5367962,1.0327826,2.0464528,0.70017093,-1.3167466
SDSS-II SN 19682 (g'r'i'),1.8212667,-1.8787314,1.4616853,-0.64088565,-0.12232809,-2.9520638,-2.243169
SDSS-II SN 19699 (g'r'i'),0.33949283,-3.330085,2.4199934,-1.1256067,-0.07940441,-3.4770985,-5.0238423
SDSS-II SN 19711 (g'r'i'),0.46793175,-1.7573837,2.4804986,-0.21053642,-1.9078294,2.2037745,0.5033781
SDSS-II SN 19721 (g'r'i'),1.9579551,-0.51022565,-0.8894957,-1.2663022,1.218538,-1.9107541,1.6647058
SDSS-II SN 19723 (g'r'i'),0.49185294,0.48435956,-1.1349652,1.8183715,1.194706,2.173791,1.5368369
SDSS-II SN 19725 (g'r'i'),1.639029,-0.336147,0.16355142,0.7272993,2.1626205,0.2946952,-0.7271662
SDSS-II SN 19733 (g'r'i'),-0.63677835,-3.617683,3.1539824,-2.017775,-0.36649203,-3.305755,-4.2296414
SDSS-II SN 19748 (g'r'i'),1.6678777,-1.9955003,1.7588333,-1.1651086,-0.6358739,-3.1969216,-2.9541173
SDSS-II SN 19764 (g'r'i'),1.3942146,0.3173729,-0.96679026,1.8993304,-2.2710834,-0.5615142,2.403578
SDSS-II SN 19769 (g'r'i'),0.27167785,2.162442,-1.3441806,2.8325226,-1.2004058,0.20248835,3.129446
SDSS-II SN 19772 (g'r'i'),-0.7648958,1.7901205,-2.2670708,2.7113585,-0.2872218,0.934091,2.8687565
SDSS-II SN 19776 (g'r'i'),1.6285938,-0.7800154,-1.4934484,-0.030276364,-1.1812826,-0.8307213,2.5614076
SDSS-II SN 19778 (g'r'i'),-0.5046836,-1.9890174,2.0073223,-1.615806,-1.035665,-0.6174441,-3.8215356
SDSS-II SN 19780 (g'r'i'),1.1981509,1.1913425,-1.8869579,-0.3960194,1.2967297,-0.69916445,2.8809183
SDSS-II SN 19781 (g'r'i'),2.772694,-1.7722316,1.1890994,-0.29673183,0.40181506,-1.8504515,-2.0681736
SDSS-II SN 19784 (g'r'i'),0.88577914,0.39355668,-0.45838296,2.4735117,-2.8073056,-0.378898,2.8637607
SDSS-II SN 1979 (g'r'i'),1.9743946,-1.4008653,-1.2860469,-0.82287025,0.34920326,-1.292059,1.6875935
SDSS-II SN 1980 (g'r'i'),1.0081612,-0.98136246,1.0388316,-1.1249492,1.455573,-3.0882668,-2.1772966
SDSS-II SN 19804 (g'r'i'),0.5747425,0.2029239,-1.1792115,-0.214195,-1.2637899,1.4836365,3.1199052
SDSS-II SN 19848 (g'r'i'),0.6694611,0.05189743,0.029133987,-0.04130342,-0.46543837,2.601123,-1.0812587
SDSS-II SN 1991 (g'r'i'),1.9246072,-1.1139373,-1.1419514,-0.4563252,-0.34328762,-1.2148592,1.9300961
SDSS-II SN 19986 (g'r'i'),1.1656457,-0.69573903,-0.26571298,0.40737396,-0.9453505,1.9066085,0.2782386
SDSS-II SN 19987 (g'r'i'),-0.9068938,1.3359406,-0.46994132,2.665088,-1.5731394,1.1121006,2.1003237
SDSS-II SN 20033 (g'r'i'),0.6761299,0.88276726,-0.60198176,2.1710715,-0.56809556,1.5515711,0.42350733
SDSS-II SN 20043 (g'r'i'),0.9684833,-1.939483,0.49890304,-1.7652111,-0.5002544,0.51844054,-0.6333862
SDSS-II SN 20045 (g'r'i'),2.3827686,-1.505484,1.0295208,-0.07354386,-0.106086604,-0.72125345,-0.02183161
SDSS-II SN 20046 (g'r'i'),0.8976641,1.7310045,-2.3968194,1.0520271,0.9309221,0.990277,2.875671
SDSS-II SN 20065 (g'r'i'),0.8312804,1.4065222,-1.2831075,2.5459638,-2.0105212,-0.11345207,2.927935
SDSS-II SN 20090 (g'r'i'),-0.4617895,-0.01798013,0.42793253,-1.2074025,-0.89787126,1.7888979,-1.2183421
SDSS-II SN 20128 (g'r'i'),1.1751882,-0.42926738,0.063754395,1.3973383,-0.49444687,2.0463924,-1.058252
SDSS-II SN 20141 (g'r'i'),-1.4157449,2.1090283,-2.197976,2.3057406,-1.1355413,-0.15246488,4.076412
SDSS-II SN 20171 (g'r'i'),-0.2882172,-1.2603565,0.48867658,-0.86787796,-1.7838053,1.3046345,-1.5619601
SDSS-II SN 20217 (g'r'i'),0.49320173,0.8721815,-0.64393365,3.0901303,-0.75175214,1.5039219,1.580612
SDSS-II SN 20218 (g'r'i'),1.502978,-0.23386867,0.044864926,0.7276187,2.1307037,0.461348,-0.7084127
SDSS-II SN 20231 (g'r'i'),-1.1807014,2.102337,-2.4418013,2.0691473,-0.9009942,-0.2155938,4.1016164
SDSS-II SN 20251 (g'r'i'),0.518732,1.1429647,0.35128206,2.744789,0.3176251,1.8145573,0.3064379
SDSS-II SN 20257 (g'r'i'),-1.0067209,1.6603547,-2.9383738,1.9788554,-0.38321814,0.33971134,3.583372
SDSS-II SN 20266 (g'r'i'),0.79444385,-3.1453762,2.8513248,-1.0963867,0.28956962,-4.5537066,-4.126772
SDSS-II SN 20272 (g'r'i'),1.5427964,-0.60544777,-3.2073846,0.87329173,-0.52991164,0.1814937,2.3229074
SDSS-II SN 20273 (g'r'i'),1.7177128,-0.95401883,-2.012208,1.3696781,-1.1923195,0.48499802,1.374849
SDSS-II SN 20278 (g'r'i'),0.023570467,-0.92880654,2.2312593,-0.09084311,-1.9375598,2.167788,0.32981166
SDSS-II SN 20301 (g'r'i'),0.51966363,1.1602131,-0.03480497,2.327873,-1.9766345,0.76922095,2.3936956
SDSS-II SN 20323 (g'r'i'),-1.0551733,1.1881732,-2.6470127,2.3027356,-1.6661416,0.00052789145,3.8199503
SDSS-II SN 20324 (g'r'i'),1.9225384,-1.8795388,1.2378386,-1.0254744,0.9072335,-3.0271678,-2.7394266
SDSS-II SN 20334 (g'r'i'),1.4815218,-0.10637803,-0.082208976,-0.03459482,1.0725337,1.5357174,-1.6715231
SDSS-II SN 20360 (g'r'i'),1.6473203,0.8073306,-1.5490791,-0.3497676,0.72589326,-1.4734071,2.6282785
SDSS-II SN 20369 (g'r'i'),1.9229398,-0.5673116,-1.2444642,-0.9174304,0.7570747,-1.4130721,1.9588292
SDSS-II SN 20380 (g'r'i'),1.866039,0.70217025,-1.5456355,-0.18724811,0.65541613,-1.2929225,2.443034
SDSS-II SN 20394 (g'r'i'),1.3240166,-0.5231915,-0.0189302,1.6521271,-0.69766504,1.7050871,-0.6278976
SDSS-II SN 20397 (g'r'i'),1.2645441,-0.31396812,0.36815977,0.8119564,2.0484018,0.63293374,-1.3317032
SDSS-II SN 20399 (g'r'i'),0.42539796,1.9218184,-1.7196108,1.4636579,1.628462,1.0245249,1.7034048
SDSS-II SN 20408 (g'r'i'),0.76283,-0.548176,0.42089465,1.4939649,-0.9814499,2.1886816,-0.68320125
SDSS-II SN 20411 (g'r'i'),1.4231713,-0.56163245,-2.2062464,1.3802284,-1.0419056,0.8640666,1.0282791
SDSS-II SN 2042 (g'r'i'),-0.30905336,-2.5656533,2.320636,-1.7237399,-1.3571044,-2.8953252,-2.8911343
SDSS-II SN 20467 (g'r'i'),0.9228546,1.0151716,-1.7847419,1.257702,0.9455325,1.1706346,0.9850376
SDSS-II SN 20491 (g'r'i'),0.09185279,1.1056011,-2.2023165,-0.15184885,0.25916544,1.2998836,2.8771613
SDSS-II SN 20496 (g'r'i'),-0.49641147,-0.9744249,0.24481377,0.6667378,0.89379436,3.09095,-0.81527877
SDSS-II SN 20497 (g'r'i'),0.9616536,-0.6772392,-0.55976814,0.60929275,-1.0491502,1.6532859,-1.7307941
SDSS-II SN 2050 (g'r'i'),1.112606,-2.870413,3.2362354,-1.7426864,1.1000906,-4.738654,-4.5016446
SDSS-II SN 20501 (g'r'i'),1.3644366,-0.8399417,-0.0649367,-0.5306178,-1.3037196,1.4706435,1.1346462
SDSS-II SN 20514 (g'r'i'),1.9395986,-0.7504215,-1.0548543,0.8821063,-1.5688531,0.08752302,1.1566533
SDSS-II SN 20517 (g'r'i'),0.97212505,1.1033103,-1.7306938,-0.20002867,0.93109536,1.7682984,2.6055741
SDSS-II SN 20542 (g'r'i'),-0.69974375,1.61424,-1.8084781,0.05813522,1.3220499,2.1205697,1.5986192
SDSS-II SN 20553 (g'r'i'),-0.7464732,2.049769,-2.6952755,1.7602155,-0.5374478,-0.20713568,3.9864535
SDSS-II SN 20561 (g'r'i'),-0.6580647,-3.7939563,3.3715281,-1.9343836,-0.2176884,-3.348892,-4.3840437
SDSS-II SN 20572 (g'r'i'),-0.46677536,-1.7345386,2.686807,-0.78711253,-1.475746,1.6205729,-1.643625
SDSS-II SN 20590 (g'r'i'),-2.013303,3.3740952,-0.9524433,2.4362798,-0.3161908,0.034957968,4.099096
SDSS-II SN 20591 (g'r'i'),-0.90955436,-0.7823924,1.7748282,0.47134963,-2.5689163,1.5135922,-0.32385635
SDSS-II SN 20596 (g'r'i'),-0.02339856,1.6069137,-0.48689157,2.8431938,-1.7826619,0.5597487,2.471503
SDSS-II SN 20603 (g'r'i'),1.1609793,-2.1390479,1.7363768,-1.0862547,-1.0271058,-3.0309787,-2.5616221
SDSS-II SN 20604 (g'r'i'),1.4948545,1.4057626,-1.085473,1.2440405,-1.7567433,-0.9599303,2.9626682
SDSS-II SN 20613 (g'r'i'),2.0376947,-0.8438059,-2.063655,1.1757568,-1.3247782,-0.044458807,1.6549047
SDSS-II SN 20615 (g'r'i'),0.72991055,-0.70541865,1.0812197,0.9633905,1.6800572,0.8612389,-2.6498265
SDSS-II SN 20617 (g'r'i'),1.0085553,-2.1786618,1.754309,-1.2501324,-0.95451987,-3.1134117,-2.6190774
SDSS-II SN 2063 (g'r'i'),-0.89760756,-3.0782292,3.411768,-2.9395378,-0.04115927,-2.3867862,-4.3633113
SDSS-II SN 20663 (g'r'i'),1.4311744,0.24238327,-1.2986393,0.600389,1.8433453,0.72157395,0.41336656
SDSS-II SN 20686 (g'r'i'),2.150369,-1.6892533,0.99695855,-0.025549145,-0.6946003,-1.8799441,-0.78586334
