0,1,2,3,4,5,6,7,8,9
SDSS-II SN 7636 (g'r'i'),2.5921435,3.246674,-0.6662634,0.28163114,1.134526,-0.8191513,-1.0655525,-2.2969077,1.5960337
SDSS-II SN 764 (g'r'i'),-2.5797706,-4.3867383,1.6177804,1.1087624,0.44242862,-0.42570943,0.3854704,1.9777993,-1.8379896
SDSS-II SN 7647 (g'r'i'),1.2292737,1.4224083,0.43831596,1.5173714,1.2876585,-0.14851429,1.6200047,1.4252721,0.064581916
SDSS-II SN 7654 (g'r'i'),1.7640407,-0.20393375,0.3374553,-0.3876019,0.6890984,-1.7147659,0.39277685,-1.4682987,2.270994
SDSS-II SN 7699 (g'r'i'),-0.22848083,-1.413535,1.969896,1.2456827,0.19073997,1.2579794,-0.5276709,0.7349584,-0.0875712
SDSS-II SN 7701 (g'r'i'),-1.1435063,-0.889113,2.655562,0.4724263,0.20726934,1.3534709,-0.71962845,0.40213946,-0.19677205
SDSS-II SN 7712 (g'r'i'),-0.03974911,0.050566267,0.6780169,-1.6564604,1.1591555,0.63606703,0.14446145,1.0657165,1.0788121
SDSS-II SN 7713 (g'r'i'),1.2404906,3.521399,0.4291385,0.033565216,0.33783022,0.6272407,-0.14753404,-0.2648614,0.4894488
SDSS-II SN 7725 (g'r'i'),-2.0865746,-0.96700096,3.1312957,0.108655855,-0.4876054,1.3658203,-0.6655507,0.36891413,-0.6528083
SDSS-II SN 773 (g'r'i'),0.20663463,-1.0510838,-1.6447474,2.0582423,0.09934095,-0.7258954,-0.3519731,-0.92096084,-0.7138436
SDSS-II SN 7736 (g'r'i'),2.2694626,3.3301008,-1.2586719,-0.082078286,0.71221876,-0.8361627,-1.0187719,-1.9910005,1.5775492
SDSS-II SN 7762 (g'r'i'),1.1611142,2.708564,-1.02171,-0.85786694,0.9358434,-0.8806308,-1.4779794,-2.2973018,1.7016
SDSS-II SN 7794 (g'r'i'),1.4728051,1.3704621,-2.3460188,0.7559845,-0.9061954,-1.0909777,0.28128558,-1.0992341,1.6892036
SDSS-II SN 7802 (g'r'i'),2.0702775,2.743645,-2.307733,0.5055058,-0.7151851,-0.5053624,0.12081018,-0.7909922,1.3725177
SDSS-II SN 7803 (g'r'i'),1.8976696,1.9321674,-1.8518751,0.6982404,0.4517147,-1.33541,-1.1358618,-2.398429,1.6687038
SDSS-II SN 7804 (g'r'i'),1.8366581,4.240859,-1.2158663,-0.20578301,0.15475006,0.9184603,-0.923613,-1.8286546,0.74228215
SDSS-II SN 7839 (g'r'i'),-1.9533155,-2.3541684,2.4154913,0.15029585,1.0824792,0.7380238,-0.14533839,1.9432734,-1.611005
SDSS-II SN 7851 (g'r'i'),-0.6210162,0.18990228,0.6559989,-2.4404283,0.12994993,0.64067435,0.93893576,0.2820828,0.036897298
SDSS-II SN 7864 (g'r'i'),1.3850656,1.2323765,-2.0060754,-1.3960962,-2.0463521,0.096942045,1.2670655,0.270557,-0.09609975
SDSS-II SN 7882 (g'r'i'),0.9862431,0.13477284,-1.3452092,-1.0447764,-1.1306854,-0.4345426,0.8635152,0.40285757,0.94417536
SDSS-II SN 7923 (g'r'i'),1.3054407,3.8433533,-1.053744,0.4394768,0.28979158,1.7645193,-1.3644656,-2.6662338,0.47176594
SDSS-II SN 7978 (g'r'i'),-0.49865705,-0.772603,0.110545754,-1.9292341,-0.58662176,0.55141354,0.7317801,1.5282229,-1.3510618
SDSS-II SN 801 (g'r'i'),-0.8396922,-4.756089,1.8114165,0.051640898,-0.673314,-1.1633399,-1.0597351,0.7529791,-2.6502342
SDSS-II SN 8018 (g'r'i'),0.37634563,-0.12216796,-1.0887622,-1.5084792,-1.3206445,0.039382838,1.1496403,0.6570106,-0.07149731
SDSS-II SN 8062 (g'r'i'),1.9698781,3.9966922,-0.4888127,0.31938812,0.8181953,0.9634963,-1.2857114,-2.4322224,0.7662933
SDSS-II SN 8086 (g'r'i'),0.41390237,0.8600986,-1.1257669,-0.3715124,0.5165487,-1.1663948,-1.4862909,-2.4460366,1.8790122
SDSS-II SN 8092 (g'r'i'),-0.99511224,2.1248212,0.4203622,-0.5672602,0.0843733,-0.8703311,0.88990474,-0.8952317,1.8262492
SDSS-II SN 8114 (g'r'i'),0.39396527,2.6766605,-0.35867712,-1.8674632,0.16832887,0.12653133,-0.36767796,-0.7960272,0.88879585
SDSS-II SN 8127 (g'r'i'),-1.1160282,0.7568222,0.32615364,-0.7140532,0.6473958,0.7863851,1.4360116,0.7984893,-0.3456374
SDSS-II SN 8165 (g'r'i'),0.45631745,2.0098255,-0.5939196,-1.9552583,-0.9933274,-0.07011605,1.3376396,-0.017781215,0.4975645
SDSS-II SN 8190 (g'r'i'),-0.7484329,-2.2269723,1.0610725,-1.4828503,0.64272165,-0.40337965,0.3117763,-0.17623337,-1.424453
SDSS-II SN 822 (g'r'i'),0.87612104,-1.1428158,-1.1873122,0.7476094,-0.47772092,-1.3688684,0.1080695,-1.874507,1.4993023
SDSS-II SN 8226 (g'r'i'),2.696978,3.4883556,-0.40863565,-0.41765955,0.26354694,-0.07904609,0.06247081,-0.4387693,0.86452115
SDSS-II SN 8236 (g'r'i'),-0.10138297,-2.5844336,0.0626833,-0.5759633,-0.25558504,-0.75125486,0.2369907,-0.9010014,-0.23923911
SDSS-II SN 8252 (g'r'i'),-0.69926476,-1.9171225,0.6922985,-1.258228,0.5199061,-0.9914723,-0.3197898,-1.3319392,0.08864156
SDSS-II SN 8280 (g'r'i'),1.1584271,-0.36127862,-0.38259608,-0.78624845,0.19240077,-1.4332758,0.20257285,-0.9249261,2.3158226
SDSS-II SN 8297 (g'r'i'),-0.42874518,-0.78012025,-0.3709686,-0.6978749,-0.18505782,0.52988285,0.74613374,1.7462714,0.63861185
SDSS-II SN 841 (g'r'i'),0.79259443,-0.3245205,-1.1769668,0.8436604,-0.71490294,-1.2592282,0.92862314,-1.2647656,1.9970373
SDSS-II SN 8457 (g'r'i'),2.1878307,2.363191,-0.76973826,-0.12851632,0.6139703,-1.5934927,-0.19324291,-1.2029979,2.139829
SDSS-II SN 8513 (g'r'i'),-2.182072,-0.8626371,2.9461908,-0.06527873,-0.23852801,1.3411192,-0.54212445,0.5711569,-0.62567925
SDSS-II SN 8555 (g'r'i'),1.7278227,3.3175943,-2.078623,-0.3449789,-0.5324903,0.01214159,-0.31901598,-1.0826495,1.0389675
SDSS-II SN 8569 (g'r'i'),-0.43854547,0.94978696,0.34937623,-2.2949405,-0.8539642,0.79654056,1.274715,0.22895505,-0.15024985
SDSS-II SN 859 (g'r'i'),-0.88528174,-1.3859122,0.7479746,0.35204116,0.55918646,0.39503548,1.2378852,-0.23261137,1.1714444
SDSS-II SN 8600 (g'r'i'),-1.316176,-0.9274557,1.6368066,-0.43556416,1.8099287,1.1416936,0.41319418,0.5044964,-0.5652275
SDSS-II SN 8605 (g'r'i'),-0.33082193,-2.307418,0.34146827,-1.0104772,0.08684661,-0.8890283,0.019317426,-1.3427548,0.1344838
SDSS-II SN 8705 (g'r'i'),2.1465693,4.391791,-1.1023079,0.28453764,0.19645202,1.2467539,-0.8912934,-1.9345143,0.66579205
SDSS-II SN 8721 (g'r'i'),-1.9676287,-0.23874867,1.642197,-0.18330494,1.1300768,1.680874,0.64616936,0.3677356,-0.50179917
SDSS-II SN 8730 (g'r'i'),-0.25186244,-0.7541133,0.08025019,-1.1053754,0.64938337,-0.87127,-0.41564962,-1.4454184,1.6409189
SDSS-II SN 8742 (g'r'i'),-0.65232015,-1.0503535,-0.5645116,-0.16984418,-0.7576958,-0.14923774,1.9009118,0.784982,0.9523113
SDSS-II SN 8744 (g'r'i'),0.19607204,-3.1044383,-0.18568857,-0.2514138,-0.68536615,-0.69708896,0.43849078,-0.43551722,-0.84828895
SDSS-II SN 9026 (g'r'i'),2.0884707,3.6935577,-2.1892755,1.4013103,-0.7011376,1.8476093,-0.503381,-1.9067463,0.4861683
SDSS-II SN 904 (g'r'i'),0.40685984,-2.3254988,-0.4632661,0.64880425,-0.44996083,-0.6330719,0.4533874,-1.0836067,0.32381013
SDSS-II SN 9052 (g'r'i'),1.3890816,1.728081,-2.2268317,-0.22070573,-1.2901866,-0.49453956,0.70448345,0.086574964,1.3746325
SDSS-II SN 9109 (g'r'i'),-0.30329952,-1.2669853,1.0021752,0.6122648,-0.27353865,1.1896057,0.6234468,2.0214474,-1.0448679
SDSS-II SN 9132 (g'r'i'),0.5911101,0.3275423,-0.34095448,-1.3453205,0.33509627,-0.50468475,0.10183479,0.17336753,1.9831778
SDSS-II SN 9155 (g'r'i'),-0.07961513,-1.2275556,1.9076166,1.3220245,0.2410161,1.4249601,-0.48393646,0.71385545,0.1202697
SDSS-II SN 917 (g'r'i'),-0.7859756,-4.752452,1.2286286,-0.33054215,-0.7182747,-1.0933352,-0.005988545,1.1453358,-3.1153545
SDSS-II SN 919 (g'r'i'),-0.8023236,-5.1813664,1.4297872,0.08747668,-0.936239,-1.2382925,-0.906975,0.93411744,-2.8041081
SDSS-II SN 9194 (g'r'i'),0.9202394,0.8699006,0.22374824,1.4268149,1.1054397,-1.9196496,-0.24960856,-2.156749,1.944214
SDSS-II SN 9239 (g'r'i'),0.386723,1.7498907,1.5380236,-0.6069776,1.1358484,-0.7702374,0.5315042,-1.2341136,1.3502275
SDSS-II SN 9250 (g'r'i'),0.6659254,-2.2851133,-1.0710673,0.48942488,-1.1380346,-0.7732943,0.55318016,-1.0469886,0.34072217
SDSS-II SN 9268 (g'r'i'),2.1267269,4.365873,-1.2277818,0.34984875,0.13066043,1.2651662,-0.8976051,-1.9714333,0.6745511
SDSS-II SN 9269 (g'r'i'),-1.7806755,-2.1516144,2.3689344,0.14346662,1.3291982,0.33694512,-0.83810383,0.7714398,-0.9379577
SDSS-II SN 9326 (g'r'i'),2.1824682,4.054077,-1.8158138,1.1193453,-0.15759777,1.467366,-0.9139516,-2.2929435,0.70792246
SDSS-II SN 9334 (g'r'i'),1.4473748,1.5388006,-1.2599896,-0.992443,-0.557071,-0.23448683,0.31864277,0.58346504,1.1696596
SDSS-II SN 9353 (g'r'i'),2.0310292,3.814698,-0.8689877,0.33814424,0.7611036,0.5404337,-1.3312823,-2.5555513,0.96153516
SDSS-II SN 9424 (g'r'i'),0.059120376,1.856567,0.50315315,-1.8395611,0.7821596,0.51951915,-0.90703523,-0.3870739,0.808688
SDSS-II SN 9562 (g'r'i'),0.09620366,-2.932895,-0.07575185,-0.34919608,-0.51593584,-0.59279716,0.52556163,-0.5692201,-0.61224777
SDSS-II SN 9566 (g'r'i'),1.0288948,2.478387,-1.4353468,0.95190084,-0.7972396,-0.44360024,1.0909894,0.86523217,0.9898998
SDSS-II SN 9632 (g'r'i'),1.7826505,2.1290133,-0.89390117,-0.3106302,0.81636816,-1.7923582,-0.63343304,-1.6730405,2.3093972
SDSS-II SN 9704 (g'r'i'),0.58506626,0.63976485,-1.1830993,-1.0872391,0.14360209,-1.2445731,-0.8639703,-1.4529738,2.2988682
SDSS-II SN 9814 (g'r'i'),-0.024133641,2.5052161,-0.0713915,-0.9150837,1.192011,-0.0747158,-1.2875365,-2.7344558,1.0877202
SDSS-II SN 9884 (g'r'i'),-0.5540082,-0.77839893,0.21482323,-1.9912865,-0.56170136,0.6330966,0.6707491,1.7061801,-1.5254241
SDSS-II SN 9954 (g'r'i'),1.3506323,1.645504,-2.077142,-0.57018733,-1.1459486,-0.113003805,0.44046405,0.1325092,1.1357266
SN1000+0216 (g'r'i'),-3.6779633,-3.9276185,2.773652,0.45685616,0.52758604,0.071856454,-0.3940685,2.0075758,-1.2178619
SN2005ed (g'r'i'),1.0530537,0.029653464,-2.239338,1.105504,0.9321363,-0.4372026,-1.588412,-1.2283447,-2.341633
SN2005ef (g'r'i'),2.8182983,3.1634157,0.17852592,0.014690654,0.45354673,-0.35245946,0.29500416,-0.06602773,0.9900945
SN2005eg (g'r'i'),-0.038679887,-1.2993549,0.10289562,1.4238826,-0.68042386,0.915771,0.7701742,1.5316699,-0.20580971
SN2005ei (g'r'i'),0.6535219,0.84287477,-1.338846,1.4568163,0.042035017,0.7728434,-0.8400404,1.7626239,-1.0353881
SN2005em (g'r'i'),-0.24532156,2.3943534,-0.000106895546,-0.64623874,-0.3513878,0.97689813,0.99773335,1.1034456,0.3208024
SN2005ey (g'r'i'),0.9825278,0.8970012,-0.95236826,1.3885438,-1.5824499,1.3942019,0.16070531,2.4304473,-1.9357754
SN2005fa (g'r'i'),-0.8532365,-1.656345,-0.1703604,0.9337091,-0.7528443,0.6656407,1.726212,0.8406082,1.0621314
SN2005fb (g'r'i'),-0.27330023,-0.91747636,0.5274871,0.56160873,-0.42190146,1.1393929,0.8784663,2.1955636,-0.30882624
SN2005fd (g'r'i'),-0.8132442,1.4587135,0.7458737,0.26073998,0.61566246,0.45981282,0.96584225,0.6071284,1.8605865
SN2005fe (g'r'i'),-0.2240527,-2.2195423,-0.7502295,1.3247842,0.016812837,-0.85434407,0.16933323,-0.69951403,-1.1123754
SN2005ff (g'r'i'),0.2855462,1.5050067,-0.53892255,0.8678964,-0.75076956,0.73530334,0.34099892,2.4056995,-0.6772111
SN2005fi (g'r'i'),-0.08538952,-0.67906505,-1.3246676,0.6152011,-1.0346406,-0.26368403,1.8944362,1.8428311,1.0573976
SN2005fj (g'r'i'),0.16821223,-1.3421746,-0.3463375,1.7081411,-0.71729505,0.79347456,0.61285394,1.1816622,-0.48193341
SN2005fk (g'r'i'),0.43945348,1.1021681,-0.1141538,-1.2848241,1.3398141,-0.7922203,-1.3547173,-2.5354087,1.6127775
SN2005fl (g'r'i'),-0.037088677,-0.79929394,-1.0539163,1.1823826,1.0459569,-0.9198204,-1.3909422,-1.7120965,-0.81408894
SN2005fm (g'r'i'),0.39349154,0.6435166,-0.37046623,1.0948815,-1.1185812,1.1563511,0.4025091,2.6992874,-1.3413422
SN2005fn (g'r'i'),1.1550684,0.031037807,-1.483288,1.9640964,-0.85902494,1.022846,-0.16710864,1.0817838,-1.8658155
SN2005fo (g'r'i'),-0.73892444,0.3377166,0.9532927,-0.5793671,-0.51455796,1.9333637,0.8753767,2.2347991,-0.3636975
SN2005fq (g'r'i'),-1.7335879,-4.3318253,1.452859,0.98030573,1.013367,-0.6904973,0.2658222,1.3348982,-1.5826231
SN2005fr (g'r'i'),-0.41162723,-0.61664754,-0.39956957,0.5850716,-0.37226734,1.3195862,2.0292692,0.3839284,0.7541078
SN2005fs (g'r'i'),-0.80130166,-1.3798146,1.1272755,-0.08090094,0.61926794,1.4993674,1.3163075,1.3791264,-0.015173433
SN2005ft (g'r'i'),-1.2931405,-0.096931785,-0.83765805,0.3587374,-0.51060957,-0.18616305,1.9371341,1.2879564,1.0152246
SN2005fu (g'r'i'),-0.5419534,-0.79963654,-0.5870411,0.794798,-0.96627176,0.49404988,2.1311326,1.4325819,0.55361015
SN2005fv (g'r'i'),-0.26820728,1.3970196,-0.52487034,0.52480483,-0.7793573,0.3988349,1.0931526,2.2407274,-0.1023467
SN2005fw (g'r'i'),-0.1618193,-0.4865287,-0.8950826,0.7937954,-0.76893604,0.5385723,1.0348208,3.0213952,-0.14532019
SN2005fy (g'r'i'),-1.4383111,-0.2732829,1.3988749,-0.70392543,1.8279583,1.4675473,0.6055577,0.8118676,-0.5748785
SN2005ga (g'r'i'),0.055983324,1.5185796,-1.1405972,0.39904323,-0.984403,0.22345579,1.7047551,1.69397,-0.112506226
SN2005gb (g'r'i'),1.1206139,1.7624913,-0.9471514,1.0275085,-1.2417883,1.732405,-0.058546014,2.1883454,-2.0180993
SN2005gc (g'r'i'),-0.17381927,-0.27979863,-0.9173733,0.6799638,-0.7829926,0.53022105,1.1399057,2.6452088,-0.07998249
SN2005gd (g'r'i'),-0.20220189,1.4984844,-0.7485759,-0.16387993,-1.0702858,0.22721766,2.0375047,1.2584834,0.11035467
SN2005ge (g'r'i'),-0.43823445,1.8007036,-0.2596468,-0.48461977,-0.425847,0.45073456,1.5287297,1.0361949,0.537062
SN2005gf (g'r'i'),-0.77600515,0.815067,0.032152724,-0.88556683,-0.8380345,1.94442,1.8385334,1.778466,0.113169394
SN2005gg (g'r'i'),-0.81845945,0.5613554,0.0051089004,-0.7814392,-0.8159073,1.7336215,1.93124,1.6824889,0.16102248
SN2005gh (g'r'i'),0.8790748,0.75928694,-2.237487,2.6114821,-0.4739494,-0.27929747,0.82341987,0.11462444,-0.6569339
SN2005gj (g'r'i'),0.27264896,-2.7951214,-0.16939457,-0.93776083,-0.6070901,-0.8293371,0.46763065,-1.5674181,0.40194845
SN2005gp (g'r'i'),-0.34023377,2.1780872,0.16552289,-0.52881515,-0.35154107,1.1752104,1.0867258,1.4061352,0.28645098
SN2005gq (g'r'i'),1.363065,-1.1527901,-0.31601706,-0.4024733,-0.21052672,-1.5090356,0.7288775,-1.0528307,1.9789621
SN2005gs (g'r'i'),-1.01106,1.6479323,-0.050319366,-0.9142369,-0.4604383,0.626446,1.8970882,1.1600977,0.7953894
SN2005gt (g'r'i'),-0.41242152,0.95887005,0.7637321,-0.67504466,1.0560192,1.1057919,0.9312233,1.8141737,1.0320238
SN2005gu (g'r'i'),-0.66375434,-0.28986293,1.2088846,-0.5316404,1.0661719,1.4874234,0.72031116,1.4592617,0.15366136
SN2005gv (g'r'i'),-0.81291884,0.23508736,0.9117677,-1.6562117,-0.5460134,1.1240115,1.3079768,0.52336484,0.055081807
SN2005gx (g'r'i'),-0.2570657,0.6731864,-1.169943,0.80109364,-0.8698989,0.09899382,1.6525954,1.9271253,0.17871603
SN2005gy (g'r'i'),-1.620254,-0.8003453,3.1378036,0.442912,-0.5412842,1.4656242,-0.786946,0.07763408,-0.2798992
SN2005hc (g'r'i'),1.3455659,1.1255751,-2.7809107,1.4273478,-1.386488,1.3515283,0.33114383,2.244677,-1.7215521
SN2005hl (g'r'i'),-0.23080486,0.12858593,1.6494119,-1.3345789,1.674161,0.7359526,-0.5770434,0.28804183,1.0179135
SN2005hm (g'r'i'),-0.45480162,-0.31116474,1.2036668,0.54577017,0.87778175,1.0259427,-0.18411176,1.8953917,0.8088334
SN2005ho (g'r'i'),0.8331604,2.1038127,-1.2381676,-0.7377056,-1.4762644,3.2573435,0.41321123,1.945877,-2.1944318
SN2005hp (g'r'i'),-1.4238968,0.81411237,-0.5824089,-0.040854715,-0.13400483,0.33679223,1.6177274,1.5009409,0.5979437
SN2005hq (g'r'i'),1.3948566,3.3043196,0.16219446,0.05164232,0.26073226,0.34379277,-0.020405967,-0.14479709,0.5723555
SN2005hs (g'r'i'),0.6334413,-0.13002998,-0.6817719,-1.6822959,0.13559988,-1.1039095,-0.16168287,-0.27343097,2.7318518
SN2005ht (g'r'i'),-1.0077822,0.21019495,-0.9708527,0.3671691,-0.57676256,-0.21143968,1.8390826,1.3672867,0.8558533
SN2005hv (g'r'i'),1.219543,2.0414042,-2.0470483,0.7399747,-1.0032301,-0.9042856,0.80338496,-0.020720383,1.559023
SN2005hw (g'r'i'),2.559743,3.0796583,0.08515894,-0.098034546,0.5149707,-0.3926424,0.15448798,-0.39172706,1.0757166
SN2005hx (g'r'i'),0.16828658,0.9659706,-1.7538937,1.0936339,-1.1841111,0.041165203,1.3222034,1.6712939,-0.17872833
SN2005hy (g'r'i'),0.18058364,-0.636754,-1.6124358,1.5154128,-1.1722845,0.32068285,1.4394026,1.3653955,-0.047183745
SN2005hz (g'r'i'),1.8829088,1.992312,-1.3443981,-0.2062233,-0.582867,-0.5084277,0.57681274,0.8774279,1.1095542
SN2005ib (g'r'i'),-1.2432237,-0.5481329,2.1202886,-0.28335792,0.7579507,0.8430717,0.65064245,-1.1916155,0.9055562
SN2005ic (g'r'i'),-1.567994,1.0859734,0.31516892,-0.7728429,0.6629105,0.79594076,1.1944396,0.89711773,0.14105423
SN2005ie (g'r'i'),0.44616774,1.2962842,-0.39541486,0.8607795,0.41238075,-1.1515807,1.0780298,0.08694024,2.0500026
SN2005if (g'r'i'),2.043614,1.9525186,-1.3596565,-0.087021016,-0.55909896,-0.6808526,0.57453156,1.0678877,1.2054349
SN2005ih (g'r'i'),-1.1076115,0.34977424,0.536244,-0.98766685,0.18970622,0.92295116,1.439075,0.8411848,-0.0017985373
SN2005ik (g'r'i'),1.364004,1.7114037,-2.0333962,-0.7654788,-1.380559,-0.6254356,0.9532417,0.26365128,1.436234
SN2005in (g'r'i'),0.15012293,1.3982164,-1.1657265,0.5045492,-0.9704515,0.218899,1.5738813,1.679352,-0.08235665
SN2005it (g'r'i'),-0.26986963,0.88912416,-0.38674116,-2.089791,0.397581,-0.06332046,0.48558128,0.7295104,1.6324185
SN2005iv (g'r'i'),-0.37451223,-0.25028613,-0.626279,0.5304443,-0.45435393,1.1722852,2.2977045,0.0841432,0.61683995
SN2005iw (g'r'i'),-0.16793561,0.14862938,-0.2610747,-2.3356254,0.1222579,-0.1047476,-0.21657139,-0.4650015,1.6281034
SN2005iy (g'r'i'),0.9522472,0.75695205,0.26268896,1.4575105,1.1493697,-1.9362558,-0.28416166,-2.2085428,1.9125196
SN2005jb (g'r'i'),0.9448034,-1.7728423,-0.059604045,-0.11209369,0.03591489,-1.4729792,0.44569463,-1.6655902,1.5254672
SN2005jd (g'r'i'),-0.8264527,0.1545818,-0.476125,-0.5539728,-0.3351138,0.32640457,1.6778033,1.3168187,0.5649076
SN2005jf (g'r'i'),-0.3106495,-0.70320123,0.65549827,-0.33072183,0.8771615,-1.2842323,1.1704023,-1.5678027,1.8856366
SN2005jg (g'r'i'),1.8032893,1.7771511,0.071485415,0.6044355,0.9910092,-1.687231,-0.037144944,-1.6000426,2.0842307
SN2005jh (g'r'i'),2.0867167,2.8362277,-2.719341,1.3119577,-1.4569216,1.5828418,0.34012702,-0.67172885,0.19185477
SN2005jk (g'r'i'),-0.6334108,0.0022759866,0.48964396,-0.3275935,-0.04741749,1.5901043,1.1369083,2.213371,-0.16089852
SN2005jm (g'r'i'),0.618893,1.815085,-1.281461,-0.34824052,-1.207704,-0.46857864,1.6556473,0.52819514,0.8015069
SN2005jn (g'r'i'),-1.1999695,0.50102514,-0.93471,0.33909088,-0.47295898,-0.35185653,1.846034,1.0987318,1.1031227
SN2005jo (g'r'i'),0.6108891,2.0037155,-1.0096091,-0.93210375,-1.0815713,-0.4171438,1.5720288,0.31735334,0.79019624
SN2005jq (g'r'i'),-0.5266333,-1.2225139,1.3089911,0.35216957,-0.07646414,1.1413213,0.28026664,1.8905326,-1.4567049
SN2005jr (g'r'i'),-0.25812334,-0.7477579,-0.7645162,-1.219944,-0.73719513,0.3811103,0.71899253,1.622827,-0.3741292
SN2005js (g'r'i'),1.0095096,3.6761093,0.23407212,-0.28045082,0.04952138,1.3236725,-0.12706426,-0.20398653,0.0925212
SN2005jt (g'r'i'),-0.019692358,2.6326892,1.2737126,-0.7396318,0.9283235,-0.31754136,-0.43681195,-1.1831781,0.8066793
SN2005ju (g'r'i'),-1.6992067,0.4050257,-0.33450875,0.1686018,-0.18205018,-0.1372504,1.8379067,0.6399371,1.3577814
SN2005jv (g'r'i'),-1.45614,-0.3929418,1.4576445,-0.5682638,1.7394903,1.4176074,0.5867611,0.6927859,-0.54065734
SN2005jw (g'r'i'),0.95795256,0.57288396,-1.2867812,0.8023553,0.96385825,-1.1239562,-1.557347,-2.6938193,0.73316485
SN2005jx (g'r'i'),2.2637312,3.1509619,-2.6348271,1.1230328,-0.8412727,0.38024187,-0.15265423,-1.2765216,1.0533324
SN2005jy (g'r'i'),1.0551687,2.3726764,-0.7938689,1.4076335,0.18918723,-1.3590087,0.45680478,-0.5350799,1.743167
SN2005jz (g'r'i'),-1.0216348,-0.5053676,1.0079397,0.06331602,0.9332245,1.8221967,1.2343392,1.5806838,0.34071562
SN2005kj (g'r'i'),-2.1611996,-5.1914077,1.8074143,0.21404277,-1.2761213,-0.74565834,-0.018042734,2.0905433,-3.3143718
SN2005kn (g'r'i'),1.0316249,2.1820664,-0.71735936,1.4341152,0.25777304,-1.4401757,0.44672385,-0.6717181,1.8137757
SN2005kp (g'r'i'),2.0248845,2.4268446,-2.685472,1.1213254,-1.3837951,0.9634514,0.5076058,-0.19406812,0.23104085
SN2005kq (g'r'i'),-1.5570011,0.731093,2.0794134,0.11938107,-1.0273026,1.7482326,0.13239546,0.35237336,0.7186594
SN2005kr (g'r'i'),1.2212662,3.2375715,-0.85029083,-1.5353268,-0.21600442,-0.08459996,0.120817184,-0.618267,0.8074976
SN2005ku (g'r'i'),1.2631295,2.123354,-0.9094732,1.5993547,-0.8567097,-0.031304237,0.53732413,1.6942229,-0.46536604
SN2005lb (g'r'i'),-1.8812541,-3.1730213,1.4845043,0.7525464,0.9340613,-0.7994237,-1.149682,0.19710043,-1.1380833
SN2005lc (g'r'i'),-0.51973844,-3.631102,1.993017,-1.3529876,1.3362973,-0.7236552,-0.12247164,-0.7187006,-0.728939
SN2005ld (g'r'i'),1.3473907,0.39161974,-2.0964832,-0.8071146,-2.0671391,-0.094214186,1.2231147,0.33476573,-0.100423045
SN2005le (g'r'i'),-0.55772793,0.22543313,0.8918079,0.14788112,0.15071216,1.2394286,0.3638321,1.4457201,0.77266383
SN2005lf (g'r'i'),1.4923508,2.3571875,-0.66286844,-0.29006678,0.6278319,-1.7324729,-0.13046034,-1.1242102,2.3430607
SN2005lg (g'r'i'),-0.5802214,2.0240355,0.08825274,-0.28385854,0.24147636,-0.8423664,0.3717785,-1.0578485,1.8024187
SN2005li (g'r'i'),-0.33467495,2.020687,-0.23681301,-0.3952915,-0.30574095,0.4962571,1.5636507,1.1251279,0.35725677
SN2005ll (g'r'i'),1.9590093,3.635549,-1.7834574,1.4637866,0.21369858,1.3415257,-1.424652,-3.1135921,0.8384601
SN2005lo (g'r'i'),2.2191732,3.6915498,-2.3464243,0.9185061,-0.5636435,0.8064389,-0.5134358,-1.6986606,0.9096632
SN2005lp (g'r'i'),0.48285955,1.7755247,0.066747464,0.70201474,0.65331006,0.19490208,1.5264513,1.3555962,-0.045260172
SN2005lq (g'r'i'),2.1914964,1.9286419,-1.1072276,-0.6944171,-0.4014345,-0.38779554,0.37541738,0.8106025,1.0764929
SN2005mh (g'r'i'),-0.22044472,0.87530404,0.20393932,-1.5151007,-0.12279898,-0.29513425,1.7741836,-0.19159943,1.6073612
SN2005mj (g'r'i'),1.0966928,-0.71007603,-2.1865318,0.26511016,-1.793207,-0.7049786,0.79972774,-0.53346384,0.6380857
SN2005ml (g'r'i'),1.3536671,0.26962012,-2.1447377,-0.6825702,-2.0994189,-0.13559356,1.2183777,0.28016,-0.094125085
SN2005mn (g'r'i'),0.67152303,3.1402144,-0.6650576,-1.8555201,-0.033826023,0.16531394,-0.292326,-0.889593,0.734006
SN2005mo (g'r'i'),-0.33820596,0.5201762,0.12400664,-1.6988717,-0.3034005,-0.32607597,1.8557484,-0.27837682,1.5125571
SN2005mp (g'r'i'),-0.88733876,-1.0547332,0.8236696,-2.05575,-0.5244415,0.5551001,0.2528834,1.7288897,-2.0546825
SN2006aa (g'r'i'),-0.92771083,-4.8828583,1.3416375,-0.2960603,-0.6163431,-1.0758246,0.011314926,1.3277662,-3.175542
SN2006au (g'r'i'),0.08769918,-0.73048097,0.28132594,-0.32345164,0.96827227,-1.3942051,-0.3354345,-2.2912846,1.5389173
SN2006bo (g'r'i'),-2.1779156,-4.21219,1.4588977,1.104327,0.5755774,-0.7074238,-0.4358744,1.2725801,-1.7473772
SN2006eb (g'r'i'),0.08607344,-1.9227389,-1.4442469,1.6254747,0.28652495,-0.6308516,-0.5420494,-0.6256646,-2.119423
SN2006eq (g'r'i'),0.15384632,-1.3237306,-1.5454913,1.6928865,0.9579408,-0.7067274,-0.5906924,-1.9898663,-0.8017557
