0,1,2,3,4,5,6,7,8,9
SDSS-II SN 18691 (g'r'i'),-2.3609447,-5.278933,2.0389225,-0.12620021,-1.1692096,-0.87490284,-0.21632183,2.06567,-3.364687
SDSS-II SN 18693 (g'r'i'),-0.920307,-4.7356243,1.4569181,-0.09445288,0.80471516,-1.3126925,0.048374347,0.97398674,-2.337349
SDSS-II SN 18704 (g'r'i'),-0.34671703,0.25464672,1.3791507,-0.36467475,0.9561293,-0.12175059,1.5502337,-0.69933057,1.6950703
SDSS-II SN 18718 (g'r'i'),-1.8876165,-2.1372738,1.8283354,0.18964174,1.2226638,-0.52016944,-1.4105153,-0.28157744,-0.7207045
SDSS-II SN 18722 (g'r'i'),-0.50827557,-0.21106799,0.34863672,0.16242427,0.67482966,-0.5691955,1.2318383,-0.5584115,1.8450645
SDSS-II SN 18733 (g'r'i'),-3.50553,-3.7009196,2.4704533,0.7926426,0.7554596,0.34138808,0.3995544,2.3794081,-1.1099739
SDSS-II SN 18779 (g'r'i'),-0.6305603,-1.8345973,0.7300695,-1.1739923,0.47408816,0.14494167,1.0792712,0.068027824,-1.4130241
SDSS-II SN 18780 (g'r'i'),1.0036539,-1.9058374,-1.1401675,0.8333058,-0.83952636,-1.3555733,0.29038617,-1.9426163,1.2156055
SDSS-II SN 18812 (g'r'i'),-0.59737873,-3.1739552,0.9488173,-1.1054002,0.5570404,-1.2199377,-0.09994817,-0.6738355,-1.3520424
SDSS-II SN 18814 (g'r'i'),-0.44366506,-2.1945877,0.6086123,-1.0528907,0.24453351,-0.05984395,0.881693,0.105357885,-1.5619029
SDSS-II SN 18823 (g'r'i'),-0.5499026,-2.3061526,0.5596755,-1.108517,0.2997215,-0.9773595,-0.15389915,-1.2364606,-0.15873751
SDSS-II SN 18824 (g'r'i'),-0.78461397,-0.043259867,1.8220701,-0.53337324,0.7565786,0.29563123,1.3769848,-1.1740106,1.3561676
SDSS-II SN 18832 (g'r'i'),-0.5604481,-2.1120172,0.74149966,-1.2888764,0.30694774,-0.13982353,0.7101271,0.10688695,-1.5727799
SDSS-II SN 18836 (g'r'i'),-0.85214734,0.19263619,1.4310822,-0.22494343,0.69614124,0.53354055,-1.2257859,-1.5247962,1.4603904
SDSS-II SN 18898 (g'r'i'),-0.574498,-1.3415807,0.3964465,-1.9064729,-0.3260251,0.39848185,0.87663084,1.115629,-1.7724149
SDSS-II SN 18914 (g'r'i'),-3.0373917,-3.953331,2.1490772,0.7556853,0.38470227,0.10549614,0.37335423,2.3519006,-1.6930108
SDSS-II SN 18917 (g'r'i'),-0.9537424,1.7889706,0.4823968,-1.1083074,0.43816766,0.5635426,0.23946159,-0.010282822,0.86040086
SDSS-II SN 18935 (g'r'i'),-0.41976678,-3.4400382,1.3139224,-1.1240478,0.8360726,-0.97258514,-0.0049929665,-0.7461468,-1.062449
SDSS-II SN 18941 (g'r'i'),0.8184603,-0.694126,-0.8980989,-0.39129284,-0.7591527,-1.1013825,0.9774832,-0.55751735,1.801528
SDSS-II SN 18943 (g'r'i'),-1.1310298,0.2979115,0.6524694,-0.39043516,1.0507259,-0.15500827,0.51724684,-0.6366404,1.7516314
SDSS-II SN 18952 (g'r'i'),-0.49627545,2.1194417,0.13382994,-0.2928754,0.48215416,-0.7762495,-0.10633438,-1.4106067,1.6430678
SDSS-II SN 18970 (g'r'i'),-2.326115,-5.284838,1.7874551,-0.24322362,-0.5544376,-1.6113245,-0.53951573,1.4843043,-3.2835817
SDSS-II SN 18971 (g'r'i'),2.5163379,3.3396275,-1.6034608,0.6803777,0.46670496,-0.45945144,-0.99509287,-2.2075372,1.4082768
SDSS-II SN 18973 (g'r'i'),1.5542939,0.05871981,0.35510153,-0.6993551,0.8935397,-1.6378431,0.10674069,-1.5558732,2.3027937
SDSS-II SN 18978 (g'r'i'),-0.23125029,-2.7035148,1.0671265,0.4079422,0.335287,0.32176554,0.33191288,1.3324136,-2.1225665
SDSS-II SN 18979 (g'r'i'),-0.80648905,-1.5987828,1.9832186,0.27470818,0.84703934,0.7550633,-0.51626426,1.0528107,-1.0100735
SDSS-II SN 18982 (g'r'i'),-0.20702058,-2.8945866,0.7349796,-1.4462625,0.019144397,-0.6982599,0.4658843,0.07449521,-2.1991963
SDSS-II SN 18990 (g'r'i'),0.6686264,3.1543434,0.59922284,-0.1610025,0.6663352,0.29266214,-0.5798324,-0.82292503,0.6785655
SDSS-II SN 18993 (g'r'i'),-1.0006661,0.11978692,0.45207363,-0.106566265,0.97340524,-0.45587283,0.7721631,-0.73553115,1.8969032
SDSS-II SN 19000 (g'r'i'),0.09304299,0.85516506,-1.1572065,0.5137219,-0.7744035,-1.0724249,1.3856018,-0.2556988,1.8919274
SDSS-II SN 19014 (g'r'i'),-2.5643346,-1.290398,3.1351967,-0.061757386,-0.13231349,1.1733187,-0.6870294,0.7056042,-0.8088485
SDSS-II SN 19024 (g'r'i'),0.32880178,-2.1811018,-0.6373307,0.66452664,-0.637628,-0.6223091,0.5950933,-0.8685181,0.25193915
SDSS-II SN 1903 (g'r'i'),-1.9421561,-2.0825357,2.2850065,-0.726843,-0.011027774,0.88928455,0.010067437,2.5119827,-2.5827796
SDSS-II SN 19030 (g'r'i'),-0.21612817,2.4695957,1.3427727,-0.7293107,1.0167255,-0.58331645,0.12020817,-1.2936052,1.0201677
SDSS-II SN 19032 (g'r'i'),-0.3077374,-0.39887893,0.19577228,-1.1777014,0.8920734,-0.7741179,-0.5488171,-1.546443,1.7364702
SDSS-II SN 19034 (g'r'i'),-0.6764228,-3.176488,0.91474164,-1.0246862,0.4289904,-1.2502618,-0.19773334,-0.5303294,-1.4890771
SDSS-II SN 19045 (g'r'i'),-0.5073918,-0.62491673,0.16608243,-1.8267646,-0.5915702,0.75241345,0.6887207,1.8646448,-1.3728329
SDSS-II SN 19047 (g'r'i'),-1.2781916,-2.6212063,0.4696456,-0.5357021,-0.019273514,-1.6608794,-1.0001144,-0.8872303,-1.6503819
SDSS-II SN 19052 (g'r'i'),1.8954315,3.4464982,-1.640228,-0.34956345,0.36434087,-0.5878471,-1.0172858,-1.8592954,1.429648
SDSS-II SN 19065 (g'r'i'),-0.73586273,1.4855516,1.3552495,-1.3991084,1.168223,0.6323571,-0.35124967,-0.010522825,0.62587893
SDSS-II SN 19069 (g'r'i'),1.3038914,3.8896573,-1.0103953,0.6572163,-0.046240486,2.4466329,-1.0369475,-2.327198,0.13685793
SDSS-II SN 19091 (g'r'i'),0.41668922,-0.11823883,0.022239909,-0.51072586,1.0217,-1.3570457,-0.7196715,-2.2899685,1.8314689
SDSS-II SN 19137 (g'r'i'),-0.6653889,-1.3657881,0.6329871,-1.6752483,-0.20789018,0.40785334,0.6892971,1.1018449,-1.7246252
SDSS-II SN 19154 (g'r'i'),-1.3792651,-2.122089,2.2333522,-0.21753815,1.5945941,0.24432094,-0.5923903,0.12351937,-0.6074135
SDSS-II SN 19175 (g'r'i'),1.4798968,0.40924096,-1.0955555,0.023255728,0.20842433,-1.9499944,-0.3140822,-1.7213602,2.5004504
SDSS-II SN 19189 (g'r'i'),-0.88833576,-3.8584704,1.4350325,-0.78048795,0.8239118,-1.4241558,-0.3681309,0.04910462,-1.9085324
SDSS-II SN 19190 (g'r'i'),-0.49287844,-2.909758,1.4413794,-1.1859509,1.02669,-0.75721633,-0.19289373,-1.1373504,-0.14743987
SDSS-II SN 19192 (g'r'i'),-0.49979892,-4.4727216,1.2375616,-0.070604175,-0.25777444,-0.974587,-0.26504758,0.8938442,-2.6460023
SDSS-II SN 19205 (g'r'i'),-0.92773753,-0.9694665,1.4567745,0.111080036,1.1447057,1.12862,0.6041933,0.41641566,0.5011486
SDSS-II SN 19209 (g'r'i'),-0.5223602,-0.55241895,2.1504884,-0.04245828,1.203993,1.5273918,-0.13257392,0.73769474,0.5146224
SDSS-II SN 1921 (g'r'i'),-1.4379174,0.8253585,1.12851,-0.687699,1.352425,-0.14437573,0.2846397,-1.0325115,1.346263
SDSS-II SN 19212 (g'r'i'),0.112281784,-0.121537365,-1.0149809,0.53427434,-0.7052935,-1.1558875,1.7873683,0.037769224,1.7154229
SDSS-II SN 19221 (g'r'i'),-1.2682956,-2.386452,2.022984,-0.11310499,1.5037795,0.09615765,-0.41685122,-0.08398618,-0.45365468
SDSS-II SN 19308 (g'r'i'),2.674008,2.4197202,0.16888414,0.20883185,1.0375566,-1.2019906,-0.07367838,-1.3384074,1.7462775
SDSS-II SN 19319 (g'r'i'),-1.2837733,-0.37005737,1.5596548,-0.53778535,1.6566151,1.4627601,0.37385893,0.8615411,-0.44950598
SDSS-II SN 19322 (g'r'i'),0.9274583,-0.07598685,-1.2011797,-1.1600204,-1.1177478,-0.38246572,0.97486854,0.53031754,0.8590637
SDSS-II SN 19336 (g'r'i'),-2.6723132,-1.4575745,3.1295683,-0.098311044,-0.0424518,1.0804889,-0.7108095,0.8437638,-0.90263355
SDSS-II SN 19338 (g'r'i'),0.08840623,2.2008176,-0.23766002,-1.7908188,0.18061146,0.47934687,-0.4779232,-0.32590297,0.81277025
SDSS-II SN 19339 (g'r'i'),-0.2761938,1.4360992,0.30767897,0.10377499,0.37260014,-0.5648287,1.3068359,-0.10518244,1.9733073
SDSS-II SN 19344 (g'r'i'),-1.0029818,0.63114417,2.1391916,-0.21307664,0.59331155,0.6059767,-1.6964986,-0.8304561,0.7320074
SDSS-II SN 19346 (g'r'i'),0.789991,0.81570995,-0.07999406,-1.6804209,0.79865736,-0.92018926,-0.39700428,-0.9041199,2.1510875
SDSS-II SN 19347 (g'r'i'),-0.7701677,0.16486564,-0.12680307,0.17136836,-0.093568064,-0.21244529,1.6717331,0.06549728,1.5210174
SDSS-II SN 19350 (g'r'i'),1.5471593,3.8742423,-1.3973694,0.94233483,-0.44447955,2.5943422,-0.69943523,-2.0174165,0.07100831
SDSS-II SN 19352 (g'r'i'),-1.6530008,1.1495998,1.4703832,-0.13748318,0.16140349,1.2325245,-0.02920973,-0.81916595,0.64563364
SDSS-II SN 19387 (g'r'i'),-2.817353,-5.0256066,2.3244026,0.3365809,-0.21856904,-0.54012215,-0.8613818,2.0229092,-2.4369974
SDSS-II SN 19395 (g'r'i'),-2.9056108,-2.033152,3.017454,-0.27792892,0.29650104,0.7017558,-0.8278028,1.3130053,-1.2653514
SDSS-II SN 19399 (g'r'i'),-0.99423,-0.8033737,2.6064475,0.52429104,0.25283146,1.3863816,-0.7419208,0.3326165,-0.008238791
SDSS-II SN 19408 (g'r'i'),1.8424796,0.19250497,0.4642934,-0.34327033,0.8303733,-1.6621213,0.37924135,-1.4016951,2.2294405
SDSS-II SN 19424 (g'r'i'),-0.06641016,1.8086847,-0.56140447,-0.26060665,0.63338333,-0.74281275,-1.3625059,-2.3207872,1.6671576
SDSS-II SN 19428 (g'r'i'),-0.15410177,-0.06396912,-0.8755618,-1.3532449,-0.99179727,0.35400006,1.5879554,1.0429449,-0.26598457
SDSS-II SN 19434 (g'r'i'),1.0409354,3.3092463,-1.5308809,-0.79319495,0.28149036,-0.068025835,-1.257876,-2.1181233,1.161764
SDSS-II SN 19438 (g'r'i'),-1.1808876,-3.3949323,2.0013762,-0.5608716,1.3055174,-0.7391155,-0.6684885,-0.31669912,-0.73292977
SDSS-II SN 19461 (g'r'i'),-0.8497954,-0.7161588,2.7252896,0.5697633,0.44188544,1.3848274,-1.0557144,0.19327272,0.049861647
SDSS-II SN 19465 (g'r'i'),0.9330958,-1.6424531,-0.59634125,0.2600609,-0.26990175,-1.4514806,0.26937053,-1.8348234,1.5050831
SDSS-II SN 19467 (g'r'i'),1.7596226,3.3701315,-1.1974767,-0.9534256,-0.18760125,-0.053238224,-0.08593655,-0.68970245,0.88504505
SDSS-II SN 19468 (g'r'i'),0.48486027,0.07977227,0.6574806,-1.8956271,0.90683025,-0.9068999,0.33289665,-1.134146,1.9682965
SDSS-II SN 19487 (g'r'i'),-2.268588,-5.1703587,1.8220578,-0.19370405,-0.34882137,-1.6189865,-0.72688967,1.3384538,-3.1041956
SDSS-II SN 19490 (g'r'i'),0.74172163,2.275972,-0.5783171,-1.9020984,-0.39986315,-0.46382755,0.7688642,-0.4318137,1.1511563
SDSS-II SN 19499 (g'r'i'),1.0803438,1.4552039,-2.0904355,0.42751688,-1.2161646,-0.80356634,0.90329665,0.045085013,1.5176762
SDSS-II SN 19504 (g'r'i'),2.432945,2.8739486,0.65347016,0.05989525,1.5407133,-0.45327702,-0.7064792,-2.1821663,1.308994
SDSS-II SN 19510 (g'r'i'),0.95046204,-1.7428359,-1.3794082,0.6292445,-0.72560376,-1.2628163,-0.16997395,-2.0153854,1.0435716
SDSS-II SN 19517 (g'r'i'),-0.4723125,2.1164486,0.02501544,-0.4909524,0.69661444,-0.54623693,-0.8295903,-2.0009232,1.4088749
SDSS-II SN 19530 (g'r'i'),-0.03272801,-2.525621,0.15291667,-1.0006453,-0.16468327,-0.8971564,0.17748223,-1.4668635,0.2939506
SDSS-II SN 19539 (g'r'i'),-0.32193184,-3.9963686,0.82733035,-0.72739834,-0.05100249,-1.2901183,0.1102901,0.14029562,-2.34532
SDSS-II SN 19555 (g'r'i'),0.7877828,0.88578933,1.5138006,-0.48596153,1.2223318,-0.949039,0.71117055,-1.2774985,1.6688849
SDSS-II SN 19573 (g'r'i'),2.6973267,3.4115853,-0.36572084,-0.36136737,0.2608096,-0.12445493,0.11148703,-0.36883277,0.88242096
SDSS-II SN 19575 (g'r'i'),-0.08352068,2.236864,-0.7053193,-2.0931766,-0.6685926,0.80428714,0.06374818,-0.089877665,0.17898406
SDSS-II SN 19582 (g'r'i'),0.37228298,1.4651794,-0.79003054,-0.8079151,0.8395536,-0.7938226,-1.5697788,-2.5129724,1.6523997
SDSS-II SN 19636 (g'r'i'),-1.7979673,-0.7554668,3.0884595,0.41033214,-0.66662145,1.5434159,-0.6903972,0.39529857,-0.512057
SDSS-II SN 19645 (g'r'i'),-0.046451256,-0.5303491,-0.47454792,-2.0049505,-1.1684963,0.24768633,0.88832545,0.8373113,-0.81540596
SDSS-II SN 19682 (g'r'i'),-0.86553144,-3.5672064,1.130163,-0.7426381,0.50260645,-1.3793774,-0.38765627,-0.23356082,-1.7223744
SDSS-II SN 19699 (g'r'i'),-2.02546,-4.7973814,2.5935578,-0.52377576,0.23008801,-0.6905886,-1.0973389,1.9315939,-3.066706
SDSS-II SN 19711 (g'r'i'),-1.9261403,0.5641696,1.8725479,-0.016076574,0.26162812,1.3677088,0.7288863,-1.4795713,0.40791142
SDSS-II SN 19721 (g'r'i'),0.88616484,-2.0837197,-1.1802909,0.6373684,-0.90443146,-1.1327119,0.21218862,-1.6866003,0.82014257
SDSS-II SN 19723 (g'r'i'),0.8066731,2.2550013,-0.90492344,-1.3003846,-0.84092355,-0.50758183,1.2532612,0.003379005,1.0001274
SDSS-II SN 19725 (g'r'i'),0.17110294,-0.935941,-0.8123038,-1.7596338,-1.3542116,-0.1056972,0.8864026,0.39988038,-0.34063604
SDSS-II SN 19733 (g'r'i'),-3.2032824,-4.759988,2.5257916,0.28384048,-0.10989549,-0.45420107,-0.91349685,1.9534383,-2.1405456
SDSS-II SN 19748 (g'r'i'),-1.176536,-4.013216,1.611516,-0.47572732,1.0687813,-1.4443107,-0.44627672,0.2708606,-1.8723166
SDSS-II SN 19764 (g'r'i'),0.4057315,1.1951967,-0.32890862,-1.1158667,1.1599854,-0.80533004,-1.4028049,-2.4988782,1.6336604
SDSS-II SN 19769 (g'r'i'),1.1907098,3.2575793,-1.5377927,-0.6881235,0.39456302,-0.27114877,-1.3184911,-2.1821582,1.290212
SDSS-II SN 19772 (g'r'i'),2.298981,3.5792937,-1.2628177,-0.39897865,0.17916882,-0.32647178,-0.4267677,-1.1526055,1.1836324
SDSS-II SN 19776 (g'r'i'),0.6878736,-0.29698917,-0.1616132,0.032198377,0.66413367,-1.6733947,-0.28778878,-2.1777601,2.0229402
SDSS-II SN 19778 (g'r'i'),-1.8633378,-2.3234992,2.3934941,0.17348313,1.1730286,0.7329894,-0.16708289,1.884942,-1.571719
SDSS-II SN 19780 (g'r'i'),1.3451772,0.2524439,-2.285354,0.97052807,-0.9738262,-1.1532222,0.15694053,-1.5155034,1.5047598
SDSS-II SN 19781 (g'r'i'),-0.1218988,-3.1242847,0.9017775,-1.6097728,0.46601754,-0.89581066,0.47957373,-0.59616286,-1.6528127
SDSS-II SN 19784 (g'r'i'),0.26929665,1.888717,-0.023518657,-1.0420154,1.5214044,-0.3792908,-1.4321206,-3.033901,1.2294848
SDSS-II SN 1979 (g'r'i'),1.0011176,-1.8116494,-0.29330236,0.07907108,-0.16549288,-1.4427426,0.46573445,-1.6344075,1.4696119
SDSS-II SN 1980 (g'r'i'),-0.32349145,-3.3195894,-0.027227359,0.32872766,-0.20679282,-1.1505332,0.05443893,0.16626161,-2.478934
SDSS-II SN 19804 (g'r'i'),-0.18144158,1.8278761,-0.057861824,0.78703105,0.43567258,-1.4066478,0.4187668,-1.2647376,2.1215708
SDSS-II SN 19848 (g'r'i'),-0.7094052,0.6668692,0.45340618,-0.86032194,0.5478158,0.8888805,0.98281467,1.5672194,1.0294557
SDSS-II SN 1991 (g'r'i'),0.6759413,-1.294184,-0.24384062,-0.048268218,0.20101939,-1.4673104,0.04305798,-1.9229876,1.5872945
SDSS-II SN 19986 (g'r'i'),-0.54913986,0.56724316,0.5447491,-1.1461148,0.6040985,0.17710891,0.6549002,0.09419839,1.6690294
SDSS-II SN 19987 (g'r'i'),0.85503113,3.2979612,0.045561165,-0.6298968,0.6487255,0.5598657,-0.8985537,-1.317753,0.7300104
SDSS-II SN 20033 (g'r'i'),0.21220207,1.9236994,-0.46282572,-1.7117893,0.06702564,0.39294773,-0.41084728,0.023597704,1.0005733
SDSS-II SN 20043 (g'r'i'),-0.60936046,-1.7441422,1.1144778,0.22954756,0.90615076,0.54645896,1.2687654,-0.0465283,0.5740766
SDSS-II SN 20045 (g'r'i'),-0.929155,-1.9302272,0.45107955,-1.3651327,-0.028649196,-0.46392885,0.4838611,-1.1873006,0.21784702
SDSS-II SN 20046 (g'r'i'),1.3580817,2.203043,-2.2317054,-0.023966698,-0.80605304,-1.2285964,0.33232307,-0.77916116,1.8732003
SDSS-II SN 20065 (g'r'i'),0.79461294,2.5271008,-0.9445337,-0.9412853,0.91426635,-0.65503925,-1.5761918,-2.428235,1.5765476
SDSS-II SN 20090 (g'r'i'),-0.45555595,0.045666985,1.105498,0.4387979,0.17722666,1.3590823,0.19011179,1.4141268,0.75923014
SDSS-II SN 20128 (g'r'i'),-0.664016,0.55859447,0.19775482,-2.1282787,0.64199597,0.50110275,0.4359872,0.92554677,0.5392898
SDSS-II SN 20141 (g'r'i'),2.6393986,3.5117373,-1.1932687,0.8017455,0.7368879,-0.20185585,-1.1123525,-2.4270341,1.3083949
SDSS-II SN 20171 (g'r'i'),-0.55523604,-0.5312048,1.9541017,-0.034217123,1.2103316,1.4715004,0.0020746877,0.77565455,0.49951065
SDSS-II SN 20217 (g'r'i'),0.52302706,2.8753955,-0.44275832,-1.9831917,0.15310752,-0.011937405,-0.3493337,-0.990369,0.9075584
SDSS-II SN 20218 (g'r'i'),0.21584171,-0.7334812,-0.85545963,-1.6737335,-1.2965983,-0.0539872,0.90703166,0.52896094,-0.27433312
SDSS-II SN 20231 (g'r'i'),2.6811595,3.3124046,-1.4326404,0.8865161,0.60900027,-0.4640123,-1.0147672,-2.32848,1.4291215
SDSS-II SN 20251 (g'r'i'),-0.12214295,2.2495227,-0.70795935,-2.1293225,-0.6801586,0.8636295,0.020619662,-0.10774135,0.12653203
SDSS-II SN 20257 (g'r'i'),2.8636577,3.2006133,-1.3409393,0.537851,0.3821294,-0.8232622,-0.45382097,-1.526294,1.5242453
SDSS-II SN 20266 (g'r'i'),-2.3441563,-5.0683203,1.9860613,-0.3744275,-0.13348621,-1.824532,-1.0433208,1.1202055,-3.071154
SDSS-II SN 20272 (g'r'i'),1.9080774,0.61052006,-0.56477505,-0.7493077,0.38968694,-2.0004618,0.0734706,-1.0813167,2.7654088
SDSS-II SN 20273 (g'r'i'),0.989905,0.485351,0.13186006,-1.62602,0.80784285,-1.1747118,-0.07148518,-1.0029905,2.2874854
SDSS-II SN 20278 (g'r'i'),-1.7806505,0.90540797,1.6544762,-0.02016892,0.08855783,1.3895795,0.16272955,-0.8367443,0.49449262
SDSS-II SN 20301 (g'r'i'),-0.21648613,2.645499,-0.26615536,-0.9253698,0.67393744,0.041914973,-1.0570906,-2.0144246,1.0516826
SDSS-II SN 20323 (g'r'i'),2.6325996,3.2002537,-0.5475615,0.29683822,1.189174,-0.85768425,-1.0213414,-2.2780058,1.6165369
SDSS-II SN 20324 (g'r'i'),-0.33022413,-4.0336823,0.90335315,-0.6018633,0.02010384,-1.222233,0.06712991,0.1725361,-2.2451909
SDSS-II SN 20334 (g'r'i'),-0.6137721,-0.6565985,-0.5243992,-1.418911,-0.15554456,0.3053501,0.8214064,1.6849939,0.23025165
SDSS-II SN 20360 (g'r'i'),1.0924432,-0.40735558,-1.9711262,0.62678665,-0.6815322,-1.2317505,-0.4366569,-1.9470508,1.3770041
SDSS-II SN 20369 (g'r'i'),0.9352202,-1.5247316,-1.0134975,0.42139953,-0.5862856,-1.3062398,0.23750804,-1.6912936,1.3421859
SDSS-II SN 20380 (g'r'i'),0.9525945,-0.43637943,-1.8723629,0.2881544,-0.70447475,-1.2411797,-0.43640843,-1.8013482,1.5168089
SDSS-II SN 20394 (g'r'i'),-0.4534468,0.63631654,0.30825353,-2.3201575,0.6142324,0.37769115,0.23574859,0.3654735,0.79686934
SDSS-II SN 20397 (g'r'i'),-0.018372292,-0.6954755,-0.60377,-1.841057,-1.1304601,0.18828222,0.83158326,0.9269062,-0.69424504
SDSS-II SN 20399 (g'r'i'),1.4440119,1.9648067,-2.2312741,-0.47174102,-1.1698977,-0.08089368,0.37422454,-0.068333074,1.1193901
SDSS-II SN 20408 (g'r'i'),-0.8884861,1.0143262,0.65375143,-1.9164715,0.88074106,0.633733,0.3341074,0.50294787,0.4603234
SDSS-II SN 20411 (g'r'i'),1.0906994,0.79901016,-0.0184713,-1.5402638,0.7428098,-0.9376756,-0.10458275,-0.39898014,2.2464464
SDSS-II SN 2042 (g'r'i'),-2.51304,-3.6536996,2.080765,0.595072,0.79244465,-0.5684813,-1.1587334,0.8923032,-1.3198774
SDSS-II SN 20467 (g'r'i'),1.0983776,1.3136628,-1.4539636,-0.9444345,-0.6719663,-0.34463653,0.29444304,0.2728175,1.4123785
SDSS-II SN 20491 (g'r'i'),1.0362614,1.9733678,-1.233711,1.1025795,-0.21536316,-1.2842017,0.58621883,-0.48262626,1.8262728
SDSS-II SN 20496 (g'r'i'),-0.8276171,1.1525064,0.0041705156,-0.68944395,0.4735719,0.7041752,1.6951326,0.836077,-0.9133123
SDSS-II SN 20497 (g'r'i'),-0.04524331,-0.10585959,0.70111156,-1.677749,1.237091,0.7707536,0.22921549,1.3570384,0.9181809
SDSS-II SN 2050 (g'r'i'),-2.4046474,-5.5501184,1.5290781,-0.3351947,-0.2928756,-2.0373323,-0.20441942,1.5137281,-3.5323114
SDSS-II SN 20501 (g'r'i'),-1.0230848,0.17269799,0.47984013,-0.1934066,0.9262487,-0.30593833,0.771517,-0.596552,1.8315188
SDSS-II SN 20514 (g'r'i'),0.114306346,-0.03718427,0.14413464,-1.3463863,0.911322,-0.8213849,-0.4422667,-1.2701685,1.9821131
SDSS-II SN 20517 (g'r'i'),0.33090493,1.6883718,-1.5840415,0.52166945,-0.8856153,-1.2015567,1.0991846,-0.3360075,2.022142
SDSS-II SN 20542 (g'r'i'),0.9925175,2.3792646,-1.4028687,0.8978663,-0.76496255,-0.3956108,1.0588869,0.8550862,0.95791036
SDSS-II SN 20553 (g'r'i'),2.6108282,2.9989743,-1.7382222,0.8668004,0.37678206,-0.8144378,-0.83018464,-2.0831602,1.5746123
SDSS-II SN 20561 (g'r'i'),-3.3764484,-4.8434877,2.6239161,0.12940328,-0.30780905,-0.49916634,-0.88853234,2.0357003,-2.2799165
SDSS-II SN 20572 (g'r'i'),-2.3197796,-0.28487316,2.2518752,-0.0047543007,0.32175207,1.7388623,0.22660756,0.24275017,-0.42345536
SDSS-II SN 20590 (g'r'i'),2.2497609,3.9659445,-1.7886627,1.2274667,-0.013062255,1.2935414,-1.0244129,-2.4728196,0.8037615
SDSS-II SN 20591 (g'r'i'),-1.1298302,1.0386313,2.5957491,-0.5148052,0.2807113,1.3147322,-0.82878447,-0.32507056,0.56424236
SDSS-II SN 20596 (g'r'i'),0.59010434,3.0851943,-0.5184678,-0.9351348,0.68923,0.29456636,-1.2990793,-1.9577904,0.9828377
SDSS-II SN 20603 (g'r'i'),-1.4469872,-3.675893,1.7122518,-0.23648015,1.0013093,-1.2063941,-0.8202851,0.11298494,-1.4872597
SDSS-II SN 20604 (g'r'i'),0.31241947,1.2579578,-1.3275422,-0.24608636,0.46354318,-0.98339534,-1.7353774,-2.5940595,1.7397467
SDSS-II SN 20613 (g'r'i'),0.9565461,0.14665467,-0.082051314,-1.4550762,0.80038095,-1.4176184,-0.39579204,-1.410866,2.4600265
SDSS-II SN 20615 (g'r'i'),-0.5740801,-0.7246195,0.15925331,-2.1899445,-0.61494803,0.5807206,0.64367443,1.691548,-1.5396589
SDSS-II SN 20617 (g'r'i'),-1.5039107,-3.7831361,1.6995093,-0.055753395,0.9316164,-1.1701988,-0.8272333,0.22409083,-1.5203512
SDSS-II SN 2063 (g'r'i'),-3.319988,-4.352563,2.2981436,0.666336,-0.017730597,0.044665966,0.20863649,2.53491,-1.9540479
SDSS-II SN 20663 (g'r'i'),0.9220871,-0.05810352,-1.3347056,-1.0447617,-1.1547035,-0.44855496,0.8740621,0.37875637,0.9385631
SDSS-II SN 20686 (g'r'i'),-0.73625857,-2.4394228,0.8860117,-1.219855,0.5763909,-1.0517957,-0.3221178,-1.1167264,-0.47653842
SDSS-II SN 20719 (g'r'i'),2.6658506,2.5502472,-0.16369145,0.304497,0.99872345,-1.299135,-0.24846739,-1.5196682,1.8346058
SDSS-II SN 20721 (g'r'i'),1.0496237,3.3683147,-1.7281443,-1.041588,-0.18215723,0.016946375,-0.77415067,-1.5361712,1.0264522
SDSS-II SN 20727 (g'r'i'),1.4392452,1.0990694,-0.4328343,-1.1845303,0.47202724,-1.3783873,0.044636413,-0.49787378,2.4618
SDSS-II SN 2078 (g'r'i'),0.9349892,-1.7181236,-0.7435274,0.31604177,-0.4368336,-1.3417661,0.29084447,-1.7017479,1.3239355
SDSS-II SN 20791 (g'r'i'),1.7634661,3.2960105,-1.5137244,-0.6703879,0.6115647,-1.0805603,-1.1207982,-1.7941338,1.7271234
SDSS-II SN 20805 (g'r'i'),0.8964929,0.3715678,-0.9979157,-1.0350692,-0.18811971,-1.0937082,0.1411671,-0.27232212,2.2935162
SDSS-II SN 20806 (g'r'i'),1.0889745,0.8121706,-1.3827425,0.7354472,0.92210704,-1.1137644,-1.5673368,-2.7471228,0.8502617
SDSS-II SN 20819 (g'r'i'),-0.45667997,-1.5475272,-0.47682518,-1.0904465,-0.6162662,-0.11555575,0.93579894,0.5517872,0.53917605
SDSS-II SN 20820 (g'r'i'),0.283859,-2.4770448,-0.45292535,0.032203313,-0.65898955,-0.6997333,0.4919715,-0.90053695,0.061655506
SDSS-II SN 20837 (g'r'i'),-1.5764507,-3.817378,1.8059548,-0.17919698,0.96175456,-1.2336144,-0.91584694,0.26523256,-1.6160015
SDSS-II SN 20853 (g'r'i'),1.6369743,4.1713204,-1.3512014,0.50754404,-0.15263782,1.9579623,-0.9156827,-2.1052647,0.386883
SDSS-II SN 20870 (g'r'i'),0.46975252,1.5331637,-0.9083873,-1.7762928,0.16850919,-0.46525553,-0.6919443,-0.7953548,1.6672567
