,SN,0,1,2,3,4,5,6,7
224,SDSS-II SN 13529,0.30006507,3.623529,1.8750328,13.5197735,1.9398599,-1.7097512,1.9007304,-5.582824
225,SDSS-II SN 13554,1.579539,0.015312349,-1.2537638,7.6594872,8.515039,-6.084934,-1.3379753,0.0134402625
226,SDSS-II SN 13644,3.0517428,11.052017,-1.1932982,-0.10381412,-0.62953216,-9.258866,6.6290197,4.992831
227,SDSS-II SN 13646,2.4353728,6.835814,3.3094428,6.5340977,-0.23592359,3.1894817,8.300077,-2.7705965
228,SDSS-II SN 13675,-0.38566297,1.897682,-0.8438669,8.909101,2.604862,-1.246627,4.0516243,-12.328008
229,SDSS-II SN 13699,4.12357,2.7373598,-8.354908,1.2681212,-6.934017,-3.0642214,1.7854125,-4.7791357
230,SDSS-II SN 13725,-8.384374,1.624121,-3.1471226,-3.980976,-7.904228,-5.772062,2.4178987,4.1627274
231,SDSS-II SN 13803,-2.3696516,7.6570625,0.7051887,-0.38380417,-5.1976953,3.3559744,-0.20537156,-4.5463986
232,SDSS-II SN 13813,-7.354572,4.2287207,-4.2374825,7.388252,-4.1961126,-8.156659,1.618982,0.7608655
233,SDSS-II SN 13833,-4.3416014,-7.3322463,-1.3909761,1.5687699,-9.678867,-1.1103629,-0.07153343,-5.470861
234,SDSS-II SN 13843,4.6927266,-8.158825,4.306545,1.7242209,1.0554392,-6.6277785,-1.8074745,-4.151759
235,SDSS-II SN 13864,-2.4980042,5.964224,-3.7583823,12.220537,0.031009847,-2.0602956,-2.4009523,-10.627629
236,SDSS-II SN 13931,-0.89294094,-3.1772692,-7.6418724,0.95066845,0.059224512,-0.26045972,-8.504067,-4.7461977
237,SDSS-II SN 1395,-0.58931077,-2.3445888,-1.788194,6.0493665,-3.2114153,-6.587536,-0.23688835,1.420211
238,SDSS-II SN 14054,3.438203,1.4535481,-7.705072,0.61763227,-9.834995,-8.995741,0.6473022,5.1065173
239,SDSS-II SN 14081,-7.6878138,3.1439707,-1.4290649,-6.2046256,0.62964815,-4.382675,1.9194758,-4.0266213
240,SDSS-II SN 14113,-0.42162025,-0.9952521,-4.220104,9.010506,-2.5692756,1.0825783,-8.038667,-6.793391
241,SDSS-II SN 14258,-0.28154412,0.86411905,-5.3154306,6.4566426,10.606967,-2.1996927,3.3717272,-0.20685692
242,SDSS-II SN 14260,-3.057087,3.4464388,-1.0756794,3.3670893,2.491546,-8.303248,-0.9751219,-8.89679
243,SDSS-II SN 14311,0.37145245,1.4784405,-6.7746124,0.33025658,13.631785,-3.4717815,-0.46979657,-4.5176888
244,SDSS-II SN 14347,-6.8454347,-0.12185815,-0.95723766,10.15339,-0.63695085,-10.595733,-0.36030215,-4.8550267
245,SDSS-II SN 14361,4.587405,-0.020466404,0.40238878,2.4475267,-0.88748574,0.36381578,1.2937442,-7.0060153
246,SDSS-II SN 14375,-0.02363869,-11.306876,-2.931736,9.770868,1.3901654,-2.072321,-0.29958493,-7.759952
247,SDSS-II SN 14400,-3.5380182,0.6439356,-7.07613,1.7641661,4.257357,-2.927067,8.271246,-1.5933145
248,SDSS-II SN 14429,-1.8300399,0.8819435,-1.9763895,6.4103684,-3.880069,-7.3227935,1.5830437,-6.713998
249,SDSS-II SN 14453,1.1411462,-9.686813,0.3209083,5.811413,-5.2131977,1.0803928,4.2259774,-1.6134621
250,SDSS-II SN 14467,-2.384968,3.9316404,-1.8421608,11.789395,3.2269409,-8.669711,-2.8836212,-0.62610275
251,SDSS-II SN 14493,-2.946171,-3.3786426,-0.66970617,3.00022,-6.2763486,4.1138816,-9.237478,2.2853637
252,SDSS-II SN 14498,-2.6341064,0.33884773,-3.0038707,1.9165138,-2.2938244,-0.6287551,-6.572961,-15.44805
253,SDSS-II SN 14505,-7.3018265,-6.5524187,-1.2010348,4.5149517,-5.086503,0.85275143,1.4614096,-1.8497431
254,SDSS-II SN 14528,3.1384516,4.5543604,-0.53007907,11.697815,8.621516,-2.5845315,-2.2409537,-0.6752871
255,SDSS-II SN 14617,-1.1503649,7.8200374,-7.672983,9.540412,-1.3968948,-7.729379,0.6893697,1.9164315
256,SDSS-II SN 1465,4.287705,3.2696192,4.250041,3.510123,-6.718579,-6.0194936,8.252392,4.4014482
257,SDSS-II SN 1470,2.304274,-4.9412584,-1.7320001,3.9100404,-0.8137341,4.937378,-8.403882,-6.4055653
258,SDSS-II SN 14821,-4.129127,-1.5058196,-4.711158,9.995816,5.533632,-0.53405815,0.0007745075,-7.5749946
259,SDSS-II SN 14964,-2.4276402,0.89815587,-2.8869917,7.264835,7.5033355,3.6291876,4.706956,5.915147
260,SDSS-II SN 1500,0.21143481,6.989806,1.9250841,4.690822,-1.611037,-2.2240932,0.058542516,-8.32265
261,SDSS-II SN 15046,0.06727296,18.670467,1.2686834,0.53530294,-0.49151406,-0.09143906,0.116150685,-1.0796671
262,SDSS-II SN 15055,-4.1277122,3.9350471,-8.725446,8.011446,-2.6748443,1.6018783,-3.5642412,-8.386201
263,SDSS-II SN 15160,2.730331,2.5658777,-6.1647305,7.521071,3.6177232,-2.2704742,-8.0477495,-7.442572
264,SDSS-II SN 15198,-0.7877508,1.077232,-4.068299,13.198529,-3.9644659,-1.6782877,-0.8880831,-2.9110131
265,SDSS-II SN 15239,-4.5961113,-2.0978665,-6.80605,2.3396595,6.2765927,-2.518529,-7.2541375,1.1641412
266,SDSS-II SN 15272,-0.23287131,6.7222285,-11.593268,0.42104957,-6.926591,-4.6673055,1.0299698,-2.6711197
267,SDSS-II SN 15289,1.4807525,-1.3418001,6.3325543,7.6257086,5.727931,-2.5061576,-1.886693,-4.728248
268,SDSS-II SN 15309,-1.5806212,0.48645186,-9.256437,-2.4576204,-6.800289,-0.9746816,-6.227118,-4.2820816
269,SDSS-II SN 1535,-3.7650363,-1.4564902,0.6972625,5.274781,0.31920627,-3.2989612,-11.14669,-8.4675665
270,SDSS-II SN 15417,-7.8830876,1.7257644,-4.2060833,3.843328,-1.9633689,-0.57312626,-0.21697935,-12.782745
271,SDSS-II SN 15539,-2.226649,-3.1941857,-8.298824,1.7018492,-9.364117,1.0753365,-6.858244,-0.43727902
272,SDSS-II SN 15587,-3.121961,2.1341019,-13.0952835,5.833448,2.4608283,-5.717292,0.80377036,-0.119871356
273,SDSS-II SN 15751,-4.9374156,-6.964754,-1.7382063,8.779815,2.8861554,-0.34649,-0.11290514,0.5644726
274,SDSS-II SN 15793,-7.7353373,-7.9581904,-0.98273915,2.5049493,-3.1473613,2.6531343,-0.6072602,-8.688639
275,SDSS-II SN 15903,0.5211558,-1.2844223,-1.3809578,0.6793364,1.031436,-7.1930494,-8.22317,-10.685838
276,SDSS-II SN 15914,2.6827707,4.6253223,5.332838,6.846992,0.14125934,0.041951194,-1.5251769,9.847392
277,SDSS-II SN 15944,-1.4785982,2.1978257,-10.143796,6.1532593,-2.9753718,-4.2573543,3.3826206,-8.335124
278,SDSS-II SN 16091,-6.5012956,1.366302,-5.2779155,8.936778,-0.31163758,-6.780163,0.14351727,-8.557443
279,SDSS-II SN 1622,-5.4615836,-1.0066271,-5.05277,-0.38387924,-4.388208,4.4629364,-3.4007884e-05,-7.8611174
280,SDSS-II SN 16412,0.4642681,1.1616073,-6.657417,-1.7629682,-2.5361059,-3.2707822,-0.94015247,11.98877
281,SDSS-II SN 16436,-0.32223198,1.4677806,1.1758624,12.2863035,5.72109,4.2102532,3.2651188,-2.509116
282,SDSS-II SN 16455,-1.6968834,-1.9650495,-3.0115063,1.4230871,8.285097,6.3330374,1.5670313,-11.241209
283,SDSS-II SN 16582,0.005769454,-3.3353434,-3.8235128,6.2916756,1.9059364,2.660766,-3.6684341,-14.90336
284,SDSS-II SN 16768,0.46808156,-3.3967588,-5.51487,2.3142624,4.211195,4.596534,-3.5339255,-5.4464235
285,SDSS-II SN 16838,-1.0760369,2.3295507,-5.710652,0.83170235,0.6815309,1.529259,1.3162525,10.452866
286,SDSS-II SN 16977,-3.7465572,0.6574311,-5.88016,0.6538821,-2.7305803,-0.07093024,6.181715,5.5469255
287,SDSS-II SN 17219,3.9048035,4.2973337,-7.561855,7.713767,-0.11626892,-0.96855843,-1.853993,3.0734243
288,SDSS-II SN 17303,-3.693707,4.7744713,-3.2100534,5.0548153,-8.8793955,-2.4233913,-5.169835,5.026763
289,SDSS-II SN 17330,-1.6758792,6.7015867,-1.0604234,2.0254776,5.024703,-6.4897537,5.2390294,2.4328642
290,SDSS-II SN 17396,-2.4692273,-3.5150347,-0.0423823,2.3874624,-1.4483114,7.236049,-8.056658,-13.001112
291,SDSS-II SN 17422,-1.6622785,6.081111,-4.935715,6.1143236,-9.284912,-10.937856,1.2464595,6.6415753
292,SDSS-II SN 17465,5.281693,5.763347,0.6241599,4.298003,5.344565,-4.4062495,7.423966,6.0288625
293,SDSS-II SN 17466,-2.179224,-3.0807402,-1.7466472,1.0666428,3.4446495,0.78828984,-15.766996,-6.2420864
294,SDSS-II SN 1750,4.198976,-4.841342,-5.0286565,7.770559,1.7093774,0.48595044,-5.449222,-9.920392
295,SDSS-II SN 17508,0.08427303,1.4472306,-6.3426375,7.265875,3.2525256,-5.625286,3.4783955,-6.415551
296,SDSS-II SN 17539,3.152315,3.713061,-2.029316,5.1594014,0.9747122,-0.53487414,0.65360767,12.028863
297,SDSS-II SN 17542,6.0230327,3.4779434,0.10229723,8.917464,4.19089,-0.09965191,2.4545002,0.46692166
298,SDSS-II SN 17620,-2.0274348,-0.34157056,-1.7939548,4.799577,2.165291,3.6804495,-11.958186,-5.064952
299,SDSS-II SN 17662,-4.4744024,8.994649,-3.380313,-5.407292,-5.775306,-5.389789,1.751875,4.394068
300,SDSS-II SN 17667,3.9876068,-1.2718264,-8.505502,4.6369824,1.6665124,-6.00143,-2.1604958,-1.6855674
301,SDSS-II SN 17682,-2.3556044,1.4387108,-1.793191,1.973921,7.974389,-2.6820588,0.076539665,-6.908688
302,SDSS-II SN 17729,-6.6548047,6.764642,-5.224131,-1.4639854,-7.704705,-10.041043,1.3030787,1.3304214
303,SDSS-II SN 1773,-0.8998554,-4.354037,-1.0250678,6.7887955,6.952484,5.9994235,-8.180178,-5.411919
304,SDSS-II SN 17748,-1.2198479,9.756818,-3.339232,3.1399536,1.4526936,-7.3889604,11.884757,-0.9419972
305,SDSS-II SN 17789,0.7081712,3.0439062,-8.102291,8.501397,-0.013844455,1.8894911,5.169931,5.853132
306,SDSS-II SN 17816,-3.005422,0.25736898,6.6939716,6.0867486,-1.1647495,-0.62531626,0.5858316,-6.9486394
307,SDSS-II SN 17853,-3.3065593,-2.0047011,-5.898943,2.7519941,-2.5457394,-1.0839522,9.222128,-6.9203887
308,SDSS-II SN 17894,-6.027526,3.302961,-4.6392064,-0.5788086,-1.0128835,-4.543357,5.90946,-0.8739757
309,SDSS-II SN 17906,-6.246732,10.35882,0.19264384,1.9836049,-3.6502569,-7.6988664,5.303688,-3.1835203
310,SDSS-II SN 17928,-0.7039186,6.155028,-6.8492584,-6.4281745,-5.196437,0.5759674,-0.87434214,-6.18911
311,SDSS-II SN 17952,-1.5058442,-0.7184275,-9.493293,6.957008,-1.6172903,-9.971633,-1.4716853,-8.584549
312,SDSS-II SN 17997,-0.93584484,-12.314372,-5.5906143,2.6043005,-5.031619,-1.0932969,0.18004157,-5.6130257
313,SDSS-II SN 18058,-2.9997728,4.9107995,-5.9753995,0.41647074,-4.1270604,-1.4093387,0.18061386,-4.299467
314,SDSS-II SN 18067,0.58573484,6.4734454,-9.793617,9.836628,0.51135075,-3.0133915,6.023469,-1.5001476
315,SDSS-II SN 18075,0.21034798,-5.9715652,-4.2181854,4.985502,-0.52310544,-0.30338496,1.4683504,5.061857
316,SDSS-II SN 18077,-4.615958,1.3599832,0.058495305,-0.7407258,-12.1364355,-7.771011,2.0183823,0.93476784
317,SDSS-II SN 18101,0.07062906,1.5490416,0.026710765,2.028858,-7.5332046,0.6780831,1.3993077,-1.631913
318,SDSS-II SN 1821,-2.915098,-1.7019751,-1.1810488,3.220306,4.3286576,1.8052135,-7.353788,-10.199171
319,SDSS-II SN 18226,-2.4756696,6.882454,-4.900172,5.08217,-0.007873425,-8.732899,5.175189,-0.4421558
320,SDSS-II SN 18243,-2.6116912,2.05023,-8.507657,13.405428,1.4960717,-4.217658,-1.0007027,-7.716295
321,SDSS-II SN 18253,-2.9833665,2.4012914,-7.038715,-5.124255,3.1606786,0.62010217,5.4886274,-8.221694
322,SDSS-II SN 18273,-0.84755075,-1.5658542,-10.995836,2.5129752,1.1738881,0.87681365,0.5893187,-10.531324
323,SDSS-II SN 18276,-1.6767483,-4.286542,-3.6884532,10.220015,-3.7830548,-0.14039281,4.2369113,-9.352411
324,SDSS-II SN 18301,-1.7804184,-5.946678,-1.3318025,2.3483226,-3.0869076,1.3409122,3.9640112,-12.157319
325,SDSS-II SN 18331,-3.0291817,-1.5794148,0.5522628,-1.3433783,-11.574485,-0.5187542,-3.3223672,0.73953
326,SDSS-II SN 18376,3.65796,2.9571035,0.5259522,6.615673,1.147891,0.46277046,7.0447674,5.9627523
327,SDSS-II SN 18387,-3.983171,-4.3660326,-1.2623461,4.3110304,-1.5875347,0.30953947,-6.613868,-6.518587
328,SDSS-II SN 18405,2.1717823,-4.4005713,1.098136,6.718182,-3.248619,-3.2280025,-6.2365937,-7.794624
329,SDSS-II SN 18454,-6.3180337,-10.199185,-3.5572312,-1.6545142,-2.129133,-1.5933238,-2.0314324,-2.8654952
330,SDSS-II SN 18479,2.3386655,0.3516305,-3.0554655,10.954158,1.32611,3.9617462,-0.30831075,-7.9435186
331,SDSS-II SN 18593,2.0380769,5.574385,-4.240165,5.430584,3.207924,1.1130008,3.9334147,1.8707575
332,SDSS-II SN 18598,-11.008927,1.9392273,0.36248833,4.8894906,-1.4147909,-4.580611,-3.5632827,6.03996
333,SDSS-II SN 18647,-6.5872035,4.044654,-1.484383,12.837522,-2.4807792,-1.0397468,-0.11182356,-6.7017913
334,SDSS-II SN 1866,-6.690045,-0.025761796,-6.384073,4.389918,-0.4696231,-0.18927534,1.9896563,-4.3315644
335,SDSS-II SN 18664,-10.924915,2.127166,-3.727389,-2.760931,-3.213425,-1.0781494,-4.593917,0.27205774
336,SDSS-II SN 18743,-6.2613754,0.7834396,-2.7225046,-6.293836,-6.8162384,-0.7398772,-4.4754887,-3.6690052
337,SDSS-II SN 18848,2.9043283,2.7795343,-1.5082916,-0.47693098,-8.280681,-3.5455523,-1.9154087,3.9416485
338,SDSS-II SN 18898,0.31241286,-1.1178514,3.056666,6.1012645,-3.705916,-2.4949598,-2.2265532,7.6837907
339,SDSS-II SN 18917,-0.4339381,4.7926598,-8.716267,4.01413,8.016237,-1.4400653,0.5154658,-9.033187
340,SDSS-II SN 18935,-6.9919386,-3.8171656,2.8962698,1.9621004,-3.4102027,-3.5950673,0.61049235,-10.736547
341,SDSS-II SN 18943,0.31341898,4.3690014,-0.5525604,3.763487,-4.362791,3.9422402,-5.1051335,-8.422793
342,SDSS-II SN 18971,-2.0950606,-0.09634304,-3.1367035,6.1316986,-1.464507,-0.53037596,-1.2603178,-9.626556
343,SDSS-II SN 18973,7.85603,-7.6501985,2.2085671,2.2653193,3.1047325,-2.240108,-2.1497548,-7.369853
344,SDSS-II SN 18983,-0.9509028,4.826714,-1.368998,1.7508885,-4.641257,-2.6771789,4.028918,5.4169188
345,SDSS-II SN 19059,-0.7395239,-1.9327936,-2.9578695,7.191424,12.724308,3.1980715,-1.3467764,-5.665376
346,SDSS-II SN 19189,-0.038534325,-5.3214087,-4.221966,3.3764727,4.254804,-1.1331971,-5.065009,-0.7858142
347,SDSS-II SN 19209,5.6397038,-4.6871057,-0.3391102,6.413035,7.1993484,-1.6533948,-0.6458354,-4.1050043
348,SDSS-II SN 1921,-3.6983001,-3.0748863,-2.7261703,3.1458733,4.053196,-3.0248995,1.478873,-12.986947
349,SDSS-II SN 19344,-4.7825627,-3.0553885,-7.4286065,2.1864161,3.1331577,6.4672337,-8.688854,-7.421799
350,SDSS-II SN 19399,-2.9669323,-2.2738338,1.2596511,9.777666,1.8296117,-1.6333923,-3.9841182,-12.03463
351,SDSS-II SN 19428,5.6010566,2.9610202,-3.119531,2.1666787,-7.40277,3.440891,-0.76745784,-0.98632705
352,SDSS-II SN 19434,-5.7723055,4.0435734,-10.307891,2.4760373,3.6187558,-0.91850543,-7.206971,-5.172328
353,SDSS-II SN 19461,0.67969483,0.35230407,-11.1484,6.357956,-2.8873706,-0.85860974,-8.931054,-6.6139336
354,SDSS-II SN 19467,1.7637696,-4.229751,-2.741629,10.714611,2.9932277,-3.0837526,2.0922217,-8.765428
355,SDSS-II SN 19538,1.4020889,5.187866,-2.1090968,5.172663,-0.5331631,-3.2303588,8.95953,0.78378934
356,SDSS-II SN 19539,1.0304657,4.51026,-5.2381124,-2.2720342,2.855936,-4.0115004,9.165598,-3.996743
357,SDSS-II SN 19683,2.4996974,-1.0728223,-5.4124904,1.0879401,-8.121384,2.675682,-4.067706,-7.196717
358,SDSS-II SN 19721,-7.1541886,9.405888,-1.5697578,2.4527552,-7.460526,-1.2807939,1.5870826,2.5155368
359,SDSS-II SN 19723,4.146919,2.0310142,-5.1634173,11.94703,3.9168818,-4.684975,0.2972729,-4.2557883
360,SDSS-II SN 19776,-2.650751,-2.3608513,2.216205,5.0890803,1.1151779,10.140959,-6.103012,-0.6926329
361,SDSS-II SN 1980,-3.8951185,9.633494,-2.189915,1.0278295,-0.9006006,-6.9119024,2.7051492,4.929462
362,SDSS-II SN 1982,-0.24989708,5.4473147,-2.3888724,-0.6568135,-11.210434,-0.44677597,-0.37403518,0.51764053
363,SDSS-II SN 1991,-1.0291555,0.94724774,-8.948923,5.092583,3.0342147,-1.4427676,-5.461671,-10.143237
364,SDSS-II SN 19986,3.0485601,-1.8564262,2.355448,5.702268,-3.8595102,-2.782212,5.77532,-9.78979
365,SDSS-II SN 19987,1.3461784,-1.7176648,0.44370732,0.029188579,15.0337715,-0.3869594,-0.40688902,-5.6864057
366,SDSS-II SN 20216,-4.7260294,6.9756618,-1.3502281,-1.5165672,1.0129472,-12.62915,2.6283114,1.6146829
367,SDSS-II SN 20231,1.7037818,-7.317454,-4.540615,4.446689,-5.306499,5.350043,0.3087496,-0.21195129
368,SDSS-II SN 20251,1.8627354,-1.4827731,-0.47373614,4.4855547,-8.68303,0.08927957,-1.8131614,2.7376966
369,SDSS-II SN 20257,3.501842,-5.7333193,-3.9797375,3.7030563,7.023893,-1.9976158,4.87344,-1.3388643
370,SDSS-II SN 20369,-1.2106897,-2.7263196,-5.881886,0.6885774,-10.092037,-4.766741,2.1316772,4.150859
371,SDSS-II SN 2041,-1.6058731,6.188556,-6.1253057,3.1251233,-7.0926156,0.17405501,-5.2644935,-2.4021823
372,SDSS-II SN 20411,7.0802445,-5.3145223,-0.86055607,5.6297994,-3.7454913,-4.910137,1.4769373,-7.4457564
373,SDSS-II SN 2042,-3.773519,-5.6236153,-2.9026127,1.0212355,2.281256,-4.415631,-6.688546,-7.506304
374,SDSS-II SN 20467,-3.547916,3.6413317,-4.362211,0.43564138,-4.236669,-8.928955,5.8918653,-6.2857604
375,SDSS-II SN 20491,-7.6334567,2.0059092,-8.620047,8.119131,2.0490763,-7.092111,3.362341,-1.2277703
376,SDSS-II SN 20497,-0.16509911,2.3271449,-0.14634944,5.826949,13.921324,-5.8479095,0.103618406,-1.971263
377,SDSS-II SN 20590,2.6691484,-1.0977112,-7.608331,6.9295382,0.9269606,0.6696905,0.49346572,-5.1050887
378,SDSS-II SN 20591,4.318231,1.3749889,-5.4664316,3.9994648,9.670962,3.7848806,-3.5354457,-7.9554048
379,SDSS-II SN 20613,0.80652654,-8.553737,-5.610172,4.272356,-0.037167057,-0.54504025,0.9074065,-12.088453
380,SDSS-II SN 20646,-3.3936455,0.73415196,-3.4602475,2.4428341,-6.500632,0.094567925,-4.327927,-7.0315742
381,SDSS-II SN 20721,-1.8188637,4.18131,-8.407182,1.9649706,-2.9478076,4.3737984,-8.669899,-6.0681
382,SDSS-II SN 2078,-4.640683,-0.4880353,0.87903965,3.0974395,1.9996604,-0.7967564,1.168414,0.080719024
383,SDSS-II SN 20791,1.1590376,4.330056,-8.822974,4.609025,2.0331187,2.3605194,-5.8921638,-3.7780097
384,SDSS-II SN 20805,-3.5890546,0.14818981,2.3716927,-0.87050915,-3.677358,-6.027583,-9.726447,-0.4583428
385,SDSS-II SN 20820,-0.0076232455,1.83522,1.4322218,-0.08623799,-1.5089047,-26.67237,1.3593107,1.6411548
386,SDSS-II SN 20842,0.7752026,-5.4668193,-2.636944,6.832492,8.527801,0.910452,-2.6118424,-10.60288
387,SDSS-II SN 20861,-4.10829,-2.6992064,-4.4124722,4.4848027,2.8678951,1.1656135,4.091658,4.2945313
388,SDSS-II SN 20870,-3.0455327,1.3069158,-12.979406,-0.101770364,-1.5723816,-0.43396056,-3.2438896,-7.332306
389,SDSS-II SN 20895,-5.156125,-1.1407404,-7.2335844,1.7049795,6.148466,-0.29095158,0.7973456,-8.735609
390,SDSS-II SN 20916,-0.066988096,1.7842852,0.47856215,5.998292,9.7294235,1.5623348,-2.6968727,-9.04314
391,SDSS-II SN 2093,-2.5214274,1.9883668,-2.8952768,2.660042,0.894331,-10.606341,2.5501056,4.547796
392,SDSS-II SN 20953,-1.0768262,-6.5582957,-1.4484118,5.7241054,-6.853205,2.961336,1.1507409,-7.811584
393,SDSS-II SN 20956,4.128518,-0.42429397,-6.9341736,2.5509377,-10.687091,-2.4739285,2.0479019,0.08203335
394,SDSS-II SN 20969,1.487578,-7.9818945,-6.957281,2.9246933,-0.3932432,1.591249,-3.638461,-5.089176
395,SDSS-II SN 21081,-10.435459,-0.8090389,-1.9769324,0.16418487,-6.236249,-1.4166164,-0.2284574,-7.3828545
396,SDSS-II SN 21356,-1.6273657,-6.7642903,-4.792243,11.3300085,3.9200757,2.957975,-3.956258,-2.7087445
397,SDSS-II SN 21359,-1.4083697,-0.64996165,0.7743554,5.2334995,-0.5523554,-1.8328655,-9.517731,2.4457679
398,SDSS-II SN 21381,-1.4095123,-5.636347,0.87642187,8.769375,3.3346689,-4.1950626,0.2509746,-4.471248
399,SDSS-II SN 2148,-3.395482,-2.5739567,-3.773576,-0.812222,2.0720596,5.4074907,-1.8676137,-12.1448145
400,SDSS-II SN 2149,-4.2569113,6.9621925,-2.6020844,12.126535,-0.50007796,-10.366107,5.435483,-2.4463782
401,SDSS-II SN 21553,1.808258,-1.7115712,-2.598525,-1.7407954,-6.918579,-3.136343,-4.3516417,-5.1564374
402,SDSS-II SN 21709,-10.904977,3.4930053,-2.8558974,6.245432,-1.6529051,-1.9477115,1.1350183,0.2915829
403,SDSS-II SN 21711,-2.0588055,0.63687724,-7.074338,5.2883863,-2.5870142,-4.2995143,2.15844,0.6569968
404,SDSS-II SN 2244,-3.7824595,-8.125425,-0.44033378,1.2099344,8.218944,-2.3219893,-5.237362,-2.8004067
405,SDSS-II SN 2325,-1.9507974,8.018032,-2.3926961,-0.31630728,-6.9312325,-4.7805986,0.19392139,-7.8274693
406,SDSS-II SN 2464,-1.2682431,2.6368513,-7.876037,3.286118,-4.423541,-3.9027958,-4.8692927,-9.109481
407,SDSS-II SN 2615,-1.9776083,-9.436964,-2.7991152,1.7322186,-5.7359953,2.4915016,-6.967962,-5.639739
408,SDSS-II SN 2630,-3.7356396,6.633889,-6.0522537,7.68212,-3.377442,-4.1257863,2.0670147,-10.252128
409,SDSS-II SN 2808,-3.2863076,3.1216936,1.8157337,9.365877,-2.6779227,-2.7633033,7.752193,-7.295932
410,SDSS-II SN 2912,-5.48983,3.717878,-4.8881793,4.132731,-0.8861815,-0.46529397,-8.98545,-4.974249
411,SDSS-II SN 3090,-5.8272924,5.606719,-3.9893503,-0.5602056,-7.3159685,-2.5859694,0.7866876,6.9830537
412,SDSS-II SN 3196,-0.07681543,-12.281661,-1.7923874,1.7914097,0.15429671,-4.0569773,2.1797636,-0.16982025
413,SDSS-II SN 3344,-1.581105,-0.75173175,-3.5270133,0.3019215,1.4351257,-5.0463295,7.3007145,-8.664353
414,SDSS-II SN 3368,4.5193977,-7.465681,-5.1629243,6.724463,-1.6323088,-4.375961,2.6724358,-1.7577541
415,SDSS-II SN 3417,5.2816553,1.9737678,-0.6377413,15.082331,-3.2849655,-0.83707905,2.8412843,3.5173166
416,SDSS-II SN 3514,3.384804,1.362526,-4.6257243,2.7030256,-5.74555,-6.5827327,8.217562,-5.524888
417,SDSS-II SN 3529,-5.1498933,0.13534391,-5.4834514,-5.747907,-1.8758016,-6.1308765,0.7727055,-0.95506805
418,SDSS-II SN 3533,-6.238372,1.8987781,-4.3412676,8.975172,-5.984987,-1.8713431,7.78234,-5.0457516
419,SDSS-II SN 3558,-8.960751,-0.8886798,-3.7395368,3.4760687,-2.705803,-9.399544,7.6370068,2.283137
420,SDSS-II SN 3565,-5.849533,4.6259456,3.0670733,15.668154,-4.991513,-3.1675181,1.9049091,4.5239387
421,SDSS-II SN 3983,-5.0504336,0.11070064,-12.817179,2.8208165,-7.3822207,-6.3802333,0.024128236,-7.137689
422,SDSS-II SN 4019,-6.804654,3.2841227,-10.090887,5.9355,-3.273647,-2.7281573,-0.94253075,2.8987584
423,SDSS-II SN 4044,-2.2215261,-4.4282575,-7.6396847,3.3047042,-1.463233,6.0965433,2.7330117,-1.4476292
424,SDSS-II SN 4104,-2.2110581,-3.752203,-0.17937592,5.7147593,-0.6788619,-1.4130818,8.31817,3.8803384
425,SDSS-II SN 4129,3.4836586,-2.0078578,-0.7493401,3.5188403,6.790074,-8.849397,-5.1449285,-1.4332423
426,SDSS-II SN 4181,-6.55508,1.9003822,-4.360319,3.5411394,-3.1538556,-13.179311,-3.0433536,0.011235879
427,SDSS-II SN 4307,-3.005868,7.813369,-2.1748428,12.26455,-0.1862512,-3.6890552,8.782089,-2.1377685
428,SDSS-II SN 4330,0.749454,-2.2828617,-2.9330554,3.9397528,-14.028948,-0.62538,-0.661678,-4.189085
429,SDSS-II SN 4375,-0.8698376,-1.3307145,-3.5467014,-5.792693,2.7868965,-7.3487206,4.771632,-5.3929553
430,SDSS-II SN 4534,2.1841352,-0.7172831,-0.15148164,3.953995,-7.862192,5.858092,0.5111694,-10.537182
431,SDSS-II SN 4606,-0.25273618,0.27116236,-2.2463512,0.7208458,-13.926735,0.6199029,-6.1209383,4.3718643
432,SDSS-II SN 4888,-2.1777966,3.5461211,1.0217155,4.5761113,-2.03605,1.3011873,-4.585398,0.31036052
433,SDSS-II SN 4906,3.086475,7.3842106,-5.922701,2.550779,1.9683313,-6.2002525,4.6061745,1.6942555
434,SDSS-II SN 4907,1.2022306,-2.2154,0.5236061,15.382291,5.880922,-2.7582855,2.484278,-2.389887
435,SDSS-II SN 4966,-5.975595,0.7583078,-9.225379,12.1705675,-6.146572,-7.446138,-0.170555,0.6430584
436,SDSS-II SN 4978,0.423895,5.1478386,-4.0582323,3.5447407,1.5436014,-1.8115741,-2.5832217,-12.809259
437,SDSS-II SN 5001,-3.0766492,3.072579,2.6350482,4.4186373,2.2306595,-4.354409,-5.0407133,8.405055
438,SDSS-II SN 5235,5.09657,0.45072976,1.9486669,12.575968,0.99443525,-3.8387284,-3.070411,-3.9857333
439,SDSS-II SN 5401,0.6400435,4.7437325,-2.5081563,2.7056239,-0.03721638,-4.8800917,3.8754678,-5.785147
440,SDSS-II SN 5468,-0.9579171,9.802982,-4.0287843,4.155842,5.177748,-0.7797313,-4.89124,-1.8150012
441,SDSS-II SN 5498,1.3079197,-8.267073,0.36430356,4.7644215,5.745184,-6.7377048,4.3904023,-6.1300693
442,SDSS-II SN 5590,1.9873435,-7.00602,-0.32064894,9.887933,-1.2037605,-1.3300478,-1.8083979,-1.5132908
