0,1,2,3,4,5
SDSS-II SN 11314,-6.609289169311523,1.7749100923538208,2.048231601715088,1.8224490880966187,0.7411026358604431
SDSS-II SN 11316,-1.2740287780761719,-1.1177568435668945,0.8117361664772034,-2.2163610458374023,-3.137953042984009
SDSS-II SN 11492,-3.373516798019409,0.1900053173303604,3.307737112045288,0.210279181599617,1.9483028650283813
SDSS-II SN 1164,5.944623947143555,-1.4156585931777954,-1.8843729496002197,1.5775789022445679,0.6861690878868103
SDSS-II SN 1166,0.7143240571022034,3.2090063095092773,1.2858144044876099,-0.9925780892372131,1.5978151559829712
SDSS-II SN 11723,-6.861330509185791,1.2444865703582764,1.7697725296020508,2.301490306854248,1.3178939819335938
SDSS-II SN 11850,6.185831546783447,0.7481309175491333,-1.1095678806304932,0.7255879044532776,-0.8761120438575745
SDSS-II SN 1199,6.636007785797119,-0.3535785377025604,-0.11648929119110107,-0.9405874609947205,-0.4188748300075531
SDSS-II SN 12213,-0.7100305557250977,3.2369699478149414,2.344242572784424,-2.1158149242401123,0.12368262559175491
SDSS-II SN 12804,-0.3381608724594116,-2.4455270767211914,-1.195163607597351,-0.5226199626922607,2.266688108444214
SDSS-II SN 12852,0.3992832601070404,2.480323553085327,0.8298475742340088,-0.9639005661010742,-0.2331567406654358
SDSS-II SN 12868,9.526939392089844,-2.1566152572631836,-1.9023008346557617,-0.41063496470451355,-1.5164296627044678
SDSS-II SN 12875,-2.5651018619537354,3.268517017364502,0.35917171835899353,0.039474502205848694,-0.6755174994468689
SDSS-II SN 12879,-0.11826275289058685,3.913503408432007,1.6595622301101685,-0.3611832857131958,0.5263432264328003
SDSS-II SN 12895,1.6830366849899292,-3.215956211090088,-1.6419650316238403,0.3178170919418335,-2.9007792472839355
SDSS-II SN 12924,0.45819440484046936,1.2148756980895996,0.9181026220321655,-2.106414318084717,3.439373731613159
SDSS-II SN 12929,8.467331886291504,-0.9208951592445374,-2.310999870300293,0.30598145723342896,-0.9865490794181824
SDSS-II SN 12939,1.7042386531829834,-0.037563543766736984,1.5766222476959229,2.185784101486206,3.053661584854126
SDSS-II SN 12941,3.3645834922790527,0.7785772681236267,-4.7014851570129395,0.5228938460350037,-2.2131686210632324
SDSS-II SN 12942,8.404767990112305,-0.9177691340446472,-2.869635581970215,1.6273062229156494,-2.27085542678833
SDSS-II SN 12964,1.569440484046936,-0.009092308580875397,1.9334028959274292,2.188863754272461,3.1727817058563232
SDSS-II SN 12978,0.6092272996902466,-3.080904483795166,-1.9008901119232178,0.4374837875366211,-0.4437410235404968
SDSS-II SN 13009,4.062225818634033,-0.2243594229221344,-0.7209532856941223,1.1741307973861694,2.8294026851654053
SDSS-II SN 13016,0.07050562649965286,0.19473500549793243,-0.40483078360557556,-1.8689184188842773,2.1171090602874756
SDSS-II SN 1302,1.535972237586975,-0.4768809974193573,1.6392470598220825,2.375800371170044,3.2812387943267822
SDSS-II SN 13027,-1.7140733003616333,2.653877019882202,3.0487632751464844,0.5942329168319702,3.101505756378174
SDSS-II SN 13051,1.4706977605819702,-0.32661521434783936,2.2613468170166016,2.6257996559143066,3.285222291946411
SDSS-II SN 13058,6.223205089569092,-1.0683766603469849,-3.4864883422851562,2.548064947128296,-1.720327615737915
SDSS-II SN 13062,6.583972454071045,-0.5378626585006714,0.2049236297607422,-1.2012187242507935,-0.43007010221481323
SDSS-II SN 13076,6.120265007019043,-0.5942180752754211,-3.3066298961639404,2.4695851802825928,-1.5077937841415405
SDSS-II SN 13096,0.3472294509410858,2.466201066970825,1.962534785270691,-2.325338840484619,2.2285091876983643
SDSS-II SN 13106,6.173519134521484,1.5115081071853638,-0.7098996639251709,0.8787161111831665,-2.52565336227417
SDSS-II SN 13112,9.623146057128906,-1.0135923624038696,-0.645290195941925,0.41593948006629944,-0.6162261962890625
SDSS-II SN 13147,0.08744271099567413,3.5792436599731445,1.893972635269165,-1.0594658851623535,1.1068013906478882
SDSS-II SN 13148,-4.989888668060303,-0.9556411504745483,2.0895094871520996,0.8032018542289734,2.6028573513031006
SDSS-II SN 13158,5.047525882720947,0.922523021697998,0.7451363205909729,-0.5803185701370239,-0.2532216012477875
SDSS-II SN 13168,2.189822196960449,0.8384459018707275,-2.921013832092285,0.40022990107536316,-2.3010644912719727
SDSS-II SN 13269,5.036052227020264,-0.6380555033683777,0.6984466314315796,0.8701227307319641,-0.0959601178765297
SDSS-II SN 13277,7.028560161590576,-0.33326855301856995,-0.019121337682008743,-1.1543337106704712,-0.5449081063270569
SDSS-II SN 13291,9.512229919433594,-2.356271982192993,-2.803239107131958,0.8062761425971985,-2.871248960494995
SDSS-II SN 13304,1.723680019378662,0.6954242587089539,1.7673805952072144,-1.2892875671386719,3.3277156352996826
SDSS-II SN 13323,-2.113288164138794,0.7538702487945557,1.088202714920044,-1.9204567670822144,1.617101788520813
SDSS-II SN 13329,-0.41031917929649353,1.2209224700927734,-0.5962402820587158,-1.7495543956756592,0.5160529613494873
SDSS-II SN 13330,5.136456489562988,1.473212718963623,0.44119152426719666,-0.43690189719200134,-0.040563371032476425
SDSS-II SN 13339,1.4385030269622803,0.6086370944976807,2.772167205810547,2.2994301319122314,3.093855857849121
SDSS-II SN 13344,1.511185646057129,0.5874455571174622,2.174823045730591,2.026350498199463,3.0116753578186035
SDSS-II SN 13383,-0.4846296012401581,-1.3999162912368774,-2.2283577919006348,-1.4081703424453735,-0.5767509937286377
SDSS-II SN 13395,4.793062686920166,-1.0036896467208862,-0.6713287234306335,1.6647008657455444,1.650451898574829
SDSS-II SN 13406,4.546791076660156,1.544785737991333,0.36937451362609863,0.40957167744636536,-1.3339309692382812
SDSS-II SN 13413,5.402255058288574,-0.6355611085891724,0.30473122000694275,1.257330298423767,0.20842330157756805
SDSS-II SN 1342,0.9328972101211548,1.5742270946502686,1.695542812347412,-1.8674845695495605,2.6248440742492676
SDSS-II SN 13423,1.5961787700653076,2.2807116508483887,-2.1361160278320312,-1.3788173198699951,-1.8032737970352173
SDSS-II SN 13440,3.896411418914795,-0.9710626602172852,0.16927757859230042,-1.1662999391555786,-1.2556054592132568
SDSS-II SN 13441,-2.6473495960235596,2.8067102432250977,2.9743592739105225,-1.9035627841949463,1.187907099723816
SDSS-II SN 13461,8.376266479492188,0.7733005881309509,0.22718395292758942,-0.5319681763648987,1.0870203971862793
SDSS-II SN 13472,4.766873836517334,0.5147030353546143,1.4848815202713013,0.31573188304901123,-0.9988496899604797
SDSS-II SN 13476,1.297358512878418,1.1472996473312378,-0.24750220775604248,-1.9978222846984863,0.41370028257369995
SDSS-II SN 13477,1.952946424484253,2.5973610877990723,1.172322154045105,-1.1904550790786743,0.8128781914710999
SDSS-II SN 13483,7.066647529602051,0.8116165995597839,-2.515132188796997,0.7652552127838135,-2.7304186820983887
SDSS-II SN 13487,-2.8516476154327393,3.232428550720215,3.136911392211914,-1.4047353267669678,1.4506347179412842
SDSS-II SN 13491,-0.07573764771223068,2.8133020401000977,2.0934417247772217,-2.858086585998535,1.1437290906906128
SDSS-II SN 13492,-2.4062249660491943,1.6007376909255981,-0.1344660222530365,-0.7420315742492676,-1.7202394008636475
SDSS-II SN 13496,6.208181858062744,-1.8546684980392456,-2.9840505123138428,1.5874804258346558,-3.3812415599823
SDSS-II SN 13497,-2.958831548690796,3.8067705631256104,2.8233137130737305,0.6430757641792297,0.3100351095199585
SDSS-II SN 13498,6.301571846008301,-1.7227619886398315,-3.7563412189483643,2.734722852706909,-2.115208387374878
SDSS-II SN 13520,-0.7353907227516174,3.061345338821411,1.9981262683868408,-0.8397097587585449,2.686655044555664
SDSS-II SN 13529,1.5483524799346924,0.39933332800865173,-1.3561681509017944,-1.276386022567749,1.402428150177002
SDSS-II SN 13533,3.9807310104370117,1.1616042852401733,0.9910614490509033,-1.0131629705429077,0.3169761002063751
SDSS-II SN 13554,-4.095639228820801,2.2156407833099365,2.9328808784484863,-2.016895055770874,1.490048885345459
SDSS-II SN 13558,-0.5426751971244812,2.794404983520508,2.4279847145080566,-2.663207769393921,1.4608384370803833
SDSS-II SN 13566,6.839417934417725,-0.42813640832901,-2.3223698139190674,-1.0346431732177734,-0.6224892139434814
SDSS-II SN 13589,6.690582275390625,-2.1527109146118164,-3.9081082344055176,2.633439540863037,-2.135474681854248
SDSS-II SN 13633,-1.5658421516418457,0.5961957573890686,0.450221449136734,-2.7099390029907227,-0.926499605178833
SDSS-II SN 13644,6.529908180236816,-1.4674043655395508,-0.2784130275249481,-1.0014727115631104,-0.1798265129327774
SDSS-II SN 13646,-2.391566038131714,-0.8243591785430908,2.4053523540496826,-1.8967033624649048,0.27031442523002625
SDSS-II SN 13657,0.1878572553396225,3.277392625808716,1.590820074081421,-0.9929912090301514,1.688934326171875
SDSS-II SN 13675,1.760500192642212,0.11618319153785706,-3.7658417224884033,0.32071003317832947,-3.1007089614868164
SDSS-II SN 13689,1.0203863382339478,-2.8346595764160156,-2.065657377243042,0.5761104226112366,-0.08288182318210602
SDSS-II SN 13703,-0.5505948662757874,-1.86031973361969,-1.7150599956512451,-0.915519118309021,-1.7787160873413086
SDSS-II SN 13716,-1.9297232627868652,1.650794267654419,0.1871163547039032,-1.8786494731903076,1.0503268241882324
SDSS-II SN 13719,6.066615104675293,1.2977255582809448,0.41074445843696594,0.6840904355049133,-0.9526740908622742
SDSS-II SN 13725,9.805513381958008,-2.373627185821533,-2.6064720153808594,0.45157021284103394,-2.7366080284118652
SDSS-II SN 13729,-0.9052301049232483,2.5391058921813965,2.7273647785186768,-2.084470510482788,1.7768757343292236
SDSS-II SN 13732,1.2119680643081665,2.1234796047210693,-1.6569480895996094,-2.41050124168396,-1.3121051788330078
SDSS-II SN 13741,8.841530799865723,-1.1464765071868896,-2.6913974285125732,-1.094104528427124,-1.0038561820983887
SDSS-II SN 13750,-0.945059597492218,3.399130344390869,2.431044816970825,0.6733524799346924,1.244075894355774
SDSS-II SN 13767,9.047629356384277,-0.37696683406829834,-2.2435364723205566,-0.12843553721904755,-1.1130956411361694
SDSS-II SN 13768,0.09691407531499863,0.3643614649772644,0.29159262776374817,-2.2607686519622803,1.982656478881836
SDSS-II SN 1378,3.1962428092956543,0.283169150352478,-0.3027731478214264,0.40921950340270996,0.9852849841117859
SDSS-II SN 13784,3.5184969902038574,-0.35447466373443604,-1.904395341873169,1.5415754318237305,-2.0586342811584473
SDSS-II SN 13786,0.3891584277153015,1.3089606761932373,0.6592850089073181,-2.099682569503784,3.6870007514953613
SDSS-II SN 13803,6.576630115509033,-0.3988803029060364,0.15605680644512177,-1.123029351234436,-0.4457274079322815
SDSS-II SN 13813,-0.4894081950187683,0.10689408332109451,0.4777732193470001,-2.0544116497039795,2.551862955093384
SDSS-II SN 13815,6.155716896057129,0.18376824259757996,-0.6175955533981323,0.9966347217559814,0.017280515283346176
SDSS-II SN 13820,-1.2203179597854614,0.2119896411895752,2.241692543029785,-1.2079570293426514,3.541506767272949
SDSS-II SN 13833,-2.646540641784668,3.3181920051574707,2.9758684635162354,-1.642081618309021,1.3880443572998047
SDSS-II SN 13839,2.8654165267944336,0.0902671217918396,0.11480334401130676,-1.0516047477722168,0.9323350787162781
SDSS-II SN 13849,-1.7722909450531006,2.6428349018096924,3.0599677562713623,0.5248212218284607,3.1450018882751465
SDSS-II SN 1385,1.3585351705551147,0.9710172414779663,1.7667890787124634,1.5047296285629272,2.9035065174102783
SDSS-II SN 13859,0.5981828570365906,0.4627501368522644,-0.7067050933837891,-2.6837613582611084,0.268465518951416
SDSS-II SN 13861,-0.8625301122665405,2.8326416015625,2.6372151374816895,-1.5525119304656982,2.2872555255889893
SDSS-II SN 13862,3.6228413581848145,1.0225759744644165,1.2506760358810425,-1.2520250082015991,0.8861144185066223
SDSS-II SN 13864,-0.7566304802894592,0.7571919560432434,2.3910903930664062,-2.0089848041534424,0.6756529211997986
SDSS-II SN 13868,5.311408042907715,-0.40866950154304504,-3.0679256916046143,0.14070332050323486,-0.4858432710170746
SDSS-II SN 13896,-0.017246680334210396,-2.285555601119995,-1.6314729452133179,-0.5876298546791077,-1.666926622390747
SDSS-II SN 13903,-0.6864424347877502,2.44470477104187,2.746812343597412,-1.852268934249878,1.9134259223937988
SDSS-II SN 13909,1.281601071357727,-0.5989134907722473,-3.657224178314209,0.25865334272384644,-1.8039617538452148
SDSS-II SN 13931,1.825514793395996,0.7440484762191772,2.732231378555298,2.2711448669433594,2.8066205978393555
SDSS-II SN 13932,3.549187421798706,-2.802056312561035,-1.637082576751709,0.5400175452232361,-3.0892906188964844
SDSS-II SN 13946,-1.0400129556655884,-0.99420565366745,-1.5685399770736694,-2.2115652561187744,-2.6903889179229736
SDSS-II SN 1395,1.2078957557678223,-0.5717023015022278,1.0578356981277466,1.7605007886886597,3.442371368408203
SDSS-II SN 13968,6.52376651763916,-1.9616448879241943,-3.870889663696289,2.7243311405181885,-2.1599912643432617
SDSS-II SN 13971,2.6886892318725586,0.7960706949234009,1.2105419635772705,-1.1987046003341675,2.5436151027679443
SDSS-II SN 14013,-1.8260353803634644,4.178268909454346,1.3517283201217651,-2.449112892150879,3.0663387775421143
SDSS-II SN 14015,0.09621141850948334,2.878025531768799,2.0846548080444336,-0.5474046468734741,2.1975579261779785
SDSS-II SN 14053,7.269886493682861,-2.0453872680664062,-3.556147813796997,2.0290286540985107,-2.158447265625
SDSS-II SN 14054,7.386453151702881,-0.7388776540756226,-1.1856012344360352,-0.4592941105365753,-0.41570448875427246
SDSS-II SN 14074,-0.7722600698471069,1.4997459650039673,2.505242347717285,-2.1117734909057617,0.41848284006118774
SDSS-II SN 14081,8.947209358215332,-0.7894511222839355,-2.3014233112335205,-0.020622678101062775,-1.1196407079696655
SDSS-II SN 14085,7.278149604797363,1.1433390378952026,-1.6623090505599976,0.02201075665652752,-1.1388797760009766
SDSS-II SN 1409,8.363926887512207,-1.0517154932022095,-3.0138156414031982,1.5568791627883911,-2.011726140975952
SDSS-II SN 14102,3.096719980239868,1.2601817846298218,0.6529796123504639,-1.5639052391052246,-0.20736585557460785
SDSS-II SN 14113,-3.077003240585327,3.4720396995544434,3.4040558338165283,0.2912735939025879,1.1127275228500366
SDSS-II SN 14170,8.460156440734863,0.8246672749519348,0.25116539001464844,-0.5160210728645325,1.1582603454589844
SDSS-II SN 14205,0.45819011330604553,1.214963674545288,0.9181016683578491,-2.1064083576202393,3.4393556118011475
SDSS-II SN 14209,3.9567089080810547,-2.3006837368011475,-1.680424451828003,0.8521764874458313,-2.0385074615478516
SDSS-II SN 14231,-0.9820924997329712,-1.841225028038025,-1.8784102201461792,-0.08112455904483795,-2.1870052814483643
SDSS-II SN 14232,4.737084865570068,-3.00109601020813,-1.4307270050048828,0.6283867955207825,-3.150912284851074
SDSS-II SN 14251,5.063292980194092,-0.27681997418403625,0.8634052872657776,0.3047347962856293,-0.34685444831848145
SDSS-II SN 14258,-1.784234881401062,2.210036277770996,2.765887498855591,-2.65324330329895,0.4552588164806366
SDSS-II SN 14260,3.4089536666870117,0.8923910856246948,-4.832459449768066,0.5183600187301636,-2.150428295135498
SDSS-II SN 14262,9.381503105163574,-1.9253822565078735,-2.2718255519866943,-0.13007096946239471,-1.5631014108657837
SDSS-II SN 14268,2.8155345916748047,0.13558638095855713,1.0600497722625732,-1.1992225646972656,2.5766663551330566
SDSS-II SN 14285,6.2107133865356445,-1.1471874713897705,-3.487921953201294,2.5989954471588135,-1.8750051259994507
SDSS-II SN 14304,0.16819436848163605,1.216060996055603,-2.9565188884735107,-0.6760123372077942,-1.9193549156188965
SDSS-II SN 14305,-0.5924222469329834,0.39536252617836,-1.5671406984329224,-1.219303011894226,-0.9155513644218445
SDSS-II SN 14308,-2.018825054168701,-1.3294482231140137,2.2284834384918213,-1.0310860872268677,1.4256618022918701
SDSS-II SN 14309,3.043999433517456,-2.8606016635894775,-1.7384817600250244,0.4946916103363037,-3.1988649368286133
SDSS-II SN 14310,0.4919116795063019,3.162961006164551,-0.4685814678668976,-1.5190606117248535,0.7959035038948059
SDSS-II SN 14311,-4.864512920379639,3.599395275115967,2.7034876346588135,-1.5954619646072388,1.8017863035202026
SDSS-II SN 14322,-1.1333059072494507,3.3485231399536133,0.6900272965431213,-1.2693535089492798,1.9354010820388794
SDSS-II SN 14329,3.948031425476074,-2.2728521823883057,-1.7271214723587036,0.9167191386222839,-2.325329065322876
SDSS-II SN 14332,8.600424766540527,-1.1036969423294067,-2.087385416030884,0.32013723254203796,-0.638037919998169
SDSS-II SN 14334,1.4827895164489746,-3.0785038471221924,0.09950926899909973,-0.9362925291061401,-2.451021194458008
SDSS-II SN 14335,6.82513427734375,0.07477714866399765,-2.5720996856689453,1.8531575202941895,-2.062016487121582
SDSS-II SN 14343,0.371907114982605,-0.28466886281967163,-1.8529497385025024,-1.583873987197876,-1.5874903202056885
SDSS-II SN 14347,2.2933154106140137,-0.6668991446495056,-2.7952120304107666,1.4506083726882935,-1.7089744806289673
SDSS-II SN 14355,0.6836176514625549,0.38471847772598267,1.5572603940963745,0.7535656094551086,4.138657569885254
SDSS-II SN 14357,-0.4647723138332367,3.3741040229797363,2.294776439666748,-2.488523483276367,0.9676746726036072
SDSS-II SN 14361,3.1011247634887695,1.7988489866256714,1.318555235862732,-1.0803637504577637,0.8560342788696289
SDSS-II SN 14375,1.1938709020614624,1.7564080953598022,0.19174323976039886,-1.558430552482605,0.28080809116363525
SDSS-II SN 14400,6.35989236831665,-0.2901585102081299,-0.7766560912132263,1.26364266872406,0.27435794472694397
SDSS-II SN 14415,4.506446361541748,-0.31448930501937866,-2.1482903957366943,2.1533570289611816,-1.459906816482544
SDSS-II SN 14429,1.888832926750183,2.596099853515625,1.3343476057052612,-1.0332468748092651,1.3712565898895264
SDSS-II SN 14438,1.2681375741958618,-1.5672014951705933,-1.8134851455688477,-0.44952329993247986,-1.5486068725585938
SDSS-II SN 14444,-2.3859846591949463,-0.027267787605524063,0.7610003352165222,-1.962747573852539,1.9444242715835571
SDSS-II SN 14452,-3.221792697906494,0.9672355651855469,1.441763162612915,-1.507619023323059,2.757246494293213
SDSS-II SN 14453,-2.3208096027374268,2.664825916290283,0.2494002729654312,-1.4599274396896362,0.5781965255737305
SDSS-II SN 14455,-0.32428252696990967,3.332805633544922,2.262430191040039,-1.7198362350463867,0.9015967845916748
SDSS-II SN 14461,5.278909683227539,1.361065149307251,0.8865686655044556,-1.1189539432525635,-0.12195584177970886
SDSS-II SN 14463,-0.11247894912958145,-1.9448082447052002,-1.5931005477905273,-0.754736602306366,-1.380169153213501
SDSS-II SN 14467,-1.1376972198486328,0.6593078374862671,0.06524658203125,-2.8435163497924805,-0.8662613034248352
SDSS-II SN 14470,-2.2524783611297607,-1.608910083770752,-0.35194826126098633,-2.0906496047973633,-0.0516151525080204
SDSS-II SN 14472,3.533396005630493,-1.0094588994979858,0.4989038407802582,-1.41610586643219,-1.4128108024597168
SDSS-II SN 14475,-1.3875095844268799,1.8867599964141846,-0.5180953741073608,-0.7145858407020569,-2.798182249069214
SDSS-II SN 14478,-3.4333205223083496,3.4741203784942627,2.41745924949646,1.3733412027359009,0.06992030888795853
SDSS-II SN 14496,0.8483595252037048,1.5564059019088745,1.7934722900390625,-1.7154638767242432,2.631574869155884
SDSS-II SN 14498,-3.0065295696258545,2.720773935317993,0.7478316426277161,0.17065119743347168,-0.9755667448043823
SDSS-II SN 14505,-0.32219672203063965,2.930537700653076,2.3632681369781494,-1.194960117340088,2.264838218688965
SDSS-II SN 14522,-4.047789573669434,2.4606451988220215,2.895592212677002,-2.070848226547241,1.6417981386184692
SDSS-II SN 14528,1.7257801294326782,-0.006306836847215891,-3.5957095623016357,0.845696747303009,-2.2871110439300537
SDSS-II SN 14531,-1.7189804315567017,2.2895750999450684,3.06965970993042,-3.2355668544769287,0.7125935554504395
SDSS-II SN 14539,-4.391997337341309,2.002303123474121,2.9631381034851074,-1.8884005546569824,1.8410183191299438
SDSS-II SN 14540,-0.19397225975990295,-2.7877912521362305,-1.6567332744598389,-0.7034807205200195,0.36344611644744873
SDSS-II SN 1456,5.1686811447143555,1.2049278020858765,-0.8373216986656189,1.009246826171875,-1.7939571142196655
SDSS-II SN 14561,-3.971048593521118,3.1946933269500732,3.163362741470337,0.3244410455226898,0.6778259873390198
SDSS-II SN 14577,2.6782474517822266,-0.4077501893043518,-3.871948480606079,0.04862210154533386,-3.6222968101501465
SDSS-II SN 14589,-4.214029312133789,1.1202552318572998,3.0997421741485596,-0.8299984335899353,2.159902572631836
SDSS-II SN 14635,0.2718736231327057,0.6055448651313782,0.46013686060905457,-2.6996772289276123,2.3043248653411865
SDSS-II SN 14638,0.008662616834044456,0.44169071316719055,0.563715398311615,-2.5247058868408203,2.1897594928741455
SDSS-II SN 14639,6.674474239349365,-0.1757182627916336,-1.5895659923553467,-0.8547677397727966,-0.5196179747581482
SDSS-II SN 14658,9.524398803710938,-1.8738107681274414,-2.4898993968963623,0.1873510479927063,-2.007124900817871
SDSS-II SN 14661,-6.535642623901367,1.4559367895126343,1.760448694229126,1.8427826166152954,0.11673374474048615
SDSS-II SN 1470,6.04647159576416,1.134600043296814,-1.3324384689331055,1.0785462856292725,-2.0817878246307373
SDSS-II SN 14744,3.5389044284820557,1.3301891088485718,0.8404034972190857,-1.1032918691635132,0.08320891857147217
SDSS-II SN 14750,-2.8354055881500244,-0.9548973441123962,0.7650550007820129,-1.420418620109558,-2.2353546619415283
SDSS-II SN 14751,-2.195082187652588,-1.934600591659546,-0.7324378490447998,-1.9553282260894775,-1.6821247339248657
SDSS-II SN 14784,0.5172633528709412,-0.25460565090179443,-1.59818696975708,-1.554700255393982,-0.25792834162712097
SDSS-II SN 14786,-0.849175214767456,2.786888360977173,2.6599044799804688,-1.702816128730774,2.25720477104187
SDSS-II SN 14792,4.220726490020752,1.5657562017440796,0.7205436825752258,-0.6786474585533142,-0.3309798240661621
SDSS-II SN 14809,-2.3612253665924072,2.420984983444214,0.13978922367095947,-1.3949857950210571,0.33971652388572693
SDSS-II SN 14821,-3.08453106880188,0.9245732426643372,2.109060525894165,-1.8963931798934937,-0.9752634167671204
SDSS-II SN 14827,0.36815083026885986,3.3518307209014893,1.208261251449585,-2.9029815196990967,0.5014135241508484
SDSS-II SN 14833,3.9184024333953857,-0.32136645913124084,0.9659254550933838,-1.2799267768859863,1.7555683851242065
SDSS-II SN 14859,6.298306941986084,-1.8335462808609009,-3.76493763923645,2.7297539710998535,-2.3146204948425293
SDSS-II SN 14876,-3.0055248737335205,0.5802181363105774,3.2313668727874756,-0.6616725921630859,2.1284666061401367
SDSS-II SN 14883,1.9315240383148193,0.5140219330787659,-3.0078680515289307,0.7616004347801208,-2.3318381309509277
SDSS-II SN 14888,1.3927034139633179,1.1477535963058472,-0.8903043270111084,-1.7740825414657593,-0.9263535737991333
SDSS-II SN 14900,-2.510007858276367,3.411942481994629,1.3803815841674805,-1.531792163848877,0.8531053066253662
SDSS-II SN 14907,-2.9279730319976807,3.6264734268188477,2.965996503829956,0.2892373502254486,0.40455198287963867
SDSS-II SN 14916,-0.9901765584945679,2.6209404468536377,2.714904546737671,-2.3498153686523438,1.8722819089889526
SDSS-II SN 14960,7.764211177825928,-0.5797354578971863,-1.4495474100112915,-0.35398486256599426,-0.457325279712677
SDSS-II SN 14963,-1.7901525497436523,4.174068450927734,1.485158920288086,-2.790177822113037,2.9600718021392822
SDSS-II SN 14964,-1.9839140176773071,-0.7577452063560486,2.15058970451355,-1.3793349266052246,1.8351410627365112
SDSS-II SN 14965,0.38749825954437256,-0.15125538408756256,-2.0979831218719482,-1.089730143547058,-1.4964179992675781
SDSS-II SN 14966,7.13451623916626,0.8430147171020508,-2.3986401557922363,0.6833744645118713,-2.6677749156951904
SDSS-II SN 14978,0.1729632318019867,0.8291516304016113,2.4765400886535645,-1.1250613927841187,2.9742050170898438
SDSS-II SN 14988,-1.1961289644241333,3.3520901203155518,2.580820083618164,0.528564989566803,1.3864002227783203
SDSS-II SN 1500,0.9949764013290405,0.675014078617096,1.7334296703338623,1.4607430696487427,3.3845455646514893
SDSS-II SN 1504,1.2693320512771606,2.296482801437378,1.6015686988830566,-1.9431970119476318,2.487846612930298
SDSS-II SN 15048,-6.28718376159668,2.8373122215270996,2.3360166549682617,2.0481812953948975,2.214428186416626
SDSS-II SN 15055,-0.6233968138694763,0.4476924538612366,-1.3940891027450562,-1.0906025171279907,-1.1840747594833374
SDSS-II SN 15080,-3.9767234325408936,2.7258987426757812,3.5045254230499268,-0.25823044776916504,1.1346254348754883
SDSS-II SN 15103,-2.8608977794647217,2.623502731323242,2.8860604763031006,-2.078195571899414,0.7196962237358093
SDSS-II SN 15104,-0.38344189524650574,1.2847975492477417,5.846470355987549,0.2733180522918701,-1.7545360326766968
SDSS-II SN 15108,3.2626168727874756,0.8311391472816467,-4.759571075439453,0.5505732893943787,-2.233949899673462
