0,1,2,3
PS1-12bku,-6.352856636047363,-12.107315063476562,4.972628116607666
SDSS-II SN 10054,4.275467872619629,1.524154543876648,-6.86520528793335
SDSS-II SN 10113,2.229796886444092,5.2687458992004395,0.9472858309745789
SDSS-II SN 10161,-4.875977993011475,-9.149099349975586,6.230902194976807
SDSS-II SN 1024,-7.648474216461182,-11.324898719787598,7.222131729125977
SDSS-II SN 10299,5.292901515960693,2.940824270248413,-1.868849515914917
SDSS-II SN 10324,7.654921531677246,9.809541702270508,-2.183743953704834
SDSS-II SN 10450,2.337275743484497,3.139918327331543,1.7262566089630127
SDSS-II SN 1048,-6.764494895935059,-8.379907608032227,8.46120548248291
SDSS-II SN 10506,3.37743878364563,2.8292670249938965,2.3551414012908936
SDSS-II SN 10559,4.312008857727051,6.008584022521973,3.010843276977539
SDSS-II SN 10620,3.8051860332489014,0.49385160207748413,-0.826819658279419
SDSS-II SN 10976,-1.4385921955108643,9.01127815246582,-4.149323463439941
SDSS-II SN 10991,10.69519329071045,7.556868553161621,-1.433345079421997
SDSS-II SN 10997,1.3190653324127197,7.414453029632568,-1.478623867034912
SDSS-II SN 1109,-4.5624918937683105,-10.841900825500488,4.378740310668945
SDSS-II SN 11094,-6.838972091674805,-4.152836322784424,0.34562551975250244
SDSS-II SN 11120,-2.0586516857147217,8.269614219665527,-3.880791425704956
SDSS-II SN 1113,-7.6421098709106445,-0.2236316204071045,9.776121139526367
SDSS-II SN 1115,-4.905872344970703,-10.232148170471191,3.6876323223114014
SDSS-II SN 11156,1.0348504781723022,8.589437484741211,-1.6319289207458496
SDSS-II SN 11181,6.0635905265808105,8.65310287475586,1.4831900596618652
SDSS-II SN 11204,-3.341585159301758,6.793822765350342,1.615083932876587
SDSS-II SN 11305,10.682903289794922,11.830318450927734,-1.6771018505096436
SDSS-II SN 1131,-4.659576416015625,-10.154851913452148,5.31965446472168
SDSS-II SN 11314,9.442178726196289,12.226680755615234,-3.900890350341797
SDSS-II SN 11316,4.7872161865234375,0.1767306625843048,-6.516520023345947
SDSS-II SN 11492,2.8533737659454346,11.590960502624512,-0.7161754965782166
SDSS-II SN 1164,-7.463446140289307,-10.356396675109863,5.947400093078613
SDSS-II SN 1166,5.667860507965088,2.913808822631836,6.6527910232543945
SDSS-II SN 11723,8.920226097106934,13.09389877319336,-4.689937591552734
SDSS-II SN 11850,-4.602750301361084,-8.9020357131958,5.644328594207764
SDSS-II SN 1199,-5.204024314880371,-7.360467433929443,8.465019226074219
SDSS-II SN 12213,5.423041820526123,2.7371456623077393,3.1619362831115723
SDSS-II SN 12804,-6.229330062866211,2.8635613918304443,-5.056386947631836
SDSS-II SN 12852,2.572877883911133,-0.27830660343170166,2.178072452545166
SDSS-II SN 12868,-8.41960334777832,-13.626012802124023,10.139816284179688
SDSS-II SN 12875,9.865726470947266,2.3875789642333984,-0.8887383341789246
SDSS-II SN 12879,6.739163875579834,2.4371111392974854,5.624569892883301
SDSS-II SN 12895,-7.059538841247559,-6.797513008117676,-4.088085174560547
SDSS-II SN 12924,-2.1396312713623047,3.813868999481201,4.079988479614258
SDSS-II SN 12929,-7.194962978363037,-12.152443885803223,8.115874290466309
SDSS-II SN 12939,-3.9143967628479004,4.4826741218566895,10.855779647827148
SDSS-II SN 12941,0.867095410823822,-10.715686798095703,-0.054372116923332214
SDSS-II SN 12942,-7.1561150550842285,-14.108404159545898,6.071685791015625
SDSS-II SN 12964,-3.8632516860961914,5.036208629608154,10.997522354125977
SDSS-II SN 12978,-5.337768077850342,-1.8225276470184326,-6.649986267089844
SDSS-II SN 13009,-7.025947570800781,0.7947183847427368,7.679425239562988
SDSS-II SN 13016,-2.331512928009033,2.96808123588562,1.1968809366226196
SDSS-II SN 1302,-4.550933837890625,4.685358047485352,11.006958961486816
SDSS-II SN 13027,4.406100273132324,9.073600769042969,6.150756359100342
SDSS-II SN 13051,-4.364920616149902,5.3956074714660645,11.639561653137207
SDSS-II SN 13058,-8.550618171691895,-11.755613327026367,3.6825921535491943
SDSS-II SN 13062,-5.056480884552002,-6.877246856689453,8.9569673538208
SDSS-II SN 13076,-8.1326322555542,-11.3065824508667,3.8040266036987305
SDSS-II SN 13096,2.226905107498169,3.4281954765319824,5.302353858947754
SDSS-II SN 13106,-5.443448066711426,-8.56789779663086,3.7490499019622803
SDSS-II SN 13112,-4.272582054138184,-12.190068244934082,10.106501579284668
SDSS-II SN 13147,5.860724449157715,2.857396364212036,5.477970123291016
SDSS-II SN 13148,3.5881564617156982,12.436588287353516,-4.077597618103027
SDSS-II SN 13158,-3.2965402603149414,-5.185258865356445,6.6636576652526855
SDSS-II SN 13168,-0.2261497974395752,-7.764898300170898,-1.3095037937164307
SDSS-II SN 13269,-6.286737442016602,-5.336216449737549,5.422171115875244
SDSS-II SN 13277,-4.877302646636963,-7.807011127471924,8.945500373840332
SDSS-II SN 13291,-8.890738487243652,-15.471271514892578,8.082600593566895
SDSS-II SN 13304,-2.0888607501983643,3.19699764251709,6.34055757522583
SDSS-II SN 13323,1.314803957939148,6.466268062591553,0.9100868701934814
SDSS-II SN 13329,0.7418625950813293,0.329397052526474,-0.14546890556812286
SDSS-II SN 13330,-2.4191880226135254,-5.647979736328125,6.569243431091309
SDSS-II SN 13339,-2.967599630355835,6.031975269317627,11.426834106445312
SDSS-II SN 13344,-2.8948469161987305,5.286731719970703,10.934389114379883
SDSS-II SN 13383,-2.2400875091552734,-1.3296774625778198,-4.095921516418457
SDSS-II SN 13395,-7.376064777374268,0.18119294941425323,9.628645896911621
SDSS-II SN 13406,-2.8311502933502197,-6.100141525268555,4.508403778076172
SDSS-II SN 13413,-6.692730903625488,-5.992403984069824,5.2416157722473145
SDSS-II SN 1342,-0.25510460138320923,3.3531126976013184,5.225903511047363
SDSS-II SN 13423,1.4514775276184082,-5.549139499664307,0.7526060938835144
SDSS-II SN 13440,-6.4136857986450195,-4.4407758712768555,2.2178945541381836
SDSS-II SN 13441,5.837030410766602,6.575878143310547,2.292635202407837
SDSS-II SN 13461,-2.559750556945801,-9.137927055358887,10.695433616638184
SDSS-II SN 13472,-4.937413692474365,-3.966648578643799,6.041776180267334
SDSS-II SN 13476,-0.40815454721450806,-0.7428203821182251,1.801639199256897
SDSS-II SN 13477,0.7896214723587036,-0.9257295727729797,5.12799072265625
SDSS-II SN 13483,-6.661851406097412,-10.240419387817383,2.9467074871063232
SDSS-II SN 13487,6.662271499633789,7.185834884643555,2.6712963581085205
SDSS-II SN 13491,3.3730199337005615,2.9294047355651855,4.339520454406738
SDSS-II SN 13492,7.504502773284912,0.6881625652313232,-2.7270944118499756
SDSS-II SN 13496,-7.933101177215576,-12.65451431274414,1.0747857093811035
SDSS-II SN 13497,10.12639045715332,6.353719234466553,0.7474926114082336
SDSS-II SN 13498,-9.303186416625977,-12.6670503616333,3.108675479888916
SDSS-II SN 13520,5.3909077644348145,5.491278171539307,6.363827705383301
SDSS-II SN 13529,-2.654601812362671,-1.252135992050171,1.1056021451950073
SDSS-II SN 13533,-2.3495655059814453,-3.1411845684051514,6.269411563873291
SDSS-II SN 13554,5.805111408233643,8.705799102783203,1.3776851892471313
SDSS-II SN 13558,3.7712013721466064,3.8718066215515137,4.282425403594971
SDSS-II SN 13566,-7.850898265838623,-9.13041877746582,7.973216533660889
SDSS-II SN 13589,-9.786163330078125,-13.197776794433594,3.6312761306762695
SDSS-II SN 13633,2.6637790203094482,1.821553111076355,-2.62259578704834
SDSS-II SN 13644,-6.450769424438477,-6.954009056091309,9.324578285217285
SDSS-II SN 13646,1.2809967994689941,6.7463555335998535,-3.2085084915161133
SDSS-II SN 13657,5.726800441741943,3.4627685546875,6.294445991516113
SDSS-II SN 13675,0.7632995843887329,-8.893295288085938,-2.607961893081665
SDSS-II SN 13689,-6.00977087020874,-1.9335390329360962,-6.367204189300537
SDSS-II SN 13703,-1.713188648223877,-2.3709006309509277,-5.651394844055176
SDSS-II SN 13716,0.8436152935028076,5.335873126983643,1.309047818183899
SDSS-II SN 13719,-2.9694650173187256,-7.520139217376709,5.783679962158203
SDSS-II SN 13725,-8.740405082702637,-15.342162132263184,8.94442081451416
SDSS-II SN 13729,4.319300651550293,4.883272647857666,4.128271102905273
SDSS-II SN 13732,1.74642813205719,-4.2676873207092285,1.463611125946045
SDSS-II SN 13741,-8.407365798950195,-11.456003189086914,9.285687446594238
SDSS-II SN 13750,9.652276039123535,4.83228874206543,4.027587413787842
SDSS-II SN 13767,-6.320660591125488,-12.496552467346191,8.966143608093262
SDSS-II SN 13768,-1.2219187021255493,3.0979092121124268,1.6186085939407349
SDSS-II SN 1378,-6.513116359710693,-0.8841473460197449,5.758106708526611
SDSS-II SN 13784,-3.8237531185150146,-9.201835632324219,0.06307394057512283
SDSS-II SN 13786,-2.7245872020721436,3.7468364238739014,3.983240842819214
SDSS-II SN 13803,-4.967489719390869,-7.000286102294922,8.782748222351074
