,SN,0,1,2,3,4,5,6,7,8
0,PS1-11ala,1.9455398725630266,0.9803166325714046,0.596691083071118,1.6290440904470629,-0.2468664982557778,1.1670208567419526e-06,17.967779594998785,1e+38,1e+38
1,PS15bdr,1.0949282807048666,0.6331448580370237,0.4910600012856254,1.3299589500637856,0.5175613782262162,-2.1297490965454603e-07,6.511112719095163,1e+38,1e+38
2,SNLS-03D4cw,1.5324342849997348,1.870905603689077,1.7916807853250027,5.382528102211768,5.754348552212778,-2.4490410960771645e-07,159.65735856992666,1e+38,1e+38
3,SNLS-06D1hc,1.2875718669585812,1.349219769035854,0.46719364316580003,1.1736077527343651,-0.46683263808236986,1.5886797644885007e-08,14.303433692704829,1e+38,1e+38
4,PS1-10l,1.010772367752023,1.1535434714309003,0.9833634803001848,1.4211438484706331,0.1462725758173083,-7.203123434366557e-08,16.288199642094714,1e+38,1e+38
5,SN2016zd,0.9258711850739795,0.47127908300884525,0.6105397791227354,1.1607066224760134,0.1266564297301088,1.6058597256852336e-07,14.940657321077477,1e+38,1e+38
6,SNLS-05D1by,1.0854836564123291,0.6069564750856822,1.093248258597882,0.7103182557644013,2.2406993545266394,-7.277377705139328e-07,20.320461096189426,1e+38,1e+38
7,SN2012P,0.7485474074456289,0.9209784140808477,0.245341125604271,0.3719391841762704,-0.5604897036464404,0.15316337950494666,10.887898689124505,1e+38,7.5145156017488395
8,SNLS-04D4gz,1.2519325692207088,1.03025906541686,0.7641207355926892,0.5971659583275426,1.3574359040122566,0.19244899898656426,13.189637036731543,1e+38,11.353875381402677
9,PS1-10bkf,0.8453409899042602,0.9201648827171857,0.2204301787167898,1.0250067014237436,-0.10251637960216399,-7.763979168724672e-07,12.241531212228441,1e+38,0.0
10,SNLS-04D4ht,1.3386806847995887,0.9486958840214039,0.6513232115786013,0.5774166807379157,1.193468038704542,-0.039484332380659876,16.914498024145026,1e+38,0.0
11,SNLS-05D1dn,1.1346520018115498,1.201010142299481,0.9250539381425852,0.7946725478138562,1.9501018687051581,-9.41139356816767e-07,31.42718306022336,1e+38,0.0
12,ASASSN-15nq,1.3629360275926294,0.7836842508892341,0.17036811707350014,-0.08542706963643275,2.1040058980005236,3.299773516660325,7.592595864711752,13.830545074927933,1e+38
13,ASASSN-15nr,1.1737611847067504,1.7024632498271755,0.5507025849249864,1.349567232382908,-7.200932235044709,9.902156990095618,12.031415136920073,27.61775113824326,1e+38
14,ASASSN-15ti,0.8804611227699704,0.4570419728677766,-0.458148919928942,1.033920425524226,0.42898239290753404,0.7887095648350253,9.766360423214273,9.670159987079701,1e+38
15,ASASSN-15uw,1.1736629734745074,0.49006902743134106,0.30662608772931127,0.8659966676309692,0.298699082750195,0.3698913801234525,7.529582859806981,10.407275807615296,1e+38
16,DES17C2ou,1.4029548888918262,1.0529346501980255,0.31313576741358184,0.6807044631942434,-0.18552517024436516,0.6466618589568596,10.480058656168703,9.386033494282609,1e+38
17,DES17C3arf,0.9725182491671317,0.6120967919050394,1.0752219194008383,0.18849805950434617,1.4550859478821005,-0.2796726427082487,8.442642417861517,9.543910199240761,1e+38
18,Gaia16ahz,2.006020205710956,0.07646742515531045,0.9810212441101503,2.4600111510567437,-0.08655454819292778,2.0788952803544603,14.128054771123644,5.7216972426709525,1e+38
19,LSQ12blp,1.4555591986187895,0.9808720712611044,0.25413409903810685,-2.22378516096228,8.323699806183951,12.691881536952856,8.168242046203124,16.49716643650086,1e+38
20,LSQ14an,4.396553080097483,4.378292051388676,1.0796415575697392e-07,4.428224551446571,1.0504808381849729e-07,-1.3693814963891525e-07,309.42053831977057,1.037325631002685,1e+38
21,PS1-10agw,1.4337873469971323,1.8681251475783835,0.37805044667675225,1.8998366452064057,0.6872390579017882,0.8379268967849448,15.03241690369994,9.381928735610428,1e+38
22,PS1-10awh,2.786272324254755,0.6805643207116681,0.8239818970364886,2.2691374909828235,0.4051657461676742,-0.3853578947484209,51.31136156055346,11.160165766342429,1e+38
23,PS1-10k,0.9168317115275063,0.9598055351815379,-0.3056469920098546,0.605526445885176,-0.48044763681364433,0.7902467104132118,3.1998158887320747,7.304430384087679,1e+38
24,PS1-10n,0.8819496891200824,1.1140624264805685,-0.4010836427773739,0.4994415750554232,-0.6680721210021207,1.8108830382003833,9.139967344972725,9.727929147859863,1e+38
25,PS1-10p,0.8031987754877618,0.6175484725858944,-1.0115874513522758,-0.1778936211319253,-2.1353876362034665,-0.6533066391989336,2.672398618536536,13.982458851575473,1e+38
26,PS1-11cn,1.8045348211832697,0.6489595737107995,0.5753112025967304,1.0952303648638906,1.111754662047395,0.9973951132082526,10.382647394764465,8.05836535264286,1e+38
27,PS1-11fi,0.8301123938679357,0.9190982305389799,0.6516092818815861,1.1062841688307226,0.3672123889938687,0.23644169378481755,25.531842396941308,14.596283043840645,1e+38
28,PS1-11sk,0.8677950338591697,0.772562119597028,-0.3268746250112794,0.36695726820023516,-1.2570057550669742,2.8856662030731426e-06,2.4538510145873356,0.0032050612597542046,1e+38
29,PS1-11w,0.8535543479493536,0.8186420254007171,0.47498675326829454,0.7171616375144235,0.16739831753793932,0.024585866818679938,8.508403228714313,0.19048295984115216,1e+38
30,PS1-13or,1.3339918540341194,0.7562448981481683,0.2688979096804011,0.3463152687848487,0.12913760006178487,1.088131386209252,49.130845474197834,12.14360771889767,1e+38
31,PS15aii,0.7929020380881623,1.3534404782319056,1.067488606719825,0.6489603791887903,0.8652672022955306,1.0433840880514177e-07,4.587691947611477,11.72377862615405,1e+38
32,PS15bwh,0.9398405959684905,1.1863026582913496,0.3706527784623331,0.30573828775314255,0.3334148593611786,0.34799895741470116,10.198690883540854,6.692445020584894,1e+38
33,PS15cwx,1.265158055205341,0.7972711865747095,0.4654041504099358,1.110987314016702,-0.617309441301313,0.9912962912728525,13.866234783157193,11.044040513147435,1e+38
34,PSN J23102264+0735202,1.0558458850075718,1.0340960865407371,0.831435521990545,0.4758753080156937,0.21847296674830594,0.21600520619504798,8.62242084258188,19.824148928107896,1e+38
35,PTF10bfz,1.4202899160317333,1.52446456635213,0.5567082107010387,1.1102478595523713,-0.30499588182453763,0.23873546177166952,26.52805294126229,17.603939870877724,1e+38
36,PTF12hni,1.7094999654536023,1.903839964007275,0.18875300040698326,0.9768688180612058,-0.18982436666661026,0.26927269869083414,18.64275182561526,9.55037218157049,1e+38
37,PTF13bdl,1.0646783255867391,-1.8317281564436392,-8.459993987738851e-06,1.65858685258682,6.652807373405871e-06,-1.9143889040756098e-06,66.11441089130464,278.4241234072262,1e+38
38,SN2003fj,1.3916853174960466,1.4897640630425868,-0.6560260889908476,0.39098877650886754,-0.24800438701808714,0.8417644633942546,15.353317391069563,49.004518336723905,1e+38
39,SN2003fk,0.9713599865342664,0.047947066929161425,0.9599258098831125,0.44004472326315475,1.2374133915139334,0.7086879984875291,12.592784851487748,38.2922795852313,1e+38
40,SN2004gt,1.2292033051172693,1.4959384985665625,0.4925631210703783,1.3449002732109336,26.726929669718626,30.060314013532633,14.725949268161695,43.58976599384453,1e+38
41,SN2005Q,1.5752606350378946,1.160039102623092,0.8988967643467943,0.8606361817114321,0.8624236918955498,0.4082690647900262,8.599048701661184,15.056759123949988,1e+38
42,SN2005bj,1.2336261238424893,0.5628279383579545,0.7118704313601043,-0.5291308738749303,1.0088757282861622,1.0559629060479687,21.416828870741377,8.306150544108677,1e+38
43,SN2005bl,1.7621031366734743,1.2783238800981145,1.0358754266174495,1.0762536412551487,1.0947497222952007,-0.1318955915295573,8.51759290688898,9.610353581037792,1e+38
44,SN2005ku,1.1833158781158832,0.7264612628074504,0.5115356271321505,0.6240208262701765,-0.25821123624158204,-9.544890488539428e-07,8.782470781756853,5.35124102417076,1e+38
45,SN2006ep,1.471134277761043,0.9579426907824525,0.7223575681401101,1.410787689320653,0.34554760167211823,0.08462486487505014,16.318110200580648,10.885127645971094,1e+38
46,SN2006gj,0.7596859669037314,0.8665890828145251,0.49319922018636697,0.5939945629399501,0.5334237242685724,0.27000735959992544,10.886087335501005,7.18235198867178,1e+38
47,SN2006py,0.9842632820113133,0.9498942017819223,-1.0160231302156943,1.3875635945598084,-0.558524114011713,3.8525938759701346e-08,11.196739061205916,17.258163851779425,1e+38
48,SN2007A,0.798621465126501,0.7582926459402939,1.0690635798148655,0.8070262633951317,1.3636170124818268,0.7150083649784787,9.920167488699652,11.62965073427386,1e+38
49,SN2007hn,0.9046373814624976,0.9285672638433663,0.17169256687339088,1.0307281181172465,6.8429643119862895,9.986437392944644,13.456651768239157,28.022700638687443,1e+38
50,SN2007hx,1.0468974572450174,0.642616202085129,-0.25427097859034087,0.9387616298259325,0.2450168479811204,0.8478888791392926,11.839540433871068,7.195770456726361,1e+38
51,SN2007if,2.734093451522343,1.8444359719283974,0.9889727233767112,-0.19171789071920328,1.545682071371243,0.805270717224698,29.012380283422264,50.4825620176947,1e+38
52,SN2007jh,0.9408138398972068,0.9577241064277646,0.6305870058646199,0.6543507021604128,0.4335754122035529,0.11924546639791352,8.617844954087369,10.746635333286997,1e+38
53,SN2008bq,1.3733772366666175,1.0060065603611028,0.4706094552172696,0.21403740102130808,0.6160198822677629,1.2722671195678803,14.040895948464058,7.1667270109080725,1e+38
54,SN2010ap,1.6801421641270786,1.8943217024120362,0.29625633652206845,2.8475908522012507,-0.41042367530562857,2.9216694704670827e-06,12.426239103252248,6.612635722158757,1e+38
55,SN2010fq,0.7916957262498633,0.3282842503580864,1.0860129408206372,0.33861844365067806,0.9228089685481691,8.182967251623541e-07,4.7771680469589395,9.831046931481888,1e+38
