Name,g',r',i',claimedtype,redshift,alias,spectrum_count,in_anderson,in_cccp,in_pantheon,in_sanders,spec_class
SDSS-II SN 20965,3,5,3,Ia,0.390807,SDSS-II SN 20965,0,0,0,0,0,0
SDSS-II SN 20968,4,4,4,II,0.254595,SDSS-II SN 20968,0,0,0,0,0,0
SDSS-II SN 20969,6,7,6,Ia;Ia,0.332255,SDSS-II SN 20969,0,0,0,0,0,0
SDSS-II SN 20990,5,5,5,II,,SDSS-II SN 20990,0,0,0,0,0,0
SDSS-II SN 20998,5,4,3,Ia;Ia,0.359106,SDSS-II SN 20998,0,0,0,0,0,0
SDSS-II SN 21005,6,6,5,II,,SDSS-II SN 21005,0,0,0,0,0,0
SDSS-II SN 21028,16,9,3,II,,SDSS-II SN 21028,0,0,0,0,0,0
SDSS-II SN 21065,3,4,3,Ia,,SDSS-II SN 21065,0,0,0,0,0,0
SDSS-II SN 21081,4,6,4,Ia;Ia,0.323;0.144;0.134,SDSS-II SN 21081,0,0,0,0,0,0
SDSS-II SN 2118,5,6,6,II,0.306109,SDSS-II SN 2118,0,0,0,0,0,0
SDSS-II SN 21183,3,7,6,II,,SDSS-II SN 21183,0,0,0,0,0,0
SDSS-II SN 21207,7,6,4,II,,SDSS-II SN 21207,0,0,0,0,0,0
SDSS-II SN 2128,13,15,15,II,,SDSS-II SN 2128,0,0,0,0,0,0
SDSS-II SN 21327,4,4,4,II,,SDSS-II SN 21327,0,0,0,0,0,0
SDSS-II SN 21332,6,8,5,II,,SDSS-II SN 21332,0,0,0,0,0,0
SDSS-II SN 21356,5,7,8,Ia;Ia,0.228;0.206,SDSS-II SN 21356,0,0,0,0,0,0
SDSS-II SN 21359,8,4,5,II,,SDSS-II SN 21359,0,0,0,0,0,0
SDSS-II SN 21360,4,5,3,Ia,,SDSS-II SN 21360,0,0,0,0,0,0
SDSS-II SN 21380,5,6,3,II,,SDSS-II SN 21380,0,0,0,0,0,0
SDSS-II SN 21381,4,5,4,Ia;Ia,0.158;0.146,SDSS-II SN 21381,0,0,0,0,0,0
SDSS-II SN 21389,3,4,3,II;Ia,0.528;0.431,SDSS-II SN 21389,0,0,0,0,0,0
SDSS-II SN 21401,5,6,3,Ia;Ia,0.0533,SDSS-II SN 21401,0,0,0,0,0,0
SDSS-II SN 21402,4,5,4,Ia,,SDSS-II SN 21402,0,0,0,0,0,0
SDSS-II SN 21406,7,6,3,Ia,,SDSS-II SN 21406,0,0,0,0,0,0
SDSS-II SN 21407,12,6,5,II,,SDSS-II SN 21407,0,0,0,0,0,0
SDSS-II SN 2143,4,11,11,II,,SDSS-II SN 2143,0,0,0,0,0,0
SDSS-II SN 21438,9,5,3,II,,SDSS-II SN 21438,0,0,0,0,0,0
SDSS-II SN 21469,6,3,3,II,,SDSS-II SN 21469,0,0,0,0,0,0
SDSS-II SN 21478,11,11,4,II,,SDSS-II SN 21478,0,0,0,0,0,0
SDSS-II SN 2148,5,15,13,II,,SDSS-II SN 2148,0,0,0,0,0,0
SDSS-II SN 21485,7,11,3,II,,SDSS-II SN 21485,0,0,0,0,0,0
SDSS-II SN 2149,5,7,7,Ia;Ia,0.295639,SDSS-II SN 2149,0,0,0,0,0,0
SDSS-II SN 21553,7,8,3,II,,SDSS-II SN 21553,0,0,0,0,0,0
SDSS-II SN 21559,7,4,4,II,,SDSS-II SN 21559,0,0,0,0,0,0
SDSS-II SN 21582,4,4,4,Ia;Ia,0.352;0.305,SDSS-II SN 21582,0,0,0,0,0,0
SDSS-II SN 21591,4,5,4,Ia;Ia,0.087;0.082,SDSS-II SN 21591,0,0,0,0,0,0
SDSS-II SN 21600,4,8,5,II,,SDSS-II SN 21600,0,0,0,0,0,0
SDSS-II SN 21607,8,8,4,II,,SDSS-II SN 21607,0,0,0,0,0,0
SDSS-II SN 2162,7,9,7,Ia;Ia,0.1727,SDSS-II SN 2162;2MASS J01014629-0008011,0,0,0,0,0,0
SDSS-II SN 21682,11,7,3,II,,SDSS-II SN 21682,0,0,0,0,0,0
SDSS-II SN 21709,5,7,6,Ia;Ia,0.159,SDSS-II SN 21709,0,0,0,0,0,0
SDSS-II SN 21711,5,3,4,Ia,,SDSS-II SN 21711,0,0,0,0,0,0
SDSS-II SN 2183,10,19,19,II,0.089714,SDSS-II SN 2183,0,0,0,0,0,0
SDSS-II SN 21874,3,4,3,Ia;Ia,0.368,SDSS-II SN 21874,0,0,0,0,0,0
SDSS-II SN 21890,4,4,4,Ia;Ia,0.364784,SDSS-II SN 21890,0,0,0,0,0,0
SDSS-II SN 22078,10,8,5,II,,SDSS-II SN 22078,0,0,0,0,0,0
SDSS-II SN 2225,14,6,3,II,,SDSS-II SN 2225,0,0,0,0,0,0
SDSS-II SN 2244,16,19,20,II,,SDSS-II SN 2244,0,0,0,0,0,0
SDSS-II SN 2306,20,19,20,II,,SDSS-II SN 2306,0,0,0,0,0,0
SDSS-II SN 2313,11,16,12,II,,SDSS-II SN 2313,0,0,0,0,0,0
SDSS-II SN 2319,10,13,14,Ia;Ia,0.1597,SDSS-II SN 2319,0,0,0,0,0,0
SDSS-II SN 2325,13,14,11,II,,SDSS-II SN 2325,0,0,0,0,0,0
SDSS-II SN 2329,4,11,13,II,,SDSS-II SN 2329,0,0,0,0,0,0
SDSS-II SN 2350,6,11,8,II,0.205267,SDSS-II SN 2350,0,0,0,0,0,0
SDSS-II SN 2401,7,14,14,II,,SDSS-II SN 2401,0,0,0,0,0,0
SDSS-II SN 2405,6,7,9,II,0.133583,SDSS-II SN 2405,0,0,0,0,0,0
SDSS-II SN 2423,9,11,16,II,0.188652,SDSS-II SN 2423,0,0,0,0,0,0
SDSS-II SN 2450,5,7,6,II,,SDSS-II SN 2450,0,0,0,0,0,0
SDSS-II SN 2468,9,10,11,II,,SDSS-II SN 2468,0,0,0,0,0,0
SDSS-II SN 2527,7,10,5,II,,SDSS-II SN 2527,0,0,0,0,0,0
SDSS-II SN 2537,9,14,14,Ia,,SDSS-II SN 2537,0,0,0,0,0,0
SDSS-II SN 2538,19,20,20,SLSN,,SDSS-II SN 2538,0,0,0,0,0,0
SDSS-II SN 2545,7,10,6,II,0.240564,SDSS-II SN 2545,0,0,0,0,0,0
SDSS-II SN 2551,5,3,3,Ia,0.249061,SDSS-II SN 2551,0,0,0,0,0,0
SDSS-II SN 2615,4,10,9,II,0.056538,SDSS-II SN 2615,0,0,0,0,0,0
SDSS-II SN 2620,5,8,8,II,,SDSS-II SN 2620,0,0,0,0,0,0
SDSS-II SN 2621,4,5,6,Ia;Ia,0.324;0.284,SDSS-II SN 2621,0,0,0,0,0,0
SDSS-II SN 2630,7,7,5,Ia;Ia,0.35072,SDSS-II SN 2630,0,0,0,0,0,0
SDSS-II SN 2632,7,7,8,Ia;Ia,0.296;0.296,SDSS-II SN 2632,0,0,0,0,0,0
SDSS-II SN 2651,6,12,13,Ia;Ia,0.423;0.359,SDSS-II SN 2651,0,0,0,0,0,0
SDSS-II SN 2661,4,3,6,II,0.192911,SDSS-II SN 2661,0,0,0,0,0,0
SDSS-II SN 2734,10,15,14,Ia,0.3028,SDSS-II SN 2734,0,0,0,0,0,0
SDSS-II SN 2746,9,12,13,II;Ia?,0.11924,SDSS-II SN 2746,0,0,0,0,0,0
SDSS-II SN 2765,11,11,5,II,,SDSS-II SN 2765,0,0,0,0,0,0
SDSS-II SN 2766,4,5,3,Ia,0.149937,SDSS-II SN 2766,0,0,0,0,0,0
SDSS-II SN 2784,4,5,4,Ia;Ia,0.399991,SDSS-II SN 2784,0,0,0,0,0,0
SDSS-II SN 2808,6,4,4,Ia;Ia,0.3141,SDSS-II SN 2808,0,0,0,0,0,0
SDSS-II SN 2809,7,4,5,II,,SDSS-II SN 2809,0,0,0,0,0,0
SDSS-II SN 2855,5,8,9,Ia;Ia,0.245075,SDSS-II SN 2855,0,0,0,0,0,0
SDSS-II SN 2912,4,5,6,Ia,,SDSS-II SN 2912,0,0,0,0,0,0
SDSS-II SN 2926,5,6,6,Ia,0.304287,SDSS-II SN 2926,0,0,0,0,0,0
SDSS-II SN 3050,3,7,9,II,0.100844,SDSS-II SN 3050,0,0,0,0,0,0
SDSS-II SN 3068,4,6,4,Ia,,SDSS-II SN 3068,0,0,0,0,0,0
SDSS-II SN 3077,9,13,14,Ia,0.2455,SDSS-II SN 3077,0,0,0,0,0,0
SDSS-II SN 3090,13,9,5,II,,SDSS-II SN 3090,0,0,0,0,0,0
SDSS-II SN 3112,9,10,5,II,,SDSS-II SN 3112,0,0,0,0,0,0
SDSS-II SN 3118,6,6,6,Ia;Ia,0.238;0.215,SDSS-II SN 3118,0,0,0,0,0,0
SDSS-II SN 3150,5,4,6,Ia;Ia,0.333268,SDSS-II SN 3150,0,0,0,0,0,0
SDSS-II SN 3175,7,7,7,Ia;Ia,0.22111,SDSS-II SN 3175,0,0,0,0,0,0
SDSS-II SN 3184,14,13,12,II,,SDSS-II SN 3184,0,0,0,0,0,0
SDSS-II SN 3196,7,13,11,II,,SDSS-II SN 3196,0,0,0,0,0,0
SDSS-II SN 3205,7,12,11,Ia;Ia,0.0858;0.232;0.233,SDSS-II SN 3205,0,0,0,0,0,0
SDSS-II SN 3223,4,12,13,II,,SDSS-II SN 3223,0,0,0,0,0,0
SDSS-II SN 3283,15,6,7,II,,SDSS-II SN 3283,0,0,0,0,0,0
SDSS-II SN 3290,13,7,11,II,,SDSS-II SN 3290,0,0,0,0,0,0
SDSS-II SN 3294,6,10,12,II,0.122757,SDSS-II SN 3294,0,0,0,0,0,0
SDSS-II SN 3341,4,4,3,Ia;Ia,0.431112,SDSS-II SN 3341,0,0,0,0,0,0
SDSS-II SN 3344,12,18,11,II,,SDSS-II SN 3344,0,0,0,0,0,0
SDSS-II SN 3368,6,6,7,Ia;Ia,0.377482,SDSS-II SN 3368,0,0,0,0,0,0
SDSS-II SN 3370,3,5,5,Ia,,SDSS-II SN 3370,0,0,0,0,0,0
SDSS-II SN 3417,6,6,5,Ia,0.262,SDSS-II SN 3417,0,0,0,0,0,0
SDSS-II SN 3453,13,10,4,II,,SDSS-II SN 3453,0,0,0,0,0,0
SDSS-II SN 3506,11,11,13,Ia;Ia,0.211;0.189;0.173,SDSS-II SN 3506,0,0,0,0,0,0
SDSS-II SN 3508,4,6,6,Ia;Ia,0.4967,SDSS-II SN 3508,0,0,0,0,0,0
SDSS-II SN 3514,8,6,3,II,0.264211,SDSS-II SN 3514,0,0,0,0,0,0
SDSS-II SN 3529,14,14,9,II,,SDSS-II SN 3529,0,0,0,0,0,0
SDSS-II SN 3533,6,13,14,Ia;Ia,0.294,SDSS-II SN 3533,0,0,0,0,0,0
SDSS-II SN 3535,6,5,10,Ia;Ia,0.308446,SDSS-II SN 3535,0,0,0,0,0,0
SDSS-II SN 3543,3,5,4,Ia;Ia,0.191;0.175,SDSS-II SN 3543,0,0,0,0,0,0
SDSS-II SN 3558,5,6,4,II,,SDSS-II SN 3558,0,0,0,0,0,0
SDSS-II SN 3565,4,8,8,Ia;Ia,0.289763,SDSS-II SN 3565,0,0,0,0,0,0
SDSS-II SN 3669,3,8,4,Ia;Ia,0.415;0.353,SDSS-II SN 3669,0,0,0,0,0,0
SDSS-II SN 3674,4,7,8,Ia;Ia,0.0335;0.258,SDSS-II SN 3674,0,0,0,0,0,0
SDSS-II SN 3832,11,5,5,II,,SDSS-II SN 3832,0,0,0,0,0,0
SDSS-II SN 3881,5,6,7,Ia;Ia,0.327784,SDSS-II SN 3881,0,0,0,0,0,0
SDSS-II SN 3897,12,13,12,II,,SDSS-II SN 3897,0,0,0,0,0,0
SDSS-II SN 3908,17,17,17,II,,SDSS-II SN 3908,0,0,0,0,0,0
SDSS-II SN 3922,8,7,3,II,,SDSS-II SN 3922,0,0,0,0,0,0
SDSS-II SN 3931,9,9,6,II,,SDSS-II SN 3931,0,0,0,0,0,0
SDSS-II SN 3945,5,6,9,Ia,0.262001,SDSS-II SN 3945,0,0,0,0,0,0
SDSS-II SN 3957,4,10,7,Ia;Ia,0.137;0.127,SDSS-II SN 3957,0,0,0,0,0,0
SDSS-II SN 3959,5,6,6,Ia;Ia,0.1833,SDSS-II SN 3959,0,0,0,0,0,0
SDSS-II SN 3983,6,7,9,Ia;Ia,0.308008,SDSS-II SN 3983,0,0,0,0,0,0
SDSS-II SN 4017,3,8,8,II,,SDSS-II SN 4017,0,0,0,0,0,0
SDSS-II SN 4019,5,7,6,Ia;Ia,0.181;0.181404,SDSS-II SN 4019;2MASS J00050286+0108466,0,0,0,0,0,0
SDSS-II SN 4044,4,7,3,Ia;Ia,0.383;0.522,SDSS-II SN 4044,0,0,0,0,0,0
SDSS-II SN 4048,6,11,7,Ia,0.434924,SDSS-II SN 4048,0,0,0,0,0,0
SDSS-II SN 4054,6,6,6,Ia;Ia,0.363;0.315,SDSS-II SN 4054,0,0,0,0,0,0
SDSS-II SN 4059,4,4,5,Ia;Ia,0.3037,SDSS-II SN 4059,0,0,0,0,0,0
SDSS-II SN 4062,10,15,12,II,0.152414,SDSS-II SN 4062,0,0,0,0,0,0
SDSS-II SN 4104,5,3,3,Ia,,SDSS-II SN 4104,0,0,0,0,0,0
SDSS-II SN 4118,12,12,4,II,,SDSS-II SN 4118,0,0,0,0,0,0
SDSS-II SN 4122,5,5,3,II,,SDSS-II SN 4122,0,0,0,0,0,0
SDSS-II SN 4129,4,5,4,Ia;Ia,0.441;0.574,SDSS-II SN 4129,0,0,0,0,0,0
SDSS-II SN 4141,9,11,9,II,,SDSS-II SN 4141,0,0,0,0,0,0
SDSS-II SN 4145,13,13,6,II,,SDSS-II SN 4145,0,0,0,0,0,0
SDSS-II SN 4181,7,5,5,Ia,0.289167,SDSS-II SN 4181,0,0,0,0,0,0
SDSS-II SN 4211,4,4,3,Ia,0.250225,SDSS-II SN 4211,0,0,0,0,0,0
SDSS-II SN 4226,15,9,10,II,,SDSS-II SN 4226,0,0,0,0,0,0
SDSS-II SN 4229,3,7,3,Ia;Ia,0.309;0.273,SDSS-II SN 4229,0,0,0,0,0,0
SDSS-II SN 4231,13,3,3,II,,SDSS-II SN 4231,0,0,0,0,0,0
SDSS-II SN 4236,6,10,9,Ia;Ia,0.3432,SDSS-II SN 4236,0,0,0,0,0,0
SDSS-II SN 4293,4,7,5,II,,SDSS-II SN 4293,0,0,0,0,0,0
SDSS-II SN 4307,9,10,11,Ia;Ia,0.272;0.272,SDSS-II SN 4307,0,0,0,0,0,0
SDSS-II SN 4322,16,16,17,II,,SDSS-II SN 4322,0,0,0,0,0,0
SDSS-II SN 4324,9,12,9,II,,SDSS-II SN 4324,0,0,0,0,0,0
SDSS-II SN 4330,14,15,5,II,,SDSS-II SN 4330,0,0,0,0,0,0
SDSS-II SN 4333,3,11,10,II,,SDSS-II SN 4333,0,0,0,0,0,0
SDSS-II SN 4360,4,5,4,Ia,0.328,SDSS-II SN 4360,0,0,0,0,0,0
SDSS-II SN 4375,18,15,16,II,,SDSS-II SN 4375,0,0,0,0,0,0
SDSS-II SN 4397,12,12,9,II,,SDSS-II SN 4397,0,0,0,0,0,0
SDSS-II SN 4426,12,9,6,II,,SDSS-II SN 4426,0,0,0,0,0,0
SDSS-II SN 4465,16,18,16,II,,SDSS-II SN 4465,0,0,0,0,0,0
SDSS-II SN 4484,6,4,3,II,,SDSS-II SN 4484,0,0,0,0,0,0
SDSS-II SN 4500,7,15,6,II,,SDSS-II SN 4500,0,0,0,0,0,0
SDSS-II SN 4512,5,3,5,II,,SDSS-II SN 4512,0,0,0,0,0,0
SDSS-II SN 4534,3,7,4,Ia;Ia,0.369,SDSS-II SN 4534,0,0,0,0,0,0
SDSS-II SN 4540,3,5,3,Ia;Ia,0.359,SDSS-II SN 4540,0,0,0,0,0,0
SDSS-II SN 4557,3,3,4,Ia;Ia,0.294,SDSS-II SN 4557,0,0,0,0,0,0
SDSS-II SN 4606,14,5,7,II,,SDSS-II SN 4606,0,0,0,0,0,0
SDSS-II SN 4627,9,13,12,II,0.291,SDSS-II SN 4627,0,0,0,0,0,0
SDSS-II SN 4638,14,11,11,II,,SDSS-II SN 4638,0,0,0,0,0,0
SDSS-II SN 4640,14,13,15,II,,SDSS-II SN 4640,0,0,0,0,0,0
SDSS-II SN 4651,3,3,3,Ia;Ia,0.151605,SDSS-II SN 4651,0,0,0,0,0,0
SDSS-II SN 4652,13,9,7,II,,SDSS-II SN 4652,0,0,0,0,0,0
SDSS-II SN 4655,4,9,5,II,,SDSS-II SN 4655,0,0,0,0,0,0
SDSS-II SN 4664,7,12,12,Ib/c,,SDSS-II SN 4664,0,0,0,0,0,0
SDSS-II SN 4669,5,11,11,Ia;Ia,0.248;0.142;0.223,SDSS-II SN 4669,0,0,0,0,0,0
SDSS-II SN 4682,3,4,4,Ia;Ia,0.402323,SDSS-II SN 4682,0,0,0,0,0,0
SDSS-II SN 4704,4,6,5,II,,SDSS-II SN 4704,0,0,0,0,0,0
SDSS-II SN 4714,3,7,5,Ia,0.435,SDSS-II SN 4714,0,0,0,0,0,0
SDSS-II SN 4768,9,9,7,II,,SDSS-II SN 4768,0,0,0,0,0,0
SDSS-II SN 4776,6,8,10,II,,SDSS-II SN 4776,0,0,0,0,0,0
SDSS-II SN 4803,4,9,5,Ia;Ia,0.398;0.455;0.381,SDSS-II SN 4803,0,0,0,0,0,0
SDSS-II SN 4814,8,11,5,II,,SDSS-II SN 4814,0,0,0,0,0,0
SDSS-II SN 4816,11,3,6,II,,SDSS-II SN 4816,0,0,0,0,0,0
SDSS-II SN 4853,12,7,3,II,,SDSS-II SN 4853,0,0,0,0,0,0
SDSS-II SN 4864,4,7,10,II,0.137086,SDSS-II SN 4864,0,0,0,0,0,0
SDSS-II SN 4888,13,12,13,II,,SDSS-II SN 4888,0,0,0,0,0,0
SDSS-II SN 4906,3,9,7,Ia;Ia,0.283;0.253,SDSS-II SN 4906,0,0,0,0,0,0
SDSS-II SN 4907,5,7,5,Ia;Ia,0.321,SDSS-II SN 4907,0,0,0,0,0,0
SDSS-II SN 4953,3,5,3,Ia;Ia,0.22,SDSS-II SN 4953,0,0,0,0,0,0
SDSS-II SN 4966,5,9,7,Ia;Ia,0.3128,SDSS-II SN 4966,0,0,0,0,0,0
SDSS-II SN 4978,5,7,8,Ia;Ia,0.2822,SDSS-II SN 4978,0,0,0,0,0,0
SDSS-II SN 4992,8,12,7,II,,SDSS-II SN 4992,0,0,0,0,0,0
SDSS-II SN 5001,4,3,4,II,,SDSS-II SN 5001,0,0,0,0,0,0
SDSS-II SN 5235,6,9,9,Ia;Ia,0.252225,SDSS-II SN 5235,0,0,0,0,0,0
SDSS-II SN 5236,7,7,3,II,,SDSS-II SN 5236,0,0,0,0,0,0
SDSS-II SN 5279,11,5,5,II,,SDSS-II SN 5279,0,0,0,0,0,0
SDSS-II SN 5285,11,12,11,II,,SDSS-II SN 5285,0,0,0,0,0,0
SDSS-II SN 5314,18,18,15,II,,SDSS-II SN 5314,0,0,0,0,0,0
SDSS-II SN 5323,5,9,5,II,,SDSS-II SN 5323,0,0,0,0,0,0
SDSS-II SN 5339,4,8,6,Ib/c,0.138,SDSS-II SN 5339,0,0,0,0,0,0
SDSS-II SN 5354,10,10,4,II,,SDSS-II SN 5354,0,0,0,0,0,0
SDSS-II SN 5358,11,10,11,II,,SDSS-II SN 5358,0,0,0,0,0,0
SDSS-II SN 5363,3,5,4,Ia;Ia,0.234;0.211,SDSS-II SN 5363,0,0,0,0,0,0
SDSS-II SN 5383,4,5,6,II,,SDSS-II SN 5383,0,0,0,0,0,0
SDSS-II SN 5392,8,8,8,II,,SDSS-II SN 5392,0,0,0,0,0,0
SDSS-II SN 5401,12,11,8,II,,SDSS-II SN 5401,0,0,0,0,0,0
SDSS-II SN 5403,11,12,11,II,,SDSS-II SN 5403,0,0,0,0,0,0
SDSS-II SN 5439,3,5,4,Ia;Ia,0.434,SDSS-II SN 5439,0,0,0,0,0,0
SDSS-II SN 5445,12,10,12,II,,SDSS-II SN 5445,0,0,0,0,0,0
SDSS-II SN 5461,13,6,3,II,0.115844,SDSS-II SN 5461,0,0,0,0,0,0
SDSS-II SN 5468,6,9,10,Ia;Ia,0.277;0.267;0.238,SDSS-II SN 5468,0,0,0,0,0,0
SDSS-II SN 5469,3,9,5,II,,SDSS-II SN 5469,0,0,0,0,0,0
SDSS-II SN 5498,8,8,9,Ia,,SDSS-II SN 5498,0,0,0,0,0,0
SDSS-II SN 5552,8,8,8,II,0.42508,SDSS-II SN 5552,0,0,0,0,0,0
SDSS-II SN 5590,3,4,3,Ia,0.447846,SDSS-II SN 5590,0,0,0,0,0,0
SDSS-II SN 5595,3,5,5,Ia;Ia,0.185,SDSS-II SN 5595,0,0,0,0,0,0
SDSS-II SN 5607,8,4,7,II,0.217736,SDSS-II SN 5607,0,0,0,0,0,0
SDSS-II SN 5669,12,10,4,II,,SDSS-II SN 5669,0,0,0,0,0,0
SDSS-II SN 5681,17,15,7,II,,SDSS-II SN 5681,0,0,0,0,0,0
SDSS-II SN 5702,9,10,11,Ia;Ia,0.222;0.242;0.218,SDSS-II SN 5702,0,0,0,0,0,0
SDSS-II SN 5723,15,12,8,II,,SDSS-II SN 5723,0,0,0,0,0,0
SDSS-II SN 5725,4,11,5,II,,SDSS-II SN 5725,0,0,0,0,0,0
SDSS-II SN 5731,4,8,9,Ia;Ia,0.376;0.373;0.321,SDSS-II SN 5731,0,0,0,0,0,0
SDSS-II SN 5735,9,10,8,Ia;Ia,0.229;0.191;0.175,SDSS-II SN 5735,0,0,0,0,0,0
SDSS-II SN 5781,3,4,4,Ia;Ia,0.169;0.156,SDSS-II SN 5781,0,0,0,0,0,0
SDSS-II SN 5786,10,8,5,II,,SDSS-II SN 5786,0,0,0,0,0,0
SDSS-II SN 5789,6,9,8,II,,SDSS-II SN 5789,0,0,0,0,0,0
SDSS-II SN 5802,9,9,9,Ia;Ia,0.300656,SDSS-II SN 5802,0,0,0,0,0,0
SDSS-II SN 5803,8,8,7,Ia,0.285;0.687529,SDSS-II SN 5803,0,0,0,0,0,0
SDSS-II SN 5806,9,11,11,II,0.123678,SDSS-II SN 5806,0,0,0,0,0,0
SDSS-II SN 5810,9,10,10,II,,SDSS-II SN 5810,0,0,0,0,0,0
SDSS-II SN 5812,4,6,4,Ia,,SDSS-II SN 5812,0,0,0,0,0,0
SDSS-II SN 5819,10,8,9,II,,SDSS-II SN 5819,0,0,0,0,0,0
SDSS-II SN 5858,14,14,11,II,,SDSS-II SN 5858,0,0,0,0,0,0
SDSS-II SN 5869,5,3,3,Ia,0.158377,SDSS-II SN 5869,0,0,0,0,0,0
SDSS-II SN 5872,3,9,7,II,,SDSS-II SN 5872,0,0,0,0,0,0
SDSS-II SN 5877,4,4,5,Ia;Ia,0.317;0.278,SDSS-II SN 5877,0,0,0,0,0,0
SDSS-II SN 5890,7,6,7,Ia;Ia,0.1796,SDSS-II SN 5890,0,0,0,0,0,0
SDSS-II SN 5897,5,8,8,Ia;Ia,0.368966,SDSS-II SN 5897,0,0,0,0,0,0
SDSS-II SN 5917,8,10,11,Ia;Ia,0.296412,SDSS-II SN 5917,0,0,0,0,0,0
SDSS-II SN 5933,10,7,8,II,,SDSS-II SN 5933,0,0,0,0,0,0
SDSS-II SN 5943,5,11,9,II,,SDSS-II SN 5943,0,0,0,0,0,0
SDSS-II SN 5963,6,6,4,Ia;Ia,0.2356,SDSS-II SN 5963,0,0,0,0,0,0
SDSS-II SN 6055,4,9,5,Ia;Ia,0.404;0.606;0.484,SDSS-II SN 6055,0,0,0,0,0,0
SDSS-II SN 6075,5,4,6,II,,SDSS-II SN 6075,0,0,0,0,0,0
SDSS-II SN 6136,12,15,16,II,,SDSS-II SN 6136,0,0,0,0,0,0
SDSS-II SN 6168,14,6,3,II,,SDSS-II SN 6168,0,0,0,0,0,0
SDSS-II SN 6216,6,5,6,Ia,0.175564,SDSS-II SN 6216,0,0,0,0,0,0
SDSS-II SN 6225,6,6,7,Ia,0.337597,SDSS-II SN 6225,0,0,0,0,0,0
SDSS-II SN 6288,8,4,5,II,0.209155,SDSS-II SN 6288,0,0,0,0,0,0
SDSS-II SN 6289,6,6,10,II,0.110404,SDSS-II SN 6289,0,0,0,0,0,0
SDSS-II SN 6291,8,11,9,II,,SDSS-II SN 6291,0,0,0,0,0,0
SDSS-II SN 6326,4,6,4,Ia;Ia,0.2228,SDSS-II SN 6326,0,0,0,0,0,0
SDSS-II SN 6327,5,4,4,II,,SDSS-II SN 6327,0,0,0,0,0,0
SDSS-II SN 6333,6,8,9,Ia,,SDSS-II SN 6333,0,0,0,0,0,0
SDSS-II SN 6433,5,6,7,Ia;Ia,0.229;0.207,SDSS-II SN 6433,0,0,0,0,0,0
SDSS-II SN 6458,11,11,8,II,,SDSS-II SN 6458,0,0,0,0,0,0
SDSS-II SN 6501,4,4,5,Ia;Ia,0.338;0.297,SDSS-II SN 6501,0,0,0,0,0,0
SDSS-II SN 6502,6,7,8,II,0.114669,SDSS-II SN 6502,0,0,0,0,0,0
SDSS-II SN 6520,10,10,10,Ib/c,0.109067,SDSS-II SN 6520,0,0,0,0,0,0
SDSS-II SN 6535,6,6,5,Ia;Ia,0.305949,SDSS-II SN 6535,0,0,0,0,0,0
SDSS-II SN 6556,6,7,8,Ia,0.258234,SDSS-II SN 6556,0,0,0,0,0,0
SDSS-II SN 6560,5,5,4,Ia;Ia,0.273265,SDSS-II SN 6560,0,0,0,0,0,0
SDSS-II SN 6618,7,8,8,Ia;Ia,0.313;0.289;0.255,SDSS-II SN 6618,0,0,0,0,0,0
SDSS-II SN 6635,10,11,9,II,0.173804,SDSS-II SN 6635,0,0,0,0,0,0
SDSS-II SN 6696,9,10,10,Ia?,0.2379;0.23892,SDSS-II SN 6696;SDSSJ223618.96+002846.7,0,0,0,0,0,0
SDSS-II SN 6708,8,8,5,II,,SDSS-II SN 6708,0,0,0,0,0,0
SDSS-II SN 6709,4,4,5,Ia;Ia,0.280494,SDSS-II SN 6709,0,0,0,0,0,0
SDSS-II SN 6714,7,9,8,Ia,0.4137,SDSS-II SN 6714,0,0,0,0,0,0
SDSS-II SN 6715,11,12,7,II,,SDSS-II SN 6715,0,0,0,0,0,0
SDSS-II SN 6753,3,9,11,II,,SDSS-II SN 6753,0,0,0,0,0,0
SDSS-II SN 6793,4,3,6,II,,SDSS-II SN 6793,0,0,0,0,0,0
SDSS-II SN 6816,4,6,5,Ia;Ia,0.353482,SDSS-II SN 6816,0,0,0,0,0,0
SDSS-II SN 6831,3,4,7,Ia;Ia,0.211453,SDSS-II SN 6831,0,0,0,0,0,0
SDSS-II SN 685,14,14,17,II,,SDSS-II SN 685,0,0,0,0,0,0
SDSS-II SN 6851,7,7,5,Ia;Ia,0.3049,SDSS-II SN 6851,0,0,0,0,0,0
SDSS-II SN 6854,10,11,10,II,,SDSS-II SN 6854,0,0,0,0,0,0
SDSS-II SN 6861,6,7,6,Ib/c;Ia;Ia,0.191046,SDSS-II SN 6861,0,0,0,0,0,0
SDSS-II SN 6873,4,4,7,Ia,,SDSS-II SN 6873,0,0,0,0,0,0
SDSS-II SN 6877,9,9,6,Ia,0.321,SDSS-II SN 6877,0,0,0,0,0,0
SDSS-II SN 6889,3,8,5,II;Ia,0.166;0.153,SDSS-II SN 6889,0,0,0,0,0,0
SDSS-II SN 6914,4,5,3,Ia,0.414257,SDSS-II SN 6914,0,0,0,0,0,0
SDSS-II SN 6942,3,10,5,II,,SDSS-II SN 6942,0,0,0,0,0,0
SDSS-II SN 6973,7,8,9,II,,SDSS-II SN 6973,0,0,0,0,0,0
SDSS-II SN 6992,12,4,3,II,,SDSS-II SN 6992,0,0,0,0,0,0
SDSS-II SN 7003,7,9,7,II,,SDSS-II SN 7003,0,0,0,0,0,0
