Name,g',r',i',claimedtype,redshift,alias,spectrum_count,in_anderson,in_cccp,in_pantheon,in_sanders,spec_class
SDSS-II SN 14455,5,7,4,Ia;Ia,0.125;0.117,SDSS-II SN 14455,0,0,0,0,0,0
SDSS-II SN 14461,6,8,3,II,,SDSS-II SN 14461,0,0,0,0,0,0
SDSS-II SN 14463,9,12,11,Ia;Ia,0.207;0.143;0.133,SDSS-II SN 14463,0,0,0,0,0,0
SDSS-II SN 14467,7,10,10,Ia;Ia,0.358;0.126;0.118,SDSS-II SN 14467,0,0,0,0,0,0
SDSS-II SN 14469,17,13,4,II,,SDSS-II SN 14469,0,0,0,0,0,0
SDSS-II SN 14470,11,11,10,Ia;Ia,0.19543,SDSS-II SN 14470,0,0,0,0,0,0
SDSS-II SN 14472,10,12,9,II,0.3643,SDSS-II SN 14472,0,0,0,0,0,0
SDSS-II SN 14475,9,12,12,Ic;Ic BL,0.144045,SDSS-II SN 14475,0,0,0,0,0,0
SDSS-II SN 14476,11,8,4,II,,SDSS-II SN 14476,0,0,0,0,0,0
SDSS-II SN 14478,3,3,5,Ia;Ia,0.281762,SDSS-II SN 14478,0,0,0,0,0,0
SDSS-II SN 14483,15,15,5,II,,SDSS-II SN 14483,0,0,0,0,0,0
SDSS-II SN 14493,10,10,10,II,,SDSS-II SN 14493,0,0,0,0,0,0
SDSS-II SN 14496,5,4,3,Ia,,SDSS-II SN 14496,0,0,0,0,0,0
SDSS-II SN 14498,3,4,8,Ia;Ia,0.3465,SDSS-II SN 14498,0,0,0,0,0,0
SDSS-II SN 14499,12,12,9,II,,SDSS-II SN 14499,0,0,0,0,0,0
SDSS-II SN 14505,7,8,4,II;Ia,0.345,SDSS-II SN 14505,0,0,0,0,0,0
SDSS-II SN 14516,13,6,3,II,,SDSS-II SN 14516,0,0,0,0,0,0
SDSS-II SN 14522,3,7,5,Ia;Ia,0.438058,SDSS-II SN 14522,0,0,0,0,0,0
SDSS-II SN 14528,5,9,8,Ia;Ia,0.337,SDSS-II SN 14528,0,0,0,0,0,0
SDSS-II SN 14531,8,9,5,Ia;Ia,0.356;0.413,SDSS-II SN 14531,0,0,0,0,0,0
SDSS-II SN 14538,3,5,5,II,0.235292,SDSS-II SN 14538,0,0,0,0,0,0
SDSS-II SN 14539,4,8,5,Ia,0.379,SDSS-II SN 14539,0,0,0,0,0,0
SDSS-II SN 14540,10,13,13,Ia;Ia,0.257;0.264;0.236,SDSS-II SN 14540,0,0,0,0,0,0
SDSS-II SN 1456,3,8,11,II;Ia,0.199155,SDSS-II SN 1456,0,0,0,0,0,0
SDSS-II SN 14561,5,8,5,Ia;Ia,0.214;0.424;0.359,SDSS-II SN 14561,0,0,0,0,0,0
SDSS-II SN 14576,18,7,10,II,,SDSS-II SN 14576,0,0,0,0,0,0
SDSS-II SN 14577,7,3,7,II,0.201637,SDSS-II SN 14577,0,0,0,1,0,1
SDSS-II SN 14589,4,6,5,Ia;Ia,0.27;0.27,SDSS-II SN 14589,0,0,0,0,0,0
SDSS-II SN 14617,9,10,12,Ia;Ia,0.258;0.265;0.237,SDSS-II SN 14617,0,0,0,0,0,0
SDSS-II SN 14625,11,6,8,II,,SDSS-II SN 14625,0,0,0,0,0,0
SDSS-II SN 14635,7,5,4,Ia;Ia,0.317;0.278,SDSS-II SN 14635,0,0,0,0,0,0
SDSS-II SN 14638,6,6,5,Ia;Ia,0.27802,SDSS-II SN 14638,0,0,0,0,0,0
SDSS-II SN 14639,11,13,9,II,,SDSS-II SN 14639,0,0,0,0,0,0
SDSS-II SN 1465,14,15,12,II,,SDSS-II SN 1465,0,0,0,0,0,0
SDSS-II SN 14652,10,6,7,II,,SDSS-II SN 14652,0,0,0,0,0,0
SDSS-II SN 14655,13,9,5,II,,SDSS-II SN 14655,0,0,0,0,0,0
SDSS-II SN 14658,17,15,4,II,,SDSS-II SN 14658,0,0,0,0,0,0
SDSS-II SN 14661,4,4,5,Ib/c,0.176694,SDSS-II SN 14661,0,0,0,0,0,0
SDSS-II SN 1470,17,21,22,II,0.087735,SDSS-II SN 1470,0,0,0,0,0,0
SDSS-II SN 14740,12,12,3,II,,SDSS-II SN 14740,0,0,0,0,0,0
SDSS-II SN 14744,13,13,11,II,,SDSS-II SN 14744,0,0,0,1,0,1
SDSS-II SN 14750,8,8,9,Ia;Ia,0.2149,SDSS-II SN 14750,0,0,0,0,0,0
SDSS-II SN 14751,7,6,5,Ia,0.242695,SDSS-II SN 14751,0,0,0,0,0,0
SDSS-II SN 14784,8,14,11,Ia;Ia,0.192;0.192;0.233;0.234,SDSS-II SN 14784,0,0,0,0,0,0
SDSS-II SN 14786,7,8,6,Ia;Ia,0.321;0.273;0.242,SDSS-II SN 14786,0,0,0,0,0,0
SDSS-II SN 14792,8,7,8,II,,SDSS-II SN 14792,0,0,0,0,0,0
SDSS-II SN 14809,4,6,6,Ia,0.371489,SDSS-II SN 14809,0,0,0,0,0,0
SDSS-II SN 14821,4,9,6,Ia;Ia,0.121,SDSS-II SN 14821,0,0,0,0,0,0
SDSS-II SN 14827,3,5,3,Ia;Ia,0.410778,SDSS-II SN 14827,0,0,0,0,0,0
SDSS-II SN 14829,10,11,4,II,,SDSS-II SN 14829,0,0,0,0,0,0
SDSS-II SN 14833,3,8,4,Ia,,SDSS-II SN 14833,0,0,0,0,0,0
SDSS-II SN 14843,4,4,3,II,,SDSS-II SN 14843,0,0,0,0,0,0
SDSS-II SN 14851,16,16,17,II,,SDSS-II SN 14851,0,0,0,0,0,0
SDSS-II SN 14859,3,8,5,II,,SDSS-II SN 14859,0,0,0,0,0,0
SDSS-II SN 14861,14,5,4,II,,SDSS-II SN 14861,0,0,0,0,0,0
SDSS-II SN 14869,15,11,9,II,,SDSS-II SN 14869,0,0,0,0,0,0
SDSS-II SN 14876,4,4,3,Ia,0.280067,SDSS-II SN 14876,0,0,0,0,0,0
SDSS-II SN 14881,4,9,3,II,,SDSS-II SN 14881,0,0,0,0,0,0
SDSS-II SN 14883,7,11,12,Ia;Ia,0.212;0.193,SDSS-II SN 14883,0,0,0,0,0,0
SDSS-II SN 14888,8,13,12,Ia;Ia,0.366;0.321,SDSS-II SN 14888,0,0,0,0,0,0
SDSS-II SN 14889,14,3,3,II,,SDSS-II SN 14889,0,0,0,0,0,0
SDSS-II SN 14900,4,9,5,Ia;Ia,0.432;0.513;0.423,SDSS-II SN 14900,0,0,0,0,0,0
SDSS-II SN 14907,3,6,3,Ia;Ia,0.289,SDSS-II SN 14907,0,0,0,0,0,0
SDSS-II SN 14916,4,5,3,Ia;Ia,0.262;0.234;0.472;0.481,SDSS-II SN 14916,0,0,0,0,0,0
SDSS-II SN 14923,6,5,3,II,,SDSS-II SN 14923,0,0,0,0,0,0
SDSS-II SN 14925,4,8,5,Ia;Ia,0.154;0.142,SDSS-II SN 14925,0,0,0,0,0,0
SDSS-II SN 14933,14,9,3,II,,SDSS-II SN 14933,0,0,0,0,0,0
SDSS-II SN 14942,3,9,7,II,,SDSS-II SN 14942,0,0,0,0,0,0
SDSS-II SN 14944,5,9,3,II,,SDSS-II SN 14944,0,0,0,0,0,0
SDSS-II SN 14945,9,7,9,II,,SDSS-II SN 14945,0,0,0,0,0,0
SDSS-II SN 14950,16,6,3,II,,SDSS-II SN 14950,0,0,0,0,0,0
SDSS-II SN 14955,7,11,5,II,,SDSS-II SN 14955,0,0,0,0,0,0
SDSS-II SN 14960,13,7,3,II,,SDSS-II SN 14960,0,0,0,0,0,0
SDSS-II SN 14963,3,6,3,Ia;Ia,0.026;0.025,SDSS-II SN 14963,0,0,0,0,0,0
SDSS-II SN 14964,8,8,6,Ia,,SDSS-II SN 14964,0,0,0,0,0,0
SDSS-II SN 14965,8,6,10,Ia;Ia,0.280999,SDSS-II SN 14965,0,0,0,0,0,0
SDSS-II SN 14966,11,7,4,II,,SDSS-II SN 14966,0,0,0,0,0,0
SDSS-II SN 14978,7,5,5,II,,SDSS-II SN 14978,0,0,0,0,0,0
SDSS-II SN 14988,4,6,8,Ia;Ia,0.315;0.276,SDSS-II SN 14988,0,0,0,0,0,0
SDSS-II SN 1500,3,6,6,Ia,,SDSS-II SN 1500,0,0,0,0,0,0
SDSS-II SN 1504,8,7,4,Ia,0.317369,SDSS-II SN 1504,0,0,0,0,0,0
SDSS-II SN 15046,9,9,5,II,,SDSS-II SN 15046,0,0,0,0,0,0
SDSS-II SN 15048,7,10,5,Ia,,SDSS-II SN 15048,0,0,0,0,0,0
SDSS-II SN 15055,9,9,11,Ia;Ia,0.196;0.208,SDSS-II SN 15055,0,0,0,0,0,0
SDSS-II SN 15067,6,6,7,II,,SDSS-II SN 15067,0,0,0,0,0,0
SDSS-II SN 15077,9,9,5,II,,SDSS-II SN 15077,0,0,0,0,0,0
SDSS-II SN 15080,3,5,3,Ia;Ia,0.259;0.232,SDSS-II SN 15080,0,0,0,0,0,0
SDSS-II SN 15084,10,10,7,II,,SDSS-II SN 15084,0,0,0,0,0,0
SDSS-II SN 15103,5,7,7,Ia;Ia,0.374;0.373;0.321;0.397;0.574;0.593,SDSS-II SN 15103,0,0,0,1,0,1
SDSS-II SN 15104,3,11,5,Ia,,SDSS-II SN 15104,0,0,0,0,0,0
SDSS-II SN 15108,3,6,6,Ia;Ia,0.420066,SDSS-II SN 15108,0,0,0,0,0,0
SDSS-II SN 15119,4,8,3,Ia;Ia,0.247;0.522,SDSS-II SN 15119,0,0,0,0,0,0
SDSS-II SN 1513,14,15,6,II,,SDSS-II SN 1513,0,0,0,0,0,0
SDSS-II SN 15137,8,8,5,Ia;Ia,0.278904,SDSS-II SN 15137,0,0,0,0,0,0
SDSS-II SN 15146,11,9,6,II,,SDSS-II SN 15146,0,0,0,0,0,0
SDSS-II SN 15157,15,8,5,II,,SDSS-II SN 15157,0,0,0,0,0,0
SDSS-II SN 15160,5,7,8,Ia;Ia,0.252226,SDSS-II SN 15160,0,0,0,0,0,0
SDSS-II SN 15177,11,8,4,II,,SDSS-II SN 15177,0,0,0,0,0,0
SDSS-II SN 15184,9,6,4,II,,SDSS-II SN 15184,0,0,0,0,0,0
SDSS-II SN 15185,11,10,5,II,,SDSS-II SN 15185,0,0,0,0,0,0
SDSS-II SN 15198,12,13,13,Ia;Ia,0.289402,SDSS-II SN 15198,0,0,0,0,0,0
SDSS-II SN 15239,3,5,8,Ia;Ia,0.334228,SDSS-II SN 15239,0,0,0,0,0,0
SDSS-II SN 15255,6,5,4,Ia;Ia,0.302,SDSS-II SN 15255,0,0,0,0,0,0
SDSS-II SN 15257,10,8,4,II,,SDSS-II SN 15257,0,0,0,0,0,0
SDSS-II SN 15258,12,8,3,II,,SDSS-II SN 15258,0,0,0,0,0,0
SDSS-II SN 15263,3,5,3,Ia,0.467976,SDSS-II SN 15263,0,0,0,0,0,0
SDSS-II SN 15268,6,7,6,Ia;Ia,0.298563,SDSS-II SN 15268,0,0,0,0,0,0
SDSS-II SN 15272,5,7,7,Ia;Ia,0.2803,SDSS-II SN 15272,0,0,0,0,0,0
SDSS-II SN 15286,8,9,3,Ia,0.0;0.2089,SDSS-II SN 15286,0,0,0,0,0,0
SDSS-II SN 15289,4,7,6,Ia;Ia,0.376;0.148;0.137,SDSS-II SN 15289,0,0,0,0,0,0
SDSS-II SN 15293,3,6,4,Ia;Ia,0.466;0.389,SDSS-II SN 15293,0,0,0,0,0,0
SDSS-II SN 15294,4,8,4,Ia,0.347,SDSS-II SN 15294,0,0,0,0,0,0
SDSS-II SN 15303,6,3,4,Ia,0.234;0.234;0.323;0.329,SDSS-II SN 15303,0,0,0,0,0,0
SDSS-II SN 15309,5,6,4,Ia,,SDSS-II SN 15309,0,0,0,0,0,0
SDSS-II SN 15314,5,6,3,Ia,,SDSS-II SN 15314,0,0,0,0,0,0
SDSS-II SN 15319,11,7,8,II,0.330121,SDSS-II SN 15319,0,0,0,0,0,0
SDSS-II SN 15324,4,8,8,Ia;Ia,0.392801,SDSS-II SN 15324,0,0,0,0,0,0
SDSS-II SN 15331,11,13,9,II,,SDSS-II SN 15331,0,0,0,0,0,0
SDSS-II SN 1535,10,7,7,II,0.235327,SDSS-II SN 1535,0,0,0,0,0,0
SDSS-II SN 15357,8,9,10,Ia;Ia,0.266;0.299,SDSS-II SN 15357,0,0,0,0,0,0
SDSS-II SN 15358,10,10,6,II,0.089088,SDSS-II SN 15358,0,0,0,0,0,0
SDSS-II SN 1536,18,17,12,II,,SDSS-II SN 1536,0,0,0,0,0,0
SDSS-II SN 15360,13,14,13,II,,SDSS-II SN 15360,0,0,0,0,0,0
SDSS-II SN 15385,7,4,5,Ia;Ia,0.216;0.196,SDSS-II SN 15385,0,0,0,0,0,0
SDSS-II SN 15395,10,7,3,II,,SDSS-II SN 15395,0,0,0,1,0,1
SDSS-II SN 15407,8,3,4,II,,SDSS-II SN 15407,0,0,0,0,0,0
SDSS-II SN 15412,11,11,4,II,,SDSS-II SN 15412,0,0,0,0,0,0
SDSS-II SN 15413,12,12,11,II,0.073616,SDSS-II SN 15413,0,0,0,0,0,0
SDSS-II SN 15417,7,6,10,Ia;Ia,0.304;0.277;0.247,SDSS-II SN 15417,0,0,0,0,0,0
SDSS-II SN 15418,6,8,3,Ia;Ia,0.365;0.315;0.451,SDSS-II SN 15418,0,0,0,0,0,0
SDSS-II SN 15419,9,6,7,Ia;Ia,0.277787,SDSS-II SN 15419,0,0,0,0,0,0
SDSS-II SN 15428,6,8,7,Ia;Ia,0.383289,SDSS-II SN 15428,0,0,0,0,0,0
SDSS-II SN 15448,7,9,10,Ia;Ia,0.232;0.215;0.195,SDSS-II SN 15448,0,0,0,0,0,0
SDSS-II SN 15454,5,8,9,Ia;Ia,0.3829,SDSS-II SN 15454,0,0,0,0,0,0
SDSS-II SN 15455,4,6,3,Ia;Ia,0.407071,SDSS-II SN 15455,0,0,0,0,0,0
SDSS-II SN 15465,7,7,5,II,,SDSS-II SN 15465,0,0,0,0,0,0
SDSS-II SN 15470,6,8,4,Ia,0.233684,SDSS-II SN 15470,0,0,0,0,0,0
SDSS-II SN 15480,11,6,3,II,,SDSS-II SN 15480,0,0,0,0,0,0
SDSS-II SN 15486,5,3,3,Ia,0.116007,SDSS-II SN 15486,0,0,0,0,0,0
SDSS-II SN 15489,4,7,7,Ia;Ia,0.365;0.347;0.302;0.443,SDSS-II SN 15489,0,0,0,0,0,0
SDSS-II SN 15496,12,11,11,Ia;Ia,0.23441,SDSS-II SN 15496,0,0,0,0,0,0
SDSS-II SN 15505,5,8,6,Ia;Ia,0.453;0.381,SDSS-II SN 15505,0,0,0,0,0,0
SDSS-II SN 15511,7,7,10,Ia;Ia,0.256;0.251;0.225,SDSS-II SN 15511,0,0,0,0,0,0
SDSS-II SN 15522,8,10,7,Ia,,SDSS-II SN 15522,0,0,0,0,0,0
SDSS-II SN 15523,7,8,10,II,,SDSS-II SN 15523,0,0,0,0,0,0
SDSS-II SN 15525,3,6,8,Ia;Ia,0.355;0.219;0.199,SDSS-II SN 15525,0,0,0,0,0,0
SDSS-II SN 15526,5,8,7,Ia;Ia,0.182,SDSS-II SN 15526,0,0,0,0,0,0
SDSS-II SN 15529,4,6,4,Ia,,SDSS-II SN 15529,0,0,0,0,0,0
SDSS-II SN 15532,14,8,6,II,,SDSS-II SN 15532,0,0,0,0,0,0
SDSS-II SN 15535,5,4,3,Ia;Ia,0.200792,SDSS-II SN 15535,0,0,0,0,0,0
SDSS-II SN 15539,9,8,5,II;Ia,0.208,SDSS-II SN 15539,0,0,0,0,0,0
SDSS-II SN 15545,11,11,10,II,,SDSS-II SN 15545,0,0,0,0,0,0
SDSS-II SN 15549,5,8,3,Ia;Ia,0.448849,SDSS-II SN 15549,0,0,0,1,0,1
SDSS-II SN 15565,10,7,3,II,,SDSS-II SN 15565,0,0,0,0,0,0
SDSS-II SN 15569,5,7,3,Ia;Ia,0.521,SDSS-II SN 15569,0,0,0,0,0,0
SDSS-II SN 15587,7,7,3,Ia;Ia,0.218864,SDSS-II SN 15587,0,0,0,0,0,0
SDSS-II SN 15590,7,7,3,II,,SDSS-II SN 15590,0,0,0,0,0,0
SDSS-II SN 15592,5,6,4,Ia;Ia,0.415635,SDSS-II SN 15592,0,0,0,0,0,0
SDSS-II SN 15593,14,10,7,II,,SDSS-II SN 15593,0,0,0,0,0,0
SDSS-II SN 15598,13,7,5,II,,SDSS-II SN 15598,0,0,0,0,0,0
SDSS-II SN 15606,5,5,3,II,0.403253,SDSS-II SN 15606,0,0,0,0,0,0
SDSS-II SN 15607,7,8,5,II,,SDSS-II SN 15607,0,0,0,0,0,0
SDSS-II SN 1562,12,20,15,II,,SDSS-II SN 1562,0,0,0,0,0,0
SDSS-II SN 15647,3,4,3,Ia;Ia,0.389;0.334,SDSS-II SN 15647,0,0,0,0,0,0
SDSS-II SN 15656,6,8,5,II,,SDSS-II SN 15656,0,0,0,0,0,0
SDSS-II SN 15664,10,9,7,II,,SDSS-II SN 15664,0,0,0,0,0,0
SDSS-II SN 15675,8,10,9,Ia;Ia,0.2345,SDSS-II SN 15675,0,0,0,0,0,0
SDSS-II SN 15680,12,15,6,II,,SDSS-II SN 15680,0,0,0,0,0,0
SDSS-II SN 15692,11,10,9,II,0.168803,SDSS-II SN 15692,0,0,0,0,0,0
SDSS-II SN 15696,4,5,5,II,0.171047,SDSS-II SN 15696,0,0,0,0,0,0
SDSS-II SN 15697,5,8,3,Ia;Ia,0.127,SDSS-II SN 15697,0,0,0,0,0,0
SDSS-II SN 15726,4,8,7,Ia;Ia,0.394;0.403,SDSS-II SN 15726,0,0,0,0,0,0
SDSS-II SN 15730,3,8,6,Ia;Ia,0.291;0.258,SDSS-II SN 15730,0,0,0,0,0,0
SDSS-II SN 15737,3,5,4,Ia;Ia,0.332983,SDSS-II SN 15737,0,0,0,0,0,0
SDSS-II SN 15745,3,5,3,Ia;Ia,0.414;0.395,SDSS-II SN 15745,0,0,0,0,0,0
SDSS-II SN 15751,5,7,3,Ia;Ia,0.331;0.321;0.281,SDSS-II SN 15751,0,0,0,1,0,1
SDSS-II SN 15755,6,9,8,Ia;Ia,0.281113,SDSS-II SN 15755,0,0,0,0,0,0
SDSS-II SN 15761,6,4,3,Ia,0.355011,SDSS-II SN 15761,0,0,0,0,0,0
SDSS-II SN 15777,11,9,9,Ia;Ia,0.296;0.301,SDSS-II SN 15777,0,0,0,0,0,0
SDSS-II SN 15782,5,4,7,Ia;Ia,0.307469,SDSS-II SN 15782,0,0,0,0,0,0
SDSS-II SN 15784,8,9,9,Ia;Ia,0.2771,SDSS-II SN 15784,0,0,0,0,0,0
SDSS-II SN 15793,8,9,7,Ia;Ia,0.229;0.207,SDSS-II SN 15793,0,0,0,0,0,0
SDSS-II SN 15807,8,7,7,II,0.209262,SDSS-II SN 15807,0,0,0,0,0,0
SDSS-II SN 15814,7,11,8,Ia;Ia,0.371177,SDSS-II SN 15814,0,0,0,0,0,0
SDSS-II SN 15827,11,8,4,II,,SDSS-II SN 15827,0,0,0,0,0,0
SDSS-II SN 15829,9,8,6,Ia;Ia,0.248862,SDSS-II SN 15829,0,0,0,0,0,0
SDSS-II SN 15850,10,10,9,Ia;Ia,0.2502,SDSS-II SN 15850,0,0,0,0,0,0
SDSS-II SN 15855,5,5,4,II,,SDSS-II SN 15855,0,0,0,0,0,0
SDSS-II SN 15860,8,10,8,Ia;Ia,0.288;0.241;0.217,SDSS-II SN 15860,0,0,0,0,0,0
SDSS-II SN 15874,5,3,3,Ia;Ia,0.402736,SDSS-II SN 15874,0,0,0,0,0,0
SDSS-II SN 15879,10,10,11,II,,SDSS-II SN 15879,0,0,0,0,0,0
SDSS-II SN 15884,7,8,8,Ia;Ia,0.132;0.123,SDSS-II SN 15884,0,0,0,0,0,0
SDSS-II SN 15900,7,4,5,II,,SDSS-II SN 15900,0,0,0,0,0,0
SDSS-II SN 15903,5,3,3,Ia;Ia,0.283;0.338;0.294,SDSS-II SN 15903,0,0,0,0,0,0
SDSS-II SN 15913,8,9,8,II,,SDSS-II SN 15913,0,0,0,0,0,0
SDSS-II SN 15914,9,9,6,II,,SDSS-II SN 15914,0,0,0,0,0,0
SDSS-II SN 15915,6,7,4,II,,SDSS-II SN 15915,0,0,0,0,0,0
SDSS-II SN 1592,8,9,12,II,,SDSS-II SN 1592,0,0,0,0,0,0
SDSS-II SN 15935,5,9,8,Ia;Ia,0.193;0.176,SDSS-II SN 15935,0,0,0,0,0,0
SDSS-II SN 15942,9,9,9,Ia;Ia,0.234;0.211;0.431;0.443,SDSS-II SN 15942,0,0,0,0,0,0
SDSS-II SN 15944,7,8,6,Ia;Ia,0.296;0.263;0.329;0.332,SDSS-II SN 15944,0,0,0,0,0,0
SDSS-II SN 15958,8,8,4,II,0.40021,SDSS-II SN 15958,0,0,0,0,0,0
SDSS-II SN 15967,5,6,7,Ia;Ia,0.374;0.323;0.332;0.337,SDSS-II SN 15967,0,0,0,0,0,0
SDSS-II SN 15979,8,9,3,II,,SDSS-II SN 15979,0,0,0,0,0,0
SDSS-II SN 15988,6,4,7,Ia,0.361309,SDSS-II SN 15988,0,0,0,0,0,0
SDSS-II SN 15990,6,4,3,II,0.230159,SDSS-II SN 15990,0,0,0,0,0,0
SDSS-II SN 15992,3,5,3,Ia,0.364455,SDSS-II SN 15992,0,0,0,0,0,0
SDSS-II SN 16001,4,6,6,Ia,,SDSS-II SN 16001,0,0,0,0,0,0
SDSS-II SN 16015,5,6,4,Ia,,SDSS-II SN 16015,0,0,0,0,0,0
SDSS-II SN 16046,7,11,7,II;Ia,0.139,SDSS-II SN 16046,0,0,0,0,0,0
SDSS-II SN 16048,3,6,7,Ia,0.380767,SDSS-II SN 16048,0,0,0,0,0,0
SDSS-II SN 16052,6,8,4,Ia;Ia,0.1444,SDSS-II SN 16052,0,0,0,0,0,0
SDSS-II SN 1609,14,9,4,II,0.425523,SDSS-II SN 1609,0,0,0,0,0,0
SDSS-II SN 16091,8,8,7,Ia;Ia,0.3006,SDSS-II SN 16091,0,0,0,0,0,0
SDSS-II SN 16094,4,8,6,Ia,,SDSS-II SN 16094,0,0,0,0,0,0
SDSS-II SN 16098,4,11,7,Ia;Ia,0.512;0.423,SDSS-II SN 16098,0,0,0,0,0,0
SDSS-II SN 16103,7,8,6,Ia;Ia,0.2024,SDSS-II SN 16103,0,0,0,0,0,0
SDSS-II SN 16111,8,8,7,Ia;Ia,0.215;0.195,SDSS-II SN 16111,0,0,0,0,0,0
SDSS-II SN 16123,10,9,3,II,,SDSS-II SN 16123,0,0,0,0,0,0
SDSS-II SN 16138,6,7,5,Ia,,SDSS-II SN 16138,0,0,0,0,0,0
SDSS-II SN 16142,5,8,3,Ia,,SDSS-II SN 16142,0,0,0,0,0,0
SDSS-II SN 16148,7,6,3,Ia;Ia,0.308;0.249;0.224,SDSS-II SN 16148,0,0,0,0,0,0
SDSS-II SN 16160,3,3,3,Ib/c;Ia,0.320367,SDSS-II SN 16160,0,0,0,0,0,0
SDSS-II SN 16172,8,7,6,Ia;Ia,0.219365,SDSS-II SN 16172,0,0,0,0,0,0
SDSS-II SN 16193,6,7,7,II,,SDSS-II SN 16193,0,0,0,0,0,0
SDSS-II SN 16199,7,8,8,Ia;Ia,0.282392,SDSS-II SN 16199,0,0,0,0,0,0
SDSS-II SN 16200,7,6,6,II,0.090465,SDSS-II SN 16200,0,0,0,0,0,0
SDSS-II SN 16202,3,4,6,Ia,,SDSS-II SN 16202,0,0,0,0,0,0
SDSS-II SN 1622,14,11,13,II,,SDSS-II SN 1622,0,0,0,0,0,0
SDSS-II SN 16220,8,8,7,Ia;Ia,0.314;0.154;0.142,SDSS-II SN 16220,0,0,0,0,0,0
SDSS-II SN 16225,5,7,3,Ia;Ia,0.0192,SDSS-II SN 16225,0,0,0,0,0,0
SDSS-II SN 16236,4,4,7,Ia;Ia,0.405999,SDSS-II SN 16236,0,0,0,0,0,0
SDSS-II SN 16237,7,7,4,Ia,0.313153,SDSS-II SN 16237,0,0,0,0,0,0
SDSS-II SN 16238,3,5,3,Ia;Ia,0.335098,SDSS-II SN 16238,0,0,0,0,0,0
SDSS-II SN 16247,3,4,3,Ia;Ia,0.311;0.344,SDSS-II SN 16247,0,0,0,0,0,0
SDSS-II SN 16301,5,6,4,Ia;Ia,0.194;0.177,SDSS-II SN 16301,0,0,0,0,0,0
SDSS-II SN 16302,8,8,6,Ia,0.187;0.1845,SDSS-II SN 16302,0,0,0,0,0,0
SDSS-II SN 1631,6,8,10,II,0.14415,SDSS-II SN 1631,0,0,0,0,0,0
SDSS-II SN 16356,6,5,5,Ia;Ia,0.399335,SDSS-II SN 16356,0,0,0,0,0,0
SDSS-II SN 16360,7,6,6,Ia,,SDSS-II SN 16360,0,0,0,0,0,0
SDSS-II SN 16391,6,7,5,II,0.057,SDSS-II SN 16391,0,0,0,0,0,0
SDSS-II SN 16412,8,8,6,II,,SDSS-II SN 16412,0,0,0,0,0,0
SDSS-II SN 16417,6,5,5,Ia;Ia,0.292421,SDSS-II SN 16417,0,0,0,0,0,0
SDSS-II SN 16431,3,9,7,Ia;Ia,0.276;0.245,SDSS-II SN 16431,0,0,0,0,0,0
SDSS-II SN 16433,8,7,7,Ia;Ia,0.402876,SDSS-II SN 16433,0,0,0,0,0,0
SDSS-II SN 16436,9,8,6,Ia;Ia,0.332,SDSS-II SN 16436,0,0,0,0,0,0
SDSS-II SN 16439,4,4,4,Ia;Ia,0.396513,SDSS-II SN 16439,0,0,0,0,0,0
SDSS-II SN 1644,3,6,4,Ia,,SDSS-II SN 1644,0,0,0,0,0,0
SDSS-II SN 16455,5,6,8,Ia;Ia,0.112,SDSS-II SN 16455,0,0,0,0,0,0
SDSS-II SN 16457,6,5,3,II,,SDSS-II SN 16457,0,0,0,0,0,0
SDSS-II SN 16460,6,5,7,Ia;Ia,0.281988,SDSS-II SN 16460,0,0,0,0,0,0
SDSS-II SN 16467,5,5,5,Ia;Ia,0.221151,SDSS-II SN 16467,0,0,0,0,0,0
SDSS-II SN 16468,4,6,6,Ia,0.226581,SDSS-II SN 16468,0,0,0,0,0,0
SDSS-II SN 16472,6,6,6,Ia;Ia,0.309946,SDSS-II SN 16472,0,0,0,0,0,0
SDSS-II SN 16478,3,8,8,Ia;Ia,0.363696,SDSS-II SN 16478,0,0,0,0,0,0
SDSS-II SN 1656,13,12,7,II,,SDSS-II SN 1656,0,0,0,0,0,0
SDSS-II SN 16565,6,6,5,Ia;Ia,0.371812,SDSS-II SN 16565,0,0,0,0,0,0
SDSS-II SN 16572,6,5,4,Ia,,SDSS-II SN 16572,0,0,0,0,0,0
SDSS-II SN 1658,7,9,8,Ia;Ia,0.277296,SDSS-II SN 1658,0,0,0,0,0,0
SDSS-II SN 16582,7,9,8,Ia;Ia,0.279;0.247,SDSS-II SN 16582,0,0,0,0,0,0
SDSS-II SN 16584,3,7,6,Ia;Ia,0.393346,SDSS-II SN 16584,0,0,0,0,0,0
SDSS-II SN 16585,10,7,4,II,,SDSS-II SN 16585,0,0,0,0,0,0
SDSS-II SN 16586,6,3,3,Ia,0.319595,SDSS-II SN 16586,0,0,0,0,0,0
SDSS-II SN 16603,5,5,3,II,,SDSS-II SN 16603,0,0,0,0,0,0
SDSS-II SN 16652,6,5,6,Ia,0.23934,SDSS-II SN 16652,0,0,0,0,0,0
SDSS-II SN 16711,4,4,3,Ia,0.339034,SDSS-II SN 16711,0,0,0,0,0,0
SDSS-II SN 16739,3,5,4,Ia;Ia,0.265638,SDSS-II SN 16739,0,0,0,0,0,0
SDSS-II SN 16742,4,4,4,II,,SDSS-II SN 16742,0,0,0,0,0,0
SDSS-II SN 16759,6,6,3,Ia,,SDSS-II SN 16759,0,0,0,0,0,0
