Name,claimedtype,redshift,alias,spectrum_count,in_anderson,in_cccp,in_pantheon,in_sanders,spec_class
SN2010gy,Ia;Ia,0.0696;0.0708;0.0722,SN2010gy;PTF10qyx;PS1-10nu;PS1-1000385;PTF10qyz,2,0,0,0,0,0
SN2010id,II;II P,0.0165,SN2010id;PTF10vdl;CSS100930:230549+033121,4,0,0,0,0,1
SN2010mb,Ic;Ic BL,0.1325;0.1325,SN2010mb;PTF10iue,6,0,0,0,0,1
SN2010md,SLSN-I;Ic;Ib/c,0.0987;0.0985,SN2010md;PSO J249.4461+06.2081;PTF10hgi,3,0,0,0,0,0
SN2011jq,Ia;Ia;Ia Pec,0.033,SN2011jq;LSQ11pn;PSN J05164155+0629302,0,0,0,0,0,0
SN2011ke,SLSN-I;Ic,0.1428,SN2011ke;CSS110406:135058+261642;PS1-11xk;PTF11dij,8,0,0,0,0,1
SN2011kf,Ic;SLSN-I,0.245;0.245,SN2011kf;CSS111230:143658+163057,2,0,0,0,0,0
SN2011kg,SLSN-I;I Pec;Ic,0.1924,SN2011kg;PTF11rks,5,0,0,0,0,1
SN2012P,Ib/c;IIb,0.004533;0.004479,SN2012P;PSN J14595904+0153251;PTF12os,1,0,0,0,0,0
SN2012aw,II P,0.002595,SN2012aw;PSN J10435372+1140177;PTF12bvh,49,0,0,0,0,1
SN2012il,SLSN-I;Ic,0.175;0.175,SN2012il;CSS120121:094613+195028;PS1-12fo,7,0,0,0,0,1
SN2013ab,II P;II,0.00532,SN2013ab;iPTF13ut;PSN J14324449+0953123;CSS130307:143244+095312,2,0,0,0,0,0
SN2013ai,II,0.009,SN2013ai;PSN J06161835-2122329,22,0,0,0,0,1
SN2013am,II;II P,0.002692,SN2013am;iPTF13aaz;PSN J11185695+1303494,29,0,0,0,0,1
SN2013bu,II;II P,0.002722,SN2013bu;PSN J22370217+3424052,1,0,0,0,0,0
SN2013cs,Ia;Ia,0.009,SN2013cs;SNhunt196;LSQ13aiz;SSS130514:131515-175756;PSN J13151481-1757556;CSS130614:131515-175756,6,0,0,0,0,1
SN2013cv,Ia-91T;Ia;Ia Pec,0.035,SN2013cv;CSS130513:162243+185735;iPTF13asv;PTF13asv;PSN J16224316+1857356,1,0,0,0,0,0
SN2013dg,SLSN-I;Ic;Ic Pec,0.265,SN2013dg;CSS130530:131841-070443;MLS130517:131841-070443,6,0,0,0,0,1
SN2013dr,Ia,0.016835,SN2013dr;ASASSN-13aw;PSN J17193026+4742046,1,0,0,0,0,0
SN2013ej,II P;II;IIP/IIL,0.002192,SN2013ej;PSN J01364816+1545310,114,0,0,0,0,1
SN2013fs,II P;IIn,0.011855,SN2013fs;CSS131009:231945+101105;iPTF13dqy;PSN J23194467+1011045;PS1-13dpe;PSN J23194467+101104,24,0,0,0,0,1
SN2013gh,Ia,0.0088,SN2013gh;PSN J22022184-1855004;PS1-13dwt;PSN J22022184-185500,5,0,0,0,0,1
SN2013hy,SLSN-I;Ia Pec;I,0.663;0.663,SN2013hy;DES13S2cmm,1,0,0,0,0,0
SN2014cx,II P;II,0.00549,SN2014cx;ASASSN-14gm;PSN J00594783-0734186,4,0,0,0,0,1
SN2014cy,II P;II,0.005547,SN2014cy;PSN J23441603+1046125,1,0,0,0,0,0
SN2014dw,II,0.008152,SN2014dw;PSN J11104841-3727022,0,0,0,0,0,0
SN2015I,Ia,0.007589,SN2015I;PSN J07174570+2320406;PSN J07174570+232040,0,0,0,0,0,0
SN2015M,Ia-91T;Ia Pec;Ia,0.023,SN2015M;CSS150521:130032+275841;PSN J13003230+2758411;KISS15n;PS15apc;PSN J13003230+275841,0,0,0,0,0,0
SN2015W,II;II P,0.013,SN2015W;PSN J06574303+1334457,1,0,0,0,0,0
SN2015ar,Ia,0.017,SN2015ar;PSN J01072038+3223598;CSS151130:010720+322359,1,0,0,0,0,0
SN2015az,Ia,0.02,SN2015az;PSN J03094251+4058293;PS15dqn;PSN J03094251+405829,1,0,0,0,0,0
SN2015bw,Ia,0.03,SN2015bw;PSN J13332289+5843315;Gaia15ael;CSS150325:133323+584331;AT2015bw,0,0,0,0,0,0
SN2016E,Ia,0.055;0.055,SN2016E;PS16n;AT2016E,1,0,0,0,0,0
SN2016F,Ia,0.016138;0.016138,SN2016F;ASASSN-16ad;AT2016F;CSS160204:013932+334936,2,0,0,0,0,0
SN2016H,Ia,0.046;0.046;0.046,SN2016H;PS16fa;AT2016H,1,0,0,0,0,0
SN2016J,Ia,0.0285,SN2016J;PS15dpl;ASASSN-16ah;AT2016J,1,0,0,0,0,0
SN2016K,Ia,0.030745;0.030745,SN2016K;ASASSN-16aj;AT2016K;PS16rs,1,0,0,0,0,0
SN2016W,Ia,0.0192;0.0192,SN2016W;PSN J02303969+4214089;AT2016W,1,0,0,0,0,0
SN2016ac,Ia,0.025668;0.025668;0.025668,SN2016ac;ASASSN-16av;AT2016ac,1,0,0,0,0,0
SN2016acs,Ia,0.056;0.056,SN2016acs;PS16aer;AT2016acs,0,0,0,0,0,0
SN2016aew,Ia,0.025001;0.0204,SN2016aew;AT2016aew;ASASSN-16bq,1,0,0,0,0,0
SN2016aex,Ia,0.02852;0.02852,SN2016aex;AT2016aex;ASASSN-16br,1,0,0,0,0,0
SN2016afb,Ia,0.066;0.066;0.065,SN2016afb;PS16acs;AT2016afb;CSS160129:074030+105600,1,0,0,0,0,0
SN2016afk,Ia,0.045;0.045,SN2016afk;PS PS16agp;AT2016afk;PS16agp;iPTF16fc,1,0,0,0,0,0
SN2016ah,Ia,0.05;0.05,SN2016ah;PS16pp;AT2016ah;PS16el,2,0,0,0,0,0
SN2016ai,Ia;Ia-91T,0.09;0.09,SN2016ai;PS16ez;AT2016ai,1,0,0,0,0,0
SN2016ajf,Ia;Ia-91bg,0.0203;0.0203,SN2016ajf;AT2016ajf,1,0,0,0,0,0
SN2016ajl,Ia,0.07;0.07,SN2016ajl;AT2016ajl,1,0,0,0,0,0
SN2016alt,Ia,0.09;0.09,SN2016alt;PS16amf;AT2016alt,1,0,0,0,0,0
SN2016aqa,Ia,0.052;0.052,SN2016aqa;LSQ16sf;AT2016aqa,1,0,0,0,0,0
SN2016aqb,Ia,0.063;0.063,SN2016aqb;LSQ16te;AT2016aqb;CSS160307:112158-135860,1,0,0,0,0,0
SN2016aqp,II P,0.016;0.016,SN2016aqp;AT2016aqp;Gaia16agj,1,0,0,0,0,0
SN2016aqs,Ia,0.03,SN2016aqs;Gaia16agf;AT2016aqs;PS16aro,0,0,0,0,0,0
SN2016aqt,Ia;Ia Pec,0.05;0.05,SN2016aqt;PS16asv;AT2016aqt;CSS160307:134551+264747,2,0,0,0,0,0
SN2016aqz,Ia,0.026658;0.026658,SN2016aqz;ASASSN-16ch;AT2016aqz;PS16brh,1,0,0,0,0,0
SN2016arc,Ia,0.012725;0.012725,SN2016arc;ASASSN-16ci;AT2016arc,1,0,0,0,0,0
SN2016asf,Ia,0.0113,SN2016asf;AT2016asf;ASASSN-16cs;ATLAS 16aep,1,0,0,0,0,0
SN2016aud,Ia-91T;Ia,0.041934;0.041934,SN2016aud;ASASSN-16ct;AT2016aud,1,0,0,0,0,0
SN2016axb,Ia,0.03922,SN2016axb;PS16axi;AT2016axb,0,0,0,0,0,0
SN2016axw,Ia,0.054,SN2016axw;MASTER OT J142718.40-014031.0;AT2016axw;PS16ayd;MASTER OT JJ142718.40-014031.0,0,0,0,0,0,0
SN2016ayf,Ia,0.034811;0.034811,SN2016ayf;ASASSN-16cy;AT2016ayf,1,0,0,0,0,0
SN2016ayg,Ia,0.046;0.046,SN2016ayg;PTSS 16hs;AT2016ayg;PTSS-16hs;Gaia16ahw,1,0,0,0,0,0
SN2016baq,Ia,0.034787;0.034787,SN2016baq;SNhunt313;AT2016bcy;AT2016baq;ASASSN-16db;SN2016bcy,0,0,0,0,0,0
SN2016bew,Ia,0.054;0.054,SN2016bew;PS16bby;LSQ16acz;AT2016bew,2,0,0,0,0,0
SN2016bey,Ia,0.073;0.073,SN2016bey;ATLAS16ahj;AT2016bey,1,0,0,0,0,0
SN2016bfc,Ia,0.05;0.05,SN2016bfc;ATLAS16agv;AT2016bfc,1,0,0,0,0,0
SN2016bkw,Ia,0.077,SN2016bkw;Gaia16acv;AT2016bkw;PS16aqu,0,0,0,0,0,0
SN2016blc,Ia,0.012;0.012,SN2016blc;Gaia16ane;AT2016blc;CSS160404:104849-201550;ASASSN-16dn;PS16brg,1,0,0,0,0,0
SN2016blh,Ia,0.0238;0.0238,SN2016blh;PTSS-16cfg;AT2016blh;PS16boq,1,0,0,0,0,0
SN2016blj,Ia,0.034657;0.034657,SN2016blj;AT2016blj;ASASSN-16dw;PS16cce,1,0,0,0,0,0
SN2016blm,Ia,0.03;0.03,SN2016blm;LSQ16ahs;AT2016blm;PS16bom,1,0,0,0,0,0
SN2016bln,Ia-91T,0.023279,SN2016bln;iPTF16abc;AT2016bln;MASTER OT J133445.47+135113.8;PS16brj;CSS160417:133446+135114,0,0,0,0,0,0
SN2016bmc,Ia,0.028016;0.028016;0.028016,SN2016bmc;ASASSN-16ej;AT2016bmc,1,0,0,0,0,0
SN2016bmh,Ia,0.0234;0.0234,SN2016bmh;ASASSN-16em;AT2016bmh,1,0,0,0,0,0
SN2016bpb,Ia,0.06,SN2016bpb;PS16bnz;AT2016bpb,0,0,0,0,0,0
SN2016cby,Ia,0.024917;0.024917,SN2016cby;ASASSN-16et;AT2016cby;iPTF16aiw,1,0,0,0,0,0
SN2016ccj,Ia Pec;Ia-09dc,0.0418,SN2016ccj;Gaia16arz;AT2016ccj;ASASSN-16ex;CSS160513:171024+262348,10,0,0,0,0,1
SN2016cck,Ia,0.037;0.037,SN2016cck;PTSS-16efw;AT2016cck,1,0,0,0,0,0
SN2016ccz,Ia,0.0149,SN2016ccz;Gaia16aqm;AT2016ccz;iPTF16auf;PS16cpd,1,0,0,0,0,0
SN2016cob,Ia-91T,0.02961;0.02961,SN2016cob;ASASSN-16fo;AT2016cob,0,0,0,0,0,0
SN2016coj,Ia,0.004483;0.004483,SN2016coj;Gaia16asr;AT2016coj;KAIT-16X;AT2016cop,2,0,0,0,0,0
SN2016cor,Ia,0.049;0.049,SN2016cor;PS16crs;AT2016cor;iPTF16azq,2,0,0,0,0,0
SN2016cpy,Ia,0.02909,SN2016cpy;SNhunt317;AT2016cpy;ASASSN-16fs;AT2016cqi,1,0,0,0,0,0
SN2016cqt,Ia-91bg,0.044,SN2016cqt;AT2016cqt;PS16cqa,0,0,0,0,0,0
SN2016cuv,Ia,0.081;0.081,SN2016cuv;iPTF16bfs;AT2016cuv,1,0,0,0,0,0
SN2016cvn,Ia,0.013896,SN2016cvn;ATLAS16bdg;AT2016cvn,0,0,0,0,0,0
SN2016cvv,Ia,0.044571,SN2016cvv;PTSS-16ijc;AT2016cvv;PS16cyd,1,0,0,0,0,0
SN2016cvw,Ia,0.038877,SN2016cvw;PTSS-16ipw;AT2016cvw,0,0,0,0,0,0
SN2016cxb,Ia,0.0293,SN2016cxb;PS16cvc;AT2016cxb;MASTER OT J211223.35+144645.1,2,0,0,0,0,0
SN2016cyt,Ia,0.030374,SN2016cyt;PS16dst;AT2016cyt,1,0,0,0,0,0
SN2016czc,Ia-91T;Ia,0.050972;0.050972,SN2016czc;ASASSN-16hc;AT2016czc,1,0,0,0,0,0
SN2016dri,II,0.019,SN2016dri;AT2016dri;Gaia16aea,1,0,0,0,0,0
SN2016drl,IIn,0.061,SN2016drl;AT2016drl;Gaia16aec,0,0,0,0,0,0
SN2016dsn,Ia-91T;Ia,0.03561;0.03561,SN2016dsn;AT2016dsn;Gaia16afu;ASASSN-15tg,1,0,0,0,0,0
SN2016dsy,Ia,0.055,SN2016dsy;AT2016dsy;Gaia16afj,1,0,0,0,0,0
SN2016dxe,Ia,0.076,SN2016dxe;Gaia16aki;AT2016dxe,0,0,0,0,0,0
SN2016dxv,Ia,0.02,SN2016dxv;AT2016dxv;PS16ccn;Gaia16alq,0,0,0,0,0,0
SN2016eay,SLSN-I;SLSN,0.1013,SN2016eay;AT2016eay;Gaia16apd,24,0,0,0,0,1
SN2016eee,Ia,0.026,SN2016eee;CSS160428:132307+523857;AT2016eee;Gaia16ash,0,0,0,0,0,0
SN2016ei,Ia,0.0704;0.0704,SN2016ei;PS16em;AT2016ei,1,0,0,0,0,0
SN2016eja,Ia,0.024,SN2016eja;Gaia16azu;AT2016eja;ASASSN-16hr;iPTF16btg,1,0,0,0,0,0
SN2016eky,Ia,0.056;0.056,SN2016eky;PS16dnp;AT2016eky;MASTER OT J225939.54+020859.6;CSS160904:225940+020859,1,0,0,0,0,0
SN2016enx,Ia;Ia-91T,0.078;0.078,SN2016enx;ATLAS16bwu;AT2016enx,1,0,0,0,0,0
SN2016eoa,Ia,0.021,SN2016eoa;Gaia16bay;AT2016eoa;PS16env,0,0,0,0,0,0
SN2016eqb,Ia,0.025308;0.025308,SN2016eqb;ASASSN-16hz;AT2016eqb,0,0,0,0,0,0
SN2016esh,Ia,0.04452;0.04452,SN2016esh;Gaia16bhs;AT2016esh;ASASSN-16ie,1,0,0,0,0,0
SN2016etf,Ia,0.057;0.057,SN2016etf;AT2016etf;PS16drf,1,0,0,0,0,0
SN2016euj,Ia,0.017008;0.017008,SN2016euj;ASASSN-16ip;AT2016euj,1,0,0,0,0,0
SN2016ews,Ia,0.046,SN2016ews;Gaia16bby;AT2016ews,0,0,0,0,0,0
SN2016fbk,Ia,0.035865;0.035865,SN2016fbk;AT2016fbk,1,0,0,0,0,0
SN2016fbo,Ia,0.034;0.034,SN2016fbo;Gaia16bba;AT2016fbo;CSS160829:010136+170605;MLS160905:010136+170605,1,0,0,0,0,0
SN2016fff,Ia,0.011441;0.011441;0.011441,SN2016fff;ASASSN-16jf;AT2016fff;PS16eqt,1,0,0,0,0,0
SN2016ffh,Ia,0.018204,SN2016ffh;Gaia16bcm;AT2016ffh;ATLAS16cpu,2,0,0,0,0,0
SN2016gfr,Ia,0.014;0.014,SN2016gfr;AT2016gfr,1,0,0,0,0,0
SN2016ghq,Ia,0.021,SN2016ghq;AT2016ghq,0,0,0,0,0,0
SN2016gkg,IIb;II,0.0049;0.00492;0.0049,SN2016gkg;AT2016gkg;ATLAS16cvu;PS16eor;Gaia16buw,2,0,0,0,0,0
SN2016gkt,Ia,0.051;0.051,SN2016gkt;PS16ejh;AT2016gkt,1,0,0,0,0,0
SN2016glp,Ia,0.087;0.087,SN2016glp;PS16ejp;AT2016glp,1,0,0,0,0,0
SN2016glz,Ia,0.02;0.02,SN2016glz;iPTF16glz;AT2016glz;CSS160922:000554+082548,1,0,0,0,0,0
SN2016gmb,Ia,0.058;0.058,SN2016gmb;PTSS-16oqc;AT2016gmb,1,0,0,0,0,0
SN2016gmg,Ia,0.049;0.049;0.049,SN2016gmg;Gaia16bky;AT2016gmg;PTSS-16opy,1,0,0,0,0,0
SN2016gou,Ia,0.016;0.016,SN2016gou;ATLAS16cxr;AT2016gou,1,0,0,0,0,0
SN2016grz,Ia,0.087;0.087,SN2016grz;AT2016grz,2,0,0,0,0,0
SN2016gsn,Ia,0.0164,SN2016gsn;ASASSN-16la;AT2016gsn;PS16esq,1,0,0,0,0,0
SN2016gsu,Ia,0.076,SN2016gsu;PTSS-16pur;AT2016gsu,0,0,0,0,0,0
SN2016gye,Ia,0.021171;0.021171;0.021171,SN2016gye;ASASSN-16lg;AT2016gye,1,0,0,0,0,0
SN2016hgw,Ia,0.022886,SN2016hgw;ATLAS16dpb;AT2016hgw;iPTF16hgw,1,0,0,0,0,0
SN2016hhv,Ia,0.062;0.062,SN2016hhv;ATLAS16drn;AT2016hhv;iPTF16hhv,1,0,0,0,0,0
SN2016hjk,Ia-91T;Ia,0.085;0.085,SN2016hjk;PS16eqv;AT2016hjk,1,0,0,0,0,0
SN2016hli,Ia,0.016752,SN2016hli;ATLAS16dod;AT2016hli,1,0,0,0,0,0
SN2016hns,Ia,0.037,SN2016hns;ATLAS16dpv;AT2016hns,0,0,0,0,0,0
SN2016hot,Ia,0.074;0.074,SN2016hot;PS16etp;AT2016hot;CSS161013:015319+171853,1,0,0,0,0,0
SN2016hpw,Ia,0.02;0.02,SN2016hpw;ATLAS16dqf;AT2016hpw,1,0,0,0,0,0
SN2016hpx,Ia,0.033;0.033,SN2016hpx;ATLAS16dqh;AT2016hpx;Gaia16bwt;PS17aji,1,0,0,0,0,0
SN2016hqf,Ia,0.055;0.055,SN2016hqf;PS16evk;AT2016hqf,1,0,0,0,0,0
SN2016htm,Ia,0.041;0.041,SN2016htm;ATLAS16dsh;AT2016htm;Gaia16bvq;PS16fci;SMT16ansp,1,0,0,0,0,0
SN2016htn,Ia,0.053;0.053,SN2016htn;ATLAS16dsj;AT2016htn;PS16fch;Gaia16bxx,1,0,0,0,0,0
SN2016hvl,Ia,0.013;0.013,SN2016hvl;ATLAS16dtf;AT2016hvl;Gaia16bte,1,0,0,0,0,0
SN2016ick,Ia,0.0525;0.0525,SN2016ick;PS16fbb;AT2016ick;Gaia16bvg,1,0,0,0,0,0
SN2016idy,,,SN2016idy;AT2016idy;PS16fbm;MASTER OT J013415.01-174843.9;MASTER OT JJ013415.01-174843.9,0,0,0,0,0,0
SN2016ija,II;Ia-91T,0.003468;0.003468,SN2016ija;DLT16am;AT2016ija;Gaia16bxs,2,0,0,0,0,0
SN2016ixf,Ia,0.068;0.068,SN2016ixf;Gaia16cdf;AT2016ixf;PS17bll,1,0,0,0,0,0
SN2016iyv,Ia-91T;Ia,0.031;0.031,SN2016iyv;ASASSN-16oz;AT2016iyv;Gaia16cgf;PS17bqr,1,0,0,0,0,0
SN2016jem,Ia,0.049,SN2016jem;ATLAS16eej;AT2016jem,0,0,0,0,0,0
SN2016ys,Ia,0.028343;0.028343,SN2016ys;AT2016ys;ASASSN-16ay,1,0,0,0,0,0
SN2016zd,Ia,0.031939;0.031939,SN2016zd;ASASSN-16bc;AT2016zd;PS16aqd,1,0,0,0,0,0
SN2017aaa,Ia,0.047;0.047,SN2017aaa;PS17akj;AT2017aaa;Gaia17alw,1,0,0,0,0,0
SN2017adj,Ia,0.03;0.03,SN2017adj;ATLAS17axb;AT2017adj;Gaia17amq;PS17bws,1,0,0,0,0,0
SN2017awk,Ia,0.018056;0.018056;0.018056,SN2017awk;AT2017awk;ASASSN-17co,1,0,0,0,0,0
SN2017awz,Ia-91T,0.022;0.022,SN2017awz;ATLAS17bas;AT2017awz,1,0,0,0,0,0
SN2017azk,Ia,0.07339;0.07339,SN2017azk;PS17bii;AT2017azk,1,0,0,0,0,0
SN2017bcc,SLSN-II;TDE,0.148;0.133;0.148,SN2017bcc;AT2017bcc;PS17bgn,1,0,0,0,0,0
SN2017cfb,Ia,0.022872,SN2017cfb;ATLAS17cof;AT2017cfb;PS17bwt;CSS170417:135407+092446;Gaia17blj,0,0,0,0,0,0
SN2017cfc,Ia,0.024027,SN2017cfc;ATLAS17cog;AT2017cfc;PS17cfr,1,0,0,0,0,0
SN2017cfd,Ia,0.012085;0.012085,SN2017cfd;KAIT-17I;AT2017cfd;Gaia17avm;PS17ceu,1,0,0,0,0,0
SN2017cgr,Ia,0.037,SN2017cgr;MASTER OT J083256.92-035128.1;AT2017cgr;PS17bup;Gaia17atq;MASTER OT JJ083256.92-035128.1,0,0,0,0,0,0
SN2017cii,Ia,0.033253;0.033253;0.033253,SN2017cii;ASASSN-17du;AT2017cii;Gaia17baa;PS17dbv,1,0,0,0,0,0
SN2017ciy,Ia,0.04;0.04,SN2017ciy;ATLAS17daf;AT2017ciy;MLS170408:170407+250310;Gaia17azx;PS17cyr,1,0,0,0,0,0
SN2017cju,Ia,0.049334;0.049334,SN2017cju;ASASSN-17eb;AT2017cju;PS17dbp,2,0,0,0,0,0
SN2017cjv,Ia,0.06;0.06,SN2017cjv;ATLAS17dda;AT2017cjv;PS17cci,1,0,0,0,0,0
SN2017ckd,Ia,0.068334,SN2017ckd;PTSS-17niq;AT2017ckd;PS17bww,0,0,0,0,0,0
SN2017ckx,Ia,0.027675;0.027675,SN2017ckx;ASASSN-17ee;AT2017ckx,1,0,0,0,0,0
SN2017coa,Ia,0.04;0.04,SN2017coa;AT2017coa,1,0,0,0,0,0
SN2017cpu,Ia,0.054411;0.054411,SN2017cpu;ASASSN-17ej;AT2017cpu,1,0,0,0,0,0
SN2017cts,Ia,0.01976;0.01976,SN2017cts;AT2017cts;ASASSN-17em;Gaia17bdd;PS17dex,1,0,0,0,0,0
SN2017hn,Ia,0.0238;0.0238,SN2017hn;AT2017hn,1,0,0,0,0,0
SN2017jl,Ia,0.02;0.02,SN2017jl;ATLAS17air;AT2017jl,1,0,0,0,0,0
SN2017lc,Ia,0.05;0.05,SN2017lc;Gaia17aea;AT2017lc,1,0,0,0,0,0
SN2017lm,Ia,0.03052;0.03052,SN2017lm;ATLAS17aix;AT2017lm;Gaia17akm,1,0,0,0,0,0
SN2017ln,Ia,0.025356;0.025356,SN2017ln;ASASSN-17at;AT2017ln;PS17bhi,1,0,0,0,0,0
SN2017lv,Ia,0.0287,SN2017lv;ATLAS17ajn;AT2017lv,1,0,0,0,0,0
SN2017me,Ia,0.032668,SN2017me;ATLAS17ajs;AT2017me;PS17bhg,1,0,0,0,0,0
SN2017mf,Ia,0.025678,SN2017mf;Gaia17ano;AT2017mf,2,0,0,0,0,0
SN2017ms,Ia,0.0246;0.0245;0.0245;0.0246,SN2017ms;PTSS-17dfc;AT2017ms;Gaia17axi;PS17cfh,2,0,0,0,0,0
SN2017mu,Ia,0.0815;0.0815,SN2017mu;PTSS-17dgm;AT2017mu;PS17qr,1,0,0,0,0,0
SN2017nk,Ia,0.034554;0.034554,SN2017nk;ASASSN-17bd;AT2017nk,0,0,0,0,0,0
SN2017ns,Ia,0.0279;0.0279,SN2017ns;ATLAS17alb;AT2017ns;PS17agl;Gaia17akz,1,0,0,0,0,0
SN2017nw,Ia,0.077;0.077,SN2017nw;ATLAS17ali;AT2017nw;PS17atr,1,0,0,0,0,0
SN2017oz,Ia,0.056,SN2017oz;ATLAS17amc;AT2017oz,0,0,0,0,0,0
SN2017po,Ia,0.031864;0.031864,SN2017po;ASASSN-17bh;AT2017po;Gaia17ait;CSS170130:160352+395924,0,0,0,0,0,0
SN2017wb,Ia,0.03;0.03,SN2017wb;ASASSN-17bo;AT2017wb;PS17awj;Gaia17air,1,0,0,0,0,0
SN2017ya,Ia,0.07,SN2017ya;ATLAS17arb;AT2017ya,0,0,0,0,0,0
SN2017yh,Ia,0.020401;0.020401,SN2017yh;ASASSN-17bs;AT2017yh;Gaia17ahm;PS17cyu,0,0,0,0,0,0
SN2017yk,Ia,0.046,SN2017yk;ATLAS17asj;AT2017yk;PS17bqx,0,0,0,0,0,0
SN2017zd,Ia,0.029;0.029,SN2017zd;ATLAS17auc;AT2017zd,1,0,0,0,0,0
SNLS-03D1ar,Ia;Ia?;Ia,0.408;0.408,SNLS-03D1ar,1,0,0,0,0,0
SNLS-03D1au,Ia;Ia,0.5043;0.5043,SNLS-03D1au,1,0,0,1,0,1
SNLS-03D1aw,Ia;Ia,0.582;0.582,SNLS-03D1aw,1,0,0,1,0,1
SNLS-03D1ax,Ia;Ia,0.496;0.496,SNLS-03D1ax,1,0,0,1,0,1
SNLS-03D1bp,Ia;Ia?;Ia,0.347;0.346;0.347,SNLS-03D1bp,1,0,0,1,0,1
SNLS-03D1cm,Ia;Ia Pec;Ia? P?,0.87;0.87,SNLS-03D1cm,1,0,0,0,0,0
SNLS-03D1co,Ia,0.679;0.679,SNLS-03D1co,3,0,0,1,0,1
SNLS-03D3ay,Ia,0.3709;0.3709,SNLS-03D3ay,1,0,0,1,0,1
SNLS-03D3ce,,0.2881,SNLS-03D3ce,0,0,0,0,0,0
SNLS-03D4cj,Ia;Ia,0.27;0.27;0.27,SNLS-03D4cj,2,0,0,1,0,1
SNLS-03D4cw,,0.1543;0.1543,SNLS-03D4cw,0,0,0,0,0,0
SNLS-03D4dh,Ia,0.6268,SNLS-03D4dh,1,0,0,1,0,1
SNLS-03D4dy,Ia,0.604,SNLS-03D4dy,1,0,0,1,0,1
SNLS-03D4gf,Ia;Ia?;Ia,0.581,SNLS-03D4gf,1,0,0,1,0,1
SNLS-03D4gg,Ia;Ia?;Ia,0.592;0.592,SNLS-03D4gg,1,0,0,1,0,1
SNLS-04D1dc,Ia;Ia,0.211;0.211,SNLS-04D1dc;2MASS J02261840-0418425,1,0,0,1,0,1
SNLS-04D1de,Ia;Ia?,0.7677,SNLS-04D1de,1,0,0,1,0,1
SNLS-04D1hd,Ia;Ia,0.3688,SNLS-04D1hd,2,0,0,1,0,1
SNLS-04D1hx,Ia;Ia,0.56;0.56;0.56,SNLS-04D1hx,1,0,0,1,0,1
SNLS-04D1hy,Ia,0.85;0.85,SNLS-04D1hy,1,0,0,1,0,1
SNLS-04D1jg,Ia;Ia,0.5842;0.5842,SNLS-04D1jg,1,0,0,1,0,1
SNLS-04D1kj,Ia;Ia,0.585;0.585,SNLS-04D1kj,1,0,0,1,0,1
SNLS-04D1ks,Ia,0.798;0.798,SNLS-04D1ks,1,0,0,1,0,1
SNLS-04D1ln,II P,0.2077;0.2072,SNLS-04D1ln,0,0,0,0,0,0
SNLS-04D1oh,Ia;Ia,0.59;0.59;0.59,SNLS-04D1oh,1,0,0,1,0,1
SNLS-04D1pg,Ia;Ia,0.515;0.515,SNLS-04D1pg,1,0,0,1,0,1
SNLS-04D1pj,,0.1556;0.1556,SNLS-04D1pj,0,0,0,0,0,0
SNLS-04D1rh,Ia;Ia,0.436;0.436,SNLS-04D1rh,2,0,0,1,0,1
SNLS-04D1sa,Ia;Ia,0.585;0.585,SNLS-04D1sa,1,0,0,1,0,1
SNLS-04D1si,Ia,0.702;0.702,SNLS-04D1si,1,0,0,1,0,1
SNLS-04D1sk,Ia,0.6634;0.6634,SNLS-04D1sk,1,0,0,1,0,1
SNLS-04D2ac,Ia;Ia,0.348;0.348,SNLS-04D2ac,1,0,0,0,0,0
SNLS-04D2bt,Ia;Ia,0.22;0.22;0.22,SNLS-04D2bt;2MASS J09593273+0214527,1,0,0,0,0,0
SNLS-04D2cf,Ia;Ia,0.369;0.369,SNLS-04D2cf,1,0,0,1,0,1
SNLS-04D2fp,Ia;Ia,0.415;0.415,SNLS-04D2fp,1,0,0,1,0,1
SNLS-04D2fs,Ia;Ia,0.357;0.357,SNLS-04D2fs,1,0,0,1,0,1
SNLS-04D2gb,Ia;Ia?;Ia,0.45;0.43;0.43,SNLS-04D2gb,0,0,0,1,0,1
SNLS-04D2gc,Ia;Ia,0.521;0.521,SNLS-04D2gc,2,0,0,1,0,1
SNLS-04D2kr,Ia,0.7441;0.7441,SNLS-04D2kr,1,0,0,1,0,1
SNLS-04D2mc,Ia,0.3468,SNLS-04D2mc,1,0,0,1,0,1
SNLS-04D2mh,Ia;Ia?;Ia,0.59;0.59,SNLS-04D2mh,1,0,0,1,0,1
SNLS-04D2mj,Ia;Ia,0.513,SNLS-04D2mj,1,0,0,1,0,1
SNLS-04D3bf,Ia,0.156;0.156,SNLS-04D3bf,1,0,0,0,0,0
SNLS-04D3cp,Ia,0.83;0.83,SNLS-04D3cp,1,0,0,0,0,0
SNLS-04D3cy,Ia,0.643;0.643,SNLS-04D3cy,0,0,0,1,0,1
SNLS-04D3df,Ia;Ia,0.47;0.47;0.47,SNLS-04D3df,0,0,0,1,0,1
SNLS-04D3do,Ia;Ia?,0.61;0.61,SNLS-04D3do,0,0,0,1,0,1
SNLS-04D3ez,Ia;Ia,0.263;0.263,SNLS-04D3ez,1,0,0,1,0,1
SNLS-04D3fk,Ia;Ia,0.3578;0.3578,SNLS-04D3fk,1,0,0,1,0,1
SNLS-04D3fq,Ia,0.742,SNLS-04D3fq,1,0,0,1,0,1
