Name,claimedtype,redshift,alias,spectrum_count,in_anderson,in_cccp,in_pantheon,in_sanders,spec_class
SNLS-04D3gt,Ia;Ia?;Ia,0.451;0.451,SNLS-04D3gt,0,0,0,1,0,1
SNLS-04D3hn,Ia;Ia,0.552;0.552,SNLS-04D3hn,1,0,0,1,0,1
SNLS-04D3kr,Ia;Ia,0.337;0.337,SNLS-04D3kr,1,0,0,1,0,1
SNLS-04D3ks,Ia,0.752,SNLS-04D3ks,0,0,0,1,0,1
SNLS-04D3mk,Ia,0.813;0.813,SNLS-04D3mk,1,0,0,1,0,1
SNLS-04D3nc,Ia;Ia?,0.817;0.817,SNLS-04D3nc,1,0,0,1,0,1
SNLS-04D3nh,Ia;Ia,0.34;0.34;0.34,SNLS-04D3nh,1,0,0,1,0,1
SNLS-04D3nq,Ia;Ia,0.22;0.22;0.22,SNLS-04D3nq,1,0,0,0,0,0
SNLS-04D3oe,Ia,0.756;0.756,SNLS-04D3oe,1,0,0,1,0,1
SNLS-04D4an,Ia,0.613;0.613,SNLS-04D4an,1,0,0,1,0,1
SNLS-04D4bq,Ia;Ia,0.55;0.55;0.55,SNLS-04D4bq,2,0,0,1,0,1
SNLS-04D4fu,,0.133;0.133;0.144,SNLS-04D4fu,0,0,0,0,0,0
SNLS-04D4fx,Ia,0.629;0.629,SNLS-04D4fx,1,0,0,1,0,1
SNLS-04D4gg,Ia;Ia,0.4238,SNLS-04D4gg,1,0,0,1,0,1
SNLS-04D4gz,Ia;Ia?;Ia,0.375;0.375,SNLS-04D4gz,2,0,0,0,0,0
SNLS-04D4ht,Ia;Ia,0.217;0.217,SNLS-04D4ht,1,0,0,0,0,0
SNLS-04D4hu,Ia,0.7027,SNLS-04D4hu,1,0,0,1,0,1
SNLS-04D4ib,Ia,0.699;0.699,SNLS-04D4ib,1,0,0,1,0,1
SNLS-04D4im,Ia,0.751;0.751,SNLS-04D4im,1,0,0,1,0,1
SNLS-04D4in,Ia;Ia,0.516;0.516,SNLS-04D4in,1,0,0,1,0,1
SNLS-04D4jr,Ia;Ia,0.482,SNLS-04D4jr,2,0,0,1,0,1
SNLS-04D4ju,Ia;Ia,0.472;0.472,SNLS-04D4ju,1,0,0,1,0,1
SNLS-05D1by,Ia,0.299,SNLS-05D1by,1,0,0,0,0,0
SNLS-05D1cb,Ia,0.632;0.632,SNLS-05D1cb,1,0,0,1,0,1
SNLS-05D1cc,Ia,0.564;0.564,SNLS-05D1cc,1,0,0,1,0,1
SNLS-05D1ck,Ia,0.617;0.617,SNLS-05D1ck,1,0,0,1,0,1
SNLS-05D1cl,Ia;Ia?,0.83;0.83,SNLS-05D1cl,1,0,0,1,0,1
SNLS-05D1dn,Ia,0.566;0.566,SNLS-05D1dn,1,0,0,1,0,1
SNLS-05D1dx,Ia,0.58;0.58,SNLS-05D1dx,0,0,0,1,0,1
SNLS-05D1ee,Ia,0.559;0.558,SNLS-05D1ee,1,0,0,1,0,1
SNLS-05D1ej,Ia,0.312;0.312,SNLS-05D1ej,1,0,0,0,0,0
SNLS-05D1hk,Ia,0.2631,SNLS-05D1hk,2,0,0,1,0,1
SNLS-05D1hm,Ia,0.587;0.587,SNLS-05D1hm,0,0,0,1,0,1
SNLS-05D1if,Ia,0.763;0.763,SNLS-05D1if,1,0,0,1,0,1
SNLS-05D1ix,Ia,0.49;0.49,SNLS-05D1ix,1,0,0,1,0,1
SNLS-05D1iy,Ia,0.2478;0.2478,SNLS-05D1iy,1,0,0,0,0,0
SNLS-05D1ke,Ia,0.69;0.69,SNLS-05D1ke,1,0,0,1,0,1
SNLS-05D1kl,Ia;Ia?,0.56;0.56,SNLS-05D1kl,1,0,0,1,0,1
SNLS-05D2ab,Ia;Ia,0.323,SNLS-05D2ab,1,0,0,1,0,1
SNLS-05D2ac,Ia;Ia,0.479;0.479,SNLS-05D2ac,1,0,0,1,0,1
SNLS-05D2ah,Ia,0.184;0.184,SNLS-05D2ah,1,0,0,1,0,1
SNLS-05D2bk,,0.699,SNLS-05D2bk,0,0,0,0,0,0
SNLS-05D2bt,Ia,0.679,SNLS-05D2bt,1,0,0,1,0,1
SNLS-05D2bv,Ia;Ia,0.474;0.474,SNLS-05D2bv,1,0,0,1,0,1
SNLS-05D2cb,Ia;Ia?;Ia,0.427;0.427,SNLS-05D2cb,1,0,0,1,0,1
SNLS-05D2dt,Ia,0.574;0.574,SNLS-05D2dt,1,0,0,1,0,1
SNLS-05D2dw,Ia;Ia,0.417;0.417,SNLS-05D2dw,1,0,0,1,0,1
SNLS-05D2dy,Ia;Ia,0.51;0.51,SNLS-05D2dy,1,0,0,1,0,1
SNLS-05D2eb,Ia,0.5344,SNLS-05D2eb,1,0,0,1,0,1
SNLS-05D2ei,Ia;Ia?;Ia,0.366;0.366,SNLS-05D2ei,1,0,0,0,0,0
SNLS-05D2fq,Ia,0.7329,SNLS-05D2fq,1,0,0,1,0,1
SNLS-05D2hc,Ia;Ia,0.35;0.36;0.36,SNLS-05D2hc,0,0,0,1,0,1
SNLS-05D2he,Ia,0.608;0.608,SNLS-05D2he,1,0,0,1,0,1
SNLS-05D2ie,Ia;Ia,0.348;0.348,SNLS-05D2ie,1,0,0,1,0,1
SNLS-05D2mp,Ia,0.3537;0.3537,SNLS-05D2mp,1,0,0,1,0,1
SNLS-05D3cf,Ia;Ia,0.418732,SNLS-05D3cf,1,0,0,1,0,1
SNLS-05D3ci,Ia;Ia,0.515,SNLS-05D3ci,1,0,0,1,0,1
SNLS-05D3cx,Ia,0.805;0.805,SNLS-05D3cx,1,0,0,1,0,1
SNLS-05D3dd,Ia;Ia,0.48;0.48;0.48,SNLS-05D3dd,0,0,0,1,0,1
SNLS-05D3gp,Ia;Ia,0.58;0.58;0.58,SNLS-05D3gp,0,0,0,1,0,1
SNLS-05D3gv,Ia,0.715;0.715,SNLS-05D3gv,0,0,0,1,0,1
SNLS-05D3gy,Ia Pec;Ia? P?,0.84,SNLS-05D3gy,0,0,0,0,0,0
SNLS-05D3hq,Ia;Ia,0.338,SNLS-05D3hq,0,0,0,0,0,0
SNLS-05D3hs,Ia,0.664;0.664,SNLS-05D3hs,0,0,0,1,0,1
SNLS-05D3ht,Ia,0.901;0.901,SNLS-05D3ht,0,0,0,1,0,1
SNLS-05D3jb,Ia,0.745;0.745,SNLS-05D3jb,0,0,0,1,0,1
SNLS-05D3jh,Ia,0.718;0.718,SNLS-05D3jh,0,0,0,1,0,1
SNLS-05D3jk,Ia,0.736;0.736,SNLS-05D3jk,0,0,0,1,0,1
SNLS-05D3jq,Ia;Ia,0.579,SNLS-05D3jq,1,0,0,1,0,1
SNLS-05D3jr,Ia;Ia,0.37;0.37;0.37,SNLS-05D3jr,0,0,0,1,0,1
SNLS-05D3kp,Ia,0.85;0.85,SNLS-05D3kp,0,0,0,1,0,1
SNLS-05D3kt,Ia,0.647341,SNLS-05D3kt,1,0,0,1,0,1
SNLS-05D3kx,Ia;Ia,0.219,SNLS-05D3kx,0,0,0,1,0,1
SNLS-05D3lb,Ia,0.647;0.647,SNLS-05D3lb,1,0,0,1,0,1
SNLS-05D3lc,Ia;Ia?,0.461;0.461,SNLS-05D3lc,0,0,0,1,0,1
SNLS-05D3lr,Ia,0.6;0.6,SNLS-05D3lr,0,0,0,1,0,1
SNLS-05D3mn,Ia;Ia?,0.76;0.76,SNLS-05D3mn,1,0,0,1,0,1
SNLS-05D3mq,Ia;Ia,0.246,SNLS-05D3mq,1,0,0,1,0,1
SNLS-05D3mx,Ia;Ia?;Ia,0.47;0.47;0.47;0.46,SNLS-05D3mx,1,0,0,1,0,1
SNLS-05D3ne,Ia,0.169221,SNLS-05D3ne,1,0,0,0,0,0
SNLS-05D4af,Ia,0.499;0.499,SNLS-05D4af,1,0,0,1,0,1
SNLS-05D4av,Ia,0.509;0.509,SNLS-05D4av,1,0,0,1,0,1
SNLS-05D4ay,Ia;Ia?,0.408;0.408,SNLS-05D4ay,2,0,0,0,0,0
SNLS-05D4be,Ia,0.537;0.537,SNLS-05D4be,1,0,0,1,0,1
SNLS-05D4bf,Ia,0.589;0.589,SNLS-05D4bf,0,0,0,1,0,1
SNLS-05D4bi,Ia,0.775;0.775,SNLS-05D4bi,1,0,0,1,0,1
SNLS-05D4bm,Ia,0.372;0.375,SNLS-05D4bm,1,0,0,1,0,1
SNLS-05D4cn,Ia,0.763;0.763,SNLS-05D4cn,2,0,0,1,0,1
SNLS-05D4cq,Ia,0.701;0.701,SNLS-05D4cq,1,0,0,1,0,1
SNLS-05D4cs,Ia,0.79;0.79,SNLS-05D4cs,1,0,0,1,0,1
SNLS-05D4cw,Ia,0.375;0.375,SNLS-05D4cw,1,0,0,1,0,1
SNLS-05D4dt,Ia,0.407;0.407,SNLS-05D4dt,1,0,0,1,0,1
SNLS-05D4ef,Ia;Ia?,0.605;0.605,SNLS-05D4ef,1,0,0,1,0,1
SNLS-05D4ej,Ia,0.585;0.585,SNLS-05D4ej,1,0,0,1,0,1
SNLS-05D4ek,Ia,0.536;0.536,SNLS-05D4ek,1,0,0,1,0,1
SNLS-05D4fe,Ia;Ia?,0.984;0.984,SNLS-05D4fe,1,0,0,0,0,0
SNLS-05D4ff,Ia;Ia?,0.402;0.402,SNLS-05D4ff,1,0,0,1,0,1
SNLS-05D4fg,Ia,0.839;0.839,SNLS-05D4fg,1,0,0,1,0,1
SNLS-05D4fo,Ia,0.373;0.373,SNLS-05D4fo,0,0,0,1,0,1
SNLS-05D4hn,Ia;Ia?,0.842;0.842,SNLS-05D4hn,1,0,0,1,0,1
SNLS-06D1ab,Ia,0.182;0.182,SNLS-06D1ab,1,0,0,0,0,0
SNLS-06D1hc,,0.555,SNLS-06D1hc,1,0,0,0,0,0
SNLS-06D2ag,Ia,0.31,SNLS-06D2ag,0,0,0,0,0,0
SNLS-06D2ca,Ia,0.531;0.531,SNLS-06D2ca,2,0,0,1,0,1
SNLS-06D2ck,Ia;Ia?,0.552;0.552,SNLS-06D2ck,1,0,0,1,0,1
SNLS-06D2ez,Ia,0.082,SNLS-06D2ez,0,0,0,0,0,0
SNLS-06D2fb,Ia,0.1245,SNLS-06D2fb,0,0,0,1,0,1
SNLS-06D2ff,Ia,0.345,SNLS-06D2ff,0,0,0,0,0,0
SNLS-06D2ga,Ia;Ia?,0.8424,SNLS-06D2ga,1,0,0,1,0,1
SNLS-06D2gb,Ia;Ia?,0.442;0.442,SNLS-06D2gb,0,0,0,1,0,1
SNLS-06D3bz,Ia,0.727,SNLS-06D3bz,1,0,0,1,0,1
SNLS-06D3cc,Ia;Ia?,0.683,SNLS-06D3cc,1,0,0,1,0,1
SNLS-06D3cn,Ia,0.232,SNLS-06D3cn,1,0,0,0,0,0
SNLS-06D3df,Ia,0.442;0.442,SNLS-06D3df,0,0,0,1,0,1
SNLS-06D3dl,Ia;Ia?,0.357,SNLS-06D3dl,0,0,0,0,0,0
SNLS-06D3do,Ia,0.726;0.726,SNLS-06D3do,0,0,0,1,0,1
SNLS-06D3dt,Ia,0.282;0.282,SNLS-06D3dt,0,0,0,1,0,1
SNLS-06D3ed,Ia,0.404,SNLS-06D3ed,1,0,0,1,0,1
SNLS-06D3el,Ia,0.519,SNLS-06D3el,1,0,0,1,0,1
SNLS-06D3em,Ia,0.69;0.69,SNLS-06D3em,0,0,0,1,0,1
SNLS-06D3et,Ia,0.5755,SNLS-06D3et,1,0,0,1,0,1
SNLS-06D3fp,Ia,0.268,SNLS-06D3fp,1,0,0,1,0,1
SNLS-06D3gn,Ia,0.2501,SNLS-06D3gn,1,0,0,1,0,1
SNLS-06D3gx,Ia,0.76,SNLS-06D3gx,1,0,0,0,0,0
SNLS-06D4bo,Ia,0.552;0.552,SNLS-06D4bo,0,0,0,1,0,1
SNLS-06D4co,Ia,0.437;0.437,SNLS-06D4co,1,0,0,1,0,1
SNLS-06D4cq,Ia,0.411;0.411,SNLS-06D4cq,1,0,0,1,0,1
SNLS-06D4dh,Ia,0.3027,SNLS-06D4dh,1,0,0,1,0,1
SNLS-06D4eu,SLSN-I;I,1.588,SNLS-06D4eu,1,0,0,0,0,0
SNLS-07D2bv,SLSN-I,1.5,SNLS-07D2bv,1,0,0,0,0,0
iPTF13ajg,SLSN-I,0.74,iPTF13ajg,9,0,0,0,0,1
iPTF13bvn,Ib,0.00449,iPTF13bvn;PTF13bvn,25,0,0,0,0,1
iPTF13dge,Ia;I,0.015854,iPTF13dge;PSN J05033510+0134176;PS1-13dvn;CSS131007:050335+013418;PSN J05033510+013417,19,0,0,0,0,1
iPTF13ebh,Ia,0.013269,iPTF13ebh;PSN J02215998+3316137,0,0,0,0,0,0
iPTF13ehe,SLSN-R,0.3434,iPTF13ehe,6,0,0,0,0,1
iPTF13z,IIn,0.0328,iPTF13z,0,0,0,0,0,0
iPTF15esb,SLSN-I,0.224,iPTF15esb,0,0,0,0,0,0
iPTF16bad,SLSN-I,0.2467,iPTF16bad,0,0,0,0,0,0
iPTF17fs,,,iPTF17fs,0,0,0,0,0,0
