SN2016fbo (gri), -0.5442381797297335
SN2005ll (g'r'i'), -0.5423493813510228
SDSS-II SN 2050 (g'r'i'), -0.5369184150899619
SDSS-II SN 1706 (g'r'i'), -0.5316364623613131
SDSS-II SN 14170 (g'r'i'), -0.5303927623772123
SDSS-II SN 13112 (g'r'i'), -0.5263459757139716
SDSS-II SN 13461 (g'r'i'), -0.5261958037266622
SDSS-II SN 15565 (g'r'i'), -0.5260682508191629
SDSS-II SN 15048 (g'r'i'), -0.5240159178151497
SDSS-II SN 7233 (g'r'i'), -0.523973409275436
SDSS-II SN 5314 (g'r'i'), -0.5204304988323676
SDSS-II SN 17756 (g'r'i'), -0.5186426671104294
SDSS-II SN 19699 (g'r'i'), -0.5184722765029902
SN2005ho (g'r'i'), -0.5181255294678898
SN2002bj (BRI), -0.5161430970505142
LSQ13dpa (gri), -0.515676077919017
SDSS-II SN 13741 (g'r'i'), -0.5155234927603355
SN2006ne (g'r'i'), -0.5138777161669211
SDSS-II SN 17292 (g'r'i'), -0.512626722030805
SDSS-II SN 2809 (g'r'i'), -0.5111062452071402
SDSS-II SN 12868 (g'r'i'), -0.5106609494660951
SDSS-II SN 20266 (g'r'i'), -0.510627854000116
SDSS-II SN 4330 (g'r'i'), -0.5105292607272824
SN2009ib (BRI), -0.5093198317961332
SN2016ixf (gri), -0.5091952440335801
SN2016bln (gri), -0.5090994885962695
SDSS-II SN 18266 (g'r'i'), -0.5088304558317337
SN2006ob (g'r'i'), -0.5084862517384009
SN2016ija (gri), -0.5083672172891087
SN2007jm (g'r'i'), -0.507923261135613
SDSS-II SN 17339 (g'r'i'), -0.5079099003220017
SDSS-II SN 17509 (g'r'i'), -0.5076902207272975
SN2017yh (gri), -0.5073222220301098
SN2015bn (BRI), -0.5065577664089306
SDSS-II SN 13725 (g'r'i'), -0.5061811422942448
SDSS-II SN 16302 (g'r'i'), -0.5060354988435005
SN1996ai (BRI), -0.5045091429189861
SN2005iy (g'r'i'), -0.5042184164318122
SN2005dp (BRI), -0.5039369227428052
SDSS-II SN 15913 (g'r'i'), -0.5039326345761111
