Gaia16aye (gri), -0.6166095490373145
SN2016ija (gri), -0.5839959389943544
SN2016fbo (gri), -0.5824175839225858
LSQ13dpa (gri), -0.5690171174750891
SDSS-II SN 1706 (g'r'i'), -0.5661774676242669
SDSS-II SN 2661 (g'r'i'), -0.5646132244050912
SDSS-II SN 2050 (g'r'i'), -0.5633092894000857
SDSS-II SN 5314 (g'r'i'), -0.5619460050722078
SNLS-06D3gx (gri), -0.5605621603451261
SDSS-II SN 17756 (g'r'i'), -0.5569530331520102
SN2005ho (g'r'i'), -0.5524943547566723
SDSS-II SN 19504 (g'r'i'), -0.5447311020132377
SDSS-II SN 15745 (g'r'i'), -0.5427816006419308
SDSS-II SN 17339 (g'r'i'), -0.5405315447494607
SDSS-II SN 12868 (g'r'i'), -0.5397293441937191
SDSS-II SN 18266 (g'r'i'), -0.5393684739613173
SN2015bn (BRI), -0.539341150585896
SNLS-03D1cm (gri), -0.538112577559425
SN2006ob (g'r'i'), -0.5373957486811589
SN2006kg (g'r'i'), -0.537294373739002
SN2016ixf (gri), -0.5360649365555403
SDSS-II SN 18391 (g'r'i'), -0.5357214685171763
SDSS-II SN 14170 (g'r'i'), -0.5355889553283754
SN2007jm (g'r'i'), -0.5351295858932659
SDSS-II SN 13741 (g'r'i'), -0.5330948550085041
SDSS-II SN 13725 (g'r'i'), -0.5330644032196099
SDSS-II SN 13112 (g'r'i'), -0.5324935040843841
SDSS-II SN 17509 (g'r'i'), -0.5322249184817016
SDSS-II SN 13461 (g'r'i'), -0.5321150933312994
SDSS-II SN 15565 (g'r'i'), -0.5318546583111022
SN2005jy (g'r'i'), -0.5315882730458694
SDSS-II SN 19725 (g'r'i'), -0.5302191646066311
SN2005kn (g'r'i'), -0.5295774117682344
SDSS-II SN 13589 (g'r'i'), -0.5291160300797841
SDSS-II SN 19699 (g'r'i'), -0.5287929243244975
SN2017mf (gri), -0.5283698968605639
SDSS-II SN 13291 (g'r'i'), -0.5281930599090205
SDSS-II SN 7417 (g'r'i'), -0.5280451071089399
SDSS-II SN 4652 (g'r'i'), -0.5279884228720934
SDSS-II SN 17789 (g'r'i'), -0.5268085968414864
