SN2016fbo (gri), -0.569223968993701
SDSS-II SN 1706 (g'r'i'), -0.5628990925287818
SDSS-II SN 2050 (g'r'i'), -0.5553435944644907
SDSS-II SN 17756 (g'r'i'), -0.5545949555479607
LSQ13dpa (gri), -0.5545038760788499
SN2006pt (g'r'i'), -0.5514926642473462
SN2005ll (g'r'i'), -0.5500357752633521
SDSS-II SN 5314 (g'r'i'), -0.548034508163594
SN2016ija (gri), -0.542207462664031
SDSS-II SN 13589 (g'r'i'), -0.5406897281723154
SDSS-II SN 2661 (g'r'i'), -0.5380198408083331
SDSS-II SN 15048 (g'r'i'), -0.5366390001891872
SDSS-II SN 17339 (g'r'i'), -0.5362562204839483
SN2013cv (gri), -0.5359023032217091
SDSS-II SN 17292 (g'r'i'), -0.5346197305289835
SDSS-II SN 13725 (g'r'i'), -0.5340318187077674
SDSS-II SN 17509 (g'r'i'), -0.5335158128067543
SN2006kg (g'r'i'), -0.5330360901960266
SDSS-II SN 13741 (g'r'i'), -0.531277643418995
SNLS-06D3gx (gri), -0.5303595823067153
SDSS-II SN 13112 (g'r'i'), -0.5298003677095429
SDSS-II SN 2093 (g'r'i'), -0.5294753008559121
SN2006ob (g'r'i'), -0.529384670060773
SN2006ne (g'r'i'), -0.5282903655049492
SDSS-II SN 4652 (g'r'i'), -0.5271429562489967
SN2016ixf (gri), -0.5254592428646099
SDSS-II SN 14170 (g'r'i'), -0.5252638822728525
DES17C3eg (gri), -0.5243666497275854
SN2017mf (gri), -0.524093202122463
SN2002bj (BRI), -0.5234947742541004
SDSS-II SN 20266 (g'r'i'), -0.5234905690676254
SDSS-II SN 2063 (g'r'i'), -0.5226548055088654
SN2005ho (g'r'i'), -0.5223284333130398
SDSS-II SN 13291 (g'r'i'), -0.5222147239127717
SN2007jm (g'r'i'), -0.5215914725598678
SDSS-II SN 13461 (g'r'i'), -0.5215612251621631
SN2006je (BRI), -0.5206415044270302
SDSS-II SN 15565 (g'r'i'), -0.5206325601651652
SDSS-II SN 18733 (g'r'i'), -0.5206220585922224
SN2213-1745 (g'r'i'), -0.5204676953373104
