SDSS-II SN 2050 (g'r'i'), -0.5513068597116888
SDSS-II SN 1706 (g'r'i'), -0.5454185316835847
SDSS-II SN 5314 (g'r'i'), -0.5430652699803834
SN2016fbo (gri), -0.5394204617053703
LSQ13dpa (gri), -0.5347749291179864
SDSS-II SN 17756 (g'r'i'), -0.5320287096970413
SDSS-II SN 13112 (g'r'i'), -0.5296785780041486
SN2017yh (gri), -0.5275444806707195
SN2013cv (gri), -0.5262762820488236
SN2016ija (gri), -0.5258694543682497
SDSS-II SN 14170 (g'r'i'), -0.5249874005300927
SN2005ho (g'r'i'), -0.524588787518751
SDSS-II SN 17292 (g'r'i'), -0.5240419753435919
SN1996ai (BRI), -0.5236479096930802
SDSS-II SN 2661 (g'r'i'), -0.5234643029401029
SN2005ll (g'r'i'), -0.5199535802860022
SDSS-II SN 15565 (g'r'i'), -0.5198975879487125
SNLS-03D4gf (gri), -0.5190185920081228
PS15cfn (gri), -0.5184419336509631
SDSS-II SN 17339 (g'r'i'), -0.5184232311094686
PS1-1000007 (gri), -0.5183838010102705
SDSS-II SN 13461 (g'r'i'), -0.5181556420232669
SN2006pt (g'r'i'), -0.5178608301953115
SN2006ob (g'r'i'), -0.5177634240743101
SN2213-1745 (g'r'i'), -0.5163423963569935
SN2016ayg (gri), -0.5162519868252041
SDSS-II SN 20266 (g'r'i'), -0.5150070994560255
SN2006kg (g'r'i'), -0.5149876675046666
SDSS-II SN 13589 (g'r'i'), -0.5148812857561935
PS17yt (gri), -0.5140738170715942
SN2007jm (g'r'i'), -0.5138789678949459
SDSS-II SN 17509 (g'r'i'), -0.5133987395885838
SDSS-II SN 13725 (g'r'i'), -0.5123560246726929
SN2016bln (gri), -0.5120696325068999
SDSS-II SN 13741 (g'r'i'), -0.5118932693121616
SDSS-II SN 4330 (g'r'i'), -0.5115671946096721
SNLS-06D3gx (gri), -0.5107872729973781
SNLS-05D3kt (gri), -0.5106878243624348
SDSS-II SN 16302 (g'r'i'), -0.5105148415547485
SDSS-II SN 4226 (g'r'i'), -0.5093675755425858
