SDSS-II SN 12868 (g'r'i')
SDSS-II SN 19699 (g'r'i')
SDSS-II SN 16302 (g'r'i')
SDSS-II SN 15745 (g'r'i')
Gaia16aye (gri)
PS1-1000007 (gri)
SN2006ne (g'r'i')
SDSS-II SN 19504 (g'r'i')
SDSS-II SN 18266 (g'r'i')
PS15cfn (gri)
SDSS-II SN 15048 (g'r'i')
