SDSS-II SN 17317 (g'r'i')
SN2016bmc (gri)
SN2005jw (g'r'i')
SN2006ej (gri)
SNLS-03D1cm (gri)
SDSS-II SN 18391 (g'r'i')
SN2015bn (BRI)
SDSS-II SN 17789 (g'r'i')
SDSS-II SN 2809 (g'r'i')
SDSS-II SN 2093 (g'r'i')
SN2016ayg (gri)
SDSS-II SN 4226 (g'r'i')
SN2016bln (gri)
SN1996ai (BRI)
